area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	160:DAVID CHIU	161:ALEJANDRO FERNANDEZ
PCT7805	MV	785	348	-1	0	0	82	267	3	225	39
PCT7806	ED	699	163	0	0	0	46	117	1	93	23
PCT7806	MV	699	283	3	0	0	64	216	1	191	24
PCT7807	ED	796	228	2	0	0	51	175	2	137	36
PCT7807	MV	796	273	0	0	0	59	214	4	179	31
PCT7808	ED	655	178	0	0	0	41	137	0	119	18
PCT7808	MV	655	243	0	0	0	65	178	2	155	21
PCT7809	ED	742	160	-1	0	0	40	121	1	98	22
PCT7809	MV	742	267	0	0	0	62	205	0	182	23
PCT7811	ED	726	186	-1	0	0	37	150	2	117	31
PCT7811	MV	726	243	1	0	0	48	194	5	162	27
PCT7812	ED	843	207	0	0	0	52	155	0	128	27
PCT7812	MV	843	292	-2	0	1	62	231	3	194	34
PCT7813	ED	988	251	-1	0	0	66	186	3	152	31
PCT7813	MV	988	362	1	0	0	80	281	1	241	39
PCT7814	ED	892	173	-1	0	0	48	126	3	89	34
PCT7814	MV	892	223	1	0	1	44	177	2	135	40
PCT7815	ED	914	178	-1	0	0	36	143	1	113	29
PCT7815	MV	914	407	0	0	0	75	332	1	294	37
PCT7816	ED	858	202	1	0	0	40	161	3	134	24
PCT7816	MV	858	390	0	0	0	69	321	2	276	43
PCT7817	ED	795	215	-1	0	0	39	177	2	152	23
PCT7817	MV	795	309	2	0	0	62	245	3	208	34
PCT7818	ED	823	172	0	0	0	45	127	0	97	30
PCT7818	MV	823	335	0	0	0	76	259	1	233	25
PCT7819	ED	760	169	0	0	0	44	125	2	98	25
PCT7819	MV	760	297	1	0	0	67	229	5	185	39
PCT7821	ED	947	229	0	0	0	48	181	0	156	25
PCT7821	MV	947	439	0	0	0	90	349	2	303	44
PCT7822	ED	927	244	0	0	0	44	200	1	156	43
PCT7822	MV	927	343	1	0	0	60	282	0	247	35
PCT7823	ED	857	237	0	0	0	50	187	3	158	26
PCT7823	MV	857	347	1	0	0	53	293	1	246	46
PCT7824	ED	756	170	0	0	0	46	124	3	102	19
PCT7824	MV	756	274	3	0	0	45	226	1	193	32
PCT7825	ED	580	160	-1	0	0	36	125	0	99	26
PCT7825	MV	580	215	0	0	0	51	164	2	141	21
PCT7826	ED	665	214	0	0	0	48	166	2	144	20
PCT7826	MV	665	194	-2	0	0	57	139	0	121	18
PCT7827	ED	828	199	0	0	0	46	153	3	115	35
PCT7827	MV	828	252	0	0	0	65	187	11	137	39
PCT7828	ED	976	205	2	0	0	40	163	2	130	31
PCT7828	MV	976	397	-1	0	0	80	318	3	267	48
PCT7829	ED	882	199	0	0	0	45	154	0	129	25
PCT7829	MV	882	391	-1	0	0	76	316	1	283	32
PCT7831	ED	828	202	1	0	0	46	155	0	134	21
PCT7831	MV	828	369	1	0	0	73	295	1	254	40
PCT7832	ED	781	162	-1	0	0	37	126	2	109	15
PCT7832	MV	781	343	-1	0	0	56	288	1	245	42
PCT7833	ED	745	182	-1	0	0	53	130	0	108	22
PCT7833	MV	745	271	0	0	0	59	212	3	180	29
PCT7834	ED	836	225	-1	0	0	64	162	4	130	28
PCT7834	MV	836	288	-1	0	0	67	222	2	184	36
PCT7835	ED	808	175	0	0	0	31	144	2	122	20
PCT7835	MV	808	338	-1	0	0	51	288	2	237	49
PCT7836	ED	979	199	0	0	0	38	161	3	129	29
PCT7836	MV	979	421	0	0	0	78	343	7	295	41
PCT7837	ED	883	237	1	0	0	51	185	3	165	17
PCT7837	MV	883	339	0	0	0	75	264	0	243	21
PCT7838	ED	891	210	0	0	0	48	162	1	143	18
PCT7838	MV	891	413	1	0	0	73	339	0	303	36
PCT7839	ED	830	172	-2	0	0	46	128	1	108	19
PCT7839	MV	830	389	1	0	0	79	309	0	277	32
PCT7841	ED	898	240	0	0	0	61	179	2	154	23
PCT7841	MV	898	353	0	0	0	80	273	4	234	35
PCT7842	ED	873	214	0	0	0	48	166	2	129	35
PCT7842	MV	873	308	2	0	0	75	231	2	187	42
PCT7843	ED	751	182	-1	0	0	40	143	4	113	26
PCT7843	MV	751	267	0	0	0	64	203	3	174	26
PCT7844	ED	635	160	1	0	0	48	111	1	90	20
PCT7844	MV	635	245	-1	0	0	59	187	3	156	28
PCT7845	ED	803	202	-1	0	0	53	150	0	131	19
PCT7845	MV	803	314	-1	0	0	49	266	1	244	21
PCT7846	ED	871	221	-1	0	0	60	162	2	134	26
PCT7846	MV	871	330	3	0	0	69	258	1	225	32
PCT7847	ED	878	207	0	0	0	47	160	3	133	24
PCT7847	MV	878	358	-2	0	0	81	279	1	249	29
PCT7848	ED	838	209	-2	0	0	47	164	1	147	16
PCT7848	MV	838	346	-2	0	2	78	268	1	239	28
PCT7849	ED	904	237	-1	0	0	60	178	3	148	27
PCT7849	MV	904	353	0	0	0	68	285	2	253	30
PCT7851	ED	493	118	0	0	0	31	87	2	81	4
PCT7851	MV	493	204	0	0	0	33	171	1	153	17
PCT7852	ED	634	104	0	0	0	15	89	1	72	16
PCT7852	MV	634	303	0	0	0	41	262	4	220	38
PCT7853	ED	837	180	0	0	0	37	143	1	125	17
PCT7853	MV	837	333	0	0	0	58	275	0	234	41
PCT7854	ED	874	216	0	0	0	67	149	1	121	27
PCT7854	MV	874	346	0	0	0	75	271	0	240	31
PCT7855	ED	949	259	0	0	0	51	208	1	172	35
PCT7855	MV	949	359	-2	0	0	94	267	0	237	30
PCT7856	ED	790	204	1	0	0	46	157	0	127	30
PCT7856	MV	790	312	-1	0	1	50	262	1	240	21
PCT7857	ED	913	226	0	0	0	57	169	2	135	32
PCT7857	MV	913	350	0	0	0	92	258	2	202	54
PCT7858	ED	743	192	0	0	0	49	143	2	109	32
PCT7858	MV	743	252	1	0	0	41	210	2	175	33
PCT7859	ED	879	219	0	0	0	41	178	1	163	14
PCT7859	MV	879	352	0	0	0	89	263	0	228	35
PCT7861	ED	835	184	0	0	0	38	146	2	121	23
PCT7861	MV	835	367	0	0	0	70	297	0	249	48
PCT7862	ED	850	237	0	0	0	52	185	2	150	33
PCT7862	MV	850	323	-1	0	0	66	258	4	225	29
PCT7863	ED	870	237	0	0	0	50	187	2	154	31
PCT7863	MV	870	302	0	0	0	67	235	3	202	30
PCT7864	ED	773	188	0	0	0	42	146	1	104	41
PCT7864	MV	773	284	-2	0	0	63	223	2	188	33
PCT7865	ED	808	178	0	0	0	52	126	2	102	22
PCT7865	MV	808	310	0	0	0	66	244	0	203	41
PCT7866	ED	816	184	0	0	0	36	148	1	129	18
PCT7866	MV	816	389	0	0	1	76	312	1	280	31
PCT7867	ED	932	209	0	0	0	46	163	3	139	21
PCT7867	MV	932	385	3	0	0	64	318	2	268	48
PCT7868	ED	860	218	0	0	0	46	172	1	141	30
PCT7868	MV	860	324	1	0	0	48	275	2	237	36
PCT7869	ED	842	219	1	0	1	50	167	2	135	30
PCT7869	MV	842	376	-1	0	0	78	299	4	260	35
PCT7871	ED	882	240	-3	0	2	40	201	1	166	34
PCT7871	MV	882	364	1	0	0	71	292	4	262	26
PCT7872	ED	864	242	0	0	0	43	199	0	172	27
PCT7872	MV	864	369	0	0	0	72	297	5	249	43
PCT7873	ED	841	231	0	0	0	48	183	0	150	33
PCT7873	MV	841	387	0	0	0	70	317	1	274	42
PCT7874	ED	453	85	0	0	0	11	74	1	65	8
PCT7874	MV	453	174	1	0	0	26	147	1	125	21
PCT7875	ED	615	127	0	0	0	40	87	3	57	27
PCT7875	MV	615	203	-2	0	0	55	150	1	113	36
PCT7876	ED	491	101	0	0	0	30	71	1	49	21
PCT7876	MV	491	148	-1	0	0	35	114	1	101	12
PCT7901	ED	466	87	-1	0	0	26	62	1	33	28
PCT7901	MV	466	133	0	0	0	28	105	2	84	19
PCT7902	ED	921	188	0	0	0	46	142	4	103	35
PCT7902	MV	921	259	0	0	0	64	195	3	155	37
PCT7903	ED	819	144	0	0	0	38	106	1	64	41
PCT7903	MV	819	244	0	0	0	48	196	1	144	51
PCT7904	ED	846	137	0	0	0	40	97	1	75	21
PCT7904	MV	846	248	-1	0	0	55	194	4	146	44
PCT7905	ED	821	199	1	0	0	39	159	0	120	39
PCT7905	MV	821	275	3	0	0	54	218	1	172	45
PCT7906	ED	769	164	1	0	0	50	113	2	85	26
PCT7906	MV	769	214	-1	0	0	55	160	2	134	24
PCT7907	ED	926	201	2	0	0	50	149	2	105	42
PCT7907	MV	926	286	1	0	0	70	215	2	173	40
PCT7908	ED	936	191	0	0	0	49	142	2	97	43
PCT7908	MV	936	267	0	0	0	58	209	4	163	42
PCT7909	ED	726	190	0	0	0	44	146	3	106	37
PCT7909	MV	726	221	0	0	0	41	180	2	153	25
PCT7911	ED	849	192	0	0	0	39	153	6	117	30
PCT7911	MV	849	250	1	0	0	59	190	3	151	36
PCT7912	ED	1036	215	2	0	0	57	156	5	119	32
PCT7912	MV	1036	314	4	0	0	76	234	2	188	44
PCT7913	ED	887	240	0	0	0	60	180	1	124	55
PCT7913	MV	887	244	-1	0	0	52	193	2	157	34
PCT7914	ED	833	208	0	0	0	49	159	1	110	48
PCT7914	MV	833	253	1	0	4	56	192	2	166	24
PCT7915	ED	802	213	0	0	0	54	159	1	112	46
PCT7915	MV	802	222	1	0	0	56	165	0	132	33
PCT7916	ED	887	215	0	0	0	48	167	2	120	45
PCT7916	MV	887	289	0	0	0	62	227	4	181	42
PCT7917	ED	983	254	-1	0	0	74	181	3	121	57
PCT7917	MV	983	287	0	0	1	58	228	1	169	58
PCT7918	ED	790	191	0	0	0	51	140	3	106	31
PCT7918	MV	790	234	-1	0	0	63	172	2	143	27
PCT7919	ED	857	217	0	0	0	46	171	1	117	53
PCT7919	MV	857	241	0	0	1	53	187	2	146	39
PCT7921	ED	883	151	-1	0	0	24	128	3	93	32
PCT7921	MV	883	210	0	0	0	51	159	1	105	53
PCT7922	ED	797	182	1	0	0	59	122	5	87	30
PCT7922	MV	797	241	1	0	0	47	193	1	145	47
PCT7923	ED	863	202	0	0	0	55	147	5	98	44
PCT7923	MV	863	241	0	0	1	63	177	1	129	47
PCT7924	ED	806	172	1	0	0	50	121	2	79	40
PCT7924	MV	806	247	0	0	0	50	197	2	145	50
PCT7925	ED	570	114	0	0	0	29	85	1	53	31
PCT7925	MV	570	191	0	0	0	45	146	1	113	32
PCT7926	ED	768	177	0	0	0	43	134	5	99	30
PCT7926	MV	768	296	0	0	0	78	218	3	172	43
PCT7927	ED	733	187	0	0	0	51	136	3	103	30
PCT7927	MV	733	289	-1	0	0	59	231	1	197	33
PCT7928	ED	899	253	-1	0	0	48	206	5	166	35
PCT7928	MV	899	297	2	0	0	61	234	2	190	42
PCT7929	ED	840	200	-1	0	0	41	160	1	134	25
PCT7929	MV	840	367	2	0	0	72	293	1	250	42
PCT7931	ED	732	189	0	0	1	44	144	0	124	20
PCT7931	MV	732	317	-1	0	0	53	265	4	227	34
PCT7932	ED	551	112	0	0	0	28	84	1	63	20
PCT7932	MV	551	225	0	0	0	55	170	0	149	21
PCT7933	MV	8	4	0	0	0	0	4	0	3	1
PCT7934	ED	885	195	-4	0	0	60	139	2	106	31
PCT7934	MV	885	328	2	0	0	80	246	2	194	50
PCT7935	ED	938	283	0	0	0	70	213	3	182	28
PCT7935	MV	938	370	2	0	0	87	281	3	246	32
PCT7936	ED	832	246	-1	0	0	72	175	1	143	31
PCT7936	MV	832	326	1	0	0	76	249	0	207	42
PCT7937	ED	874	223	0	0	0	50	173	0	145	28
PCT7937	MV	874	309	0	0	0	60	249	9	204	36
PCT7938	ED	774	162	0	0	0	45	117	0	81	36
PCT7938	MV	774	247	0	0	0	44	203	2	162	39
PCT7939	ED	667	186	2	0	0	41	143	1	120	22
PCT7939	MV	667	230	1	0	0	53	176	0	149	27
PCT7941	ED	728	167	1	0	0	32	134	3	108	23
PCT7941	MV	728	236	1	0	0	57	178	1	135	42
PCT7942	ED	893	166	1	0	0	43	122	2	92	28
PCT7942	MV	893	286	-1	0	0	63	224	2	181	41
PCT7943	ED	887	192	0	0	0	44	148	1	109	38
PCT7943	MV	887	319	2	0	0	51	266	3	204	59
PCT7944	ED	769	201	-1	0	0	43	159	1	129	29
PCT7944	MV	769	235	0	0	0	48	187	0	159	28
PCT7945	ED	897	118	0	0	0	33	85	2	60	23
PCT7945	MV	897	294	3	0	0	64	227	0	191	36
PCT7946	ED	909	134	1	0	0	22	111	4	69	38
PCT7946	MV	909	348	3	0	3	74	268	7	205	56
PCT7947	ED	894	128	-1	0	0	32	97	2	63	32
PCT7947	MV	894	327	-1	0	0	70	258	3	189	66
PCT7948	ED	900	165	0	0	0	41	124	2	87	35
PCT7948	MV	900	313	-2	0	0	61	254	4	198	52
PCT7949	ED	552	78	3	0	0	18	57	1	48	8
PCT7949	MV	552	224	0	0	0	39	185	1	152	32
PCT7951	ED	830	97	0	0	0	25	72	0	59	13
PCT7951	MV	830	341	0	0	0	73	268	6	215	47
PCT7952	ED	823	100	0	0	0	25	75	0	51	24
PCT7952	MV	823	288	-1	0	0	43	246	1	194	51
PCT7953	ED	795	103	-2	0	0	16	89	5	66	18
PCT7953	MV	795	294	0	0	0	59	235	3	168	64
PCT7955	ED	854	116	0	0	0	22	94	1	65	28
PCT7955	MV	854	320	0	0	0	60	260	1	192	67
PCT7956	ED	779	101	0	0	0	33	68	1	46	21
PCT7956	MV	779	247	3	0	0	48	196	3	143	50
PCT7957	ED	623	97	1	0	0	20	76	0	59	17
PCT7957	MV	623	217	0	0	0	34	183	2	140	41
PCT7958	MV	263	104	0	0	1	21	82	1	59	22
PCT7959	ED	695	110	0	0	0	28	82	2	52	28
PCT7959	MV	695	190	0	0	0	34	156	1	133	22
CONG12	TO	280269	147301	86	0	58	32145	115012	1161	93212	20639
ASSM17	TO	280269	147301	86	0	58	32145	115012	1161	93212	20639
BART7	TO	36166	15261	16	0	9	3165	12071	117	9564	2390
BART8	TO	36801	18240	4	0	4	3857	14375	115	11692	2568
BART9	TO	207302	113800	66	0	45	25123	88566	929	71956	15681
SUPV1	TO	141	85	0	0	0	7	78	1	70	7
SUPV2	TO	6604	3534	7	0	0	820	2707	24	2239	444
SUPV3	TO	38273	18567	-2	0	8	4005	14556	117	11939	2500
SUPV5	TO	39297	21709	23	0	3	5207	16476	143	13516	2817
SUPV6	TO	41151	17498	3	0	15	3753	13727	179	11024	2524
SUPV7	TO	7611	4863	3	0	1	1009	3850	43	3149	658
SUPV8	TO	56016	35791	-8	0	9	7616	28174	243	23854	4077
SUPV9	TO	41665	22565	25	0	12	5092	17436	215	13482	3739
SUPV10	TO	39591	17791	37	0	7	3619	14128	140	11134	2854
SUPV11	TO	9920	4898	-2	0	3	1017	3880	56	2805	1019
NEIG1	TO	19131	7881	23	0	5	1581	6272	48	4817	1407
NEIG2	TO	16742	8038	-5	0	3	1801	6239	41	5167	1031
NEIG3	TO	27631	12231	3	0	11	2624	9593	119	7662	1812
NEIG4	TO	6857	4487	1	0	3	847	3636	29	3114	493
NEIG5	TO	9920	4898	-2	0	3	1017	3880	56	2805	1019
NEIG6	TO	14552	8410	10	0	1	2042	6357	52	5262	1043
NEIG8	TO	1741	1040	0	0	0	236	804	7	675	122
NEIG11	TO	9535	5130	4	0	1	1183	3942	38	3243	661
NEIG12	TO	30096	16088	11	0	9	3805	12263	173	9501	2589
NEIG13	TO	16415	10584	-11	0	3	2296	8296	64	7100	1132
NEIG14	TO	8622	5494	0	0	1	1262	4231	48	3467	716
NEIG15	TO	6827	3580	6	0	1	705	2868	18	2338	512
NEIG26	TO	8914	4445	3	0	4	899	3539	54	2654	831
NEIG16	TO	15511	7917	5	0	1	1644	6267	59	5237	971
NEIG19	TO	9230	5452	8	0	1	1154	4289	36	3480	773
NEIG20	TO	23278	10026	-3	0	7	2183	7839	104	6348	1387
NEIG22	TO	18424	12111	5	0	0	2493	9613	65	8182	1366
NEIG23	TO	7610	3117	7	0	2	589	2519	35	1868	616
NEIG24	TO	7087	4502	4	0	1	934	3563	39	2933	591
NEIG25	TO	22146	11870	17	0	1	2850	9002	76	7359	1567
