area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	118:GERALD PLUMMER	119:TOM PALZER	120:JOHN THOMPSON PARKER	121:DOUGLAS HOWARD PIERCE	122:HERBERT G. PETERS	123:JAMES P BRADLEY	124:ARUN K. BHUMITRA	125:JERRY JOSEPH LAWS	126:PATRICK LITTLE	127:TIM GILDERSLEEVE	128:MICHAEL FAHMY GIRGIS	129:DON J. GRUNDMANN	130:RASH BIHARI GHOSH	131:LING LING SHI	132:JOHN ''JACK'' CREW	133:ERIN CRUZ	134:DERRICK MICHAEL REID	135:DIANNE FEINSTEIN	136:COLLEEN SHEA FERNALD	137:ADRIENNE NICOLE EDWARDS	138:PAUL A TAYLOR	139:DONNIE O. TURNER	140:PAT HARRIS	141:ALISON HARTSON	142:JASON M. HANANIA	143:DAVID HILDEBRAND	144:LEE OLSON	145:ROQUE ''ROCKY'' DE LA FUENTE	146:KEVIN DE LEON	147:KEVIN MOTTUS	148:DAVID MOORE	149:MARIO NABLIBA	195:SEELAM PRABHAKAR REDDY	196:MICHAEL V. ZIESING	197:URSULA M. SCHILLING
PCT7643	ED	871	99	0	0	0	8	91	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2	67	0	0	0	0	1	1	0	0	2	0	10	1	0	0	0	0	0
PCT7643	MV	871	355	2	0	1	16	336	1	0	2	0	0	1	12	4	0	1	0	0	0	2	2	0	1	5	233	1	3	3	1	6	4	0	1	3	1	47	1	0	1	0	0	0
PCT7644	ED	1082	156	-2	0	0	10	148	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	99	0	4	0	1	0	1	1	0	1	1	35	1	0	0	0	0	0
PCT7644	MV	1082	291	1	0	1	18	271	0	0	0	0	0	2	3	6	1	0	1	0	1	1	2	0	0	2	168	1	2	1	2	5	5	0	1	1	1	60	3	0	2	0	0	0
PCT7645	ED	631	63	0	0	0	4	59	0	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	1	36	0	1	2	0	0	1	0	0	0	0	9	1	1	0	0	0	0
PCT7645	MV	631	241	-3	0	1	6	237	0	0	0	0	0	0	9	1	0	2	0	1	1	1	1	2	0	3	167	0	0	6	0	0	4	0	6	1	1	28	0	1	2	0	0	0
PCT7646	ED	1035	110	0	0	0	8	102	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	60	0	1	0	0	1	2	0	1	1	0	29	0	1	0	0	0	0
PCT7646	MV	1035	326	0	0	1	15	310	1	0	0	1	1	0	8	2	0	3	0	0	0	1	0	1	4	1	220	0	2	1	0	2	9	2	2	0	3	45	1	0	0	0	0	0
PCT7647	ED	1027	107	0	0	0	6	101	2	0	2	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	56	1	4	4	1	5	5	0	0	2	0	12	0	1	0	0	0	0
PCT7647	MV	1027	185	0	0	3	17	165	0	1	1	3	1	1	0	0	0	1	0	0	0	0	3	2	0	2	108	0	4	2	1	3	3	0	0	1	1	26	0	0	1	0	0	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	0	6	90	0	1	2	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	52	0	1	3	1	6	2	0	0	0	0	15	0	0	2	0	0	0
PCT7649	MV	877	234	2	0	1	14	217	0	0	1	0	1	1	3	3	2	2	0	0	1	0	2	2	3	5	108	2	2	5	0	10	4	0	1	2	1	49	3	4	0	0	0	0
PCT7651	ED	555	48	0	0	1	2	45	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	35	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0
PCT7651	MV	555	155	0	0	0	8	147	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	100	1	1	0	1	2	5	0	0	0	1	31	0	0	0	0	0	0
PCT7652	ED	580	68	-1	0	2	4	63	0	0	0	2	0	0	1	0	0	2	0	0	0	1	1	0	0	2	40	0	1	0	0	1	1	0	1	0	0	10	0	0	0	0	0	0
PCT7652	MV	580	163	-3	0	0	7	159	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	115	0	3	4	0	4	2	0	0	1	1	21	2	2	0	0	0	0
PCT7653	ED	1092	137	1	0	1	8	127	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	75	0	3	2	2	3	2	2	0	0	2	29	0	0	0	0	0	0
PCT7653	MV	1092	321	0	0	1	12	308	4	0	2	2	0	0	6	2	0	0	0	0	0	1	2	0	1	3	211	0	2	3	0	2	2	2	4	1	1	54	1	0	2	0	0	0
PCT7701	ED	1012	225	0	0	0	15	210	1	1	0	0	0	0	1	2	2	1	0	0	0	0	0	1	1	1	122	0	0	2	1	5	7	0	0	0	1	56	3	0	2	0	0	0
PCT7701	MV	1012	383	2	0	0	19	362	0	0	0	1	1	0	1	1	1	0	0	0	0	1	2	0	6	4	238	1	2	4	0	8	13	2	2	0	2	70	1	0	1	0	0	0
PCT7702	ED	704	117	0	0	0	5	112	0	0	0	0	2	0	1	3	1	0	0	0	0	0	1	0	1	3	71	1	0	3	0	1	0	0	0	0	0	22	2	0	0	0	0	0
PCT7702	MV	704	302	-1	0	2	14	287	0	0	0	1	0	0	7	3	0	0	0	0	2	0	0	0	1	6	190	0	2	10	1	4	1	0	1	1	2	51	1	0	3	0	0	0
PCT7703	MV	172	66	1	0	4	7	54	0	0	0	1	1	0	1	1	0	0	0	0	1	0	2	0	0	1	37	0	0	3	0	2	0	0	0	0	0	3	0	0	1	0	0	0
PCT7704	ED	977	208	0	0	0	15	193	0	1	1	0	0	0	2	1	2	4	0	0	2	0	0	1	1	2	130	0	4	5	1	2	1	0	1	0	2	27	3	0	0	0	0	0
PCT7704	MV	977	396	1	0	2	29	364	2	0	3	2	0	0	7	6	0	2	0	0	0	1	4	1	3	6	241	0	3	4	0	1	10	2	0	2	7	53	0	3	1	0	0	0
PCT7705	ED	547	123	0	0	0	5	118	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	1	3	90	0	0	1	0	0	1	0	0	0	1	14	0	1	0	0	0	0
PCT7705	MV	547	227	0	0	1	10	216	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	2	0	0	170	1	2	2	1	2	3	0	1	0	1	24	1	0	0	0	0	0
PCT7706	ED	821	189	0	0	0	5	184	1	0	2	0	0	0	3	7	0	1	0	0	1	1	0	1	0	0	113	0	2	3	1	1	5	1	0	0	3	33	1	3	1	0	0	0
PCT7706	MV	821	341	0	0	2	14	325	1	0	2	2	0	0	5	5	1	0	0	0	0	0	0	4	7	7	223	0	0	8	1	1	3	0	0	2	2	51	0	0	0	0	0	0
PCT7707	ED	839	200	1	0	1	10	188	0	0	0	1	0	0	4	5	0	0	0	0	0	0	1	1	2	0	133	0	0	4	0	2	4	0	0	0	2	28	1	0	0	0	0	0
PCT7707	MV	839	379	-1	0	0	18	362	0	0	2	3	0	0	4	0	2	1	0	0	0	1	2	0	9	0	262	0	1	8	1	0	1	0	1	0	3	59	1	1	0	0	0	0
PCT7708	ED	860	181	1	0	0	4	176	0	1	0	2	0	0	1	2	1	0	0	0	1	0	1	0	3	0	125	0	1	3	1	1	1	0	0	1	1	28	1	1	0	0	0	0
PCT7708	MV	860	400	-1	0	1	17	383	0	0	3	2	0	0	6	2	1	0	0	0	0	1	2	1	2	5	262	0	3	5	1	0	4	0	3	0	1	75	2	0	2	0	0	0
PCT7709	ED	383	85	1	0	0	7	77	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	42	0	1	1	1	3	1	0	0	1	1	20	1	0	0	0	0	0
PCT7709	MV	383	174	0	0	0	12	162	0	0	0	0	0	0	1	1	2	1	0	1	0	0	0	2	1	1	94	0	0	0	0	3	6	0	0	2	1	45	0	0	1	0	0	0
PCT7711	ED	772	162	0	0	0	2	160	0	0	0	4	1	0	2	1	0	0	0	0	1	2	0	1	0	0	108	0	0	0	0	1	3	3	0	0	0	33	0	0	0	0	0	0
PCT7711	MV	772	344	0	0	3	9	332	0	0	2	5	1	0	6	5	1	1	0	0	0	3	1	0	1	4	210	0	1	4	0	2	9	0	1	0	1	72	2	0	0	0	0	0
PCT7712	ED	524	131	0	0	0	5	126	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	1	2	66	0	1	2	1	0	2	0	1	0	2	42	1	0	0	0	0	0
PCT7712	MV	524	230	-1	0	0	3	228	0	0	0	3	0	0	1	2	1	0	0	0	0	0	3	2	0	0	139	1	2	4	0	1	2	0	0	8	3	54	2	0	0	0	0	0
PCT7801	ED	970	230	1	0	1	12	216	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	145	0	1	0	1	4	1	0	2	0	0	55	0	0	0	0	0	0
PCT7801	MV	970	424	-2	0	1	11	414	0	0	2	1	0	0	1	4	0	0	0	0	0	0	0	0	1	4	273	0	2	5	0	1	4	4	1	0	0	110	1	0	0	0	0	0
PCT7802	ED	762	205	-1	0	0	7	199	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	133	0	2	0	0	6	0	1	0	1	0	51	0	0	1	0	0	0
PCT7802	MV	762	313	2	0	0	14	297	0	0	2	1	0	1	1	4	1	0	0	0	0	1	0	0	0	1	209	1	0	3	0	3	6	0	0	0	0	63	0	0	0	0	0	0
PCT7803	ED	823	143	0	0	0	4	139	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	96	0	0	2	0	1	3	0	1	0	0	31	0	0	0	0	0	0
PCT7803	MV	823	412	-1	0	0	14	399	0	0	1	0	1	0	5	4	0	0	0	0	0	0	0	0	1	3	290	1	1	0	0	2	4	0	1	2	2	81	0	0	0	0	0	0
PCT7804	ED	891	236	0	0	1	7	228	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	144	1	5	1	1	3	5	1	2	0	1	57	0	1	0	0	0	0
PCT7804	MV	891	394	0	0	0	18	376	0	0	0	0	1	0	1	0	3	2	0	0	0	0	0	0	0	2	265	0	0	2	0	1	1	1	0	1	2	94	0	0	0	0	0	0
PCT7805	ED	785	176	1	0	0	9	166	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	103	0	1	0	0	1	4	0	0	0	0	50	0	0	0	0	0	0
PCT7805	MV	785	348	-1	0	1	13	335	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	230	0	0	2	2	1	2	1	2	0	2	86	1	1	0	0	0	0
PCT7806	ED	699	163	0	0	0	9	154	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	96	0	1	0	0	2	0	0	0	0	1	49	0	0	0	0	0	0
PCT7806	MV	699	283	3	0	0	16	264	0	0	2	0	0	0	2	1	0	0	1	0	0	0	1	0	2	1	172	0	3	1	0	1	1	0	3	0	1	71	1	0	0	0	0	0
PCT7807	ED	796	228	2	0	0	14	212	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	129	0	4	0	1	5	1	0	1	0	0	63	0	0	1	0	0	0
PCT7807	MV	796	273	0	0	1	9	263	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	2	156	0	2	1	0	5	3	0	1	0	2	83	0	0	0	0	0	0
PCT7808	ED	655	178	0	0	0	5	173	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	113	0	1	0	0	3	5	0	3	2	0	42	0	0	0	0	0	0
PCT7808	MV	655	243	0	0	1	9	233	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	128	0	0	0	0	1	4	0	1	0	2	88	1	0	1	0	0	0
PCT7809	ED	742	160	-1	0	2	14	145	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	75	0	0	1	0	3	4	0	0	0	1	58	0	1	0	0	0	0
PCT7809	MV	742	267	0	0	1	12	254	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	162	0	2	0	1	2	3	1	1	0	0	74	0	0	0	0	0	0
PCT7811	ED	726	186	-1	0	0	8	179	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	89	0	2	1	0	4	2	0	2	0	0	72	0	0	0	0	0	0
PCT7811	MV	726	243	1	0	1	11	230	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	2	134	0	0	0	0	3	5	0	0	0	0	78	1	0	1	0	0	0
PCT7812	ED	843	207	0	0	2	20	185	0	0	2	2	0	0	0	5	2	1	0	0	0	0	0	1	2	1	99	0	1	0	0	5	3	1	1	0	1	56	0	0	2	0	0	0
PCT7812	MV	843	292	-2	0	4	12	278	2	0	2	2	3	0	2	2	0	0	0	0	0	0	0	0	0	5	175	0	1	1	1	2	2	0	2	1	0	75	0	0	0	0	0	0
PCT7813	ED	988	251	-1	0	0	19	233	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	135	0	2	2	1	6	3	1	0	0	1	74	1	0	0	0	0	0
PCT7813	MV	988	362	1	0	0	15	346	0	0	0	1	0	0	0	2	0	2	0	0	0	2	1	1	0	2	198	0	2	2	0	2	3	0	3	0	2	119	3	1	0	0	0	0
PCT7814	ED	892	173	-1	0	3	10	161	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	1	2	0	73	0	0	2	0	4	3	1	1	0	3	63	1	0	1	0	0	0
PCT7814	MV	892	223	1	0	2	10	210	1	1	1	1	0	0	2	1	0	0	0	0	0	0	1	1	0	4	122	1	5	0	2	5	2	1	2	0	1	54	0	1	1	0	0	0
PCT7815	ED	914	178	-1	0	0	5	174	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	123	0	1	0	1	3	3	0	0	1	2	36	0	0	0	0	0	0
PCT7815	MV	914	407	0	0	1	5	401	0	0	0	2	0	0	2	3	0	0	0	0	1	0	0	0	0	0	271	0	2	1	0	1	5	0	0	1	0	110	0	1	1	0	0	0
PCT7816	ED	858	202	1	0	0	4	197	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	3	128	0	1	1	1	3	3	1	0	0	0	50	0	0	1	0	0	0
PCT7816	MV	858	390	0	0	1	10	379	1	0	0	2	0	0	3	1	0	0	0	0	1	0	0	0	1	2	282	1	1	1	0	4	4	0	1	0	0	74	0	0	0	0	0	0
PCT7817	ED	795	215	-1	0	0	9	207	0	0	0	1	0	0	1	1	0	2	0	0	0	1	0	0	1	1	124	0	2	1	1	2	3	1	1	1	1	62	0	0	0	0	0	0
PCT7817	MV	795	309	2	0	1	11	295	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	2	177	0	2	0	0	4	7	0	1	0	0	97	0	0	0	0	0	0
PCT7818	ED	823	172	0	0	0	9	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	97	1	2	1	0	4	1	0	0	0	0	52	1	0	0	0	0	0
PCT7818	MV	823	335	0	0	0	18	317	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	2	197	0	0	1	0	1	2	1	1	0	0	105	1	0	0	0	0	0
PCT7819	ED	760	169	0	0	1	7	161	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	90	0	1	1	0	3	3	1	1	0	0	52	0	1	0	0	0	0
PCT7819	MV	760	297	1	0	0	17	279	0	0	1	3	1	0	3	0	0	1	0	0	1	1	1	0	3	2	162	0	2	3	1	5	4	1	4	0	0	78	2	0	0	0	0	0
PCT7821	ED	947	229	0	0	0	6	223	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	149	0	1	1	1	4	3	0	0	1	0	56	0	0	0	0	0	0
PCT7821	MV	947	439	0	0	0	23	416	0	0	0	2	0	0	4	2	1	1	0	0	0	0	0	0	1	6	255	1	7	2	1	4	3	2	3	0	1	119	1	0	0	0	0	0
PCT7822	ED	927	244	0	0	2	10	232	0	1	1	2	0	0	3	0	1	0	0	0	0	1	0	2	1	1	135	0	3	1	0	7	2	0	1	0	0	69	0	1	0	0	0	0
PCT7822	MV	927	343	1	0	1	16	325	0	0	0	2	0	0	2	5	1	1	0	0	0	0	0	1	2	0	198	1	1	1	0	1	6	0	3	0	0	100	0	0	0	0	0	0
PCT7823	ED	857	237	0	0	2	11	224	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	129	1	2	0	0	4	2	1	1	0	0	81	0	0	0	0	0	0
PCT7823	MV	857	347	1	0	0	8	338	0	0	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	1	211	2	4	3	1	3	5	1	1	2	2	95	0	0	0	0	0	0
PCT7824	ED	756	170	0	0	0	8	162	2	0	0	4	0	0	0	1	0	1	0	0	1	0	0	0	0	3	98	0	3	1	0	4	1	0	0	0	0	41	0	0	2	0	0	0
PCT7824	MV	756	274	3	0	1	10	260	1	0	0	2	1	1	0	1	1	1	0	0	0	0	0	0	0	1	165	0	0	3	0	3	5	0	0	1	1	73	0	0	0	0	0	0
PCT7825	ED	580	160	-1	0	0	8	153	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	98	0	1	1	0	5	2	0	1	0	1	37	0	0	0	0	0	0
PCT7825	MV	580	215	0	0	0	5	210	0	1	1	1	0	0	4	1	0	0	0	0	0	0	1	1	0	2	118	1	0	0	1	3	1	0	1	0	0	73	0	0	0	0	0	0
PCT7826	ED	665	214	0	0	0	8	206	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	122	1	2	1	1	4	2	0	2	0	0	64	1	1	0	0	0	0
PCT7826	MV	665	194	-2	0	0	10	186	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	1	2	91	1	2	0	0	4	2	0	0	1	0	76	1	0	0	0	0	0
PCT7827	ED	828	199	0	0	1	12	186	0	1	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	2	92	2	0	1	0	8	2	1	0	0	0	70	0	0	1	0	0	0
PCT7827	MV	828	252	0	0	3	13	236	0	0	0	2	0	0	4	2	0	2	0	0	0	0	0	0	1	2	118	0	0	3	0	3	1	1	3	1	1	88	2	1	1	0	0	0
PCT7828	ED	976	205	2	0	1	4	198	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	133	1	2	1	1	2	2	0	0	0	1	48	1	0	0	0	0	0
PCT7828	MV	976	397	-1	0	0	11	387	1	1	0	1	0	2	4	0	0	1	0	0	0	1	0	0	2	1	265	0	3	4	2	3	3	1	0	0	1	90	1	0	0	0	0	0
PCT7829	ED	882	199	0	0	0	8	191	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	121	1	0	3	0	2	2	2	1	0	0	52	0	0	1	0	0	0
PCT7829	MV	882	391	-1	0	1	15	376	0	0	0	2	1	0	4	3	1	0	0	1	0	0	1	1	0	3	270	1	0	3	0	1	4	0	0	1	1	74	4	0	0	0	0	0
PCT7831	ED	828	202	1	0	1	8	192	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	126	1	0	0	0	0	4	0	1	0	0	56	0	0	1	0	0	0
PCT7831	MV	828	369	1	0	1	10	357	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	1	271	0	3	1	2	1	2	3	1	0	0	64	2	0	0	0	0	0
PCT7832	ED	781	162	-1	0	0	11	152	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	2	105	0	1	0	0	1	1	0	0	0	1	35	0	0	0	0	0	0
PCT7832	MV	781	343	-1	0	1	15	328	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	1	0	231	0	1	3	0	4	3	1	1	0	1	75	0	0	0	0	0	0
PCT7833	ED	745	182	-1	0	0	7	176	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	2	1	96	1	0	0	0	3	2	1	0	0	1	63	0	0	0	0	0	0
PCT7833	MV	745	271	0	0	0	7	264	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	149	0	1	1	0	4	7	0	1	0	1	95	0	0	1	0	0	0
PCT7834	ED	836	225	-1	0	0	18	208	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	0	1	3	106	1	0	0	0	5	2	1	1	1	1	76	1	1	0	0	0	0
PCT7834	MV	836	288	-1	0	1	13	275	0	0	1	3	0	0	2	0	0	0	0	0	0	2	0	1	0	0	140	0	2	0	0	2	3	2	1	1	0	115	0	0	0	0	0	0
PCT7835	ED	808	175	0	0	0	8	167	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	104	0	1	2	0	2	3	0	0	0	1	42	1	0	2	0	0	0
PCT7835	MV	808	338	-1	0	0	12	327	1	1	0	3	1	0	4	4	0	1	0	0	0	0	1	0	3	3	222	0	1	1	2	5	7	0	0	0	5	59	1	1	1	0	0	0
PCT7836	ED	979	199	0	0	1	6	192	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	2	124	1	2	1	1	3	3	1	0	1	0	47	0	1	1	0	0	0
PCT7836	MV	979	421	0	0	3	6	412	0	2	0	1	0	1	5	1	1	1	0	0	0	1	1	1	3	4	279	0	3	4	1	4	5	0	1	0	3	87	0	1	2	0	0	0
PCT7837	ED	883	237	1	0	0	6	230	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	165	0	1	3	0	2	3	0	1	0	0	53	0	0	0	0	0	0
PCT7837	MV	883	339	0	0	0	12	327	0	0	0	1	0	1	3	1	1	0	0	0	0	1	0	1	1	2	237	0	0	4	1	1	4	0	0	0	0	68	0	0	0	0	0	0
PCT7838	ED	891	210	0	0	0	14	196	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	3	139	0	4	3	0	6	1	2	1	0	0	32	1	0	0	0	0	0
PCT7838	MV	891	413	1	0	1	15	396	1	0	0	2	0	0	4	3	0	0	0	0	0	0	0	0	0	4	278	0	1	3	1	1	2	0	0	0	2	93	1	0	0	0	0	0
PCT7839	ED	830	172	-2	0	0	8	166	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	1	113	0	1	1	0	2	2	0	1	0	0	39	0	0	0	0	0	0
PCT7839	MV	830	389	1	0	0	18	370	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	4	255	1	1	3	0	2	2	0	0	1	1	92	0	0	3	0	0	0
PCT7841	ED	898	240	0	0	1	11	228	2	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	145	0	1	1	1	3	3	0	1	0	0	66	0	0	0	0	0	0
PCT7841	MV	898	353	0	0	0	16	337	2	0	0	3	0	0	2	0	0	1	0	0	0	1	0	0	0	0	223	0	1	4	0	2	6	2	0	0	3	87	0	0	0	0	0	0
PCT7842	ED	873	214	0	0	0	4	210	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	2	2	129	1	1	0	0	3	1	0	0	0	0	65	1	0	0	0	0	0
PCT7842	MV	873	308	2	0	2	11	293	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	3	0	8	172	2	2	2	0	2	1	0	1	2	2	91	0	0	0	0	0	0
PCT7843	ED	751	182	-1	0	0	4	179	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	105	0	0	1	0	5	4	0	1	0	0	56	0	0	0	0	0	0
PCT7843	MV	751	267	0	0	0	20	247	0	0	0	1	1	0	4	1	0	1	0	0	3	1	1	0	2	3	135	0	0	0	0	3	2	1	4	1	0	83	0	0	0	0	0	0
PCT7844	ED	635	160	1	0	0	9	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	80	0	1	3	0	3	3	0	2	0	1	52	1	0	1	0	0	0
PCT7844	MV	635	245	-1	0	0	15	231	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	114	0	0	1	1	6	3	0	1	0	0	97	0	0	0	0	0	0
PCT7845	ED	803	202	-1	0	0	12	191	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	126	1	1	2	0	3	3	0	0	0	2	46	0	0	0	0	0	0
PCT7845	MV	803	314	-1	0	0	12	303	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	1	229	0	2	0	0	2	3	0	0	0	0	58	0	1	1	0	0	0
PCT7846	ED	871	221	-1	0	0	13	209	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	5	144	0	0	1	0	2	1	0	0	0	3	45	0	0	1	0	0	0
PCT7846	MV	871	330	3	0	0	13	314	0	0	2	0	2	0	2	3	0	0	1	0	1	0	0	1	1	1	216	0	1	8	0	2	2	1	1	1	1	67	0	0	0	0	0	0
PCT7847	ED	878	207	0	0	0	9	198	1	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	2	132	0	0	1	0	5	4	0	2	0	0	42	2	1	0	0	0	0
PCT7847	MV	878	358	-2	0	0	19	341	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	218	1	1	1	0	1	9	2	0	0	1	99	1	0	0	0	0	0
PCT7848	ED	838	209	-2	0	0	10	201	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	147	0	1	4	0	1	1	0	0	0	0	41	0	0	0	0	0	0
PCT7848	MV	838	346	-2	0	0	11	337	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	5	237	0	2	3	1	2	3	0	1	0	2	72	1	0	0	0	0	0
PCT7849	ED	904	237	-1	0	2	11	225	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	139	0	1	1	0	3	2	0	1	0	1	70	0	0	0	0	0	0
PCT7849	MV	904	353	0	0	1	4	348	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	6	229	0	1	1	0	2	2	0	0	0	2	99	0	0	0	0	0	0
PCT7851	ED	493	118	0	0	0	9	109	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	2	72	0	1	2	0	1	1	0	0	1	0	21	0	1	0	0	0	0
PCT7851	MV	493	204	0	0	1	8	195	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	156	0	0	0	0	0	0	0	1	1	4	27	0	1	1	0	0	0
PCT7852	ED	634	104	0	0	0	5	99	0	0	1	0	0	0	2	1	0	0	0	0	0	1	1	0	0	4	73	0	2	1	0	0	1	0	0	0	1	11	0	0	0	0	0	0
PCT7852	MV	634	303	0	0	1	9	293	0	0	0	1	1	0	4	9	0	1	0	0	0	1	1	1	2	0	193	2	0	6	0	3	9	1	4	0	4	50	0	0	0	0	0	0
PCT7853	ED	837	180	0	0	0	7	173	0	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	2	114	0	0	2	0	2	5	0	0	0	1	39	1	0	1	0	0	0
PCT7853	MV	837	333	0	0	1	17	315	0	1	0	4	1	0	1	1	0	0	0	0	0	0	0	0	2	3	238	1	2	2	0	6	1	0	0	0	2	50	0	0	0	0	0	0
PCT7854	ED	874	216	0	0	0	11	205	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	127	0	2	2	0	3	3	0	0	0	2	59	0	0	1	0	0	0
PCT7854	MV	874	346	0	0	1	7	338	0	0	1	0	0	0	3	2	1	0	0	0	1	1	0	0	0	1	225	0	0	2	0	0	6	2	0	0	0	91	0	0	2	0	0	0
PCT7855	ED	949	259	0	0	0	13	246	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	150	0	1	1	0	6	2	0	0	0	0	81	0	0	0	0	0	0
PCT7855	MV	949	359	-2	0	1	23	337	0	0	0	4	0	0	9	0	0	1	0	0	0	0	0	1	1	5	204	1	0	4	0	4	3	0	0	0	2	96	1	0	1	0	0	0
