area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	150:NANCY PELOSI	151:STEPHEN JAFFE	152:SHAHID BUTTAR	153:RYAN A. KHOJASTEH	154:MICHAEL GOLDSTEIN	155:LISA REMMER	156:BARRY HERMANSON
PCT7555	MV	847	304	1	0	0	18	285	0	226	8	24	9	1	9	8
PCT7556	ED	961	223	-3	0	1	15	210	0	159	11	11	7	2	18	2
PCT7556	MV	961	422	1	0	0	24	397	0	310	19	25	12	3	22	6
PCT7601	ED	744	128	-1	0	0	9	120	1	68	7	13	10	2	10	9
PCT7601	MV	744	185	3	0	1	18	163	2	98	19	15	12	2	11	4
PCT7602	ED	880	147	-3	0	0	14	136	0	89	11	11	7	1	10	7
PCT7602	MV	880	243	3	0	1	14	225	0	147	15	28	14	0	15	6
PCT7603	ED	826	152	1	0	0	12	139	0	85	10	22	13	1	4	4
PCT7603	MV	826	215	0	0	0	11	204	1	141	15	19	8	1	13	6
PCT7604	ED	906	133	0	0	0	10	123	1	77	8	11	6	2	15	3
PCT7604	MV	906	233	-2	0	1	9	225	0	144	18	22	10	4	19	8
PCT7605	ED	651	77	0	0	0	6	71	0	54	4	4	5	2	2	0
PCT7605	MV	651	155	3	0	2	13	137	0	105	3	10	7	0	10	2
PCT7606	ED	895	127	1	0	0	6	120	0	74	8	15	3	2	14	4
PCT7606	MV	895	212	1	0	0	20	191	1	120	26	13	10	1	12	8
PCT7607	ED	955	120	0	0	0	9	111	0	86	7	7	5	0	4	2
PCT7607	MV	955	265	-4	0	1	21	247	0	150	24	31	11	2	19	10
PCT7608	ED	388	46	1	0	0	7	38	0	30	2	1	0	1	3	1
PCT7608	MV	388	119	-2	0	0	14	107	0	76	9	3	4	3	11	1
PCT7609	ED	916	101	0	0	0	20	81	0	64	6	1	2	1	4	3
PCT7609	MV	916	297	2	0	1	41	253	0	184	10	12	15	8	20	4
PCT7611	ED	756	76	0	0	0	8	68	1	44	8	1	5	1	7	1
PCT7611	MV	756	204	2	0	0	22	180	0	133	11	5	7	6	14	4
PCT7612	ED	574	76	0	0	0	4	72	0	49	7	8	2	1	4	1
PCT7612	MV	574	210	-1	0	0	21	190	0	133	11	9	11	8	18	0
PCT7613	ED	887	140	0	0	0	9	131	0	86	10	13	7	3	7	5
PCT7613	MV	887	215	2	0	1	16	196	0	134	18	14	9	4	11	6
PCT7614	ED	1015	123	-2	0	0	15	110	0	79	7	13	4	0	5	2
PCT7614	MV	1015	238	0	0	2	15	221	2	146	13	19	15	3	19	4
PCT7615	ED	832	108	0	0	4	17	87	0	53	5	9	5	4	8	3
PCT7615	MV	832	170	0	0	1	20	149	0	105	6	12	8	8	9	1
PCT7616	ED	951	129	-1	0	0	3	127	1	90	15	11	4	0	4	2
PCT7616	MV	951	331	2	0	1	17	311	1	212	28	40	9	4	14	3
PCT7617	ED	751	84	-1	0	1	9	75	0	55	4	2	4	1	5	4
PCT7617	MV	751	223	2	0	2	32	187	1	128	13	3	14	3	19	6
PCT7618	ED	866	123	1	0	0	15	107	0	60	9	23	5	0	6	4
PCT7618	MV	866	272	-3	0	1	17	257	1	179	23	20	12	2	16	4
PCT7619	ED	993	154	-1	0	0	21	134	0	77	12	24	9	0	8	4
PCT7619	MV	993	308	-1	0	1	15	293	0	195	16	36	11	10	18	7
PCT7621	ED	1132	163	-1	0	0	10	154	1	100	10	21	7	1	11	3
PCT7621	MV	1132	346	3	0	1	23	319	0	218	20	23	16	5	30	7
PCT7622	ED	964	99	2	0	0	11	86	0	62	6	6	1	2	5	4
PCT7622	MV	964	193	1	0	2	20	170	0	126	9	13	6	2	13	1
PCT7623	ED	712	122	-15	0	0	12	125	0	71	15	21	8	0	8	2
PCT7623	MV	712	196	2	0	0	14	180	1	126	10	18	8	3	13	1
PCT7624	ED	905	104	1	0	0	8	95	0	72	5	9	2	1	5	1
PCT7624	MV	905	195	1	0	0	10	184	0	128	8	15	12	7	11	3
PCT7625	ED	821	73	0	0	0	15	58	0	46	0	1	1	2	7	1
PCT7625	MV	821	415	0	0	2	69	344	1	246	12	5	22	10	45	3
PCT7626	ED	1081	128	1	0	0	8	119	0	98	3	8	3	1	6	0
PCT7626	MV	1081	361	1	0	0	25	335	2	239	17	24	15	3	30	5
PCT7627	ED	1075	116	-1	0	0	8	109	0	71	12	6	4	0	13	3
PCT7627	MV	1075	319	0	0	1	18	300	0	200	34	9	5	5	44	3
PCT7628	ED	906	156	0	0	1	10	145	0	95	9	22	10	2	6	1
PCT7628	MV	906	267	0	0	1	17	249	0	171	11	35	11	2	14	5
PCT7629	ED	805	108	-1	0	0	11	98	0	72	4	15	3	0	2	2
PCT7629	MV	805	206	2	0	0	14	190	0	130	9	25	6	1	15	4
PCT7631	ED	1085	146	-1	0	1	14	132	0	85	15	12	8	1	8	3
PCT7631	MV	1085	339	2	0	2	26	309	0	222	16	11	18	3	34	5
PCT7632	ED	965	167	1	0	0	16	150	1	103	12	19	6	2	5	2
PCT7632	MV	965	286	0	0	0	14	272	3	181	10	34	20	2	13	9
PCT7633	ED	702	90	0	0	0	10	80	0	57	5	7	2	2	7	0
PCT7633	MV	702	253	0	0	0	20	233	0	157	11	21	15	5	19	5
PCT7634	ED	859	120	1	0	0	18	101	0	70	5	8	4	2	12	0
PCT7634	MV	859	291	2	0	1	19	269	0	203	10	9	8	4	31	4
PCT7635	ED	782	89	0	0	0	9	80	0	50	11	10	1	2	5	1
PCT7635	MV	782	242	3	0	0	11	228	2	150	23	20	14	4	11	4
PCT7636	ED	920	134	-1	0	0	13	122	0	94	7	10	3	0	4	4
PCT7636	MV	920	251	-1	0	0	10	242	0	176	18	13	4	4	22	5
PCT7637	ED	732	89	0	0	0	3	86	0	53	4	8	5	1	13	2
PCT7637	MV	732	249	0	0	0	10	239	0	168	19	11	9	3	23	6
PCT7638	ED	1365	129	0	0	0	13	116	0	81	9	3	3	3	16	1
PCT7638	MV	1365	492	2	0	0	34	456	0	320	30	14	7	1	83	1
PCT7639	ED	962	110	1	0	0	13	96	1	67	9	6	1	2	9	1
PCT7639	MV	962	319	-2	0	0	21	300	2	211	15	24	7	2	37	2
PCT7641	ED	931	114	0	0	0	5	109	0	81	6	7	2	4	9	0
PCT7641	MV	931	374	0	0	0	34	340	0	229	29	15	10	10	41	6
PCT7642	ED	909	84	0	0	0	5	79	0	59	7	3	3	1	4	2
PCT7642	MV	909	268	0	0	1	20	247	0	186	15	9	3	4	29	1
PCT7643	ED	871	99	0	0	0	15	84	0	69	4	4	1	0	4	2
PCT7643	MV	871	355	2	0	1	28	324	0	244	17	15	9	7	28	4
PCT7644	ED	1082	156	-2	0	0	6	152	1	116	11	12	6	1	4	1
PCT7644	MV	1082	291	1	0	0	22	268	0	198	19	26	6	1	18	0
PCT7645	ED	631	63	0	0	0	5	58	0	37	5	4	1	1	10	0
PCT7645	MV	631	241	-3	0	0	22	222	0	152	23	5	4	7	28	3
PCT7646	ED	1035	110	0	0	0	10	100	0	75	10	6	4	0	3	2
PCT7646	MV	1035	326	0	0	0	24	302	1	231	14	17	6	1	29	3
PCT7647	ED	1027	107	0	0	0	5	102	1	58	13	14	2	5	7	2
PCT7647	MV	1027	185	0	0	0	14	171	0	119	11	14	12	5	9	1
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	0	4	92	0	61	8	9	3	2	6	3
PCT7649	MV	877	234	2	0	0	15	217	0	150	11	17	11	5	22	1
PCT7651	ED	555	48	0	0	0	2	46	0	38	2	1	0	0	5	0
PCT7651	MV	555	155	0	0	0	8	147	0	111	12	5	7	1	9	2
PCT7652	ED	580	68	-1	0	0	3	66	0	42	6	5	3	1	5	4
PCT7652	MV	580	163	-3	0	0	18	148	0	112	8	8	4	0	11	5
PCT7653	ED	1092	137	1	0	0	10	126	0	89	6	13	6	1	11	0
PCT7653	MV	1092	321	0	0	0	24	297	0	226	14	21	6	1	24	5
PCT7701	ED	1012	225	0	0	0	16	209	0	139	12	20	13	4	16	5
PCT7701	MV	1012	383	2	0	0	30	351	2	239	32	23	16	3	30	6
PCT7702	ED	704	117	0	0	0	10	107	0	68	9	9	5	2	12	2
PCT7702	MV	704	302	-1	0	0	23	280	0	185	11	14	12	5	44	9
PCT7703	MV	172	66	1	0	1	14	50	0	43	1	1	0	2	3	0
PCT7704	ED	977	208	0	0	0	19	189	0	137	7	10	4	1	27	3
PCT7704	MV	977	396	1	0	0	22	373	1	254	12	17	14	8	58	9
PCT7705	ED	547	123	0	0	0	7	116	0	96	5	6	0	1	7	1
PCT7705	MV	547	227	0	0	0	8	219	0	157	8	12	2	1	34	5
PCT7706	ED	821	189	0	0	1	6	182	0	126	12	6	5	0	26	7
PCT7706	MV	821	341	0	0	1	22	318	1	217	16	13	11	3	51	6
PCT7707	ED	839	200	1	0	0	12	187	0	127	13	15	9	0	23	0
PCT7707	MV	839	379	-1	0	1	34	345	0	251	16	20	12	3	34	9
PCT7708	ED	860	181	1	0	0	6	174	0	140	5	7	3	1	15	3
PCT7708	MV	860	400	-1	0	1	15	385	0	292	13	17	10	5	38	10
PCT7709	ED	383	85	1	0	0	8	76	0	50	4	9	3	2	6	2
PCT7709	MV	383	174	0	0	1	16	157	1	108	9	14	7	1	15	2
PCT7711	ED	772	162	0	0	0	13	149	0	109	5	10	8	4	7	6
PCT7711	MV	772	344	0	0	1	18	325	2	226	16	17	16	3	35	10
PCT7712	ED	524	131	0	0	0	6	125	0	87	4	15	6	2	8	3
PCT7712	MV	524	230	-1	0	0	13	218	1	146	11	21	9	10	14	6
PCT7801	ED	970	230	1	0	0	13	216	0	142	17	30	12	0	9	6
PCT7801	MV	970	424	-2	0	0	21	405	0	294	28	36	13	1	28	5
PCT7802	ED	762	205	-1	0	0	11	195	1	144	9	20	12	1	6	2
PCT7802	MV	762	313	2	0	0	20	291	0	219	19	18	15	4	12	4
PCT7803	ED	823	143	0	0	0	3	140	0	104	4	19	2	1	7	3
PCT7803	MV	823	412	-1	0	1	18	394	0	314	17	19	11	2	25	6
PCT7804	ED	891	236	0	0	0	7	229	0	169	20	16	10	2	10	2
PCT7804	MV	891	394	0	0	0	15	379	0	303	23	24	5	1	15	8
PCT7805	ED	785	176	1	0	0	11	164	1	126	6	20	8	0	0	3
PCT7805	MV	785	348	-1	0	2	16	331	0	257	19	25	11	2	11	6
PCT7806	ED	699	163	0	0	0	16	147	0	101	5	26	5	1	3	6
PCT7806	MV	699	283	3	0	1	17	262	0	190	19	21	17	0	14	1
PCT7807	ED	796	228	2	0	0	12	214	0	154	13	31	10	2	3	1
PCT7807	MV	796	273	0	0	1	17	255	3	191	17	20	11	2	6	5
PCT7808	ED	655	178	0	0	0	9	169	0	132	9	15	9	0	1	3
PCT7808	MV	655	243	0	0	0	13	230	0	167	10	36	10	0	6	1
PCT7809	ED	742	160	-1	0	2	10	149	0	111	2	17	13	1	1	4
PCT7809	MV	742	267	0	0	0	18	249	0	185	16	32	9	2	3	2
PCT7811	ED	726	186	-1	0	0	11	176	0	112	16	29	13	1	5	0
PCT7811	MV	726	243	1	0	0	14	228	1	158	15	22	20	2	7	3
PCT7812	ED	843	207	0	0	0	19	188	0	125	10	28	10	3	6	6
PCT7812	MV	843	292	-2	0	1	19	274	1	210	11	22	13	4	11	2
PCT7813	ED	988	251	-1	0	0	20	232	1	159	8	39	17	0	3	5
PCT7813	MV	988	362	1	0	1	20	340	0	253	23	32	8	4	11	9
PCT7814	ED	892	173	-1	0	2	17	155	0	93	9	32	8	0	9	4
PCT7814	MV	892	223	1	0	1	12	209	0	146	10	23	14	2	8	6
PCT7815	ED	914	178	-1	0	0	12	167	0	127	9	13	4	0	8	6
PCT7815	MV	914	407	0	0	1	22	384	0	304	18	22	21	0	10	9
PCT7816	ED	858	202	1	0	0	7	194	0	139	14	20	7	4	6	4
PCT7816	MV	858	390	0	0	0	15	375	2	319	14	18	9	0	9	4
PCT7817	ED	795	215	-1	0	0	14	202	0	144	8	28	10	2	3	7
PCT7817	MV	795	309	2	0	1	16	290	0	221	13	25	20	1	7	3
PCT7818	ED	823	172	0	0	0	10	162	0	113	16	19	6	3	1	4
PCT7818	MV	823	335	0	0	0	27	308	0	233	16	29	16	4	7	3
PCT7819	ED	760	169	0	0	0	11	158	0	104	7	23	13	3	4	4
PCT7819	MV	760	297	1	0	0	26	270	1	192	19	19	15	4	14	6
PCT7821	ED	947	229	0	0	0	15	214	0	169	6	16	13	3	5	2
PCT7821	MV	947	439	0	0	0	29	410	0	302	20	35	22	4	22	5
PCT7822	ED	927	244	0	0	0	12	232	0	172	13	25	10	2	6	4
PCT7822	MV	927	343	1	0	1	20	321	0	245	11	21	24	4	12	4
PCT7823	ED	857	237	0	0	0	12	225	1	176	5	20	14	2	1	6
PCT7823	MV	857	347	1	0	0	13	333	0	266	21	20	10	1	10	5
PCT7824	ED	756	170	0	0	0	12	158	0	108	11	21	9	0	4	5
PCT7824	MV	756	274	3	0	0	17	254	0	199	11	18	11	0	8	7
PCT7825	ED	580	160	-1	0	1	11	149	0	106	16	17	4	1	4	1
PCT7825	MV	580	215	0	0	0	11	204	0	148	10	23	13	1	9	0
PCT7826	ED	665	214	0	0	0	14	200	0	136	18	24	12	2	4	4
PCT7826	MV	665	194	-2	0	0	14	182	0	112	11	28	15	1	10	5
PCT7827	ED	828	199	0	0	0	16	183	0	107	7	39	18	3	3	6
PCT7827	MV	828	252	0	0	1	16	235	0	135	12	40	23	2	16	7
PCT7828	ED	976	205	2	0	0	13	190	0	143	14	14	6	3	6	4
PCT7828	MV	976	397	-1	0	0	28	370	0	281	28	28	14	0	15	4
PCT7829	ED	882	199	0	0	0	9	190	0	140	3	16	9	3	11	8
PCT7829	MV	882	391	-1	0	0	20	372	0	310	15	14	8	2	19	4
PCT7831	ED	828	202	1	0	0	11	190	0	152	8	16	6	2	6	0
PCT7831	MV	828	369	1	0	1	23	344	0	291	12	16	9	0	13	3
PCT7832	ED	781	162	-1	0	0	17	146	2	112	6	14	5	0	6	1
PCT7832	MV	781	343	-1	0	0	21	323	1	240	16	26	13	0	13	14
PCT7833	ED	745	182	-1	0	0	10	173	0	113	7	28	15	1	4	5
PCT7833	MV	745	271	0	0	0	20	251	0	184	9	32	15	2	8	1
PCT7834	ED	836	225	-1	0	0	22	204	1	128	16	38	11	1	5	4
PCT7834	MV	836	288	-1	0	1	12	276	0	184	9	47	28	1	3	4
PCT7835	ED	808	175	0	0	0	8	167	2	123	18	6	7	2	8	1
PCT7835	MV	808	338	-1	0	0	13	326	0	252	19	8	10	1	30	6
PCT7836	ED	979	199	0	0	0	10	189	0	142	8	15	11	3	5	5
PCT7836	MV	979	421	0	0	0	20	401	1	299	22	27	20	3	26	3
PCT7837	ED	883	237	1	0	0	11	225	0	177	10	13	9	0	10	6
PCT7837	MV	883	339	0	0	0	21	318	0	265	13	13	5	2	14	6
PCT7838	ED	891	210	0	0	0	21	189	0	148	13	10	8	1	7	2
PCT7838	MV	891	413	1	0	0	25	387	1	307	19	25	12	4	13	6
PCT7839	ED	830	172	-2	0	0	11	163	1	123	7	10	15	0	6	1
PCT7839	MV	830	389	1	0	0	16	372	0	286	16	20	19	3	22	6
PCT7841	ED	898	240	0	0	0	15	225	1	160	15	23	16	2	3	5
PCT7841	MV	898	353	0	0	0	23	330	1	249	8	38	13	1	12	8
PCT7842	ED	873	214	0	0	0	11	203	0	146	9	20	18	2	4	4
PCT7842	MV	873	308	2	0	0	19	287	2	199	12	31	18	1	16	8
PCT7843	ED	751	182	-1	0	0	6	177	1	119	16	27	7	0	3	4
PCT7843	MV	751	267	0	0	1	19	247	0	169	10	32	18	1	11	6
PCT7844	ED	635	160	1	0	0	8	151	1	89	15	32	7	1	5	1
PCT7844	MV	635	245	-1	0	0	24	222	0	142	13	32	18	3	7	7
PCT7845	ED	803	202	-1	0	0	23	180	0	131	17	11	9	2	8	2
PCT7845	MV	803	314	-1	0	0	16	299	0	255	5	17	9	0	9	4
PCT7846	ED	871	221	-1	0	1	18	203	0	142	7	15	14	2	18	5
PCT7846	MV	871	330	3	0	0	20	307	0	237	11	20	10	5	20	4
PCT7847	ED	878	207	0	0	0	11	196	0	136	10	24	7	1	12	6
PCT7847	MV	878	358	-2	0	0	22	338	1	256	21	33	6	3	15	3
PCT7848	ED	838	209	-2	0	0	17	194	1	152	11	12	6	0	10	2
PCT7848	MV	838	346	-2	0	1	22	325	1	258	12	18	14	4	12	6
PCT7849	ED	904	237	-1	0	0	17	221	0	158	10	20	19	1	10	3
PCT7849	MV	904	353	0	0	0	22	331	1	242	13	29	21	1	16	8
PCT7851	ED	493	118	0	0	0	6	112	2	79	5	7	3	1	13	2
PCT7851	MV	493	204	0	0	0	14	190	0	152	9	4	3	1	15	6
PCT7852	ED	634	104	0	0	0	4	100	0	72	5	6	2	1	10	4
PCT7852	MV	634	303	0	0	0	10	293	0	219	16	14	8	3	29	4
PCT7853	ED	837	180	0	0	0	13	167	0	127	8	14	6	4	7	1
PCT7853	MV	837	333	0	0	1	15	317	0	252	27	13	6	1	13	5
PCT7854	ED	874	216	0	0	0	11	205	0	149	7	22	13	3	8	3
PCT7854	MV	874	346	0	0	1	17	328	1	249	18	24	13	0	18	5
PCT7855	ED	949	259	0	0	0	18	241	0	168	24	23	15	2	3	6
PCT7855	MV	949	359	-2	0	0	30	331	0	233	19	26	17	4	25	7
PCT7856	ED	790	204	1	0	0	12	191	0	133	10	17	17	2	6	6
PCT7856	MV	790	312	-1	0	0	15	298	1	227	16	21	20	1	11	1
PCT7857	ED	913	226	0	0	1	16	209	1	132	11	36	15	4	7	3
PCT7857	MV	913	350	0	0	0	19	331	0	219	17	43	21	1	24	6
PCT7858	ED	743	192	0	0	0	15	177	0	116	8	34	10	3	2	4
PCT7858	MV	743	252	1	0	1	13	237	0	141	15	50	20	0	8	3
PCT7859	ED	879	219	0	0	0	11	208	1	171	9	12	7	0	7	1
PCT7859	MV	879	352	0	0	0	22	330	0	253	17	18	8	4	26	4
PCT7861	ED	835	184	0	0	0	12	172	2	121	7	22	9	3	6	2
PCT7861	MV	835	367	0	0	0	19	348	1	259	14	26	15	1	30	2
PCT7862	ED	850	237	0	0	0	16	221	0	151	14	31	7	2	11	5
PCT7862	MV	850	323	-1	0	0	16	308	0	225	12	28	17	1	17	8
PCT7863	ED	870	237	0	0	0	12	225	1	159	11	20	16	0	11	7
PCT7863	MV	870	302	0	0	0	20	282	0	190	21	32	19	1	15	4
PCT7864	ED	773	188	0	0	0	10	178	0	113	19	21	10	0	9	6
PCT7864	MV	773	284	-2	0	0	12	274	0	189	20	25	19	2	15	4
PCT7865	ED	808	178	0	0	0	13	165	0	103	12	19	14	3	10	4
PCT7865	MV	808	310	0	0	0	17	293	0	221	18	16	17	1	20	0
PCT7866	ED	816	184	0	0	1	12	171	0	126	8	5	8	5	15	4
PCT7866	MV	816	389	0	0	2	23	364	1	255	20	16	12	6	52	2
PCT7867	ED	932	209	0	0	0	24	185	1	146	6	7	5	2	14	4
PCT7867	MV	932	385	3	0	0	26	356	1	275	17	22	15	2	19	5
PCT7868	ED	860	218	0	0	0	11	207	1	158	12	18	4	0	11	3
PCT7868	MV	860	324	1	0	1	13	309	0	248	12	19	7	3	17	3
PCT7869	ED	842	219	1	0	0	9	209	0	153	6	19	13	2	12	4
PCT7869	MV	842	376	-1	0	1	18	358	0	277	14	19	18	6	18	6
PCT7871	ED	882	240	-3	0	2	16	225	0	167	12	22	7	3	12	2
PCT7871	MV	882	364	1	0	0	21	342	1	264	15	19	15	5	13	10
PCT7872	ED	864	242	0	0	0	19	223	0	175	10	15	11	2	7	3
PCT7872	MV	864	369	0	0	1	21	347	0	271	13	20	21	3	15	4
PCT7873	ED	841	231	0	0	0	12	219	0	171	11	19	4	2	5	7
PCT7873	MV	841	387	0	0	0	18	369	1	293	12	25	11	3	19	5
PCT7874	ED	453	85	0	0	0	5	80	0	59	2	7	4	2	5	1
PCT7874	MV	453	174	1	0	0	12	161	1	126	8	14	9	0	3	0
PCT7875	ED	615	127	0	0	0	10	117	0	73	10	15	10	0	8	1
PCT7875	MV	615	203	-2	0	1	15	189	1	122	8	22	9	2	16	9
PCT7876	ED	491	101	0	0	0	6	95	0	65	8	12	4	1	3	2
PCT7876	MV	491	148	-1	0	0	14	135	0	105	15	6	7	0	2	0
PCT7901	ED	466	87	-1	0	0	6	82	0	59	6	8	4	0	3	2
PCT7901	MV	466	133	0	0	0	10	123	0	88	10	15	3	1	3	3
PCT7902	ED	921	188	0	0	0	11	177	0	93	14	46	12	0	10	2
PCT7902	MV	921	259	0	0	1	19	239	1	143	13	48	18	2	12	2
PCT7903	ED	819	144	0	0	1	12	131	0	83	6	12	17	0	8	5
PCT7903	MV	819	244	0	0	0	17	227	0	138	13	34	19	5	15	3
PCT7904	ED	846	137	0	0	0	6	131	0	70	9	27	15	1	8	1
PCT7904	MV	846	248	-1	0	0	15	234	0	149	8	30	19	2	23	3
PCT7905	ED	821	199	1	0	0	13	185	0	117	8	34	13	5	6	2
PCT7905	MV	821	275	3	0	1	10	261	0	178	22	40	5	2	9	5
PCT7906	ED	769	164	1	0	0	15	148	0	89	7	34	13	1	1	3
PCT7906	MV	769	214	-1	0	0	8	207	0	131	12	39	15	1	5	4
PCT7907	ED	926	201	2	0	0	11	188	0	103	11	51	17	2	2	2
PCT7907	MV	926	286	1	0	0	15	270	0	168	12	49	23	2	9	7
PCT7908	ED	936	191	0	0	0	18	173	0	108	5	35	11	1	9	4
PCT7908	MV	936	267	0	0	1	25	241	0	139	19	39	18	4	17	5
PCT7909	ED	726	190	0	0	0	12	178	0	92	16	42	18	1	4	5
PCT7909	MV	726	221	0	0	1	12	208	0	129	9	33	25	2	3	7
PCT7911	ED	849	192	0	0	0	17	175	1	119	8	21	15	1	7	3
PCT7911	MV	849	250	1	0	0	17	232	1	152	13	41	10	1	11	3
PCT7912	ED	1036	215	2	0	0	20	193	0	101	16	48	16	3	3	6
PCT7912	MV	1036	314	4	0	0	22	288	1	188	16	45	26	1	5	6
PCT7913	ED	887	240	0	0	0	18	222	0	137	9	46	18	3	5	4
PCT7913	MV	887	244	-1	0	1	14	230	1	126	9	50	22	5	12	5
PCT7914	ED	833	208	0	0	1	17	190	0	123	7	36	12	4	5	3
PCT7914	MV	833	253	1	0	4	10	238	1	151	12	38	22	1	9	4
PCT7915	ED	802	213	0	0	1	13	199	1	121	5	36	23	3	6	4
PCT7915	MV	802	222	1	0	2	16	203	0	128	9	41	11	5	5	4
PCT7916	ED	887	215	0	0	0	14	201	0	119	16	29	25	0	6	6
PCT7916	MV	887	289	0	0	1	14	274	0	180	10	38	22	3	13	8
PCT7917	ED	983	254	-1	0	0	22	233	0	134	17	40	25	2	7	8
PCT7917	MV	983	287	0	0	3	14	270	0	167	11	48	28	5	7	4
PCT7918	ED	790	191	0	0	0	16	175	1	88	12	42	23	0	4	5
PCT7918	MV	790	234	-1	0	1	9	225	0	149	9	43	15	0	6	3
PCT7919	ED	857	217	0	0	2	17	198	0	124	8	34	23	1	3	5
PCT7919	MV	857	241	0	0	0	9	232	0	140	13	39	23	2	11	4
PCT7921	ED	883	151	-1	0	0	11	141	1	89	6	21	11	0	2	11
PCT7921	MV	883	210	0	0	0	13	197	0	127	5	27	13	3	19	3
PCT7922	ED	797	182	1	0	0	11	170	0	83	9	57	14	1	4	2
PCT7922	MV	797	241	1	0	0	13	227	0	156	15	22	20	1	11	2
PCT7923	ED	863	202	0	0	0	15	187	1	120	7	35	13	2	3	6
PCT7923	MV	863	241	0	0	3	18	220	0	133	13	32	17	2	13	10
PCT7924	ED	806	172	1	0	1	13	157	0	90	8	35	15	1	3	5
PCT7924	MV	806	247	0	0	0	9	238	0	153	12	34	19	0	14	6
PCT7925	ED	570	114	0	0	1	4	109	0	68	6	25	8	0	1	1
PCT7925	MV	570	191	0	0	0	14	177	0	113	6	37	11	1	5	4
PCT7926	ED	768	177	0	0	0	6	171	0	110	4	28	23	0	2	4
PCT7926	MV	768	296	0	0	0	24	272	1	172	20	30	22	2	19	6
PCT7927	ED	733	187	0	0	0	10	177	0	111	7	41	11	0	4	3
PCT7927	MV	733	289	-1	0	0	16	274	0	189	16	40	19	0	6	4
PCT7928	ED	899	253	-1	0	0	11	243	0	163	15	34	13	1	10	7
PCT7928	MV	899	297	2	0	0	13	282	0	194	13	41	19	1	7	7
PCT7929	ED	840	200	-1	0	0	14	187	0	133	10	27	11	0	3	3
PCT7929	MV	840	367	2	0	1	21	343	0	247	14	51	16	4	7	4
PCT7931	ED	732	189	0	0	0	18	171	0	130	10	17	4	1	5	4
PCT7931	MV	732	317	-1	0	0	21	297	0	233	12	21	15	2	8	6
PCT7932	ED	551	112	0	0	0	5	107	0	66	10	16	6	0	5	4
PCT7932	MV	551	225	0	0	0	16	209	0	145	13	21	9	3	10	8
PCT7933	MV	8	4	0	0	0	0	4	0	4	0	0	0	0	0	0
PCT7934	ED	885	195	-4	0	0	22	177	0	113	11	35	10	0	6	2
PCT7934	MV	885	328	2	0	0	16	310	1	220	16	42	18	4	8	1
PCT7935	ED	938	283	0	0	0	25	258	1	169	10	40	20	1	6	11
PCT7935	MV	938	370	2	0	0	25	343	0	243	19	31	18	0	17	15
PCT7936	ED	832	246	-1	0	0	15	232	0	156	8	40	15	0	6	7
PCT7936	MV	832	326	1	0	0	19	306	0	217	14	26	22	2	9	16
PCT7937	ED	874	223	0	0	0	22	201	0	148	5	27	12	1	4	4
PCT7937	MV	874	309	0	0	0	10	299	0	226	16	23	12	6	13	3
PCT7938	ED	774	162	0	0	0	18	144	1	100	7	16	14	1	3	2
PCT7938	MV	774	247	0	0	0	16	231	0	141	12	36	29	2	8	3
PCT7939	ED	667	186	2	0	0	7	177	0	129	8	18	17	2	2	1
PCT7939	MV	667	230	1	0	1	13	215	0	146	6	29	14	1	15	4
PCT7941	ED	728	167	1	0	0	9	157	2	114	9	20	4	1	5	2
PCT7941	MV	728	236	1	0	0	25	210	0	152	10	24	11	3	6	4
PCT7942	ED	893	166	1	0	0	11	154	0	108	6	20	5	3	10	2
PCT7942	MV	893	286	-1	0	0	22	265	1	205	13	16	11	3	12	4
PCT7943	ED	887	192	0	0	0	12	180	0	127	8	15	12	2	13	3
PCT7943	MV	887	319	2	0	0	16	301	0	210	17	17	15	4	30	8
PCT7944	ED	769	201	-1	0	0	9	193	0	141	6	34	7	0	1	4
PCT7944	MV	769	235	0	0	1	12	222	0	154	10	30	12	1	12	3
PCT7945	ED	897	118	0	0	0	11	107	0	81	6	10	3	1	4	2
PCT7945	MV	897	294	3	0	0	16	275	0	187	13	29	27	1	14	4
PCT7946	ED	909	134	1	0	1	11	121	0	85	8	12	5	2	7	2
PCT7946	MV	909	348	3	0	1	28	316	3	216	10	7	16	6	53	5
PCT7947	ED	894	128	-1	0	0	17	112	1	83	8	4	5	1	7	3
PCT7947	MV	894	327	-1	0	0	37	291	0	200	16	13	9	8	38	7
PCT7948	ED	900	165	0	0	0	12	153	1	100	10	19	6	2	10	5
PCT7948	MV	900	313	-2	0	2	23	290	0	203	8	18	7	3	44	7
PCT7949	ED	552	78	3	0	0	9	66	0	37	3	6	4	2	14	0
PCT7949	MV	552	224	0	0	0	23	201	0	142	1	6	8	6	34	4
PCT7951	ED	830	97	0	0	0	10	87	0	61	2	8	6	0	10	0
PCT7951	MV	830	341	0	0	0	40	301	1	183	13	15	13	3	67	6
PCT7952	ED	823	100	0	0	0	16	84	0	54	8	2	1	3	14	2
PCT7952	MV	823	288	-1	0	1	25	263	1	173	12	15	26	5	27	4
PCT7953	ED	795	103	-2	0	0	6	99	0	72	7	10	2	1	6	1
PCT7953	MV	795	294	0	0	0	19	275	1	174	14	7	16	6	53	4
