area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	150:NANCY PELOSI	151:STEPHEN JAFFE	152:SHAHID BUTTAR	153:RYAN A. KHOJASTEH	154:MICHAEL GOLDSTEIN	155:LISA REMMER	156:BARRY HERMANSON
PCT7955	ED	854	116	0	0	0	7	109	0	72	6	14	4	1	9	3
PCT7955	MV	854	320	0	0	1	31	288	0	190	15	10	8	3	53	9
PCT7956	ED	779	101	0	0	0	18	83	0	55	2	5	4	1	14	2
PCT7956	MV	779	247	3	0	0	15	229	0	143	15	11	7	6	45	2
PCT7957	ED	623	97	1	0	0	7	89	1	73	2	6	1	0	4	2
PCT7957	MV	623	217	0	0	1	14	202	0	150	7	12	3	4	21	5
PCT7958	MV	263	104	0	0	2	11	91	0	58	5	4	4	4	15	1
PCT7959	ED	695	110	0	0	0	9	101	0	62	12	11	6	0	3	7
PCT7959	MV	695	190	0	0	1	16	173	1	123	15	19	5	1	3	6
PCT9101	ED	833	190	0	0	0	17	173	0	104	13	17	9	8	17	5
PCT9101	MV	833	323	0	0	0	29	294	0	188	20	14	8	8	49	7
PCT9102	ED	950	182	-1	0	0	13	170	0	97	10	14	7	3	30	9
PCT9102	MV	950	335	4	0	0	15	316	0	213	14	15	12	8	49	5
PCT9103	ED	924	174	0	0	0	12	162	2	108	9	8	10	7	14	4
PCT9103	MV	924	302	0	0	0	30	272	3	177	15	13	8	10	43	3
PCT9104	ED	937	176	0	0	1	25	150	1	80	11	15	16	2	21	4
PCT9104	MV	937	332	0	0	0	30	302	0	190	23	27	9	5	41	7
PCT9105	ED	888	191	1	0	0	21	169	1	111	13	11	7	4	15	7
PCT9105	MV	888	339	-1	0	1	22	317	1	196	23	32	17	4	41	3
PCT9106	ED	907	213	1	0	0	17	195	0	130	14	13	7	3	23	5
PCT9106	MV	907	334	4	0	1	25	304	1	199	20	17	17	4	42	4
PCT9107	ED	806	164	0	0	0	17	147	0	98	12	13	6	2	13	3
PCT9107	MV	806	246	1	0	0	25	220	0	114	19	24	19	10	28	6
PCT9108	ED	761	185	-1	0	0	8	178	1	110	13	28	5	1	17	3
PCT9108	MV	761	220	-1	0	0	18	203	0	150	12	11	6	2	19	3
PCT9109	ED	848	205	-1	0	0	25	181	0	103	16	23	9	2	21	7
PCT9109	MV	848	285	4	0	0	32	249	0	188	11	18	7	3	20	2
PCT9111	ED	756	150	0	0	0	13	137	0	87	10	17	5	1	16	1
PCT9111	MV	756	226	-1	0	1	14	212	0	121	9	28	14	5	31	4
PCT9112	ED	918	211	0	0	0	19	192	0	117	13	24	10	4	16	8
PCT9112	MV	918	295	0	0	1	26	268	0	176	18	28	9	4	21	12
PCT9113	ED	959	231	0	0	0	18	213	1	125	17	17	17	7	22	7
PCT9113	MV	959	351	1	0	1	25	324	0	232	14	23	11	3	36	5
PCT9114	ED	820	170	0	0	2	17	151	0	97	16	11	12	2	10	3
PCT9114	MV	820	273	1	0	2	31	239	0	150	12	22	19	3	29	4
PCT9115	ED	873	172	0	0	0	9	163	0	95	14	21	10	1	14	8
PCT9115	MV	873	287	2	0	1	28	256	1	153	15	33	19	2	27	6
PCT9116	ED	903	193	2	0	0	19	172	2	91	22	23	13	5	11	5
PCT9116	MV	903	314	4	0	1	24	285	1	177	13	34	14	1	37	8
PCT9117	ED	756	180	2	0	0	13	165	1	108	11	11	8	3	16	7
PCT9117	MV	756	285	1	0	1	28	255	0	190	9	8	5	8	26	9
PCT9118	ED	923	184	0	0	0	20	164	0	97	11	21	10	4	14	7
PCT9118	MV	923	268	0	0	1	29	238	1	145	15	16	14	3	38	6
PCT9119	ED	856	152	-2	0	0	19	135	0	78	20	15	3	2	11	6
PCT9119	MV	856	323	0	0	1	32	290	1	183	16	18	14	12	39	7
PCT9121	ED	890	188	0	0	0	21	167	1	97	11	22	6	1	23	6
PCT9121	MV	890	274	0	0	0	24	250	0	168	18	11	13	2	34	4
PCT9122	ED	913	131	0	0	0	14	117	0	81	8	12	3	0	12	1
PCT9122	MV	913	292	1	0	0	27	264	0	159	15	21	18	5	44	2
PCT9123	ED	829	175	0	0	0	12	163	0	96	18	16	10	1	20	2
PCT9123	MV	829	270	1	0	0	13	256	1	141	19	24	18	6	42	5
PCT9124	ED	832	150	0	0	2	15	133	0	78	13	15	5	3	17	2
PCT9124	MV	832	290	1	0	1	31	257	0	160	16	16	15	2	41	7
PCT9125	ED	822	159	1	0	1	16	141	0	93	8	15	5	4	9	7
PCT9125	MV	822	299	-3	0	0	24	278	0	186	26	14	12	4	31	5
PCT9126	ED	945	186	0	0	1	21	164	1	99	10	17	13	3	16	5
PCT9126	MV	945	350	0	0	1	35	314	1	182	13	33	11	8	57	9
PCT9127	ED	908	209	0	0	0	19	190	0	134	9	13	9	2	18	5
PCT9127	MV	908	315	-1	0	0	23	293	0	189	20	21	20	2	36	5
PCT9128	ED	805	188	0	0	0	17	171	0	107	13	12	12	2	20	5
PCT9128	MV	805	296	0	0	0	21	275	2	177	15	8	11	9	46	7
PCT9129	ED	713	173	0	0	0	15	158	0	101	16	15	10	1	10	5
PCT9129	MV	713	225	3	0	1	21	200	1	144	10	10	6	4	20	5
PCT9131	ED	740	151	0	0	0	8	143	1	81	17	22	7	2	11	2
PCT9131	MV	740	274	2	0	1	19	252	0	156	14	20	16	4	37	5
PCT9132	ED	827	167	0	0	0	18	149	2	88	11	26	10	1	6	5
PCT9132	MV	827	251	0	0	2	26	223	1	136	19	21	20	4	18	4
PCT9133	ED	1007	188	0	0	0	15	173	0	130	10	17	9	1	4	2
PCT9133	MV	1007	388	1	0	1	35	351	0	231	22	35	18	7	29	9
PCT9134	ED	893	132	0	0	0	10	122	1	72	10	17	11	3	7	1
PCT9134	MV	893	297	3	0	0	24	270	0	174	18	33	10	5	26	4
PCT9135	ED	778	149	0	0	0	13	136	1	74	7	11	6	3	23	11
PCT9135	MV	778	269	1	0	1	14	253	1	158	19	10	9	19	34	3
PCT9136	ED	894	191	0	0	0	14	177	0	108	17	22	11	1	13	5
PCT9136	MV	894	289	4	0	2	25	258	0	177	12	25	7	2	27	8
PCT9137	ED	946	201	0	0	0	14	187	1	94	14	21	14	6	30	7
PCT9137	MV	946	323	3	0	3	35	282	2	184	11	26	12	6	34	7
PCT9138	ED	892	155	-1	0	0	19	137	0	90	6	15	5	3	17	1
PCT9138	MV	892	323	-2	0	0	20	305	0	208	16	13	16	7	41	4
PCT9139	ED	912	163	-1	0	1	16	147	0	82	12	10	10	4	26	3
PCT9139	MV	912	356	1	0	0	31	324	1	192	18	14	9	10	70	10
PCT9141	ED	904	168	2	0	0	12	154	0	98	11	19	6	1	15	4
PCT9141	MV	904	328	-1	0	0	17	312	1	198	18	24	16	9	39	7
PCT9142	ED	921	219	1	0	0	18	200	2	125	24	21	8	5	12	3
PCT9142	MV	921	288	-1	0	0	28	261	0	183	20	16	12	5	19	6
PCT9143	ED	887	196	0	0	0	21	175	0	116	9	24	7	1	13	5
PCT9143	MV	887	315	3	0	0	24	288	0	158	14	24	24	6	52	10
PCT9144	ED	931	221	1	0	0	21	199	0	113	12	29	13	6	22	4
PCT9144	MV	931	322	-2	0	0	35	289	0	182	14	21	13	7	41	11
PCT9145	ED	837	197	0	0	1	18	178	1	105	13	21	8	2	20	8
PCT9145	MV	837	282	0	0	1	16	265	1	180	12	24	8	5	31	4
PCT9146	ED	866	206	0	0	0	17	189	2	118	9	31	11	3	11	4
PCT9146	MV	866	297	-1	0	1	23	274	0	173	13	36	16	5	27	4
PCT9147	ED	920	227	1	0	0	19	207	0	126	14	30	16	7	12	2
PCT9147	MV	920	318	-2	0	2	38	280	0	180	10	25	32	1	26	6
PCT9148	ED	946	226	0	0	0	18	208	1	122	28	21	11	4	12	9
PCT9148	MV	946	322	3	0	0	19	300	0	200	20	22	21	3	26	8
PCT9149	ED	884	196	0	0	0	17	179	0	101	11	29	13	7	15	3
PCT9149	MV	884	296	-1	0	0	23	274	0	171	19	30	19	1	28	6
PCT9151	ED	806	152	-1	0	0	8	145	0	101	11	14	4	1	12	2
PCT9151	MV	806	267	-1	0	0	21	247	0	178	8	14	7	8	25	7
PCT9152	ED	712	67	1	0	0	5	61	0	34	4	10	5	3	3	2
PCT9152	MV	712	138	1	0	1	7	129	0	76	2	12	8	2	23	6
PCT9201	ED	953	201	0	0	0	13	188	0	124	14	23	8	2	16	1
PCT9201	MV	953	229	2	0	0	18	209	0	131	19	17	10	6	18	8
PCT9202	ED	908	184	-1	0	0	13	172	1	123	15	12	5	2	12	2
PCT9202	MV	908	218	0	0	0	15	203	1	140	9	19	11	3	17	3
PCT9203	ED	968	145	0	0	0	24	121	0	72	12	3	2	2	28	2
PCT9203	MV	968	300	4	0	0	21	275	0	168	22	5	9	5	64	2
PCT9204	ED	809	147	0	0	0	18	129	0	81	4	7	4	4	27	2
PCT9204	MV	809	223	-3	0	0	17	209	1	115	17	3	3	6	59	5
PCT9205	ED	694	113	0	0	0	9	104	0	76	5	6	1	2	11	3
PCT9205	MV	694	201	2	0	0	14	185	2	130	13	7	3	3	24	3
PCT9206	ED	887	135	-1	0	0	8	128	0	77	8	5	1	3	31	3
PCT9206	MV	887	294	0	0	0	20	274	0	153	20	7	6	7	77	4
PCT9207	ED	913	148	0	0	0	14	134	0	85	8	4	1	2	33	1
PCT9207	MV	913	249	1	0	0	25	223	0	141	16	5	5	1	48	7
PCT9208	ED	936	147	0	0	0	13	134	1	84	10	5	2	4	25	3
PCT9208	MV	936	240	-1	0	1	25	215	0	147	15	6	3	5	37	2
PCT9209	ED	675	121	-1	0	0	8	114	0	75	8	5	2	2	20	2
PCT9209	MV	675	188	0	0	0	12	176	1	118	9	4	1	2	41	0
PCT9211	ED	834	130	0	0	0	12	118	0	80	7	8	1	1	16	5
PCT9211	MV	834	212	1	0	0	21	190	0	118	12	9	4	2	41	4
PCT9212	ED	764	121	0	0	1	14	106	0	62	17	9	2	3	12	1
PCT9212	MV	764	205	3	0	1	22	179	1	117	9	9	6	0	36	1
PCT9213	ED	890	140	0	0	0	9	131	0	89	12	13	2	1	12	2
PCT9213	MV	890	260	2	0	0	23	235	0	153	14	16	5	6	38	3
PCT9214	ED	581	92	0	0	0	15	77	0	57	2	3	0	0	15	0
PCT9214	MV	581	203	2	0	0	21	180	0	121	7	4	3	5	36	4
PCT9215	ED	626	130	0	0	0	15	115	0	68	6	7	3	1	29	1
PCT9215	MV	626	170	-1	0	0	13	158	0	112	8	3	3	5	27	0
PCT9216	ED	798	134	-1	0	0	11	124	0	87	7	6	3	3	16	2
PCT9216	MV	798	206	0	0	0	23	183	2	125	13	5	2	0	35	1
PCT9217	ED	684	123	0	0	0	15	108	0	71	6	4	2	1	21	3
PCT9217	MV	684	187	3	0	0	21	163	0	108	9	4	2	5	33	2
PCT9218	ED	797	119	0	0	0	12	107	0	74	7	4	4	3	15	0
PCT9218	MV	797	225	2	0	0	23	200	0	128	13	8	9	2	38	2
PCT9219	ED	733	146	0	0	1	14	131	0	89	9	7	3	3	17	3
PCT9219	MV	733	187	0	0	0	14	173	0	127	5	12	1	3	20	5
PCT9221	ED	641	121	0	0	0	17	104	0	72	7	0	3	6	14	2
PCT9221	MV	641	278	1	0	1	18	258	1	164	14	8	2	5	63	1
PCT9222	ED	842	139	-1	0	0	12	128	1	90	10	6	2	2	14	3
PCT9222	MV	842	268	3	0	0	22	243	0	173	9	2	5	3	50	1
PCT9223	ED	606	88	1	0	0	9	78	0	58	1	2	1	3	12	1
PCT9223	MV	606	202	1	0	1	18	182	0	120	13	6	6	3	33	1
PCT9224	ED	912	171	6	0	0	13	152	0	94	10	5	3	5	31	4
PCT9224	MV	912	308	7	0	1	22	278	0	181	9	11	5	3	66	3
PCT9225	ED	898	161	0	0	0	11	150	0	93	9	10	10	6	20	2
PCT9225	MV	898	243	0	0	0	28	215	0	135	12	17	6	6	38	1
PCT9226	ED	905	143	-1	0	0	16	128	0	77	12	9	4	2	24	0
PCT9226	MV	905	312	0	0	1	38	273	2	182	17	10	6	5	45	6
PCT9227	ED	729	140	0	0	0	12	128	1	85	11	2	4	4	20	1
PCT9227	MV	729	304	-1	0	0	20	285	1	202	2	6	6	8	55	5
PCT9228	ED	726	175	3	0	0	16	156	0	108	5	7	5	1	27	3
PCT9228	MV	726	277	4	0	0	22	251	0	170	15	4	0	0	59	3
PCT9229	ED	596	130	-1	0	0	13	118	0	86	7	5	4	3	13	0
PCT9229	MV	596	219	-1	0	0	22	198	0	149	7	5	6	2	27	2
PCT9231	ED	919	221	-2	0	1	23	199	0	151	7	14	10	1	14	2
PCT9231	MV	919	294	-2	0	0	20	276	0	205	17	14	6	3	25	6
PCT9232	ED	701	151	0	0	0	14	137	0	93	8	8	7	4	15	2
PCT9232	MV	701	274	1	0	1	23	249	0	177	11	7	4	10	35	5
PCT9233	ED	774	139	0	0	0	15	124	0	92	5	4	1	4	16	2
PCT9233	MV	774	308	2	0	0	34	272	0	180	17	10	3	3	56	3
PCT9234	ED	731	131	-1	0	1	12	119	0	83	5	8	3	2	14	4
PCT9234	MV	731	281	3	0	0	22	256	1	177	12	9	5	4	46	2
PCT9235	ED	842	174	1	0	1	15	157	0	108	13	3	1	4	26	2
PCT9235	MV	842	298	-1	0	0	26	273	1	182	8	6	5	9	60	2
PCT9236	ED	658	130	0	0	0	15	115	0	78	7	2	4	2	21	1
PCT9236	MV	658	207	3	0	0	11	193	1	151	6	3	4	1	22	5
PCT9237	ED	880	145	0	0	0	17	128	2	83	14	4	7	2	15	1
PCT9237	MV	880	331	-1	0	1	32	299	0	204	19	14	3	5	52	2
PCT9238	ED	792	130	0	0	0	12	118	0	81	12	3	3	0	14	5
PCT9238	MV	792	271	-1	0	0	20	252	1	157	13	9	8	6	56	2
PCT9239	ED	835	117	0	0	0	9	108	0	80	3	4	1	4	15	1
PCT9239	MV	835	318	0	0	0	18	300	0	210	11	13	5	2	57	2
PCT9241	ED	961	158	1	0	0	9	148	0	106	6	12	2	0	18	4
PCT9241	MV	961	322	2	0	0	17	303	0	215	10	11	5	4	51	7
PCT9242	ED	940	154	0	0	0	14	140	0	89	20	8	1	1	18	3
PCT9242	MV	940	300	3	0	0	16	281	0	199	23	12	3	3	37	4
PCT9243	ED	572	135	0	0	0	12	123	1	92	6	5	4	0	15	0
PCT9243	MV	572	188	1	0	0	14	173	0	122	7	10	9	1	21	3
PCT9244	ED	880	149	1	0	0	10	138	0	107	12	8	1	2	6	2
PCT9244	MV	880	269	-1	0	0	24	246	0	189	12	12	9	1	19	4
PCT9245	ED	706	128	0	0	0	11	117	1	82	7	8	3	3	12	1
PCT9245	MV	706	226	2	0	0	29	195	0	138	17	7	7	2	22	2
PCT9246	ED	910	139	0	0	0	14	125	0	84	12	6	7	0	14	2
PCT9246	MV	910	299	-1	0	1	35	264	0	177	22	11	5	1	41	7
PCT9247	ED	936	151	-1	0	0	15	137	0	84	10	12	6	6	15	4
PCT9247	MV	936	303	1	0	0	17	285	3	178	23	24	11	7	30	9
PCT9248	ED	898	181	0	0	1	20	160	0	110	18	9	6	3	11	3
PCT9248	MV	898	282	6	0	0	30	246	0	178	12	15	4	2	30	5
PCT9249	ED	910	187	1	0	0	17	169	0	114	12	12	5	4	18	4
PCT9249	MV	910	314	3	0	3	32	276	3	209	10	10	5	1	37	1
PCT9251	ED	946	204	0	0	0	15	189	0	139	7	12	7	1	20	3
PCT9251	MV	946	342	-1	0	0	30	313	0	216	14	19	12	5	39	8
PCT9252	ED	913	140	-1	0	0	7	134	2	85	8	12	6	2	14	5
PCT9252	MV	913	352	1	0	0	21	330	2	219	19	20	15	3	46	6
PCT9253	ED	751	138	4	0	0	20	114	0	77	9	7	6	1	13	1
PCT9253	MV	751	272	0	0	4	24	244	0	174	8	10	7	4	36	5
PCT9254	ED	889	168	0	0	0	12	156	0	113	16	16	1	2	8	0
PCT9254	MV	889	318	-2	0	0	18	302	0	219	17	19	11	4	27	5
PCT9255	ED	545	126	0	0	0	9	117	0	73	8	17	7	5	6	1
PCT9255	MV	545	128	1	0	1	11	115	0	76	6	8	5	6	11	3
PCT9256	ED	433	77	0	0	0	12	65	0	51	6	4	2	1	1	0
PCT9256	MV	433	103	-1	0	1	14	89	1	63	4	7	7	1	6	0
PCT9257	MV	312	150	-1	0	2	8	141	0	89	7	23	13	4	3	2
PCT9258	ED	699	127	0	0	0	14	113	0	71	14	13	3	1	8	3
PCT9258	MV	699	244	-2	0	0	17	229	1	151	14	22	9	6	21	5
PCT9401	ED	970	194	-1	0	0	20	175	1	105	21	23	9	3	8	5
PCT9401	MV	970	293	-2	0	1	26	268	2	178	11	26	14	2	22	13
PCT9402	ED	931	197	0	0	0	19	178	0	103	12	32	7	2	16	6
PCT9402	MV	931	307	1	0	1	25	280	0	186	20	23	10	0	33	8
PCT9403	ED	853	167	0	0	0	17	150	0	92	10	19	9	4	14	2
PCT9403	MV	853	286	2	0	1	22	261	1	162	18	19	12	6	41	2
PCT9404	ED	889	153	0	0	0	18	135	0	78	8	19	8	4	16	2
PCT9404	MV	889	320	3	0	0	22	295	2	170	24	26	14	3	48	8
PCT9405	ED	757	160	-1	0	0	14	147	0	86	14	13	3	4	20	7
PCT9405	MV	757	245	1	0	0	21	223	0	136	18	20	12	3	33	1
PCT9406	ED	815	179	0	0	0	16	163	0	91	15	12	6	3	32	4
PCT9406	MV	815	277	1	0	0	18	258	0	166	17	19	13	1	37	5
PCT9407	ED	861	191	1	0	1	19	170	0	101	20	10	9	3	21	6
PCT9407	MV	861	284	-1	0	1	26	258	0	146	22	22	16	5	42	5
PCT9408	ED	837	187	1	0	0	19	167	0	92	17	24	9	3	12	10
PCT9408	MV	837	246	-2	0	0	30	218	1	123	22	26	21	5	17	3
PCT9409	ED	565	140	0	0	0	7	133	0	77	17	14	11	1	9	4
PCT9409	MV	565	170	2	0	0	7	161	0	93	11	14	10	6	20	7
PCT9411	ED	936	175	-1	0	0	19	157	0	89	13	32	6	2	9	6
PCT9411	MV	936	261	1	0	1	18	241	0	150	16	25	10	5	25	10
PCT9412	ED	843	164	0	0	1	7	156	1	97	6	20	4	3	15	10
PCT9412	MV	843	285	0	0	0	42	243	1	139	12	28	12	3	42	6
PCT9413	ED	858	172	-1	0	0	18	155	0	97	13	10	7	5	20	3
PCT9413	MV	858	310	3	0	0	31	276	0	186	12	17	13	5	38	5
PCT9414	ED	862	159	1	0	0	27	131	0	78	18	7	5	2	17	4
PCT9414	MV	862	307	1	0	0	27	279	1	183	8	17	15	7	44	4
PCT9415	ED	755	121	0	0	0	11	110	0	72	7	5	7	3	13	3
PCT9415	MV	755	284	-2	0	0	27	259	0	152	19	12	19	4	52	1
PCT9416	ED	962	198	0	0	0	19	179	0	112	21	14	13	2	15	2
PCT9416	MV	962	316	3	0	0	50	263	2	188	13	13	13	7	24	3
PCT9417	ED	714	117	-1	0	0	16	102	0	54	9	13	2	3	16	5
PCT9417	MV	714	286	8	0	0	30	248	1	146	18	11	9	4	53	6
PCT9418	ED	753	157	1	0	0	20	136	0	90	9	11	5	1	16	4
PCT9418	MV	753	269	0	0	1	26	242	1	167	8	9	9	3	39	6
PCT9419	ED	893	167	0	0	0	22	145	0	91	5	10	10	3	22	4
PCT9419	MV	893	326	1	0	0	31	294	0	174	13	14	9	9	71	4
PCT9421	ED	878	150	-1	0	0	20	131	0	75	9	13	8	4	21	1
PCT9421	MV	878	316	-1	0	0	31	286	1	174	17	14	11	9	52	8
PCT9422	ED	1010	200	-1	0	2	17	182	2	113	11	17	5	3	25	6
PCT9422	MV	1010	358	0	0	0	27	331	2	207	19	16	13	7	61	6
PCT9423	ED	853	147	0	0	1	8	138	0	86	5	18	6	3	15	5
PCT9423	MV	853	292	-1	0	1	28	264	0	171	23	24	8	2	30	6
PCT9424	ED	910	146	1	0	0	16	129	0	67	13	13	8	4	20	4
PCT9424	MV	910	331	-1	0	0	32	300	2	210	19	9	10	6	38	6
PCT9425	ED	903	136	1	0	0	18	117	0	74	5	16	3	0	15	4
PCT9425	MV	903	313	3	0	0	33	277	2	194	10	8	15	3	44	1
PCT9426	ED	801	143	-1	0	0	16	128	0	65	7	20	4	1	28	3
PCT9426	MV	801	283	1	0	3	31	248	3	142	8	18	14	2	53	8
PCT9427	ED	889	129	-1	0	1	18	111	0	75	4	6	3	1	20	2
PCT9427	MV	889	333	1	0	0	50	282	0	168	12	12	11	4	71	4
PCT9428	ED	892	122	-1	0	0	20	103	1	52	7	15	5	5	16	2
PCT9428	MV	892	346	-1	0	1	41	305	2	201	22	14	16	9	33	8
PCT9429	ED	866	173	0	0	0	23	150	0	78	18	6	6	5	31	6
PCT9429	MV	866	308	0	0	2	32	274	0	169	10	15	10	8	50	12
PCT9431	ED	954	152	-1	0	0	13	140	0	87	10	9	5	4	16	9
PCT9431	MV	954	352	4	0	0	26	322	1	217	16	5	5	14	56	8
PCT9432	ED	901	155	0	0	0	18	137	0	82	15	8	7	4	18	3
PCT9432	MV	901	307	0	0	1	36	270	4	177	10	14	13	3	45	4
PCT9433	ED	912	155	0	0	0	19	136	1	76	7	9	5	7	27	4
PCT9433	MV	912	317	-2	0	1	42	276	0	164	19	15	9	6	60	3
PCT9434	ED	963	188	0	0	0	28	160	0	97	14	9	10	4	22	4
PCT9434	MV	963	349	-1	0	0	24	326	1	221	14	15	11	5	50	9
PCT9435	ED	934	195	0	0	0	16	179	2	102	12	17	6	4	24	12
PCT9435	MV	934	320	2	0	0	33	285	0	183	18	20	6	6	50	2
PCT9436	ED	941	161	0	0	0	17	144	0	95	10	5	5	2	27	0
PCT9436	MV	941	337	0	0	0	43	294	0	186	16	17	9	4	58	4
PCT9437	ED	873	170	0	0	0	17	153	0	102	6	8	11	0	24	2
PCT9437	MV	873	324	1	0	0	33	290	0	174	14	11	5	5	74	7
PCT9438	ED	918	129	1	0	1	7	120	0	66	7	14	9	1	19	4
PCT9438	MV	918	336	-1	0	0	36	301	1	175	17	18	20	8	51	11
PCT9439	ED	827	126	0	0	0	15	111	0	78	8	6	4	2	11	2
PCT9439	MV	827	314	-1	0	1	36	278	0	175	18	9	11	4	53	8
PCT9441	ED	939	205	-1	0	0	17	189	1	105	14	23	13	3	19	11
PCT9441	MV	939	337	-1	0	0	31	307	1	188	21	21	12	7	49	8
PCT9442	ED	970	200	0	0	0	18	182	0	109	14	13	8	0	29	9
PCT9442	MV	970	325	0	0	0	32	293	2	167	16	22	14	7	54	11
PCT9443	ED	886	138	0	0	0	8	130	1	81	9	4	7	9	14	5
PCT9443	MV	886	304	2	0	0	35	267	0	176	17	16	8	5	39	6
PCT9444	ED	901	118	-1	0	1	16	102	1	58	7	10	5	2	15	4
PCT9444	MV	901	312	-1	0	1	27	285	0	170	15	16	11	9	62	2
PCT9445	ED	945	154	0	0	0	15	139	2	81	7	14	1	6	23	5
PCT9445	MV	945	342	0	0	0	33	309	1	198	9	19	12	6	50	14
PCT9446	ED	1043	164	2	0	0	15	147	0	94	11	11	4	1	18	8
PCT9446	MV	1043	417	-3	0	0	50	370	0	217	24	10	17	9	73	20
PCT9447	ED	891	171	1	0	0	15	155	0	101	7	16	9	2	13	7
PCT9447	MV	891	327	1	0	1	25	300	0	205	14	13	5	5	48	10
PCT9448	ED	877	159	0	0	1	16	142	1	75	9	23	7	2	19	6
PCT9448	MV	877	307	-2	0	2	33	274	0	175	7	12	16	7	46	11
PCT9449	ED	784	97	-1	0	0	4	94	0	54	3	12	4	0	16	5
PCT9449	MV	784	302	4	0	0	29	269	0	157	17	16	10	11	50	8
PCT9451	ED	414	57	0	0	0	5	52	0	34	7	3	1	0	7	0
PCT9451	MV	414	154	3	0	0	10	141	0	82	6	3	5	3	37	5
PCT9452	ED	799	175	1	0	0	15	159	1	98	5	12	6	5	30	2
PCT9452	MV	799	281	0	0	1	31	249	0	151	13	11	12	4	49	9
PCT9501	MV	149	71	-2	0	0	9	64	2	45	2	3	6	0	5	1
PCT9502	MV	233	116	0	0	0	4	112	2	78	7	10	2	0	6	7
PCT9503	ED	725	128	-2	0	0	18	112	0	83	15	7	0	1	5	1
PCT9503	MV	725	184	0	0	1	17	166	1	122	10	6	8	3	13	3
PCT9505	ED	756	147	-2	0	0	11	138	0	105	7	8	4	2	9	3
PCT9505	MV	756	274	0	0	0	25	249	0	199	7	10	7	6	14	6
PCT9506	ED	771	134	0	0	0	16	118	0	80	11	15	4	2	6	0
PCT9506	MV	771	217	1	0	2	17	197	1	126	15	25	13	2	8	7
PCT9507	ED	733	170	1	0	0	19	150	0	92	7	33	13	1	3	1
PCT9507	MV	733	218	-2	0	1	18	201	0	134	13	34	11	0	3	6
PCT9508	ED	784	180	0	0	0	15	165	1	105	15	30	10	1	1	2
PCT9508	MV	784	258	3	0	1	13	241	1	162	18	38	13	0	4	5
PCT9509	ED	719	165	0	0	0	10	155	0	99	8	24	11	1	8	4
PCT9509	MV	719	239	-1	0	1	20	219	0	157	10	26	12	3	7	4
PCT9511	ED	600	147	0	0	0	14	133	1	77	7	31	5	5	6	1
PCT9511	MV	600	177	2	0	0	9	166	0	97	12	25	9	3	11	9
PCT9512	ED	771	161	0	0	1	14	146	1	89	8	32	9	1	6	0
PCT9512	MV	771	251	-5	0	0	19	237	0	148	15	40	15	4	11	4
PCT9513	ED	864	200	0	0	0	19	181	0	122	11	26	6	2	9	5
PCT9513	MV	864	261	5	0	3	21	232	0	160	7	35	15	2	7	6
PCT9514	ED	869	229	0	0	0	16	213	1	131	12	20	32	2	12	3
PCT9514	MV	869	257	1	0	1	18	237	0	170	12	15	23	2	10	5
PCT9515	ED	685	159	0	0	0	12	147	0	95	11	13	11	1	9	7
PCT9515	MV	685	243	0	0	0	18	225	0	149	13	29	11	1	18	4
PCT9516	ED	864	206	0	0	0	21	185	1	107	10	24	19	4	16	4
PCT9516	MV	864	269	1	0	0	12	256	0	179	14	23	10	6	12	12
PCT9517	ED	768	197	0	0	0	28	169	0	102	13	27	11	2	6	8
PCT9517	MV	768	235	1	0	0	16	218	0	139	11	33	11	1	16	7
PCT9518	ED	783	180	1	0	0	19	160	0	97	18	27	12	2	3	1
PCT9518	MV	783	242	0	0	0	11	231	0	146	15	31	14	3	18	4
PCT9519	ED	850	217	0	0	2	18	197	0	122	11	22	20	1	11	10
PCT9519	MV	850	294	-1	0	0	12	283	0	198	18	19	20	3	17	8
PCT9521	ED	893	254	0	0	0	22	232	1	143	11	32	28	5	8	4
PCT9521	MV	893	290	3	0	2	21	264	0	194	11	20	23	0	11	5
PCT9701	ED	665	156	0	0	0	16	140	0	81	7	30	6	1	7	8
PCT9701	MV	665	235	0	0	0	29	206	0	132	11	18	9	1	30	5
PCT9702	ED	710	194	0	0	0	14	180	0	118	7	26	11	2	9	7
PCT9702	MV	710	231	0	0	1	26	204	1	137	8	16	10	2	23	7
PCT9703	ED	931	182	1	0	0	15	166	0	110	9	13	3	5	20	6
PCT9703	MV	931	373	1	0	0	28	344	1	212	19	28	16	7	52	9
PCT9704	ED	942	191	0	0	0	18	173	0	119	14	16	4	2	17	1
PCT9704	MV	942	354	-1	0	1	30	324	1	224	18	21	14	7	32	7
PCT9705	ED	879	208	1	0	0	12	195	0	124	14	23	16	2	15	1
PCT9705	MV	879	309	0	0	0	23	286	0	197	16	24	21	0	19	9
PCT9706	MV	51	32	0	0	0	0	32	0	25	2	2	0	0	2	1
PCT9707	ED	799	121	0	0	0	10	111	0	67	8	5	3	2	24	2
PCT9707	MV	799	355	-4	0	0	32	327	0	219	22	7	11	8	57	3
PCT9708	ED	919	193	1	0	0	16	176	1	117	11	20	7	7	10	3
PCT9708	MV	919	324	2	0	0	31	291	1	207	14	22	11	7	27	2
PCT9709	ED	998	196	1	0	0	23	172	0	112	13	14	3	5	18	7
