area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSExh	RSTot	RSWri	178:MICHELLE BRAVO	179:LONDON BREED	180:MARK LENO	181:JANE KIM	182:RICHIE GREENBERG	183:ANGELA ALIOTO	184:AMY FARAH WEISS	185:ELLEN LEE ZHOU	200:ANTOINE R. ROGERS
PCT7332	MV	799	209	-1	0	0	3	0	207	0	1	66	45	63	5	13	2	12	0
PCT7333	ED	974	174	0	0	0	1	0	173	0	0	58	43	59	5	5	1	2	0
PCT7333	MV	974	323	1	0	0	4	0	318	2	1	102	80	90	11	17	3	12	0
PCT7334	ED	854	113	0	0	0	2	0	111	1	0	30	26	41	0	9	2	2	0
PCT7334	MV	854	275	-2	0	1	5	0	271	2	2	89	90	58	6	16	1	7	0
PCT7335	ED	936	144	0	0	1	0	0	143	0	0	44	45	43	5	4	0	2	0
PCT7335	MV	936	354	-4	0	3	2	0	353	2	0	135	91	65	25	30	0	5	0
PCT7336	ED	920	155	1	0	0	1	0	153	0	0	53	42	42	4	11	0	1	0
PCT7336	MV	920	324	1	0	2	3	0	318	0	0	114	94	48	17	36	5	4	0
PCT7337	ED	825	115	-1	0	0	2	0	114	1	1	37	27	39	1	7	0	1	0
PCT7337	MV	825	305	0	0	0	1	0	304	0	0	121	82	66	10	14	2	9	0
PCT7338	ED	884	100	1	0	1	2	0	96	0	0	29	26	31	2	4	1	3	0
PCT7338	MV	884	364	-9	0	0	1	0	372	0	0	117	78	84	8	19	2	64	0
PCT7339	ED	618	111	0	0	0	3	0	108	2	0	32	32	30	3	9	0	0	0
PCT7339	MV	618	181	-1	0	1	0	0	181	0	0	64	63	36	3	6	3	6	0
PCT7341	ED	877	124	0	0	0	1	0	123	0	1	34	34	44	2	4	2	2	0
PCT7341	MV	877	246	-1	0	0	4	0	243	0	1	86	73	56	7	13	5	2	0
PCT7342	ED	911	234	3	0	2	3	0	226	0	1	70	70	68	3	13	0	1	0
PCT7342	MV	911	251	0	0	1	4	0	246	2	0	80	75	64	7	8	6	4	0
PCT7343	ED	707	144	0	0	0	5	0	139	0	2	38	38	52	3	6	0	0	0
PCT7343	MV	707	186	0	0	0	2	0	184	0	0	44	59	59	9	8	2	3	0
PCT7344	ED	1039	179	-2	0	1	2	0	178	1	0	56	43	57	6	10	4	1	0
PCT7344	MV	1039	334	-1	0	0	0	0	335	0	3	103	92	90	14	21	3	9	0
PCT7345	ED	1077	183	0	0	0	0	0	183	0	0	55	46	70	6	4	1	1	0
PCT7345	MV	1077	283	2	0	2	3	0	276	1	1	93	80	73	8	16	2	2	0
PCT7346	ED	877	168	0	0	0	2	0	166	0	0	33	47	65	3	14	2	2	0
PCT7346	MV	877	221	-1	0	0	0	0	222	0	1	65	71	54	5	18	6	2	0
PCT7347	ED	968	137	1	0	1	0	0	135	0	0	36	45	45	1	6	2	0	0
PCT7347	MV	968	279	-4	0	0	1	0	282	1	0	89	84	79	5	21	2	1	0
PCT7348	ED	832	139	0	0	0	2	0	137	0	0	35	34	53	3	8	1	3	0
PCT7348	MV	832	202	1	0	1	3	0	197	1	0	61	50	61	10	10	1	3	0
PCT7349	ED	921	147	-1	0	1	2	0	145	0	2	39	38	50	7	5	2	2	0
PCT7349	MV	921	282	-1	0	1	2	0	280	1	0	80	80	80	11	17	2	9	0
PCT7501	ED	554	118	-1	0	0	4	0	115	0	0	67	25	13	2	8	0	0	0
PCT7501	MV	554	168	1	0	0	0	0	167	1	0	77	40	22	11	14	1	1	0
PCT7502	ED	741	113	0	0	0	1	0	112	0	1	46	23	30	3	9	0	0	0
PCT7502	MV	741	349	-11	0	2	1	0	357	0	7	148	81	80	16	23	1	1	0
PCT7503	ED	727	132	2	0	0	1	0	129	0	1	49	33	25	3	15	1	2	0
PCT7503	MV	727	226	-1	0	0	2	0	225	1	0	94	53	49	14	13	1	0	0
PCT7504	ED	484	76	0	0	0	0	0	76	0	0	34	8	31	0	3	0	0	0
PCT7504	MV	484	158	1	0	0	0	0	157	0	1	57	36	52	5	3	0	3	0
PCT7505	ED	871	131	0	0	0	0	0	131	0	0	46	45	28	4	6	0	2	0
PCT7505	MV	871	417	-2	0	3	4	0	412	2	4	133	156	65	11	29	1	11	0
PCT7506	ED	920	133	-1	0	0	1	0	133	0	1	76	17	34	3	2	0	0	0
PCT7506	MV	920	252	0	0	0	4	0	248	0	1	131	50	39	11	11	2	3	0
PCT7507	ED	919	158	0	0	1	4	0	153	1	0	82	29	27	1	6	2	5	0
PCT7507	MV	919	255	0	0	1	1	0	253	1	0	107	42	62	2	16	2	21	0
PCT7508	ED	702	106	0	0	0	3	0	103	1	1	29	34	24	2	4	2	6	0
PCT7508	MV	702	340	3	0	3	6	0	328	2	1	115	81	66	18	26	1	18	0
PCT7509	ED	909	171	-1	0	1	1	0	170	0	1	57	57	35	1	16	2	1	0
PCT7509	MV	909	319	-1	0	0	0	0	320	1	4	110	122	59	7	12	1	4	0
PCT7512	ED	604	96	0	0	0	2	0	94	0	1	38	18	24	9	3	0	1	0
PCT7512	MV	604	196	1	0	2	1	0	192	0	0	68	44	36	27	12	0	5	0
PCT7513	ED	790	142	0	0	1	0	0	141	0	0	70	22	40	3	5	0	1	0
PCT7513	MV	790	208	-1	0	3	2	0	204	2	1	83	37	53	10	7	3	8	0
PCT7514	ED	863	95	-8	0	0	1	0	102	0	0	85	6	9	0	1	0	1	0
PCT7514	MV	863	235	-2	0	1	1	0	235	0	2	151	16	43	4	6	0	13	0
PCT7515	ED	845	150	0	0	1	2	0	147	0	0	91	17	29	2	4	1	3	0
PCT7515	MV	845	289	1	0	1	3	0	284	0	1	150	33	74	5	9	2	10	0
PCT7516	ED	886	145	0	0	1	2	0	142	0	0	53	37	32	4	14	1	1	0
PCT7516	MV	886	378	-6	0	0	2	0	382	1	1	137	114	70	18	24	0	17	0
PCT7517	ED	863	228	-1	0	0	0	0	229	1	0	80	52	86	7	2	1	0	0
PCT7517	MV	863	251	-2	0	1	1	0	251	0	0	94	64	75	2	16	0	0	0
PCT7518	ED	939	235	0	0	0	2	0	233	0	0	69	62	91	1	10	0	0	0
PCT7518	MV	939	298	-2	0	0	1	0	299	0	0	109	79	85	5	16	3	2	0
PCT7519	ED	726	179	0	0	0	0	0	179	0	1	42	36	87	3	7	3	0	0
PCT7519	MV	726	185	0	0	2	1	0	182	0	0	78	37	57	3	6	1	0	0
PCT7521	ED	802	211	0	0	0	4	0	207	0	0	65	55	71	4	7	3	2	0
PCT7521	MV	802	215	-2	0	0	2	0	215	0	1	90	49	65	1	6	2	1	0
PCT7522	ED	743	175	-1	0	0	2	0	174	0	0	73	35	61	2	3	0	0	0
PCT7522	MV	743	240	-1	0	0	1	0	240	0	0	109	53	73	1	4	0	0	0
PCT7523	ED	737	208	0	0	0	1	0	207	0	1	52	52	91	4	6	1	0	0
PCT7523	MV	737	223	-2	0	1	4	0	220	0	0	96	56	61	3	3	1	0	0
PCT7524	ED	646	143	1	0	0	0	0	142	0	0	71	36	26	1	6	2	0	0
PCT7524	MV	646	165	1	0	1	0	0	163	0	1	84	37	33	0	5	1	2	0
PCT7525	ED	779	145	0	0	0	0	0	145	0	0	76	18	44	1	6	0	0	0
PCT7525	MV	779	214	0	0	0	1	0	213	0	0	102	47	48	2	9	3	2	0
PCT7526	ED	947	197	1	0	0	1	0	195	0	1	73	47	61	3	4	3	3	0
PCT7526	MV	947	313	3	0	0	0	0	310	2	0	118	93	78	5	10	2	2	0
PCT7527	ED	729	162	-2	0	2	6	0	156	0	0	49	35	51	7	5	5	4	0
PCT7527	MV	729	237	0	0	2	3	0	232	0	2	98	42	64	7	9	5	5	0
PCT7529	ED	925	214	-1	0	1	0	0	214	0	0	60	64	76	1	10	2	1	0
PCT7529	MV	925	300	1	0	2	3	0	294	0	0	106	84	86	9	5	3	1	0
PCT7531	ED	847	179	-1	0	0	3	0	177	0	0	64	39	65	1	4	4	0	0
PCT7531	MV	847	263	2	0	0	4	0	257	0	0	102	58	86	6	3	2	0	0
PCT7532	ED	823	172	0	0	2	0	0	170	0	1	63	45	43	9	6	0	3	0
PCT7532	MV	823	226	-1	0	1	0	0	226	0	0	96	59	47	7	10	1	6	0
PCT7533	ED	951	268	-1	0	1	1	0	267	1	0	80	70	108	1	5	2	0	0
PCT7533	MV	951	297	2	0	1	0	0	294	1	1	104	58	104	10	13	3	0	0
PCT7534	ED	883	241	1	0	0	4	0	236	0	1	73	55	98	1	3	5	0	0
PCT7534	MV	883	240	-1	0	0	1	0	240	0	0	83	61	69	6	17	3	1	0
PCT7535	ED	743	201	-1	0	1	0	0	201	0	1	70	50	69	2	7	2	0	0
PCT7535	MV	743	251	2	0	2	2	0	245	0	0	89	54	85	4	8	1	4	0
PCT7536	ED	856	206	0	0	0	4	0	202	0	0	56	66	61	1	12	6	0	0
PCT7536	MV	856	279	-2	0	2	2	0	277	0	1	106	68	82	3	14	2	1	0
PCT7537	ED	734	187	0	0	0	1	0	186	0	0	56	48	71	1	6	4	0	0
PCT7537	MV	734	225	1	0	1	0	0	223	0	0	74	59	74	3	10	3	0	0
PCT7538	ED	757	223	0	0	0	3	0	220	0	0	69	57	83	2	6	3	0	0
PCT7538	MV	757	256	-3	0	0	2	0	257	0	0	97	76	67	6	7	4	0	0
PCT7539	ED	884	250	1	0	0	2	0	247	0	0	82	52	104	3	6	0	0	0
PCT7539	MV	884	286	-3	0	1	1	0	287	0	0	115	62	90	4	12	4	0	0
PCT7541	ED	791	215	0	0	0	1	0	214	1	0	65	59	80	3	3	2	1	0
PCT7541	MV	791	245	-1	0	0	2	0	244	0	1	95	66	66	0	11	3	2	0
PCT7542	ED	787	183	0	0	0	1	0	182	0	1	57	48	73	0	3	0	0	0
PCT7542	MV	787	247	-4	0	1	5	0	245	1	0	94	61	75	4	3	7	0	0
PCT7543	ED	910	187	0	0	0	0	0	187	0	0	77	36	61	2	8	2	1	0
PCT7543	MV	910	332	-3	0	2	1	0	332	0	2	126	107	81	4	8	4	0	0
PCT7544	ED	877	186	0	0	0	0	0	186	0	0	69	51	58	0	5	2	1	0
PCT7544	MV	877	331	-2	0	2	3	0	328	0	1	118	102	86	3	13	2	3	0
PCT7545	ED	877	179	0	0	0	1	0	178	0	0	43	53	68	3	10	1	0	0
PCT7545	MV	877	291	0	0	0	4	0	287	0	0	107	89	68	8	13	0	2	0
PCT7546	ED	913	219	0	0	0	2	0	217	1	1	83	64	57	2	6	3	0	0
PCT7546	MV	913	310	1	0	0	0	0	309	0	0	135	80	83	2	9	0	0	0
PCT7547	ED	987	244	0	0	0	1	0	243	0	0	87	60	90	1	3	2	0	0
PCT7547	MV	987	322	4	0	0	1	0	317	0	0	129	74	98	2	8	6	0	0
PCT7548	ED	1054	236	1	0	0	1	0	234	0	1	94	45	83	0	9	1	1	0
PCT7548	MV	1054	345	0	0	1	1	0	343	0	0	139	97	86	5	13	3	0	0
PCT7549	ED	785	165	-1	0	2	0	0	164	1	0	47	50	60	2	3	0	1	0
PCT7549	MV	785	281	3	0	0	1	0	277	2	0	95	73	77	5	11	2	12	0
PCT7551	ED	705	199	1	0	0	2	0	196	0	0	81	44	56	4	7	4	0	0
PCT7551	MV	705	240	-2	0	0	0	0	242	1	0	109	39	86	1	5	0	1	0
PCT7552	ED	718	191	0	0	0	1	0	190	0	1	75	51	62	0	0	1	0	0
PCT7552	MV	718	232	-2	0	0	1	0	233	0	0	104	64	52	2	11	0	0	0
PCT7553	MV	171	87	1	0	0	1	0	85	0	0	33	28	20	3	1	0	0	0
PCT7554	ED	785	179	-1	0	0	1	0	179	0	0	87	44	41	0	6	0	1	0
PCT7554	MV	785	323	-1	0	0	2	0	322	0	0	171	93	43	3	9	2	1	0
PCT7555	ED	847	242	0	0	2	1	0	239	0	0	113	68	47	3	8	0	0	0
PCT7555	MV	847	304	-1	0	0	5	0	300	1	1	119	90	73	3	12	1	0	0
PCT7556	ED	961	223	-1	0	0	0	0	224	0	1	89	78	42	5	9	0	0	0
PCT7556	MV	961	422	0	0	1	2	0	419	0	1	200	120	77	6	15	0	0	0
PCT7601	ED	744	128	-2	0	2	0	0	128	0	0	38	34	35	3	14	2	2	0
PCT7601	MV	744	185	2	0	3	1	0	179	5	0	43	51	46	3	17	3	11	0
PCT7602	ED	880	147	-1	0	2	1	0	145	0	1	37	41	47	3	10	3	3	0
PCT7602	MV	880	243	-1	0	5	1	0	238	0	2	71	62	68	9	13	4	9	0
PCT7603	ED	826	152	-1	0	2	1	0	150	0	0	24	39	76	4	5	0	2	0
PCT7603	MV	826	215	-1	0	0	3	0	213	1	0	57	67	60	4	10	5	9	0
PCT7604	ED	906	133	-1	0	1	1	0	132	2	2	32	25	51	4	11	4	1	0
PCT7604	MV	906	233	-3	0	0	1	0	235	1	2	71	61	73	12	10	2	3	0
PCT7605	ED	651	77	0	0	0	1	0	76	0	1	27	19	21	1	5	1	1	0
PCT7605	MV	651	155	1	0	1	3	0	150	0	0	38	39	43	3	13	7	7	0
PCT7606	ED	895	127	2	0	0	0	0	125	1	0	42	31	38	4	6	1	2	0
PCT7606	MV	895	212	-1	0	0	3	0	210	2	3	68	49	71	4	10	1	2	0
PCT7607	ED	955	120	0	0	0	2	0	118	0	0	32	29	44	1	9	1	2	0
PCT7607	MV	955	265	-4	0	2	2	0	265	0	1	65	80	83	11	12	2	11	0
PCT7608	ED	388	46	0	0	0	0	0	46	0	2	13	14	9	0	6	0	2	0
PCT7608	MV	388	119	0	0	1	0	0	118	0	0	38	22	24	5	10	3	16	0
PCT7609	ED	916	101	0	0	1	3	0	97	0	0	28	17	38	0	6	1	7	0
PCT7609	MV	916	297	-2	0	1	6	0	292	2	4	79	69	83	7	16	4	28	0
PCT7611	ED	756	76	0	0	1	0	0	75	1	0	25	16	24	1	4	0	4	0
PCT7611	MV	756	204	3	0	0	4	0	197	0	1	73	41	44	6	16	1	15	0
PCT7612	ED	574	76	0	0	2	2	0	72	0	0	16	20	17	0	5	1	13	0
PCT7612	MV	574	210	1	0	0	2	0	207	0	1	64	41	40	13	14	0	34	0
PCT7613	ED	887	140	0	0	0	3	0	137	0	0	42	30	52	2	9	1	1	0
PCT7613	MV	887	215	2	0	2	4	0	207	1	2	73	43	59	2	16	3	8	0
PCT7614	ED	1015	123	-3	0	0	3	0	123	1	0	45	23	38	5	9	2	0	0
PCT7614	MV	1015	238	1	0	2	0	0	235	1	4	64	68	61	7	22	5	3	0
PCT7615	ED	832	108	0	0	2	0	0	106	2	0	30	25	33	1	8	2	5	0
PCT7615	MV	832	170	-1	0	0	3	0	168	1	0	61	32	46	1	11	1	15	0
PCT7616	ED	951	129	0	0	0	1	0	128	0	1	56	34	29	2	6	0	0	0
PCT7616	MV	951	331	-1	0	0	0	0	332	0	1	156	92	63	5	10	5	0	0
PCT7617	ED	751	84	-2	0	1	1	0	84	0	1	29	20	17	2	13	0	2	0
PCT7617	MV	751	223	-2	0	3	0	0	222	0	1	78	52	56	5	18	0	12	0
PCT7618	ED	866	123	0	0	0	1	0	122	0	0	35	43	37	2	1	1	3	0
PCT7618	MV	866	272	0	0	0	2	0	270	2	0	86	89	64	8	8	4	9	0
PCT7619	ED	993	154	-1	0	0	2	0	153	0	0	47	37	54	4	5	1	5	0
PCT7619	MV	993	308	-3	0	1	5	0	305	0	1	103	65	90	9	18	3	16	0
PCT7621	ED	1132	163	-1	0	0	0	0	164	0	1	63	33	48	6	8	3	2	0
PCT7621	MV	1132	346	-2	0	0	3	0	345	0	0	129	75	101	9	25	2	4	0
PCT7622	ED	964	99	1	0	0	5	0	93	0	0	36	20	26	1	8	1	1	0
PCT7622	MV	964	193	-1	0	3	3	0	188	0	1	53	48	56	7	20	3	0	0
PCT7623	ED	712	122	0	0	1	1	0	120	0	0	30	22	55	1	11	0	1	0
PCT7623	MV	712	196	2	0	1	0	0	193	0	2	52	49	64	6	9	3	8	0
PCT7624	ED	905	104	-1	0	0	1	0	104	1	0	35	25	26	3	12	1	1	0
PCT7624	MV	905	195	0	0	1	0	0	194	0	1	61	33	70	3	19	3	4	0
PCT7625	ED	821	73	0	0	0	0	0	73	0	0	27	17	16	1	7	0	5	0
PCT7625	MV	821	415	-1	0	2	6	0	408	0	2	151	83	75	8	18	3	68	0
PCT7626	ED	1081	128	1	0	0	3	0	124	0	0	52	26	32	6	7	1	0	0
PCT7626	MV	1081	361	-1	0	1	4	0	357	2	0	136	103	61	21	26	0	8	0
PCT7627	ED	1075	116	1	0	0	2	0	113	0	0	44	25	24	9	10	1	0	0
PCT7627	MV	1075	319	-2	0	1	7	0	313	2	0	130	84	38	29	25	2	3	0
PCT7628	ED	906	156	0	0	2	1	0	153	0	0	51	42	47	3	8	2	0	0
PCT7628	MV	906	267	0	0	2	1	0	264	0	3	86	80	66	1	21	3	4	0
PCT7629	ED	805	108	0	0	0	1	0	107	1	0	32	32	40	0	2	0	0	0
PCT7629	MV	805	206	-2	0	0	5	0	203	3	1	71	57	44	9	13	2	3	0
PCT7631	ED	1085	146	-2	0	1	2	0	145	0	1	49	30	50	1	10	1	3	0
PCT7631	MV	1085	339	1	0	1	5	0	332	1	1	117	90	75	18	25	2	3	0
PCT7632	ED	965	167	1	0	0	0	0	166	0	0	56	57	46	2	4	1	0	0
PCT7632	MV	965	286	0	0	1	2	0	283	0	0	98	88	71	8	15	2	1	0
PCT7633	ED	702	90	0	0	0	1	0	89	1	0	26	23	24	4	9	0	2	0
PCT7633	MV	702	253	0	0	1	2	0	250	0	0	95	58	48	6	15	2	26	0
PCT7634	ED	859	120	1	0	0	4	0	115	0	1	34	27	27	3	15	2	6	0
PCT7634	MV	859	291	0	0	2	1	0	288	0	0	111	73	56	13	25	1	9	0
PCT7635	ED	782	89	1	0	0	0	0	88	0	0	26	34	23	2	2	1	0	0
PCT7635	MV	782	242	-1	0	2	4	0	237	0	1	115	54	41	7	16	2	1	0
PCT7636	ED	920	134	-1	0	0	3	0	132	0	0	61	27	31	4	7	0	2	0
PCT7636	MV	920	251	1	0	0	2	0	248	0	0	112	62	41	14	18	1	0	0
PCT7637	ED	732	89	0	0	0	0	0	89	0	2	37	13	24	4	7	0	2	0
PCT7637	MV	732	249	-1	0	0	3	0	247	2	1	114	69	39	8	8	2	4	0
PCT7638	ED	1365	129	1	0	0	4	0	124	0	0	67	17	27	8	5	0	0	0
PCT7638	MV	1365	492	0	0	0	6	0	486	3	0	232	106	66	37	36	1	5	0
PCT7639	ED	962	110	1	0	0	1	0	108	0	0	55	22	20	5	4	0	2	0
PCT7639	MV	962	319	-1	0	2	10	0	308	1	1	140	83	50	9	16	2	6	0
PCT7641	ED	931	114	0	0	0	0	0	114	0	1	46	29	20	7	11	0	0	0
PCT7641	MV	931	374	-2	0	0	4	0	372	1	0	142	102	56	32	16	3	20	0
PCT7642	ED	909	84	0	0	0	2	0	82	0	0	47	11	17	1	6	0	0	0
PCT7642	MV	909	268	0	0	1	8	0	259	0	1	157	37	36	12	12	3	1	0
PCT7643	ED	871	99	0	0	0	3	0	96	0	0	37	27	23	1	3	1	4	0
PCT7643	MV	871	355	0	0	1	3	0	351	0	0	132	81	74	10	26	1	27	0
PCT7644	ED	1082	156	1	0	0	1	0	154	0	4	80	21	35	2	8	0	4	0
PCT7644	MV	1082	291	1	0	0	6	0	284	1	0	126	56	67	6	14	2	12	0
PCT7645	ED	631	63	0	0	0	1	0	62	3	0	30	9	12	3	4	1	0	0
PCT7645	MV	631	241	-4	0	1	1	0	243	0	0	108	74	30	8	21	1	1	0
PCT7646	ED	1035	110	0	0	0	3	0	107	0	0	43	18	37	0	6	2	1	0
PCT7646	MV	1035	326	1	0	0	3	0	322	0	1	155	66	73	9	15	1	2	0
PCT7647	ED	1027	107	0	0	0	1	0	106	1	1	34	17	36	5	11	0	1	0
PCT7647	MV	1027	185	-1	0	1	3	0	182	0	1	73	47	49	0	8	3	1	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	0	0	0	0	0	97	0	1	42	17	26	0	6	4	1	0
PCT7649	MV	877	234	2	0	3	2	0	227	0	1	83	55	46	4	20	2	16	0
PCT7651	ED	555	48	1	0	0	0	0	47	1	0	33	5	3	2	2	1	0	0
PCT7651	MV	555	155	-1	0	0	1	0	155	0	0	69	40	27	6	7	1	5	0
PCT7652	ED	580	68	0	0	0	1	0	67	0	0	30	12	16	1	7	0	1	0
PCT7652	MV	580	163	-3	0	1	0	0	165	1	1	68	44	35	5	6	0	5	0
PCT7653	ED	1092	137	2	0	0	2	0	133	0	2	57	24	36	2	9	1	2	0
PCT7653	MV	1092	321	0	0	1	1	0	319	0	1	174	50	63	8	16	1	6	0
PCT7701	ED	1012	225	0	0	0	6	0	219	0	0	72	59	68	6	13	1	0	0
PCT7701	MV	1012	383	-1	0	1	8	0	375	1	1	149	98	84	10	26	2	4	0
PCT7702	ED	704	117	0	0	0	1	0	116	0	0	44	24	24	3	17	0	4	0
PCT7702	MV	704	302	0	0	1	4	0	297	0	0	113	92	44	15	29	1	3	0
PCT7703	MV	172	66	-1	0	1	1	0	65	1	1	24	16	11	2	6	2	2	0
PCT7704	ED	977	208	0	0	0	1	0	207	0	2	81	47	49	8	18	1	1	0
PCT7704	MV	977	396	2	0	0	5	0	389	1	2	157	99	55	14	50	1	10	0
PCT7705	ED	547	123	1	0	0	2	0	120	2	0	49	42	14	2	10	0	1	0
PCT7705	MV	547	227	0	0	0	2	0	225	2	1	92	65	30	11	21	0	3	0
PCT7706	ED	821	189	0	0	0	1	0	188	1	0	70	52	34	10	21	0	0	0
PCT7706	MV	821	341	-1	0	0	3	0	339	2	2	147	95	51	12	30	0	0	0
PCT7707	ED	839	200	2	0	0	2	0	196	1	0	75	48	38	6	21	2	5	0
PCT7707	MV	839	379	0	0	0	5	0	374	1	0	145	115	58	9	41	2	3	0
PCT7708	ED	860	181	0	0	0	2	0	179	0	1	74	55	26	8	13	2	0	0
PCT7708	MV	860	400	-1	0	0	3	0	398	0	0	159	122	65	11	32	2	7	0
PCT7709	ED	383	85	1	0	0	1	0	83	0	0	18	23	32	2	5	0	3	0
PCT7709	MV	383	174	1	0	0	1	0	172	0	0	58	47	46	5	11	2	3	0
PCT7711	ED	772	162	0	0	0	1	0	161	0	1	51	50	43	1	13	1	1	0
PCT7711	MV	772	344	-3	0	1	1	0	345	1	0	143	79	74	15	27	2	4	0
PCT7712	ED	524	131	1	0	1	1	0	128	0	0	44	32	39	4	6	2	1	0
PCT7712	MV	524	230	-1	0	1	1	0	229	0	0	93	57	52	6	10	0	11	0
PCT7801	ED	970	230	0	0	0	3	0	227	1	0	84	83	47	1	10	1	0	0
PCT7801	MV	970	424	-5	0	1	4	0	424	0	1	158	155	81	5	21	2	1	0
PCT7802	ED	762	205	-1	0	0	2	0	204	0	2	87	71	33	1	9	1	0	0
PCT7802	MV	762	313	-2	0	1	4	0	310	2	0	115	115	54	8	15	1	0	0
PCT7803	ED	823	143	0	0	0	2	0	141	0	0	47	50	30	3	11	0	0	0
PCT7803	MV	823	412	-1	0	0	5	0	408	0	1	129	200	46	12	14	2	4	0
PCT7804	ED	891	236	0	0	0	3	0	233	0	0	72	105	45	2	7	1	1	0
PCT7804	MV	891	394	-1	0	1	1	0	393	1	0	150	164	63	6	5	3	1	0
PCT7805	ED	785	176	2	0	0	3	0	171	0	0	41	70	54	0	4	1	1	0
PCT7805	MV	785	348	0	0	1	4	0	343	0	0	111	163	50	6	10	3	0	0
PCT7806	ED	699	163	1	0	0	1	0	161	0	1	48	53	54	0	4	1	0	0
PCT7806	MV	699	283	0	0	0	2	0	281	0	0	102	107	57	5	9	0	1	0
PCT7807	ED	796	228	-1	0	0	1	0	228	0	0	68	105	47	2	6	0	0	0
PCT7807	MV	796	273	-1	0	0	0	0	274	0	0	90	113	62	4	4	1	0	0
PCT7808	ED	655	178	0	0	0	2	0	176	0	2	60	66	44	1	2	0	1	0
PCT7808	MV	655	243	1	0	1	1	0	240	1	1	71	86	66	3	12	0	0	0
PCT7809	ED	742	160	-1	0	1	3	0	157	0	0	45	55	51	1	5	0	0	0
PCT7809	MV	742	267	2	0	0	1	0	264	1	1	88	91	72	2	5	2	2	0
PCT7811	ED	726	186	-1	0	0	1	0	186	0	0	46	55	70	2	6	4	3	0
PCT7811	MV	726	243	1	0	1	0	0	241	0	0	70	78	80	4	4	3	2	0
PCT7812	ED	843	207	-1	0	0	1	0	207	0	1	55	64	69	5	7	2	4	0
PCT7812	MV	843	292	-1	0	3	4	0	286	1	2	111	93	60	5	10	2	2	0
PCT7813	ED	988	251	-1	0	0	2	0	250	0	1	68	89	86	1	5	0	0	0
PCT7813	MV	988	362	1	0	2	3	0	356	0	2	119	134	82	1	16	2	0	0
PCT7814	ED	892	173	0	0	1	1	0	171	0	2	55	35	63	6	5	1	4	0
PCT7814	MV	892	223	-2	0	2	1	0	222	1	1	64	62	75	2	8	2	7	0
PCT7815	ED	914	178	-1	0	0	1	0	178	0	0	49	81	36	1	8	2	1	0
PCT7815	MV	914	407	-1	0	0	2	0	406	0	1	149	176	69	3	6	1	1	0
PCT7816	ED	858	202	1	0	0	0	0	201	0	2	60	79	44	3	9	4	0	0
PCT7816	MV	858	390	0	0	1	2	0	387	0	0	119	214	32	5	15	1	1	0
PCT7817	ED	795	215	-1	0	0	0	0	216	0	0	55	101	53	1	4	2	0	0
PCT7817	MV	795	309	0	0	0	2	0	307	0	0	92	138	69	0	8	0	0	0
PCT7818	ED	823	172	-1	0	0	2	0	171	0	0	42	58	58	2	9	1	1	0
PCT7818	MV	823	335	-2	0	1	2	0	334	0	0	104	134	77	3	13	1	2	0
PCT7819	ED	760	169	0	0	2	1	0	166	0	0	44	51	62	2	3	2	2	0
PCT7819	MV	760	297	2	0	0	2	0	293	0	1	92	97	71	7	18	2	5	0
PCT7821	ED	947	229	-1	0	0	2	0	228	0	0	71	91	56	3	4	3	0	0
PCT7821	MV	947	439	2	0	1	2	0	434	3	0	148	192	63	10	14	4	0	0
PCT7822	ED	927	244	0	0	0	1	0	243	0	0	47	133	51	5	5	1	1	0
PCT7822	MV	927	343	1	0	0	6	0	336	1	0	99	173	41	4	14	3	1	0
PCT7823	ED	857	237	0	0	0	0	0	237	0	0	65	108	58	0	6	0	0	0
PCT7823	MV	857	347	-1	0	0	0	0	348	0	0	122	155	48	5	11	6	1	0
PCT7824	ED	756	170	0	0	0	1	0	169	2	0	55	61	38	1	11	1	0	0
PCT7824	MV	756	274	0	0	1	2	0	271	0	0	99	102	56	2	6	4	2	0
PCT7825	ED	580	160	1	0	1	3	0	155	0	0	37	56	55	1	4	1	1	0
PCT7825	MV	580	215	1	0	3	1	0	210	0	0	60	75	57	4	10	3	1	0
PCT7826	ED	665	214	-1	0	1	1	0	213	0	0	64	59	79	2	8	1	0	0
PCT7826	MV	665	194	-2	0	0	3	0	193	0	1	60	62	57	3	9	1	0	0
PCT7827	ED	828	199	0	0	0	2	0	197	0	1	39	49	94	2	10	1	1	0
PCT7827	MV	828	252	0	0	0	1	0	251	0	3	80	52	91	5	9	3	8	0
PCT7828	ED	976	205	0	0	0	0	0	205	0	0	67	80	47	2	9	0	0	0
PCT7828	MV	976	397	0	0	0	0	0	397	2	0	122	178	70	5	16	3	1	0
PCT7829	ED	882	199	0	0	0	1	0	198	0	1	70	79	42	2	3	0	1	0
PCT7829	MV	882	391	-1	0	0	1	0	391	0	0	129	180	57	5	16	3	1	0
PCT7831	ED	828	202	1	0	1	0	0	200	0	0	67	86	41	1	2	3	0	0
PCT7831	MV	828	369	0	0	0	2	0	367	1	0	128	178	39	5	12	4	0	0
PCT7832	ED	781	162	-1	0	0	0	0	163	0	0	72	50	31	0	8	1	1	0
