area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSExh	RSTot	RSWri	178:MICHELLE BRAVO	179:LONDON BREED	180:MARK LENO	181:JANE KIM	182:RICHIE GREENBERG	183:ANGELA ALIOTO	184:AMY FARAH WEISS	185:ELLEN LEE ZHOU	200:ANTOINE R. ROGERS
PCT7832	MV	781	343	-1	0	1	4	0	339	0	0	115	144	63	2	12	2	1	0
PCT7833	ED	745	182	0	0	0	1	0	181	0	0	46	56	74	3	2	0	0	0
PCT7833	MV	745	271	-1	0	0	0	0	272	1	1	91	62	96	5	12	4	0	0
PCT7834	ED	836	225	-1	0	0	3	0	223	0	0	70	60	81	2	8	2	0	0
PCT7834	MV	836	288	-1	0	1	7	0	281	0	1	95	70	98	4	8	1	4	0
PCT7835	ED	808	175	0	0	0	3	0	172	2	1	45	65	46	2	7	3	1	0
PCT7835	MV	808	338	-3	0	1	0	0	340	1	0	108	151	49	7	23	0	1	0
PCT7836	ED	979	199	0	0	0	0	0	199	0	0	56	77	47	1	16	2	0	0
PCT7836	MV	979	421	1	0	1	1	0	418	1	3	114	192	74	8	25	0	1	0
PCT7837	ED	883	237	1	0	0	2	0	234	0	1	78	79	66	1	6	2	1	0
PCT7837	MV	883	339	3	0	1	3	0	332	0	1	119	131	57	3	20	1	0	0
PCT7838	ED	891	210	0	0	0	0	0	210	0	0	86	73	42	2	4	1	2	0
PCT7838	MV	891	413	0	0	0	7	0	406	1	0	138	185	66	4	12	0	0	0
PCT7839	ED	830	172	-1	0	0	2	0	171	0	0	51	66	45	2	6	1	0	0
PCT7839	MV	830	389	-1	0	2	1	0	387	0	0	143	156	63	8	14	2	1	0
PCT7841	ED	898	240	0	0	0	4	0	236	2	1	78	75	70	0	5	4	1	0
PCT7841	MV	898	353	1	0	0	1	0	351	1	0	125	144	61	1	15	4	0	0
PCT7842	ED	873	214	0	0	1	1	0	212	1	0	70	47	83	0	8	3	0	0
PCT7842	MV	873	308	1	0	1	1	0	305	0	3	98	74	102	9	16	3	0	0
PCT7843	ED	751	182	-1	0	0	0	0	183	2	0	60	47	68	2	3	1	0	0
PCT7843	MV	751	267	1	0	0	2	0	264	0	1	88	75	78	6	8	3	5	0
PCT7844	ED	635	160	0	0	0	4	0	156	0	0	43	45	58	3	5	2	0	0
PCT7844	MV	635	245	-1	0	1	3	0	242	1	1	73	60	95	3	8	0	1	0
PCT7845	ED	803	202	0	0	0	3	0	199	0	1	59	82	42	2	13	0	0	0
PCT7845	MV	803	314	-2	0	0	4	0	312	0	2	121	127	49	1	10	0	2	0
PCT7846	ED	871	221	0	0	1	1	0	219	1	0	75	83	46	2	9	2	1	0
PCT7846	MV	871	330	2	0	1	2	0	325	2	1	126	114	57	8	17	0	0	0
PCT7847	ED	878	207	-2	0	0	1	0	208	0	0	58	77	56	3	10	1	3	0
PCT7847	MV	878	358	-2	0	2	4	0	354	0	1	116	138	75	6	17	1	0	0
PCT7848	ED	838	209	-1	0	0	0	0	210	0	0	64	82	51	1	11	1	0	0
PCT7848	MV	838	346	-3	0	1	1	0	347	1	1	149	97	78	6	13	0	2	0
PCT7849	ED	904	237	-1	0	1	1	0	236	0	1	72	76	74	2	8	2	1	0
PCT7849	MV	904	353	-2	0	1	0	0	354	0	1	143	113	79	7	9	1	1	0
PCT7851	ED	493	118	0	0	0	1	0	117	1	1	46	28	20	6	10	3	2	0
PCT7851	MV	493	204	0	0	0	1	0	203	3	0	90	65	25	9	5	0	6	0
PCT7852	ED	634	104	0	0	1	2	0	101	0	1	26	59	6	4	5	0	0	0
PCT7852	MV	634	303	-1	0	0	3	0	301	0	0	92	126	46	10	19	4	4	0
PCT7853	ED	837	180	0	0	1	1	0	178	1	0	60	76	30	0	9	1	1	0
PCT7853	MV	837	333	1	0	0	7	0	325	0	2	129	117	51	6	19	0	1	0
PCT7854	ED	874	216	-1	0	0	1	0	216	0	1	72	68	56	4	13	2	0	0
PCT7854	MV	874	346	-1	0	1	5	0	341	0	0	143	107	63	5	20	1	2	0
PCT7855	ED	949	259	0	0	0	1	0	258	0	0	89	93	65	1	10	0	0	0
PCT7855	MV	949	359	-6	0	0	6	0	359	0	1	140	91	87	7	24	5	4	0
PCT7856	ED	790	204	2	0	0	2	0	200	0	0	62	76	52	1	8	0	1	0
PCT7856	MV	790	312	-1	0	1	2	0	310	0	0	124	90	74	2	16	1	3	0
PCT7857	ED	913	226	1	0	0	2	0	223	1	0	69	52	88	2	8	3	0	0
PCT7857	MV	913	350	-1	0	0	4	0	347	0	2	119	84	113	7	19	2	1	0
PCT7858	ED	743	192	0	0	1	3	0	188	0	2	44	50	82	1	8	1	0	0
PCT7858	MV	743	252	0	0	2	2	0	248	0	0	80	62	96	0	8	2	0	0
PCT7859	ED	879	219	0	0	0	3	0	216	1	2	87	56	53	1	15	1	0	0
PCT7859	MV	879	352	-1	0	1	5	0	347	0	1	162	101	50	13	17	0	3	0
PCT7861	ED	835	184	0	0	0	0	0	184	2	0	62	61	51	2	5	0	1	0
PCT7861	MV	835	367	0	0	0	3	0	364	0	1	134	129	71	3	21	4	1	0
PCT7862	ED	850	237	0	0	0	0	0	237	0	1	75	88	53	6	10	3	1	0
PCT7862	MV	850	323	-3	0	2	4	0	320	0	0	135	92	68	6	15	2	2	0
PCT7863	ED	870	237	1	0	0	0	0	236	0	0	74	71	75	5	10	0	1	0
PCT7863	MV	870	302	-1	0	2	3	0	298	1	0	104	89	77	4	18	3	2	0
PCT7864	ED	773	188	0	0	0	1	0	187	0	1	55	51	65	5	7	1	2	0
PCT7864	MV	773	284	-2	0	0	0	0	286	0	0	104	73	85	8	14	1	1	0
PCT7865	ED	808	178	0	0	0	3	0	175	1	1	50	53	58	6	6	0	0	0
PCT7865	MV	808	310	-3	0	1	3	0	309	0	4	87	102	74	8	27	4	3	0
PCT7866	ED	816	184	0	0	0	1	0	183	0	0	68	66	34	3	12	0	0	0
PCT7866	MV	816	389	0	0	3	5	0	381	0	0	162	104	49	15	33	3	15	0
PCT7867	ED	932	209	0	0	1	3	0	205	1	1	82	73	31	1	13	1	2	0
PCT7867	MV	932	385	1	0	1	5	0	378	0	1	148	134	62	4	19	0	10	0
PCT7868	ED	860	218	0	0	0	1	0	217	0	0	109	55	40	1	9	2	1	0
PCT7868	MV	860	324	-1	0	1	1	0	323	1	0	127	113	49	7	23	0	3	0
PCT7869	ED	842	219	0	0	0	1	0	218	0	1	74	71	49	3	16	3	1	0
PCT7869	MV	842	376	-2	0	1	7	0	370	0	0	136	129	77	4	22	1	1	0
PCT7871	ED	882	240	-2	0	4	1	0	237	0	0	83	77	55	2	17	0	3	0
PCT7871	MV	882	364	1	0	1	3	0	359	2	1	143	126	57	4	20	2	4	0
PCT7872	ED	864	242	0	0	0	5	0	237	0	1	97	63	61	2	10	3	0	0
PCT7872	MV	864	369	-1	0	0	6	0	364	0	0	146	110	80	10	14	4	0	0
PCT7873	ED	841	231	1	0	0	1	0	229	0	1	83	70	64	2	6	3	0	0
PCT7873	MV	841	387	-1	0	3	5	0	380	0	0	145	134	70	8	19	4	0	0
PCT7874	ED	453	85	0	0	0	1	0	84	0	0	23	26	25	1	9	0	0	0
PCT7874	MV	453	174	0	0	0	3	0	171	1	0	60	68	28	2	8	1	3	0
PCT7875	ED	615	127	0	0	0	0	0	127	0	1	47	24	39	4	7	2	3	0
PCT7875	MV	615	203	-1	0	0	4	0	200	1	0	69	42	54	7	11	3	13	0
PCT7876	ED	491	101	0	0	0	0	0	101	0	0	39	32	26	0	2	0	2	0
PCT7876	MV	491	148	-1	0	1	0	0	148	0	0	59	45	38	1	3	2	0	0
PCT7901	ED	466	87	0	0	0	1	0	86	0	1	23	26	33	1	2	0	0	0
PCT7901	MV	466	133	0	0	1	0	0	132	1	1	44	40	36	1	6	1	2	0
PCT7902	ED	921	188	2	0	0	0	0	186	0	2	57	33	77	4	7	4	2	0
PCT7902	MV	921	259	-3	0	2	1	0	259	3	2	66	74	89	6	13	3	3	0
PCT7903	ED	819	144	0	0	1	2	0	141	0	1	37	34	55	2	11	1	0	0
PCT7903	MV	819	244	0	0	2	4	0	238	0	5	73	62	74	5	10	1	8	0
PCT7904	ED	846	137	1	0	2	0	0	134	0	1	35	25	69	2	2	0	0	0
PCT7904	MV	846	248	-2	0	3	4	0	243	0	2	84	62	63	9	15	0	8	0
PCT7905	ED	821	199	2	0	0	1	0	196	0	2	67	43	67	1	15	0	1	0
PCT7905	MV	821	275	0	0	1	2	0	272	2	1	104	72	67	9	13	1	3	0
PCT7906	ED	769	164	-1	0	1	2	0	162	0	0	40	27	84	1	8	2	0	0
PCT7906	MV	769	214	-1	0	0	2	0	213	0	2	66	56	70	0	9	4	6	0
PCT7907	ED	926	201	3	0	0	0	0	198	0	1	46	46	91	2	8	1	3	0
PCT7907	MV	926	286	0	0	0	3	0	283	0	1	107	60	93	1	12	4	5	0
PCT7908	ED	936	191	0	0	0	2	0	189	0	4	49	47	74	5	7	2	1	0
PCT7908	MV	936	267	-1	0	2	2	0	264	0	5	86	54	92	2	13	2	10	0
PCT7909	ED	726	190	-1	0	0	1	0	190	1	0	48	30	101	0	6	4	0	0
PCT7909	MV	726	221	-2	0	0	1	0	222	1	1	74	51	82	0	8	2	3	0
PCT7911	ED	849	192	0	0	0	1	0	191	0	0	56	36	83	2	10	1	3	0
PCT7911	MV	849	250	-3	0	1	0	0	252	1	5	94	58	69	2	18	1	4	0
PCT7912	ED	1036	215	1	0	1	2	0	211	0	1	53	48	92	1	10	2	4	0
PCT7912	MV	1036	314	-1	0	0	3	0	312	0	2	100	88	94	2	10	6	10	0
PCT7913	ED	887	240	0	0	0	2	0	238	0	0	56	44	121	2	11	4	0	0
PCT7913	MV	887	244	0	0	1	4	0	239	2	1	78	47	81	6	13	5	6	0
PCT7914	ED	833	208	0	0	1	3	0	204	0	1	64	34	90	3	9	2	1	0
PCT7914	MV	833	253	1	0	4	1	0	247	1	0	84	56	89	6	8	2	1	0
PCT7915	ED	802	213	0	0	1	3	0	209	0	2	51	41	97	2	12	2	2	0
PCT7915	MV	802	222	0	0	1	0	0	221	0	2	62	49	82	1	14	3	8	0
PCT7916	ED	887	215	0	0	0	1	0	214	0	1	48	52	102	1	7	3	0	0
PCT7916	MV	887	289	0	0	0	0	0	289	0	2	84	77	99	4	17	2	4	0
PCT7917	ED	983	254	0	0	0	5	0	249	1	3	50	45	121	5	18	3	3	0
PCT7917	MV	983	287	0	0	5	2	0	280	0	1	76	53	128	4	14	0	4	0
PCT7918	ED	790	191	1	0	0	2	0	188	1	0	47	39	89	3	6	2	1	0
PCT7918	MV	790	234	-1	0	1	0	0	234	0	1	80	56	80	3	12	2	0	0
PCT7919	ED	857	217	0	0	1	4	0	212	0	2	48	53	88	3	14	4	0	0
PCT7919	MV	857	241	1	0	1	1	0	238	0	2	67	62	87	0	16	1	3	0
PCT7921	ED	883	151	-1	0	0	0	0	152	2	4	43	38	53	0	8	2	2	0
PCT7921	MV	883	210	1	0	2	1	0	206	1	5	65	52	59	2	21	1	0	0
PCT7922	ED	797	182	0	0	0	1	0	181	0	1	36	38	95	2	4	5	0	0
PCT7922	MV	797	241	1	0	1	1	0	238	0	1	76	52	84	4	14	0	7	0
PCT7923	ED	863	202	0	0	0	4	0	198	0	1	44	55	84	0	10	4	0	0
PCT7923	MV	863	241	-4	0	2	2	0	241	0	4	64	42	100	6	21	1	3	0
PCT7924	ED	806	172	1	0	3	1	0	167	0	3	36	40	75	2	8	0	3	0
PCT7924	MV	806	247	0	0	0	0	0	247	0	2	64	61	82	5	15	5	13	0
PCT7925	ED	570	114	0	0	0	1	0	113	0	1	23	28	49	2	9	1	0	0
PCT7925	MV	570	191	0	0	0	4	0	187	0	1	56	43	74	2	8	3	0	0
PCT7926	ED	768	177	0	0	0	0	0	177	1	0	48	43	76	1	7	1	0	0
PCT7926	MV	768	296	0	0	0	4	0	292	1	3	103	72	86	9	17	0	1	0
PCT7927	ED	733	187	0	0	0	1	0	186	1	1	38	55	77	0	9	1	4	0
PCT7927	MV	733	289	-1	0	1	1	0	288	0	1	75	88	110	0	12	2	0	0
PCT7928	ED	899	253	0	0	0	0	0	253	0	1	70	57	104	3	12	5	1	0
PCT7928	MV	899	297	-1	0	1	0	0	297	1	4	81	90	107	2	10	2	0	0
PCT7929	ED	840	200	0	0	0	2	0	198	0	0	59	63	69	1	4	1	1	0
PCT7929	MV	840	367	0	0	1	7	0	359	0	0	114	121	108	4	12	0	0	0
PCT7931	ED	732	189	1	0	1	0	0	187	1	0	70	58	55	1	2	0	0	0
PCT7931	MV	732	317	0	0	0	2	0	315	2	0	117	110	71	3	10	1	1	0
PCT7932	ED	551	112	0	0	0	0	0	112	0	1	32	34	37	1	6	1	0	0
PCT7932	MV	551	225	-1	0	0	3	0	223	0	0	73	63	72	4	7	1	3	0
PCT7933	MV	8	4	0	0	0	0	0	4	0	0	2	1	0	0	0	0	1	0
PCT7934	ED	885	195	-1	0	0	0	0	196	0	2	46	55	79	3	10	1	0	0
PCT7934	MV	885	328	-1	0	1	3	0	325	2	3	90	101	111	3	9	3	3	0
PCT7935	ED	938	283	0	0	1	4	0	278	0	0	73	76	115	2	9	3	0	0
PCT7935	MV	938	370	2	0	2	2	0	364	0	0	117	111	111	6	14	4	1	0
PCT7936	ED	832	246	0	0	0	2	0	244	0	0	54	77	100	0	8	3	2	0
PCT7936	MV	832	326	1	0	1	3	0	321	0	3	94	91	110	2	18	3	0	0
PCT7937	ED	874	223	0	0	0	1	0	222	0	0	61	67	81	0	8	3	2	0
PCT7937	MV	874	309	-1	0	0	1	0	309	1	1	103	90	88	2	20	2	2	0
PCT7938	ED	774	162	0	0	0	1	0	161	0	0	52	39	53	2	11	2	2	0
PCT7938	MV	774	247	-1	0	1	1	0	246	0	0	55	71	98	1	13	1	7	0
PCT7939	ED	667	186	2	0	0	1	0	183	0	0	64	50	60	1	4	4	0	0
PCT7939	MV	667	230	-2	0	3	1	0	228	0	0	70	68	74	3	11	2	0	0
PCT7941	ED	728	167	0	0	0	0	0	167	0	1	48	46	58	0	13	0	1	0
PCT7941	MV	728	236	2	0	1	2	0	231	0	1	71	61	85	1	9	1	2	0
PCT7942	ED	893	166	0	0	1	1	0	164	0	0	57	44	50	2	9	0	2	0
PCT7942	MV	893	286	-1	0	2	7	0	278	0	5	84	95	55	4	20	2	13	0
PCT7943	ED	887	192	0	0	0	2	0	190	0	0	66	55	45	4	17	2	1	0
PCT7943	MV	887	319	0	0	3	2	0	314	2	4	89	93	81	4	22	5	14	0
PCT7944	ED	769	201	1	0	0	2	0	198	0	0	48	66	72	1	8	2	1	0
PCT7944	MV	769	235	-1	0	0	0	0	236	1	4	71	80	62	4	7	2	5	0
PCT7945	ED	897	118	-1	0	0	1	0	118	1	0	37	28	39	2	9	1	1	0
PCT7945	MV	897	294	-1	0	1	2	0	292	0	3	76	80	98	5	21	3	6	0
PCT7946	ED	909	134	-1	0	1	1	0	133	0	1	54	24	40	0	6	0	8	0
PCT7946	MV	909	348	1	0	2	3	0	342	2	5	101	61	63	16	36	4	54	0
PCT7947	ED	894	128	0	0	0	1	0	127	0	4	53	28	24	1	9	1	7	0
PCT7947	MV	894	327	-3	0	0	9	0	321	0	2	91	60	73	9	31	1	54	0
PCT7948	ED	900	165	0	0	0	0	0	165	0	1	59	39	41	3	13	0	9	0
PCT7948	MV	900	313	-1	0	1	7	0	306	2	0	99	76	58	13	28	0	30	0
PCT7949	ED	552	78	2	0	0	1	0	75	0	1	24	12	22	2	11	0	3	0
PCT7949	MV	552	224	1	0	0	3	0	220	0	4	76	39	31	8	24	1	37	0
PCT7951	ED	830	97	0	0	0	0	0	97	0	0	39	20	24	3	7	1	3	0
PCT7951	MV	830	341	-3	0	0	1	0	343	1	3	93	60	53	14	37	3	79	0
PCT7952	ED	823	100	0	0	1	1	0	98	0	1	24	19	25	2	17	0	10	0
PCT7952	MV	823	288	1	0	1	1	0	285	0	2	73	60	65	6	35	1	43	0
PCT7953	ED	795	103	-3	0	0	1	0	105	0	0	35	20	34	4	9	0	3	0
PCT7953	MV	795	294	-1	0	0	4	0	291	0	3	103	55	54	7	38	1	30	0
PCT7955	ED	854	116	0	0	1	0	0	115	0	0	38	22	29	3	16	0	7	0
PCT7955	MV	854	320	-1	0	1	3	0	317	1	4	101	56	66	3	38	0	48	0
PCT7956	ED	779	101	2	0	0	4	0	95	0	0	35	19	23	3	6	1	8	0
PCT7956	MV	779	247	0	0	0	0	0	247	0	1	92	38	39	8	17	2	50	0
PCT7957	ED	623	97	1	0	0	0	0	96	2	0	43	19	21	0	7	0	4	0
PCT7957	MV	623	217	0	0	1	1	0	215	0	4	100	30	42	7	18	2	12	0
PCT7958	MV	263	104	-3	0	2	0	0	105	0	3	35	15	18	5	6	3	20	0
PCT7959	ED	695	110	-2	0	0	1	0	111	1	1	43	32	27	1	4	2	0	0
PCT7959	MV	695	190	1	0	1	1	0	187	0	0	70	47	54	0	6	6	4	0
PCT9001	MV	257	101	0	0	1	1	0	99	0	2	45	26	16	0	5	0	5	0
PCT9101	ED	833	190	0	0	0	1	0	189	1	0	62	40	55	4	19	0	8	0
PCT9101	MV	833	323	-1	0	0	4	0	320	0	1	116	65	66	24	28	3	17	0
PCT9102	ED	950	182	0	0	0	7	0	175	0	2	55	37	50	15	12	3	1	0
PCT9102	MV	950	335	-1	0	1	4	0	331	0	1	106	83	83	19	23	0	16	0
PCT9103	ED	924	174	0	0	0	2	0	172	0	2	67	41	35	8	8	1	10	0
PCT9103	MV	924	302	-3	0	0	6	0	299	3	2	110	61	64	23	18	1	17	0
PCT9104	ED	937	176	0	0	2	3	0	171	0	4	42	38	65	4	12	2	4	0
PCT9104	MV	937	332	1	0	1	5	0	325	0	2	107	78	79	14	19	1	25	0
PCT9105	ED	888	191	-1	0	1	0	0	191	1	2	54	54	54	6	11	0	9	0
PCT9105	MV	888	339	-1	0	2	2	0	336	2	3	114	80	82	24	20	2	9	0
PCT9106	ED	907	213	2	0	0	3	0	208	0	0	80	49	51	5	21	2	0	0
PCT9106	MV	907	334	-3	0	4	8	0	325	1	1	123	83	67	11	30	1	8	0
PCT9107	ED	806	164	0	0	1	2	0	161	0	1	45	32	61	4	10	0	8	0
PCT9107	MV	806	246	1	0	0	1	0	244	0	2	78	44	79	14	19	2	6	0
PCT9108	ED	761	185	-1	0	0	1	0	185	0	0	69	28	56	9	14	4	5	0
PCT9108	MV	761	220	-1	0	0	3	0	218	1	1	103	38	48	5	12	2	8	0
PCT9109	ED	848	205	-1	0	0	0	0	206	0	0	63	59	54	9	17	0	4	0
PCT9109	MV	848	285	2	0	0	2	0	281	0	0	117	63	75	8	10	1	7	0
PCT9111	ED	756	150	0	0	0	2	0	148	0	1	51	27	43	8	13	2	3	0
PCT9111	MV	756	226	-1	0	0	2	0	225	1	2	75	50	58	10	15	3	11	0
PCT9112	ED	918	211	0	0	0	1	0	210	0	0	71	54	60	5	12	1	7	0
PCT9112	MV	918	295	0	0	1	3	0	291	2	0	105	79	69	6	20	2	8	0
PCT9113	ED	959	231	1	0	0	2	0	228	1	1	82	50	67	3	19	1	4	0
PCT9113	MV	959	351	2	0	2	1	0	346	0	1	113	89	95	10	18	0	20	0
PCT9114	ED	820	170	0	0	1	2	0	167	0	1	45	43	53	4	12	3	6	0
PCT9114	MV	820	273	2	0	1	3	0	267	0	4	78	67	73	7	21	3	14	0
PCT9115	ED	873	172	0	0	0	2	0	170	0	2	59	36	53	3	11	1	5	0
PCT9115	MV	873	287	0	0	0	3	0	284	0	1	96	57	92	11	17	2	8	0
PCT9116	ED	903	193	2	0	0	2	0	189	0	2	57	34	85	2	4	3	2	0
PCT9116	MV	903	314	2	0	1	2	0	309	0	0	115	56	103	11	15	2	7	0
PCT9117	ED	756	180	0	0	0	1	0	179	0	0	57	45	53	2	20	1	1	0
PCT9117	MV	756	285	2	0	0	4	0	279	0	0	114	64	56	18	24	2	1	0
PCT9118	ED	923	184	-1	0	0	7	0	178	0	0	60	42	53	6	11	1	5	0
PCT9118	MV	923	268	-2	0	1	1	0	268	1	0	78	55	72	16	21	3	22	0
PCT9119	ED	856	152	-2	0	0	2	0	152	0	2	44	37	51	7	7	2	2	0
PCT9119	MV	856	323	-1	0	1	2	0	321	1	1	103	73	87	15	28	2	11	0
PCT9121	ED	890	188	0	0	0	1	0	187	0	2	61	32	50	8	23	1	10	0
PCT9121	MV	890	274	1	0	1	2	0	270	2	1	99	58	63	11	14	1	21	0
PCT9122	ED	913	131	0	0	0	1	0	130	0	0	47	30	36	7	3	0	7	0
PCT9122	MV	913	292	0	0	0	5	0	287	2	1	97	52	80	14	15	0	26	0
PCT9123	ED	829	175	0	0	0	4	0	171	0	3	50	42	60	5	7	0	4	0
PCT9123	MV	829	270	2	0	2	2	0	264	1	0	73	66	68	20	8	0	28	0
PCT9124	ED	832	150	0	0	2	1	0	147	0	0	50	28	49	6	8	0	6	0
PCT9124	MV	832	290	0	0	1	7	0	282	1	1	98	58	74	16	15	2	17	0
PCT9125	ED	822	159	0	0	0	0	0	159	0	0	60	27	52	8	11	0	1	0
PCT9125	MV	822	299	-3	0	0	6	0	296	2	5	91	54	82	11	18	1	32	0
PCT9126	ED	945	186	0	0	0	3	0	183	1	0	62	29	66	5	11	1	8	0
PCT9126	MV	945	350	-1	0	0	4	0	347	3	4	111	72	89	8	22	0	38	0
PCT9127	ED	908	209	1	0	0	2	0	206	0	0	75	40	65	7	15	1	3	0
PCT9127	MV	908	315	-4	0	0	5	0	314	2	0	106	73	91	13	18	5	6	0
PCT9128	ED	805	188	0	0	0	3	0	185	0	1	62	42	56	4	14	1	5	0
PCT9128	MV	805	296	-2	0	0	5	0	293	3	0	112	75	57	5	32	1	8	0
PCT9129	ED	713	173	0	0	0	1	0	172	0	1	61	34	55	3	9	0	9	0
PCT9129	MV	713	225	2	0	0	3	0	220	1	3	73	34	58	15	13	3	20	0
PCT9131	ED	740	151	1	0	0	0	0	150	1	0	49	28	60	4	3	0	5	0
PCT9131	MV	740	274	1	0	0	0	0	273	0	3	94	50	79	9	19	0	19	0
PCT9132	ED	827	167	1	0	0	3	0	163	1	1	40	44	69	1	4	1	2	0
PCT9132	MV	827	251	-1	0	2	2	0	248	0	0	87	37	91	8	11	3	11	0
PCT9133	ED	1007	188	1	0	0	1	0	186	0	0	77	49	50	0	8	0	2	0
PCT9133	MV	1007	388	0	0	1	2	0	385	2	2	130	107	94	12	23	1	14	0
PCT9134	ED	893	132	2	0	0	2	0	128	0	0	46	18	50	2	9	1	2	0
PCT9134	MV	893	297	1	0	0	1	0	295	1	1	128	53	77	5	20	2	8	0
PCT9135	ED	778	149	0	0	0	0	0	149	0	1	52	40	30	2	20	2	2	0
PCT9135	MV	778	269	2	0	0	3	0	264	0	2	79	67	61	29	21	2	3	0
PCT9136	ED	894	191	0	0	0	2	0	189	0	0	56	49	68	4	7	1	4	0
PCT9136	MV	894	289	2	0	1	2	0	284	0	1	95	66	71	13	18	1	19	0
PCT9137	ED	946	201	-1	0	0	3	0	199	0	1	50	54	58	12	13	1	10	0
PCT9137	MV	946	323	2	0	0	4	0	317	0	1	106	88	74	6	15	3	24	0
PCT9138	ED	892	155	0	0	0	1	0	154	0	0	50	40	38	9	13	0	4	0
PCT9138	MV	892	323	-4	0	2	2	0	323	1	1	111	73	71	14	24	3	25	0
PCT9139	ED	912	163	-2	0	0	2	0	163	0	0	48	27	59	10	12	0	7	0
PCT9139	MV	912	356	2	0	2	3	0	349	2	4	99	67	73	25	41	3	35	0
PCT9141	ED	904	168	-1	0	0	2	0	167	0	0	48	38	47	6	19	0	9	0
PCT9141	MV	904	328	-2	0	0	8	0	322	0	0	104	71	92	13	21	4	17	0
PCT9142	ED	921	219	2	0	0	0	0	217	0	1	65	47	81	8	9	1	5	0
PCT9142	MV	921	288	-3	0	0	2	0	289	0	0	96	70	77	4	23	2	17	0
PCT9143	ED	887	196	0	0	0	1	0	195	0	0	53	59	63	7	11	0	2	0
PCT9143	MV	887	315	-3	0	0	4	0	314	1	1	84	80	85	22	20	4	17	0
PCT9144	ED	931	221	0	0	0	2	0	219	1	0	62	48	76	10	15	1	6	0
PCT9144	MV	931	322	-3	0	2	2	0	321	0	0	103	92	62	7	31	1	25	0
PCT9145	ED	837	197	2	0	0	1	0	194	0	1	68	52	61	2	7	0	3	0
PCT9145	MV	837	282	-1	0	0	3	0	280	0	0	102	67	65	10	14	2	20	0
PCT9146	ED	866	206	2	0	0	2	0	202	0	0	43	51	88	7	8	0	5	0
PCT9146	MV	866	297	-1	0	0	1	0	297	1	1	108	63	93	10	13	1	7	0
PCT9147	ED	920	227	1	0	1	0	0	225	2	1	71	33	90	4	14	2	8	0
PCT9147	MV	920	318	-3	0	0	2	0	319	0	1	109	51	101	6	27	1	23	0
PCT9148	ED	946	226	-1	0	0	0	0	227	0	0	90	42	75	4	10	3	3	0
PCT9148	MV	946	322	0	0	1	2	0	319	0	0	127	66	96	10	10	2	8	0
PCT9149	ED	884	196	0	0	0	0	0	196	1	2	59	46	63	3	16	3	3	0
PCT9149	MV	884	296	0	0	0	4	0	292	0	0	103	69	83	13	16	0	8	0
PCT9151	ED	806	152	-1	0	0	2	0	151	0	1	56	30	43	2	19	0	0	0
PCT9151	MV	806	267	-1	0	0	8	0	260	0	0	107	58	51	10	33	0	1	0
PCT9152	ED	712	67	1	0	0	1	0	65	0	1	18	13	31	1	1	0	0	0
PCT9152	MV	712	138	0	0	0	0	0	138	0	0	45	29	40	3	20	1	0	0
PCT9201	ED	953	201	1	0	0	0	0	200	1	0	69	33	79	5	9	1	3	0
PCT9201	MV	953	229	0	0	1	3	0	225	0	0	86	49	69	10	11	0	0	0
PCT9202	ED	908	184	-2	0	1	1	0	184	0	1	81	34	49	3	14	2	0	0
PCT9202	MV	908	218	0	0	0	1	0	217	0	0	87	36	71	9	14	0	0	0
PCT9203	ED	968	145	0	0	0	2	0	143	0	1	52	27	22	11	29	0	1	0
PCT9203	MV	968	300	0	0	0	7	0	293	0	1	135	53	35	24	44	1	0	0
PCT9204	ED	809	147	0	0	0	4	0	143	0	0	61	35	16	7	23	0	1	0
PCT9204	MV	809	223	0	0	1	0	0	222	0	0	93	52	21	15	41	0	0	0
PCT9205	ED	694	113	0	0	0	2	0	111	0	0	49	21	24	1	14	2	0	0
PCT9205	MV	694	201	0	0	1	3	0	197	1	0	85	50	35	5	19	0	2	0
PCT9206	ED	887	135	0	0	0	3	0	132	0	1	58	25	15	8	24	1	0	0
PCT9206	MV	887	294	-2	0	0	5	0	291	1	0	119	71	26	24	47	2	1	0
PCT9207	ED	913	148	-1	0	0	4	0	145	0	0	67	30	18	9	20	1	0	0
PCT9207	MV	913	249	-1	0	0	0	0	250	2	2	100	51	34	15	45	1	0	0
PCT9208	ED	936	147	-1	0	0	2	0	146	0	0	56	31	30	9	20	0	0	0
PCT9208	MV	936	240	1	0	0	3	0	236	2	0	95	60	33	13	32	0	1	0
PCT9209	ED	675	121	-1	0	0	3	0	119	0	1	49	14	19	9	27	0	0	0
PCT9209	MV	675	188	-2	0	1	2	0	187	1	1	73	33	35	12	31	0	1	0
PCT9211	ED	834	130	0	0	0	1	0	129	0	1	62	18	27	3	18	0	0	0
PCT9211	MV	834	212	-1	0	1	4	0	208	0	0	81	49	28	11	36	3	0	0
PCT9212	ED	764	121	1	0	1	3	0	116	0	0	49	30	25	4	6	2	0	0
PCT9212	MV	764	205	3	0	0	4	0	198	0	1	68	51	34	12	31	0	1	0
PCT9213	ED	890	140	0	0	0	3	0	137	0	0	51	34	28	4	17	3	0	0
PCT9213	MV	890	260	-1	0	1	3	0	257	0	2	105	53	49	16	27	1	4	0
