area_id	subtotal_type	party	RSReg	RSCst	RSCnt	RSCd1	RSCd2	RSPnd	RSCha
PCT7048	TO	NPP	317						
PCT7048	TO	NPPALL	317						
PCT7048	ED	ALL	196	80	80				
PCT7048	ED	AI	6						
PCT7048	ED	DEM	101						
PCT7048	ED	GRN	0						
PCT7048	ED	LIB	0						
PCT7048	ED	PF	2						
PCT7048	ED	REP	6						
PCT7048	ED	NPP	112						
PCT7048	ED	NPPALL	112						
PCT7048	MV	ALL	685	278	268			0	9
PCT7048	MV	AI	7	0	0			0	0
PCT7048	MV	AINPP	2	2	2			0	0
PCT7048	MV	DEM	401	175	166			0	9
PCT7048	MV	DEMNPP	28	21	21			0	0
PCT7048	MV	GRN	2	1	1			0	0
PCT7048	MV	LIB	2	0	0			0	0
PCT7048	MV	LIBNPP	1	1	1			0	0
PCT7048	MV	PF	1	0	0			0	0
PCT7048	MV	REP	36	21	21			0	0
PCT7048	MV	NPP	205	57	57			0	0
PCT7048	MV	NPPALL	236	81	81			0	0
PCT7049	TO	ALL	826	355	351				
PCT7049	TO	AI	9						
PCT7049	TO	DEM	368						
PCT7049	TO	GRN	0						
PCT7049	TO	LIB	3						
PCT7049	TO	PF	4						
PCT7049	TO	REP	72						
PCT7049	TO	NPP	370						
PCT7049	TO	NPPALL	370						
PCT7049	ED	ALL	210	103	103				
PCT7049	ED	AI	2						
PCT7049	ED	DEM	95						
PCT7049	ED	GRN	0						
PCT7049	ED	LIB	1						
PCT7049	ED	PF	0						
PCT7049	ED	REP	12						
PCT7049	ED	NPP	132						
PCT7049	ED	NPPALL	132						
PCT7049	MV	ALL	616	252	248			0	4
PCT7049	MV	AI	7	0	0			0	0
PCT7049	MV	AINPP	1	1	1			0	0
PCT7049	MV	DEM	273	131	130			0	1
PCT7049	MV	DEMNPP	31	25	25			0	0
PCT7049	MV	GRN	0	0	0			0	0
PCT7049	MV	LIB	2	1	1			0	0
PCT7049	MV	LIBNPP	0	0	0			0	0
PCT7049	MV	PF	4	1	1			0	0
PCT7049	MV	REP	60	27	25			0	2
PCT7049	MV	NPP	238	66	65			0	1
PCT7049	MV	NPPALL	270	92	91			0	1
PCT7051	TO	ALL	880	422	416				
PCT7051	TO	AI	11						
PCT7051	TO	DEM	427						
PCT7051	TO	GRN	4						
PCT7051	TO	LIB	5						
PCT7051	TO	PF	5						
PCT7051	TO	REP	69						
PCT7051	TO	NPP	359						
PCT7051	TO	NPPALL	359						
PCT7051	ED	ALL	165	105	105				
PCT7051	ED	AI	0						
PCT7051	ED	DEM	85						
PCT7051	ED	GRN	0						
PCT7051	ED	LIB	3						
PCT7051	ED	PF	2						
PCT7051	ED	REP	7						
PCT7051	ED	NPP	102						
PCT7051	ED	NPPALL	102						
PCT7051	MV	ALL	715	317	311			0	5
PCT7051	MV	AI	12	4	4			0	0
PCT7051	MV	AINPP	1	1	1			0	0
PCT7051	MV	DEM	342	183	179			0	4
PCT7051	MV	DEMNPP	32	29	29			0	0
PCT7051	MV	GRN	4	1	1			0	0
PCT7051	MV	LIB	2	1	1			0	0
PCT7051	MV	LIBNPP	0	0	0			0	0
PCT7051	MV	PF	3	0	0			0	0
PCT7051	MV	REP	62	30	30			0	0
PCT7051	MV	NPP	257	68	67			0	1
PCT7051	MV	NPPALL	290	98	97			0	1
PCT7052	TO	ALL	906	446	435				
PCT7052	TO	AI	10						
PCT7052	TO	DEM	461						
PCT7052	TO	GRN	2						
PCT7052	TO	LIB	4						
PCT7052	TO	PF	6						
PCT7052	TO	REP	52						
PCT7052	TO	NPP	371						
PCT7052	TO	NPPALL	371						
PCT7052	ED	ALL	184	136	136				
PCT7052	ED	AI	0						
PCT7052	ED	DEM	111						
PCT7052	ED	GRN	0						
PCT7052	ED	LIB	2						
PCT7052	ED	PF	2						
PCT7052	ED	REP	7						
PCT7052	ED	NPP	107						
PCT7052	ED	NPPALL	107						
PCT7052	MV	ALL	722	310	299			0	11
PCT7052	MV	AI	10	2	2			0	0
PCT7052	MV	AINPP	1	1	1			0	0
PCT7052	MV	DEM	350	172	167			0	5
PCT7052	MV	DEMNPP	42	36	33			0	3
PCT7052	MV	GRN	2	0	0			0	0
PCT7052	MV	LIB	2	1	1			0	0
PCT7052	MV	LIBNPP	2	0	0			0	0
PCT7052	MV	PF	4	0	0			0	0
PCT7052	MV	REP	45	20	19			0	1
PCT7052	MV	NPP	264	78	76			0	2
PCT7052	MV	NPPALL	309	115	110			0	5
PCT7053	TO	ALL	585	307	299				
PCT7053	TO	AI	7						
PCT7053	TO	DEM	320						
PCT7053	TO	GRN	2						
PCT7053	TO	LIB	2						
PCT7053	TO	PF	2						
PCT7053	TO	REP	43						
PCT7053	TO	NPP	209						
PCT7053	TO	NPPALL	209						
PCT7053	ED	ALL	43	70	70				
PCT7053	ED	AI	0						
PCT7053	ED	DEM	32						
PCT7053	ED	GRN	0						
PCT7053	ED	LIB	0						
PCT7053	ED	PF	0						
PCT7053	ED	REP	2						
PCT7053	ED	NPP	50						
PCT7053	ED	NPPALL	50						
PCT7053	MV	ALL	542	237	229			0	7
PCT7053	MV	AI	7	1	1			0	0
PCT7053	MV	AINPP	1	1	1			0	0
PCT7053	MV	DEM	288	153	148			0	5
PCT7053	MV	DEMNPP	38	31	30			0	1
PCT7053	MV	GRN	3	1	1			0	0
PCT7053	MV	LIB	2	0	0			0	0
PCT7053	MV	LIBNPP	1	0	0			0	0
PCT7053	MV	PF	2	0	0			0	0
PCT7053	MV	REP	41	19	19			0	0
PCT7053	MV	NPP	159	31	30			0	1
PCT7053	MV	NPPALL	199	63	61			0	2
PCT7054	TO	ALL	1136	501	479				
PCT7054	TO	AI	22						
PCT7054	TO	DEM	706						
PCT7054	TO	GRN	3						
PCT7054	TO	LIB	2						
PCT7054	TO	PF	4						
PCT7054	TO	REP	45						
PCT7054	TO	NPP	354						
PCT7054	TO	NPPALL	354						
PCT7054	ED	ALL	273	170	170				
PCT7054	ED	AI	8						
PCT7054	ED	DEM	163						
PCT7054	ED	GRN	1						
PCT7054	ED	LIB	0						
PCT7054	ED	PF	0						
PCT7054	ED	REP	12						
PCT7054	ED	NPP	118						
PCT7054	ED	NPPALL	118						
PCT7054	MV	ALL	863	331	309			0	15
PCT7054	MV	AI	14	2	2			0	0
PCT7054	MV	AINPP	1	1	1			0	0
PCT7054	MV	DEM	543	248	241			0	7
PCT7054	MV	DEMNPP	28	20	18			0	2
PCT7054	MV	GRN	2	1	1			0	0
PCT7054	MV	LIB	2	1	1			0	0
PCT7054	MV	LIBNPP	0	0	0			0	0
PCT7054	MV	PF	4	0	0			0	0
PCT7054	MV	REP	33	12	10			0	2
PCT7054	MV	NPP	236	46	42			0	4
PCT7054	MV	NPPALL	265	67	61			0	6
PCT7055	TO	ALL	826	490	443				
PCT7055	TO	AI	14						
PCT7055	TO	DEM	507						
PCT7055	TO	GRN	2						
PCT7055	TO	LIB	4						
PCT7055	TO	PF	2						
PCT7055	TO	REP	45						
PCT7055	TO	NPP	252						
PCT7055	TO	NPPALL	252						
PCT7055	ED	ALL	94	150	150				
PCT7055	ED	AI	1						
PCT7055	ED	DEM	62						
PCT7055	ED	GRN	2						
PCT7055	ED	LIB	1						
PCT7055	ED	PF	1						
PCT7055	ED	REP	2						
PCT7055	ED	NPP	64						
PCT7055	ED	NPPALL	64						
PCT7055	MV	ALL	732	340	293			0	43
PCT7055	MV	AI	13	1	1			0	0
PCT7055	MV	AINPP	0	0	0			0	0
PCT7055	MV	DEM	445	248	217			0	31
PCT7055	MV	DEMNPP	39	29	24			0	5
PCT7055	MV	GRN	0	0	0			0	0
PCT7055	MV	LIB	3	0	0			0	0
PCT7055	MV	LIBNPP	0	0	0			0	0
PCT7055	MV	PF	1	0	0			0	0
PCT7055	MV	REP	43	18	16			0	2
PCT7055	MV	NPP	188	44	39			0	5
PCT7055	MV	NPPALL	227	73	63			0	10
PCT7056	TO	ALL	705	480	455				
PCT7056	TO	AI	7						
PCT7056	TO	DEM	456						
PCT7056	TO	GRN	4						
PCT7056	TO	LIB	7						
PCT7056	TO	PF	0						
PCT7056	TO	REP	24						
PCT7056	TO	NPP	207						
PCT7056	TO	NPPALL	207						
PCT7056	ED	ALL	86	179	179				
PCT7056	ED	AI	0						
PCT7056	ED	DEM	59						
PCT7056	ED	GRN	0						
PCT7056	ED	LIB	1						
PCT7056	ED	PF	0						
PCT7056	ED	REP	0						
PCT7056	ED	NPP	84						
PCT7056	ED	NPPALL	84						
PCT7056	MV	ALL	619	301	276			0	22
PCT7056	MV	AI	9	2	1			0	1
PCT7056	MV	AINPP	2	0	0			0	0
PCT7056	MV	DEM	397	225	207			0	18
PCT7056	MV	DEMNPP	51	46	45			0	1
PCT7056	MV	GRN	4	1	1			0	0
PCT7056	MV	LIB	6	2	2			0	0
PCT7056	MV	LIBNPP	0	0	0			0	0
PCT7056	MV	PF	2	0	0			0	0
PCT7056	MV	REP	25	7	7			0	0
PCT7056	MV	NPP	123	18	16			0	2
PCT7056	MV	NPPALL	176	64	61			0	3
PCT7101	TO	ALL	147	119	108				
PCT7101	TO	AI	1						
PCT7101	TO	DEM	104						
PCT7101	TO	GRN	2						
PCT7101	TO	LIB	1						
PCT7101	TO	PF	0						
PCT7101	TO	REP	2						
PCT7101	TO	NPP	37						
PCT7101	TO	NPPALL	37						
PCT7101	ED	ALL	0	9	9				
PCT7101	ED	AI	0						
PCT7101	ED	DEM	0						
PCT7101	ED	GRN	0						
PCT7101	ED	LIB	0						
PCT7101	ED	PF	0						
PCT7101	ED	REP	0						
PCT7101	ED	NPP	13						
PCT7101	ED	NPPALL	13						
PCT7101	MV	ALL	162	110	99			0	11
PCT7101	MV	AI	1	0	0			0	0
PCT7101	MV	AINPP	0	0	0			0	0
PCT7101	MV	DEM	114	89	80			0	9
PCT7101	MV	DEMNPP	17	13	12			0	1
PCT7101	MV	GRN	2	1	1			0	0
PCT7101	MV	LIB	1	1	1			0	0
PCT7101	MV	LIBNPP	0	0	0			0	0
PCT7101	MV	PF	0	0	0			0	0
PCT7101	MV	REP	3	1	0			0	1
PCT7101	MV	NPP	24	5	5			0	0
PCT7101	MV	NPPALL	41	18	17			0	1
PCT7201	TO	ALL	935	615	577				
PCT7201	TO	AI	22						
PCT7201	TO	DEM	550						
PCT7201	TO	GRN	0						
PCT7201	TO	LIB	7						
PCT7201	TO	PF	0						
PCT7201	TO	REP	112						
PCT7201	TO	NPP	244						
PCT7201	TO	NPPALL	244						
PCT7201	ED	ALL	146	195	195				
PCT7201	ED	AI	2						
PCT7201	ED	DEM	80						
PCT7201	ED	GRN	0						
PCT7201	ED	LIB	1						
PCT7201	ED	PF	0						
PCT7201	ED	REP	22						
PCT7201	ED	NPP	94						
PCT7201	ED	NPPALL	94						
PCT7201	MV	ALL	789	420	382			0	34
PCT7201	MV	AI	20	5	4			0	1
PCT7201	MV	AINPP	2	2	2			0	0
PCT7201	MV	DEM	470	301	275			0	26
PCT7201	MV	DEMNPP	49	37	34			0	3
PCT7201	MV	GRN	0	0	0			0	0
PCT7201	MV	LIB	6	2	2			0	0
PCT7201	MV	LIBNPP	2	1	1			0	0
PCT7201	MV	PF	0	0	0			0	0
PCT7201	MV	REP	90	44	43			0	1
PCT7201	MV	NPP	150	28	25			0	3
PCT7201	MV	NPPALL	203	68	62			0	6
PCT7202	TO	ALL	851	540	500				
PCT7202	TO	AI	20						
PCT7202	TO	DEM	488						
PCT7202	TO	GRN	3						
PCT7202	TO	LIB	10						
PCT7202	TO	PF	0						
PCT7202	TO	REP	117						
PCT7202	TO	NPP	213						
PCT7202	TO	NPPALL	213						
PCT7202	ED	ALL	143	191	191				
PCT7202	ED	AI	0						
PCT7202	ED	DEM	96						
PCT7202	ED	GRN	0						
PCT7202	ED	LIB	0						
PCT7202	ED	PF	0						
PCT7202	ED	REP	15						
PCT7202	ED	NPP	74						
PCT7202	ED	NPPALL	74						
PCT7202	MV	ALL	708	349	309			0	36
PCT7202	MV	AI	23	9	9			0	0
PCT7202	MV	AINPP	0	0	0			0	0
PCT7202	MV	DEM	392	235	211			0	24
PCT7202	MV	DEMNPP	33	27	24			0	3
PCT7202	MV	GRN	3	1	0			0	1
PCT7202	MV	LIB	13	2	1			0	1
PCT7202	MV	LIBNPP	3	2	2			0	0
PCT7202	MV	PF	0	0	0			0	0
PCT7202	MV	REP	102	46	43			0	3
PCT7202	MV	NPP	139	27	23			0	4
PCT7202	MV	NPPALL	175	56	49			0	7
PCT7203	TO	ALL	879	559	538				
PCT7203	TO	AI	17						
PCT7203	TO	DEM	521						
PCT7203	TO	GRN	5						
PCT7203	TO	LIB	8						
PCT7203	TO	PF	1						
PCT7203	TO	REP	69						
PCT7203	TO	NPP	258						
PCT7203	TO	NPPALL	258						
PCT7203	ED	ALL	186	217	217				
PCT7203	ED	AI	0						
PCT7203	ED	DEM	128						
PCT7203	ED	GRN	3						
PCT7203	ED	LIB	3						
PCT7203	ED	PF	0						
PCT7203	ED	REP	3						
PCT7203	ED	NPP	112						
PCT7203	ED	NPPALL	112						
PCT7203	MV	ALL	693	342	321			0	18
PCT7203	MV	AI	17	2	2			0	0
PCT7203	MV	AINPP	2	1	1			0	0
PCT7203	MV	DEM	393	245	230			0	15
PCT7203	MV	DEMNPP	60	50	48			0	2
PCT7203	MV	GRN	2	1	1			0	0
PCT7203	MV	LIB	5	0	0			0	0
PCT7203	MV	LIBNPP	1	1	1			0	0
PCT7203	MV	PF	1	0	0			0	0
PCT7203	MV	REP	66	21	21			0	0
PCT7203	MV	NPP	146	21	20			0	1
PCT7203	MV	NPPALL	209	73	70			0	3
PCT7204	TO	ALL	899	652	629				
PCT7204	TO	AI	17						
PCT7204	TO	DEM	556						
PCT7204	TO	GRN	2						
PCT7204	TO	LIB	9						
PCT7204	TO	PF	0						
PCT7204	TO	REP	86						
PCT7204	TO	NPP	229						
PCT7204	TO	NPPALL	229						
PCT7204	ED	ALL	126	204	204				
PCT7204	ED	AI	0						
PCT7204	ED	DEM	84						
PCT7204	ED	GRN	0						
PCT7204	ED	LIB	1						
PCT7204	ED	PF	0						
PCT7204	ED	REP	16						
PCT7204	ED	NPP	93						
PCT7204	ED	NPPALL	93						
PCT7204	MV	ALL	773	448	425			0	19
PCT7204	MV	AI	20	6	6			0	0
PCT7204	MV	AINPP	2	2	2			0	0
PCT7204	MV	DEM	472	323	306			0	17
PCT7204	MV	DEMNPP	61	56	56			0	0
PCT7204	MV	GRN	3	0	0			0	0
PCT7204	MV	LIB	8	2	2			0	0
PCT7204	MV	LIBNPP	0	0	0			0	0
PCT7204	MV	PF	1	0	0			0	0
PCT7204	MV	REP	70	31	31			0	0
PCT7204	MV	NPP	136	28	26			0	2
PCT7204	MV	NPPALL	199	86	84			0	2
PCT7205	TO	ALL	871	596	564				
PCT7205	TO	AI	19						
PCT7205	TO	DEM	520						
PCT7205	TO	GRN	7						
PCT7205	TO	LIB	3						
PCT7205	TO	PF	0						
PCT7205	TO	REP	96						
PCT7205	TO	NPP	226						
PCT7205	TO	NPPALL	226						
PCT7205	ED	ALL	147	203	203				
PCT7205	ED	AI	3						
PCT7205	ED	DEM	94						
PCT7205	ED	GRN	2						
PCT7205	ED	LIB	3						
PCT7205	ED	PF	0						
PCT7205	ED	REP	16						
PCT7205	ED	NPP	93						
PCT7205	ED	NPPALL	93						
PCT7205	MV	ALL	724	393	361			0	30
PCT7205	MV	AI	16	2	2			0	0
PCT7205	MV	AINPP	6	2	2			0	0
PCT7205	MV	DEM	426	279	257			0	22
PCT7205	MV	DEMNPP	57	43	39			0	4
PCT7205	MV	GRN	5	2	2			0	0
PCT7205	MV	LIB	0	0	0			0	0
PCT7205	MV	LIBNPP	1	0	0			0	0
PCT7205	MV	PF	0	0	0			0	0
PCT7205	MV	REP	80	39	36			0	3
PCT7205	MV	NPP	133	26	25			0	1
PCT7205	MV	NPPALL	197	71	66			0	5
PCT7206	TO	ALL	377	267	259				
PCT7206	TO	AI	7						
PCT7206	TO	DEM	230						
PCT7206	TO	GRN	1						
PCT7206	TO	LIB	1						
PCT7206	TO	PF	0						
PCT7206	TO	REP	33						
PCT7206	TO	NPP	105						
PCT7206	TO	NPPALL	105						
PCT7206	ED	ALL	78	131	131				
PCT7206	ED	AI	0						
PCT7206	ED	DEM	50						
PCT7206	ED	GRN	0						
PCT7206	ED	LIB	0						
PCT7206	ED	PF	0						
PCT7206	ED	REP	7						
PCT7206	ED	NPP	43						
PCT7206	ED	NPPALL	43						
PCT7206	MV	ALL	299	136	128			0	5
PCT7206	MV	AI	8	3	2			0	1
PCT7206	MV	AINPP	1	0	0			0	0
PCT7206	MV	DEM	180	100	96			0	4
PCT7206	MV	DEMNPP	20	17	17			0	0
PCT7206	MV	GRN	1	1	1			0	0
PCT7206	MV	LIB	1	0	0			0	0
PCT7206	MV	LIBNPP	0	0	0			0	0
PCT7206	MV	PF	0	0	0			0	0
PCT7206	MV	REP	26	10	10			0	0
PCT7206	MV	NPP	62	5	5			0	0
PCT7206	MV	NPPALL	83	22	22			0	0
PCT7207	TO	ALL	867	548	513				
PCT7207	TO	AI	31						
PCT7207	TO	DEM	506						
PCT7207	TO	GRN	4						
PCT7207	TO	LIB	9						
PCT7207	TO	PF	3						
PCT7207	TO	REP	61						
PCT7207	TO	NPP	253						
PCT7207	TO	NPPALL	253						
PCT7207	ED	ALL	123	177	177				
PCT7207	ED	AI	6						
PCT7207	ED	DEM	71						
PCT7207	ED	GRN	1						
PCT7207	ED	LIB	2						
PCT7207	ED	PF	0						
PCT7207	ED	REP	8						
PCT7207	ED	NPP	85						
PCT7207	ED	NPPALL	85						
PCT7207	MV	ALL	744	371	336			0	34
PCT7207	MV	AI	25	4	4			0	0
PCT7207	MV	AINPP	1	1	1			0	0
PCT7207	MV	DEM	435	257	233			0	24
PCT7207	MV	DEMNPP	48	39	36			0	3
PCT7207	MV	GRN	3	2	2			0	0
PCT7207	MV	LIB	7	1	1			0	0
PCT7207	MV	LIBNPP	1	0	0			0	0
PCT7207	MV	PF	3	1	1			0	0
PCT7207	MV	REP	53	23	22			0	1
PCT7207	MV	NPP	168	43	37			0	6
PCT7207	MV	NPPALL	218	83	74			0	9
PCT7208	TO	ALL	570	373	365				
PCT7208	TO	AI	17						
PCT7208	TO	DEM	337						
PCT7208	TO	GRN	0						
PCT7208	TO	LIB	2						
PCT7208	TO	PF	1						
PCT7208	TO	REP	46						
PCT7208	TO	NPP	167						
PCT7208	TO	NPPALL	167						
PCT7208	ED	ALL	78	111	111				
PCT7208	ED	AI	0						
PCT7208	ED	DEM	56						
PCT7208	ED	GRN	0						
PCT7208	ED	LIB	0						
PCT7208	ED	PF	0						
PCT7208	ED	REP	2						
PCT7208	ED	NPP	67						
PCT7208	ED	NPPALL	67						
PCT7208	MV	ALL	492	262	254			0	6
PCT7208	MV	AI	17	5	4			0	1
PCT7208	MV	AINPP	2	1	1			0	0
PCT7208	MV	DEM	281	173	171			0	2
PCT7208	MV	DEMNPP	42	34	32			0	2
PCT7208	MV	GRN	2	0	0			0	0
PCT7208	MV	LIB	2	2	2			0	0
PCT7208	MV	LIBNPP	1	1	1			0	0
PCT7208	MV	PF	1	0	0			0	0
PCT7208	MV	REP	44	23	23			0	0
PCT7208	MV	NPP	100	23	22			0	1
PCT7208	MV	NPPALL	145	59	56			0	3
PCT7209	TO	ALL	647	467	425				
PCT7209	TO	AI	14						
PCT7209	TO	DEM	370						
PCT7209	TO	GRN	1						
PCT7209	TO	LIB	6						
PCT7209	TO	PF	2						
PCT7209	TO	REP	85						
PCT7209	TO	NPP	169						
PCT7209	TO	NPPALL	169						
PCT7209	ED	ALL	52	82	82				
PCT7209	ED	AI	2						
PCT7209	ED	DEM	29						
PCT7209	ED	GRN	0						
PCT7209	ED	LIB	1						
PCT7209	ED	PF	1						
PCT7209	ED	REP	0						
PCT7209	ED	NPP	73						
PCT7209	ED	NPPALL	73						
PCT7209	MV	ALL	595	385	343			0	40
PCT7209	MV	AI	12	5	5			0	0
PCT7209	MV	AINPP	1	0	0			0	0
PCT7209	MV	DEM	341	253	229			0	24
PCT7209	MV	DEMNPP	51	43	41			0	2
PCT7209	MV	GRN	1	0	0			0	0
PCT7209	MV	LIB	5	1	1			0	0
PCT7209	MV	LIBNPP	0	0	0			0	0
PCT7209	MV	PF	1	0	0			0	0
PCT7209	MV	REP	87	53	46			0	7
PCT7209	MV	NPP	96	30	23			0	7
PCT7209	MV	NPPALL	148	73	64			0	9
PCT7301	TO	ALL	1014	498	473				
PCT7301	TO	AI	22						
PCT7301	TO	DEM	538						
PCT7301	TO	GRN	3						
PCT7301	TO	LIB	8						
PCT7301	TO	PF	0						
PCT7301	TO	REP	78						
PCT7301	TO	NPP	365						
PCT7301	TO	NPPALL	365						
PCT7301	ED	ALL	201	154	154				
PCT7301	ED	AI	6						
PCT7301	ED	DEM	99						
PCT7301	ED	GRN	2						
PCT7301	ED	LIB	1						
PCT7301	ED	PF	0						
PCT7301	ED	REP	17						
PCT7301	ED	NPP	123						
PCT7301	ED	NPPALL	123						
PCT7301	MV	ALL	813	344	319			0	19
PCT7301	MV	AI	16	3	3			0	0
PCT7301	MV	AINPP	2	0	0			0	0
PCT7301	MV	DEM	439	228	213			0	15
PCT7301	MV	DEMNPP	44	35	35			0	0
PCT7301	MV	GRN	1	1	0			0	1
PCT7301	MV	LIB	7	5	3			0	2
PCT7301	MV	LIBNPP	1	0	0			0	0
PCT7301	MV	PF	0	0	0			0	0
PCT7301	MV	REP	61	28	28			0	0
PCT7301	MV	NPP	242	44	43			0	1
PCT7301	MV	NPPALL	289	79	78			0	1
PCT7302	TO	ALL	849	549	507				
PCT7302	TO	AI	15						
PCT7302	TO	DEM	452						
PCT7302	TO	GRN	4						
PCT7302	TO	LIB	1						
PCT7302	TO	PF	1						
PCT7302	TO	REP	75						
PCT7302	TO	NPP	301						
PCT7302	TO	NPPALL	301						
PCT7302	ED	ALL	136	153	153				
PCT7302	ED	AI	1						
PCT7302	ED	DEM	82						
PCT7302	ED	GRN	0						
PCT7302	ED	LIB	1						
PCT7302	ED	PF	0						
PCT7302	ED	REP	7						
PCT7302	ED	NPP	115						
PCT7302	ED	NPPALL	115						
PCT7302	MV	ALL	713	396	354			0	40
PCT7302	MV	AI	14	4	4			0	0
PCT7302	MV	AINPP	1	1	1			0	0
PCT7302	MV	DEM	370	249	222			0	27
PCT7302	MV	DEMNPP	68	56	52			0	4
PCT7302	MV	GRN	4	2	2			0	0
PCT7302	MV	LIB	0	0	0			0	0
PCT7302	MV	LIBNPP	1	1	1			0	0
PCT7302	MV	PF	1	0	0			0	0
PCT7302	MV	REP	68	36	32			0	4
PCT7302	MV	NPP	186	47	42			0	5
PCT7302	MV	NPPALL	256	105	96			0	9
PCT7303	TO	ALL	1068	660	632				
PCT7303	TO	AI	19						
PCT7303	TO	DEM	600						
PCT7303	TO	GRN	7						
PCT7303	TO	LIB	6						
PCT7303	TO	PF	2						
PCT7303	TO	REP	101						
PCT7303	TO	NPP	333						
PCT7303	TO	NPPALL	333						
PCT7303	ED	ALL	199	255	255				
PCT7303	ED	AI	4						
PCT7303	ED	DEM	102						
PCT7303	ED	GRN	0						
PCT7303	ED	LIB	0						
PCT7303	ED	PF	0						
PCT7303	ED	REP	23						
PCT7303	ED	NPP	141						
PCT7303	ED	NPPALL	141						
PCT7303	MV	ALL	869	405	377			0	21
PCT7303	MV	AI	15	3	3			0	0
PCT7303	MV	AINPP	0	0	0			0	0
PCT7303	MV	DEM	498	280	264			0	16
PCT7303	MV	DEMNPP	67	57	53			0	4
PCT7303	MV	GRN	8	0	0			0	0
PCT7303	MV	LIB	8	0	0			0	0
PCT7303	MV	LIBNPP	1	0	0			0	0
PCT7303	MV	PF	2	1	1			0	0
PCT7303	MV	REP	78	23	22			0	1
PCT7303	MV	NPP	192	41	41			0	0
PCT7303	MV	NPPALL	260	98	94			0	4
PCT7304	TO	ALL	1001	646	611				
PCT7304	TO	AI	19						
PCT7304	TO	DEM	599						
PCT7304	TO	GRN	4						
PCT7304	TO	LIB	10						
PCT7304	TO	PF	2						
PCT7304	TO	REP	83						
PCT7304	TO	NPP	284						
PCT7304	TO	NPPALL	284						
PCT7304	ED	ALL	198	241	241				
PCT7304	ED	AI	0						
PCT7304	ED	DEM	137						
PCT7304	ED	GRN	2						
PCT7304	ED	LIB	1						
PCT7304	ED	PF	1						
PCT7304	ED	REP	12						
PCT7304	ED	NPP	110						
PCT7304	ED	NPPALL	110						
PCT7304	MV	ALL	803	405	370			0	35
PCT7304	MV	AI	20	3	3			0	0
PCT7304	MV	AINPP	1	1	1			0	0
PCT7304	MV	DEM	462	290	264			0	26
PCT7304	MV	DEMNPP	62	44	43			0	1
PCT7304	MV	GRN	2	0	0			0	0
PCT7304	MV	LIB	9	1	1			0	0
PCT7304	MV	LIBNPP	1	1	1			0	0
PCT7304	MV	PF	1	0	0			0	0
PCT7304	MV	REP	71	26	23			0	3
PCT7304	MV	NPP	174	39	34			0	5
PCT7304	MV	NPPALL	238	85	79			0	6
PCT7305	TO	ALL	867	620	594				
PCT7305	TO	AI	17						
PCT7305	TO	DEM	494						
PCT7305	TO	GRN	8						
PCT7305	TO	LIB	7						
PCT7305	TO	PF	0						
PCT7305	TO	REP	100						
PCT7305	TO	NPP	241						
PCT7305	TO	NPPALL	241						
PCT7305	ED	ALL	153	206	206				
PCT7305	ED	AI	0						
PCT7305	ED	DEM	96						
PCT7305	ED	GRN	6						
PCT7305	ED	LIB	1						
PCT7305	ED	PF	0						
PCT7305	ED	REP	24						
PCT7305	ED	NPP	85						
PCT7305	ED	NPPALL	85						
PCT7305	MV	ALL	714	414	388			0	21
PCT7305	MV	AI	18	5	5			0	0
PCT7305	MV	AINPP	2	1	1			0	0
PCT7305	MV	DEM	398	272	257			0	15
PCT7305	MV	DEMNPP	56	44	42			0	2
PCT7305	MV	GRN	2	1	1			0	0
PCT7305	MV	LIB	6	1	1			0	0
PCT7305	MV	LIBNPP	0	0	0			0	0
PCT7305	MV	PF	0	0	0			0	0
PCT7305	MV	REP	76	48	46			0	2
PCT7305	MV	NPP	156	42	40			0	2
PCT7305	MV	NPPALL	214	87	83			0	4
PCT7306	TO	ALL	1044	632	596				
PCT7306	TO	AI	30						
PCT7306	TO	DEM	582						
PCT7306	TO	GRN	4						
PCT7306	TO	LIB	12						
PCT7306	TO	PF	1						
PCT7306	TO	REP	80						
PCT7306	TO	NPP	335						
PCT7306	TO	NPPALL	335						
PCT7306	ED	ALL	243	222	222				
PCT7306	ED	AI	4						
PCT7306	ED	DEM	137						
PCT7306	ED	GRN	0						
PCT7306	ED	LIB	1						
PCT7306	ED	PF	0						
PCT7306	ED	REP	19						
PCT7306	ED	NPP	137						
PCT7306	ED	NPPALL	137						
PCT7306	MV	ALL	801	410	374			0	32
PCT7306	MV	AI	26	7	6			0	1
PCT7306	MV	AINPP	1	1	1			0	0
PCT7306	MV	DEM	445	270	248			0	22
PCT7306	MV	DEMNPP	52	46	44			0	2
PCT7306	MV	GRN	4	2	2			0	0
PCT7306	MV	LIB	11	4	4			0	0
PCT7306	MV	LIBNPP	1	1	1			0	0
PCT7306	MV	PF	2	1	1			0	0
PCT7306	MV	REP	61	33	31			0	2
PCT7306	MV	NPP	198	45	40			0	5
PCT7306	MV	NPPALL	252	93	86			0	7
PCT7307	TO	ALL	774	452	431				
PCT7307	TO	AI	20						
PCT7307	TO	DEM	455						
PCT7307	TO	GRN	3						
PCT7307	TO	LIB	3						
PCT7307	TO	PF	1						
PCT7307	TO	REP	64						
PCT7307	TO	NPP	228						
PCT7307	TO	NPPALL	228						
PCT7307	ED	ALL	169	156	156				
PCT7307	ED	AI	5						
PCT7307	ED	DEM	95						
PCT7307	ED	GRN	1						
PCT7307	ED	LIB	1						
