area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	33:ROBERT ARDINI	34:JOE WALSH	35:BILL WELD	36:ROQUE "ROCKY" DE LA FUENTE	37:MATTHEW JOHN MATERN	38:ZOLTAN G. ISTVAN	39:DONALD J. TRUMP	185:DENIS C. GRASSKA	186:ROBERT LEE MANNING JR.
PCT7209	ED	52	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0
PCT7209	TO	647	41	0	0	7	34	0	1	1	9	0	1	0	22	0	0
PCT7301	MV	810	21	0	0	0	21	0	0	1	1	0	0	0	19	0	0
PCT7301	ED	204	3	0	0	0	3	0	0	1	0	0	0	0	2	0	0
PCT7301	TO	1014	24	0	0	0	24	0	0	2	1	0	0	0	21	0	0
PCT7302	MV	713	16	0	0	3	13	0	0	3	0	0	0	1	9	0	0
PCT7302	ED	136	8	0	0	1	7	0	0	0	0	1	0	0	6	0	0
PCT7302	TO	849	24	0	0	4	20	0	0	3	0	1	0	1	15	0	0
PCT7303	MV	864	11	0	0	1	10	0	0	0	0	0	1	0	9	0	0
PCT7303	ED	204	9	0	0	1	8	0	0	0	0	1	0	0	7	0	0
PCT7303	TO	1068	20	0	0	2	18	0	0	0	0	1	1	0	16	0	0
PCT7304	MV	802	17	0	0	2	15	0	0	0	2	0	0	0	13	0	0
PCT7304	ED	199	6	0	0	1	5	1	0	1	0	0	0	1	2	0	0
PCT7304	TO	1001	23	0	0	3	20	1	0	1	2	0	0	1	15	0	0
PCT7305	MV	710	27	0	0	8	19	0	0	0	3	0	0	0	16	0	0
PCT7305	ED	157	14	0	0	1	13	2	0	1	1	0	1	0	8	0	0
PCT7305	TO	867	41	0	0	9	32	2	0	1	4	0	1	0	24	0	0
PCT7306	MV	800	9	0	0	0	9	0	0	0	1	1	0	2	5	0	0
PCT7306	ED	244	3	0	0	0	3	1	1	0	0	0	0	0	1	0	0
PCT7306	TO	1044	12	0	0	0	12	1	1	0	1	1	0	2	6	0	0
PCT7307	MV	604	15	0	0	3	12	0	0	2	2	0	0	0	8	0	0
PCT7307	ED	170	5	0	0	2	3	0	0	0	0	0	0	0	3	0	0
PCT7307	TO	774	20	0	0	5	15	0	0	2	2	0	0	0	11	0	0
PCT7308	MV	516	12	0	0	1	11	0	0	1	3	0	0	0	7	0	0
PCT7308	ED	109	3	0	0	0	3	1	0	0	1	0	0	0	1	0	0
PCT7308	TO	625	15	0	0	1	14	1	0	1	4	0	0	0	8	0	0
PCT7309	MV	690	18	0	0	1	17	0	0	3	0	1	0	0	13	0	0
PCT7309	ED	168	5	0	0	0	5	0	0	1	0	0	0	0	4	0	0
PCT7309	TO	858	23	0	0	1	22	0	0	4	0	1	0	0	17	0	0
PCT7311	MV	698	7	0	0	0	7	0	0	0	2	0	0	0	5	0	0
PCT7311	ED	208	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0
PCT7311	TO	906	9	0	0	1	8	0	0	0	2	0	0	0	6	0	0
PCT7312	MV	697	23	0	0	1	22	0	0	1	3	0	0	0	18	0	0
PCT7312	ED	113	10	0	0	0	10	2	0	0	2	2	0	0	4	0	0
PCT7312	TO	810	33	0	0	1	32	2	0	1	5	2	0	0	22	0	0
PCT7313	MV	818	30	0	0	4	26	0	0	2	6	0	0	0	18	0	0
PCT7313	ED	185	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7313	TO	1003	31	0	0	4	27	0	0	2	6	0	0	0	19	0	0
PCT7314	MV	612	3	0	0	0	3	0	0	1	0	0	0	0	2	0	0
PCT7314	ED	147	5	0	0	0	5	0	0	0	0	0	1	0	4	0	0
PCT7314	TO	759	8	0	0	0	8	0	0	1	0	0	1	0	6	0	0
PCT7315	MV	568	7	0	0	1	6	0	0	0	0	0	0	0	6	0	0
PCT7315	ED	197	6	0	0	0	6	0	0	1	2	1	0	0	2	0	0
PCT7315	TO	765	13	0	0	1	12	0	0	1	2	1	0	0	8	0	0
PCT7316	MV	654	10	0	0	0	10	0	0	1	0	1	1	0	7	0	0
PCT7316	ED	178	5	0	0	1	4	0	0	1	0	0	0	0	3	0	0
PCT7316	TO	832	15	0	0	1	14	0	0	2	0	1	1	0	10	0	0
PCT7317	MV	744	20	0	0	1	19	0	0	0	0	0	0	0	19	0	0
PCT7317	ED	146	3	0	0	0	3	0	0	0	0	0	0	1	2	0	0
PCT7317	TO	890	23	0	0	1	22	0	0	0	0	0	0	1	21	0	0
PCT7318	MV	604	6	0	0	0	6	0	0	0	0	1	0	0	5	0	0
PCT7318	ED	119	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7318	TO	723	8	0	0	0	8	0	0	0	0	1	0	0	7	0	0
PCT7319	MV	858	18	0	0	1	17	0	0	1	1	1	0	0	14	0	0
PCT7319	ED	191	6	0	0	1	5	1	0	0	1	0	0	0	3	0	0
PCT7319	TO	1049	24	0	0	2	22	1	0	1	2	1	0	0	17	0	0
PCT7321	MV	557	4	0	0	0	4	0	0	0	0	0	1	0	3	0	0
PCT7321	ED	102	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCT7321	TO	659	5	0	0	1	4	0	0	0	0	0	1	0	3	0	0
PCT7322	MV	740	8	0	0	0	8	0	1	0	2	0	0	0	5	0	0
PCT7322	ED	148	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7322	TO	888	10	0	0	0	10	0	1	0	2	0	0	0	7	0	0
PCT7323	MV	788	7	0	0	1	6	0	0	0	1	0	0	0	5	0	0
PCT7323	ED	168	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7323	TO	956	12	0	0	1	11	0	0	0	1	0	0	0	10	0	0
PCT7324	MV	585	6	0	0	0	6	0	0	0	1	0	0	0	5	0	0
PCT7324	ED	152	5	0	0	1	4	0	1	0	0	0	0	0	3	0	0
PCT7324	TO	737	11	0	0	1	10	0	1	0	1	0	0	0	8	0	0
PCT7325	MV	712	10	0	0	1	9	0	0	0	1	0	0	0	8	0	0
PCT7325	ED	174	6	0	0	0	6	0	0	1	1	0	0	0	4	0	0
PCT7325	TO	886	16	0	0	1	15	0	0	1	2	0	0	0	12	0	0
PCT7326	MV	684	10	0	0	0	10	0	0	0	2	1	0	0	7	0	0
PCT7326	ED	175	7	0	0	1	6	1	0	1	0	0	0	0	4	0	0
PCT7326	TO	859	17	0	0	1	16	1	0	1	2	1	0	0	11	0	0
PCT7327	MV	561	5	0	0	0	5	0	0	1	0	0	0	0	4	0	0
PCT7327	ED	126	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7327	TO	687	6	0	0	0	6	0	0	1	0	0	0	0	5	0	0
PCT7328	MV	829	20	0	0	3	17	0	1	0	2	0	3	1	10	0	0
PCT7328	ED	173	6	0	0	0	6	0	0	0	0	0	0	0	6	0	0
PCT7328	TO	1002	26	0	0	3	23	0	1	0	2	0	3	1	16	0	0
PCT7329	MV	552	19	0	0	2	17	0	0	0	1	0	1	0	15	0	0
PCT7329	ED	99	5	0	0	0	5	0	0	0	0	0	0	1	4	0	0
PCT7329	TO	651	24	0	0	2	22	0	0	0	1	0	1	1	19	0	0
PCT7331	MV	710	33	0	0	0	33	0	0	0	7	0	0	0	26	0	0
PCT7331	ED	160	17	0	0	0	17	3	0	0	2	0	0	0	12	0	0
PCT7331	TO	870	50	0	0	0	50	3	0	0	9	0	0	0	38	0	0
PCT7332	MV	652	11	0	0	1	10	0	0	0	3	0	0	0	7	0	0
PCT7332	ED	138	4	0	0	0	4	0	0	0	0	1	0	0	3	0	0
PCT7332	TO	790	15	0	0	1	14	0	0	0	3	1	0	0	10	0	0
PCT7333	MV	821	11	0	0	3	8	0	0	0	2	0	0	0	6	0	0
PCT7333	ED	194	4	0	0	0	4	1	0	1	0	0	0	0	2	0	0
PCT7333	TO	1015	15	0	0	3	12	1	0	1	2	0	0	0	8	0	0
PCT7334	MV	684	7	0	0	2	5	0	0	0	0	0	0	0	5	0	0
PCT7334	ED	135	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0
PCT7334	TO	819	11	0	0	2	9	0	0	0	1	0	0	0	8	0	0
PCT7335	MV	786	27	0	0	1	26	0	0	2	3	0	0	0	21	0	0
PCT7335	ED	148	8	0	0	0	8	0	0	0	5	0	0	1	2	0	0
PCT7335	TO	934	35	0	0	1	34	0	0	2	8	0	0	1	23	0	0
PCT7336	MV	779	37	0	0	6	31	0	0	0	5	0	0	0	26	0	0
PCT7336	ED	175	3	0	0	1	2	0	0	0	0	0	0	0	2	0	0
PCT7336	TO	954	40	0	0	7	33	0	0	0	5	0	0	0	28	0	0
PCT7337	MV	772	25	0	0	4	21	0	0	0	0	0	0	0	21	0	0
PCT7337	ED	125	7	0	0	2	5	0	0	0	1	0	0	0	4	0	0
PCT7337	TO	897	32	0	0	6	26	0	0	0	1	0	0	0	25	0	0
PCT7338	MV	768	7	0	0	2	5	0	0	0	0	0	0	0	5	0	0
PCT7338	ED	127	6	0	0	0	6	0	0	0	0	0	0	0	6	0	0
PCT7338	TO	895	13	0	0	2	11	0	0	0	0	0	0	0	11	0	0
PCT7339	MV	603	9	0	0	1	8	0	0	0	0	1	0	0	7	0	0
PCT7339	ED	152	5	0	0	0	5	0	0	1	0	2	0	0	2	0	0
PCT7339	TO	755	14	0	0	1	13	0	0	1	0	3	0	0	9	0	0
PCT7341	MV	673	7	0	0	0	7	0	0	1	0	0	0	0	6	0	0
PCT7341	ED	180	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7341	TO	853	8	0	0	0	8	0	0	1	0	0	0	0	7	0	0
PCT7342	MV	672	11	0	0	2	9	0	0	0	0	0	0	1	8	0	0
PCT7342	ED	232	10	0	0	0	10	0	0	1	1	0	0	0	8	0	0
PCT7342	TO	904	21	0	0	2	19	0	0	1	1	0	0	1	16	0	0
PCT7343	MV	553	6	0	0	0	6	0	0	0	2	0	0	0	4	0	0
PCT7343	ED	151	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0
PCT7343	TO	704	8	0	0	1	7	0	0	0	2	0	0	0	5	0	0
PCT7344	MV	862	13	0	0	1	12	0	0	0	1	0	0	0	11	0	0
PCT7344	ED	202	8	0	0	0	8	0	0	0	0	0	0	0	8	0	0
PCT7344	TO	1064	21	0	0	1	20	0	0	0	1	0	0	0	19	0	0
PCT7345	MV	900	11	0	0	1	10	0	0	0	0	0	0	0	10	0	0
PCT7345	ED	214	5	0	0	0	5	0	0	0	1	0	0	0	4	0	0
PCT7345	TO	1114	16	0	0	1	15	0	0	0	1	0	0	0	14	0	0
PCT7346	MV	677	7	0	0	1	6	0	0	0	1	0	0	0	5	0	0
PCT7346	ED	212	9	0	0	0	9	0	0	1	0	0	0	0	8	0	0
PCT7346	TO	889	16	0	0	1	15	0	0	1	1	0	0	0	13	0	0
PCT7347	MV	827	10	0	0	1	9	0	0	0	2	0	0	0	7	0	0
PCT7347	ED	176	3	0	0	0	3	0	0	1	1	0	0	0	1	0	0
PCT7347	TO	1003	13	0	0	1	12	0	0	1	3	0	0	0	8	0	0
PCT7348	MV	644	8	0	0	0	8	0	0	0	0	0	0	0	8	0	0
PCT7348	ED	199	3	0	0	0	3	0	0	0	1	0	0	0	2	0	0
PCT7348	TO	843	11	0	0	0	11	0	0	0	1	0	0	0	10	0	0
PCT7349	MV	709	12	0	0	1	11	0	0	0	2	2	1	0	6	0	0
PCT7349	ED	203	4	0	0	0	4	0	0	0	0	0	1	0	3	0	0
PCT7349	TO	912	16	0	0	1	15	0	0	0	2	2	2	0	9	0	0
PCT7501	MV	455	8	0	0	0	8	0	0	0	1	1	0	0	6	0	0
PCT7501	ED	96	3	0	0	1	2	0	0	0	0	0	0	0	2	0	0
PCT7501	TO	551	11	0	0	1	10	0	0	0	1	1	0	0	8	0	0
PCT7502	MV	668	17	0	0	3	14	0	0	0	2	1	0	0	11	0	0
PCT7502	ED	121	3	0	0	0	3	0	0	0	1	0	0	0	2	0	0
PCT7502	TO	789	20	0	0	3	17	0	0	0	3	1	0	0	13	0	0
PCT7503	MV	610	9	0	0	0	9	0	0	1	2	0	1	0	5	0	0
PCT7503	ED	152	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7503	TO	762	14	0	0	0	14	0	0	1	2	0	1	0	10	0	0
PCT7504	MV	404	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7504	ED	84	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7504	TO	488	6	0	0	0	6	0	0	0	0	0	0	0	6	0	0
PCT7505	MV	729	27	0	0	3	24	0	0	2	1	0	0	2	19	0	0
PCT7505	ED	133	2	0	0	0	2	0	0	0	0	1	0	0	1	0	0
PCT7505	TO	862	29	0	0	3	26	0	0	2	1	1	0	2	20	0	0
PCT7506	MV	837	10	0	0	0	10	0	0	1	1	1	0	0	7	0	0
PCT7506	ED	163	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PCT7506	TO	1000	11	0	0	0	11	0	0	2	1	1	0	0	7	0	0
PCT7507	MV	690	4	0	0	1	3	0	0	0	0	0	0	0	3	0	0
PCT7507	ED	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7507	TO	956	4	0	0	1	3	0	0	0	0	0	0	0	3	0	0
PCT7508	MV	617	17	0	0	0	17	0	1	0	2	0	0	0	14	0	0
PCT7508	ED	127	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7508	TO	744	20	0	0	0	20	0	1	0	2	0	0	0	17	0	0
PCT7509	MV	755	11	0	0	2	9	0	0	1	1	0	0	0	7	0	0
PCT7509	ED	174	9	0	0	0	9	0	1	0	0	0	0	0	8	0	0
PCT7509	TO	929	20	0	0	2	18	0	1	1	1	0	0	0	15	0	0
PCT7512	MV	473	20	0	0	0	20	0	0	1	0	0	0	0	19	0	0
PCT7512	ED	127	8	0	0	0	8	0	0	0	0	0	1	0	7	0	0
PCT7512	TO	600	28	0	0	0	28	0	0	1	0	0	1	0	26	0	0
PCT7513	MV	573	9	0	0	0	9	0	0	0	0	1	0	0	8	0	0
PCT7513	ED	233	3	0	0	0	3	0	0	1	0	0	0	0	2	0	0
PCT7513	TO	806	12	0	0	0	12	0	0	1	0	1	0	0	10	0	0
PCT7514	MV	707	7	0	0	0	7	0	1	0	2	0	0	0	4	0	0
PCT7514	ED	209	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7514	TO	916	8	0	0	0	8	0	1	0	2	0	0	0	5	0	0
PCT7515	MV	660	9	0	0	2	7	0	0	0	0	0	0	0	7	0	0
PCT7515	ED	204	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7515	TO	864	10	0	0	2	8	0	0	0	0	0	0	0	8	0	0
PCT7516	MV	771	21	0	0	1	20	0	0	1	2	0	0	0	17	0	0
PCT7516	ED	149	4	0	0	0	4	0	0	0	0	0	0	0	4	0	0
PCT7516	TO	920	25	0	0	1	24	0	0	1	2	0	0	0	21	0	0
PCT7517	MV	644	6	0	0	1	5	0	0	1	1	0	0	0	3	0	0
PCT7517	ED	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7517	TO	868	6	0	0	1	5	0	0	1	1	0	0	0	3	0	0
PCT7518	MV	707	4	0	0	0	4	0	0	1	0	0	0	0	3	0	0
PCT7518	ED	219	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCT7518	TO	926	5	0	0	1	4	0	0	1	0	0	0	0	3	0	0
PCT7519	MV	541	3	0	0	1	2	0	0	0	0	0	0	0	2	0	0
PCT7519	ED	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7519	TO	715	3	0	0	1	2	0	0	0	0	0	0	0	2	0	0
PCT7521	MV	595	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7521	ED	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7521	TO	779	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7522	MV	586	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCT7522	ED	173	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0
PCT7522	TO	759	3	0	0	1	2	0	0	0	1	0	0	0	1	0	0
PCT7523	MV	561	4	0	0	2	2	0	0	0	0	0	0	0	2	0	0
PCT7523	ED	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7523	TO	744	4	0	0	2	2	0	0	0	0	0	0	0	2	0	0
PCT7524	MV	476	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7524	ED	148	2	0	0	0	2	1	0	0	0	0	0	0	1	0	0
PCT7524	TO	624	4	0	0	0	4	1	0	0	0	0	0	0	3	0	0
PCT7525	MV	592	3	0	0	1	2	0	0	1	0	0	0	0	1	0	0
PCT7525	ED	172	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7525	TO	764	4	0	0	1	3	0	0	1	0	0	0	0	2	0	0
PCT7526	MV	818	5	0	0	0	5	0	0	1	0	0	0	0	4	0	0
PCT7526	ED	170	2	0	0	0	2	0	0	0	0	1	0	0	1	0	0
PCT7526	TO	988	7	0	0	0	7	0	0	1	0	1	0	0	5	0	0
PCT7527	MV	536	4	0	0	0	4	0	0	0	0	0	0	0	4	0	0
PCT7527	ED	174	9	0	0	1	8	0	0	0	0	0	0	0	8	0	0
PCT7527	TO	710	13	0	0	1	12	0	0	0	0	0	0	0	12	0	0
PCT7529	MV	747	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7529	ED	156	3	0	0	0	3	1	0	0	0	0	0	0	2	0	0
PCT7529	TO	903	5	0	0	0	5	1	0	0	0	0	0	0	4	0	0
PCT7531	MV	713	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7531	ED	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7531	TO	873	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7532	MV	665	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0
PCT7532	ED	170	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7532	TO	835	9	0	0	0	9	0	0	0	1	0	0	0	8	0	0
PCT7533	MV	774	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7533	ED	196	5	0	0	1	4	0	0	0	1	0	0	0	3	0	0
PCT7533	TO	970	8	0	0	1	7	0	0	0	1	0	0	0	6	0	0
PCT7534	MV	667	5	0	0	1	4	0	0	0	0	0	0	0	4	0	0
PCT7534	ED	236	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0
PCT7534	TO	903	7	0	0	2	5	0	0	0	0	0	0	0	5	0	0
PCT7535	MV	604	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0
PCT7535	ED	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7535	TO	745	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0
PCT7536	MV	669	3	0	0	0	3	0	0	0	1	0	0	0	2	0	0
PCT7536	ED	164	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7536	TO	833	6	0	0	0	6	0	0	0	1	0	0	0	5	0	0
PCT7537	MV	616	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0
PCT7537	ED	129	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7537	TO	745	3	0	0	0	3	0	0	0	0	0	0	1	2	0	0
PCT7538	MV	561	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0
PCT7538	ED	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7538	TO	751	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0
PCT7539	MV	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7539	ED	227	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7539	TO	921	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7541	MV	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7541	ED	173	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7541	TO	770	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7542	MV	630	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0
PCT7542	ED	194	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PCT7542	TO	824	3	0	0	0	3	0	0	1	1	0	0	0	1	0	0
PCT7543	MV	692	4	0	0	0	4	0	0	1	0	0	0	0	3	0	0
PCT7543	ED	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7543	TO	924	4	0	0	0	4	0	0	1	0	0	0	0	3	0	0
PCT7544	MV	731	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7544	ED	168	4	0	0	1	3	0	0	0	1	0	0	0	2	0	0
PCT7544	TO	899	6	0	0	1	5	0	0	0	1	0	0	0	4	0	0
PCT7545	MV	720	5	0	0	1	4	0	0	0	2	0	1	0	1	0	0
PCT7545	ED	175	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7545	TO	895	6	0	0	1	5	0	0	0	2	0	1	0	2	0	0
PCT7546	MV	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7546	ED	184	5	0	0	0	5	0	0	0	1	0	0	0	4	0	0
PCT7546	TO	953	5	0	0	0	5	0	0	0	1	0	0	0	4	0	0
PCT7547	MV	791	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7547	ED	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7547	TO	981	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7548	MV	801	4	0	0	0	4	0	0	0	2	0	0	0	2	0	0
PCT7548	ED	250	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0
PCT7548	TO	1051	8	0	0	0	8	0	0	0	3	0	0	0	5	0	0
PCT7549	MV	659	3	0	0	1	2	0	0	0	1	0	0	0	1	0	0
PCT7549	ED	147	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7549	TO	806	6	0	0	1	5	0	0	0	1	0	0	0	4	0	0
PCT7551	MV	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7551	ED	137	3	0	0	2	1	0	0	0	0	0	0	0	1	0	0
PCT7551	TO	723	3	0	0	2	1	0	0	0	0	0	0	0	1	0	0
PCT7552	MV	561	8	0	0	0	8	0	0	0	2	0	0	1	5	0	0
PCT7552	ED	124	2	0	0	0	2	0	0	0	0	1	0	0	1	0	0
PCT7552	TO	685	10	0	0	0	10	0	0	0	2	1	0	1	6	0	0
PCT7553	MV	210	6	0	0	0	6	0	0	0	0	1	0	0	5	0	0
PCT7553	ED	-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7553	TO	191	6	0	0	0	6	0	0	0	0	1	0	0	5	0	0
PCT7554	MV	653	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7554	ED	168	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0
PCT7554	TO	821	7	0	0	0	7	0	0	0	1	0	0	0	6	0	0
PCT7555	MV	662	7	0	0	0	7	0	1	2	1	0	0	0	3	0	0
PCT7555	ED	210	5	0	0	0	5	0	0	0	1	0	1	0	3	0	0
PCT7555	TO	872	12	0	0	0	12	0	1	2	2	0	1	0	6	0	0
PCT7556	MV	813	11	0	0	3	8	0	0	0	2	0	0	0	6	0	0
PCT7556	ED	153	7	0	0	0	7	1	1	0	2	0	1	0	2	0	0
PCT7556	TO	966	18	0	0	3	15	1	1	0	4	0	1	0	8	0	0
PCT7601	MV	484	8	0	0	0	8	0	0	2	1	0	0	0	5	0	0
PCT7601	ED	193	4	0	0	0	4	0	0	0	0	0	0	0	4	0	0
PCT7601	TO	677	12	0	0	0	12	0	0	2	1	0	0	0	9	0	0
PCT7602	MV	653	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7602	ED	233	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7602	TO	886	8	0	0	0	8	0	0	0	0	0	0	0	8	0	0
PCT7603	MV	610	5	0	0	0	5	0	0	0	0	0	0	0	5	0	0
PCT7603	ED	205	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7603	TO	815	7	0	0	0	7	0	0	0	0	0	0	0	7	0	0
PCT7604	MV	684	8	0	0	0	8	0	0	2	1	0	2	0	3	0	0
PCT7604	ED	260	9	0	0	0	9	0	0	1	0	0	0	0	8	0	0
PCT7604	TO	944	17	0	0	0	17	0	0	3	1	0	2	0	11	0	0
PCT7605	MV	466	4	0	0	0	4	0	0	0	0	0	0	0	4	0	0
PCT7605	ED	195	6	0	0	1	5	0	0	0	0	0	0	0	5	0	0
PCT7605	TO	661	10	0	0	1	9	0	0	0	0	0	0	0	9	0	0
PCT7606	MV	671	15	0	0	1	14	0	0	0	1	0	1	1	11	0	0
PCT7606	ED	212	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7606	TO	883	17	0	0	1	16	0	0	0	1	0	1	1	13	0	0
PCT7607	MV	707	5	0	0	0	5	0	0	1	1	0	0	0	3	0	0
PCT7607	ED	212	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7607	TO	919	7	0	0	0	7	0	0	1	1	0	0	0	5	0	0
PCT7608	MV	279	5	0	0	0	5	0	1	1	0	0	0	0	3	0	0
PCT7608	ED	101	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PCT7608	TO	380	6	0	0	0	6	0	1	1	0	0	0	0	4	0	0
PCT7609	MV	698	7	0	0	1	6	0	0	0	0	0	0	0	6	0	0
PCT7609	ED	186	4	0	0	0	4	0	0	0	0	0	0	0	4	0	0
PCT7609	TO	884	11	0	0	1	10	0	0	0	0	0	0	0	10	0	0
PCT7611	MV	586	4	0	0	0	4	0	0	1	1	0	0	0	2	0	0
PCT7611	ED	202	2	0	0	0	2	0	0	1	0	0	0	0	1	0	0
PCT7611	TO	788	6	0	0	0	6	0	0	2	1	0	0	0	3	0	0
PCT7612	MV	452	6	0	0	0	6	0	0	0	0	0	0	0	6	0	0
PCT7612	ED	105	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PCT7612	TO	557	7	0	0	0	7	0	0	0	0	1	0	0	6	0	0
PCT7613	MV	629	12	0	0	0	12	0	0	1	1	0	0	0	10	0	0
PCT7613	ED	254	6	0	0	0	6	0	0	0	0	0	0	0	6	0	0
PCT7613	TO	883	18	0	0	0	18	0	0	1	1	0	0	0	16	0	0
PCT7614	MV	708	10	0	0	0	10	0	0	1	1	1	0	0	7	0	0
PCT7614	ED	208	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0
PCT7614	TO	916	12	0	0	0	12	0	0	1	1	1	0	1	8	0	0
PCT7615	MV	510	9	0	0	2	7	0	0	0	0	0	0	1	6	0	0
PCT7615	ED	240	6	0	0	0	6	0	0	0	0	1	0	0	5	0	0
PCT7615	TO	750	15	0	0	2	13	0	0	0	0	1	0	1	11	0	0
PCT7616	MV	750	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
PCT7616	ED	86	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
PCT7616	TO	836	3	0	0	0	3	0	0	0	1	0	0	0	2	0	0
PCT7617	MV	583	9	0	0	0	9	0	0	2	0	0	1	0	6	0	0
PCT7617	ED	169	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0
PCT7617	TO	752	12	0	0	0	12	0	0	2	0	0	1	0	9	0	0
PCT7618	MV	762	10	0	0	0	10	0	0	0	2	0	0	0	8	0	0
PCT7618	ED	152	3	0	0	0	3	0	0	0	0	0	0	1	2	0	0
PCT7618	TO	914	13	0	0	0	13	0	0	0	2	0	0	1	10	0	0
PCT7619	MV	932	12	0	0	0	12	0	0	0	1	0	0	0	11	0	0
