area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	50:HOWIE HAWKINS	51:GLORIA LA RIVA
PCT1121	MV	8	2	0	0	1	1	0	0	1
PCT1121	ED	0	1	0	0	1	0	0	0	0
PCT1121	TO	8	3	0	0	2	1	0	0	1
PCT1122	MV	2	0	0	0	0	0	0	0	0
PCT1122	ED	0	1	0	0	0	1	0	0	1
PCT1122	TO	2	1	0	0	0	1	0	0	1
PCT1123	MV	5	2	0	0	1	1	0	0	1
PCT1123	ED	1	0	0	0	0	0	0	0	0
PCT1123	TO	6	2	0	0	1	1	0	0	1
PCT1124	MV	9	1	0	0	1	0	0	0	0
PCT1124	ED	1	1	0	0	0	1	0	0	1
PCT1124	TO	10	2	0	0	1	1	0	0	1
PCT1125	MV	3	0	0	0	0	0	0	0	0
PCT1125	ED	0	0	0	0	0	0	0	0	0
PCT1125	TO	3	0	0	0	0	0	0	0	0
PCT1126	MV	2	0	0	0	0	0	0	0	0
PCT1126	ED	1	0	0	0	0	0	0	0	0
PCT1126	TO	3	0	0	0	0	0	0	0	0
PCT1127	MV	6	3	0	0	1	2	0	0	2
PCT1127	ED	0	1	0	0	0	1	0	0	1
PCT1127	TO	6	4	0	0	1	3	0	0	3
PCT1128	MV	5	2	0	0	0	2	0	1	1
PCT1128	ED	0	1	0	0	0	1	0	0	1
PCT1128	TO	5	3	0	0	0	3	0	1	2
PCT1129	MV	3	1	0	0	0	1	0	0	1
PCT1129	ED	1	0	0	0	0	0	0	0	0
PCT1129	TO	4	1	0	0	0	1	0	0	1
PCT1131	MV	3	1	0	0	0	1	0	1	0
PCT1131	ED	-1	0	0	0	0	0	0	0	0
PCT1131	TO	2	1	0	0	0	1	0	1	0
PCT1132	MV	4	0	0	0	0	0	0	0	0
PCT1132	ED	0	0	0	0	0	0	0	0	0
PCT1132	TO	4	0	0	0	0	0	0	0	0
PCT1133	MV	3	1	0	0	0	1	0	1	0
PCT1133	ED	0	0	0	0	0	0	0	0	0
PCT1133	TO	3	1	0	0	0	1	0	1	0
PCT1134	MV	0	0	0	0	0	0	0	0	0
PCT1134	ED	1	1	0	0	0	1	0	0	1
PCT1134	TO	1	1	0	0	0	1	0	0	1
PCT1135	MV	0	0	0	0	0	0	0	0	0
PCT1135	ED	0	0	0	0	0	0	0	0	0
PCT1135	TO	0	0	0	0	0	0	0	0	0
PCT1136	MV	3	2	0	0	1	1	0	1	0
PCT1136	ED	0	0	0	0	0	0	0	0	0
PCT1136	TO	3	2	0	0	1	1	0	1	0
PCT1141	MV	5	1	0	0	0	1	0	1	0
PCT1141	ED	2	0	0	0	0	0	0	0	0
PCT1141	TO	7	1	0	0	0	1	0	1	0
PCT1142	MV	4	4	0	0	1	3	0	2	1
PCT1142	ED	2	0	0	0	0	0	0	0	0
PCT1142	TO	6	4	0	0	1	3	0	2	1
PCT1143	MV	7	0	0	0	0	0	0	0	0
PCT1143	ED	1	3	0	0	2	1	0	0	1
PCT1143	TO	8	3	0	0	2	1	0	0	1
PCT1144	MV	4	1	0	0	0	1	0	0	1
PCT1144	ED	2	0	0	0	0	0	0	0	0
PCT1144	TO	6	1	0	0	0	1	0	0	1
PCT1145	MV	6	2	0	0	1	1	0	0	1
PCT1145	ED	1	0	0	0	0	0	0	0	0
PCT1145	TO	7	2	0	0	1	1	0	0	1
PCT1146	MV	7	1	0	0	0	1	0	0	1
PCT1146	ED	0	1	0	0	0	1	0	1	0
PCT1146	TO	7	2	0	0	0	2	0	1	1
PCT1147	MV	3	1	0	0	0	1	0	0	1
PCT1147	ED	1	1	0	0	0	1	0	0	1
PCT1147	TO	4	2	0	0	0	2	0	0	2
PCT1148	MV	6	0	0	0	0	0	0	0	0
PCT1148	ED	0	0	0	0	0	0	0	0	0
PCT1148	TO	6	0	0	0	0	0	0	0	0
PCT1149	MV	3	1	0	0	0	1	0	1	0
PCT1149	ED	2	2	0	0	0	2	0	2	0
PCT1149	TO	5	3	0	0	0	3	0	3	0
PCT1151	MV	0	0	0	0	0	0	0	0	0
PCT1151	ED	0	0	0	0	0	0	0	0	0
PCT1151	TO	0	0	0	0	0	0	0	0	0
PCT1152	MV	7	3	0	0	2	1	0	0	1
PCT1152	ED	3	1	0	0	0	1	0	0	1
PCT1152	TO	10	4	0	0	2	2	0	0	2
PCT1153	MV	1	1	0	0	0	1	0	1	0
PCT1153	ED	1	0	0	0	0	0	0	0	0
PCT1153	TO	2	1	0	0	0	1	0	1	0
PCT1154	MV	0	0	0	0	0	0	0	0	0
PCT1154	ED	0	0	0	0	0	0	0	0	0
PCT1154	TO	0	0	0	0	0	0	0	0	0
PCT7001	MV	2	0	0	0	0	0	0	0	0
PCT7001	ED	-1	0	0	0	0	0	0	0	0
PCT7001	TO	1	0	0	0	0	0	0	0	0
PCT7002	MV	1	0	0	0	0	0	0	0	0
PCT7002	ED	-1	0	0	0	0	0	0	0	0
PCT7002	TO	0	0	0	0	0	0	0	0	0
PCT7003	MV	2	2	0	0	1	1	0	1	0
PCT7003	ED	0	0	0	0	0	0	0	0	0
PCT7003	TO	2	2	0	0	1	1	0	1	0
PCT7004	MV	0	0	0	0	0	0	0	0	0
PCT7004	ED	0	0	0	0	0	0	0	0	0
PCT7004	TO	0	0	0	0	0	0	0	0	0
PCT7005	MV	0	0	0	0	0	0	0	0	0
PCT7005	ED	2	0	0	0	0	0	0	0	0
PCT7005	TO	2	0	0	0	0	0	0	0	0
PCT7006	MV	5	3	0	0	0	3	0	1	2
PCT7006	ED	2	1	0	0	0	1	0	0	1
PCT7006	TO	7	4	0	0	0	4	0	1	3
PCT7007	MV	1	0	0	0	0	0	0	0	0
PCT7007	ED	0	0	0	0	0	0	0	0	0
PCT7007	TO	1	0	0	0	0	0	0	0	0
PCT7008	MV	1	0	0	0	0	0	0	0	0
PCT7008	ED	0	0	0	0	0	0	0	0	0
PCT7008	TO	1	0	0	0	0	0	0	0	0
PCT7009	MV	1	0	0	0	0	0	0	0	0
PCT7009	ED	1	1	0	0	0	1	0	0	1
PCT7009	TO	2	1	0	0	0	1	0	0	1
PCT7011	MV	12	1	0	0	1	0	0	0	0
PCT7011	ED	4	0	0	0	0	0	0	0	0
PCT7011	TO	16	1	0	0	1	0	0	0	0
PCT7012	MV	0	0	0	0	0	0	0	0	0
PCT7012	ED	1	0	0	0	0	0	0	0	0
PCT7012	TO	1	0	0	0	0	0	0	0	0
PCT7013	MV	1	0	0	0	0	0	0	0	0
PCT7013	ED	0	0	0	0	0	0	0	0	0
PCT7013	TO	1	0	0	0	0	0	0	0	0
PCT7014	MV	2	0	0	0	0	0	0	0	0
PCT7014	ED	-1	0	0	0	0	0	0	0	0
PCT7014	TO	1	0	0	0	0	0	0	0	0
PCT7015	MV	0	0	0	0	0	0	0	0	0
PCT7015	ED	0	0	0	0	0	0	0	0	0
PCT7015	TO	0	0	0	0	0	0	0	0	0
PCT7016	MV	9	2	0	0	0	2	0	0	2
PCT7016	ED	0	0	0	0	0	0	0	0	0
PCT7016	TO	9	2	0	0	0	2	0	0	2
PCT7017	MV	10	1	0	0	0	1	0	0	1
PCT7017	ED	3	0	0	0	0	0	0	0	0
PCT7017	TO	13	1	0	0	0	1	0	0	1
PCT7018	MV	6	0	0	0	0	0	0	0	0
PCT7018	ED	-3	0	0	0	0	0	0	0	0
PCT7018	TO	3	0	0	0	0	0	0	0	0
PCT7019	MV	4	0	0	0	0	0	0	0	0
PCT7019	ED	2	1	0	0	0	1	0	0	1
PCT7019	TO	6	1	0	0	0	1	0	0	1
PCT7021	MV	7	3	0	0	0	3	0	2	1
PCT7021	ED	2	0	0	0	0	0	0	0	0
PCT7021	TO	9	3	0	0	0	3	0	2	1
PCT7022	MV	7	1	0	0	1	0	0	0	0
PCT7022	ED	1	0	0	0	0	0	0	0	0
PCT7022	TO	8	1	0	0	1	0	0	0	0
PCT7023	MV	5	0	0	0	0	0	0	0	0
PCT7023	ED	3	1	0	0	0	1	0	0	1
PCT7023	TO	8	1	0	0	0	1	0	0	1
PCT7024	MV	8	1	0	0	0	1	0	1	0
PCT7024	ED	1	0	0	0	0	0	0	0	0
PCT7024	TO	9	1	0	0	0	1	0	1	0
PCT7025	MV	5	1	0	0	1	0	0	0	0
PCT7025	ED	0	0	0	0	0	0	0	0	0
PCT7025	TO	5	1	0	0	1	0	0	0	0
PCT7026	MV	5	0	0	0	0	0	0	0	0
PCT7026	ED	0	0	0	0	0	0	0	0	0
PCT7026	TO	5	0	0	0	0	0	0	0	0
PCT7027	MV	6	0	0	0	0	0	0	0	0
PCT7027	ED	1	0	0	0	0	0	0	0	0
PCT7027	TO	7	0	0	0	0	0	0	0	0
PCT7028	MV	4	0	0	0	0	0	0	0	0
PCT7028	ED	0	0	0	0	0	0	0	0	0
PCT7028	TO	4	0	0	0	0	0	0	0	0
PCT7029	MV	5	0	0	0	0	0	0	0	0
PCT7029	ED	3	0	0	0	0	0	0	0	0
PCT7029	TO	8	0	0	0	0	0	0	0	0
PCT7030	MV	2	0	0	0	0	0	0	0	0
PCT7030	ED	0	0	0	0	0	0	0	0	0
PCT7030	TO	2	0	0	0	0	0	0	0	0
PCT7031	MV	2	0	0	0	0	0	0	0	0
PCT7031	ED	0	0	0	0	0	0	0	0	0
PCT7031	TO	2	0	0	0	0	0	0	0	0
PCT7032	MV	4	0	0	0	0	0	0	0	0
PCT7032	ED	1	0	0	0	0	0	0	0	0
PCT7032	TO	5	0	0	0	0	0	0	0	0
PCT7033	MV	1	0	0	0	0	0	0	0	0
PCT7033	ED	2	0	0	0	0	0	0	0	0
PCT7033	TO	3	0	0	0	0	0	0	0	0
PCT7034	MV	10	2	0	0	1	1	0	1	0
PCT7034	ED	1	1	0	0	0	1	0	0	1
PCT7034	TO	11	3	0	0	1	2	0	1	1
PCT7035	MV	6	0	0	0	0	0	0	0	0
PCT7035	ED	2	0	0	0	0	0	0	0	0
PCT7035	TO	8	0	0	0	0	0	0	0	0
PCT7036	MV	2	1	0	0	0	1	0	0	1
PCT7036	ED	4	1	0	0	0	1	0	1	0
PCT7036	TO	6	2	0	0	0	2	0	1	1
PCT7037	MV	11	1	0	0	0	1	0	0	1
PCT7037	ED	3	1	0	0	0	1	0	0	1
PCT7037	TO	14	2	0	0	0	2	0	0	2
PCT7038	MV	1	0	0	0	0	0	0	0	0
PCT7038	ED	2	0	0	0	0	0	0	0	0
PCT7038	TO	3	0	0	0	0	0	0	0	0
PCT7039	MV	1	0	0	0	0	0	0	0	0
PCT7039	ED	0	0	0	0	0	0	0	0	0
PCT7039	TO	1	0	0	0	0	0	0	0	0
PCT7041	MV	0	0	0	0	0	0	0	0	0
PCT7041	ED	0	0	0	0	0	0	0	0	0
PCT7041	TO	0	0	0	0	0	0	0	0	0
PCT7042	MV	2	0	0	0	0	0	0	0	0
PCT7042	ED	1	1	0	0	0	1	0	1	0
PCT7042	TO	3	1	0	0	0	1	0	1	0
PCT7043	MV	3	0	0	0	0	0	0	0	0
PCT7043	ED	1	0	0	0	0	0	0	0	0
PCT7043	TO	4	0	0	0	0	0	0	0	0
PCT7044	MV	8	3	0	0	0	3	0	1	2
PCT7044	ED	5	0	0	0	0	0	0	0	0
PCT7044	TO	13	3	0	0	0	3	0	1	2
PCT7045	MV	1	1	0	0	1	0	0	0	0
PCT7045	ED	2	0	0	0	0	0	0	0	0
PCT7045	TO	3	1	0	0	1	0	0	0	0
PCT7046	MV	1	0	0	0	0	0	0	0	0
PCT7046	ED	1	0	0	0	0	0	0	0	0
PCT7046	TO	2	0	0	0	0	0	0	0	0
PCT7047	MV	2	0	0	0	0	0	0	0	0
PCT7047	ED	1	1	0	0	0	1	0	0	1
PCT7047	TO	3	1	0	0	0	1	0	0	1
PCT7048	MV	1	0	0	0	0	0	0	0	0
PCT7048	ED	2	0	0	0	0	0	0	0	0
PCT7048	TO	3	0	0	0	0	0	0	0	0
PCT7049	MV	4	1	0	0	1	0	0	0	0
PCT7049	ED	0	0	0	0	0	0	0	0	0
PCT7049	TO	4	1	0	0	1	0	0	0	0
PCT7051	MV	3	0	0	0	0	0	0	0	0
PCT7051	ED	2	0	0	0	0	0	0	0	0
PCT7051	TO	5	0	0	0	0	0	0	0	0
PCT7052	MV	4	0	0	0	0	0	0	0	0
PCT7052	ED	2	0	0	0	0	0	0	0	0
PCT7052	TO	6	0	0	0	0	0	0	0	0
PCT7053	MV	2	0	0	0	0	0	0	0	0
PCT7053	ED	0	0	0	0	0	0	0	0	0
PCT7053	TO	2	0	0	0	0	0	0	0	0
PCT7054	MV	4	0	0	0	0	0	0	0	0
PCT7054	ED	0	1	0	0	0	1	0	0	1
PCT7054	TO	4	1	0	0	0	1	0	0	1
PCT7055	MV	1	0	0	0	0	0	0	0	0
PCT7055	ED	1	0	0	0	0	0	0	0	0
PCT7055	TO	2	0	0	0	0	0	0	0	0
PCT7056	MV	2	0	0	0	0	0	0	0	0
PCT7056	ED	-2	0	0	0	0	0	0	0	0
PCT7056	TO	0	0	0	0	0	0	0	0	0
PCT7101	MV	0	0	0	0	0	0	0	0	0
PCT7101	ED	0	0	0	0	0	0	0	0	0
PCT7101	TO	0	0	0	0	0	0	0	0	0
PCT7201	MV	0	0	0	0	0	0	0	0	0
PCT7201	ED	0	0	0	0	0	0	0	0	0
PCT7201	TO	0	0	0	0	0	0	0	0	0
PCT7202	MV	0	0	0	0	0	0	0	0	0
PCT7202	ED	0	0	0	0	0	0	0	0	0
PCT7202	TO	0	0	0	0	0	0	0	0	0
PCT7203	MV	1	0	0	0	0	0	0	0	0
PCT7203	ED	0	0	0	0	0	0	0	0	0
PCT7203	TO	1	0	0	0	0	0	0	0	0
PCT7204	MV	1	1	0	0	1	0	0	0	0
PCT7204	ED	-1	0	0	0	0	0	0	0	0
PCT7204	TO	0	1	0	0	1	0	0	0	0
PCT7205	MV	0	0	0	0	0	0	0	0	0
PCT7205	ED	0	0	0	0	0	0	0	0	0
PCT7205	TO	0	0	0	0	0	0	0	0	0
PCT7206	MV	0	0	0	0	0	0	0	0	0
PCT7206	ED	0	0	0	0	0	0	0	0	0
PCT7206	TO	0	0	0	0	0	0	0	0	0
PCT7207	MV	3	1	0	0	1	0	0	0	0
PCT7207	ED	0	1	0	0	1	0	0	0	0
PCT7207	TO	3	2	0	0	2	0	0	0	0
PCT7208	MV	1	0	0	0	0	0	0	0	0
PCT7208	ED	0	0	0	0	0	0	0	0	0
PCT7208	TO	1	0	0	0	0	0	0	0	0
PCT7209	MV	1	0	0	0	0	0	0	0	0
PCT7209	ED	1	0	0	0	0	0	0	0	0
PCT7209	TO	2	0	0	0	0	0	0	0	0
PCT7301	MV	0	0	0	0	0	0	0	0	0
PCT7301	ED	0	0	0	0	0	0	0	0	0
PCT7301	TO	0	0	0	0	0	0	0	0	0
PCT7302	MV	1	0	0	0	0	0	0	0	0
PCT7302	ED	0	0	0	0	0	0	0	0	0
PCT7302	TO	1	0	0	0	0	0	0	0	0
PCT7303	MV	2	1	0	0	0	1	0	0	1
PCT7303	ED	0	0	0	0	0	0	0	0	0
PCT7303	TO	2	1	0	0	0	1	0	0	1
PCT7304	MV	1	0	0	0	0	0	0	0	0
PCT7304	ED	1	0	0	0	0	0	0	0	0
PCT7304	TO	2	0	0	0	0	0	0	0	0
PCT7305	MV	0	0	0	0	0	0	0	0	0
PCT7305	ED	0	0	0	0	0	0	0	0	0
PCT7305	TO	0	0	0	0	0	0	0	0	0
PCT7306	MV	2	1	0	0	0	1	0	0	1
PCT7306	ED	-1	0	0	0	0	0	0	0	0
PCT7306	TO	1	1	0	0	0	1	0	0	1
PCT7307	MV	0	0	0	0	0	0	0	0	0
PCT7307	ED	1	0	0	0	0	0	0	0	0
PCT7307	TO	1	0	0	0	0	0	0	0	0
PCT7308	MV	0	0	0	0	0	0	0	0	0
PCT7308	ED	0	0	0	0	0	0	0	0	0
PCT7308	TO	0	0	0	0	0	0	0	0	0
PCT7309	MV	1	0	0	0	0	0	0	0	0
PCT7309	ED	0	0	0	0	0	0	0	0	0
PCT7309	TO	1	0	0	0	0	0	0	0	0
PCT7311	MV	2	0	0	0	0	0	0	0	0
PCT7311	ED	1	0	0	0	0	0	0	0	0
PCT7311	TO	3	0	0	0	0	0	0	0	0
PCT7312	MV	1	0	0	0	0	0	0	0	0
PCT7312	ED	-1	0	0	0	0	0	0	0	0
PCT7312	TO	0	0	0	0	0	0	0	0	0
PCT7313	MV	3	0	0	0	0	0	0	0	0
PCT7313	ED	0	0	0	0	0	0	0	0	0
PCT7313	TO	3	0	0	0	0	0	0	0	0
PCT7314	MV	5	0	0	0	0	0	0	0	0
PCT7314	ED	1	1	0	0	0	1	0	0	1
PCT7314	TO	6	1	0	0	0	1	0	0	1
PCT7315	MV	0	0	0	0	0	0	0	0	0
PCT7315	ED	0	0	0	0	0	0	0	0	0
PCT7315	TO	0	0	0	0	0	0	0	0	0
PCT7316	MV	2	0	0	0	0	0	0	0	0
PCT7316	ED	0	0	0	0	0	0	0	0	0
PCT7316	TO	2	0	0	0	0	0	0	0	0
PCT7317	MV	2	1	0	0	0	1	0	1	0
PCT7317	ED	1	0	0	0	0	0	0	0	0
PCT7317	TO	3	1	0	0	0	1	0	1	0
PCT7318	MV	1	0	0	0	0	0	0	0	0
PCT7318	ED	1	0	0	0	0	0	0	0	0
PCT7318	TO	2	0	0	0	0	0	0	0	0
PCT7319	MV	2	1	0	0	1	0	0	0	0
PCT7319	ED	0	0	0	0	0	0	0	0	0
PCT7319	TO	2	1	0	0	1	0	0	0	0
PCT7321	MV	0	0	0	0	0	0	0	0	0
PCT7321	ED	1	0	0	0	0	0	0	0	0
PCT7321	TO	1	0	0	0	0	0	0	0	0
PCT7322	MV	2	1	0	0	0	1	0	0	1
PCT7322	ED	-1	0	0	0	0	0	0	0	0
PCT7322	TO	1	1	0	0	0	1	0	0	1
PCT7323	MV	2	0	0	0	0	0	0	0	0
PCT7323	ED	0	0	0	0	0	0	0	0	0
PCT7323	TO	2	0	0	0	0	0	0	0	0
PCT7324	MV	2	0	0	0	0	0	0	0	0
PCT7324	ED	0	0	0	0	0	0	0	0	0
PCT7324	TO	2	0	0	0	0	0	0	0	0
PCT7325	MV	0	0	0	0	0	0	0	0	0
PCT7325	ED	0	0	0	0	0	0	0	0	0
PCT7325	TO	0	0	0	0	0	0	0	0	0
PCT7326	MV	4	0	0	0	0	0	0	0	0
PCT7326	ED	1	0	0	0	0	0	0	0	0
PCT7326	TO	5	0	0	0	0	0	0	0	0
PCT7327	MV	2	1	0	0	0	1	0	0	1
PCT7327	ED	0	0	0	0	0	0	0	0	0
PCT7327	TO	2	1	0	0	0	1	0	0	1
PCT7328	MV	4	0	0	0	0	0	0	0	0
PCT7328	ED	2	0	0	0	0	0	0	0	0
PCT7328	TO	6	0	0	0	0	0	0	0	0
PCT7329	MV	2	1	0	0	1	0	0	0	0
PCT7329	ED	0	0	0	0	0	0	0	0	0
PCT7329	TO	2	1	0	0	1	0	0	0	0
PCT7331	MV	1	0	0	0	0	0	0	0	0
PCT7331	ED	0	0	0	0	0	0	0	0	0
PCT7331	TO	1	0	0	0	0	0	0	0	0
PCT7332	MV	4	1	0	0	0	1	0	0	1
PCT7332	ED	3	1	0	0	1	0	0	0	0
PCT7332	TO	7	2	0	0	1	1	0	0	1
PCT7333	MV	3	3	0	0	0	3	0	3	0
PCT7333	ED	1	0	0	0	0	0	0	0	0
PCT7333	TO	4	3	0	0	0	3	0	3	0
PCT7334	MV	2	0	0	0	0	0	0	0	0
PCT7334	ED	0	2	0	0	0	2	0	0	2
PCT7334	TO	2	2	0	0	0	2	0	0	2
PCT7335	MV	2	0	0	0	0	0	0	0	0
PCT7335	ED	0	0	0	0	0	0	0	0	0
PCT7335	TO	2	0	0	0	0	0	0	0	0
PCT7336	MV	1	0	0	0	0	0	0	0	0
PCT7336	ED	0	0	0	0	0	0	0	0	0
PCT7336	TO	1	0	0	0	0	0	0	0	0
PCT7337	MV	3	1	0	0	0	1	0	0	1
PCT7337	ED	0	0	0	0	0	0	0	0	0
PCT7337	TO	3	1	0	0	0	1	0	0	1
PCT7338	MV	5	0	0	0	0	0	0	0	0
PCT7338	ED	1	0	0	0	0	0	0	0	0
PCT7338	TO	6	0	0	0	0	0	0	0	0
PCT7339	MV	2	1	0	0	0	1	0	0	1
PCT7339	ED	0	0	0	0	0	0	0	0	0
PCT7339	TO	2	1	0	0	0	1	0	0	1
PCT7341	MV	3	1	0	0	1	0	0	0	0
PCT7341	ED	0	0	0	0	0	0	0	0	0
PCT7341	TO	3	1	0	0	1	0	0	0	0
PCT7342	MV	0	0	0	0	0	0	0	0	0
PCT7342	ED	2	1	0	0	0	1	0	0	1
PCT7342	TO	2	1	0	0	0	1	0	0	1
PCT7343	MV	3	1	0	0	0	1	0	0	1
PCT7343	ED	1	1	0	0	1	0	0	0	0
PCT7343	TO	4	2	0	0	1	1	0	0	1
PCT7344	MV	3	1	0	0	0	1	0	0	1
PCT7344	ED	-1	0	0	0	0	0	0	0	0
PCT7344	TO	2	1	0	0	0	1	0	0	1
PCT7345	MV	1	0	0	0	0	0	0	0	0
PCT7345	ED	0	0	0	0	0	0	0	0	0
PCT7345	TO	1	0	0	0	0	0	0	0	0
PCT7346	MV	5	0	0	0	0	0	0	0	0
PCT7346	ED	-1	0	0	0	0	0	0	0	0
PCT7346	TO	4	0	0	0	0	0	0	0	0
PCT7347	MV	0	0	0	0	0	0	0	0	0
PCT7347	ED	3	0	0	0	0	0	0	0	0
PCT7347	TO	3	0	0	0	0	0	0	0	0
PCT7348	MV	6	2	0	0	0	2	0	0	2
PCT7348	ED	0	0	0	0	0	0	0	0	0
PCT7348	TO	6	2	0	0	0	2	0	0	2
PCT7349	MV	3	0	0	0	0	0	0	0	0
PCT7349	ED	1	1	0	0	0	1	0	0	1
PCT7349	TO	4	1	0	0	0	1	0	0	1
PCT7501	MV	0	0	0	0	0	0	0	0	0
PCT7501	ED	1	0	0	0	0	0	0	0	0
PCT7501	TO	1	0	0	0	0	0	0	0	0
PCT7502	MV	1	0	0	0	0	0	0	0	0
PCT7502	ED	0	0	0	0	0	0	0	0	0
PCT7502	TO	1	0	0	0	0	0	0	0	0
PCT7503	MV	2	0	0	0	0	0	0	0	0
PCT7503	ED	1	0	0	0	0	0	0	0	0
PCT7503	TO	3	0	0	0	0	0	0	0	0
PCT7504	MV	0	0	0	0	0	0	0	0	0
PCT7504	ED	1	0	0	0	0	0	0	0	0
PCT7504	TO	1	0	0	0	0	0	0	0	0
PCT7505	MV	1	0	0	0	0	0	0	0	0
PCT7505	ED	-1	0	0	0	0	0	0	0	0
PCT7505	TO	0	0	0	0	0	0	0	0	0
PCT7506	MV	2	0	0	0	0	0	0	0	0
PCT7506	ED	0	0	0	0	0	0	0	0	0
PCT7506	TO	2	0	0	0	0	0	0	0	0
PCT7507	MV	6	2	0	0	0	2	0	0	2
PCT7507	ED	2	0	0	0	0	0	0	0	0
PCT7507	TO	8	2	0	0	0	2	0	0	2
PCT7508	MV	0	0	0	0	0	0	0	0	0
PCT7508	ED	1	1	0	0	0	1	0	0	1
PCT7508	TO	1	1	0	0	0	1	0	0	1
PCT7509	MV	0	0	0	0	0	0	0	0	0
PCT7509	ED	0	0	0	0	0	0	0	0	0
PCT7509	TO	0	0	0	0	0	0	0	0	0
PCT7512	MV	1	0	0	0	0	0	0	0	0
PCT7512	ED	1	0	0	0	0	0	0	0	0
PCT7512	TO	2	0	0	0	0	0	0	0	0
PCT7513	MV	3	1	0	0	1	0	0	0	0
PCT7513	ED	0	1	0	0	0	1	0	0	1
PCT7513	TO	3	2	0	0	1	1	0	0	1
PCT7514	MV	1	1	0	0	0	1	0	1	0
PCT7514	ED	0	0	0	0	0	0	0	0	0
PCT7514	TO	1	1	0	0	0	1	0	1	0
PCT7515	MV	4	1	0	0	1	0	0	0	0
PCT7515	ED	3	1	0	0	0	1	0	0	1
PCT7515	TO	7	2	0	0	1	1	0	0	1
PCT7516	MV	1	0	0	0	0	0	0	0	0
PCT7516	ED	0	0	0	0	0	0	0	0	0
PCT7516	TO	1	0	0	0	0	0	0	0	0
PCT7517	MV	2	1	0	0	1	0	0	0	0
PCT7517	ED	1	0	0	0	0	0	0	0	0
PCT7517	TO	3	1	0	0	1	0	0	0	0
PCT7518	MV	1	0	0	0	0	0	0	0	0
PCT7518	ED	1	0	0	0	0	0	0	0	0
PCT7518	TO	2	0	0	0	0	0	0	0	0
PCT7519	MV	2	2	0	0	1	1	0	0	1
PCT7519	ED	1	1	0	0	0	1	0	0	1
PCT7519	TO	3	3	0	0	1	2	0	0	2
PCT7521	MV	1	0	0	0	0	0	0	0	0
PCT7521	ED	1	0	0	0	0	0	0	0	0
