area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	X01401:DAVID CHIU	X01402:Starchild
PCT7306	MV	0	0	0	0	0	0	0	0	0
PCT7306	ED	0	0	0	0	0	0	0	0	0
PCT7306	TO	0	0	0	0	0	0	0	0	0
PCT7307	MV	0	0	0	0	0	0	0	0	0
PCT7307	ED	0	0	0	0	0	0	0	0	0
PCT7307	TO	0	0	0	0	0	0	0	0	0
PCT7308	MV	0	0	0	0	0	0	0	0	0
PCT7308	ED	0	0	0	0	0	0	0	0	0
PCT7308	TO	0	0	0	0	0	0	0	0	0
PCT7309	MV	0	0	0	0	0	0	0	0	0
PCT7309	ED	0	0	0	0	0	0	0	0	0
PCT7309	TO	0	0	0	0	0	0	0	0	0
PCT7311	MV	0	0	0	0	0	0	0	0	0
PCT7311	ED	0	0	0	0	0	0	0	0	0
PCT7311	TO	0	0	0	0	0	0	0	0	0
PCT7312	MV	0	0	0	0	0	0	0	0	0
PCT7312	ED	0	0	0	0	0	0	0	0	0
PCT7312	TO	0	0	0	0	0	0	0	0	0
PCT7313	MV	0	0	0	0	0	0	0	0	0
PCT7313	ED	0	0	0	0	0	0	0	0	0
PCT7313	TO	0	0	0	0	0	0	0	0	0
PCT7314	MV	0	0	0	0	0	0	0	0	0
PCT7314	ED	0	0	0	0	0	0	0	0	0
PCT7314	TO	0	0	0	0	0	0	0	0	0
PCT7315	MV	0	0	0	0	0	0	0	0	0
PCT7315	ED	0	0	0	0	0	0	0	0	0
PCT7315	TO	0	0	0	0	0	0	0	0	0
PCT7316	MV	0	0	0	0	0	0	0	0	0
PCT7316	ED	0	0	0	0	0	0	0	0	0
PCT7316	TO	0	0	0	0	0	0	0	0	0
PCT7317	MV	0	0	0	0	0	0	0	0	0
PCT7317	ED	0	0	0	0	0	0	0	0	0
PCT7317	TO	0	0	0	0	0	0	0	0	0
PCT7318	MV	0	0	0	0	0	0	0	0	0
PCT7318	ED	0	0	0	0	0	0	0	0	0
PCT7318	TO	0	0	0	0	0	0	0	0	0
PCT7319	MV	0	0	0	0	0	0	0	0	0
PCT7319	ED	0	0	0	0	0	0	0	0	0
PCT7319	TO	0	0	0	0	0	0	0	0	0
PCT7321	MV	0	0	0	0	0	0	0	0	0
PCT7321	ED	0	0	0	0	0	0	0	0	0
PCT7321	TO	0	0	0	0	0	0	0	0	0
PCT7322	MV	0	0	0	0	0	0	0	0	0
PCT7322	ED	0	0	0	0	0	0	0	0	0
PCT7322	TO	0	0	0	0	0	0	0	0	0
PCT7323	MV	0	0	0	0	0	0	0	0	0
PCT7323	ED	0	0	0	0	0	0	0	0	0
PCT7323	TO	0	0	0	0	0	0	0	0	0
PCT7324	MV	0	0	0	0	0	0	0	0	0
PCT7324	ED	0	0	0	0	0	0	0	0	0
PCT7324	TO	0	0	0	0	0	0	0	0	0
PCT7325	MV	0	0	0	0	0	0	0	0	0
PCT7325	ED	0	0	0	0	0	0	0	0	0
PCT7325	TO	0	0	0	0	0	0	0	0	0
PCT7326	MV	0	0	0	0	0	0	0	0	0
PCT7326	ED	0	0	0	0	0	0	0	0	0
PCT7326	TO	0	0	0	0	0	0	0	0	0
PCT7327	MV	0	0	0	0	0	0	0	0	0
PCT7327	ED	0	0	0	0	0	0	0	0	0
PCT7327	TO	0	0	0	0	0	0	0	0	0
PCT7328	MV	0	0	0	0	0	0	0	0	0
PCT7328	ED	0	0	0	0	0	0	0	0	0
PCT7328	TO	0	0	0	0	0	0	0	0	0
PCT7329	MV	0	0	0	0	0	0	0	0	0
PCT7329	ED	0	0	0	0	0	0	0	0	0
PCT7329	TO	0	0	0	0	0	0	0	0	0
PCT7331	MV	0	0	0	0	0	0	0	0	0
PCT7331	ED	0	0	0	0	0	0	0	0	0
PCT7331	TO	0	0	0	0	0	0	0	0	0
PCT7332	MV	0	0	0	0	0	0	0	0	0
PCT7332	ED	0	0	0	0	0	0	0	0	0
PCT7332	TO	0	0	0	0	0	0	0	0	0
PCT7333	MV	0	0	0	0	0	0	0	0	0
PCT7333	ED	0	0	0	0	0	0	0	0	0
PCT7333	TO	0	0	0	0	0	0	0	0	0
PCT7334	MV	0	0	0	0	0	0	0	0	0
PCT7334	ED	0	0	0	0	0	0	0	0	0
PCT7334	TO	0	0	0	0	0	0	0	0	0
PCT7335	MV	0	0	0	0	0	0	0	0	0
PCT7335	ED	0	0	0	0	0	0	0	0	0
PCT7335	TO	0	0	0	0	0	0	0	0	0
PCT7336	MV	0	0	0	0	0	0	0	0	0
PCT7336	ED	0	0	0	0	0	0	0	0	0
PCT7336	TO	0	0	0	0	0	0	0	0	0
PCT7337	MV	0	0	0	0	0	0	0	0	0
PCT7337	ED	0	0	0	0	0	0	0	0	0
PCT7337	TO	0	0	0	0	0	0	0	0	0
PCT7338	MV	0	0	0	0	0	0	0	0	0
PCT7338	ED	0	0	0	0	0	0	0	0	0
PCT7338	TO	0	0	0	0	0	0	0	0	0
PCT7339	MV	0	0	0	0	0	0	0	0	0
PCT7339	ED	0	0	0	0	0	0	0	0	0
PCT7339	TO	0	0	0	0	0	0	0	0	0
PCT7341	MV	0	0	0	0	0	0	0	0	0
PCT7341	ED	0	0	0	0	0	0	0	0	0
PCT7341	TO	0	0	0	0	0	0	0	0	0
PCT7342	MV	0	0	0	0	0	0	0	0	0
PCT7342	ED	0	0	0	0	0	0	0	0	0
PCT7342	TO	0	0	0	0	0	0	0	0	0
PCT7343	MV	0	0	0	0	0	0	0	0	0
PCT7343	ED	0	0	0	0	0	0	0	0	0
PCT7343	TO	0	0	0	0	0	0	0	0	0
PCT7344	MV	0	0	0	0	0	0	0	0	0
PCT7344	ED	0	0	0	0	0	0	0	0	0
PCT7344	TO	0	0	0	0	0	0	0	0	0
PCT7345	MV	0	0	0	0	0	0	0	0	0
PCT7345	ED	0	0	0	0	0	0	0	0	0
PCT7345	TO	0	0	0	0	0	0	0	0	0
PCT7346	MV	0	0	0	0	0	0	0	0	0
PCT7346	ED	0	0	0	0	0	0	0	0	0
PCT7346	TO	0	0	0	0	0	0	0	0	0
PCT7347	MV	0	0	0	0	0	0	0	0	0
PCT7347	ED	0	0	0	0	0	0	0	0	0
PCT7347	TO	0	0	0	0	0	0	0	0	0
PCT7348	MV	0	0	0	0	0	0	0	0	0
PCT7348	ED	0	0	0	0	0	0	0	0	0
PCT7348	TO	0	0	0	0	0	0	0	0	0
PCT7349	MV	0	0	0	0	0	0	0	0	0
PCT7349	ED	0	0	0	0	0	0	0	0	0
PCT7349	TO	0	0	0	0	0	0	0	0	0
PCT7501	MV	0	0	0	0	0	0	0	0	0
PCT7501	ED	0	0	0	0	0	0	0	0	0
PCT7501	TO	0	0	0	0	0	0	0	0	0
PCT7502	MV	0	0	0	0	0	0	0	0	0
PCT7502	ED	0	0	0	0	0	0	0	0	0
PCT7502	TO	0	0	0	0	0	0	0	0	0
PCT7503	MV	0	0	0	0	0	0	0	0	0
PCT7503	ED	0	0	0	0	0	0	0	0	0
PCT7503	TO	0	0	0	0	0	0	0	0	0
PCT7504	MV	0	0	0	0	0	0	0	0	0
PCT7504	ED	0	0	0	0	0	0	0	0	0
PCT7504	TO	0	0	0	0	0	0	0	0	0
PCT7505	MV	0	0	0	0	0	0	0	0	0
PCT7505	ED	0	0	0	0	0	0	0	0	0
PCT7505	TO	0	0	0	0	0	0	0	0	0
PCT7506	MV	0	0	0	0	0	0	0	0	0
PCT7506	ED	0	0	0	0	0	0	0	0	0
PCT7506	TO	0	0	0	0	0	0	0	0	0
PCT7507	MV	0	0	0	0	0	0	0	0	0
PCT7507	ED	0	0	0	0	0	0	0	0	0
PCT7507	TO	0	0	0	0	0	0	0	0	0
PCT7508	MV	0	0	0	0	0	0	0	0	0
PCT7508	ED	0	0	0	0	0	0	0	0	0
PCT7508	TO	0	0	0	0	0	0	0	0	0
PCT7509	MV	0	0	0	0	0	0	0	0	0
PCT7509	ED	0	0	0	0	0	0	0	0	0
PCT7509	TO	0	0	0	0	0	0	0	0	0
PCT7512	MV	0	0	0	0	0	0	0	0	0
PCT7512	ED	0	0	0	0	0	0	0	0	0
PCT7512	TO	0	0	0	0	0	0	0	0	0
PCT7513	MV	0	0	0	0	0	0	0	0	0
PCT7513	ED	0	0	0	0	0	0	0	0	0
PCT7513	TO	0	0	0	0	0	0	0	0	0
PCT7514	MV	0	0	0	0	0	0	0	0	0
PCT7514	ED	0	0	0	0	0	0	0	0	0
PCT7514	TO	0	0	0	0	0	0	0	0	0
PCT7515	MV	0	0	0	0	0	0	0	0	0
PCT7515	ED	0	0	0	0	0	0	0	0	0
PCT7515	TO	0	0	0	0	0	0	0	0	0
PCT7516	MV	0	0	0	0	0	0	0	0	0
PCT7516	ED	0	0	0	0	0	0	0	0	0
PCT7516	TO	0	0	0	0	0	0	0	0	0
PCT7517	MV	0	0	0	0	0	0	0	0	0
PCT7517	ED	0	0	0	0	0	0	0	0	0
PCT7517	TO	0	0	0	0	0	0	0	0	0
PCT7518	MV	0	0	0	0	0	0	0	0	0
PCT7518	ED	0	0	0	0	0	0	0	0	0
PCT7518	TO	0	0	0	0	0	0	0	0	0
PCT7519	MV	0	0	0	0	0	0	0	0	0
PCT7519	ED	0	0	0	0	0	0	0	0	0
PCT7519	TO	0	0	0	0	0	0	0	0	0
PCT7521	MV	0	0	0	0	0	0	0	0	0
PCT7521	ED	0	0	0	0	0	0	0	0	0
PCT7521	TO	0	0	0	0	0	0	0	0	0
PCT7522	MV	0	0	0	0	0	0	0	0	0
PCT7522	ED	0	0	0	0	0	0	0	0	0
PCT7522	TO	0	0	0	0	0	0	0	0	0
PCT7523	MV	0	0	0	0	0	0	0	0	0
PCT7523	ED	0	0	0	0	0	0	0	0	0
PCT7523	TO	0	0	0	0	0	0	0	0	0
PCT7524	MV	0	0	0	0	0	0	0	0	0
PCT7524	ED	0	0	0	0	0	0	0	0	0
PCT7524	TO	0	0	0	0	0	0	0	0	0
PCT7525	MV	0	0	0	0	0	0	0	0	0
PCT7525	ED	0	0	0	0	0	0	0	0	0
PCT7525	TO	0	0	0	0	0	0	0	0	0
PCT7526	MV	0	0	0	0	0	0	0	0	0
PCT7526	ED	0	0	0	0	0	0	0	0	0
PCT7526	TO	0	0	0	0	0	0	0	0	0
PCT7527	MV	0	0	0	0	0	0	0	0	0
PCT7527	ED	0	0	0	0	0	0	0	0	0
PCT7527	TO	0	0	0	0	0	0	0	0	0
PCT7529	MV	0	0	0	0	0	0	0	0	0
PCT7529	ED	0	0	0	0	0	0	0	0	0
PCT7529	TO	0	0	0	0	0	0	0	0	0
PCT7531	MV	0	0	0	0	0	0	0	0	0
PCT7531	ED	0	0	0	0	0	0	0	0	0
PCT7531	TO	0	0	0	0	0	0	0	0	0
PCT7532	MV	0	0	0	0	0	0	0	0	0
PCT7532	ED	0	0	0	0	0	0	0	0	0
PCT7532	TO	0	0	0	0	0	0	0	0	0
PCT7533	MV	0	0	0	0	0	0	0	0	0
PCT7533	ED	0	0	0	0	0	0	0	0	0
PCT7533	TO	0	0	0	0	0	0	0	0	0
PCT7534	MV	0	0	0	0	0	0	0	0	0
PCT7534	ED	0	0	0	0	0	0	0	0	0
PCT7534	TO	0	0	0	0	0	0	0	0	0
PCT7535	MV	0	0	0	0	0	0	0	0	0
PCT7535	ED	0	0	0	0	0	0	0	0	0
PCT7535	TO	0	0	0	0	0	0	0	0	0
PCT7536	MV	0	0	0	0	0	0	0	0	0
PCT7536	ED	0	0	0	0	0	0	0	0	0
PCT7536	TO	0	0	0	0	0	0	0	0	0
PCT7537	MV	0	0	0	0	0	0	0	0	0
PCT7537	ED	0	0	0	0	0	0	0	0	0
PCT7537	TO	0	0	0	0	0	0	0	0	0
PCT7538	MV	0	0	0	0	0	0	0	0	0
PCT7538	ED	0	0	0	0	0	0	0	0	0
PCT7538	TO	0	0	0	0	0	0	0	0	0
PCT7539	MV	0	0	0	0	0	0	0	0	0
PCT7539	ED	0	0	0	0	0	0	0	0	0
PCT7539	TO	0	0	0	0	0	0	0	0	0
PCT7541	MV	0	0	0	0	0	0	0	0	0
PCT7541	ED	0	0	0	0	0	0	0	0	0
PCT7541	TO	0	0	0	0	0	0	0	0	0
PCT7542	MV	0	0	0	0	0	0	0	0	0
PCT7542	ED	0	0	0	0	0	0	0	0	0
PCT7542	TO	0	0	0	0	0	0	0	0	0
PCT7543	MV	0	0	0	0	0	0	0	0	0
PCT7543	ED	0	0	0	0	0	0	0	0	0
PCT7543	TO	0	0	0	0	0	0	0	0	0
PCT7544	MV	0	0	0	0	0	0	0	0	0
PCT7544	ED	0	0	0	0	0	0	0	0	0
PCT7544	TO	0	0	0	0	0	0	0	0	0
PCT7545	MV	0	0	0	0	0	0	0	0	0
PCT7545	ED	0	0	0	0	0	0	0	0	0
PCT7545	TO	0	0	0	0	0	0	0	0	0
PCT7546	MV	0	0	0	0	0	0	0	0	0
PCT7546	ED	0	0	0	0	0	0	0	0	0
PCT7546	TO	0	0	0	0	0	0	0	0	0
PCT7547	MV	0	0	0	0	0	0	0	0	0
PCT7547	ED	0	0	0	0	0	0	0	0	0
PCT7547	TO	0	0	0	0	0	0	0	0	0
PCT7548	MV	0	0	0	0	0	0	0	0	0
PCT7548	ED	0	0	0	0	0	0	0	0	0
PCT7548	TO	0	0	0	0	0	0	0	0	0
PCT7549	MV	0	0	0	0	0	0	0	0	0
PCT7549	ED	0	0	0	0	0	0	0	0	0
PCT7549	TO	0	0	0	0	0	0	0	0	0
PCT7551	MV	0	0	0	0	0	0	0	0	0
PCT7551	ED	0	0	0	0	0	0	0	0	0
PCT7551	TO	0	0	0	0	0	0	0	0	0
PCT7552	MV	0	0	0	0	0	0	0	0	0
PCT7552	ED	0	0	0	0	0	0	0	0	0
PCT7552	TO	0	0	0	0	0	0	0	0	0
PCT7553	MV	0	0	0	0	0	0	0	0	0
PCT7553	ED	0	0	0	0	0	0	0	0	0
PCT7553	TO	0	0	0	0	0	0	0	0	0
PCT7554	MV	0	0	0	0	0	0	0	0	0
PCT7554	ED	0	0	0	0	0	0	0	0	0
PCT7554	TO	0	0	0	0	0	0	0	0	0
PCT7555	MV	0	0	0	0	0	0	0	0	0
PCT7555	ED	0	0	0	0	0	0	0	0	0
PCT7555	TO	0	0	0	0	0	0	0	0	0
PCT7556	MV	0	0	0	0	0	0	0	0	0
PCT7556	ED	0	0	0	0	0	0	0	0	0
PCT7556	TO	0	0	0	0	0	0	0	0	0
