area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	9:YES	10:NO
ALLPCTS	TO	503899	304904	0	79	26547	278278	195037	83241
ALLPCTS	ED	101264	107001	0	33	11285	95683	70026	25657
ALLPCTS	MV	402635	197903	0	46	15262	182595	125011	57584
PCT1101	MV	448	216	0	0	14	202	136	66
PCT1101	ED	114	93	0	0	10	83	65	18
PCT1101	TO	562	309	0	0	24	285	201	84
PCT1102	MV	774	370	0	0	23	347	210	137
PCT1102	ED	230	209	0	0	19	190	140	50
PCT1102	TO	1004	579	0	0	42	537	350	187
PCT1103	MV	749	373	0	0	17	356	244	112
PCT1103	ED	222	194	0	0	14	180	126	54
PCT1103	TO	971	567	0	0	31	536	370	166
PCT1104	MV	751	343	0	0	18	325	219	106
PCT1104	ED	267	169	0	0	16	153	107	46
PCT1104	TO	1018	512	0	0	34	478	326	152
PCT1106	MV	598	255	0	0	21	234	141	93
PCT1106	ED	173	149	0	0	13	136	84	52
PCT1106	TO	771	404	0	0	34	370	225	145
PCT1107	MV	612	288	0	0	19	269	152	117
PCT1107	ED	139	125	0	0	10	115	78	37
PCT1107	TO	751	413	0	0	29	384	230	154
PCT1108	MV	725	360	0	0	20	340	234	106
PCT1108	ED	198	159	0	0	22	137	92	45
PCT1108	TO	923	519	0	0	42	477	326	151
PCT1109	MV	653	285	0	0	15	270	158	112
PCT1109	ED	169	141	0	0	12	129	93	36
PCT1109	TO	822	426	0	0	27	399	251	148
PCT1111	MV	849	354	0	0	24	330	187	143
PCT1111	ED	197	189	0	0	18	171	122	49
PCT1111	TO	1046	543	0	0	42	501	309	192
PCT1112	MV	643	280	0	0	14	266	168	98
PCT1112	ED	159	119	0	0	7	112	89	23
PCT1112	TO	802	399	0	0	21	378	257	121
PCT1113	MV	675	286	0	0	26	260	146	114
PCT1113	ED	120	108	0	0	21	87	63	24
PCT1113	TO	795	394	0	0	47	347	209	138
PCT1114	MV	769	328	0	0	26	302	200	102
PCT1114	ED	222	167	0	0	25	142	103	39
PCT1114	TO	991	495	0	0	51	444	303	141
PCT1115	MV	743	295	0	0	22	273	171	102
PCT1115	ED	193	131	0	0	13	118	92	26
PCT1115	TO	936	426	0	0	35	391	263	128
PCT1116	MV	715	309	0	0	26	283	195	88
PCT1116	ED	216	197	0	0	19	178	126	52
PCT1116	TO	931	506	0	0	45	461	321	140
PCT1117	MV	665	259	0	0	16	243	138	105
PCT1117	ED	181	152	0	0	14	138	98	40
PCT1117	TO	846	411	0	0	30	381	236	145
PCT1118	MV	846	366	0	0	15	351	226	125
PCT1118	ED	219	164	0	1	15	148	105	43
