area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	13:JULIÁN CASTRO	14:MICHAEL A. ELLINGER	15:ELIZABETH WARREN	16:MARIANNE WILLIAMSON	17:ANDREW YANG	18:ROQUE "ROCKY" DE LA FUENTE III	19:JOHN K. DELANEY	20:AMY KLOBUCHAR	21:BERNIE SANDERS	22:JOE SESTAK	23:TOM STEYER	24:DEVAL PATRICK	25:MICHAEL BENNET	26:MICHAEL R. BLOOMBERG	27:MOSIE BOYD	28:CORY BOOKER	29:PETE BUTTIGIEG	30:JOSEPH R. BIDEN	31:TULSI GABBARD	32:MARK STEWART GREENSTEIN	178:NAKIA L. ANTHONY	179:DAPHNE DENISE BRADFORD	180:WILLIE FELIX CARTER	181:MICHAEL DENAME	182:JEFFREY H. DROBMAN	183:ROBERT JORDAN	184:HEATHER MARIE STAGG
PCT1154	MV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1154	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1154	TO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7001	MV	630	95	0	0	1	94	0	0	0	21	0	1	0	0	2	40	0	1	0	0	13	0	0	11	5	0	0	0	0	0	0	0	0	0
PCT7001	ED	143	98	0	0	0	98	0	0	0	34	0	0	0	0	0	36	0	0	0	0	3	0	0	0	24	1	0	0	0	0	0	0	0	0
PCT7001	TO	773	193	0	0	1	192	0	0	0	55	0	1	0	0	2	76	0	1	0	0	16	0	0	11	29	1	0	0	0	0	0	0	0	0
PCT7002	MV	595	63	0	0	0	63	0	0	0	14	0	1	0	0	4	19	0	1	0	0	9	0	0	13	2	0	0	0	0	0	0	0	0	0
PCT7002	ED	119	86	0	0	0	86	0	0	0	25	0	0	0	0	0	34	0	0	0	0	4	0	0	0	23	0	0	0	0	0	0	0	0	0
PCT7002	TO	714	149	0	0	0	149	0	0	0	39	0	1	0	0	4	53	0	1	0	0	13	0	0	13	25	0	0	0	0	0	0	0	0	0
PCT7003	MV	759	123	0	0	2	121	0	0	0	35	0	5	0	0	7	35	0	0	0	0	14	0	0	18	7	0	0	0	0	0	0	0	0	0
PCT7003	ED	147	136	0	0	1	135	0	0	0	41	0	0	0	0	0	35	0	0	0	0	8	0	0	0	50	1	0	0	0	0	0	0	0	0
PCT7003	TO	906	259	0	0	3	256	0	0	0	76	0	5	0	0	7	70	0	0	0	0	22	0	0	18	57	1	0	0	0	0	0	0	0	0
PCT7004	MV	763	120	0	0	0	120	0	0	0	32	0	2	0	0	4	37	0	0	0	0	15	0	0	23	6	1	0	0	0	0	0	0	0	0
PCT7004	ED	150	135	0	0	0	135	0	0	0	52	0	1	0	0	0	32	0	0	0	0	16	0	0	0	34	0	0	0	0	0	0	0	0	0
PCT7004	TO	913	255	0	0	0	255	0	0	0	84	0	3	0	0	4	69	0	0	0	0	31	0	0	23	40	1	0	0	0	0	0	0	0	0
PCT7005	MV	696	127	0	1	0	126	0	0	0	32	0	0	0	0	4	42	0	1	0	0	19	0	2	17	9	0	0	0	0	0	0	0	0	0
PCT7005	ED	163	160	0	0	1	159	1	0	0	50	0	1	0	0	0	48	0	0	0	0	6	0	0	0	53	0	0	0	0	0	0	0	0	0
PCT7005	TO	859	287	0	1	1	285	1	0	0	82	0	1	0	0	4	90	0	1	0	0	25	0	2	17	62	0	0	0	0	0	0	0	0	0
PCT7006	MV	726	104	0	0	1	103	0	0	0	22	0	3	0	0	3	45	0	4	0	0	11	0	0	8	7	0	0	0	0	0	0	0	0	0
PCT7006	ED	206	143	0	0	0	143	0	0	0	35	0	0	0	0	0	73	0	0	0	0	3	0	0	1	31	0	0	0	0	0	0	0	0	0
PCT7006	TO	932	247	0	0	1	246	0	0	0	57	0	3	0	0	3	118	0	4	0	0	14	0	0	9	38	0	0	0	0	0	0	0	0	0
PCT7007	MV	775	126	0	0	0	126	0	0	1	26	0	1	0	0	11	41	0	1	0	1	21	0	0	19	4	0	0	0	0	0	0	0	0	0
PCT7007	ED	182	166	0	0	0	166	0	0	0	43	0	0	0	0	0	53	0	1	0	0	15	0	0	0	54	0	0	0	0	0	0	0	0	0
PCT7007	TO	957	292	0	0	0	292	0	0	1	69	0	1	0	0	11	94	0	2	0	1	36	0	0	19	58	0	0	0	0	0	0	0	0	0
PCT7008	MV	732	132	0	0	1	131	0	0	0	35	0	2	0	0	9	25	0	4	1	0	31	0	0	19	5	0	0	0	0	0	0	0	0	0
PCT7008	ED	177	181	0	0	0	181	0	0	0	68	0	0	0	0	0	56	0	0	0	0	10	0	0	0	47	0	0	0	0	0	0	0	0	0
PCT7008	TO	909	313	0	0	1	312	0	0	0	103	0	2	0	0	9	81	0	4	1	0	41	0	0	19	52	0	0	0	0	0	0	0	0	0
PCT7009	MV	749	113	0	0	0	113	0	0	0	27	0	2	0	0	3	46	0	2	0	0	15	0	0	11	7	0	0	0	0	0	0	0	0	0
PCT7009	ED	122	82	0	0	0	82	0	0	0	22	0	1	0	0	2	33	1	1	0	0	2	0	0	0	20	0	0	0	0	0	0	0	0	0
PCT7009	TO	871	195	0	0	0	195	0	0	0	49	0	3	0	0	5	79	1	3	0	0	17	0	0	11	27	0	0	0	0	0	0	0	0	0
PCT7011	MV	703	62	0	1	0	61	0	0	0	6	0	0	0	0	3	20	0	1	0	0	13	0	0	7	11	0	0	0	0	0	0	0	0	0
PCT7011	ED	270	87	0	0	0	87	0	0	0	30	0	0	0	0	0	26	0	0	0	0	11	0	0	0	20	0	0	0	0	0	0	0	0	0
PCT7011	TO	973	149	0	1	0	148	0	0	0	36	0	0	0	0	3	46	0	1	0	0	24	0	0	7	31	0	0	0	0	0	0	0	0	0
PCT7012	MV	996	161	0	0	0	161	0	0	0	43	0	4	0	0	7	46	0	2	0	0	27	0	0	22	10	0	0	0	0	0	0	0	0	0
PCT7012	ED	230	188	0	0	1	187	0	0	0	54	0	1	0	0	1	56	0	0	0	0	14	0	0	0	58	3	0	0	0	0	0	0	0	0
PCT7012	TO	1226	349	0	0	1	348	0	0	0	97	0	5	0	0	8	102	0	2	0	0	41	0	0	22	68	3	0	0	0	0	0	0	0	0
PCT7013	MV	983	108	0	0	0	108	0	0	0	36	0	3	0	0	3	36	0	3	0	0	10	0	0	13	4	0	0	0	0	0	0	0	0	0
PCT7013	ED	156	144	0	0	0	144	0	0	0	45	0	0	0	0	1	53	0	0	0	0	6	0	0	0	39	0	0	0	0	0	0	0	0	0
PCT7013	TO	1139	252	0	0	0	252	0	0	0	81	0	3	0	0	4	89	0	3	0	0	16	0	0	13	43	0	0	0	0	0	0	0	0	0
PCT7014	MV	608	75	0	0	0	75	0	0	0	17	0	2	0	0	1	23	0	1	0	0	16	0	0	11	4	0	0	0	0	0	0	0	0	0
PCT7014	ED	111	109	0	0	0	109	0	0	0	29	0	0	0	0	0	37	0	0	0	0	7	0	0	0	36	0	0	0	0	0	0	0	0	0
PCT7014	TO	719	184	0	0	0	184	0	0	0	46	0	2	0	0	1	60	0	1	0	0	23	0	0	11	40	0	0	0	0	0	0	0	0	0
PCT7015	MV	128	11	0	0	0	11	0	0	0	1	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7015	ED	-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7015	TO	110	11	0	0	0	11	0	0	0	1	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7016	MV	654	53	0	0	0	53	0	0	0	3	0	3	0	0	0	28	0	2	0	0	5	0	2	1	9	0	0	0	0	0	0	0	0	0
PCT7016	ED	278	69	0	0	0	69	0	0	0	5	0	0	0	0	0	41	0	2	0	0	4	0	0	1	16	0	0	0	0	0	0	0	0	0
PCT7016	TO	932	122	0	0	0	122	0	0	0	8	0	3	0	0	0	69	0	4	0	0	9	0	2	2	25	0	0	0	0	0	0	0	0	0
PCT7017	MV	539	45	0	0	0	45	0	0	0	3	0	3	0	0	0	19	1	2	0	0	3	0	0	5	9	0	0	0	0	0	0	0	0	0
PCT7017	ED	242	53	0	0	0	53	0	0	0	4	0	0	0	0	0	18	0	0	0	0	3	0	0	0	28	0	0	0	0	0	0	0	0	0
PCT7017	TO	781	98	0	0	0	98	0	0	0	7	0	3	0	0	0	37	1	2	0	0	6	0	0	5	37	0	0	0	0	0	0	0	0	0
PCT7018	MV	846	89	0	0	1	88	0	0	0	5	0	13	0	0	0	37	0	2	0	0	16	0	0	1	14	0	0	0	0	0	0	0	0	0
PCT7018	ED	201	56	0	0	0	56	0	0	0	4	0	0	0	0	0	29	0	0	0	0	3	0	0	0	19	0	1	0	0	0	0	0	0	0
PCT7018	TO	1047	145	0	0	1	144	0	0	0	9	0	13	0	0	0	66	0	2	0	0	19	0	0	1	33	0	1	0	0	0	0	0	0	0
PCT7019	MV	733	87	0	1	1	85	0	0	1	10	0	3	0	0	0	32	0	1	0	1	14	0	0	2	21	0	0	0	0	0	0	0	0	0
PCT7019	ED	167	71	0	0	0	71	0	0	0	10	0	1	0	0	0	23	0	0	0	0	3	0	0	0	34	0	0	0	0	0	0	0	0	0
PCT7019	TO	900	158	0	1	1	156	0	0	1	20	0	4	0	0	0	55	0	1	0	1	17	0	0	2	55	0	0	0	0	0	0	0	0	0
PCT7021	MV	674	61	0	0	0	61	0	1	0	7	0	3	0	0	0	19	0	2	0	0	6	0	0	11	12	0	0	0	0	0	0	0	0	0
PCT7021	ED	293	101	0	2	0	99	0	0	0	19	0	0	0	0	0	49	1	1	0	0	2	0	0	0	25	2	0	0	0	0	0	0	0	0
PCT7021	TO	967	162	0	2	0	160	0	1	0	26	0	3	0	0	0	68	1	3	0	0	8	0	0	11	37	2	0	0	0	0	0	0	0	0
PCT7022	MV	766	85	0	0	1	84	0	0	0	6	0	2	0	0	1	42	0	1	0	0	14	0	0	7	11	0	0	0	0	0	0	0	0	0
PCT7022	ED	197	52	0	0	0	52	0	0	0	15	0	0	0	0	0	24	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0
PCT7022	TO	963	137	0	0	1	136	0	0	0	21	0	2	0	0	1	66	0	1	0	0	15	0	0	7	23	0	0	0	0	0	0	0	0	0
PCT7023	MV	684	112	0	0	3	109	0	1	0	5	0	6	0	0	1	34	0	5	0	1	19	0	0	8	29	0	0	0	0	0	0	0	0	0
PCT7023	ED	236	65	0	0	0	65	0	0	0	4	0	0	0	0	0	32	0	0	0	0	6	0	0	0	23	0	0	0	0	0	0	0	0	0
PCT7023	TO	920	177	0	0	3	174	0	1	0	9	0	6	0	0	1	66	0	5	0	1	25	0	0	8	52	0	0	0	0	0	0	0	0	0
PCT7024	MV	251	22	0	0	1	21	0	0	0	0	0	0	0	0	0	7	1	2	0	0	7	0	0	1	2	1	0	0	0	0	0	0	0	0
PCT7024	ED	190	19	0	0	1	18	0	0	0	0	0	1	0	0	0	3	0	1	0	1	4	0	0	0	8	0	0	0	0	0	0	0	0	0
PCT7024	TO	441	41	0	0	2	39	0	0	0	0	0	1	0	0	0	10	1	3	0	1	11	0	0	1	10	1	0	0	0	0	0	0	0	0
PCT7025	MV	316	39	0	0	0	39	0	0	0	6	0	1	0	0	1	12	0	1	0	0	6	0	0	1	11	0	0	0	0	0	0	0	0	0
PCT7025	ED	167	40	0	0	0	40	0	0	0	5	0	0	0	0	0	18	0	0	0	1	7	0	0	1	8	0	0	0	0	0	0	0	0	0
PCT7025	TO	483	79	0	0	0	79	0	0	0	11	0	1	0	0	1	30	0	1	0	1	13	0	0	2	19	0	0	0	0	0	0	0	0	0
PCT7026	MV	815	85	0	0	2	83	0	0	0	7	0	6	0	0	0	25	0	3	0	1	16	0	0	3	22	0	0	0	0	0	0	0	0	0
PCT7026	ED	195	69	0	0	0	69	0	0	0	5	0	1	0	0	0	31	0	2	0	0	6	0	0	0	21	3	0	0	0	0	0	0	0	0
PCT7026	TO	1010	154	0	0	2	152	0	0	0	12	0	7	0	0	0	56	0	5	0	1	22	0	0	3	43	3	0	0	0	0	0	0	0	0
PCT7027	MV	675	68	0	1	0	67	0	0	0	3	1	6	0	0	1	23	0	0	0	0	11	0	1	6	15	0	0	0	0	0	0	0	0	0
PCT7027	ED	221	91	0	0	1	90	0	0	0	15	0	0	1	0	0	30	0	0	0	0	7	0	0	0	37	0	0	0	0	0	0	0	0	0
PCT7027	TO	896	159	0	1	1	157	0	0	0	18	1	6	1	0	1	53	0	0	0	0	18	0	1	6	52	0	0	0	0	0	0	0	0	0
PCT7028	MV	584	64	0	0	1	63	0	0	0	5	0	0	0	0	0	23	0	5	0	0	10	0	0	6	14	0	0	0	0	0	0	0	0	0
PCT7028	ED	272	95	0	0	0	95	0	0	0	12	0	0	0	0	1	41	0	0	0	0	6	0	1	0	34	0	0	0	0	0	0	0	0	0
PCT7028	TO	856	159	0	0	1	158	0	0	0	17	0	0	0	0	1	64	0	5	0	0	16	0	1	6	48	0	0	0	0	0	0	0	0	0
PCT7029	MV	641	65	0	0	0	65	0	0	0	5	0	0	0	0	1	23	0	3	0	0	12	0	1	0	20	0	0	0	0	0	0	0	0	0
PCT7029	ED	268	39	0	0	1	38	0	0	0	2	0	0	0	0	0	12	0	0	0	0	4	0	0	0	20	0	0	0	0	0	0	0	0	0
PCT7029	TO	909	104	0	0	1	103	0	0	0	7	0	0	0	0	1	35	0	3	0	0	16	0	1	0	40	0	0	0	0	0	0	0	0	0
PCT7030	MV	654	79	0	0	1	78	0	1	0	7	0	11	0	0	1	27	0	4	0	0	12	0	0	5	10	0	0	0	0	0	0	0	0	0
PCT7030	ED	141	47	0	0	0	47	0	0	0	7	0	2	0	0	0	16	0	2	0	0	3	0	0	1	16	0	0	0	0	0	0	0	0	0
PCT7030	TO	795	126	0	0	1	125	0	1	0	14	0	13	0	0	1	43	0	6	0	0	15	0	0	6	26	0	0	0	0	0	0	0	0	0
PCT7031	MV	619	72	0	0	0	72	0	0	2	9	0	1	1	0	0	20	1	3	0	0	17	0	0	4	13	1	0	0	0	0	0	0	0	0
PCT7031	ED	75	48	0	0	0	48	0	0	0	10	0	1	0	0	0	18	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	0	0	0
PCT7031	TO	694	120	0	0	0	120	0	0	2	19	0	2	1	0	0	38	1	3	0	0	22	0	0	4	27	1	0	0	0	0	0	0	0	0
PCT7032	MV	639	78	0	0	4	74	0	0	0	4	0	5	0	0	0	29	0	1	0	0	10	0	0	8	17	0	0	0	0	0	0	0	0	0
PCT7032	ED	242	48	0	0	3	45	0	0	0	3	0	0	0	0	0	17	0	0	0	0	1	0	1	0	22	1	0	0	0	0	0	0	0	0
PCT7032	TO	881	126	0	0	7	119	0	0	0	7	0	5	0	0	0	46	0	1	0	0	11	0	1	8	39	1	0	0	0	0	0	0	0	0
PCT7033	MV	546	81	0	0	0	81	0	0	0	9	0	4	0	0	0	34	0	2	0	0	11	0	0	2	18	0	1	0	0	0	0	0	0	0
PCT7033	ED	232	79	0	1	0	78	0	1	0	7	0	0	0	0	0	31	0	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0	0	0
PCT7033	TO	778	160	0	1	0	159	0	1	0	16	0	4	0	0	0	65	0	2	0	0	17	0	0	2	51	0	1	0	0	0	0	0	0	0
PCT7034	MV	618	43	0	0	0	43	0	0	0	1	0	0	0	0	0	20	0	1	1	0	11	0	0	1	8	0	0	0	0	0	0	0	0	0
PCT7034	ED	320	54	0	0	0	54	0	0	0	4	0	2	0	0	0	14	1	1	0	0	1	0	0	0	31	0	0	0	0	0	0	0	0	0
PCT7034	TO	938	97	0	0	0	97	0	0	0	5	0	2	0	0	0	34	1	2	1	0	12	0	0	1	39	0	0	0	0	0	0	0	0	0
PCT7035	MV	567	66	0	0	1	65	0	0	0	11	0	0	0	0	0	27	0	2	0	0	8	0	0	11	6	0	0	0	0	0	0	0	0	0
PCT7035	ED	152	51	0	0	0	51	0	0	1	12	0	0	0	0	0	12	0	0	0	0	4	0	0	0	22	0	0	0	0	0	0	0	0	0
PCT7035	TO	719	117	0	0	1	116	0	0	1	23	0	0	0	0	0	39	0	2	0	0	12	0	0	11	28	0	0	0	0	0	0	0	0	0
PCT7036	MV	780	62	0	0	4	58	0	0	0	3	1	4	0	0	0	22	0	1	0	0	12	0	1	7	6	1	0	0	0	0	0	0	0	0
PCT7036	ED	194	36	0	0	0	36	0	0	0	3	0	0	0	0	0	19	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0
PCT7036	TO	974	98	0	0	4	94	0	0	0	6	1	4	0	0	0	41	0	1	0	0	17	0	1	7	15	1	0	0	0	0	0	0	0	0
PCT7037	MV	431	21	0	1	0	20	0	0	0	0	0	3	0	0	0	10	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0
PCT7037	ED	315	34	0	0	0	34	0	0	0	1	0	0	0	0	0	16	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0
PCT7037	TO	746	55	0	1	0	54	0	0	0	1	0	3	0	0	0	26	0	0	0	0	4	1	0	0	19	0	0	0	0	0	0	0	0	0
PCT7038	MV	757	69	0	0	3	66	0	1	0	3	0	5	1	0	1	25	0	0	0	0	10	0	0	3	17	0	0	0	0	0	0	0	0	0
PCT7038	ED	204	53	0	0	1	52	0	0	0	1	0	0	0	0	0	22	0	1	0	0	5	0	0	0	23	0	0	0	0	0	0	0	0	0
PCT7038	TO	961	122	0	0	4	118	0	1	0	4	0	5	1	0	1	47	0	1	0	0	15	0	0	3	40	0	0	0	0	0	0	0	0	0
PCT7039	MV	636	70	0	0	0	70	0	0	0	9	0	1	0	0	3	26	0	1	0	0	12	0	0	4	14	0	0	0	0	0	0	0	0	0
PCT7039	ED	201	93	0	0	0	93	0	1	0	12	0	1	0	0	0	37	0	0	0	0	10	0	0	0	31	1	0	0	0	0	0	0	0	0
PCT7039	TO	837	163	0	0	0	163	0	1	0	21	0	2	0	0	3	63	0	1	0	0	22	0	0	4	45	1	0	0	0	0	0	0	0	0
PCT7041	MV	70	5	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCT7041	ED	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7041	TO	66	5	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCT7042	MV	514	68	0	0	4	64	0	0	0	5	0	0	0	0	2	19	0	3	0	0	11	0	0	4	20	0	0	0	0	0	0	0	0	0
PCT7042	ED	146	48	0	0	0	48	0	0	0	5	1	0	0	0	0	23	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0
PCT7042	TO	660	116	0	0	4	112	0	0	0	10	1	0	0	0	2	42	0	3	0	0	13	0	0	4	37	0	0	0	0	0	0	0	0	0
PCT7043	MV	753	88	0	0	0	88	0	0	0	10	0	7	0	0	0	28	0	1	0	0	18	0	0	8	14	2	0	0	0	0	0	0	0	0
PCT7043	ED	225	77	0	0	1	76	1	2	0	11	0	0	0	0	0	37	0	0	0	0	3	0	0	0	21	0	1	0	0	0	0	0	0	0
PCT7043	TO	978	165	0	0	1	164	1	2	0	21	0	7	0	0	0	65	0	1	0	0	21	0	0	8	35	2	1	0	0	0	0	0	0	0
PCT7044	MV	584	39	0	1	1	37	0	1	0	2	2	3	0	0	0	15	0	0	0	0	7	0	0	1	6	0	0	0	0	0	0	0	0	0
PCT7044	ED	268	32	0	0	0	32	0	0	0	3	0	0	0	0	0	14	0	2	0	2	2	0	0	0	9	0	0	0	0	0	0	0	0	0
PCT7044	TO	852	71	0	1	1	69	0	1	0	5	2	3	0	0	0	29	0	2	0	2	9	0	0	1	15	0	0	0	0	0	0	0	0	0
PCT7045	MV	632	85	0	2	2	81	0	1	0	6	0	6	1	0	1	27	0	3	0	0	13	0	0	7	16	0	0	0	0	0	0	0	0	0
PCT7045	ED	154	49	0	0	1	48	0	0	0	4	0	2	0	0	0	24	0	0	0	1	4	0	0	0	12	1	0	0	0	0	0	0	0	0
PCT7045	TO	786	134	0	2	3	129	0	1	0	10	0	8	1	0	1	51	0	3	0	1	17	0	0	7	28	1	0	0	0	0	0	0	0	0
PCT7046	MV	334	32	0	0	1	31	0	0	0	4	0	1	0	0	0	10	0	2	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0
PCT7046	ED	96	46	0	0	0	46	0	0	0	5	0	1	0	0	0	13	0	1	0	0	3	0	1	2	20	0	0	0	0	0	0	0	0	0
PCT7046	TO	430	78	0	0	1	77	0	0	0	9	0	2	0	0	0	23	0	3	0	0	11	0	1	2	26	0	0	0	0	0	0	0	0	0
PCT7047	MV	730	96	0	0	1	95	0	2	0	9	1	2	0	0	0	41	0	1	0	0	11	0	0	7	19	2	0	0	0	0	0	0	0	0
PCT7047	ED	153	56	0	0	1	55	0	0	1	13	0	0	0	0	0	23	0	0	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0
PCT7047	TO	883	152	0	0	2	150	0	2	1	22	1	2	0	0	0	64	0	1	0	0	14	0	0	7	34	2	0	0	0	0	0	0	0	0
PCT7048	MV	684	66	0	0	2	64	0	0	0	0	0	3	0	0	0	25	0	2	0	1	11	0	0	4	18	0	0	0	0	0	0	0	0	0
PCT7048	ED	197	51	0	0	1	50	0	0	0	3	0	1	0	0	0	13	0	2	0	0	7	0	0	0	24	0	0	0	0	0	0	0	0	0
PCT7048	TO	881	117	0	0	3	114	0	0	0	3	0	4	0	0	0	38	0	4	0	1	18	0	0	4	42	0	0	0	0	0	0	0	0	0
PCT7049	MV	615	69	0	0	3	66	0	0	0	6	0	5	0	0	0	15	0	5	0	0	16	0	0	3	16	0	0	0	0	0	0	0	0	0
PCT7049	ED	211	47	0	0	0	47	1	0	0	1	0	0	0	0	0	17	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0
PCT7049	TO	826	116	0	0	3	113	1	0	0	7	0	5	0	0	0	32	0	5	0	0	27	0	0	3	33	0	0	0	0	0	0	0	0	0
PCT7051	MV	715	81	0	0	3	78	0	0	0	3	0	11	0	1	0	30	0	0	0	0	14	0	0	3	16	0	0	0	0	0	0	0	0	0
PCT7051	ED	165	65	0	0	0	65	0	0	0	8	0	1	0	0	1	31	0	0	0	0	5	0	1	1	17	0	0	0	0	0	0	0	0	0
PCT7051	TO	880	146	0	0	3	143	0	0	0	11	0	12	0	1	1	61	0	0	0	0	19	0	1	4	33	0	0	0	0	0	0	0	0	0
PCT7052	MV	720	73	0	0	2	71	0	0	0	4	0	12	0	0	0	15	0	2	0	0	16	0	0	5	16	1	0	0	0	0	0	0	0	0
PCT7052	ED	186	79	0	0	0	79	0	0	0	16	0	0	0	0	0	32	0	0	0	0	3	0	0	1	26	0	1	0	0	0	0	0	0	0
PCT7052	TO	906	152	0	0	2	150	0	0	0	20	0	12	0	0	0	47	0	2	0	0	19	0	0	6	42	1	1	0	0	0	0	0	0	0
PCT7053	MV	542	79	0	0	2	77	0	0	0	6	0	6	0	0	1	26	0	0	0	0	11	0	0	15	11	0	1	0	0	0	0	0	0	0
PCT7053	ED	43	36	0	0	0	36	0	0	0	10	0	1	0	0	0	11	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0
PCT7053	TO	585	115	0	0	2	113	0	0	0	16	0	7	0	0	1	37	0	0	0	0	12	0	0	15	24	0	1	0	0	0	0	0	0	0
PCT7054	MV	860	77	0	0	1	76	0	0	0	3	0	3	0	0	3	26	0	4	0	1	10	0	1	6	19	0	0	0	0	0	0	0	0	0
PCT7054	ED	276	98	0	0	0	98	0	0	0	10	0	0	0	0	0	45	0	1	0	0	9	0	0	0	32	1	0	0	0	0	0	0	0	0
PCT7054	TO	1136	175	0	0	1	174	0	0	0	13	0	3	0	0	3	71	0	5	0	1	19	0	1	6	51	1	0	0	0	0	0	0	0	0
PCT7055	MV	728	92	0	1	1	90	0	0	0	15	0	3	0	0	1	32	0	3	0	0	16	0	1	12	6	1	0	0	0	0	0	0	0	0
PCT7055	ED	98	75	0	0	0	75	0	0	0	14	0	1	0	0	0	32	0	0	0	0	6	0	0	0	21	1	0	0	0	0	0	0	0	0
PCT7055	TO	826	167	0	1	1	165	0	0	0	29	0	4	0	0	1	64	0	3	0	0	22	0	1	12	27	2	0	0	0	0	0	0	0	0
PCT7056	MV	617	75	0	0	0	75	0	0	0	21	0	2	0	0	1	19	0	2	0	0	13	0	0	16	1	0	0	0	0	0	0	0	0	0
PCT7056	ED	88	117	0	0	0	117	0	0	0	29	0	0	0	0	0	39	0	0	0	0	9	0	0	0	40	0	0	0	0	0	0	0	0	0
PCT7056	TO	705	192	0	0	0	192	0	0	0	50	0	2	0	0	1	58	0	2	0	0	22	0	0	16	41	0	0	0	0	0	0	0	0	0
PCT7101	MV	161	28	0	0	0	28	0	0	0	9	0	0	0	0	0	5	0	0	0	0	7	0	0	5	2	0	0	0	0	0	0	0	0	0
PCT7101	ED	-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7101	TO	147	28	0	0	0	28	0	0	0	9	0	0	0	0	0	5	0	0	0	0	7	0	0	5	2	0	0	0	0	0	0	0	0	0
PCT7201	MV	787	106	0	0	0	106	0	0	0	14	1	2	0	0	5	14	0	0	0	0	39	0	0	14	14	3	0	0	0	0	0	0	0	0
PCT7201	ED	148	89	0	0	0	89	0	0	0	27	0	0	0	0	1	21	0	0	0	0	8	0	0	0	32	0	0	0	0	0	0	0	0	0
PCT7201	TO	935	195	0	0	0	195	0	0	0	41	1	2	0	0	6	35	0	0	0	0	47	0	0	14	46	3	0	0	0	0	0	0	0	0
PCT7202	MV	706	85	0	0	0	85	0	0	0	16	0	0	0	0	2	17	0	2	0	0	30	0	0	7	9	2	0	0	0	0	0	0	0	0
PCT7202	ED	145	121	0	0	0	121	0	0	0	22	0	0	0	0	0	33	0	0	0	0	14	0	0	0	50	2	0	0	0	0	0	0	0	0
PCT7202	TO	851	206	0	0	0	206	0	0	0	38	0	0	0	0	2	50	0	2	0	0	44	0	0	7	59	4	0	0	0	0	0	0	0	0
PCT7203	MV	693	94	0	0	0	94	0	0	0	24	0	0	0	0	3	18	0	2	0	0	20	0	0	18	9	0	0	0	0	0	0	0	0	0
PCT7203	ED	186	145	0	0	0	145	1	0	0	32	0	0	0	0	0	47	0	0	0	0	10	0	0	0	55	0	0	0	0	0	0	0	0	0
PCT7203	TO	879	239	0	0	0	239	1	0	0	56	0	0	0	0	3	65	0	2	0	0	30	0	0	18	64	0	0	0	0	0	0	0	0	0
PCT7204	MV	771	138	0	1	1	136	0	0	0	29	0	2	0	0	9	29	0	0	0	0	29	0	1	23	13	1	0	0	0	0	0	0	0	0
PCT7204	ED	128	108	0	0	0	108	0	0	1	24	0	0	0	0	1	17	0	0	0	0	19	0	0	0	46	0	0	0	0	0	0	0	0	0
PCT7204	TO	899	246	0	1	1	244	0	0	1	53	0	2	0	0	10	46	0	0	0	0	48	0	1	23	59	1	0	0	0	0	0	0	0	0
PCT7205	MV	723	99	0	0	0	99	0	0	0	16	1	2	0	0	4	13	0	2	0	0	29	0	0	20	12	0	0	0	0	0	0	0	0	0
