area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	87:KULVINDAR "RANI" SINGH	88:CAROLYN GOLD
PCT7904	ED	159	115	0	0	18	97	4	30	63
PCT7904	TO	837	404	0	0	55	349	4	129	216
PCT7905	MV	684	354	0	0	45	309	0	136	173
PCT7905	ED	191	183	0	0	32	151	2	53	96
PCT7905	TO	875	537	0	0	77	460	2	189	269
PCT7906	MV	599	276	0	0	50	226	0	86	140
PCT7906	ED	187	115	0	0	23	92	1	20	71
PCT7906	TO	786	391	0	0	73	318	1	106	211
PCT7907	MV	704	339	0	0	50	289	0	123	166
PCT7907	ED	238	163	0	0	29	134	1	37	96
PCT7907	TO	942	502	0	0	79	423	1	160	262
PCT7908	MV	752	359	0	0	71	288	0	107	181
PCT7908	ED	240	169	0	0	37	132	1	31	100
PCT7908	TO	992	528	0	0	108	420	1	138	281
PCT7909	MV	558	308	0	0	52	256	0	93	163
PCT7909	ED	185	140	0	0	26	114	2	35	77
PCT7909	TO	743	448	0	0	78	370	2	128	240
PCT7911	MV	666	315	0	0	72	243	0	91	152
PCT7911	ED	205	129	0	0	27	102	0	46	56
PCT7911	TO	871	444	0	0	99	345	0	137	208
PCT7912	MV	800	368	0	0	62	306	0	112	194
PCT7912	ED	259	176	0	0	39	137	3	43	91
PCT7912	TO	1059	544	0	0	101	443	3	155	285
PCT7913	MV	659	345	0	1	52	292	0	104	188
PCT7913	ED	264	212	0	0	30	182	3	60	119
PCT7913	TO	923	557	0	1	82	474	3	164	307
PCT7914	MV	715	381	0	0	71	310	0	118	192
PCT7914	ED	187	140	0	0	27	113	1	30	82
PCT7914	TO	902	521	0	0	98	423	1	148	274
PCT7915	MV	605	279	0	0	51	228	0	90	138
PCT7915	ED	238	181	0	0	22	159	1	39	119
PCT7915	TO	843	460	0	0	73	387	1	129	257
PCT7916	MV	639	321	0	0	55	266	0	105	161
PCT7916	ED	219	160	0	0	21	139	2	33	104
PCT7916	TO	858	481	0	0	76	405	2	138	265
PCT7917	MV	716	353	0	0	54	299	0	107	192
PCT7917	ED	271	187	0	0	18	169	3	41	125
PCT7917	TO	987	540	0	0	72	468	3	148	317
PCT7918	MV	597	296	0	0	44	252	0	89	163
PCT7918	ED	227	143	0	1	24	118	2	40	76
PCT7918	TO	824	439	0	1	68	370	2	129	239
PCT7919	MV	608	305	0	0	50	255	0	91	164
PCT7919	ED	258	175	0	0	20	155	1	24	130
PCT7919	TO	866	480	0	0	70	410	1	115	294
PCT7921	MV	682	302	0	0	47	255	0	91	164
PCT7921	ED	229	101	0	0	14	87	0	31	56
PCT7921	TO	911	403	0	0	61	342	0	122	220
PCT7922	MV	648	309	0	0	43	266	0	83	183
PCT7922	ED	210	155	0	0	28	127	0	32	95
PCT7922	TO	858	464	0	0	71	393	0	115	278
PCT7923	MV	666	331	0	0	53	278	0	93	185
PCT7923	ED	214	170	0	0	29	141	0	41	100
PCT7923	TO	880	501	0	0	82	419	0	134	285
PCT7924	MV	649	294	0	1	34	259	0	100	159
PCT7924	ED	202	124	0	0	22	102	2	22	78
PCT7924	TO	851	418	0	1	56	361	2	122	237
PCT7925	MV	434	222	0	0	38	184	0	59	125
PCT7925	ED	110	89	0	0	10	79	0	13	66
PCT7925	TO	544	311	0	0	48	263	0	72	191
PCT7926	MV	610	328	0	0	57	271	0	99	172
PCT7926	ED	178	150	0	0	17	133	2	52	79
PCT7926	TO	788	478	0	0	74	404	2	151	251
PCT7927	MV	580	325	0	0	68	257	0	114	143
PCT7927	ED	162	152	0	0	25	127	1	44	82
PCT7927	TO	742	477	0	0	93	384	1	158	225
PCT7928	MV	700	389	0	0	62	327	0	113	214
PCT7928	ED	217	208	0	0	31	177	1	65	111
PCT7928	TO	917	597	0	0	93	504	1	178	325
PCT7929	MV	678	419	0	0	83	336	0	163	173
PCT7929	ED	169	170	0	0	26	144	1	60	83
PCT7929	TO	847	589	0	0	109	480	1	223	256
PCT7931	MV	610	368	0	0	77	291	0	125	166
PCT7931	ED	141	149	0	0	23	126	0	54	72
PCT7931	TO	751	517	0	0	100	417	0	179	238
PCT7932	MV	443	276	0	1	56	219	0	122	97
PCT7932	ED	118	95	0	0	14	81	0	33	48
PCT7932	TO	561	371	0	1	70	300	0	155	145
PCT7933	MV	9	6	0	0	1	5	0	4	1
PCT7933	ED	-1	0	0	0	0	0	0	0	0
PCT7933	TO	8	6	0	0	1	5	0	4	1
PCT7934	MV	702	398	0	0	69	329	0	120	209
PCT7934	ED	182	154	0	0	33	121	3	32	86
PCT7934	TO	884	552	0	0	102	450	3	152	295
PCT7935	MV	715	429	0	0	91	338	0	138	200
PCT7935	ED	228	225	0	0	48	177	1	64	112
PCT7935	TO	943	654	0	0	139	515	1	202	312
PCT7936	MV	620	365	0	0	62	303	0	132	171
PCT7936	ED	236	220	0	0	36	184	2	45	137
PCT7936	TO	856	585	0	0	98	487	2	177	308
PCT7937	MV	698	404	0	0	67	337	0	134	203
PCT7937	ED	202	171	0	0	30	141	0	36	105
PCT7937	TO	900	575	0	0	97	478	0	170	308
PCT7938	MV	536	297	0	0	52	245	0	84	161
PCT7938	ED	215	120	0	0	21	99	1	39	59
PCT7938	TO	751	417	0	0	73	344	1	123	220
PCT7939	MV	481	279	0	0	55	224	0	78	146
PCT7939	ED	205	191	0	0	28	163	2	56	105
PCT7939	TO	686	470	0	0	83	387	2	134	251
PCT7941	MV	575	298	0	0	64	234	0	81	153
PCT7941	ED	197	170	0	0	32	138	2	55	81
PCT7941	TO	772	468	0	0	96	372	2	136	234
PCT7942	MV	658	324	0	0	63	261	0	96	165
PCT7942	ED	274	141	0	0	29	112	2	31	79
PCT7942	TO	932	465	0	0	92	373	2	127	244
PCT7943	MV	687	361	0	0	60	301	0	149	152
PCT7943	ED	213	156	0	0	35	121	2	44	75
PCT7943	TO	900	517	0	0	95	422	2	193	227
PCT7944	MV	584	332	0	1	61	270	0	98	172
PCT7944	ED	230	196	0	0	46	150	2	56	92
PCT7944	TO	814	528	0	1	107	420	2	154	264
PCT7945	MV	726	331	0	0	65	266	0	101	165
PCT7945	ED	228	82	0	0	12	70	1	24	45
PCT7945	TO	954	413	0	0	77	336	1	125	210
PCT7946	MV	779	361	0	0	67	294	0	147	147
PCT7946	ED	206	114	0	0	19	95	0	36	59
PCT7946	TO	985	475	0	0	86	389	0	183	206
PCT7947	MV	791	329	0	0	61	268	0	142	126
PCT7947	ED	195	93	0	0	21	72	0	29	43
PCT7947	TO	986	422	0	0	82	340	0	171	169
PCT7948	MV	730	364	0	0	62	302	0	150	152
PCT7948	ED	200	119	0	0	22	97	1	44	52
PCT7948	TO	930	483	0	0	84	399	1	194	204
PCT7949	MV	484	230	0	0	48	182	0	123	59
PCT7949	ED	106	56	0	0	12	44	0	22	22
PCT7949	TO	590	286	0	0	60	226	0	145	81
PCT7951	MV	730	363	0	0	73	290	0	176	114
PCT7951	ED	157	90	0	0	19	71	0	31	40
PCT7951	TO	887	453	0	0	92	361	0	207	154
PCT7952	MV	730	290	0	0	38	252	0	142	110
PCT7952	ED	182	86	0	0	13	73	1	31	41
PCT7952	TO	912	376	0	0	51	325	1	173	151
PCT7953	MV	669	327	0	0	47	280	0	184	96
PCT7953	ED	161	106	0	0	20	86	1	48	37
PCT7953	TO	830	433	0	0	67	366	1	232	133
PCT7954	MV	0	0	0	0	0	0	0	0	0
PCT7954	ED	0	0	0	0	0	0	0	0	0
PCT7954	TO	0	0	0	0	0	0	0	0	0
PCT7955	MV	774	341	0	0	67	274	0	150	124
PCT7955	ED	173	97	0	0	20	77	0	29	48
PCT7955	TO	947	438	0	0	87	351	0	179	172
PCT7956	MV	699	260	0	0	45	215	0	110	105
PCT7956	ED	170	39	0	0	8	31	0	12	19
PCT7956	TO	869	299	0	0	53	246	0	122	124
PCT7957	MV	538	256	0	0	57	199	0	106	93
PCT7957	ED	135	83	0	1	23	59	2	27	30
PCT7957	TO	673	339	0	1	80	258	2	133	123
PCT7958	MV	320	103	0	1	14	88	0	37	51
PCT7958	ED	-23	0	0	0	0	0	0	0	0
PCT7958	TO	297	103	0	1	14	88	0	37	51
PCT7959	MV	541	226	0	0	52	174	0	75	99
PCT7959	ED	145	65	0	0	12	53	0	14	39
PCT7959	TO	686	291	0	0	64	227	0	89	138
PCT9001	MV	314	99	0	0	15	84	0	43	41
PCT9001	ED	-30	0	0	0	0	0	0	0	0
PCT9001	TO	284	99	0	0	15	84	0	43	41
PCT9101	MV	712	372	0	1	74	297	0	157	140
PCT9101	ED	201	150	0	0	31	119	2	52	65
PCT9101	TO	913	522	0	1	105	416	2	209	205
PCT9102	MV	787	388	0	0	80	308	0	169	139
PCT9102	ED	205	126	0	0	21	105	3	55	47
PCT9102	TO	992	514	0	0	101	413	3	224	186
PCT9103	MV	718	377	0	0	77	300	0	172	128
PCT9103	ED	239	153	0	0	30	123	0	64	59
PCT9103	TO	957	530	0	0	107	423	0	236	187
PCT9104	MV	810	381	0	0	79	302	0	142	160
PCT9104	ED	220	152	0	0	33	119	1	47	71
PCT9104	TO	1030	533	0	0	112	421	1	189	231
PCT9105	MV	719	410	0	0	108	302	0	163	139
PCT9105	ED	199	173	0	0	36	137	0	69	68
PCT9105	TO	918	583	0	0	144	439	0	232	207
PCT9106	MV	746	384	0	0	87	297	0	176	121
PCT9106	ED	200	178	0	0	26	152	1	79	72
PCT9106	TO	946	562	0	0	113	449	1	255	193
PCT9107	MV	635	300	0	0	56	244	0	117	127
PCT9107	ED	209	118	0	0	25	93	0	34	59
PCT9107	TO	844	418	0	0	81	337	0	151	186
PCT9108	MV	610	332	0	0	50	282	0	136	146
PCT9108	ED	200	136	0	0	23	113	1	44	68
PCT9108	TO	810	468	0	0	73	395	1	180	214
PCT9109	MV	672	293	0	0	60	233	0	133	100
PCT9109	ED	211	162	0	0	39	123	0	59	64
PCT9109	TO	883	455	0	0	99	356	0	192	164
PCT9111	MV	638	315	0	1	57	257	0	123	134
PCT9111	ED	196	134	0	0	35	99	0	37	62
PCT9111	TO	834	449	0	1	92	356	0	160	196
PCT9112	MV	742	346	0	0	80	266	0	116	150
PCT9112	ED	219	160	0	0	28	132	3	58	71
PCT9112	TO	961	506	0	0	108	398	3	174	221
PCT9113	MV	795	365	0	0	67	298	0	162	136
PCT9113	ED	209	180	0	0	39	141	0	83	58
PCT9113	TO	1004	545	0	0	106	439	0	245	194
PCT9114	MV	659	289	0	0	42	247	0	122	125
PCT9114	ED	231	147	0	0	28	119	1	42	76
PCT9114	TO	890	436	0	0	70	366	1	164	201
PCT9115	MV	699	319	0	0	51	268	0	115	153
PCT9115	ED	182	155	0	0	21	134	0	41	93
PCT9115	TO	881	474	0	0	72	402	0	156	246
PCT9116	MV	782	342	0	0	63	279	0	133	146
PCT9116	ED	179	148	0	0	30	118	0	42	76
PCT9116	TO	961	490	0	0	93	397	0	175	222
PCT9117	MV	629	325	0	0	56	269	0	164	105
PCT9117	ED	171	158	0	0	32	126	1	61	64
PCT9117	TO	800	483	0	0	88	395	1	225	169
PCT9118	MV	738	338	0	0	66	272	0	151	121
PCT9118	ED	246	165	0	0	32	133	4	63	66
PCT9118	TO	984	503	0	0	98	405	4	214	187
PCT9119	MV	703	383	0	0	62	321	0	177	144
PCT9119	ED	197	120	0	0	32	88	1	37	50
PCT9119	TO	900	503	0	0	94	409	1	214	194
PCT9121	MV	734	326	0	0	66	260	0	152	108
PCT9121	ED	219	141	0	0	27	114	0	49	65
PCT9121	TO	953	467	0	0	93	374	0	201	173
PCT9122	MV	774	362	0	0	72	290	0	161	129
PCT9122	ED	193	122	0	0	21	101	3	49	49
PCT9122	TO	967	484	0	0	93	391	3	210	178
PCT9123	MV	661	319	0	0	64	255	0	130	125
PCT9123	ED	191	139	0	0	22	117	3	47	67
PCT9123	TO	852	458	0	0	86	372	3	177	192
PCT9124	MV	735	347	0	0	61	286	0	146	140
PCT9124	ED	168	118	0	0	16	102	0	35	67
PCT9124	TO	903	465	0	0	77	388	0	181	207
PCT9125	MV	680	350	0	1	72	277	0	147	130
PCT9125	ED	189	124	0	0	23	101	0	46	55
PCT9125	TO	869	474	0	1	95	378	0	193	185
PCT9126	MV	819	379	0	0	74	305	0	182	123
PCT9126	ED	194	152	0	0	27	125	1	50	74
PCT9126	TO	1013	531	0	0	101	430	1	232	197
PCT9127	MV	748	375	0	0	79	296	0	154	142
PCT9127	ED	223	184	0	0	31	153	0	76	77
PCT9127	TO	971	559	0	0	110	449	0	230	219
PCT9128	MV	628	330	0	0	61	269	0	158	111
PCT9128	ED	190	166	0	0	42	124	1	78	45
PCT9128	TO	818	496	0	0	103	393	1	236	156
PCT9129	MV	587	268	0	0	46	222	0	110	112
PCT9129	ED	151	129	0	1	27	101	1	44	56
PCT9129	TO	738	397	0	1	73	323	1	154	168
PCT9131	MV	596	280	0	0	58	222	0	125	97
PCT9131	ED	138	111	0	1	23	87	1	36	50
PCT9131	TO	734	391	0	1	81	309	1	161	147
PCT9132	MV	627	258	0	1	47	210	0	101	109
PCT9132	ED	194	130	0	0	27	103	3	30	70
PCT9132	TO	821	388	0	1	74	313	3	131	179
PCT9133	MV	808	373	0	0	58	315	0	173	142
PCT9133	ED	209	157	0	0	27	130	0	52	78
PCT9133	TO	1017	530	0	0	85	445	0	225	220
PCT9134	MV	736	254	0	0	51	203	0	125	78
PCT9134	ED	155	102	0	1	31	70	1	34	35
PCT9134	TO	891	356	0	1	82	273	1	159	113
PCT9135	MV	640	301	0	0	67	234	0	113	121
PCT9135	ED	182	125	0	0	19	106	0	44	62
PCT9135	TO	822	426	0	0	86	340	0	157	183
PCT9136	MV	706	360	0	0	93	267	0	141	126
PCT9136	ED	212	139	0	0	32	107	2	35	70
PCT9136	TO	918	499	0	0	125	374	2	176	196
PCT9137	MV	804	381	0	0	79	302	0	162	140
PCT9137	ED	211	133	0	0	18	115	3	48	64
PCT9137	TO	1015	514	0	0	97	417	3	210	204
PCT9138	MV	770	396	0	1	54	341	0	201	140
PCT9138	ED	175	119	0	0	22	97	2	45	50
PCT9138	TO	945	515	0	1	76	438	2	246	190
PCT9139	MV	828	415	0	0	73	342	0	189	153
PCT9139	ED	190	141	0	0	27	114	1	53	60
PCT9139	TO	1018	556	0	0	100	456	1	242	213
PCT9141	MV	789	413	0	0	88	325	0	192	133
PCT9141	ED	184	144	0	0	24	120	1	53	66
PCT9141	TO	973	557	0	0	112	445	1	245	199
PCT9142	MV	747	360	0	0	50	310	0	163	147
PCT9142	ED	239	162	0	0	30	132	3	53	76
PCT9142	TO	986	522	0	0	80	442	3	216	223
PCT9143	MV	705	357	0	0	69	288	0	170	118
PCT9143	ED	209	150	0	0	22	128	0	62	66
PCT9143	TO	914	507	0	0	91	416	0	232	184
PCT9144	MV	766	371	0	0	65	306	0	168	138
PCT9144	ED	204	177	0	0	29	148	0	67	81
PCT9144	TO	970	548	0	0	94	454	0	235	219
PCT9145	MV	681	329	0	0	55	274	0	157	117
PCT9145	ED	194	157	0	0	23	134	2	62	70
PCT9145	TO	875	486	0	0	78	408	2	219	187
PCT9146	MV	725	350	0	0	66	284	0	132	152
PCT9146	ED	160	143	0	1	21	121	2	50	69
PCT9146	TO	885	493	0	1	87	405	2	182	221
PCT9147	MV	765	368	0	0	67	301	0	146	155
PCT9147	ED	225	161	0	0	28	133	2	55	76
PCT9147	TO	990	529	0	0	95	434	2	201	231
PCT9148	MV	778	389	0	0	68	321	0	168	153
PCT9148	ED	236	177	0	0	32	145	2	51	92
PCT9148	TO	1014	566	0	0	100	466	2	219	245
PCT9149	MV	812	372	0	1	67	304	0	156	148
PCT9149	ED	179	240	0	0	55	185	3	62	120
PCT9149	TO	991	612	0	1	122	489	3	218	268
PCT9151	MV	693	342	0	0	72	270	0	143	127
PCT9151	ED	168	111	0	0	20	91	1	40	50
PCT9151	TO	861	453	0	0	92	361	1	183	177
PCT9152	MV	550	196	0	0	44	152	0	77	75
PCT9152	ED	187	124	0	0	22	102	0	48	54
PCT9152	TO	737	320	0	0	66	254	0	125	129
PCT9201	MV	784	347	0	0	52	295	0	129	166
PCT9201	ED	187	166	0	0	40	126	0	45	81
PCT9201	TO	971	513	0	0	92	421	0	174	247
PCT9202	MV	819	361	0	0	94	267	0	136	131
PCT9202	ED	177	164	0	0	42	122	0	67	55
PCT9202	TO	996	525	0	0	136	389	0	203	186
PCT9203	MV	847	366	0	0	104	262	0	166	96
PCT9203	ED	155	120	0	1	40	79	2	50	27
PCT9203	TO	1002	486	0	1	144	341	2	216	123
PCT9204	MV	686	302	0	0	74	228	0	161	67
PCT9204	ED	176	138	0	0	27	111	1	71	39
PCT9204	TO	862	440	0	0	101	339	1	232	106
PCT9205	MV	621	278	0	0	79	199	0	112	87
PCT9205	ED	115	92	0	0	29	63	0	23	40
PCT9205	TO	736	370	0	0	108	262	0	135	127
PCT9206	MV	741	349	0	0	94	255	0	173	82
PCT9206	ED	188	149	0	0	49	100	2	55	43
PCT9206	TO	929	498	0	0	143	355	2	228	125
PCT9207	MV	824	366	0	0	85	281	0	196	85
PCT9207	ED	165	130	0	0	35	95	0	69	26
PCT9207	TO	989	496	0	0	120	376	0	265	111
PCT9208	MV	808	348	0	0	93	255	0	151	104
PCT9208	ED	179	127	0	0	34	93	0	47	46
PCT9208	TO	987	475	0	0	127	348	0	198	150
PCT9209	MV	615	274	0	0	70	204	0	115	89
PCT9209	ED	156	119	0	0	27	92	0	45	47
PCT9209	TO	771	393	0	0	97	296	0	160	136
PCT9211	MV	730	308	0	0	103	205	0	127	78
PCT9211	ED	161	132	0	0	32	100	2	53	45
PCT9211	TO	891	440	0	0	135	305	2	180	123
PCT9212	MV	671	278	0	0	68	210	0	120	90
PCT9212	ED	137	114	0	0	34	80	0	45	35
PCT9212	TO	808	392	0	0	102	290	0	165	125
PCT9213	MV	776	342	0	0	75	267	0	162	105
PCT9213	ED	161	130	0	0	35	95	1	44	50
PCT9213	TO	937	472	0	0	110	362	1	206	155
PCT9214	MV	517	232	0	0	44	188	0	121	67
PCT9214	ED	110	103	0	0	33	70	2	38	30
PCT9214	TO	627	335	0	0	77	258	2	159	97
PCT9215	MV	524	240	0	0	58	182	0	120	62
PCT9215	ED	120	100	0	0	31	69	2	55	12
PCT9215	TO	644	340	0	0	89	251	2	175	74
PCT9216	MV	669	260	0	0	69	191	0	114	77
PCT9216	ED	155	125	0	0	33	92	0	56	36
PCT9216	TO	824	385	0	0	102	283	0	170	113
PCT9217	MV	587	263	0	0	61	202	0	120	82
PCT9217	ED	118	87	0	0	18	69	2	40	27
PCT9217	TO	705	350	0	0	79	271	2	160	109
PCT9218	MV	652	275	0	0	66	209	0	122	87
PCT9218	ED	164	112	0	0	35	77	0	43	34
PCT9218	TO	816	387	0	0	101	286	0	165	121
PCT9219	MV	646	285	0	0	71	214	0	122	92
PCT9219	ED	144	116	0	0	26	90	1	46	43
PCT9219	TO	790	401	0	0	97	304	1	168	135
PCT9221	MV	562	318	0	0	85	233	0	175	58
PCT9221	ED	89	99	0	0	35	64	2	46	16
PCT9221	TO	651	417	0	0	120	297	2	221	74
PCT9222	MV	773	365	0	0	84	281	0	213	68
PCT9222	ED	137	116	0	0	26	90	1	56	33
PCT9222	TO	910	481	0	0	110	371	1	269	101
PCT9223	MV	558	264	0	0	62	202	0	142	60
PCT9223	ED	109	59	0	0	18	41	0	22	19
PCT9223	TO	667	323	0	0	80	243	0	164	79
PCT9224	MV	768	376	0	0	73	303	0	207	96
PCT9224	ED	181	151	0	0	42	109	1	61	47
PCT9224	TO	949	527	0	0	115	412	1	268	143
PCT9225	MV	757	301	0	0	62	239	0	140	99
PCT9225	ED	169	156	0	0	50	106	2	52	52
PCT9225	TO	926	457	0	0	112	345	2	192	151
PCT9226	MV	741	350	0	0	91	259	0	154	105
PCT9226	ED	155	143	0	0	35	108	1	56	51
PCT9226	TO	896	493	0	0	126	367	1	210	156
PCT9227	MV	605	363	0	0	82	281	0	198	83
PCT9227	ED	124	114	0	0	18	96	1	56	39
PCT9227	TO	729	477	0	0	100	377	1	254	122
PCT9228	MV	577	306	0	0	53	253	0	169	84
PCT9228	ED	161	141	0	0	35	106	1	66	39
PCT9228	TO	738	447	0	0	88	359	1	235	123
PCT9229	MV	460	252	0	0	56	196	0	140	56
PCT9229	ED	119	106	0	0	25	81	0	52	29
PCT9229	TO	579	358	0	0	81	277	0	192	85
PCT9231	MV	726	340	0	0	76	264	0	157	107
PCT9231	ED	236	208	0	0	52	156	1	92	63
PCT9231	TO	962	548	0	0	128	420	1	249	170
PCT9232	MV	608	288	0	0	60	228	0	149	79
PCT9232	ED	126	140	0	0	28	112	0	60	52
PCT9232	TO	734	428	0	0	88	340	0	209	131
PCT9233	MV	668	317	0	0	72	245	0	170	75
PCT9233	ED	150	141	0	0	33	108	1	73	34
PCT9233	TO	818	458	0	0	105	353	1	243	109
PCT9234	MV	643	306	0	0	83	223	0	143	80
PCT9234	ED	91	112	0	0	31	81	1	47	33
PCT9234	TO	734	418	0	0	114	304	1	190	113
PCT9235	MV	703	356	0	0	100	256	0	178	78
PCT9235	ED	160	140	0	0	30	110	1	71	38
PCT9235	TO	863	496	0	0	130	366	1	249	116
PCT9236	MV	537	274	0	0	77	197	0	131	66
PCT9236	ED	136	101	0	0	27	74	1	41	32
PCT9236	TO	673	375	0	0	104	271	1	172	98
PCT9237	MV	779	388	0	0	95	293	0	199	94
PCT9237	ED	118	134	0	0	43	91	1	53	37
PCT9237	TO	897	522	0	0	138	384	1	252	131
PCT9238	MV	687	325	0	0	63	262	0	176	86
PCT9238	ED	118	118	0	0	31	87	0	48	39
PCT9238	TO	805	443	0	0	94	349	0	224	125
PCT9239	MV	740	383	0	0	102	281	0	177	104
PCT9239	ED	124	117	0	0	33	84	0	52	32
PCT9239	TO	864	500	0	0	135	365	0	229	136
PCT9241	MV	819	394	0	0	99	295	0	189	106
PCT9241	ED	141	139	0	0	33	106	0	49	57
PCT9241	TO	960	533	0	0	132	401	0	238	163
PCT9242	MV	771	341	0	0	87	254	0	151	103
PCT9242	ED	172	155	0	0	36	119	2	61	56
PCT9242	TO	943	496	0	0	123	373	2	212	159
PCT9243	MV	480	239	0	0	41	198	0	126	72
PCT9243	ED	123	113	0	0	29	84	0	45	39
PCT9243	TO	603	352	0	0	70	282	0	171	111
PCT9244	MV	755	390	0	0	98	292	0	173	119
PCT9244	ED	155	121	0	0	24	97	1	44	52
PCT9244	TO	910	511	0	0	122	389	1	217	171
PCT9245	MV	616	292	0	0	75	217	0	128	89
PCT9245	ED	98	91	0	0	22	69	1	33	35
PCT9245	TO	714	383	0	0	97	286	1	161	124
PCT9246	MV	815	425	0	0	106	319	0	191	128
PCT9246	ED	155	140	0	0	40	100	0	59	41
PCT9246	TO	970	565	0	0	146	419	0	250	169
PCT9247	MV	764	376	0	0	76	300	0	175	125
PCT9247	ED	148	156	0	0	42	114	2	53	59
PCT9247	TO	912	532	0	0	118	414	2	228	184
PCT9248	MV	757	354	0	0	99	255	0	132	123
PCT9248	ED	150	145	0	0	32	113	0	47	66
PCT9248	TO	907	499	0	0	131	368	0	179	189
PCT9249	MV	724	369	0	0	76	293	0	158	135
PCT9249	ED	191	171	0	0	43	128	2	59	67
PCT9249	TO	915	540	0	0	119	421	2	217	202
PCT9251	MV	792	389	0	0	78	311	0	175	136
PCT9251	ED	174	179	0	0	29	150	0	83	67
PCT9251	TO	966	568	0	0	107	461	0	258	203
PCT9252	MV	810	374	0	0	86	288	0	175	113
PCT9252	ED	143	127	0	0	31	96	1	54	41
PCT9252	TO	953	501	0	0	117	384	1	229	154
PCT9253	MV	599	295	0	0	53	242	0	138	104
PCT9253	ED	162	116	0	0	28	88	0	31	57
PCT9253	TO	761	411	0	0	81	330	0	169	161
PCT9254	MV	758	403	0	1	92	310	0	184	126
PCT9254	ED	163	155	0	0	42	113	1	54	58
PCT9254	TO	921	558	0	1	134	423	1	238	184
PCT9255	MV	436	194	0	0	41	153	0	70	83
PCT9255	ED	114	112	0	0	24	88	0	35	53
PCT9255	TO	550	306	0	0	65	241	0	105	136
PCT9256	MV	367	166	0	0	37	129	0	76	53
PCT9256	ED	95	74	0	0	18	56	1	32	23
PCT9256	TO	462	240	0	0	55	185	1	108	76
PCT9257	MV	359	157	0	0	26	131	0	48	83
PCT9257	ED	-39	0	0	0	0	0	0	0	0
PCT9257	TO	320	157	0	0	26	131	0	48	83
PCT9258	MV	583	301	0	0	58	243	0	123	120
PCT9258	ED	120	103	0	0	20	83	0	42	41
PCT9258	TO	703	404	0	0	78	326	0	165	161
PCT9401	MV	794	354	0	1	67	286	0	109	177
PCT9401	ED	244	176	0	0	30	146	1	44	101
PCT9401	TO	1038	530	0	1	97	432	1	153	278
PCT9402	MV	774	369	0	0	66	303	0	126	177
PCT9402	ED	243	159	0	0	27	132	0	56	76
PCT9402	TO	1017	528	0	0	93	435	0	182	253
PCT9403	MV	731	338	0	0	52	286	0	133	153
PCT9403	ED	190	123	0	0	27	96	0	37	59
PCT9403	TO	921	461	0	0	79	382	0	170	212
PCT9404	MV	752	344	0	0	51	293	0	153	140
PCT9404	ED	192	154	0	0	30	124	0	52	72
PCT9404	TO	944	498	0	0	81	417	0	205	212
PCT9405	MV	628	275	0	0	54	221	0	130	91
PCT9405	ED	152	104	0	0	15	89	1	47	41
PCT9405	TO	780	379	0	0	69	310	1	177	132
PCT9406	MV	694	323	0	0	55	268	0	153	115
PCT9406	ED	189	150	0	0	28	122	0	60	62
PCT9406	TO	883	473	0	0	83	390	0	213	177
PCT9407	MV	712	363	0	1	55	307	0	166	141
PCT9407	ED	201	131	0	0	22	109	1	59	49
PCT9407	TO	913	494	0	1	77	416	1	225	190
PCT9408	MV	709	310	0	0	52	258	0	98	160
PCT9408	ED	154	125	0	0	19	106	1	34	71
PCT9408	TO	863	435	0	0	71	364	1	132	231
PCT9409	MV	443	220	0	0	48	172	0	77	95
PCT9409	ED	158	127	0	0	20	107	0	36	71
PCT9409	TO	601	347	0	0	68	279	0	113	166
PCT9411	MV	816	364	0	1	52	311	0	143	168
PCT9411	ED	191	135	0	0	18	117	0	44	73
PCT9411	TO	1007	499	0	1	70	428	0	187	241
PCT9412	MV	668	335	0	0	54	281	0	163	118
PCT9412	ED	202	138	0	0	19	119	1	56	62
PCT9412	TO	870	473	0	0	73	400	1	219	180
PCT9413	MV	757	366	0	0	83	283	0	147	136
PCT9413	ED	179	127	0	0	27	100	1	39	60
PCT9413	TO	936	493	0	0	110	383	1	186	196
PCT9414	MV	734	358	0	0	72	286	0	156	130
PCT9414	ED	186	107	0	0	25	82	1	44	37
PCT9414	TO	920	465	0	0	97	368	1	200	167
PCT9415	MV	634	307	0	1	50	256	0	142	114
PCT9415	ED	154	96	0	0	18	78	0	32	46
PCT9415	TO	788	403	0	1	68	334	0	174	160
PCT9416	MV	768	382	0	0	73	309	0	172	137
PCT9416	ED	231	143	0	0	21	122	0	67	55
PCT9416	TO	999	525	0	0	94	431	0	239	192
PCT9417	MV	628	317	0	1	51	265	0	144	121
PCT9417	ED	146	110	0	0	19	91	0	42	49
PCT9417	TO	774	427	0	1	70	356	0	186	170
PCT9418	MV	627	304	0	0	75	229	0	130	99
PCT9418	ED	192	122	0	0	24	98	2	44	52
PCT9418	TO	819	426	0	0	99	327	2	174	151
PCT9419	MV	736	363	0	1	63	299	0	205	94
PCT9419	ED	173	107	0	1	19	87	2	60	25
PCT9419	TO	909	470	0	2	82	386	2	265	119
PCT9421	MV	752	330	0	0	65	265	0	152	113
PCT9421	ED	173	112	0	0	24	88	1	39	48
PCT9421	TO	925	442	0	0	89	353	1	191	161
PCT9422	MV	831	406	0	0	83	323	0	188	135
PCT9422	ED	270	145	0	0	26	119	0	57	62
