area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	87:KULVINDAR "RANI" SINGH	88:CAROLYN GOLD
PCT7516	MV	773	415	0	0	75	340	0	176	164
PCT7516	ED	147	118	0	0	25	93	1	47	45
PCT7516	TO	920	533	0	0	100	433	1	223	209
PCT7517	MV	645	354	0	0	78	276	0	115	161
PCT7517	ED	223	179	0	0	33	146	0	51	95
PCT7517	TO	868	533	0	0	111	422	0	166	256
PCT7518	MV	708	381	0	0	92	289	0	139	150
PCT7518	ED	218	185	0	0	35	150	2	58	90
PCT7518	TO	926	566	0	0	127	439	2	197	240
PCT7519	MV	543	254	0	0	51	203	0	80	123
PCT7519	ED	172	136	0	0	23	113	0	43	70
PCT7519	TO	715	390	0	0	74	316	0	123	193
PCT7521	MV	597	312	0	0	65	247	0	119	128
PCT7521	ED	182	149	0	0	35	114	0	42	72
PCT7521	TO	779	461	0	0	100	361	0	161	200
PCT7522	MV	588	291	0	0	57	234	0	102	132
PCT7522	ED	171	158	0	0	31	127	3	33	91
PCT7522	TO	759	449	0	0	88	361	3	135	223
PCT7523	MV	564	282	0	0	60	222	0	90	132
PCT7523	ED	180	169	0	0	24	145	0	45	100
PCT7523	TO	744	451	0	0	84	367	0	135	232
PCT7524	MV	480	221	0	0	33	188	0	77	111
PCT7524	ED	144	102	0	0	19	83	1	36	46
PCT7524	TO	624	323	0	0	52	271	1	113	157
PCT7525	MV	594	243	0	0	62	181	0	80	101
PCT7525	ED	170	94	0	0	19	75	2	25	48
PCT7525	TO	764	337	0	0	81	256	2	105	149
PCT7526	MV	825	390	0	0	93	297	0	135	162
PCT7526	ED	163	147	0	0	35	112	0	47	65
PCT7526	TO	988	537	0	0	128	409	0	182	227
PCT7527	MV	538	291	0	1	62	228	0	89	139
PCT7527	ED	172	112	0	0	23	89	1	31	57
PCT7527	TO	710	403	0	1	85	317	1	120	196
PCT7529	MV	748	361	0	0	79	282	0	122	160
PCT7529	ED	155	185	0	0	39	146	0	45	101
PCT7529	TO	903	546	0	0	118	428	0	167	261
PCT7531	MV	714	328	0	0	54	274	0	105	169
PCT7531	ED	159	132	0	0	24	108	1	39	68
PCT7531	TO	873	460	0	0	78	382	1	144	237
PCT7532	MV	668	325	0	0	65	260	0	122	138
PCT7532	ED	167	126	0	0	33	93	0	40	53
PCT7532	TO	835	451	0	0	98	353	0	162	191
PCT7533	MV	776	395	0	1	84	310	0	125	185
PCT7533	ED	194	185	0	0	38	147	1	43	103
PCT7533	TO	970	580	0	1	122	457	1	168	288
PCT7534	MV	670	363	0	0	79	284	0	125	159
PCT7534	ED	233	177	0	0	33	144	2	43	99
PCT7534	TO	903	540	0	0	112	428	2	168	258
PCT7535	MV	606	297	0	0	68	229	0	104	125
PCT7535	ED	139	151	0	0	34	117	1	29	87
PCT7535	TO	745	448	0	0	102	346	1	133	212
PCT7536	MV	670	337	0	0	67	270	0	119	151
PCT7536	ED	163	170	0	0	39	131	1	46	84
PCT7536	TO	833	507	0	0	106	401	1	165	235
PCT7537	MV	619	294	0	0	57	237	0	114	123
PCT7537	ED	126	148	0	0	31	117	3	40	74
PCT7537	TO	745	442	0	0	88	354	3	154	197
PCT7538	MV	562	313	0	0	64	249	0	118	131
PCT7538	ED	189	172	0	0	46	126	2	39	85
PCT7538	TO	751	485	0	0	110	375	2	157	216
PCT7539	MV	696	363	0	0	72	291	0	145	146
PCT7539	ED	225	187	0	0	33	154	0	36	118
PCT7539	TO	921	550	0	0	105	445	0	181	264
PCT7541	MV	600	289	0	0	52	237	0	98	139
PCT7541	ED	170	159	0	0	33	126	0	34	92
PCT7541	TO	770	448	0	0	85	363	0	132	231
PCT7542	MV	631	315	0	0	58	257	0	91	166
PCT7542	ED	193	166	0	0	31	135	5	40	90
PCT7542	TO	824	481	0	0	89	392	5	131	256
PCT7543	MV	694	365	0	0	57	308	0	150	158
PCT7543	ED	230	138	0	0	19	119	1	38	80
PCT7543	TO	924	503	0	0	76	427	1	188	238
PCT7544	MV	731	383	0	0	79	304	0	148	156
PCT7544	ED	168	159	0	0	34	125	0	45	80
PCT7544	TO	899	542	0	0	113	429	0	193	236
PCT7545	MV	723	385	0	1	79	305	0	154	151
PCT7545	ED	172	146	0	0	33	113	1	38	74
PCT7545	TO	895	531	0	1	112	418	1	192	225
PCT7546	MV	770	413	0	0	73	340	0	161	179
PCT7546	ED	183	209	0	0	52	157	1	64	92
PCT7546	TO	953	622	0	0	125	497	1	225	271
PCT7547	MV	796	413	0	0	69	344	0	129	215
PCT7547	ED	185	172	0	0	29	143	1	47	95
PCT7547	TO	981	585	0	0	98	487	1	176	310
PCT7548	MV	802	434	0	1	82	351	0	161	190
PCT7548	ED	249	201	0	0	43	158	3	71	84
PCT7548	TO	1051	635	0	1	125	509	3	232	274
PCT7549	MV	660	350	0	0	69	281	0	137	144
PCT7549	ED	146	140	0	0	32	108	1	45	62
PCT7549	TO	806	490	0	0	101	389	1	182	206
PCT7551	MV	587	295	0	0	51	244	0	128	116
PCT7551	ED	136	171	0	0	32	139	1	63	75
PCT7551	TO	723	466	0	0	83	383	1	191	191
PCT7552	MV	561	282	0	0	57	225	0	137	88
PCT7552	ED	124	127	0	0	26	101	0	49	52
PCT7552	TO	685	409	0	0	83	326	0	186	140
PCT7553	MV	211	94	0	0	20	74	0	41	33
PCT7553	ED	-20	0	0	0	0	0	0	0	0
PCT7553	TO	191	94	0	0	20	74	0	41	33
PCT7554	MV	653	372	0	0	73	299	0	164	135
PCT7554	ED	168	177	0	1	47	129	1	73	55
PCT7554	TO	821	549	0	1	120	428	1	237	190
PCT7555	MV	662	407	0	0	88	319	0	177	142
PCT7555	ED	210	210	0	0	45	165	0	100	65
PCT7555	TO	872	617	0	0	133	484	0	277	207
PCT7556	MV	813	505	0	1	102	402	0	245	157
PCT7556	ED	153	165	0	0	38	127	3	76	48
PCT7556	TO	966	670	0	1	140	529	3	321	205
PCT7601	MV	485	205	0	1	32	172	0	57	115
PCT7601	ED	192	89	0	0	16	73	1	19	53
PCT7601	TO	677	294	0	1	48	245	1	76	168
PCT7602	MV	654	271	0	0	42	229	0	60	169
PCT7602	ED	232	103	0	0	17	86	0	18	68
PCT7602	TO	886	374	0	0	59	315	0	78	237
PCT7603	MV	612	285	0	0	37	248	0	78	170
PCT7603	ED	203	167	0	1	23	143	4	28	111
PCT7603	TO	815	452	0	1	60	391	4	106	281
PCT7604	MV	685	261	0	0	35	226	0	65	161
PCT7604	ED	259	133	0	0	23	110	1	29	80
PCT7604	TO	944	394	0	0	58	336	1	94	241
PCT7605	MV	468	184	0	1	39	144	0	47	97
PCT7605	ED	193	62	0	0	11	51	1	11	39
PCT7605	TO	661	246	0	1	50	195	1	58	136
PCT7606	MV	673	263	0	0	55	208	0	65	143
PCT7606	ED	210	79	0	0	13	66	1	14	51
PCT7606	TO	883	342	0	0	68	274	1	79	194
PCT7607	MV	712	282	0	0	45	237	0	77	160
PCT7607	ED	207	100	0	0	14	86	1	30	55
PCT7607	TO	919	382	0	0	59	323	1	107	215
PCT7608	MV	279	96	0	0	12	84	0	34	50
PCT7608	ED	101	19	0	0	0	19	0	4	15
PCT7608	TO	380	115	0	0	12	103	0	38	65
PCT7609	MV	699	280	0	0	40	240	0	81	159
PCT7609	ED	185	49	0	0	6	43	0	9	34
PCT7609	TO	884	329	0	0	46	283	0	90	193
PCT7611	MV	586	230	0	0	34	196	0	54	142
PCT7611	ED	202	43	0	0	10	33	1	7	25
PCT7611	TO	788	273	0	0	44	229	1	61	167
PCT7612	MV	452	213	0	0	42	171	0	73	98
PCT7612	ED	105	29	0	0	3	26	0	9	17
PCT7612	TO	557	242	0	0	45	197	0	82	115
PCT7613	MV	634	236	0	1	48	187	0	55	132
PCT7613	ED	249	86	0	0	11	75	0	17	58
PCT7613	TO	883	322	0	1	59	262	0	72	190
PCT7614	MV	712	244	0	0	42	202	0	66	136
PCT7614	ED	204	78	0	0	15	63	0	18	45
PCT7614	TO	916	322	0	0	57	265	0	84	181
PCT7615	MV	510	162	0	0	22	140	0	44	96
PCT7615	ED	240	58	0	0	12	46	0	14	32
PCT7615	TO	750	220	0	0	34	186	0	58	128
PCT7616	MV	754	325	0	0	91	234	0	134	100
PCT7616	ED	82	86	0	0	28	58	1	28	29
PCT7616	TO	836	411	0	0	119	292	1	162	129
PCT7617	MV	583	218	0	1	47	170	0	56	114
PCT7617	ED	169	42	0	0	11	31	0	9	22
PCT7617	TO	752	260	0	1	58	201	0	65	136
PCT7618	MV	763	360	0	1	72	287	0	140	147
PCT7618	ED	151	84	0	0	26	58	1	22	35
PCT7618	TO	914	444	0	1	98	345	1	162	182
PCT7619	MV	937	432	0	0	96	336	0	168	168
PCT7619	ED	170	117	0	0	26	91	1	28	62
PCT7619	TO	1107	549	0	0	122	427	1	196	230
PCT7621	MV	1006	437	0	0	76	361	0	167	194
PCT7621	ED	149	103	0	0	24	79	1	34	44
PCT7621	TO	1155	540	0	0	100	440	1	201	238
PCT7622	MV	697	213	0	1	42	170	0	52	118
PCT7622	ED	263	73	0	0	16	57	2	17	38
PCT7622	TO	960	286	0	1	58	227	2	69	156
PCT7623	MV	767	255	0	3	38	214	0	73	141
PCT7623	ED	237	98	0	0	19	79	1	16	62
PCT7623	TO	1004	353	0	3	57	293	1	89	203
PCT7624	MV	651	205	0	0	36	169	0	68	101
PCT7624	ED	224	72	0	0	15	57	1	20	36
PCT7624	TO	875	277	0	0	51	226	1	88	137
PCT7625	MV	749	386	0	2	83	301	0	134	167
PCT7625	ED	73	34	0	0	6	28	0	10	18
PCT7625	TO	822	420	0	2	89	329	0	144	185
PCT7626	MV	944	396	0	1	96	299	0	184	115
PCT7626	ED	129	105	0	0	21	84	1	50	33
PCT7626	TO	1073	501	0	1	117	383	1	234	148
PCT7627	MV	456	194	0	0	55	139	0	87	52
PCT7627	ED	68	57	0	0	11	46	0	22	24
PCT7627	TO	524	251	0	0	66	185	0	109	76
PCT7628	MV	718	324	0	0	69	255	0	100	155
PCT7628	ED	220	110	0	0	17	93	1	33	59
PCT7628	TO	938	434	0	0	86	348	1	133	214
PCT7629	MV	691	266	0	0	60	206	0	83	123
PCT7629	ED	162	86	0	0	18	68	2	20	46
PCT7629	TO	853	352	0	0	78	274	2	103	169
PCT7631	MV	1009	433	0	0	88	345	0	181	164
PCT7631	ED	210	110	0	0	17	93	2	36	55
PCT7631	TO	1219	543	0	0	105	438	2	217	219
PCT7632	MV	1002	411	0	0	81	330	0	152	178
PCT7632	ED	169	128	0	0	23	105	1	40	64
PCT7632	TO	1171	539	0	0	104	435	1	192	242
PCT7633	MV	609	278	0	0	50	228	0	100	128
PCT7633	ED	126	96	0	0	24	72	0	37	35
PCT7633	TO	735	374	0	0	74	300	0	137	163
PCT7634	MV	704	338	0	0	72	266	0	125	141
PCT7634	ED	186	101	0	0	21	80	1	26	53
PCT7634	TO	890	439	0	0	93	346	1	151	194
PCT7635	MV	665	267	0	0	50	217	0	117	100
PCT7635	ED	188	62	0	0	17	45	1	16	28
PCT7635	TO	853	329	0	0	67	262	1	133	128
PCT7636	MV	797	321	0	0	70	251	0	144	107
PCT7636	ED	162	107	0	0	23	84	2	38	44
PCT7636	TO	959	428	0	0	93	335	2	182	151
PCT7637	MV	747	340	0	0	80	260	0	161	99
PCT7637	ED	121	98	0	0	23	75	1	47	27
PCT7637	TO	868	438	0	0	103	335	1	208	126
PCT7638	MV	806	370	0	0	87	283	0	183	100
PCT7638	ED	83	87	0	0	20	67	1	54	12
PCT7638	TO	889	457	0	0	107	350	1	237	112
PCT7639	MV	889	390	0	0	98	292	0	195	97
PCT7639	ED	133	132	0	0	49	83	0	48	35
PCT7639	TO	1022	522	0	0	147	375	0	243	132
PCT7641	MV	817	397	0	0	82	315	0	205	110
PCT7641	ED	134	92	0	0	18	74	0	52	22
PCT7641	TO	951	489	0	0	100	389	0	257	132
PCT7642	MV	647	305	0	0	81	224	0	91	133
PCT7642	ED	118	79	0	0	28	51	0	25	26
PCT7642	TO	765	384	0	0	109	275	0	116	159
PCT7643	MV	810	429	0	1	85	343	0	182	161
PCT7643	ED	131	105	0	0	30	75	0	45	30
PCT7643	TO	941	534	0	1	115	418	0	227	191
PCT7644	MV	1014	397	0	0	91	306	0	189	117
PCT7644	ED	162	142	0	1	17	124	1	47	76
PCT7644	TO	1176	539	0	1	108	430	1	236	193
PCT7645	MV	595	282	0	0	65	217	0	146	71
PCT7645	ED	61	56	0	0	20	36	1	18	17
PCT7645	TO	656	338	0	0	85	253	1	164	88
PCT7646	MV	1032	480	0	0	112	368	0	220	148
PCT7646	ED	121	133	0	0	37	96	2	43	51
PCT7646	TO	1153	613	0	0	149	464	2	263	199
PCT7647	MV	724	206	0	0	32	174	0	43	131
PCT7647	ED	263	79	0	0	11	68	3	16	49
PCT7647	TO	987	285	0	0	43	242	3	59	180
PCT7648	MV	2	1	0	0	1	0	0	0	0
PCT7648	ED	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	1	0	0	1	0	0	0	0
PCT7649	MV	722	284	0	1	55	228	0	94	134
PCT7649	ED	178	78	0	0	10	68	0	28	40
PCT7649	TO	900	362	0	1	65	296	0	122	174
PCT7651	MV	834	323	0	0	75	248	0	149	99
PCT7651	ED	113	72	0	0	21	51	0	33	18
PCT7651	TO	947	395	0	0	96	299	0	182	117
PCT7652	MV	534	200	0	0	48	152	0	92	60
PCT7652	ED	101	86	0	0	22	64	0	24	40
PCT7652	TO	635	286	0	0	70	216	0	116	100
PCT7653	MV	750	322	0	0	72	250	0	146	104
PCT7653	ED	89	79	0	0	27	52	0	30	22
PCT7653	TO	839	401	0	0	99	302	0	176	126
PCT7654	MV	413	188	0	0	32	156	0	71	85
PCT7654	ED	53	83	0	0	30	53	0	18	35
PCT7654	TO	466	271	0	0	62	209	0	89	120
PCT7655	MV	582	211	0	0	48	163	0	94	69
PCT7655	ED	97	59	0	0	15	44	0	31	13
PCT7655	TO	679	270	0	0	63	207	0	125	82
PCT7656	MV	603	302	0	0	84	218	0	167	51
PCT7656	ED	35	40	0	0	13	27	0	21	6
PCT7656	TO	638	342	0	0	97	245	0	188	57
PCT7657	MV	561	265	0	0	70	195	0	138	57
PCT7657	ED	37	61	0	0	19	42	0	22	20
PCT7657	TO	598	326	0	0	89	237	0	160	77
PCT7701	MV	868	474	0	0	95	379	0	189	190
PCT7701	ED	196	173	0	0	31	142	2	63	77
PCT7701	TO	1064	647	0	0	126	521	2	252	267
PCT7702	MV	623	369	0	0	76	293	0	201	92
PCT7702	ED	133	103	0	0	22	81	0	48	33
PCT7702	TO	756	472	0	0	98	374	0	249	125
PCT7703	MV	187	71	0	0	16	55	0	20	35
PCT7703	ED	-13	0	0	0	0	0	0	0	0
PCT7703	TO	174	71	0	0	16	55	0	20	35
PCT7704	MV	798	485	0	0	117	368	0	234	134
PCT7704	ED	204	173	0	0	29	144	0	94	50
PCT7704	TO	1002	658	0	0	146	512	0	328	184
PCT7705	MV	470	281	0	0	57	224	0	152	72
PCT7705	ED	125	110	0	0	21	89	0	54	35
PCT7705	TO	595	391	0	0	78	313	0	206	107
PCT7706	MV	686	446	0	0	107	339	0	221	118
PCT7706	ED	180	162	0	0	22	140	2	87	51
PCT7706	TO	866	608	0	0	129	479	2	308	169
PCT7707	MV	683	424	0	0	80	344	0	218	126
PCT7707	ED	189	179	0	0	32	147	1	87	59
PCT7707	TO	872	603	0	0	112	491	1	305	185
PCT7708	MV	710	455	0	0	87	368	0	234	134
PCT7708	ED	165	152	0	0	32	120	1	62	57
PCT7708	TO	875	607	0	0	119	488	1	296	191
PCT7709	MV	322	191	0	0	33	158	0	87	71
PCT7709	ED	84	90	0	0	9	81	2	37	42
PCT7709	TO	406	281	0	0	42	239	2	124	113
PCT7711	MV	658	372	0	0	72	300	0	171	129
PCT7711	ED	153	125	0	0	21	104	0	46	58
PCT7711	TO	811	497	0	0	93	404	0	217	187
PCT7712	MV	423	254	0	0	43	211	0	102	109
PCT7712	ED	109	106	0	0	21	85	1	36	48
PCT7712	TO	532	360	0	0	64	296	1	138	157
PCT7801	MV	823	469	0	0	83	386	0	217	169
PCT7801	ED	151	190	0	0	37	153	1	90	62
PCT7801	TO	974	659	0	0	120	539	1	307	231
PCT7802	MV	646	393	0	0	83	310	0	170	140
PCT7802	ED	152	157	0	0	30	127	0	62	65
PCT7802	TO	798	550	0	0	113	437	0	232	205
PCT7803	MV	718	470	0	0	96	374	0	221	153
PCT7803	ED	113	128	0	0	35	93	0	43	50
PCT7803	TO	831	598	0	0	131	467	0	264	203
PCT7804	MV	733	459	0	0	87	372	0	198	174
PCT7804	ED	152	180	0	0	48	132	2	71	59
PCT7804	TO	885	639	0	0	135	504	2	269	233
PCT7805	MV	644	389	0	0	93	296	0	145	151
PCT7805	ED	156	155	0	0	32	123	1	51	71
PCT7805	TO	800	544	0	0	125	419	1	196	222
PCT7806	MV	602	353	0	0	68	285	0	135	150
PCT7806	ED	153	152	0	0	32	120	1	50	69
PCT7806	TO	755	505	0	0	100	405	1	185	219
PCT7807	MV	642	353	0	0	76	277	0	133	144
PCT7807	ED	185	174	0	0	35	139	0	41	98
PCT7807	TO	827	527	0	0	111	416	0	174	242
PCT7808	MV	525	288	0	0	52	236	0	95	141
PCT7808	ED	129	129	0	0	28	101	0	48	53
PCT7808	TO	654	417	0	0	80	337	0	143	194
PCT7809	MV	624	348	0	1	53	294	0	115	179
PCT7809	ED	140	135	0	0	35	100	0	27	73
PCT7809	TO	764	483	0	1	88	394	0	142	252
PCT7811	MV	582	303	0	0	50	253	0	85	168
PCT7811	ED	176	155	0	0	34	121	0	39	82
PCT7811	TO	758	458	0	0	84	374	0	124	250
PCT7812	MV	680	364	0	0	78	286	0	116	170
PCT7812	ED	217	163	0	0	33	130	0	47	83
PCT7812	TO	897	527	0	0	111	416	0	163	253
PCT7813	MV	842	478	0	0	95	383	0	143	240
PCT7813	ED	226	214	0	0	43	171	2	42	127
PCT7813	TO	1068	692	0	0	138	554	2	185	367
PCT7814	MV	660	274	0	0	48	226	0	74	152
PCT7814	ED	241	118	0	1	19	98	1	21	76
PCT7814	TO	901	392	0	1	67	324	1	95	228
PCT7815	MV	749	460	0	1	100	359	0	197	162
PCT7815	ED	168	176	0	0	30	146	0	57	89
PCT7815	TO	917	636	0	1	130	505	0	254	251
PCT7816	MV	724	466	0	0	92	374	0	202	172
PCT7816	ED	148	149	0	0	35	114	0	50	64
PCT7816	TO	872	615	0	0	127	488	0	252	236
PCT7817	MV	652	386	0	0	64	322	0	118	204
PCT7817	ED	186	182	0	0	32	150	2	57	91
PCT7817	TO	838	568	0	0	96	472	2	175	295
PCT7818	MV	668	389	0	0	74	315	0	127	188
PCT7818	ED	171	149	0	0	26	123	1	42	80
PCT7818	TO	839	538	0	0	100	438	1	169	268
PCT7819	MV	635	346	0	1	60	285	0	137	148
PCT7819	ED	139	89	0	0	12	77	0	30	47
PCT7819	TO	774	435	0	1	72	362	0	167	195
PCT7821	MV	806	513	0	0	93	420	0	232	188
PCT7821	ED	170	189	0	0	35	154	0	74	80
PCT7821	TO	976	702	0	0	128	574	0	306	268
PCT7822	MV	673	390	0	0	74	316	0	156	160
PCT7822	ED	219	222	0	0	46	176	0	88	88
PCT7822	TO	892	612	0	0	120	492	0	244	248
PCT7823	MV	706	398	0	0	77	321	0	138	183
PCT7823	ED	177	188	0	0	26	162	0	66	96
PCT7823	TO	883	586	0	0	103	483	0	204	279
PCT7824	MV	614	324	0	0	71	253	0	112	141
PCT7824	ED	154	158	0	0	40	118	1	41	76
PCT7824	TO	768	482	0	0	111	371	1	153	217
PCT7825	MV	457	248	0	0	40	208	0	60	148
PCT7825	ED	151	130	0	0	19	111	1	37	73
PCT7825	TO	608	378	0	0	59	319	1	97	221
PCT7826	MV	486	256	0	0	55	201	0	82	119
PCT7826	ED	204	162	0	0	24	138	0	50	88
PCT7826	TO	690	418	0	0	79	339	0	132	207
PCT7827	MV	607	312	0	0	46	266	0	98	168
PCT7827	ED	219	145	0	0	26	119	0	29	90
PCT7827	TO	826	457	0	0	72	385	0	127	258
PCT7828	MV	857	469	0	0	91	378	0	176	202
PCT7828	ED	171	177	0	0	39	138	1	64	73
PCT7828	TO	1028	646	0	0	130	516	1	240	275
PCT7829	MV	742	456	0	0	81	375	0	218	157
PCT7829	ED	149	151	0	0	27	124	3	57	64
PCT7829	TO	891	607	0	0	108	499	3	275	221
PCT7831	MV	763	478	0	0	98	380	0	203	177
PCT7831	ED	139	137	0	0	19	118	1	49	68
PCT7831	TO	902	615	0	0	117	498	1	252	245
PCT7832	MV	663	401	0	0	74	327	0	165	162
PCT7832	ED	118	127	0	0	30	97	0	41	56
PCT7832	TO	781	528	0	0	104	424	0	206	218
PCT7833	MV	587	339	0	0	77	262	0	109	153
PCT7833	ED	146	145	0	0	31	114	1	38	75
PCT7833	TO	733	484	0	0	108	376	1	147	228
PCT7834	MV	700	363	0	0	68	295	0	111	184
PCT7834	ED	194	175	0	0	34	141	0	36	105
PCT7834	TO	894	538	0	0	102	436	0	147	289
PCT7835	MV	721	423	0	0	85	338	0	153	185
PCT7835	ED	142	147	0	0	31	116	0	44	72
PCT7835	TO	863	570	0	0	116	454	0	197	257
PCT7836	MV	850	503	0	0	93	410	0	186	224
PCT7836	ED	193	169	0	0	31	138	1	55	82
PCT7836	TO	1043	672	0	0	124	548	1	241	306
PCT7837	MV	717	416	0	0	109	307	0	161	146
PCT7837	ED	206	198	0	0	40	158	1	87	70
PCT7837	TO	923	614	0	0	149	465	1	248	216
PCT7838	MV	752	484	0	0	96	388	0	223	165
PCT7838	ED	143	155	0	0	29	126	2	57	67
PCT7838	TO	895	639	0	0	125	514	2	280	232
PCT7839	MV	731	445	0	0	93	352	0	206	146
PCT7839	ED	130	136	0	0	36	100	0	44	56
PCT7839	TO	861	581	0	0	129	452	0	250	202
PCT7841	MV	752	449	0	0	105	344	0	160	184
PCT7841	ED	198	207	0	0	38	169	0	61	108
PCT7841	TO	950	656	0	0	143	513	0	221	292
PCT7842	MV	702	382	0	0	72	310	0	123	187
PCT7842	ED	177	154	0	0	22	132	1	53	78
PCT7842	TO	879	536	0	0	94	442	1	176	265
PCT7843	MV	546	289	0	0	52	237	0	94	143
PCT7843	ED	183	163	0	0	37	126	0	35	91
PCT7843	TO	729	452	0	0	89	363	0	129	234
PCT7844	MV	499	276	0	0	53	223	0	79	144
PCT7844	ED	152	136	0	0	27	109	0	27	82
PCT7844	TO	651	412	0	0	80	332	0	106	226
PCT7845	MV	676	393	0	0	72	321	0	165	156
PCT7845	ED	204	177	0	0	30	147	0	73	74
PCT7845	TO	880	570	0	0	102	468	0	238	230
PCT7846	MV	736	454	0	0	97	357	0	199	158
PCT7846	ED	172	166	0	0	37	129	1	53	75
PCT7846	TO	908	620	0	0	134	486	1	252	233
PCT7847	MV	698	421	0	0	97	324	0	158	166
PCT7847	ED	193	181	0	0	39	142	0	75	67
PCT7847	TO	891	602	0	0	136	466	0	233	233
PCT7848	MV	665	427	0	0	77	350	0	184	166
PCT7848	ED	182	168	0	0	38	130	1	70	59
PCT7848	TO	847	595	0	0	115	480	1	254	225
PCT7849	MV	729	427	0	0	83	344	0	178	166
PCT7849	ED	172	186	0	0	44	142	1	50	91
PCT7849	TO	901	613	0	0	127	486	1	228	257
PCT7851	MV	414	266	0	0	50	216	0	158	58
PCT7851	ED	112	84	0	0	21	63	0	41	22
PCT7851	TO	526	350	0	0	71	279	0	199	80
PCT7852	MV	533	347	0	0	68	279	0	153	126
PCT7852	ED	111	103	0	0	22	81	0	38	43
PCT7852	TO	644	450	0	0	90	360	0	191	169
PCT7853	MV	694	382	0	0	71	311	0	181	130
PCT7853	ED	161	137	0	0	22	115	0	64	51
PCT7853	TO	855	519	0	0	93	426	0	245	181
PCT7854	MV	703	422	0	0	101	321	0	198	123
PCT7854	ED	175	172	0	0	32	140	1	54	85
PCT7854	TO	878	594	0	0	133	461	1	252	208
PCT7855	MV	763	440	0	0	95	345	0	175	170
PCT7855	ED	211	202	0	0	41	161	1	73	87
PCT7855	TO	974	642	0	0	136	506	1	248	257
PCT7856	MV	643	362	0	0	68	294	0	148	146
PCT7856	ED	204	193	0	0	38	155	1	69	85
PCT7856	TO	847	555	0	0	106	449	1	217	231
PCT7857	MV	748	427	0	0	103	324	0	155	169
PCT7857	ED	158	153	0	0	24	129	0	54	75
PCT7857	TO	906	580	0	0	127	453	0	209	244
PCT7858	MV	622	345	0	0	57	288	0	105	183
PCT7858	ED	157	147	0	0	26	121	0	32	89
PCT7858	TO	779	492	0	0	83	409	0	137	272
PCT7859	MV	747	457	0	0	94	363	0	206	157
PCT7859	ED	152	165	0	0	45	120	0	52	68
PCT7859	TO	899	622	0	0	139	483	0	258	225
PCT7861	MV	699	424	0	0	85	339	0	182	157
PCT7861	ED	164	171	0	0	31	140	0	54	86
PCT7861	TO	863	595	0	0	116	479	0	236	243
PCT7862	MV	669	397	0	0	76	321	0	173	148
PCT7862	ED	195	197	0	0	30	167	0	75	92
PCT7862	TO	864	594	0	0	106	488	0	248	240
PCT7863	MV	692	361	0	0	71	290	0	124	166
PCT7863	ED	209	205	0	0	38	167	1	68	98
PCT7863	TO	901	566	0	0	109	457	1	192	264
PCT7864	MV	661	365	0	0	73	292	0	133	159
PCT7864	ED	153	157	0	0	30	127	3	51	73
PCT7864	TO	814	522	0	0	103	419	3	184	232
PCT7865	MV	677	402	0	0	82	320	0	141	179
PCT7865	ED	163	157	0	1	30	126	0	39	87
PCT7865	TO	840	559	0	1	112	446	0	180	266
PCT7866	MV	690	444	0	0	79	365	0	219	146
PCT7866	ED	158	141	0	0	21	120	0	67	53
PCT7866	TO	848	585	0	0	100	485	0	286	199
PCT7867	MV	766	462	0	0	61	401	0	195	206
PCT7867	ED	212	182	0	0	37	145	2	66	77
PCT7867	TO	978	644	0	0	98	546	2	261	283
PCT7868	MV	659	368	0	0	57	311	0	175	136
PCT7868	ED	217	161	0	0	24	137	0	66	71
PCT7868	TO	876	529	0	0	81	448	0	241	207
PCT7869	MV	682	436	0	0	81	355	0	191	164
PCT7869	ED	179	189	0	0	35	154	0	73	81
PCT7869	TO	861	625	0	0	116	509	0	264	245
PCT7871	MV	702	456	0	0	94	362	0	202	160
PCT7871	ED	200	157	0	0	32	125	0	60	65
PCT7871	TO	902	613	0	0	126	487	0	262	225
PCT7872	MV	675	410	0	0	76	334	0	184	150
PCT7872	ED	199	185	0	0	30	155	1	86	68
PCT7872	TO	874	595	0	0	106	489	1	270	218
PCT7873	MV	688	437	0	0	81	356	0	172	184
PCT7873	ED	203	212	0	0	31	181	0	79	102
PCT7873	TO	891	649	0	0	112	537	0	251	286
PCT7874	MV	370	187	0	0	35	152	0	74	78
PCT7874	ED	119	107	0	0	20	87	0	40	47
PCT7874	TO	489	294	0	0	55	239	0	114	125
PCT7875	MV	500	247	0	0	54	193	0	81	112
PCT7875	ED	147	114	0	0	16	98	0	41	57
PCT7875	TO	647	361	0	0	70	291	0	122	169
PCT7876	MV	462	250	0	0	60	190	0	86	104
PCT7876	ED	106	91	0	1	31	59	0	25	34
PCT7876	TO	568	341	0	1	91	249	0	111	138
PCT7901	MV	399	191	0	0	36	155	0	60	95
PCT7901	ED	150	65	0	0	16	49	0	15	34
PCT7901	TO	549	256	0	0	52	204	0	75	129
PCT7902	MV	680	286	0	0	45	241	0	89	152
PCT7902	ED	232	139	0	0	28	111	0	27	84
PCT7902	TO	912	425	0	0	73	352	0	116	236
PCT7903	MV	622	278	0	0	45	233	0	73	160
PCT7903	ED	230	123	0	0	23	100	2	27	71
PCT7903	TO	852	401	0	0	68	333	2	100	231
PCT7904	MV	678	289	0	0	37	252	0	99	153
