area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	85:DOROTHY CHOU PROUDFOOT	86:MICHELLE TONG
PCT7517	ED	223	234	0	0	53	181	0	72	109
PCT7517	TO	868	596	0	1	136	459	0	166	293
PCT7518	MV	708	392	0	0	91	301	0	125	176
PCT7518	ED	218	247	0	0	51	196	3	77	116
PCT7518	TO	926	639	0	0	142	497	3	202	292
PCT7519	MV	543	260	0	0	53	207	0	83	124
PCT7519	ED	172	172	0	0	36	136	0	53	83
PCT7519	TO	715	432	0	0	89	343	0	136	207
PCT7521	MV	597	319	0	0	63	256	0	107	149
PCT7521	ED	182	205	0	0	50	155	0	60	95
PCT7521	TO	779	524	0	0	113	411	0	167	244
PCT7522	MV	588	301	0	0	55	246	0	101	145
PCT7522	ED	171	192	0	0	36	156	2	49	105
PCT7522	TO	759	493	0	0	91	402	2	150	250
PCT7523	MV	564	285	0	0	60	225	0	81	144
PCT7523	ED	180	221	0	0	43	178	1	57	120
PCT7523	TO	744	506	0	0	103	403	1	138	264
PCT7524	MV	480	228	0	0	40	188	0	68	120
PCT7524	ED	144	130	0	0	28	102	0	50	52
PCT7524	TO	624	358	0	0	68	290	0	118	172
PCT7525	MV	594	246	0	0	62	184	0	78	106
PCT7525	ED	170	130	0	0	32	98	1	33	64
PCT7525	TO	764	376	0	0	94	282	1	111	170
PCT7526	MV	826	395	0	0	95	300	0	120	180
PCT7526	ED	162	219	0	0	54	165	0	63	102
PCT7526	TO	988	614	0	0	149	465	0	183	282
PCT7527	MV	538	296	0	2	64	230	0	79	151
PCT7527	ED	172	126	0	0	23	103	1	35	67
PCT7527	TO	710	422	0	2	87	333	1	114	218
PCT7529	MV	749	366	0	0	76	290	0	116	174
PCT7529	ED	154	231	0	1	49	181	0	51	130
PCT7529	TO	903	597	0	1	125	471	0	167	304
PCT7531	MV	714	336	0	0	56	280	0	88	192
PCT7531	ED	159	179	0	0	38	141	0	46	95
PCT7531	TO	873	515	0	0	94	421	0	134	287
PCT7532	MV	668	329	0	0	59	270	0	119	151
PCT7532	ED	167	185	0	0	52	133	0	45	88
PCT7532	TO	835	514	0	0	111	403	0	164	239
PCT7533	MV	776	405	0	1	88	316	0	115	201
PCT7533	ED	194	252	0	0	48	204	0	56	148
PCT7533	TO	970	657	0	1	136	520	0	171	349
PCT7534	MV	670	376	0	2	73	301	0	123	178
PCT7534	ED	233	231	0	0	46	185	1	50	134
PCT7534	TO	903	607	0	2	119	486	1	173	312
PCT7535	MV	606	300	0	1	59	240	0	92	148
PCT7535	ED	139	199	0	0	58	141	0	42	99
PCT7535	TO	745	499	0	1	117	381	0	134	247
PCT7536	MV	670	346	0	0	68	278	0	111	167
PCT7536	ED	163	216	0	0	57	159	1	53	105
PCT7536	TO	833	562	0	0	125	437	1	164	272
PCT7537	MV	619	301	0	0	61	240	0	89	151
PCT7537	ED	126	197	0	0	45	152	2	59	91
PCT7537	TO	745	498	0	0	106	392	2	148	242
PCT7538	MV	562	322	0	0	63	259	0	111	148
PCT7538	ED	189	212	0	0	61	151	1	47	103
PCT7538	TO	751	534	0	0	124	410	1	158	251
PCT7539	MV	696	374	0	0	71	303	0	126	177
PCT7539	ED	225	215	0	0	42	173	1	44	128
PCT7539	TO	921	589	0	0	113	476	1	170	305
PCT7541	MV	600	295	0	0	54	241	0	96	145
PCT7541	ED	170	214	0	0	51	163	1	46	116
PCT7541	TO	770	509	0	0	105	404	1	142	261
PCT7542	MV	632	324	0	0	63	261	0	96	165
PCT7542	ED	192	200	0	0	32	168	3	53	112
PCT7542	TO	824	524	0	0	95	429	3	149	277
PCT7543	MV	694	371	0	0	67	304	0	120	184
PCT7543	ED	230	173	0	0	35	138	1	42	95
PCT7543	TO	924	544	0	0	102	442	1	162	279
PCT7544	MV	731	389	0	1	79	309	0	139	170
PCT7544	ED	168	207	0	0	52	155	0	53	102
PCT7544	TO	899	596	0	1	131	464	0	192	272
PCT7545	MV	723	385	0	2	75	308	0	125	183
PCT7545	ED	172	192	0	0	45	147	1	41	105
PCT7545	TO	895	577	0	2	120	455	1	166	288
PCT7546	MV	770	418	0	0	86	332	0	125	207
PCT7546	ED	183	255	0	0	66	189	0	75	114
PCT7546	TO	953	673	0	0	152	521	0	200	321
PCT7547	MV	798	427	0	0	74	353	0	126	227
PCT7547	ED	183	227	0	0	48	179	0	53	126
PCT7547	TO	981	654	0	0	122	532	0	179	353
PCT7548	MV	802	450	0	1	87	362	0	162	200
PCT7548	ED	249	259	0	0	61	198	1	75	122
PCT7548	TO	1051	709	0	1	148	560	1	237	322
PCT7549	MV	660	358	0	0	67	291	0	115	176
PCT7549	ED	146	170	0	0	42	128	1	47	80
PCT7549	TO	806	528	0	0	109	419	1	162	256
PCT7551	MV	587	304	0	0	52	252	0	110	142
PCT7551	ED	136	178	0	0	34	144	0	57	87
PCT7551	TO	723	482	0	0	86	396	0	167	229
PCT7552	MV	561	285	0	0	58	227	0	101	126
PCT7552	ED	124	168	0	0	39	129	1	51	77
PCT7552	TO	685	453	0	0	97	356	1	152	203
PCT7553	MV	211	95	0	0	21	74	0	34	40
PCT7553	ED	-20	7	0	0	3	4	0	3	1
PCT7553	TO	191	102	0	0	24	78	0	37	41
PCT7554	MV	653	381	0	0	74	307	0	136	171
PCT7554	ED	168	216	0	0	58	158	0	73	85
PCT7554	TO	821	597	0	0	132	465	0	209	256
PCT7555	MV	662	416	0	0	104	312	0	129	183
PCT7555	ED	210	244	0	0	51	193	0	95	98
PCT7555	TO	872	660	0	0	155	505	0	224	281
PCT7556	MV	812	513	0	0	99	414	0	224	190
PCT7556	ED	154	214	0	0	59	155	3	85	67
PCT7556	TO	966	727	0	0	158	569	3	309	257
PCT7601	MV	485	207	0	2	33	172	0	61	111
PCT7601	ED	192	112	0	1	21	90	1	29	60
PCT7601	TO	677	319	0	3	54	262	1	90	171
PCT7602	MV	654	276	0	0	45	231	0	91	140
PCT7602	ED	232	128	0	0	25	103	0	35	68
PCT7602	TO	886	404	0	0	70	334	0	126	208
PCT7603	MV	615	295	0	1	45	249	0	90	159
PCT7603	ED	200	174	0	1	28	145	3	37	105
PCT7603	TO	815	469	0	2	73	394	3	127	264
PCT7604	MV	685	270	0	0	41	229	0	73	156
PCT7604	ED	259	164	0	0	43	121	1	39	81
PCT7604	TO	944	434	0	0	84	350	1	112	237
PCT7605	MV	468	192	0	0	39	153	0	59	94
PCT7605	ED	193	84	0	0	17	67	1	22	44
PCT7605	TO	661	276	0	0	56	220	1	81	138
PCT7606	MV	673	267	0	0	61	206	0	70	136
PCT7606	ED	210	99	0	0	17	82	0	21	61
PCT7606	TO	883	366	0	0	78	288	0	91	197
PCT7607	MV	712	288	0	0	49	239	0	70	169
PCT7607	ED	207	127	0	0	21	106	1	37	68
PCT7607	TO	919	415	0	0	70	345	1	107	237
PCT7608	MV	279	96	0	2	10	84	0	30	54
PCT7608	ED	101	26	0	0	5	21	0	7	14
PCT7608	TO	380	122	0	2	15	105	0	37	68
PCT7609	MV	699	286	0	2	33	251	0	89	162
PCT7609	ED	185	69	0	0	14	55	0	21	34
PCT7609	TO	884	355	0	2	47	306	0	110	196
PCT7611	MV	586	235	0	1	45	189	0	79	110
PCT7611	ED	202	47	0	0	11	36	1	13	22
PCT7611	TO	788	282	0	1	56	225	1	92	132
PCT7612	MV	452	216	0	0	38	178	0	87	91
PCT7612	ED	105	47	0	0	9	38	0	15	23
PCT7612	TO	557	263	0	0	47	216	0	102	114
PCT7613	MV	634	244	0	1	52	191	0	56	135
PCT7613	ED	249	107	0	0	16	91	0	32	59
PCT7613	TO	883	351	0	1	68	282	0	88	194
PCT7614	MV	713	254	0	0	42	212	0	68	144
PCT7614	ED	203	114	0	0	26	88	1	28	59
PCT7614	TO	916	368	0	0	68	300	1	96	203
PCT7615	MV	510	165	0	0	19	146	0	63	83
PCT7615	ED	240	81	0	1	15	65	0	21	44
PCT7615	TO	750	246	0	1	34	211	0	84	127
PCT7616	MV	754	330	0	0	94	236	0	112	124
PCT7616	ED	82	144	0	0	53	91	1	37	53
PCT7616	TO	836	474	0	0	147	327	1	149	177
PCT7617	MV	583	222	0	2	46	174	0	64	110
PCT7617	ED	169	67	0	0	15	52	0	18	34
PCT7617	TO	752	289	0	2	61	226	0	82	144
PCT7618	MV	763	365	0	1	73	291	0	108	183
PCT7618	ED	151	114	0	0	33	81	1	28	52
PCT7618	TO	914	479	0	1	106	372	1	136	235
PCT7619	MV	937	439	0	0	86	353	0	152	201
PCT7619	ED	170	169	0	1	44	124	0	35	89
PCT7619	TO	1107	608	0	1	130	477	0	187	290
PCT7621	MV	1006	443	0	0	73	370	0	149	221
PCT7621	ED	149	150	0	0	34	116	1	34	81
PCT7621	TO	1155	593	0	0	107	486	1	183	302
PCT7622	MV	697	215	0	1	45	169	0	74	95
PCT7622	ED	263	98	0	0	32	66	0	22	44
PCT7622	TO	960	313	0	1	77	235	0	96	139
PCT7623	MV	767	256	0	4	39	213	0	88	125
PCT7623	ED	237	143	0	0	35	108	1	34	73
PCT7623	TO	1004	399	0	4	74	321	1	122	198
PCT7624	MV	652	209	0	0	38	171	0	73	98
PCT7624	ED	223	97	0	0	28	69	1	28	40
PCT7624	TO	875	306	0	0	66	240	1	101	138
PCT7625	MV	749	394	0	2	81	311	0	145	166
PCT7625	ED	73	39	0	0	8	31	0	16	15
PCT7625	TO	822	433	0	2	89	342	0	161	181
PCT7626	MV	944	401	0	0	96	305	0	147	158
PCT7626	ED	129	134	0	0	36	98	0	40	58
PCT7626	TO	1073	535	0	0	132	403	0	187	216
PCT7627	MV	457	196	0	2	54	140	0	90	50
PCT7627	ED	67	65	0	0	19	46	0	21	25
PCT7627	TO	524	261	0	2	73	186	0	111	75
PCT7628	MV	718	332	0	0	72	260	0	95	165
PCT7628	ED	220	156	0	0	31	125	2	41	82
PCT7628	TO	938	488	0	0	103	385	2	136	247
PCT7629	MV	691	276	0	0	68	208	0	80	128
PCT7629	ED	162	131	0	0	26	105	1	30	74
PCT7629	TO	853	407	0	0	94	313	1	110	202
PCT7631	MV	1009	441	0	0	86	355	0	154	201
PCT7631	ED	210	159	0	0	37	122	2	44	76
PCT7631	TO	1219	600	0	0	123	477	2	198	277
PCT7632	MV	1002	414	0	1	77	336	0	129	207
PCT7632	ED	169	188	0	0	33	155	2	40	113
PCT7632	TO	1171	602	0	1	110	491	2	169	320
PCT7633	MV	609	278	0	1	47	230	0	101	129
PCT7633	ED	126	108	0	0	31	77	1	29	47
PCT7633	TO	735	386	0	1	78	307	1	130	176
PCT7634	MV	704	344	0	3	73	268	0	141	127
PCT7634	ED	186	143	0	0	38	105	1	43	61
PCT7634	TO	890	487	0	3	111	373	1	184	188
PCT7635	MV	665	274	0	0	40	234	0	106	128
PCT7635	ED	188	83	0	0	24	59	1	17	41
PCT7635	TO	853	357	0	0	64	293	1	123	169
PCT7636	MV	798	330	0	1	81	248	0	113	135
PCT7636	ED	161	155	0	0	41	114	1	47	66
PCT7636	TO	959	485	0	1	122	362	1	160	201
PCT7637	MV	747	344	0	0	86	258	0	127	131
PCT7637	ED	121	145	0	0	47	98	1	30	67
PCT7637	TO	868	489	0	0	133	356	1	157	198
PCT7638	MV	806	372	0	0	80	292	0	158	134
PCT7638	ED	83	132	0	0	37	95	1	48	46
PCT7638	TO	889	504	0	0	117	387	1	206	180
PCT7639	MV	889	396	0	0	95	301	0	147	154
PCT7639	ED	133	154	0	0	59	95	1	51	43
PCT7639	TO	1022	550	0	0	154	396	1	198	197
PCT7641	MV	817	400	0	0	88	312	0	177	135
PCT7641	ED	134	141	0	0	35	106	0	50	56
PCT7641	TO	951	541	0	0	123	418	0	227	191
PCT7642	MV	647	311	0	1	78	232	0	97	135
PCT7642	ED	118	129	0	0	46	83	0	40	43
PCT7642	TO	765	440	0	1	124	315	0	137	178
PCT7643	MV	810	433	0	1	83	349	0	168	181
PCT7643	ED	131	115	0	0	36	79	0	37	42
PCT7643	TO	941	548	0	1	119	428	0	205	223
PCT7644	MV	1014	404	0	0	87	317	0	149	168
PCT7644	ED	162	186	0	0	36	150	1	46	103
PCT7644	TO	1176	590	0	0	123	467	1	195	271
PCT7645	MV	595	286	0	0	63	223	0	143	80
PCT7645	ED	61	96	0	0	32	64	1	23	40
PCT7645	TO	656	382	0	0	95	287	1	166	120
PCT7646	MV	1032	485	0	0	112	373	0	197	176
PCT7646	ED	121	179	0	0	52	127	3	44	80
PCT7646	TO	1153	664	0	0	164	500	3	241	256
PCT7647	MV	724	211	0	0	36	175	0	64	111
PCT7647	ED	263	117	0	0	20	97	3	38	56
PCT7647	TO	987	328	0	0	56	272	3	102	167
PCT7648	MV	2	1	0	0	1	0	0	0	0
PCT7648	TO	2	1	0	0	1	0	0	0	0
PCT7649	MV	723	286	0	0	58	228	0	99	129
PCT7649	ED	177	108	0	0	16	92	1	32	59
PCT7649	TO	900	394	0	0	74	320	1	131	188
PCT7651	MV	834	332	0	1	80	251	0	117	134
PCT7651	ED	113	110	0	0	35	75	1	32	42
PCT7651	TO	947	442	0	1	115	326	1	149	176
PCT7652	MV	535	208	0	0	53	155	0	69	86
PCT7652	ED	100	98	0	0	23	75	0	33	42
PCT7652	TO	635	306	0	0	76	230	0	102	128
PCT7653	MV	750	335	0	0	74	261	0	122	139
PCT7653	ED	89	95	0	0	28	67	0	33	34
PCT7653	TO	839	430	0	0	102	328	0	155	173
PCT7654	MV	413	191	0	0	34	157	0	69	88
PCT7654	ED	53	91	0	0	31	60	0	21	39
PCT7654	TO	466	282	0	0	65	217	0	90	127
PCT7655	MV	583	215	0	0	52	163	0	82	81
PCT7655	ED	96	84	0	0	24	60	1	33	26
PCT7655	TO	679	299	0	0	76	223	1	115	107
PCT7656	MV	603	308	0	0	86	222	0	125	97
PCT7656	ED	35	67	0	0	21	46	0	23	23
PCT7656	TO	638	375	0	0	107	268	0	148	120
PCT7657	MV	561	269	0	1	68	200	0	113	87
PCT7657	ED	37	89	0	0	26	63	0	26	37
PCT7657	TO	598	358	0	1	94	263	0	139	124
PCT7701	MV	868	481	0	0	91	390	0	170	220
PCT7701	ED	196	175	0	0	30	145	3	63	79
PCT7701	TO	1064	656	0	0	121	535	3	233	299
PCT7702	MV	623	377	0	0	69	308	0	164	144
PCT7702	ED	133	107	0	0	21	86	0	47	39
PCT7702	TO	756	484	0	0	90	394	0	211	183
PCT7703	MV	187	71	0	0	17	54	0	26	28
PCT7703	ED	-13	0	0	0	0	0	0	0	0
PCT7703	TO	174	71	0	0	17	54	0	26	28
PCT7704	MV	798	490	0	1	108	381	0	196	185
PCT7704	ED	204	175	0	0	31	144	0	70	74
PCT7704	TO	1002	665	0	1	139	525	0	266	259
PCT7705	MV	470	285	0	0	52	233	0	111	122
PCT7705	ED	125	110	0	0	22	88	0	42	46
PCT7705	TO	595	395	0	0	74	321	0	153	168
PCT7706	MV	687	447	0	0	102	345	0	180	165
PCT7706	ED	179	163	0	0	29	134	2	84	48
PCT7706	TO	866	610	0	0	131	479	2	264	213
PCT7707	MV	683	432	0	0	76	356	0	174	182
PCT7707	ED	189	179	0	0	32	147	1	74	72
PCT7707	TO	872	611	0	0	108	503	1	248	254
PCT7708	MV	710	462	0	0	75	387	0	201	186
PCT7708	ED	165	154	0	0	35	119	2	58	59
PCT7708	TO	875	616	0	0	110	506	2	259	245
PCT7709	MV	324	194	0	0	30	164	0	79	85
PCT7709	ED	82	90	0	0	12	78	1	31	46
PCT7709	TO	406	284	0	0	42	242	1	110	131
PCT7711	MV	658	379	0	1	81	297	0	159	138
PCT7711	ED	153	126	0	0	17	109	0	45	64
PCT7711	TO	811	505	0	1	98	406	0	204	202
PCT7712	MV	425	258	0	1	36	221	0	90	131
PCT7712	ED	107	109	0	0	21	88	0	38	50
PCT7712	TO	532	367	0	1	57	309	0	128	181
PCT7801	MV	823	479	0	0	88	391	0	171	220
PCT7801	ED	151	196	0	0	37	159	0	69	90
PCT7801	TO	974	675	0	0	125	550	0	240	310
PCT7802	MV	646	402	0	1	79	322	0	142	180
PCT7802	ED	152	160	0	0	38	122	0	48	74
PCT7802	TO	798	562	0	1	117	444	0	190	254
PCT7803	MV	718	476	0	0	87	389	0	175	214
PCT7803	ED	113	129	0	0	32	97	0	37	60
PCT7803	TO	831	605	0	0	119	486	0	212	274
PCT7804	MV	734	463	0	0	100	363	0	169	194
PCT7804	ED	151	182	0	0	47	135	1	58	76
PCT7804	TO	885	645	0	0	147	498	1	227	270
PCT7805	MV	644	400	0	0	96	304	0	100	204
PCT7805	ED	156	157	0	0	33	124	1	36	87
PCT7805	TO	800	557	0	0	129	428	1	136	291
PCT7806	MV	602	361	0	0	66	295	0	115	180
PCT7806	ED	153	154	0	0	30	124	1	38	85
PCT7806	TO	755	515	0	0	96	419	1	153	265
PCT7807	MV	642	363	0	1	77	285	0	109	176
PCT7807	ED	185	176	0	0	38	138	1	37	100
PCT7807	TO	827	539	0	1	115	423	1	146	276
PCT7808	MV	525	296	0	0	65	231	0	83	148
PCT7808	ED	129	132	0	0	31	101	1	35	65
PCT7808	TO	654	428	0	0	96	332	1	118	213
PCT7809	MV	624	351	0	0	63	288	0	106	182
PCT7809	ED	140	137	0	0	38	99	0	28	71
PCT7809	TO	764	488	0	0	101	387	0	134	253
PCT7811	MV	582	311	0	0	58	253	0	77	176
PCT7811	ED	176	157	0	0	35	122	1	41	80
PCT7811	TO	758	468	0	0	93	375	1	118	256
PCT7812	MV	680	369	0	0	83	286	0	113	173
PCT7812	ED	217	168	0	0	34	134	1	38	95
PCT7812	TO	897	537	0	0	117	420	1	151	268
PCT7813	MV	843	483	0	0	96	387	0	134	253
PCT7813	ED	225	217	0	0	45	172	1	44	127
PCT7813	TO	1068	700	0	0	141	559	1	178	380
PCT7814	MV	660	281	0	0	52	229	0	79	150
PCT7814	ED	241	120	0	1	23	96	1	22	73
PCT7814	TO	901	401	0	1	75	325	1	101	223
PCT7815	MV	749	465	0	0	100	365	0	157	208
PCT7815	ED	168	181	0	0	30	151	0	53	98
PCT7815	TO	917	646	0	0	130	516	0	210	306
PCT7816	MV	724	472	0	0	102	370	0	146	224
PCT7816	ED	148	151	0	0	33	118	0	43	75
PCT7816	TO	872	623	0	0	135	488	0	189	299
PCT7817	MV	652	396	0	0	69	327	0	119	208
PCT7817	ED	186	185	0	0	32	153	0	48	105
PCT7817	TO	838	581	0	0	101	480	0	167	313
PCT7818	MV	668	393	0	0	74	319	0	117	202
PCT7818	ED	171	150	0	0	28	122	1	35	86
PCT7818	TO	839	543	0	0	102	441	1	152	288
PCT7819	MV	635	352	0	1	65	286	0	121	165
PCT7819	ED	139	91	0	0	14	77	0	25	52
PCT7819	TO	774	443	0	1	79	363	0	146	217
PCT7821	MV	806	519	0	0	97	422	0	180	242
PCT7821	ED	170	190	0	0	31	159	0	67	92
PCT7821	TO	976	709	0	0	128	581	0	247	334
PCT7822	MV	673	395	0	0	75	320	0	143	177
PCT7822	ED	219	224	0	0	44	180	0	78	102
PCT7822	TO	892	619	0	0	119	500	0	221	279
PCT7823	MV	706	410	0	0	86	324	0	120	204
PCT7823	ED	177	189	0	0	28	161	0	51	110
PCT7823	TO	883	599	0	0	114	485	0	171	314
PCT7824	MV	615	335	0	0	71	264	0	104	160
PCT7824	ED	153	158	0	0	41	117	0	43	74
PCT7824	TO	768	493	0	0	112	381	0	147	234
PCT7825	MV	457	252	0	0	37	215	0	66	149
PCT7825	ED	151	132	0	0	20	112	1	42	69
PCT7825	TO	608	384	0	0	57	327	1	108	218
PCT7826	MV	486	263	0	0	60	203	0	78	125
PCT7826	ED	204	163	0	0	28	135	0	45	90
PCT7826	TO	690	426	0	0	88	338	0	123	215
PCT7827	MV	607	318	0	1	52	265	0	91	174
PCT7827	ED	219	147	0	0	28	119	1	23	95
PCT7827	TO	826	465	0	1	80	384	1	114	269
PCT7828	MV	857	478	0	0	97	381	0	157	224
PCT7828	ED	171	183	0	0	38	145	1	54	90
PCT7828	TO	1028	661	0	0	135	526	1	211	314
PCT7829	MV	742	466	0	0	86	380	0	175	205
PCT7829	ED	149	151	0	0	33	118	2	48	68
PCT7829	TO	891	617	0	0	119	498	2	223	273
PCT7831	MV	763	485	0	0	110	375	0	164	211
PCT7831	ED	139	139	0	0	21	118	2	45	71
PCT7831	TO	902	624	0	0	131	493	2	209	282
PCT7832	MV	663	413	0	0	75	338	0	140	198
PCT7832	ED	118	128	0	0	27	101	0	36	65
PCT7832	TO	781	541	0	0	102	439	0	176	263
PCT7833	MV	587	343	0	0	75	268	0	102	166
PCT7833	ED	146	146	0	0	33	113	0	32	81
PCT7833	TO	733	489	0	0	108	381	0	134	247
PCT7834	MV	700	375	0	0	73	302	0	102	200
PCT7834	ED	194	179	0	0	45	134	0	33	101
PCT7834	TO	894	554	0	0	118	436	0	135	301
PCT7835	MV	721	428	0	1	82	345	0	140	205
PCT7835	ED	142	148	0	0	29	119	0	48	71
PCT7835	TO	863	576	0	1	111	464	0	188	276
PCT7836	MV	850	505	0	0	96	409	0	180	229
PCT7836	ED	193	171	0	0	35	136	1	44	91
PCT7836	TO	1043	676	0	0	131	545	1	224	320
PCT7837	MV	718	424	0	0	107	317	0	132	185
PCT7837	ED	205	202	0	0	39	163	1	77	85
PCT7837	TO	923	626	0	0	146	480	1	209	270
PCT7838	MV	752	493	0	0	109	384	0	186	198
PCT7838	ED	143	158	0	0	29	129	1	43	85
PCT7838	TO	895	651	0	0	138	513	1	229	283
PCT7839	MV	731	456	0	0	88	368	0	170	198
PCT7839	ED	130	140	0	1	39	100	0	31	69
PCT7839	TO	861	596	0	1	127	468	0	201	267
PCT7841	MV	752	458	0	0	103	355	0	145	210
PCT7841	ED	198	207	0	0	44	163	0	58	105
PCT7841	TO	950	665	0	0	147	518	0	203	315
PCT7842	MV	702	394	0	0	74	320	0	102	218
PCT7842	ED	177	155	0	1	21	133	1	45	87
PCT7842	TO	879	549	0	1	95	453	1	147	305
PCT7843	MV	546	295	0	0	47	248	0	88	160
PCT7843	ED	183	165	0	1	35	129	0	38	91
PCT7843	TO	729	460	0	1	82	377	0	126	251
PCT7844	MV	499	281	0	0	54	227	0	72	155
PCT7844	ED	152	137	0	0	28	109	0	30	79
PCT7844	TO	651	418	0	0	82	336	0	102	234
PCT7845	MV	676	405	0	0	79	326	0	142	184
PCT7845	ED	204	178	0	0	31	147	0	64	83
PCT7845	TO	880	583	0	0	110	473	0	206	267
PCT7846	MV	736	464	0	0	113	351	0	154	197
PCT7846	ED	172	171	0	0	47	124	0	40	84
PCT7846	TO	908	635	0	0	160	475	0	194	281
PCT7847	MV	698	429	0	0	90	339	0	133	206
PCT7847	ED	193	183	0	0	40	143	1	60	82
PCT7847	TO	891	612	0	0	130	482	1	193	288
PCT7848	MV	665	437	0	0	83	354	0	164	190
PCT7848	ED	182	169	0	0	41	128	1	59	68
PCT7848	TO	847	606	0	0	124	482	1	223	258
PCT7849	MV	729	443	0	0	95	348	0	147	201
PCT7849	ED	172	188	0	0	43	145	1	46	98
PCT7849	TO	901	631	0	0	138	493	1	193	299
PCT7851	MV	414	272	0	1	53	218	0	117	101
PCT7851	ED	112	85	0	0	17	68	0	35	33
PCT7851	TO	526	357	0	1	70	286	0	152	134
PCT7852	MV	533	350	0	0	70	280	0	135	145
PCT7852	ED	111	103	0	0	25	78	0	41	37
PCT7852	TO	644	453	0	0	95	358	0	176	182
PCT7853	MV	694	394	0	0	84	310	0	154	156
PCT7853	ED	161	139	0	0	24	115	0	56	59
PCT7853	TO	855	533	0	0	108	425	0	210	215
PCT7854	MV	703	430	0	0	105	325	0	165	160
PCT7854	ED	175	173	0	0	33	140	0	58	82
PCT7854	TO	878	603	0	0	138	465	0	223	242
PCT7855	MV	763	451	0	0	104	347	0	146	201
PCT7855	ED	211	204	0	0	43	161	1	65	95
PCT7855	TO	974	655	0	0	147	508	1	211	296
PCT7856	MV	643	376	0	0	80	296	0	121	175
PCT7856	ED	204	193	0	0	35	158	1	54	103
PCT7856	TO	847	569	0	0	115	454	1	175	278
PCT7857	MV	748	437	0	0	102	335	0	130	205
PCT7857	ED	158	156	0	0	27	129	0	40	89
PCT7857	TO	906	593	0	0	129	464	0	170	294
PCT7858	MV	622	349	0	0	53	296	0	103	193
PCT7858	ED	157	151	0	0	24	127	0	36	91
PCT7858	TO	779	500	0	0	77	423	0	139	284
PCT7859	MV	747	464	0	0	97	367	0	175	192
PCT7859	ED	152	167	0	0	48	119	0	54	65
PCT7859	TO	899	631	0	0	145	486	0	229	257
PCT7861	MV	699	432	0	0	84	348	0	170	178
PCT7861	ED	164	171	0	0	26	145	0	49	96
PCT7861	TO	863	603	0	0	110	493	0	219	274
PCT7862	MV	669	401	0	0	80	321	0	150	171
PCT7862	ED	195	198	0	0	32	166	0	66	100
PCT7862	TO	864	599	0	0	112	487	0	216	271
PCT7863	MV	693	373	0	0	79	294	0	113	181
PCT7863	ED	208	208	0	0	38	170	0	58	112
PCT7863	TO	901	581	0	0	117	464	0	171	293
PCT7864	MV	661	374	0	0	71	303	0	132	171
PCT7864	ED	153	157	0	0	30	127	2	34	91
PCT7864	TO	814	531	0	0	101	430	2	166	262
PCT7865	MV	677	408	0	1	76	331	0	137	194
PCT7865	ED	163	160	0	0	33	127	0	35	92
PCT7865	TO	840	568	0	1	109	458	0	172	286
PCT7866	MV	690	446	0	0	76	370	0	171	199
PCT7866	ED	158	143	0	0	24	119	0	59	60
PCT7866	TO	848	589	0	0	100	489	0	230	259
PCT7867	MV	766	470	0	1	63	406	0	180	226
PCT7867	ED	212	184	0	0	41	143	2	54	87
PCT7867	TO	978	654	0	1	104	549	2	234	313
PCT7868	MV	659	376	0	0	66	310	0	130	180
PCT7868	ED	217	162	0	0	21	141	0	63	78
PCT7868	TO	876	538	0	0	87	451	0	193	258
PCT7869	MV	683	441	0	0	81	360	0	184	176
PCT7869	ED	178	191	0	0	38	153	0	70	83
PCT7869	TO	861	632	0	0	119	513	0	254	259
PCT7871	MV	702	464	0	0	98	366	0	163	203
PCT7871	ED	200	157	0	0	28	129	0	61	68
PCT7871	TO	902	621	0	0	126	495	0	224	271
PCT7872	MV	675	420	0	0	81	339	0	161	178
PCT7872	ED	199	186	0	0	30	156	0	71	85
PCT7872	TO	874	606	0	0	111	495	0	232	263
PCT7873	MV	689	444	0	0	84	360	0	149	211
PCT7873	ED	202	214	0	0	30	184	0	61	123
PCT7873	TO	891	658	0	0	114	544	0	210	334
PCT7874	MV	370	191	0	0	30	161	0	71	90
PCT7874	ED	119	108	0	0	21	87	1	31	55
PCT7874	TO	489	299	0	0	51	248	1	102	145
PCT7875	MV	500	253	0	2	57	194	0	56	138
PCT7875	ED	147	115	0	0	20	95	0	40	55
PCT7875	TO	647	368	0	2	77	289	0	96	193
PCT7876	MV	462	257	0	0	61	196	0	76	120
PCT7876	ED	106	93	0	1	28	64	0	22	42
PCT7876	TO	568	350	0	1	89	260	0	98	162
PCT7901	MV	399	191	0	0	33	158	0	57	101
PCT7901	ED	150	67	0	0	13	54	0	17	37
PCT7901	TO	549	258	0	0	46	212	0	74	138
PCT7902	MV	680	290	0	2	48	240	0	82	158
PCT7902	ED	232	145	0	0	29	116	0	29	87
PCT7902	TO	912	435	0	2	77	356	0	111	245
PCT7903	MV	623	286	0	0	46	240	0	83	157
PCT7903	ED	229	125	0	0	25	100	0	32	68
PCT7903	TO	852	411	0	0	71	340	0	115	225
PCT7904	MV	680	299	0	1	38	260	0	94	166
PCT7904	ED	157	122	0	0	20	102	1	28	73
PCT7904	TO	837	421	0	1	58	362	1	122	239
PCT7905	MV	684	356	0	1	46	309	0	110	199
PCT7905	ED	191	183	0	0	31	152	2	45	105
PCT7905	TO	875	539	0	1	77	461	2	155	304
