area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	85:DOROTHY CHOU PROUDFOOT	86:MICHELLE TONG
PCT7906	MV	599	283	0	0	48	235	0	88	147
PCT7906	ED	187	118	0	0	24	94	1	22	71
PCT7906	TO	786	401	0	0	72	329	1	110	218
PCT7907	MV	704	344	0	0	52	292	0	95	197
PCT7907	ED	238	165	0	0	27	138	1	43	94
PCT7907	TO	942	509	0	0	79	430	1	138	291
PCT7908	MV	752	366	0	0	69	297	0	119	178
PCT7908	ED	240	172	0	0	35	137	1	41	95
PCT7908	TO	992	538	0	0	104	434	1	160	273
PCT7909	MV	558	311	0	0	52	259	0	78	181
PCT7909	ED	185	141	0	1	23	117	1	33	83
PCT7909	TO	743	452	0	1	75	376	1	111	264
PCT7911	MV	666	322	0	0	72	250	0	65	185
PCT7911	ED	205	129	0	0	23	106	1	40	65
PCT7911	TO	871	451	0	0	95	356	1	105	250
PCT7912	MV	800	370	0	0	63	307	0	108	199
PCT7912	ED	259	182	0	0	46	136	4	31	101
PCT7912	TO	1059	552	0	0	109	443	4	139	300
PCT7913	MV	660	350	0	2	51	297	0	88	209
PCT7913	ED	263	216	0	0	29	187	1	55	131
PCT7913	TO	923	566	0	2	80	484	1	143	340
PCT7914	MV	715	390	0	0	69	321	0	111	210
PCT7914	ED	187	142	0	0	30	112	1	33	78
PCT7914	TO	902	532	0	0	99	433	1	144	288
PCT7915	MV	605	290	0	0	48	242	0	74	168
PCT7915	ED	238	183	0	0	24	159	1	37	121
PCT7915	TO	843	473	0	0	72	401	1	111	289
PCT7916	MV	639	335	0	0	65	270	0	94	176
PCT7916	ED	219	162	0	0	23	139	1	29	109
PCT7916	TO	858	497	0	0	88	409	1	123	285
PCT7917	MV	716	357	0	2	54	301	0	95	206
PCT7917	ED	271	187	0	0	23	164	2	34	128
PCT7917	TO	987	544	0	2	77	465	2	129	334
PCT7918	MV	597	297	0	0	43	254	0	93	161
PCT7918	ED	227	145	0	0	23	122	2	43	77
PCT7918	TO	824	442	0	0	66	376	2	136	238
PCT7919	MV	608	309	0	3	54	252	0	79	173
PCT7919	ED	258	177	0	0	21	156	2	33	121
PCT7919	TO	866	486	0	3	75	408	2	112	294
PCT7921	MV	682	310	0	0	46	264	0	87	177
PCT7921	ED	229	103	0	0	11	92	2	25	65
PCT7921	TO	911	413	0	0	57	356	2	112	242
PCT7922	MV	648	314	0	1	42	271	0	82	189
PCT7922	ED	210	157	0	0	29	128	0	29	99
PCT7922	TO	858	471	0	1	71	399	0	111	288
PCT7923	MV	666	337	0	0	55	282	0	89	193
PCT7923	ED	214	172	0	0	30	142	0	37	105
PCT7923	TO	880	509	0	0	85	424	0	126	298
PCT7924	MV	649	303	0	0	33	270	0	80	190
PCT7924	ED	202	126	0	0	25	101	3	24	74
PCT7924	TO	851	429	0	0	58	371	3	104	264
PCT7925	MV	434	225	0	0	39	186	0	65	121
PCT7925	ED	110	89	0	0	10	79	0	18	61
PCT7925	TO	544	314	0	0	49	265	0	83	182
PCT7926	MV	610	337	0	0	64	273	0	93	180
PCT7926	ED	178	150	0	0	21	129	2	43	84
PCT7926	TO	788	487	0	0	85	402	2	136	264
PCT7927	MV	580	335	0	0	67	268	0	96	172
PCT7927	ED	162	154	0	0	26	128	0	40	88
PCT7927	TO	742	489	0	0	93	396	0	136	260
PCT7928	MV	700	395	0	0	59	336	0	119	217
PCT7928	ED	217	208	0	0	25	183	1	56	126
PCT7928	TO	917	603	0	0	84	519	1	175	343
PCT7929	MV	678	424	0	0	91	333	0	128	205
PCT7929	ED	169	172	0	0	27	145	0	49	96
PCT7929	TO	847	596	0	0	118	478	0	177	301
PCT7931	MV	610	378	0	1	87	290	0	99	191
PCT7931	ED	141	150	0	1	25	124	0	50	74
PCT7931	TO	751	528	0	2	112	414	0	149	265
PCT7932	MV	443	277	0	1	52	224	0	98	126
PCT7932	ED	118	96	0	0	17	79	3	34	42
PCT7932	TO	561	373	0	1	69	303	3	132	168
PCT7933	MV	9	6	0	0	1	5	0	2	3
PCT7933	ED	-1	0	0	0	0	0	0	0	0
PCT7933	TO	8	6	0	0	1	5	0	2	3
PCT7934	MV	702	409	0	0	74	335	0	97	238
PCT7934	ED	182	156	0	0	30	126	1	26	99
PCT7934	TO	884	565	0	0	104	461	1	123	337
PCT7935	MV	716	436	0	0	98	338	0	135	203
PCT7935	ED	227	227	0	0	49	178	1	51	126
PCT7935	TO	943	663	0	0	147	516	1	186	329
PCT7936	MV	620	370	0	0	57	313	0	108	205
PCT7936	ED	236	221	0	0	35	186	1	51	134
PCT7936	TO	856	591	0	0	92	499	1	159	339
PCT7937	MV	698	406	0	0	60	346	0	129	217
PCT7937	ED	202	172	0	0	26	146	0	27	119
PCT7937	TO	900	578	0	0	86	492	0	156	336
PCT7938	MV	536	301	0	0	46	255	0	86	169
PCT7938	ED	215	121	0	0	22	99	0	33	66
PCT7938	TO	751	422	0	0	68	354	0	119	235
PCT7939	MV	481	289	0	0	57	232	0	68	164
PCT7939	ED	205	191	0	0	33	158	2	52	104
PCT7939	TO	686	480	0	0	90	390	2	120	268
PCT7941	MV	576	304	0	1	61	242	0	83	159
PCT7941	ED	196	173	0	0	35	138	0	46	92
PCT7941	TO	772	477	0	1	96	380	0	129	251
PCT7942	MV	658	333	0	0	65	268	0	87	181
PCT7942	ED	274	141	0	0	30	111	3	25	83
PCT7942	TO	932	474	0	0	95	379	3	112	264
PCT7943	MV	687	368	0	0	54	314	0	114	200
PCT7943	ED	213	158	0	0	33	125	0	48	77
PCT7943	TO	900	526	0	0	87	439	0	162	277
PCT7944	MV	584	342	0	0	61	281	0	84	197
PCT7944	ED	230	197	0	0	41	156	1	58	97
PCT7944	TO	814	539	0	0	102	437	1	142	294
PCT7945	MV	726	338	0	0	62	276	0	99	177
PCT7945	ED	228	85	0	1	10	74	0	23	51
PCT7945	TO	954	423	0	1	72	350	0	122	228
PCT7946	MV	779	366	0	2	64	300	0	133	167
PCT7946	ED	206	115	0	0	25	90	1	36	53
PCT7946	TO	985	481	0	2	89	390	1	169	220
PCT7947	MV	792	332	0	0	58	274	0	130	144
PCT7947	ED	194	95	0	0	20	75	0	29	46
PCT7947	TO	986	427	0	0	78	349	0	159	190
PCT7948	MV	730	373	0	0	59	314	0	138	176
PCT7948	ED	200	119	0	0	23	96	1	41	54
PCT7948	TO	930	492	0	0	82	410	1	179	230
PCT7949	MV	484	233	0	0	47	186	0	79	107
PCT7949	ED	106	57	0	0	9	48	0	28	20
PCT7949	TO	590	290	0	0	56	234	0	107	127
PCT7951	MV	731	366	0	2	71	293	0	141	152
PCT7951	ED	156	90	0	0	14	76	1	39	36
PCT7951	TO	887	456	0	2	85	369	1	180	188
PCT7952	MV	730	292	0	0	30	262	0	97	165
PCT7952	ED	182	86	0	0	17	69	1	21	47
PCT7952	TO	912	378	0	0	47	331	1	118	212
PCT7953	MV	669	331	0	0	46	285	0	122	163
PCT7953	ED	161	106	0	0	18	88	0	31	57
PCT7953	TO	830	437	0	0	64	373	0	153	220
PCT7955	MV	774	350	0	0	72	278	0	106	172
PCT7955	ED	173	101	0	0	24	77	1	29	47
PCT7955	TO	947	451	0	0	96	355	1	135	219
PCT7956	MV	699	267	0	0	42	225	0	92	133
PCT7956	ED	170	42	0	0	9	33	0	12	21
PCT7956	TO	869	309	0	0	51	258	0	104	154
PCT7957	MV	538	261	0	1	52	208	0	91	117
PCT7957	ED	135	85	0	0	26	59	0	21	38
PCT7957	TO	673	346	0	1	78	267	0	112	155
PCT7958	MV	320	104	0	2	18	84	0	41	43
PCT7958	ED	-23	0	0	0	0	0	0	0	0
PCT7958	TO	297	104	0	2	18	84	0	41	43
PCT7959	MV	541	230	0	0	57	173	0	71	102
PCT7959	ED	145	68	0	0	14	54	1	14	39
PCT7959	TO	686	298	0	0	71	227	1	85	141
PCT9001	MV	314	100	0	0	12	88	0	39	49
PCT9001	ED	-30	0	0	0	0	0	0	0	0
PCT9001	TO	284	100	0	0	12	88	0	39	49
PCT9101	MV	712	378	0	1	64	313	0	153	160
PCT9101	ED	201	195	0	0	42	153	1	66	86
PCT9101	TO	913	573	0	1	106	466	1	219	246
PCT9102	MV	788	393	0	0	69	324	0	145	179
PCT9102	ED	204	175	0	0	36	139	3	56	80
PCT9102	TO	992	568	0	0	105	463	3	201	259
PCT9103	MV	719	381	0	0	77	304	0	169	135
PCT9103	ED	238	194	0	0	41	153	2	66	85
PCT9103	TO	957	575	0	0	118	457	2	235	220
PCT9104	MV	810	382	0	1	80	301	0	122	179
PCT9104	ED	220	181	0	0	41	140	0	42	98
PCT9104	TO	1030	563	0	1	121	441	0	164	277
PCT9105	MV	719	413	0	0	98	315	0	142	173
PCT9105	ED	199	223	0	0	51	172	1	74	97
PCT9105	TO	918	636	0	0	149	487	1	216	270
PCT9106	MV	748	397	0	1	82	314	0	151	163
PCT9106	ED	198	225	0	0	46	179	0	77	102
PCT9106	TO	946	622	0	1	128	493	0	228	265
PCT9107	MV	636	305	0	1	50	254	0	103	151
PCT9107	ED	208	166	0	0	40	126	0	41	85
PCT9107	TO	844	471	0	1	90	380	0	144	236
PCT9108	MV	610	337	0	1	61	275	0	121	154
PCT9108	ED	200	143	0	0	26	117	0	44	73
PCT9108	TO	810	480	0	1	87	392	0	165	227
PCT9109	MV	672	300	0	0	51	249	0	127	122
PCT9109	ED	211	199	0	0	47	152	1	62	89
PCT9109	TO	883	499	0	0	98	401	1	189	211
PCT9111	MV	639	317	0	1	55	261	0	114	147
PCT9111	ED	195	170	0	0	43	127	0	38	89
PCT9111	TO	834	487	0	1	98	388	0	152	236
PCT9112	MV	742	351	0	0	83	268	0	117	151
PCT9112	ED	219	207	0	0	42	165	2	65	98
PCT9112	TO	961	558	0	0	125	433	2	182	249
PCT9113	MV	796	371	0	0	68	303	0	139	164
PCT9113	ED	208	245	0	1	60	184	1	85	98
PCT9113	TO	1004	616	0	1	128	487	1	224	262
PCT9114	MV	659	291	0	0	41	250	0	102	148
PCT9114	ED	231	184	0	0	38	146	0	57	89
PCT9114	TO	890	475	0	0	79	396	0	159	237
PCT9115	MV	699	322	0	0	57	265	0	99	166
PCT9115	ED	182	180	0	0	26	154	0	45	109
PCT9115	TO	881	502	0	0	83	419	0	144	275
PCT9116	MV	782	346	0	0	55	291	0	110	181
PCT9116	ED	179	181	0	0	45	136	0	42	94
PCT9116	TO	961	527	0	0	100	427	0	152	275
PCT9117	MV	629	328	0	0	59	269	0	129	140
PCT9117	ED	171	195	0	0	42	153	0	78	75
PCT9117	TO	800	523	0	0	101	422	0	207	215
PCT9118	MV	742	340	0	0	67	273	0	136	137
PCT9118	ED	242	228	0	0	46	182	3	77	102
PCT9118	TO	984	568	0	0	113	455	3	213	239
PCT9119	MV	703	387	0	0	59	328	0	150	178
PCT9119	ED	197	160	0	0	36	124	0	57	67
PCT9119	TO	900	547	0	0	95	452	0	207	245
PCT9121	MV	735	335	0	0	64	271	0	135	136
PCT9121	ED	218	185	0	0	34	151	0	59	92
PCT9121	TO	953	520	0	0	98	422	0	194	228
PCT9122	MV	775	364	0	0	58	306	0	142	164
PCT9122	ED	192	161	0	0	28	133	1	53	79
PCT9122	TO	967	525	0	0	86	439	1	195	243
PCT9123	MV	661	319	0	0	55	264	0	119	145
PCT9123	ED	191	190	0	0	41	149	3	54	92
PCT9123	TO	852	509	0	0	96	413	3	173	237
PCT9124	MV	736	351	0	0	60	291	0	128	163
PCT9124	ED	167	161	0	0	28	133	0	43	90
PCT9124	TO	903	512	0	0	88	424	0	171	253
PCT9125	MV	681	358	0	1	72	285	0	134	151
PCT9125	ED	188	154	0	0	33	121	0	43	78
PCT9125	TO	869	512	0	1	105	406	0	177	229
PCT9126	MV	819	385	0	1	73	311	0	139	172
PCT9126	ED	194	200	0	0	41	159	0	55	104
PCT9126	TO	1013	585	0	1	114	470	0	194	276
PCT9127	MV	748	382	0	0	77	305	0	128	177
PCT9127	ED	223	221	0	0	42	179	0	74	105
PCT9127	TO	971	603	0	0	119	484	0	202	282
PCT9128	MV	628	333	0	0	63	270	0	125	145
PCT9128	ED	190	196	0	0	41	155	0	79	76
PCT9128	TO	818	529	0	0	104	425	0	204	221
PCT9129	MV	587	272	0	0	43	229	0	83	146
PCT9129	ED	151	154	0	1	30	123	0	37	86
PCT9129	TO	738	426	0	1	73	352	0	120	232
PCT9131	MV	596	285	0	0	43	242	0	98	144
PCT9131	ED	138	154	0	0	37	117	1	33	83
PCT9131	TO	734	439	0	0	80	359	1	131	227
PCT9132	MV	627	262	0	2	43	217	0	96	121
PCT9132	ED	194	172	0	0	40	132	1	47	84
PCT9132	TO	821	434	0	2	83	349	1	143	205
PCT9133	MV	808	382	0	0	58	324	0	138	186
PCT9133	ED	209	214	0	0	34	180	0	69	111
PCT9133	TO	1017	596	0	0	92	504	0	207	297
PCT9134	MV	736	327	0	0	54	273	0	125	148
PCT9134	ED	155	106	0	1	27	78	0	29	49
PCT9134	TO	891	433	0	1	81	351	0	154	197
PCT9135	MV	640	305	0	0	56	249	0	127	122
PCT9135	ED	182	159	0	0	30	129	0	54	75
PCT9135	TO	822	464	0	0	86	378	0	181	197
PCT9136	MV	706	368	0	2	82	284	0	124	160
PCT9136	ED	212	165	0	0	38	127	0	39	88
PCT9136	TO	918	533	0	2	120	411	0	163	248
PCT9137	MV	806	389	0	0	66	323	0	144	179
PCT9137	ED	209	176	0	0	36	140	2	63	75
PCT9137	TO	1015	565	0	0	102	463	2	207	254
PCT9138	MV	770	398	0	1	49	348	0	165	183
PCT9138	ED	175	150	0	0	35	115	3	37	75
PCT9138	TO	945	548	0	1	84	463	3	202	258
PCT9139	MV	828	423	0	0	62	361	0	159	202
PCT9139	ED	190	178	0	1	40	137	1	64	72
PCT9139	TO	1018	601	0	1	102	498	1	223	274
PCT9141	MV	789	418	0	3	83	332	0	159	173
PCT9141	ED	184	173	0	0	31	142	1	50	91
PCT9141	TO	973	591	0	3	114	474	1	209	264
PCT9142	MV	747	364	0	0	49	315	0	138	177
PCT9142	ED	239	210	0	0	43	167	0	69	98
PCT9142	TO	986	574	0	0	92	482	0	207	275
PCT9143	MV	705	360	0	0	66	294	0	135	159
PCT9143	ED	209	172	0	1	29	142	0	54	88
PCT9143	TO	914	532	0	1	95	436	0	189	247
PCT9144	MV	767	376	0	1	63	312	0	132	180
PCT9144	ED	203	215	0	0	37	178	0	76	102
PCT9144	TO	970	591	0	1	100	490	0	208	282
PCT9145	MV	681	334	0	0	60	274	0	118	156
PCT9145	ED	194	178	0	0	25	153	0	62	91
PCT9145	TO	875	512	0	0	85	427	0	180	247
PCT9146	MV	725	353	0	0	71	282	0	120	162
PCT9146	ED	160	194	0	0	29	165	0	55	110
PCT9146	TO	885	547	0	0	100	447	0	175	272
PCT9147	MV	765	373	0	0	49	324	0	134	190
PCT9147	ED	225	211	0	1	39	171	2	62	107
PCT9147	TO	990	584	0	1	88	495	2	196	297
PCT9148	MV	779	397	0	0	63	334	0	138	196
PCT9148	ED	235	230	0	1	46	183	0	63	120
PCT9148	TO	1014	627	0	1	109	517	0	201	316
PCT9149	MV	813	385	0	4	70	311	0	129	182
PCT9149	ED	178	252	0	0	59	193	0	74	119
PCT9149	TO	991	637	0	4	129	504	0	203	301
PCT9151	MV	693	351	0	0	66	285	0	130	155
PCT9151	ED	168	116	0	1	21	94	0	36	58
PCT9151	TO	861	467	0	1	87	379	0	166	213
PCT9152	MV	550	196	0	0	47	149	0	58	91
PCT9152	ED	187	143	0	0	24	119	0	51	68
PCT9152	TO	737	339	0	0	71	268	0	109	159
PCT9201	MV	785	358	0	0	58	300	0	113	187
PCT9201	ED	186	228	0	0	49	179	0	62	117
PCT9201	TO	971	586	0	0	107	479	0	175	304
PCT9202	MV	819	368	0	0	90	278	0	147	131
PCT9202	ED	177	228	0	0	66	162	1	76	85
PCT9202	TO	996	596	0	0	156	440	1	223	216
PCT9203	MV	847	373	0	0	101	272	0	143	129
PCT9203	ED	155	191	0	0	70	121	1	65	55
PCT9203	TO	1002	564	0	0	171	393	1	208	184
PCT9204	MV	686	309	0	0	73	236	0	154	82
PCT9204	ED	176	198	0	1	52	145	1	75	69
PCT9204	TO	862	507	0	1	125	381	1	229	151
PCT9205	MV	621	288	0	0	77	211	0	110	101
PCT9205	ED	115	154	0	0	54	100	2	35	63
PCT9205	TO	736	442	0	0	131	311	2	145	164
PCT9206	MV	741	351	0	0	90	261	0	172	89
PCT9206	ED	188	194	0	0	73	121	2	64	55
PCT9206	TO	929	545	0	0	163	382	2	236	144
PCT9207	MV	824	370	0	0	83	287	0	169	118
PCT9207	ED	165	194	0	0	69	125	1	62	62
PCT9207	TO	989	564	0	0	152	412	1	231	180
PCT9208	MV	808	357	0	0	91	266	0	142	124
PCT9208	ED	179	179	0	0	47	132	0	67	65
PCT9208	TO	987	536	0	0	138	398	0	209	189
PCT9209	MV	615	276	0	1	73	202	0	106	96
PCT9209	ED	156	172	0	0	56	116	0	54	62
PCT9209	TO	771	448	0	1	129	318	0	160	158
PCT9211	MV	730	314	0	0	105	209	0	117	92
PCT9211	ED	161	155	0	0	39	116	2	59	55
PCT9211	TO	891	469	0	0	144	325	2	176	147
PCT9212	MV	671	284	0	0	66	218	0	109	109
PCT9212	ED	137	175	0	0	60	115	0	47	68
PCT9212	TO	808	459	0	0	126	333	0	156	177
PCT9213	MV	776	350	0	0	76	274	0	140	134
PCT9213	ED	161	200	0	0	63	137	2	64	71
PCT9213	TO	937	550	0	0	139	411	2	204	205
PCT9214	MV	517	236	0	0	49	187	0	113	74
PCT9214	ED	110	136	0	0	45	91	2	41	48
PCT9214	TO	627	372	0	0	94	278	2	154	122
PCT9215	MV	524	246	0	0	57	189	0	111	78
PCT9215	ED	120	131	0	0	39	92	0	58	34
PCT9215	TO	644	377	0	0	96	281	0	169	112
PCT9216	MV	669	264	0	0	66	198	0	109	89
PCT9216	ED	155	173	0	0	48	125	0	68	57
PCT9216	TO	824	437	0	0	114	323	0	177	146
PCT9217	MV	588	268	0	0	57	211	0	122	89
PCT9217	ED	117	134	0	0	39	95	1	53	41
PCT9217	TO	705	402	0	0	96	306	1	175	130
PCT9218	MV	652	278	0	0	66	212	0	105	107
PCT9218	ED	164	160	0	0	47	113	2	52	59
PCT9218	TO	816	438	0	0	113	325	2	157	166
PCT9219	MV	646	288	0	0	75	213	0	92	121
PCT9219	ED	144	172	0	0	44	128	0	61	67
PCT9219	TO	790	460	0	0	119	341	0	153	188
PCT9221	MV	562	322	0	0	95	227	0	157	70
PCT9221	ED	89	140	0	1	50	89	2	52	35
PCT9221	TO	651	462	0	1	145	316	2	209	105
PCT9222	MV	773	373	0	0	82	291	0	186	105
PCT9222	ED	137	176	0	0	49	127	1	66	60
PCT9222	TO	910	549	0	0	131	418	1	252	165
PCT9223	MV	558	266	0	0	66	200	0	123	77
PCT9223	ED	109	115	0	0	34	81	0	39	42
PCT9223	TO	667	381	0	0	100	281	0	162	119
PCT9224	MV	768	380	0	0	73	307	0	184	123
PCT9224	ED	181	168	0	0	44	124	1	61	62
PCT9224	TO	949	548	0	0	117	431	1	245	185
PCT9225	MV	757	303	0	0	58	245	0	124	121
PCT9225	ED	169	219	0	0	66	153	3	72	78
PCT9225	TO	926	522	0	0	124	398	3	196	199
PCT9226	MV	741	355	0	0	86	269	0	154	115
PCT9226	ED	155	179	0	0	50	129	0	66	63
PCT9226	TO	896	534	0	0	136	398	0	220	178
PCT9227	MV	605	372	0	0	76	296	0	176	120
PCT9227	ED	124	149	0	0	32	117	1	55	61
PCT9227	TO	729	521	0	0	108	413	1	231	181
PCT9228	MV	578	314	0	0	57	257	0	144	113
PCT9228	ED	160	180	0	0	59	121	0	68	53
PCT9228	TO	738	494	0	0	116	378	0	212	166
PCT9229	MV	460	257	0	0	53	204	0	123	81
PCT9229	ED	119	122	0	0	31	91	0	47	44
PCT9229	TO	579	379	0	0	84	295	0	170	125
PCT9231	MV	726	352	0	2	80	270	0	144	126
PCT9231	ED	236	264	0	0	78	186	1	94	91
PCT9231	TO	962	616	0	2	158	456	1	238	217
PCT9232	MV	608	293	0	0	64	229	0	120	109
PCT9232	ED	126	157	0	0	30	127	0	56	71
PCT9232	TO	734	450	0	0	94	356	0	176	180
PCT9233	MV	668	332	0	0	82	250	0	153	97
PCT9233	ED	150	188	0	0	54	134	1	74	59
PCT9233	TO	818	520	0	0	136	384	1	227	156
PCT9234	MV	643	319	0	0	77	242	0	136	106
PCT9234	ED	91	145	0	0	44	101	1	54	46
PCT9234	TO	734	464	0	0	121	343	1	190	152
PCT9235	MV	703	365	0	0	106	259	0	173	86
PCT9235	ED	160	195	0	0	41	154	0	86	68
PCT9235	TO	863	560	0	0	147	413	0	259	154
PCT9236	MV	537	283	0	1	68	214	0	115	99
PCT9236	ED	136	137	0	0	43	94	1	46	47
PCT9236	TO	673	420	0	1	111	308	1	161	146
PCT9237	MV	779	395	0	1	90	304	0	175	129
PCT9237	ED	118	183	0	0	62	121	1	50	70
PCT9237	TO	897	578	0	1	152	425	1	225	199
PCT9238	MV	687	330	0	0	69	261	0	158	103
PCT9238	ED	118	174	0	0	54	120	0	49	71
PCT9238	TO	805	504	0	0	123	381	0	207	174
PCT9239	MV	740	391	0	0	105	286	0	174	112
PCT9239	ED	124	161	0	0	59	102	0	50	52
PCT9239	TO	864	552	0	0	164	388	0	224	164
PCT9241	MV	819	403	0	0	102	301	0	164	137
PCT9241	ED	141	196	0	0	54	142	0	74	68
PCT9241	TO	960	599	0	0	156	443	0	238	205
PCT9242	MV	771	349	0	0	99	250	0	127	123
PCT9242	ED	172	215	0	0	62	153	2	51	100
PCT9242	TO	943	564	0	0	161	403	2	178	223
PCT9243	MV	480	242	0	0	42	200	0	116	84
PCT9243	ED	123	141	0	0	46	95	0	31	64
PCT9243	TO	603	383	0	0	88	295	0	147	148
PCT9244	MV	756	396	0	0	97	299	0	144	155
PCT9244	ED	154	186	0	0	48	138	3	54	81
PCT9244	TO	910	582	0	0	145	437	3	198	236
PCT9245	MV	616	300	0	0	71	229	0	111	118
PCT9245	ED	98	129	0	0	36	93	2	42	49
PCT9245	TO	714	429	0	0	107	322	2	153	167
PCT9246	MV	815	430	0	0	107	323	0	162	161
PCT9246	ED	155	196	0	0	69	127	0	56	71
PCT9246	TO	970	626	0	0	176	450	0	218	232
PCT9247	MV	764	381	0	0	76	305	0	157	148
PCT9247	ED	148	205	0	0	57	148	1	60	87
PCT9247	TO	912	586	0	0	133	453	1	217	235
PCT9248	MV	757	358	0	0	94	264	0	126	138
PCT9248	ED	150	192	0	1	51	140	0	66	74
PCT9248	TO	907	550	0	1	145	404	0	192	212
PCT9249	MV	724	379	0	0	83	296	0	150	146
PCT9249	ED	191	214	0	0	55	159	1	74	84
PCT9249	TO	915	593	0	0	138	455	1	224	230
PCT9251	MV	792	392	0	1	73	318	0	156	162
PCT9251	ED	174	236	0	0	46	190	1	93	96
PCT9251	TO	966	628	0	1	119	508	1	249	258
PCT9252	MV	811	382	0	0	79	303	0	161	142
PCT9252	ED	142	179	0	0	47	132	1	70	61
PCT9252	TO	953	561	0	0	126	435	1	231	203
PCT9253	MV	599	300	0	0	55	245	0	128	117
PCT9253	ED	162	150	0	0	32	118	0	47	71
PCT9253	TO	761	450	0	0	87	363	0	175	188
PCT9254	MV	758	415	0	1	90	324	0	154	170
PCT9254	ED	163	197	0	0	54	143	0	57	86
PCT9254	TO	921	612	0	1	144	467	0	211	256
PCT9255	MV	436	196	0	0	44	152	0	59	93
PCT9255	ED	114	135	0	0	38	97	0	30	67
PCT9255	TO	550	331	0	0	82	249	0	89	160
PCT9256	MV	367	169	0	0	36	133	0	59	74
PCT9256	ED	95	119	0	0	28	91	1	40	50
PCT9256	TO	462	288	0	0	64	224	1	99	124
PCT9257	MV	359	162	0	0	26	136	0	50	86
PCT9257	ED	-39	13	0	0	2	11	0	2	9
PCT9257	TO	320	175	0	0	28	147	0	52	95
PCT9258	MV	583	307	0	0	50	257	0	113	144
PCT9258	ED	120	148	0	0	34	114	1	41	72
PCT9258	TO	703	455	0	0	84	371	1	154	216
PCT9401	MV	796	358	0	1	50	307	0	112	195
PCT9401	ED	242	226	0	0	42	184	0	57	127
PCT9401	TO	1038	584	0	1	92	491	0	169	322
PCT9402	MV	775	377	0	0	63	314	0	119	195
PCT9402	ED	242	207	0	0	34	173	0	69	104
PCT9402	TO	1017	584	0	0	97	487	0	188	299
PCT9403	MV	731	348	0	1	54	293	0	116	177
PCT9403	ED	190	168	0	0	38	130	0	42	88
PCT9403	TO	921	516	0	1	92	423	0	158	265
PCT9404	MV	753	345	0	1	56	288	0	112	176
PCT9404	ED	191	197	0	0	45	152	0	57	95
PCT9404	TO	944	542	0	1	101	440	0	169	271
PCT9405	MV	629	276	0	0	43	233	0	106	127
PCT9405	ED	151	131	0	0	19	112	0	45	67
PCT9405	TO	780	407	0	0	62	345	0	151	194
PCT9406	MV	695	330	0	0	56	274	0	110	164
PCT9406	ED	188	169	0	0	35	134	0	58	76
PCT9406	TO	883	499	0	0	91	408	0	168	240
PCT9407	MV	712	368	0	0	57	311	0	112	199
PCT9407	ED	201	174	0	0	37	137	0	51	86
PCT9407	TO	913	542	0	0	94	448	0	163	285
PCT9408	MV	711	321	0	0	53	268	0	95	173
PCT9408	ED	152	171	0	0	27	144	2	49	93
PCT9408	TO	863	492	0	0	80	412	2	144	266
PCT9409	MV	443	226	0	0	45	181	0	88	93
PCT9409	ED	158	146	0	0	18	128	0	51	77
PCT9409	TO	601	372	0	0	63	309	0	139	170
PCT9411	MV	816	378	0	2	58	318	0	122	196
PCT9411	ED	191	212	0	0	42	170	0	50	120
PCT9411	TO	1007	590	0	2	100	488	0	172	316
PCT9412	MV	668	339	0	0	52	287	0	134	153
PCT9412	ED	202	186	0	0	32	154	3	53	98
PCT9412	TO	870	525	0	0	84	441	3	187	251
PCT9413	MV	757	375	0	0	78	297	0	130	167
PCT9413	ED	179	170	0	0	39	131	1	44	86
PCT9413	TO	936	545	0	0	117	428	1	174	253
PCT9414	MV	734	361	0	0	63	298	0	115	183
PCT9414	ED	186	142	0	0	33	109	0	49	60
PCT9414	TO	920	503	0	0	96	407	0	164	243
PCT9415	MV	634	315	0	1	50	264	0	121	143
PCT9415	ED	154	135	0	0	29	106	0	41	65
PCT9415	TO	788	450	0	1	79	370	0	162	208
PCT9416	MV	769	391	0	2	75	314	0	148	166
PCT9416	ED	230	151	0	0	25	126	0	60	66
PCT9416	TO	999	542	0	2	100	440	0	208	232
PCT9417	MV	629	321	0	0	52	269	0	115	154
PCT9417	ED	145	125	0	0	18	107	0	41	66
PCT9417	TO	774	446	0	0	70	376	0	156	220
PCT9418	MV	631	310	0	0	65	245	0	122	123
PCT9418	ED	188	141	0	0	30	111	0	34	77
PCT9418	TO	819	451	0	0	95	356	0	156	200
PCT9419	MV	736	369	0	1	61	307	0	131	176
PCT9419	ED	173	140	0	0	27	113	0	55	58
PCT9419	TO	909	509	0	1	88	420	0	186	234
PCT9421	MV	752	338	0	0	68	270	0	113	157
PCT9421	ED	173	154	0	0	30	124	1	50	73
PCT9421	TO	925	492	0	0	98	394	1	163	230
PCT9422	MV	831	413	0	0	81	332	0	136	196
PCT9422	ED	270	209	0	0	37	172	0	53	119
PCT9422	TO	1101	622	0	0	118	504	0	189	315
PCT9423	MV	714	316	0	0	57	259	0	116	143
PCT9423	ED	190	158	0	0	25	133	2	56	75
PCT9423	TO	904	474	0	0	82	392	2	172	218
PCT9424	MV	799	385	0	0	61	324	0	137	187
PCT9424	ED	210	154	0	0	29	125	0	42	83
PCT9424	TO	1009	539	0	0	90	449	0	179	270
PCT9425	MV	789	346	0	0	52	294	0	128	166
