area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	89:KAT ANDERSON	90:NADIA RAHMAN	91:MANO RAJU	92:ABRA PAULINE CASTLE	93:QUEENA CHEN	94:CYN WANG	95:LEAH LACROIX	96:SUZY LOFTUS	97:LI MIAO LOVETT	98:JANICE LI	99:JANE NATOLI	100:AHSHA SAFAI	101:GORDON MAR	102:SEEYEW MO	103:FAAUUGA MOLIGA	104:PAUL MIYAMOTO	105:MARY JUNG	106:KEITH BARAKA	107:KELLY AKEMI GROTH	108:A. J. THOMAS	109:MAWULI TUGBENYOH
PCT9222	TO	483	397	0	1	2601	1359	0	93	57	69	32	56	47	86	116	51	64	70	69	66	42	44	69	98	80	51	64	35
PCT9223	MV	298	167	0	0	1060	610	0	42	22	27	9	21	25	29	56	19	30	34	36	25	22	21	34	50	33	19	33	23
PCT9223	ED	45	81	0	0	586	224	0	18	10	12	7	7	9	11	18	6	11	11	12	13	6	9	7	16	10	9	12	10
PCT9223	TO	343	248	0	0	1646	834	0	60	32	39	16	28	34	40	74	25	41	45	48	38	28	30	41	66	43	28	45	33
PCT9224	MV	400	249	0	0	1485	1005	0	55	44	55	19	42	37	64	77	40	44	53	47	48	24	44	58	64	67	44	54	25
PCT9224	ED	96	153	0	0	1158	372	0	27	16	13	9	14	14	21	27	9	12	20	18	22	11	11	21	29	26	20	21	11
PCT9224	TO	496	402	0	0	2643	1377	0	82	60	68	28	56	51	85	104	49	56	73	65	70	35	55	79	93	93	64	75	36
PCT9225	MV	417	220	0	2	1193	987	0	48	44	50	19	45	39	57	66	41	54	50	39	56	36	40	51	56	70	42	55	29
PCT9225	ED	95	118	0	1	778	392	0	27	19	22	11	14	23	18	30	18	20	20	18	16	14	14	16	16	24	20	19	13
PCT9225	TO	512	338	0	3	1971	1379	0	75	63	72	30	59	62	75	96	59	74	70	57	72	50	54	67	72	94	62	74	42
PCT9226	MV	415	238	0	0	1365	1015	0	49	38	52	27	38	42	62	74	32	60	58	55	50	27	48	49	73	49	45	55	32
PCT9226	ED	78	149	0	0	1071	419	0	32	13	21	14	18	20	21	37	23	17	28	26	15	11	16	16	29	22	12	16	12
PCT9226	TO	493	387	0	0	2436	1434	0	81	51	73	41	56	62	83	111	55	77	86	81	65	38	64	65	102	71	57	71	44
PCT9227	MV	353	241	0	0	1338	1072	0	35	22	73	21	50	30	72	96	45	67	43	50	86	17	50	61	73	67	45	49	20
PCT9227	ED	73	103	0	0	649	381	0	27	16	16	14	19	19	15	38	18	17	16	17	27	15	15	19	21	22	12	15	3
PCT9227	TO	426	344	0	0	1987	1453	0	62	38	89	35	69	49	87	134	63	84	59	67	113	32	65	80	94	89	57	64	23
PCT9228	MV	336	206	0	1	1240	810	0	40	23	49	16	36	27	52	85	35	39	31	36	49	12	34	47	57	51	33	41	17
PCT9228	ED	100	139	0	0	1010	380	0	16	8	21	10	14	18	24	45	13	21	14	16	26	6	11	29	20	24	17	20	7
PCT9228	TO	436	345	0	1	2250	1190	0	56	31	70	26	50	45	76	130	48	60	45	52	75	18	45	76	77	75	50	61	24
PCT9229	MV	267	175	0	0	1100	650	0	35	23	33	12	25	16	40	74	26	30	30	30	40	16	28	41	38	41	24	24	24
PCT9229	ED	74	96	0	0	636	324	0	16	6	25	6	18	5	26	28	15	18	19	14	24	2	15	19	19	19	14	14	2
PCT9229	TO	341	271	0	0	1736	974	0	51	29	58	18	43	21	66	102	41	48	49	44	64	18	43	60	57	60	38	38	26
PCT9231	MV	448	258	0	1	1569	1001	0	35	27	64	20	39	35	66	83	43	60	41	48	78	26	47	47	59	57	42	55	29
PCT9231	ED	144	208	0	0	1402	678	0	28	18	37	17	40	18	36	73	33	34	24	36	47	10	30	34	37	46	34	29	17
PCT9231	TO	592	466	0	1	2971	1679	0	63	45	101	37	79	53	102	156	76	94	65	84	125	36	77	81	96	103	76	84	46
PCT9232	MV	347	199	0	0	1181	809	0	43	31	42	17	31	35	50	74	36	41	37	39	47	23	33	38	47	49	39	35	22
PCT9232	ED	91	130	0	1	882	408	0	24	13	27	10	24	13	22	36	19	19	20	13	26	4	16	23	18	33	16	27	5
PCT9232	TO	438	329	0	1	2063	1217	0	67	44	69	27	55	48	72	110	55	60	57	52	73	27	49	61	65	82	55	62	27
PCT9233	MV	339	204	0	1	1292	738	0	36	24	31	14	26	21	42	92	26	39	31	39	42	22	28	52	55	34	25	34	25
PCT9233	ED	104	142	0	0	962	458	0	32	20	25	9	22	22	23	41	16	23	16	18	28	13	26	25	19	27	19	23	11
PCT9233	TO	443	346	0	1	2254	1196	0	68	44	56	23	48	43	65	133	42	62	47	57	70	35	54	77	74	61	44	57	36
PCT9234	MV	354	210	0	0	1319	781	0	43	23	40	21	29	27	46	74	35	40	36	32	45	23	31	41	52	49	32	43	19
PCT9234	ED	69	115	0	0	729	421	0	20	12	22	8	16	10	27	45	18	18	16	20	24	10	18	22	26	29	23	25	12
PCT9234	TO	423	325	0	0	2048	1202	0	63	35	62	29	45	37	73	119	53	58	52	52	69	33	49	63	78	78	55	68	31
PCT9235	MV	375	238	0	1	1670	700	0	41	22	40	19	28	28	34	93	27	25	32	29	39	19	32	35	38	46	26	26	21
PCT9235	ED	82	127	0	0	905	365	0	19	11	16	14	10	11	21	40	12	20	15	14	21	6	16	17	30	32	15	18	7
PCT9235	TO	457	365	0	1	2575	1065	0	60	33	56	33	38	39	55	133	39	45	47	43	60	25	48	52	68	78	41	44	28
PCT9236	MV	316	200	0	2	1329	651	0	27	27	36	14	18	22	42	66	24	29	35	40	36	10	28	40	47	39	25	26	20
PCT9236	ED	66	110	0	0	800	300	0	25	13	12	10	9	11	22	36	11	12	13	10	12	5	9	14	22	19	17	13	5
PCT9236	TO	382	310	0	2	2129	951	0	52	40	48	24	27	33	64	102	35	41	48	50	48	15	37	54	69	58	42	39	25
PCT9237	MV	454	275	0	1	1816	924	0	47	39	54	13	32	32	51	78	35	53	50	48	49	26	37	53	47	61	45	47	27
PCT9237	ED	80	143	0	0	1015	415	0	21	21	19	11	15	16	31	38	13	25	17	18	20	9	22	19	32	22	20	14	12
PCT9237	TO	534	418	0	1	2831	1339	0	68	60	73	24	47	48	82	116	48	78	67	66	69	35	59	72	79	83	65	61	39
PCT9238	MV	368	208	0	0	1357	723	0	34	28	36	14	29	27	39	67	32	41	34	39	40	18	27	39	49	45	32	37	16
PCT9238	ED	65	121	0	0	870	340	0	17	15	20	6	13	11	18	35	11	15	17	16	19	11	16	13	24	22	11	20	10
PCT9238	TO	433	329	0	0	2227	1063	0	51	43	56	20	42	38	57	102	43	56	51	55	59	29	43	52	73	67	43	57	26
PCT9239	MV	408	252	0	0	1505	1015	0	50	33	56	13	27	39	67	90	44	54	53	56	55	28	52	48	65	64	41	46	34
PCT9239	ED	73	124	0	0	880	360	0	26	11	21	3	8	17	21	32	12	12	22	20	19	7	17	27	21	22	13	20	9
PCT9239	TO	481	376	0	0	2385	1375	0	76	44	77	16	35	56	88	122	56	66	75	76	74	35	69	75	86	86	54	66	43
PCT9241	MV	449	259	0	1	1563	1017	0	60	34	51	20	37	40	64	70	42	56	49	51	57	36	45	38	53	73	45	58	38
PCT9241	ED	81	148	0	0	1011	469	0	32	21	20	8	18	17	27	40	12	27	22	32	24	16	14	30	31	24	17	20	17
PCT9241	TO	530	407	0	1	2574	1486	0	92	55	71	28	55	57	91	110	54	83	71	83	81	52	59	68	84	97	62	78	55
PCT9242	MV	440	247	0	0	1401	1069	0	45	38	63	14	44	32	72	70	43	67	50	56	59	24	46	56	70	81	44	64	31
PCT9242	ED	101	163	0	0	1063	567	0	31	14	40	8	20	17	37	42	23	32	17	26	36	8	29	32	35	39	30	37	14
PCT9242	TO	541	410	0	0	2464	1636	0	76	52	103	22	64	49	109	112	66	99	67	82	95	32	75	88	105	120	74	101	45
PCT9243	MV	289	168	0	0	1021	659	0	25	20	35	10	30	25	37	52	30	34	29	42	41	14	27	37	45	43	34	30	19
PCT9243	ED	87	116	0	0	774	386	0	21	11	27	6	17	14	23	26	13	15	13	23	25	9	25	18	29	23	18	20	10
PCT9243	TO	376	284	0	0	1795	1045	0	46	31	62	16	47	39	60	78	43	49	42	65	66	23	52	55	74	66	52	50	29
PCT9244	MV	459	289	0	0	1729	1161	0	60	38	64	24	49	44	68	80	49	68	57	59	64	32	54	60	68	77	47	55	44
PCT9244	ED	86	149	0	0	994	496	0	32	25	25	16	23	20	23	36	18	20	18	23	23	16	28	27	32	31	22	26	12
PCT9244	TO	545	438	0	0	2723	1657	0	92	63	89	40	72	64	91	116	67	88	75	82	87	48	82	87	100	108	69	81	56
PCT9245	MV	364	214	0	1	1330	800	0	35	27	47	19	43	26	51	58	39	45	28	40	45	27	39	29	44	49	43	43	23
PCT9245	ED	55	96	0	0	588	372	0	25	16	20	9	18	13	22	26	18	22	15	10	21	7	18	15	21	24	24	21	7
PCT9245	TO	419	310	0	1	1918	1172	0	60	43	67	28	61	39	73	84	57	67	43	50	66	34	57	44	65	73	67	64	30
PCT9246	MV	474	307	0	4	1790	1240	0	60	35	74	17	61	40	77	93	48	62	63	65	70	38	60	66	77	82	52	66	34
PCT9246	ED	93	140	0	0	972	428	0	34	19	18	15	17	24	21	38	18	21	21	22	13	13	12	25	33	19	15	17	13
PCT9246	TO	567	447	0	4	2762	1668	0	94	54	92	32	78	64	98	131	66	83	84	87	83	51	72	91	110	101	67	83	47
PCT9247	MV	450	262	0	0	1503	1117	0	61	38	64	22	44	39	68	88	55	64	54	52	61	29	44	55	73	76	40	62	28
PCT9247	ED	82	166	0	0	1209	451	0	23	17	27	5	21	15	29	26	25	25	25	16	20	17	26	20	27	33	16	25	13
PCT9247	TO	532	428	0	0	2712	1568	0	84	55	91	27	65	54	97	114	80	89	79	68	81	46	70	75	100	109	56	87	41
PCT9248	MV	452	258	0	0	1530	1050	0	41	32	59	17	49	32	67	78	52	63	52	49	65	24	49	37	60	69	62	65	28
PCT9248	ED	88	154	0	0	1024	516	0	26	12	30	15	27	18	35	37	28	28	24	23	27	10	28	18	28	38	28	27	9
PCT9248	TO	540	412	0	0	2554	1566	0	67	44	89	32	76	50	102	115	80	91	76	72	92	34	77	55	88	107	90	92	37
PCT9249	MV	449	282	0	2	1527	1273	0	61	42	74	27	66	44	77	98	65	79	59	51	78	24	64	57	73	86	52	65	31
PCT9249	ED	135	171	0	0	1013	697	0	38	24	39	19	37	25	38	51	34	39	26	30	43	19	38	26	25	47	39	42	18
PCT9249	TO	584	453	0	2	2540	1970	0	99	66	113	46	103	69	115	149	99	118	85	81	121	43	102	83	98	133	91	107	49
PCT9251	MV	499	292	0	1	1631	1279	0	49	30	74	25	64	42	86	90	74	81	49	47	84	24	64	67	69	93	64	73	30
PCT9251	ED	122	170	0	0	1067	633	0	33	26	42	13	31	19	33	63	39	28	19	32	39	11	29	27	38	37	27	35	12
PCT9251	TO	621	462	0	1	2698	1912	0	82	56	116	38	95	61	119	153	113	109	68	79	123	35	93	94	107	130	91	108	42
PCT9252	MV	491	279	0	1	1627	1153	0	66	44	51	23	49	53	59	80	49	55	60	61	65	43	48	81	66	65	54	48	33
PCT9252	ED	87	151	0	0	969	541	0	26	21	28	13	30	15	30	39	19	39	23	28	30	12	26	28	36	31	22	30	15
PCT9252	TO	578	430	0	1	2596	1694	0	92	65	79	36	79	68	89	119	68	94	83	89	95	55	74	109	102	96	76	78	48
PCT9253	MV	331	199	0	0	1025	965	0	56	35	51	28	45	40	50	64	45	53	42	30	63	27	46	32	54	68	49	57	30
PCT9253	ED	95	140	0	0	952	448	0	29	7	32	11	23	12	29	38	21	29	12	16	31	8	22	11	31	28	24	26	8
PCT9253	TO	426	339	0	0	1977	1413	0	85	42	83	39	68	52	79	102	66	82	54	46	94	35	68	43	85	96	73	83	38
PCT9254	MV	495	315	0	0	1876	1274	0	49	43	79	28	59	44	82	97	61	72	50	50	81	28	62	54	74	89	66	76	30
PCT9254	ED	120	182	0	0	1161	659	0	34	23	43	17	35	24	38	52	30	34	27	31	29	14	30	27	40	48	24	42	17
PCT9254	TO	615	497	0	0	3037	1933	0	83	66	122	45	94	68	120	149	91	106	77	81	110	42	92	81	114	137	90	118	47
PCT9255	MV	261	139	0	0	763	627	0	24	21	38	11	37	23	37	33	34	41	29	28	39	15	29	24	33	35	41	40	15
PCT9255	ED	77	110	0	0	634	466	0	21	24	28	12	25	17	27	24	25	24	21	20	20	11	25	22	26	32	23	26	13
PCT9255	TO	338	249	0	0	1397	1093	0	45	45	66	23	62	40	64	57	59	65	50	48	59	26	54	46	59	67	64	66	28
PCT9256	MV	210	114	0	0	637	503	0	22	18	32	12	23	17	34	30	30	32	22	18	28	18	25	22	29	25	26	28	12
PCT9256	ED	60	103	0	0	670	360	0	17	11	23	4	21	12	25	21	19	23	12	13	22	5	19	12	21	28	23	22	7
PCT9256	TO	270	217	0	0	1307	863	0	39	29	55	16	44	29	59	51	49	55	34	31	50	23	44	34	50	53	49	50	19
PCT9257	MV	233	133	0	0	737	593	0	18	10	40	10	40	13	42	29	41	43	18	16	42	8	34	21	29	43	37	50	9
PCT9257	ED	-16	19	0	0	152	38	0	3	0	4	1	3	0	2	1	3	1	2	1	2	1	2	1	2	3	4	2	0
PCT9257	TO	217	152	0	0	889	631	0	21	10	44	11	43	13	44	30	44	44	20	17	44	9	36	22	31	46	41	52	9
PCT9258	MV	359	222	0	1	1165	1045	0	35	30	63	15	58	32	72	62	58	66	36	39	77	24	46	55	60	65	55	68	29
PCT9258	ED	77	114	0	0	701	439	0	20	14	32	15	24	16	25	29	25	24	20	12	28	11	20	16	27	32	22	21	6
PCT9258	TO	436	336	0	1	1866	1484	0	55	44	95	30	82	48	97	91	83	90	56	51	105	35	66	71	87	97	77	89	35
PCT9401	MV	486	260	0	0	1169	1431	0	39	19	113	26	92	31	93	70	95	92	44	43	127	16	87	51	51	105	102	115	20
PCT9401	ED	142	174	0	0	986	754	0	27	13	57	11	52	17	51	33	42	58	18	20	80	8	45	22	22	53	52	66	7
PCT9401	TO	628	434	0	0	2155	2185	0	66	32	170	37	144	48	144	103	137	150	62	63	207	24	132	73	73	158	154	181	27
PCT9402	MV	455	254	0	1	1206	1324	0	39	23	105	22	90	36	90	50	87	91	22	36	135	18	91	35	47	100	85	99	23
PCT9402	ED	147	171	0	0	967	743	0	22	9	57	15	58	20	47	34	48	44	23	24	78	11	44	17	26	51	47	60	8
PCT9402	TO	602	425	0	1	2173	2067	0	61	32	162	37	148	56	137	84	135	135	45	60	213	29	135	52	73	151	132	159	31
PCT9403	MV	406	235	0	3	1116	1204	0	40	21	72	23	77	38	82	54	69	78	26	48	113	18	72	51	62	88	71	82	19
PCT9403	ED	102	126	0	0	713	547	0	15	12	39	10	34	15	32	21	37	37	15	16	52	10	35	22	20	43	32	44	6
PCT9403	TO	508	361	0	3	1829	1751	0	55	33	111	33	111	53	114	75	106	115	41	64	165	28	107	73	82	131	103	126	25
PCT9404	MV	410	219	0	0	999	1191	0	46	30	75	15	57	47	66	57	69	70	46	47	103	35	62	67	61	81	57	69	31
PCT9404	ED	104	146	0	0	871	589	0	13	13	44	14	41	18	41	26	39	40	14	15	59	13	32	23	28	38	30	43	5
PCT9404	TO	514	365	0	0	1870	1780	0	59	43	119	29	98	65	107	83	108	110	60	62	162	48	94	90	89	119	87	112	36
PCT9405	MV	339	168	0	0	821	859	0	31	26	54	15	39	31	59	54	44	52	35	38	80	19	33	39	46	48	41	58	17
PCT9405	ED	87	106	0	0	633	427	0	12	12	26	8	25	9	25	38	20	24	13	11	48	9	23	17	13	30	19	34	11
PCT9405	TO	426	274	0	0	1454	1286	0	43	38	80	23	64	40	84	92	64	76	48	49	128	28	56	56	59	78	60	92	28
PCT9406	MV	382	225	0	0	1076	1174	0	34	34	71	15	71	44	77	72	58	73	49	39	118	24	56	58	65	60	60	67	29
PCT9406	ED	111	138	0	0	751	629	0	18	18	43	12	42	21	41	29	43	43	23	16	55	16	38	20	22	45	31	41	12
PCT9406	TO	493	363	0	0	1827	1803	0	52	52	114	27	113	65	118	101	101	116	72	55	173	40	94	78	87	105	91	108	41
PCT9407	MV	417	244	0	3	1100	1310	0	45	26	82	25	80	43	79	56	86	88	53	49	121	29	74	56	48	78	79	91	22
PCT9407	ED	119	133	0	0	782	548	0	23	19	26	10	31	18	31	35	28	38	16	23	51	11	25	24	27	28	27	43	14
PCT9407	TO	536	377	0	3	1882	1858	0	68	45	108	35	111	61	110	91	114	126	69	72	172	40	99	80	75	106	106	134	36
PCT9408	MV	444	241	0	0	1129	1281	0	28	31	93	10	87	27	89	55	90	90	44	32	120	17	82	44	46	86	81	104	25
PCT9408	ED	97	136	0	0	694	666	0	20	15	51	10	53	15	38	19	51	50	18	20	62	8	41	18	14	48	47	54	14
PCT9408	TO	541	377	0	0	1823	1947	0	48	46	144	20	140	42	127	74	141	140	62	52	182	25	123	62	60	134	128	158	39
PCT9409	MV	283	172	0	0	963	757	0	19	22	54	8	45	22	49	40	50	48	25	27	72	14	48	26	23	47	45	59	14
PCT9409	ED	93	124	0	0	626	614	0	17	14	44	13	40	11	47	26	42	37	17	13	61	6	42	18	25	46	38	48	9
PCT9409	TO	376	296	0	0	1589	1371	0	36	36	98	21	85	33	96	66	92	85	42	40	133	20	90	44	48	93	83	107	23
PCT9411	MV	494	281	0	0	1346	1464	0	65	38	93	42	86	47	93	75	86	79	55	47	124	24	85	58	58	107	79	99	24
PCT9411	ED	113	168	0	0	904	776	0	19	14	57	15	60	15	56	35	53	53	20	21	77	7	50	22	24	65	48	55	10
PCT9411	TO	607	449	0	0	2250	2240	0	84	52	150	57	146	62	149	110	139	132	75	68	201	31	135	80	82	172	127	154	34
PCT9412	MV	363	215	0	1	1139	1001	0	29	19	59	19	63	30	56	60	56	70	26	35	110	24	58	44	49	62	50	60	22
PCT9412	ED	123	136	0	0	822	538	0	18	9	37	8	31	14	32	43	34	28	20	9	49	7	37	16	23	41	30	38	14
PCT9412	TO	486	351	0	1	1961	1539	0	47	28	96	27	94	44	88	103	90	98	46	44	159	31	95	60	72	103	80	98	36
PCT9413	MV	427	258	0	0	1387	1193	0	31	25	69	22	79	40	85	74	81	75	48	37	106	21	63	49	61	77	66	70	14
PCT9413	ED	107	122	0	0	812	408	0	8	11	27	4	27	12	27	23	28	27	11	10	50	7	23	9	21	32	22	27	2
PCT9413	TO	534	380	0	0	2199	1601	0	39	36	96	26	106	52	112	97	109	102	59	47	156	28	86	58	82	109	88	97	16
PCT9414	MV	414	231	0	1	1163	1137	0	33	32	69	17	56	41	73	65	60	81	40	47	102	29	56	58	62	70	52	67	27
PCT9414	ED	90	110	0	0	673	427	0	17	14	21	6	23	18	22	34	21	23	12	20	39	13	22	22	22	29	15	27	7
PCT9414	TO	504	341	0	1	1836	1564	0	50	46	90	23	79	59	95	99	81	104	52	67	141	42	78	80	84	99	67	94	34
PCT9415	MV	334	192	0	0	898	1022	0	38	24	57	13	67	44	69	52	61	78	27	36	86	22	58	42	53	58	54	64	19
PCT9415	ED	84	99	0	1	549	431	0	16	10	30	9	28	13	26	23	22	24	20	14	38	6	24	15	23	35	19	27	9
PCT9415	TO	418	291	0	1	1447	1453	0	54	34	87	22	95	57	95	75	83	102	47	50	124	28	82	57	76	93	73	91	28
PCT9416	MV	432	257	0	1	1337	1223	0	53	29	53	22	68	41	61	90	58	83	42	55	115	32	56	72	70	78	53	62	30
PCT9416	ED	142	156	0	0	877	683	0	31	22	35	17	40	25	38	58	30	30	25	23	54	15	33	26	41	48	34	39	19
PCT9416	TO	574	413	0	1	2214	1906	0	84	51	88	39	108	66	99	148	88	113	67	78	169	47	89	98	111	126	87	101	49
PCT9417	MV	338	202	0	0	1043	977	0	27	29	54	21	46	39	53	63	52	61	37	34	95	25	40	54	52	65	46	64	20
PCT9417	ED	79	112	0	0	632	488	0	22	10	27	15	26	16	26	29	27	30	14	22	47	7	28	25	20	35	25	33	4
PCT9417	TO	417	314	0	0	1675	1465	0	49	39	81	36	72	55	79	92	79	91	51	56	142	32	68	79	72	100	71	97	24
PCT9418	MV	294	176	0	0	905	855	0	34	19	34	23	40	41	48	64	44	46	35	33	79	20	39	53	43	60	32	46	22
PCT9418	ED	100	118	0	0	712	468	0	16	7	29	9	29	16	29	32	29	35	15	15	45	9	25	26	19	26	26	27	4
PCT9418	TO	394	294	0	0	1617	1323	0	50	26	63	32	69	57	77	96	73	81	50	48	124	29	64	79	62	86	58	73	26
PCT9419	MV	366	211	0	0	1081	1029	0	34	32	56	17	51	41	52	75	43	56	46	50	100	23	44	62	57	63	38	59	30
PCT9419	ED	94	103	0	1	645	375	0	14	11	24	9	25	12	17	20	16	25	12	15	39	9	18	17	17	28	15	23	9
PCT9419	TO	460	314	0	1	1726	1404	0	48	43	80	26	76	53	69	95	59	81	58	65	139	32	62	79	74	91	53	82	39
PCT9421	MV	399	217	0	1	1091	1069	0	30	24	63	13	62	45	65	69	54	77	30	46	102	29	59	59	58	57	44	57	26
PCT9421	ED	85	118	0	0	737	443	0	12	12	32	8	29	17	22	26	26	24	15	17	43	10	24	16	22	26	27	28	7
PCT9421	TO	484	335	0	1	1828	1512	0	42	36	95	21	91	62	87	95	80	101	45	63	145	39	83	75	80	83	71	85	33
PCT9422	MV	444	259	0	0	1422	1168	0	33	29	54	17	57	44	70	80	62	84	48	45	115	25	46	70	72	74	42	73	28
PCT9422	ED	117	126	0	0	742	518	0	12	10	27	10	33	17	33	23	38	36	19	14	57	7	35	15	26	38	27	37	4
PCT9422	TO	561	385	0	0	2164	1686	0	45	39	81	27	90	61	103	103	100	120	67	59	172	32	81	85	98	112	69	110	32
PCT9423	MV	398	219	0	0	1155	1035	0	31	14	67	18	57	33	65	66	62	57	36	45	98	21	46	62	59	73	49	61	15
PCT9423	ED	98	128	0	1	677	593	0	18	11	44	14	44	17	31	28	42	36	13	21	50	6	37	24	20	51	36	43	7
PCT9423	TO	496	347	0	1	1832	1628	0	49	25	111	32	101	50	96	94	104	93	49	66	148	27	83	86	79	124	85	104	22
PCT9424	MV	411	236	0	0	1130	1230	0	30	38	64	16	67	58	58	87	59	72	52	49	114	44	55	73	68	71	50	66	39
PCT9424	ED	106	148	0	0	932	548	0	24	15	37	13	38	18	27	29	31	26	18	16	60	6	33	21	17	40	29	39	11
PCT9424	TO	517	384	0	0	2062	1778	0	54	53	101	29	105	76	85	116	90	98	70	65	174	50	88	94	85	111	79	105	50
PCT9425	MV	383	195	0	0	903	1047	0	30	22	56	19	71	37	64	49	56	73	33	32	98	30	54	54	58	69	44	67	31
PCT9425	ED	93	125	0	0	716	534	0	12	7	34	10	34	13	34	31	33	35	13	19	61	8	30	22	27	33	30	41	7
PCT9425	TO	476	320	0	0	1619	1581	0	42	29	90	29	105	50	98	80	89	108	46	51	159	38	84	76	85	102	74	108	38
PCT9426	MV	346	188	0	0	938	942	0	36	25	56	14	50	40	54	62	48	63	42	38	85	22	47	45	52	52	38	51	22
PCT9426	ED	66	110	0	0	753	347	0	15	8	21	11	19	16	14	22	22	21	12	13	27	7	18	21	22	22	14	20	2
PCT9426	TO	412	298	0	0	1691	1289	0	51	33	77	25	69	56	68	84	70	84	54	51	112	29	65	66	74	74	52	71	24
PCT9427	MV	378	216	0	1	1042	1108	0	34	27	60	26	67	50	64	76	62	67	34	35	103	36	51	52	57	68	49	69	21
PCT9427	ED	96	116	0	0	745	415	0	15	6	28	8	22	16	20	33	20	23	15	19	42	13	19	28	18	24	19	20	7
PCT9427	TO	474	332	0	1	1787	1523	0	49	33	88	34	89	66	84	109	82	90	49	54	145	49	70	80	75	92	68	89	28
PCT9428	MV	423	217	0	0	1137	1033	0	33	25	53	18	64	49	50	60	55	80	31	43	94	37	44	60	63	63	44	52	15
PCT9428	ED	98	118	0	1	662	508	0	23	11	28	13	39	21	24	31	30	28	17	18	48	6	28	19	20	33	27	35	9
PCT9428	TO	521	335	0	1	1799	1541	0	56	36	81	31	103	70	74	91	85	108	48	61	142	43	72	79	83	96	71	87	24
PCT9429	MV	358	222	0	0	1087	1133	0	32	26	56	21	69	48	62	88	61	70	40	49	122	32	38	64	72	63	36	64	20
PCT9429	ED	95	113	0	0	661	469	0	20	10	23	8	23	15	28	34	27	25	14	25	33	9	24	35	31	29	21	27	8
PCT9429	TO	453	335	0	0	1748	1602	0	52	36	79	29	92	63	90	122	88	95	54	74	155	41	62	99	103	92	57	91	28
PCT9431	MV	429	250	0	0	1376	1124	0	45	23	47	34	68	57	60	71	53	75	28	34	106	26	49	79	75	66	42	62	24
PCT9431	ED	87	123	0	0	678	552	0	15	13	33	14	27	21	31	28	35	36	23	16	51	10	29	28	27	46	27	32	10
PCT9431	TO	516	373	0	0	2054	1676	0	60	36	80	48	95	78	91	99	88	111	51	50	157	36	78	107	102	112	69	94	34
PCT9432	MV	401	228	0	0	1184	1096	0	44	25	55	23	55	45	66	64	51	72	42	47	113	23	45	57	63	67	45	66	28
PCT9432	ED	95	113	0	0	663	467	0	19	11	23	11	26	13	27	36	26	27	22	19	54	5	23	22	24	27	18	28	6
PCT9432	TO	496	341	0	0	1847	1563	0	63	36	78	34	81	58	93	100	77	99	64	66	167	28	68	79	87	94	63	94	34
PCT9433	MV	393	212	0	2	1190	910	0	26	14	49	16	60	34	56	50	56	61	36	34	84	23	38	53	42	52	39	63	24
PCT9433	ED	79	90	0	1	560	330	0	15	10	19	10	23	13	8	29	17	18	8	13	30	3	22	14	14	22	20	19	3
PCT9433	TO	472	302	0	3	1750	1240	0	41	24	68	26	83	47	64	79	73	79	44	47	114	26	60	67	56	74	59	82	27
PCT9434	MV	430	237	0	1	1155	1205	0	44	30	62	17	68	55	66	90	69	70	47	46	98	23	58	60	67	77	60	69	29
PCT9434	ED	123	167	0	0	1065	605	0	22	12	31	10	39	15	34	46	30	29	21	26	70	11	36	26	24	49	27	38	9
PCT9434	TO	553	404	0	1	2220	1810	0	66	42	93	27	107	70	100	136	99	99	68	72	168	34	94	86	91	126	87	107	38
PCT9435	MV	432	231	0	2	1229	1061	0	26	26	58	25	57	29	62	77	53	67	44	46	88	26	41	65	57	65	56	66	27
PCT9435	ED	106	142	0	0	828	592	0	10	16	45	10	36	17	35	35	32	36	18	28	69	10	33	27	26	36	29	35	9
PCT9435	TO	538	373	0	2	2057	1653	0	36	42	103	35	93	46	97	112	85	103	62	74	157	36	74	92	83	101	85	101	36
PCT9436	MV	434	242	0	1	1192	1218	0	47	36	58	28	64	44	62	83	68	65	52	44	107	36	59	68	71	67	54	72	33
PCT9436	ED	114	112	0	0	682	438	0	19	17	22	10	25	23	18	32	24	20	16	17	33	10	22	27	22	27	21	24	9
PCT9436	TO	548	354	0	1	1874	1656	0	66	53	80	38	89	67	80	115	92	85	68	61	140	46	81	95	93	94	75	96	42
PCT9437	MV	386	226	0	0	1130	1130	0	40	32	57	22	53	49	58	69	56	69	51	49	96	31	55	63	66	70	52	59	33
PCT9437	ED	80	119	0	1	661	519	0	21	11	28	18	39	14	33	36	30	32	17	11	43	9	31	17	29	40	24	31	5
PCT9437	TO	466	345	0	1	1791	1649	0	61	43	85	40	92	63	91	105	86	101	68	60	139	40	86	80	95	110	76	90	38
PCT9438	MV	443	260	0	0	1237	1363	0	51	38	76	21	65	67	72	85	67	75	54	61	125	34	70	78	79	85	50	81	29
PCT9438	ED	54	76	0	0	456	304	0	7	7	18	9	23	10	17	11	18	22	13	6	32	4	15	16	11	17	19	24	5
PCT9438	TO	497	336	0	0	1693	1667	0	58	45	94	30	88	77	89	96	85	97	67	67	157	38	85	94	90	102	69	105	34
PCT9439	MV	374	207	0	1	1184	876	0	32	31	34	23	47	30	53	58	45	61	33	29	84	27	32	42	57	50	36	54	18
