area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	89:KAT ANDERSON	90:NADIA RAHMAN	91:MANO RAJU	92:ABRA PAULINE CASTLE	93:QUEENA CHEN	94:CYN WANG	95:LEAH LACROIX	96:SUZY LOFTUS	97:LI MIAO LOVETT	98:JANICE LI	99:JANE NATOLI	100:AHSHA SAFAI	101:GORDON MAR	102:SEEYEW MO	103:FAAUUGA MOLIGA	104:PAUL MIYAMOTO	105:MARY JUNG	106:KEITH BARAKA	107:KELLY AKEMI GROTH	108:A. J. THOMAS	109:MAWULI TUGBENYOH
PCT9439	ED	106	99	0	0	618	372	0	10	9	26	7	19	11	25	21	23	20	15	15	33	6	21	14	17	28	20	24	8
PCT9439	TO	480	306	0	1	1802	1248	0	42	40	60	30	66	41	78	79	68	81	48	44	117	33	53	56	74	78	56	78	26
PCT9441	MV	407	242	0	1	1119	1291	0	42	33	82	17	71	36	82	71	80	75	55	52	101	28	70	56	67	88	63	85	37
PCT9441	ED	116	128	0	0	818	462	0	12	6	30	11	30	11	28	25	37	30	12	15	49	8	26	21	16	37	23	32	3
PCT9441	TO	523	370	0	1	1937	1753	0	54	39	112	28	101	47	110	96	117	105	67	67	150	36	96	77	83	125	86	117	40
PCT9442	MV	442	234	0	0	1164	1176	0	36	25	77	13	82	36	75	56	76	74	32	35	127	21	66	49	46	83	68	80	19
PCT9442	ED	112	150	0	0	965	535	0	18	10	39	7	31	9	39	38	29	38	17	20	58	4	28	18	29	39	22	33	9
PCT9442	TO	554	384	0	0	2129	1711	0	54	35	116	20	113	45	114	94	105	112	49	55	185	25	94	67	75	122	90	113	28
PCT9443	MV	427	248	0	0	1073	1407	0	51	30	87	41	93	54	80	65	83	85	41	36	128	30	84	66	63	102	68	98	22
PCT9443	ED	109	128	0	0	740	540	0	24	16	30	19	31	22	29	35	32	23	18	18	46	8	30	28	19	46	22	35	9
PCT9443	TO	536	376	0	0	1813	1947	0	75	46	117	60	124	76	109	100	115	108	59	54	174	38	114	94	82	148	90	133	31
PCT9444	MV	373	189	0	0	935	955	0	40	24	40	20	49	48	44	66	42	54	40	61	92	26	44	61	62	48	37	36	21
PCT9444	ED	98	107	0	0	710	360	0	10	10	19	11	18	13	16	20	24	26	6	13	33	7	20	25	14	30	20	19	6
PCT9444	TO	471	296	0	0	1645	1315	0	50	34	59	31	67	61	60	86	66	80	46	74	125	33	64	86	76	78	57	55	27
PCT9445	MV	469	262	0	1	1342	1268	0	46	31	63	26	72	46	77	68	68	79	52	48	113	33	55	79	79	81	56	71	25
PCT9445	ED	74	116	0	0	681	479	0	21	10	28	8	32	13	27	28	33	28	15	17	41	7	23	23	21	33	29	37	5
PCT9445	TO	543	378	0	1	2023	1747	0	67	41	91	34	104	59	104	96	101	107	67	65	154	40	78	102	100	114	85	108	30
PCT9446	MV	493	291	0	1	1458	1442	0	52	34	67	28	78	53	77	103	83	84	47	56	140	38	81	69	82	87	68	91	24
PCT9446	ED	123	136	0	0	875	485	0	14	11	26	8	26	12	28	36	33	23	23	18	49	7	23	23	26	29	28	35	7
PCT9446	TO	616	427	0	1	2333	1927	0	66	45	93	36	104	65	105	139	116	107	70	74	189	45	104	92	108	116	96	126	31
PCT9447	MV	415	250	0	0	1348	1152	0	50	35	52	21	69	40	65	83	55	64	43	50	96	39	47	58	74	68	52	64	27
PCT9447	ED	106	133	0	1	815	505	0	20	12	31	12	25	14	26	47	30	26	16	18	46	13	27	25	23	31	23	31	9
PCT9447	TO	521	383	0	1	2163	1657	0	70	47	83	33	94	54	91	130	85	90	59	68	142	52	74	83	97	99	75	95	36
PCT9448	MV	408	218	0	0	996	1184	0	34	27	75	27	69	35	71	64	67	70	41	55	105	32	63	53	67	78	54	70	27
PCT9448	ED	103	138	0	0	865	515	0	16	8	29	17	32	13	32	38	32	34	12	15	45	5	32	21	23	38	28	38	7
PCT9448	TO	511	356	0	0	1861	1699	0	50	35	104	44	101	48	103	102	99	104	53	70	150	37	95	74	90	116	82	108	34
PCT9449	MV	373	210	0	1	1107	983	0	33	20	53	15	53	49	65	57	52	68	31	35	99	23	52	48	64	56	37	54	19
PCT9449	ED	89	88	0	0	522	358	0	19	12	23	7	15	13	20	25	20	22	15	13	34	5	21	22	10	22	9	23	8
PCT9449	TO	462	298	0	1	1629	1341	0	52	32	76	22	68	62	85	82	72	90	46	48	133	28	73	70	74	78	46	77	27
PCT9451	MV	179	108	0	0	614	466	0	26	4	22	15	18	14	27	33	20	21	14	24	44	7	23	35	22	28	27	30	12
PCT9451	ED	52	45	0	0	264	186	0	10	3	7	6	6	6	8	16	10	8	8	7	14	6	8	10	8	14	9	18	4
PCT9451	TO	231	153	0	0	878	652	0	36	7	29	21	24	20	35	49	30	29	22	31	58	13	31	45	30	42	36	48	16
PCT9452	MV	358	228	0	0	1099	1181	0	38	26	60	18	71	54	62	72	63	72	48	53	106	34	57	64	71	71	50	61	30
PCT9452	ED	93	128	0	0	788	492	0	27	12	22	12	22	21	30	39	25	26	15	15	38	11	24	33	21	33	21	33	12
PCT9452	TO	451	356	0	0	1887	1673	0	65	38	82	30	93	75	92	111	88	98	63	68	144	45	81	97	92	104	71	94	42
PCT9453	MV	215	131	0	3	731	549	0	14	13	28	13	20	25	38	51	28	30	22	20	56	10	19	41	40	29	20	22	10
PCT9453	ED	61	51	0	0	322	188	0	9	3	11	5	9	7	12	16	4	12	7	10	23	2	6	10	7	13	6	15	1
PCT9453	TO	276	182	0	3	1053	737	0	23	16	39	18	29	32	50	67	32	42	29	30	79	12	25	51	47	42	26	37	11
PCT9501	MV	99	65	0	0	402	248	0	15	9	7	7	8	5	14	23	11	8	8	8	18	3	13	16	14	26	14	14	7
PCT9501	ED	-7	5	0	0	37	13	0	2	0	1	1	0	2	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1
PCT9501	TO	92	70	0	0	439	261	0	17	9	8	8	8	7	15	23	11	8	8	9	19	3	14	16	15	26	15	14	8
PCT9502	MV	199	110	0	0	566	534	0	18	16	39	10	39	15	38	26	33	36	16	19	42	8	26	17	26	37	28	32	13
PCT9502	ED	-25	9	0	0	76	14	0	1	0	1	2	0	0	1	0	0	1	0	0	2	2	1	0	0	1	1	1	0
PCT9502	TO	174	119	0	0	642	548	0	19	16	40	12	39	15	39	26	33	37	16	19	44	10	27	17	26	38	29	33	13
PCT9503	MV	345	204	0	0	1121	919	0	43	36	56	23	42	34	60	65	43	50	39	44	53	20	42	35	56	61	44	51	22
PCT9503	ED	92	98	0	0	675	305	0	10	10	20	5	16	8	19	21	18	23	14	12	23	4	15	10	14	21	16	22	4
PCT9503	TO	437	302	0	0	1796	1224	0	53	46	76	28	58	42	79	86	61	73	53	56	76	24	57	45	70	82	60	73	26
PCT9505	MV	407	235	0	3	1256	1064	0	38	33	71	19	56	29	66	64	55	64	34	47	74	22	53	56	45	85	53	75	25
PCT9505	ED	128	116	0	0	719	441	0	25	13	28	9	17	12	29	38	18	24	17	21	27	9	22	21	25	36	17	27	6
PCT9505	TO	535	351	0	3	1975	1505	0	63	46	99	28	73	41	95	102	73	88	51	68	101	31	75	77	70	121	70	102	31
PCT9506	MV	340	175	0	1	909	831	0	32	24	53	21	42	20	60	48	47	50	35	39	54	18	53	27	37	55	40	54	22
PCT9506	ED	129	144	0	0	964	476	0	23	16	30	11	26	18	23	27	27	28	15	21	29	10	26	21	19	34	27	35	10
PCT9506	TO	469	319	0	1	1873	1307	0	55	40	83	32	68	38	83	75	74	78	50	60	83	28	79	48	56	89	67	89	32
PCT9507	MV	388	248	0	0	1292	1188	0	39	28	85	20	67	37	89	65	69	86	52	35	75	25	66	29	47	80	74	90	30
PCT9507	ED	112	152	0	0	907	613	0	23	17	43	11	33	18	43	31	38	39	20	22	43	19	36	22	25	35	37	42	16
PCT9507	TO	500	400	0	0	2199	1801	0	62	45	128	31	100	55	132	96	107	125	72	57	118	44	102	51	72	115	111	132	46
PCT9508	MV	439	254	0	0	1180	1360	0	45	34	118	17	89	37	94	68	84	88	47	41	82	25	80	30	46	96	91	110	38
PCT9508	ED	103	161	0	0	865	745	0	37	21	52	18	54	20	50	32	49	47	24	16	48	17	53	14	25	56	44	54	14
PCT9508	TO	542	415	0	0	2045	2105	0	82	55	170	35	143	57	144	100	133	135	71	57	130	42	133	44	71	152	135	164	52
PCT9509	MV	416	243	0	1	1269	1151	0	36	31	84	16	76	36	79	65	71	91	43	38	67	25	66	32	50	69	71	79	26
PCT9509	ED	94	151	0	0	987	523	0	19	15	40	8	40	11	37	21	39	35	15	12	36	7	35	7	21	43	32	45	5
PCT9509	TO	510	394	0	1	2256	1674	0	55	46	124	24	116	47	116	86	110	126	58	50	103	32	101	39	71	112	103	124	31
PCT9511	MV	325	195	0	0	1035	915	0	34	20	61	20	58	28	72	48	58	65	30	28	63	14	54	19	26	69	60	72	16
PCT9511	ED	115	130	0	0	702	598	0	18	11	48	12	41	11	42	21	39	44	18	19	48	13	37	10	17	39	43	53	14
PCT9511	TO	440	325	0	0	1737	1513	0	52	31	109	32	99	39	114	69	97	109	48	47	111	27	91	29	43	108	103	125	30
PCT9512	MV	446	274	0	0	1298	1442	0	37	32	107	21	103	31	111	70	88	107	47	41	94	19	94	32	52	115	96	107	38
PCT9512	ED	101	156	0	0	949	611	0	19	23	38	11	41	14	37	39	40	47	22	26	35	14	35	12	27	41	38	42	10
PCT9512	TO	547	430	0	0	2247	2053	0	56	55	145	32	144	45	148	109	128	154	69	67	129	33	129	44	79	156	134	149	48
PCT9513	MV	478	270	0	2	1269	1411	0	52	38	103	23	87	29	107	67	93	90	56	48	98	20	79	44	45	105	88	114	25
PCT9513	ED	136	169	0	0	944	746	0	25	17	61	18	48	23	54	35	49	43	26	24	55	10	49	23	32	45	45	54	10
PCT9513	TO	614	439	0	2	2213	2157	0	77	55	164	41	135	52	161	102	142	133	82	72	153	30	128	67	77	150	133	168	35
PCT9514	MV	498	295	0	1	1616	1324	0	58	42	86	21	74	46	87	82	66	79	61	46	84	32	69	48	64	83	78	82	36
PCT9514	ED	125	178	0	0	986	794	0	24	18	57	17	55	24	51	34	48	53	22	26	55	18	49	24	33	47	52	64	23
PCT9514	TO	623	473	0	1	2602	2118	0	82	60	143	38	129	70	138	116	114	132	83	72	139	50	118	72	97	130	130	146	59
PCT9515	MV	355	224	0	0	1164	1076	0	36	37	68	20	66	32	67	55	69	70	44	38	81	23	63	32	44	77	58	78	18
PCT9515	ED	105	137	0	0	855	515	0	15	18	36	8	37	9	38	31	37	28	21	12	35	10	35	20	22	30	27	39	7
PCT9515	TO	460	361	0	0	2019	1591	0	51	55	104	28	103	41	105	86	106	98	65	50	116	33	98	52	66	107	85	117	25
PCT9516	MV	433	273	0	0	1485	1245	0	35	34	80	23	82	42	89	56	73	77	45	41	95	33	59	42	65	84	68	95	27
PCT9516	ED	114	147	0	1	774	686	0	28	21	41	15	33	20	39	43	39	33	24	29	49	13	41	28	34	47	37	49	23
PCT9516	TO	547	420	0	1	2259	1931	0	63	55	121	38	115	62	128	99	112	110	69	70	144	46	100	70	99	131	105	144	50
PCT9517	MV	405	252	0	1	1171	1339	0	39	37	94	16	84	41	99	61	88	86	47	46	103	25	87	42	45	92	81	102	24
PCT9517	ED	105	151	0	0	794	716	0	19	22	47	10	55	13	50	37	51	49	20	17	60	11	47	17	22	46	48	62	13
PCT9517	TO	510	403	0	1	1965	2055	0	58	59	141	26	139	54	149	98	139	135	67	63	163	36	134	59	67	138	129	164	37
PCT9518	MV	423	254	0	0	1192	1348	0	33	39	104	15	74	41	97	59	75	94	45	40	106	26	86	45	56	98	84	95	36
PCT9518	ED	102	165	0	0	950	700	0	24	25	52	16	45	26	40	34	42	39	24	26	49	15	33	24	30	45	43	53	15
PCT9518	TO	525	419	0	0	2142	2048	0	57	64	156	31	119	67	137	93	117	133	69	66	155	41	119	69	86	143	127	148	51
PCT9519	MV	488	304	0	0	1592	1448	0	39	30	100	18	102	36	107	78	92	106	49	49	117	32	90	40	54	95	90	103	21
PCT9519	ED	124	180	0	0	1071	729	0	19	18	53	7	52	22	56	36	53	53	22	21	58	13	48	14	27	49	48	53	7
PCT9519	TO	612	484	0	0	2663	2177	0	58	48	153	25	154	58	163	114	145	159	71	70	175	45	138	54	81	144	138	156	28
PCT9521	MV	490	284	0	0	1442	1398	0	36	37	99	19	91	39	93	73	83	95	51	44	100	30	83	44	56	98	93	93	41
PCT9521	ED	153	186	0	0	1079	781	0	25	21	55	12	48	23	50	38	53	50	28	24	60	13	50	23	34	49	49	61	15
PCT9521	TO	643	470	0	0	2521	2179	0	61	58	154	31	139	62	143	111	136	145	79	68	160	43	133	67	90	147	142	154	56
PCT9701	MV	317	201	0	0	954	1056	0	39	34	62	13	66	50	64	49	60	66	44	38	75	33	62	37	53	65	50	66	30
PCT9701	ED	99	123	0	0	707	523	0	14	13	28	11	32	19	34	37	30	25	21	21	35	14	27	15	30	38	29	33	17
PCT9701	TO	416	324	0	0	1661	1579	0	53	47	90	24	98	69	98	86	90	91	65	59	110	47	89	52	83	103	79	99	47
PCT9702	MV	359	233	0	3	1230	1070	0	34	31	67	12	58	42	74	55	57	66	38	38	84	27	61	44	52	79	58	72	21
PCT9702	ED	111	145	0	0	807	643	0	23	21	45	15	38	28	43	39	36	43	19	26	34	10	38	19	25	49	39	39	14
PCT9702	TO	470	378	0	3	2037	1713	0	57	52	112	27	96	70	117	94	93	109	57	64	118	37	99	63	77	128	97	111	35
PCT9703	MV	455	260	0	0	1380	1220	0	36	49	54	30	66	52	56	77	60	73	55	51	103	36	61	67	69	74	56	57	38
PCT9703	ED	106	133	0	1	739	581	0	23	18	34	9	38	23	33	37	31	38	19	15	48	8	33	27	26	42	27	41	11
PCT9703	TO	561	393	0	1	2119	1801	0	59	67	88	39	104	75	89	114	91	111	74	66	151	44	94	94	95	116	83	98	49
PCT9704	MV	441	280	0	0	1488	1312	0	53	32	69	20	78	53	80	88	71	87	50	51	100	40	65	66	79	72	53	69	36
PCT9704	ED	142	182	0	0	1184	636	0	31	20	34	18	33	30	32	51	28	31	21	24	51	18	28	40	33	36	26	39	12
PCT9704	TO	583	462	0	0	2672	1948	0	84	52	103	38	111	83	112	139	99	118	71	75	151	58	93	106	112	108	79	108	48
PCT9705	MV	531	338	0	0	1828	1552	0	56	50	79	25	94	63	83	96	77	87	65	59	107	49	87	74	84	100	84	98	35
PCT9705	ED	117	163	0	0	1033	597	0	12	13	46	8	43	11	41	34	38	42	17	19	50	5	41	19	31	40	38	39	10
PCT9705	TO	648	501	0	0	2861	2149	0	68	63	125	33	137	74	124	130	115	129	82	78	157	54	128	93	115	140	122	137	45
PCT9706	MV	29	22	0	0	109	111	0	4	3	8	0	6	3	9	11	4	7	6	5	9	1	6	5	5	5	5	6	3
PCT9706	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9706	TO	27	22	0	0	109	111	0	4	3	8	0	6	3	9	11	4	7	6	5	9	1	6	5	5	5	5	6	3
PCT9707	MV	403	236	0	1	1175	1175	0	47	33	60	19	49	35	67	83	68	63	52	54	87	30	57	66	71	76	60	66	32
PCT9707	ED	71	104	0	0	695	345	0	10	7	24	6	23	6	18	27	17	23	10	10	36	8	21	20	18	20	18	20	3
PCT9707	TO	474	340	0	1	1870	1520	0	57	40	84	25	72	41	85	110	85	86	62	64	123	38	78	86	89	96	78	86	35
PCT9708	MV	508	318	0	0	1615	1565	0	65	50	95	23	81	62	105	102	79	95	63	62	100	39	75	73	90	97	78	89	42
PCT9708	ED	114	159	0	0	961	629	0	20	23	41	13	42	19	39	34	35	36	24	22	49	12	38	21	28	47	33	40	13
PCT9708	TO	622	477	0	0	2576	2194	0	85	73	136	36	123	81	144	136	114	131	87	84	149	51	113	94	118	144	111	129	55
PCT9709	MV	437	265	0	0	1371	1279	0	49	30	61	30	59	55	64	100	60	69	62	63	104	28	52	92	95	81	44	52	29
PCT9709	ED	110	148	0	0	865	615	0	25	21	25	10	33	28	29	44	38	37	24	23	47	16	32	28	34	39	35	38	9
PCT9709	TO	547	413	0	0	2236	1894	0	74	51	86	40	92	83	93	144	98	106	86	86	151	44	84	120	129	120	79	90	38
PCT9711	MV	304	203	0	0	1069	961	0	44	31	51	19	46	32	52	80	50	43	40	37	66	24	44	52	65	59	45	53	28
PCT9711	ED	83	114	0	0	697	443	0	19	14	21	13	28	12	18	42	17	19	16	25	29	14	19	24	35	28	20	20	10
PCT9711	TO	387	317	0	0	1766	1404	0	63	45	72	32	74	44	70	122	67	62	56	62	95	38	63	76	100	87	65	73	38
PCT9712	MV	321	234	0	0	1398	942	0	31	26	45	31	47	31	61	86	38	52	33	42	70	20	39	59	68	60	37	41	25
PCT9712	ED	77	101	0	0	654	356	0	24	7	25	25	20	12	15	35	14	18	14	9	15	10	16	18	16	24	13	21	5
PCT9712	TO	398	335	0	0	2052	1298	0	55	33	70	56	67	43	76	121	52	70	47	51	85	30	55	77	84	84	50	62	30
PCT9713	MV	409	247	0	0	1243	1227	0	45	41	63	21	59	46	64	90	52	78	52	52	95	35	56	86	79	69	54	61	29
PCT9713	ED	97	117	0	1	699	461	0	19	17	25	7	23	21	23	33	24	30	16	19	34	15	19	27	32	29	16	21	11
PCT9713	TO	506	364	0	1	1942	1688	0	64	58	88	28	82	67	87	123	76	108	68	71	129	50	75	113	111	98	70	82	40
PCT9714	MV	436	278	0	0	1494	1286	0	61	41	58	31	52	64	71	122	50	58	70	65	76	41	48	84	96	69	42	44	43
PCT9714	ED	89	119	0	0	649	541	0	26	15	31	12	17	19	35	56	21	25	26	29	30	11	23	38	40	29	17	26	15
PCT9714	TO	525	397	0	0	2143	1827	0	87	56	89	43	69	83	106	178	71	83	96	94	106	52	71	122	136	98	59	70	58
PCT9715	MV	249	161	0	0	949	661	0	27	17	32	30	30	25	34	69	29	27	32	38	41	22	22	36	46	38	25	23	18
PCT9715	ED	86	109	0	0	677	413	0	27	14	19	32	13	16	20	56	12	14	19	18	18	11	15	32	29	17	10	15	6
PCT9715	TO	335	270	0	0	1626	1074	0	54	31	51	62	43	41	54	125	41	41	51	56	59	33	37	68	75	55	35	38	24
PCT9716	MV	421	256	0	2	1379	1161	0	49	30	65	28	55	55	59	94	52	66	46	42	95	41	55	73	62	62	45	58	29
PCT9716	ED	125	144	0	0	938	502	0	17	11	28	13	23	10	26	54	27	26	18	21	35	12	28	28	24	40	20	31	10
PCT9716	TO	546	400	0	2	2317	1663	0	66	41	93	41	78	65	85	148	79	92	64	63	130	53	83	101	86	102	65	89	39
PCT9717	MV	454	302	0	2	1543	1457	0	64	53	56	37	60	64	81	128	57	82	62	68	88	67	54	97	93	83	60	68	35
PCT9717	ED	127	133	0	0	741	589	0	18	14	33	11	33	18	34	55	33	31	27	23	44	15	20	37	34	41	23	33	12
PCT9717	TO	581	435	0	2	2284	2046	0	82	67	89	48	93	82	115	183	90	113	89	91	132	82	74	134	127	124	83	101	47
PCT9718	MV	424	296	0	0	1492	1468	0	65	57	73	33	71	57	86	133	67	74	52	72	101	37	71	90	80	88	55	72	34
PCT9718	ED	81	114	0	0	615	525	0	22	20	25	14	23	21	25	54	20	22	26	26	35	19	24	38	32	24	20	19	16
PCT9718	TO	505	410	0	0	2107	1993	0	87	77	98	47	94	78	111	187	87	96	78	98	136	56	95	128	112	112	75	91	50
PCT9719	MV	436	307	0	2	1824	1226	0	65	41	65	33	39	48	55	143	41	57	54	66	76	37	47	83	90	68	36	44	38
PCT9719	ED	102	118	0	0	672	508	0	24	15	27	15	21	22	26	51	21	20	23	25	30	10	21	34	37	36	18	21	11
PCT9719	TO	538	425	0	2	2496	1734	0	89	56	92	48	60	70	81	194	62	77	77	91	106	47	68	117	127	104	54	65	49
PCT9721	MV	291	201	0	0	1026	984	0	42	27	46	23	46	37	49	86	42	53	42	50	62	35	46	57	61	66	41	49	24
PCT9721	ED	98	125	0	1	757	483	0	27	15	17	10	18	15	24	59	14	19	26	29	32	10	16	37	34	25	17	20	19
PCT9721	TO	389	326	0	1	1783	1467	0	69	42	63	33	64	52	73	145	56	72	68	79	94	45	62	94	95	91	58	69	43
PCT9722	MV	291	202	0	2	1064	936	0	53	30	42	28	32	27	53	90	34	42	47	45	55	19	38	66	65	62	37	50	21
PCT9722	ED	43	62	0	0	272	348	0	13	10	22	11	20	12	21	23	19	23	10	13	20	7	23	15	14	21	18	23	10
PCT9722	TO	334	264	0	2	1336	1284	0	66	40	64	39	52	39	74	113	53	65	57	58	75	26	61	81	79	83	55	73	31
PCT9723	MV	214	121	0	2	597	593	0	34	24	17	11	24	38	25	39	29	33	28	30	38	30	15	49	46	27	16	20	20
PCT9723	ED	25	39	0	0	265	125	0	7	3	5	4	6	5	7	16	5	5	3	5	11	3	5	7	8	7	4	6	3
PCT9723	TO	239	160	0	2	862	718	0	41	27	22	15	30	43	32	55	34	38	31	35	49	33	20	56	54	34	20	26	23
PCT9724	MV	411	232	0	1	1241	1069	0	43	25	38	22	43	49	61	94	38	60	43	45	81	36	43	91	77	66	29	50	35
PCT9724	ED	60	88	0	0	584	296	0	12	12	12	6	18	13	15	25	10	16	15	14	27	9	8	21	19	14	10	13	7
PCT9724	TO	471	320	0	1	1825	1365	0	55	37	50	28	61	62	76	119	48	76	58	59	108	45	51	112	96	80	39	63	42
PCT9725	MV	407	240	0	1	1307	1083	0	55	35	45	25	40	61	49	97	41	60	37	55	74	42	33	90	84	56	32	46	26
PCT9725	ED	72	108	0	0	585	495	0	35	22	25	19	24	24	25	35	18	20	23	18	28	11	22	34	27	35	17	25	8
PCT9725	TO	479	348	0	1	1892	1578	0	90	57	70	44	64	85	74	132	59	80	60	73	102	53	55	124	111	91	49	71	34
PCT9726	MV	419	166	0	0	726	934	0	43	28	60	26	66	30	55	47	75	53	34	31	61	15	44	31	28	50	56	81	20
PCT9726	ED	-58	210	0	0	1258	842	0	37	16	50	26	65	22	45	36	72	47	33	26	43	11	59	28	17	64	49	79	17
PCT9726	TO	361	376	0	0	1984	1776	0	80	44	110	52	131	52	100	83	147	100	67	57	104	26	103	59	45	114	105	160	37
PCT9727	MV	211	129	0	0	637	653	0	24	14	32	22	32	18	42	51	32	35	36	30	54	15	19	43	42	33	26	35	18
PCT9727	ED	33	49	0	0	319	171	0	8	4	10	1	6	5	7	18	7	11	4	11	10	5	8	14	10	11	9	9	3
PCT9727	TO	244	178	0	0	956	824	0	32	18	42	23	38	23	49	69	39	46	40	41	64	20	27	57	52	44	35	44	21
PCT9728	MV	409	276	0	1	1454	1296	0	68	47	51	28	51	57	65	122	48	64	68	63	70	53	42	97	95	71	39	55	42
PCT9728	ED	103	127	0	0	726	544	0	33	19	23	14	20	21	21	61	20	21	32	32	28	20	13	37	52	30	18	19	10
PCT9728	TO	512	403	0	1	2180	1840	0	101	66	74	42	71	78	86	183	68	85	100	95	98	73	55	134	147	101	57	74	52
PCT9729	MV	315	196	0	0	1156	804	0	41	28	33	20	18	44	38	98	23	31	36	49	45	37	22	68	62	39	20	25	27
PCT9729	ED	86	119	0	0	707	483	0	30	27	17	17	13	19	18	57	16	18	20	31	23	22	18	30	36	29	10	19	13
PCT9729	TO	401	315	0	0	1863	1287	0	71	55	50	37	31	63	56	155	39	49	56	80	68	59	40	98	98	68	30	44	40
PCT9731	MV	238	159	0	0	882	708	0	29	18	36	12	27	21	43	66	29	42	30	31	55	28	28	45	44	40	30	40	14
PCT9731	ED	79	97	0	0	698	272	0	14	10	10	10	12	8	13	34	8	14	10	11	15	9	10	24	25	14	6	9	6
PCT9731	TO	317	256	0	0	1580	980	0	43	28	46	22	39	29	56	100	37	56	40	42	70	37	38	69	69	54	36	49	20
PCT9732	MV	44	32	0	0	180	140	0	10	6	7	7	5	6	4	15	6	1	9	7	5	2	7	14	4	6	5	8	6
PCT9732	ED	0	3	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9732	TO	44	35	0	0	210	140	0	10	6	7	7	5	6	4	15	6	1	9	7	5	2	7	14	4	6	5	8	6
PCT9733	MV	178	127	0	0	669	601	0	25	19	38	6	40	14	35	41	33	33	22	23	42	10	30	30	34	42	27	40	17
PCT9733	ED	-14	9	0	0	60	30	0	2	1	3	0	2	1	1	3	3	1	1	2	1	1	0	0	2	1	1	2	2
PCT9733	TO	164	136	0	0	729	631	0	27	20	41	6	42	15	36	44	36	34	23	25	43	11	30	30	36	43	28	42	19
PCT9734	MV	265	195	0	0	973	977	0	44	35	51	23	38	34	61	98	35	40	42	49	59	43	38	64	67	57	32	33	34
PCT9734	ED	69	87	0	1	515	345	0	17	19	16	8	12	15	18	38	8	13	20	26	12	15	10	25	22	22	5	11	13
PCT9734	TO	334	282	0	1	1488	1322	0	61	54	67	31	50	49	79	136	43	53	62	75	71	58	48	89	89	79	37	44	47
PCT9735	MV	375	266	0	0	1414	1246	0	48	32	60	19	54	52	67	117	52	64	61	61	79	37	48	89	85	84	43	54	40
PCT9735	ED	95	128	0	0	926	354	0	17	4	16	12	9	11	17	36	12	11	14	23	31	13	14	29	31	19	8	20	7
PCT9735	TO	470	394	0	0	2340	1600	0	65	36	76	31	63	63	84	153	64	75	75	84	110	50	62	118	116	103	51	74	47
PCT9736	MV	361	247	0	0	1331	1139	0	53	43	57	26	48	50	52	104	46	49	54	58	68	61	38	74	74	51	36	53	44
PCT9736	ED	90	127	0	0	813	457	0	19	17	27	4	21	16	23	43	20	26	17	22	28	35	14	27	30	21	17	21	9
PCT9736	TO	451	374	0	0	2144	1596	0	72	60	84	30	69	66	75	147	66	75	71	80	96	96	52	101	104	72	53	74	53
PCT9737	MV	414	290	0	1	1541	1349	0	40	35	75	18	58	44	82	121	66	79	61	63	95	29	60	84	87	93	56	68	35
PCT9737	ED	105	118	0	0	667	513	0	19	10	35	7	26	12	38	34	28	35	22	24	41	7	27	17	29	35	27	31	9
PCT9737	TO	519	408	0	1	2208	1862	0	59	45	110	25	84	56	120	155	94	114	83	87	136	36	87	101	116	128	83	99	44
PCT9738	MV	377	215	0	1	985	1155	0	48	34	81	37	63	33	72	65	78	48	49	54	74	18	54	51	45	81	64	91	15
PCT9738	ED	80	96	0	0	592	368	0	17	16	18	13	16	15	20	21	25	20	15	17	19	5	20	18	12	27	18	30	6
PCT9738	TO	457	311	0	1	1577	1523	0	65	50	99	50	79	48	92	86	103	68	64	71	93	23	74	69	57	108	82	121	21
PCT9739	MV	448	206	0	0	938	1122	0	32	26	72	33	82	29	78	37	85	71	23	36	82	15	76	34	38	89	71	94	19
PCT9739	ED	22	201	0	1	1177	823	0	34	28	58	27	51	23	42	33	67	48	20	39	54	6	65	21	18	55	49	75	10
PCT9739	TO	470	407	0	1	2115	1945	0	66	54	130	60	133	52	120	70	152	119	43	75	136	21	141	55	56	144	120	169	29
PCT9741	MV	672	152	0	0	766	754	0	32	15	51	24	56	24	46	24	65	52	24	29	45	10	51	11	14	42	51	76	12
PCT9741	ED	-420	383	0	0	2421	1409	0	74	38	92	63	83	41	55	48	113	93	43	69	81	19	94	35	19	87	92	149	21
PCT9741	TO	252	535	0	0	3187	2163	0	106	53	143	87	139	65	101	72	178	145	67	98	126	29	145	46	33	129	143	225	33
PCT9742	MV	253	118	0	1	758	412	0	17	16	19	12	21	23	18	26	19	25	17	13	33	17	16	29	30	18	18	19	6
PCT9742	ED	72	104	0	0	647	393	0	21	12	17	6	18	16	20	34	24	17	17	19	25	8	17	33	23	26	14	17	9
PCT9742	TO	325	222	0	1	1405	805	0	38	28	36	18	39	39	38	60	43	42	34	32	58	25	33	62	53	44	32	36	15
PCT9743	MV	571	294	0	1	1301	1629	0	48	34	105	29	96	45	103	88	103	107	61	69	124	28	97	81	75	107	90	112	27
