area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	1:YES	2:NO
ALLPCTS	TO	503899	304904	0	73	25563	279268	210727	68541
ALLPCTS	ED	101264	107001	0	22	9826	97153	76863	20290
ALLPCTS	MV	402635	197903	0	51	15737	182115	133864	48251
PCT1101	MV	448	216	0	0	16	200	133	67
PCT1101	ED	114	93	0	0	8	85	68	17
PCT1101	TO	562	309	0	0	24	285	201	84
PCT1102	MV	774	370	0	0	21	349	220	129
PCT1102	ED	230	209	0	0	13	196	147	49
PCT1102	TO	1004	579	0	0	34	545	367	178
PCT1103	MV	749	373	0	0	21	352	241	111
PCT1103	ED	222	194	0	0	12	182	131	51
PCT1103	TO	971	567	0	0	33	534	372	162
PCT1104	MV	751	343	0	0	19	324	228	96
PCT1104	ED	267	169	0	0	17	152	110	42
PCT1104	TO	1018	512	0	0	36	476	338	138
PCT1106	MV	598	255	0	0	14	241	148	93
PCT1106	ED	173	149	0	0	14	135	99	36
PCT1106	TO	771	404	0	0	28	376	247	129
PCT1107	MV	612	288	0	0	20	268	184	84
PCT1107	ED	139	125	0	0	5	120	92	28
PCT1107	TO	751	413	0	0	25	388	276	112
PCT1108	MV	725	360	0	0	20	340	256	84
PCT1108	ED	198	159	0	0	15	144	111	33
PCT1108	TO	923	519	0	0	35	484	367	117
PCT1109	MV	653	285	0	0	16	269	174	95
PCT1109	ED	169	141	0	0	11	130	97	33
PCT1109	TO	822	426	0	0	27	399	271	128
PCT1111	MV	849	354	0	0	23	331	222	109
PCT1111	ED	197	189	0	0	15	174	137	37
PCT1111	TO	1046	543	0	0	38	505	359	146
PCT1112	MV	643	280	0	0	18	262	194	68
PCT1112	ED	159	119	0	0	9	110	88	22
PCT1112	TO	802	399	0	0	27	372	282	90
PCT1113	MV	675	286	0	0	19	267	166	101
PCT1113	ED	120	108	0	0	13	95	70	25
PCT1113	TO	795	394	0	0	32	362	236	126
PCT1114	MV	769	328	0	0	19	309	227	82
PCT1114	ED	222	167	0	0	17	150	125	25
PCT1114	TO	991	495	0	0	36	459	352	107
PCT1115	MV	743	295	0	0	20	275	183	92
PCT1115	ED	193	131	0	0	13	118	95	23
PCT1115	TO	936	426	0	0	33	393	278	115
PCT1116	MV	715	309	0	0	22	287	195	92
PCT1116	ED	216	197	0	0	18	179	145	34
PCT1116	TO	931	506	0	0	40	466	340	126
PCT1117	MV	665	259	0	0	18	241	164	77
PCT1117	ED	181	152	0	0	12	140	114	26
PCT1117	TO	846	411	0	0	30	381	278	103
PCT1118	MV	846	366	0	0	12	354	246	108
PCT1118	ED	219	164	0	0	14	150	116	34
PCT1118	TO	1065	530	0	0	26	504	362	142
PCT1119	MV	659	305	0	0	16	289	214	75
PCT1119	ED	138	117	0	0	10	107	88	19
PCT1119	TO	797	422	0	0	26	396	302	94
PCT1121	MV	556	269	0	0	24	245	148	97
PCT1121	ED	149	123	0	0	8	115	79	36
PCT1121	TO	705	392	0	0	32	360	227	133
PCT1122	MV	519	247	0	0	19	228	136	92
PCT1122	ED	118	97	0	0	7	90	62	28
PCT1122	TO	637	344	0	0	26	318	198	120
PCT1123	MV	730	258	0	0	13	245	164	81
PCT1123	ED	208	151	0	0	10	141	109	32
PCT1123	TO	938	409	0	0	23	386	273	113
PCT1124	MV	631	246	0	0	7	239	157	82
PCT1124	ED	198	125	0	0	8	117	94	23
PCT1124	TO	829	371	0	0	15	356	251	105
PCT1125	MV	919	365	0	0	30	335	204	131
PCT1125	ED	178	115	0	0	13	102	88	14
PCT1125	TO	1097	480	0	0	43	437	292	145
PCT1126	MV	812	308	0	0	21	287	198	89
PCT1126	ED	200	108	0	0	2	106	77	29
PCT1126	TO	1012	416	0	0	23	393	275	118
PCT1127	MV	743	295	0	0	13	282	155	127
PCT1127	ED	222	148	0	0	6	142	104	38
PCT1127	TO	965	443	0	0	19	424	259	165
PCT1128	MV	734	287	0	0	14	273	158	115
