area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	145:LISA REMMER	146:JOSEPH C ROBERTS	147:STEPHEN WAID	148:LEO LACAYO	149:RYAN LAM	150:CHRISTIAN FOSTER	151:JOSH YORK	152:EVE DEL CASTELLO	153:CHRIS WARD KLINE	154:ERIN SMITH	155:LARRY MARSO	156:NICOLE GARAY	157:CALE GARVERICK	158:KRISTA GARVERICK
PCT7201	MV	789	42	0	0	284	178	0	14	11	13	10	13	10	11	12	9	25	10	11	21	8
PCT7201	ED	146	11	0	0	99	22	0	1	2	0	2	3	2	0	2	4	3	0	1	1	1
PCT7201	TO	935	53	0	0	383	200	0	15	13	13	12	16	12	11	14	13	28	10	12	22	9
PCT7202	MV	708	43	0	0	279	194	0	15	15	9	9	14	14	13	11	9	24	14	13	22	12
PCT7202	ED	143	2	0	0	12	10	0	1	1	0	0	1	0	0	1	1	2	1	1	1	0
PCT7202	TO	851	45	0	0	291	204	0	16	16	9	9	15	14	13	12	10	26	15	14	23	12
PCT7203	MV	693	20	0	0	151	69	0	7	4	5	3	5	4	6	2	1	10	5	4	7	6
PCT7203	ED	186	2	0	0	15	7	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0
PCT7203	TO	879	22	0	0	166	76	0	7	4	5	3	6	5	6	3	2	11	5	5	8	6
PCT7204	MV	773	30	0	0	208	122	0	13	8	11	5	5	6	13	4	5	12	11	6	13	10
PCT7204	ED	126	7	0	0	46	31	0	3	2	1	3	2	4	1	1	2	4	1	3	3	1
PCT7204	TO	899	37	0	0	254	153	0	16	10	12	8	7	10	14	5	7	16	12	9	16	11
PCT7205	MV	724	35	0	0	207	178	0	18	9	16	8	11	8	16	10	4	17	15	13	21	12
PCT7205	ED	147	12	0	0	88	44	0	6	3	3	2	4	1	5	1	3	3	3	3	4	3
PCT7205	TO	871	47	0	0	295	222	0	24	12	19	10	15	9	21	11	7	20	18	16	25	15
PCT7206	MV	299	10	0	0	72	38	0	5	4	4	2	2	2	3	0	0	3	3	3	4	3
PCT7206	ED	78	6	0	0	33	33	0	4	2	2	1	2	2	3	0	2	4	2	2	3	4
PCT7206	TO	377	16	0	0	105	71	0	9	6	6	3	4	4	6	0	2	7	5	5	7	7
PCT7207	MV	744	22	0	0	190	52	0	6	4	3	3	3	3	2	3	4	7	2	3	6	3
PCT7207	ED	123	8	0	0	50	38	0	3	2	2	3	3	2	2	3	2	7	1	3	4	1
PCT7207	TO	867	30	0	0	240	90	0	9	6	5	6	6	5	4	6	6	14	3	6	10	4
PCT7208	MV	492	24	0	0	189	75	0	10	4	8	1	5	3	7	3	5	5	7	6	5	6
PCT7208	ED	78	5	0	0	53	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PCT7208	TO	570	29	0	0	242	77	0	10	5	8	1	5	3	7	4	5	5	7	6	5	6
PCT7209	MV	595	46	0	0	361	145	0	12	9	11	9	10	9	12	7	9	15	10	8	15	9
PCT7209	ED	52	3	0	0	17	16	0	1	0	1	1	2	1	1	1	2	1	1	2	1	1
PCT7209	TO	647	49	0	0	378	161	0	13	9	12	10	12	10	13	8	11	16	11	10	16	10
PCT7301	MV	813	28	0	0	197	111	0	10	10	9	6	6	6	6	3	5	16	8	8	10	8
PCT7301	ED	201	5	0	0	32	23	0	2	2	2	2	1	2	1	1	1	2	1	2	3	1
PCT7301	TO	1014	33	0	0	229	134	0	12	12	11	8	7	8	7	4	6	18	9	10	13	9
PCT7302	MV	713	32	0	0	274	78	0	11	6	5	5	4	5	4	3	4	9	5	5	7	5
PCT7302	ED	136	9	0	0	60	39	0	4	4	4	3	2	4	2	2	1	3	1	2	5	2
PCT7302	TO	849	41	0	0	334	117	0	15	10	9	8	6	9	6	5	5	12	6	7	12	7
PCT7303	MV	869	22	0	0	149	93	0	7	3	9	6	10	6	8	4	5	7	8	6	7	7
PCT7303	ED	199	12	0	0	107	25	0	2	2	1	4	2	1	1	2	0	4	1	1	3	1
PCT7303	TO	1068	34	0	0	256	118	0	9	5	10	10	12	7	9	6	5	11	9	7	10	8
PCT7304	MV	803	23	0	0	176	77	0	7	4	4	3	7	4	4	7	3	8	7	5	9	5
PCT7304	ED	198	10	0	0	66	44	0	3	3	5	3	5	3	3	4	3	3	0	3	3	3
PCT7304	TO	1001	33	0	0	242	121	0	10	7	9	6	12	7	7	11	6	11	7	8	12	8
PCT7305	MV	714	46	0	0	331	175	0	18	11	16	6	13	12	10	8	4	22	12	11	17	15
PCT7305	ED	153	17	0	0	114	73	0	6	3	5	1	5	2	6	4	3	11	6	6	10	5
PCT7305	TO	867	63	0	0	445	248	0	24	14	21	7	18	14	16	12	7	33	18	17	27	20
PCT7306	MV	801	31	0	0	193	148	0	15	12	13	6	13	6	13	6	6	15	13	9	12	9
PCT7306	ED	243	3	0	0	22	11	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1
PCT7306	TO	1044	34	0	0	215	159	0	16	13	14	7	14	6	14	6	7	16	14	9	13	10
PCT7307	MV	605	23	0	0	160	93	0	8	4	7	4	8	7	7	5	5	11	6	6	8	7
PCT7307	ED	169	6	0	0	60	6	0	2	0	0	0	0	0	0	0	2	1	0	0	1	0
PCT7307	TO	774	29	0	0	220	99	0	10	4	7	4	8	7	7	5	7	12	6	6	9	7
PCT7308	MV	520	19	0	0	138	71	0	8	3	6	1	5	3	6	4	4	8	5	3	8	7
PCT7308	ED	105	6	0	0	38	28	0	3	3	2	2	2	1	3	2	2	1	2	1	2	2
PCT7308	TO	625	25	0	0	176	99	0	11	6	8	3	7	4	9	6	6	9	7	4	10	9
PCT7309	MV	691	31	0	0	223	118	0	10	5	6	4	9	8	7	11	5	16	7	10	14	6
PCT7309	ED	167	8	0	0	47	41	0	3	3	4	3	3	3	2	2	1	5	2	3	5	2
PCT7309	TO	858	39	0	0	270	159	0	13	8	10	7	12	11	9	13	6	21	9	13	19	8
PCT7311	MV	698	16	0	0	113	63	0	7	6	5	5	4	4	5	1	1	7	4	4	5	5
PCT7311	ED	208	6	0	0	58	8	0	1	0	0	0	3	0	0	0	3	0	0	0	1	0
PCT7311	TO	906	22	0	0	171	71	0	8	6	5	5	7	4	5	1	4	7	4	4	6	5
PCT7312	MV	700	45	0	0	315	180	0	20	12	12	11	12	11	13	7	5	19	15	11	18	14
PCT7312	ED	110	13	0	0	79	64	0	7	2	5	3	7	4	5	3	3	5	5	4	7	4
PCT7312	TO	810	58	0	0	394	244	0	27	14	17	14	19	15	18	10	8	24	20	15	25	18
PCT7313	MV	819	41	0	0	220	231	0	22	14	15	11	22	12	18	17	11	19	16	19	16	19
PCT7313	ED	184	3	0	0	25	8	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0
PCT7313	TO	1003	44	0	0	245	239	0	23	15	15	11	23	12	18	18	12	20	16	20	17	19
PCT7314	MV	612	7	0	0	52	25	0	4	2	2	1	2	1	2	0	1	3	1	1	3	2
PCT7314	ED	147	6	0	0	55	11	0	2	0	0	1	2	0	1	0	0	1	2	1	0	1
PCT7314	TO	759	13	0	0	107	36	0	6	2	2	2	4	1	3	0	1	4	3	2	3	3
PCT7315	MV	570	13	0	0	111	32	0	3	3	2	3	2	3	2	0	1	5	2	2	2	2
PCT7315	ED	195	8	0	0	70	18	0	1	2	0	1	2	1	0	1	2	3	1	1	2	1
PCT7315	TO	765	21	0	0	181	50	0	4	5	2	4	4	4	2	1	3	8	3	3	4	3
PCT7316	MV	654	13	0	0	74	69	0	9	2	4	2	5	4	6	3	2	7	6	6	6	7
PCT7316	ED	178	6	0	0	49	17	0	2	0	1	0	3	0	2	1	1	1	2	1	1	2
PCT7316	TO	832	19	0	0	123	86	0	11	2	5	2	8	4	8	4	3	8	8	7	7	9
PCT7317	MV	744	41	0	0	246	205	0	22	15	13	11	14	12	16	14	8	20	15	14	15	16
PCT7317	ED	146	3	0	0	20	13	0	1	1	1	0	2	0	1	1	1	1	1	1	1	1
PCT7317	TO	890	44	0	0	266	218	0	23	16	14	11	16	12	17	15	9	21	16	15	16	17
PCT7318	MV	605	20	0	0	127	93	0	9	5	6	6	9	4	6	4	2	11	6	6	10	9
PCT7318	ED	118	5	0	0	41	14	0	2	1	1	0	1	1	1	1	0	2	1	0	2	1
PCT7318	TO	723	25	0	0	168	107	0	11	6	7	6	10	5	7	5	2	13	7	6	12	10
PCT7319	MV	861	30	0	0	200	130	0	12	9	7	7	10	8	6	8	6	15	8	11	15	8
PCT7319	ED	188	12	0	0	89	43	0	4	3	3	2	3	2	3	3	1	3	4	3	6	3
PCT7319	TO	1049	42	0	0	289	173	0	16	12	10	9	13	10	9	11	7	18	12	14	21	11
PCT7321	MV	557	13	0	0	118	25	0	6	3	2	0	2	1	1	1	2	1	2	3	0	1
PCT7321	ED	102	3	0	0	31	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PCT7321	TO	659	16	0	0	149	27	0	6	3	2	0	4	1	1	1	2	1	2	3	0	1
PCT7322	MV	742	14	0	0	107	47	0	5	4	5	3	3	4	5	3	3	0	5	1	1	5
PCT7322	ED	146	2	0	0	21	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PCT7322	TO	888	16	0	0	128	48	0	5	4	5	3	3	5	5	3	3	0	5	1	1	5
PCT7323	MV	790	19	0	0	132	77	0	8	4	5	3	8	4	5	6	4	7	4	6	8	5
PCT7323	ED	166	8	0	0	69	19	0	3	1	1	1	2	1	0	3	1	2	0	2	2	0
PCT7323	TO	956	27	0	0	201	96	0	11	5	6	4	10	5	5	9	5	9	4	8	10	5
PCT7324	MV	587	15	0	0	115	50	0	5	3	4	3	5	3	3	4	2	7	2	2	5	2
PCT7324	ED	150	7	0	0	56	21	0	2	2	1	2	2	2	1	1	2	1	1	2	1	1
PCT7324	TO	737	22	0	0	171	71	0	7	5	5	5	7	5	4	5	4	8	3	4	6	3
PCT7325	MV	714	19	0	0	135	74	0	9	2	6	4	6	5	7	4	5	6	6	2	5	7
PCT7325	ED	172	7	0	0	50	27	0	3	1	2	2	2	2	2	1	1	2	2	3	3	1
PCT7325	TO	886	26	0	0	185	101	0	12	3	8	6	8	7	9	5	6	8	8	5	8	8
PCT7326	MV	685	27	0	0	213	84	0	8	4	6	5	13	4	5	5	5	8	6	3	7	5
PCT7326	ED	174	8	0	0	61	27	0	2	3	3	0	2	0	1	1	3	2	3	2	2	3
PCT7326	TO	859	35	0	0	274	111	0	10	7	9	5	15	4	6	6	8	10	9	5	9	8
PCT7327	MV	561	13	0	0	124	19	0	5	0	1	1	2	1	3	0	0	2	1	0	2	1
PCT7327	ED	126	1	0	0	4	7	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1
PCT7327	TO	687	14	0	0	128	26	0	6	1	2	2	2	1	4	0	0	2	2	0	2	2
PCT7328	MV	829	26	0	0	189	97	0	5	9	5	6	12	8	5	9	6	8	4	8	7	5
PCT7328	ED	173	7	0	0	56	21	0	1	1	2	1	3	1	2	1	1	0	1	2	3	2
PCT7328	TO	1002	33	0	0	245	118	0	6	10	7	7	15	9	7	10	7	8	5	10	10	7
PCT7329	MV	556	30	0	0	210	120	0	10	7	8	8	12	7	10	6	3	13	6	10	13	7
PCT7329	ED	95	7	0	0	19	58	0	5	5	5	6	1	7	5	0	2	4	5	4	5	4
PCT7329	TO	651	37	0	0	229	178	0	15	12	13	14	13	14	15	6	5	17	11	14	18	11
PCT7331	MV	710	50	0	0	317	233	0	24	17	17	13	15	16	13	13	15	21	13	17	24	15
PCT7331	ED	160	18	0	0	89	109	0	11	8	10	7	4	8	11	0	1	10	11	8	10	10
PCT7331	TO	870	68	0	0	406	342	0	35	25	27	20	19	24	24	13	16	31	24	25	34	25
PCT7332	MV	654	14	0	0	103	51	0	5	2	4	4	3	3	4	6	4	5	3	3	1	4
PCT7332	ED	136	9	0	0	74	25	0	1	3	1	1	3	1	1	3	1	3	1	2	3	1
PCT7332	TO	790	23	0	0	177	76	0	6	5	5	5	6	4	5	9	5	8	4	5	4	5
PCT7333	MV	822	26	0	1	171	104	0	10	6	8	7	11	4	8	6	5	9	5	6	11	8
PCT7333	ED	193	10	0	0	74	36	0	3	3	3	1	5	1	3	2	3	2	3	3	3	1
PCT7333	TO	1015	36	0	1	245	140	0	13	9	11	8	16	5	11	8	8	11	8	9	14	9
PCT7334	MV	688	16	0	0	132	44	0	3	4	2	3	5	3	2	1	1	9	2	3	5	1
PCT7334	ED	131	9	0	0	72	27	0	1	2	2	2	4	2	2	0	2	4	2	1	3	0
PCT7334	TO	819	25	0	0	204	71	0	4	6	4	5	9	5	4	1	3	13	4	4	8	1
PCT7335	MV	788	48	0	0	302	226	0	20	16	18	12	13	17	16	9	10	24	15	18	22	16
PCT7335	ED	146	9	0	0	50	49	0	3	6	3	4	6	4	2	4	6	4	2	2	2	1
PCT7335	TO	934	57	0	0	352	275	0	23	22	21	16	19	21	18	13	16	28	17	20	24	17
PCT7336	MV	779	63	0	0	428	265	0	26	15	21	18	11	18	20	12	10	22	24	20	27	21
PCT7336	ED	175	8	0	0	75	13	0	2	0	1	0	2	0	0	1	0	4	0	0	2	1
PCT7336	TO	954	71	0	0	503	278	0	28	15	22	18	13	18	20	13	10	26	24	20	29	22
PCT7337	MV	772	41	0	0	332	119	0	10	6	10	4	9	7	9	2	5	11	10	10	15	11
PCT7337	ED	125	8	0	0	37	51	0	6	2	6	4	3	3	5	3	2	4	4	2	3	4
PCT7337	TO	897	49	0	0	369	170	0	16	8	16	8	12	10	14	5	7	15	14	12	18	15
PCT7338	MV	770	16	0	0	128	48	0	7	1	5	2	3	1	5	2	1	6	5	3	2	5
PCT7338	ED	125	6	0	0	45	21	0	3	1	1	2	1	2	1	1	1	2	1	1	3	1
PCT7338	TO	895	22	0	0	173	69	0	10	2	6	4	4	3	6	3	2	8	6	4	5	6
PCT7339	MV	605	9	0	0	51	48	0	3	4	3	1	6	2	2	2	4	7	3	3	5	3
PCT7339	ED	150	7	0	0	35	42	0	6	4	4	1	0	3	5	0	2	3	3	3	4	4
PCT7339	TO	755	16	0	0	86	90	0	9	8	7	2	6	5	7	2	6	10	6	6	9	7
PCT7341	MV	675	11	0	0	100	21	0	0	2	0	2	4	2	1	3	1	2	1	1	2	0
PCT7341	ED	178	2	0	0	20	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PCT7341	TO	853	13	0	0	120	23	0	1	2	0	2	4	2	1	3	1	3	1	1	2	0
PCT7342	MV	674	21	0	0	160	71	0	8	2	6	1	7	3	6	3	4	6	8	4	6	7
PCT7342	ED	230	12	0	0	76	56	0	6	4	4	4	2	4	4	4	2	5	5	4	4	4
PCT7342	TO	904	33	0	0	236	127	0	14	6	10	5	9	7	10	7	6	11	13	8	10	11
PCT7343	MV	554	9	0	0	64	35	0	1	3	1	2	5	3	1	1	3	6	2	3	3	1
PCT7343	ED	150	3	0	0	30	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
PCT7343	TO	704	12	0	0	94	38	0	2	3	1	2	5	3	1	2	3	6	2	4	3	1
PCT7344	MV	863	24	0	0	177	87	0	6	7	3	4	9	6	5	8	3	14	5	5	9	3
PCT7344	ED	201	13	0	0	116	27	0	4	2	2	1	1	3	1	2	4	2	0	1	1	3
PCT7344	TO	1064	37	0	0	293	114	0	10	9	5	5	10	9	6	10	7	16	5	6	10	6
PCT7345	MV	904	17	0	0	115	72	0	5	4	5	5	6	5	5	2	5	7	5	5	9	4
PCT7345	ED	210	7	0	0	42	35	0	1	2	1	2	5	3	0	2	3	6	1	5	4	0
PCT7345	TO	1114	24	0	0	157	107	0	6	6	6	7	11	8	5	4	8	13	6	10	13	4
PCT7346	MV	681	14	0	1	106	37	0	4	4	1	2	3	1	2	3	1	6	2	3	3	2
PCT7346	ED	208	12	0	0	69	63	0	7	6	4	5	4	2	4	3	4	5	4	6	5	4
PCT7346	TO	889	26	0	1	175	100	0	11	10	5	7	7	3	6	6	5	11	6	9	8	6
PCT7347	MV	833	11	0	0	86	35	0	2	3	3	5	3	3	4	1	3	3	0	2	3	0
PCT7347	ED	170	6	0	0	47	19	0	2	1	2	2	1	1	3	0	1	2	1	0	1	2
PCT7347	TO	1003	17	0	0	133	54	0	4	4	5	7	4	4	7	1	4	5	1	2	4	2
PCT7348	MV	650	14	0	0	79	75	0	8	6	5	5	4	7	7	1	5	7	3	6	7	4
PCT7348	ED	193	6	0	0	53	13	0	1	1	0	1	2	1	1	1	1	1	1	1	1	0
PCT7348	TO	843	20	0	0	132	88	0	9	7	5	6	6	8	8	2	6	8	4	7	8	4
PCT7349	MV	710	26	0	1	174	101	0	9	9	7	4	9	5	5	7	3	11	7	8	10	7
PCT7349	ED	202	6	0	0	40	26	0	2	3	2	2	3	2	1	1	0	2	2	1	3	2
PCT7349	TO	912	32	0	1	214	127	0	11	12	9	6	12	7	6	8	3	13	9	9	13	9
PCT7501	MV	456	18	0	0	115	83	0	7	6	3	6	10	4	3	6	3	11	5	6	7	6
PCT7501	ED	95	7	0	0	54	23	0	3	2	2	1	0	1	2	0	1	3	2	2	1	3
PCT7501	TO	551	25	0	0	169	106	0	10	8	5	7	10	5	5	6	4	14	7	8	8	9
PCT7502	MV	669	24	0	1	129	124	0	13	7	10	7	7	7	10	7	5	12	10	8	11	10
PCT7502	ED	120	5	0	1	18	26	0	2	2	2	2	0	2	1	2	3	2	1	2	3	2
PCT7502	TO	789	29	0	2	147	150	0	15	9	12	9	7	9	11	9	8	14	11	10	14	12
PCT7503	MV	614	19	0	0	132	77	0	9	4	7	4	5	6	6	6	3	8	3	3	7	6
PCT7503	ED	148	7	0	0	57	20	0	1	0	1	0	4	1	1	2	1	4	1	2	1	1
PCT7503	TO	762	26	0	0	189	97	0	10	4	8	4	9	7	7	8	4	12	4	5	8	7
PCT7504	MV	404	8	0	0	57	31	0	1	3	1	2	1	1	2	3	3	3	2	3	4	2
PCT7504	ED	84	2	0	1	10	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCT7504	TO	488	10	0	1	67	32	0	1	3	1	3	1	1	2	3	3	3	2	3	4	2
PCT7505	MV	729	41	0	0	248	203	0	20	12	19	10	11	12	18	9	8	18	18	14	17	17
PCT7505	ED	133	3	0	1	10	12	0	1	1	1	0	1	1	2	0	1	1	1	1	0	1
PCT7505	TO	862	44	0	1	258	215	0	21	13	20	10	12	13	20	9	9	19	19	15	17	18
PCT7506	MV	842	23	0	0	197	56	0	7	4	3	5	3	1	4	3	3	7	3	2	8	3
PCT7506	ED	158	1	0	0	8	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
PCT7506	TO	1000	24	0	0	205	59	0	7	5	3	6	3	1	4	3	3	7	3	3	8	3
PCT7507	MV	694	9	0	0	64	35	0	3	2	3	2	3	3	3	2	1	2	3	2	3	3
PCT7507	ED	262	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7507	TO	956	10	0	0	75	35	0	3	2	3	2	3	3	3	2	1	2	3	2	3	3
PCT7508	MV	618	22	0	0	141	101	0	9	4	7	4	8	8	8	4	10	11	6	4	10	8
PCT7508	ED	126	3	0	0	14	19	0	2	1	2	1	1	1	2	0	1	2	1	0	3	2
PCT7508	TO	744	25	0	0	155	120	0	11	5	9	5	9	9	10	4	11	13	7	4	13	10
PCT7509	MV	756	16	0	0	78	98	0	10	8	6	7	4	8	8	3	6	7	8	7	8	8
PCT7509	ED	173	10	0	0	61	49	0	4	3	3	2	5	4	5	2	4	5	3	3	2	4
PCT7509	TO	929	26	0	0	139	147	0	14	11	9	9	9	12	13	5	10	12	11	10	10	12
PCT7512	MV	476	36	0	0	178	218	0	19	18	14	16	8	16	19	9	7	20	15	18	23	16
PCT7512	ED	124	15	0	0	55	110	0	10	9	10	9	4	9	8	1	2	11	9	10	11	7
PCT7512	TO	600	51	0	0	233	328	0	29	27	24	25	12	25	27	10	9	31	24	28	34	23
PCT7513	MV	575	13	0	0	45	98	0	7	8	7	10	7	8	7	6	2	10	5	6	9	6
PCT7513	ED	231	5	0	0	37	18	0	2	2	2	0	1	2	1	2	1	1	1	1	0	2
PCT7513	TO	806	18	0	0	82	116	0	9	10	9	10	8	10	8	8	3	11	6	7	9	8
PCT7514	MV	709	13	0	0	88	55	0	5	3	3	4	5	3	4	4	3	7	3	4	3	4
PCT7514	ED	207	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7514	TO	916	14	0	0	99	55	0	5	3	3	4	5	3	4	4	3	7	3	4	3	4
PCT7515	MV	664	16	0	1	115	50	0	3	6	3	5	6	3	3	2	2	5	3	3	2	4
PCT7515	ED	200	3	0	0	15	18	0	1	1	1	1	3	2	0	2	1	3	0	2	1	0
PCT7515	TO	864	19	0	1	130	68	0	4	7	4	6	9	5	3	4	3	8	3	5	3	4
PCT7516	MV	773	28	0	0	175	133	0	12	6	13	7	12	9	12	4	5	15	11	7	9	11
PCT7516	ED	147	4	0	0	20	24	0	3	1	2	0	3	1	2	2	1	2	1	1	3	2
PCT7516	TO	920	32	0	0	195	157	0	15	7	15	7	15	10	14	6	6	17	12	8	12	13
PCT7517	MV	645	8	0	0	46	42	0	3	4	2	3	3	4	2	1	3	6	2	3	4	2
PCT7517	ED	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7517	TO	868	8	0	0	46	42	0	3	4	2	3	3	4	2	1	3	6	2	3	4	2
PCT7518	MV	708	10	0	0	63	47	0	3	3	1	3	6	3	1	4	5	5	2	4	4	3
PCT7518	ED	218	3	0	0	31	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PCT7518	TO	926	13	0	0	94	49	0	3	4	1	4	6	3	1	4	5	5	2	4	4	3
PCT7519	MV	543	6	0	0	47	19	0	2	2	1	2	0	1	1	1	1	3	1	1	2	1
PCT7519	ED	172	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7519	TO	715	7	0	0	58	19	0	2	2	1	2	0	1	1	1	1	3	1	1	2	1
PCT7521	MV	597	7	0	0	50	27	0	2	1	2	2	2	1	2	1	2	3	2	3	1	3
PCT7521	ED	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7521	TO	779	7	0	0	50	27	0	2	1	2	2	2	1	2	1	2	3	2	3	1	3
PCT7522	MV	588	3	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7522	ED	171	3	0	0	31	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
PCT7522	TO	759	6	0	0	64	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
PCT7523	MV	564	8	0	0	63	25	0	2	3	3	0	0	2	4	0	2	1	4	0	1	3
PCT7523	ED	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7523	TO	744	8	0	0	63	25	0	2	3	3	0	0	2	4	0	2	1	4	0	1	3
PCT7524	MV	481	2	0	0	20	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PCT7524	ED	143	2	0	0	14	8	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1
PCT7524	TO	624	4	0	0	34	10	0	1	1	1	0	0	2	1	0	0	1	1	1	0	1
PCT7525	MV	594	5	0	0	41	14	0	1	1	1	0	1	1	1	1	2	1	1	1	1	1
PCT7525	ED	170	3	0	0	31	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
PCT7525	TO	764	8	0	0	72	16	0	1	2	1	0	1	1	1	1	2	2	1	1	1	1
PCT7526	MV	825	7	0	0	59	18	0	1	2	1	1	1	2	1	2	2	2	2	1	0	0
PCT7526	ED	163	4	0	0	36	8	0	0	1	0	0	1	0	1	0	0	2	0	1	2	0
PCT7526	TO	988	11	0	0	95	26	0	1	3	1	1	2	2	2	2	2	4	2	2	2	0
PCT7527	MV	538	10	0	0	78	32	0	3	3	3	0	3	3	2	0	1	3	3	2	3	3
PCT7527	ED	172	12	0	0	64	68	0	6	6	5	6	2	6	5	2	1	6	5	7	6	5
PCT7527	TO	710	22	0	0	142	100	0	9	9	8	6	5	9	7	2	2	9	8	9	9	8
PCT7529	MV	749	4	0	0	22	22	0	3	1	2	1	2	1	2	1	1	2	2	1	1	2
PCT7529	ED	154	4	0	0	23	21	0	2	1	1	2	1	2	2	2	2	3	0	1	1	1
PCT7529	TO	903	8	0	0	45	43	0	5	2	3	3	3	3	4	3	3	5	2	2	2	3
PCT7531	MV	714	6	0	0	58	8	0	1	0	1	0	0	0	2	0	0	0	1	0	2	1
PCT7531	ED	159	1	0	0	7	4	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
PCT7531	TO	873	7	0	0	65	12	0	1	0	1	0	1	0	2	1	1	1	1	0	2	1
PCT7532	MV	668	7	0	0	56	21	0	3	3	0	2	2	1	1	1	2	2	0	1	2	1
PCT7532	ED	167	7	0	0	52	25	0	2	3	2	2	2	0	0	2	2	4	2	2	2	0
PCT7532	TO	835	14	0	0	108	46	0	5	6	2	4	4	1	1	3	4	6	2	3	4	1
PCT7533	MV	777	7	0	0	31	46	0	2	3	4	1	4	4	4	2	2	5	2	3	6	4
PCT7533	ED	193	6	0	0	31	35	0	4	3	3	2	1	2	3	3	2	3	2	2	2	3
PCT7533	TO	970	13	0	0	62	81	0	6	6	7	3	5	6	7	5	4	8	4	5	8	7
PCT7534	MV	670	10	0	0	61	49	0	4	3	3	3	5	3	3	4	2	6	3	2	5	3
PCT7534	ED	233	3	0	0	27	6	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0
PCT7534	TO	903	13	0	0	88	55	0	4	3	3	3	6	4	3	5	3	7	3	2	6	3
PCT7535	MV	606	5	0	0	33	22	0	2	2	2	1	0	2	3	0	0	2	2	2	2	2
PCT7535	ED	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7535	TO	745	5	0	0	33	22	0	2	2	2	1	0	2	3	0	0	2	2	2	2	2
PCT7536	MV	670	4	0	0	33	11	0	2	2	0	2	1	0	0	1	1	1	0	1	0	0
PCT7536	ED	163	3	0	0	18	15	0	1	2	1	1	1	1	2	0	0	1	2	1	1	1
PCT7536	TO	833	7	0	0	51	26	0	3	4	1	3	2	1	2	1	1	2	2	2	1	1
PCT7537	MV	619	7	0	0	49	28	0	3	3	1	1	1	3	3	1	1	2	1	4	3	1
PCT7537	ED	126	1	0	0	0	11	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1
PCT7537	TO	745	8	0	0	49	39	0	4	4	2	2	2	3	4	2	2	2	2	4	4	2
PCT7538	MV	562	9	0	0	54	45	0	2	3	2	3	4	4	3	3	4	5	2	3	5	2
PCT7538	ED	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7538	TO	751	9	0	0	54	45	0	2	3	2	3	4	4	3	3	4	5	2	3	5	2
PCT7539	MV	696	3	0	0	28	5	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1
PCT7539	ED	225	2	0	0	6	16	0	1	2	1	1	2	2	1	1	1	1	1	1	1	0
PCT7539	TO	921	5	0	0	34	21	0	2	2	1	1	2	2	1	2	1	2	1	2	1	1
PCT7541	MV	601	5	0	0	48	7	0	1	2	0	0	1	0	0	0	2	1	0	0	0	0
PCT7541	ED	169	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7541	TO	770	6	0	0	59	7	0	1	2	0	0	1	0	0	0	2	1	0	0	0	0
PCT7542	MV	632	5	0	0	54	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7542	ED	192	1	0	0	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
