area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	145:LISA REMMER	146:JOSEPH C ROBERTS	147:STEPHEN WAID	148:LEO LACAYO	149:RYAN LAM	150:CHRISTIAN FOSTER	151:JOSH YORK	152:EVE DEL CASTELLO	153:CHRIS WARD KLINE	154:ERIN SMITH	155:LARRY MARSO	156:NICOLE GARAY	157:CALE GARVERICK	158:KRISTA GARVERICK
PCT7815	ED	168	3	0	0	14	19	0	2	1	2	1	2	0	1	1	0	2	2	1	2	2
PCT7815	TO	917	7	0	0	46	31	0	3	2	3	2	2	1	2	1	0	5	3	2	3	2
PCT7816	MV	724	9	0	0	58	41	0	3	3	2	4	2	6	3	2	3	4	2	2	3	2
PCT7816	ED	148	3	0	0	21	12	0	2	1	1	1	0	0	1	0	0	1	1	2	1	1
PCT7816	TO	872	12	0	0	79	53	0	5	4	3	5	2	6	4	2	3	5	3	4	4	3
PCT7817	MV	652	5	0	0	42	13	0	0	1	0	0	1	0	1	2	1	2	0	2	2	1
PCT7817	ED	186	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7817	TO	838	6	0	0	53	13	0	0	1	0	0	1	0	1	2	1	2	0	2	2	1
PCT7818	MV	668	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7818	ED	171	1	0	0	0	11	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1
PCT7818	TO	839	2	0	0	11	11	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1
PCT7819	MV	635	10	0	0	63	47	0	6	4	6	2	3	2	4	3	3	4	4	1	3	2
PCT7819	ED	139	4	0	0	11	33	0	3	2	3	2	3	2	3	0	2	3	3	3	1	3
PCT7819	TO	774	14	0	0	74	80	0	9	6	9	4	6	4	7	3	5	7	7	4	4	5
PCT7821	MV	806	15	0	0	92	73	0	5	6	4	4	5	5	5	3	5	8	5	4	8	6
PCT7821	ED	170	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7821	TO	976	16	0	0	103	73	0	5	6	4	4	5	5	5	3	5	8	5	4	8	6
PCT7822	MV	673	9	0	0	28	71	0	7	7	6	4	5	3	6	3	4	7	5	4	6	4
PCT7822	ED	219	7	0	0	60	17	0	2	1	2	1	0	2	1	0	0	2	1	2	1	2
PCT7822	TO	892	16	0	0	88	88	0	9	8	8	5	5	5	7	3	4	9	6	6	7	6
PCT7823	MV	706	8	0	0	62	26	0	3	3	2	1	3	1	3	0	3	1	3	1	0	2
PCT7823	ED	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7823	TO	883	8	0	0	62	26	0	3	3	2	1	3	1	3	0	3	1	3	1	0	2
PCT7824	MV	615	11	0	0	54	67	0	7	5	6	3	4	4	5	4	3	5	4	6	5	6
PCT7824	ED	153	1	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7824	TO	768	12	0	0	64	68	0	8	5	6	3	4	4	5	4	3	5	4	6	5	6
PCT7825	MV	457	5	0	0	29	26	0	0	1	1	2	5	2	1	3	2	5	1	2	1	0
PCT7825	ED	151	5	0	0	47	8	0	2	0	0	0	1	0	0	1	1	2	0	0	0	1
PCT7825	TO	608	10	0	0	76	34	0	2	1	1	2	6	2	1	4	3	7	1	2	1	1
PCT7826	MV	486	8	0	0	47	41	0	4	3	4	3	1	5	3	1	1	4	3	3	3	3
PCT7826	ED	204	3	0	0	27	6	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1
PCT7826	TO	690	11	0	0	74	47	0	5	3	5	3	1	5	4	1	1	5	4	3	3	4
PCT7827	MV	609	3	0	0	20	13	0	1	0	1	1	2	1	1	1	1	1	1	0	1	1
PCT7827	ED	217	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7827	TO	826	5	0	0	42	13	0	1	0	1	1	2	1	1	1	1	1	1	0	1	1
PCT7828	MV	857	19	0	0	156	53	0	7	4	4	4	4	4	5	0	1	5	4	3	5	3
PCT7828	ED	171	12	0	0	65	67	0	9	5	6	3	4	4	4	4	0	8	4	6	5	5
PCT7828	TO	1028	31	0	0	221	120	0	16	9	10	7	8	8	9	4	1	13	8	9	10	8
PCT7829	MV	742	15	0	0	128	37	0	5	2	3	1	2	3	3	1	1	4	2	3	4	3
PCT7829	ED	149	2	0	0	20	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PCT7829	TO	891	17	0	0	148	39	0	6	2	3	1	2	4	3	1	1	4	2	3	4	3
PCT7831	MV	763	9	0	0	61	38	0	2	1	4	3	3	3	2	2	2	5	2	3	4	2
PCT7831	ED	139	1	0	0	9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PCT7831	TO	902	10	0	0	70	40	0	3	1	4	3	3	3	2	2	2	5	2	3	5	2
PCT7832	MV	663	12	0	0	84	48	0	4	3	2	3	5	2	2	5	3	6	2	4	3	4
PCT7832	ED	118	2	0	0	15	7	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0
PCT7832	TO	781	14	0	0	99	55	0	5	4	2	3	6	2	2	6	4	7	2	5	3	4
PCT7833	MV	587	3	0	0	31	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PCT7833	ED	146	1	0	0	7	4	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
PCT7833	TO	733	4	0	0	38	6	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0
PCT7834	MV	700	4	0	0	29	15	0	2	2	1	1	0	2	1	0	1	1	1	1	1	1
PCT7834	ED	194	5	0	0	38	17	0	1	1	2	1	0	1	1	1	1	2	0	2	2	2
PCT7834	TO	894	9	0	0	67	32	0	3	3	3	2	0	3	2	1	2	3	1	3	3	3
PCT7835	MV	721	17	0	0	116	71	0	8	3	4	4	7	6	6	5	3	8	6	3	5	3
PCT7835	ED	142	4	0	0	7	37	0	3	1	3	1	4	1	3	3	3	4	2	3	3	3
PCT7835	TO	863	21	0	0	123	108	0	11	4	7	5	11	7	9	8	6	12	8	6	8	6
PCT7836	MV	850	30	0	0	244	86	0	11	7	7	4	4	8	8	0	1	10	6	6	8	6
PCT7836	ED	193	4	0	0	32	12	0	0	1	1	1	1	0	0	1	1	1	1	1	2	1
PCT7836	TO	1043	34	0	0	276	98	0	11	8	8	5	5	8	8	1	2	11	7	7	10	7
PCT7837	MV	718	10	0	0	51	59	0	5	4	5	3	4	2	5	1	2	8	6	4	6	4
PCT7837	ED	205	7	0	0	45	32	0	3	2	4	1	1	3	4	1	1	2	4	1	2	3
PCT7837	TO	923	17	0	0	96	91	0	8	6	9	4	5	5	9	2	3	10	10	5	8	7
PCT7838	MV	752	15	0	0	108	57	0	7	3	4	2	3	6	4	2	2	6	4	3	7	4
PCT7838	ED	143	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7838	TO	895	16	0	0	119	57	0	7	3	4	2	3	6	4	2	2	6	4	3	7	4
PCT7839	MV	731	21	0	0	128	103	0	8	6	6	6	8	8	6	6	4	12	6	10	11	6
PCT7839	ED	130	6	0	0	34	32	0	2	2	1	3	2	3	2	2	3	3	2	2	3	2
PCT7839	TO	861	27	0	0	162	135	0	10	8	7	9	10	11	8	8	7	15	8	12	14	8
PCT7841	MV	752	11	0	0	85	36	0	4	1	3	2	2	1	3	2	3	3	4	1	3	4
PCT7841	ED	198	3	0	0	23	10	0	0	2	0	0	2	0	0	1	1	1	1	0	2	0
PCT7841	TO	950	14	0	0	108	46	0	4	3	3	2	4	1	3	3	4	4	5	1	5	4
PCT7842	MV	702	12	0	0	110	22	0	1	2	2	1	2	1	2	1	1	3	1	1	2	2
PCT7842	ED	177	5	0	0	38	17	0	1	1	1	3	1	1	1	0	1	2	1	2	2	0
PCT7842	TO	879	17	0	0	148	39	0	2	3	3	4	3	2	3	1	2	5	2	3	4	2
PCT7843	MV	546	10	0	0	74	36	0	5	4	2	4	2	1	1	1	3	4	2	3	2	2
PCT7843	ED	183	4	0	0	29	15	0	2	1	1	1	1	1	1	1	1	4	1	0	0	0
PCT7843	TO	729	14	0	0	103	51	0	7	5	3	5	3	2	2	2	4	8	3	3	2	2
PCT7844	MV	499	9	0	0	62	37	0	4	3	4	1	1	3	3	0	2	2	3	3	3	5
PCT7844	ED	152	4	0	0	37	7	0	0	0	0	0	1	0	0	2	1	2	0	0	1	0
PCT7844	TO	651	13	0	0	99	44	0	4	3	4	1	2	3	3	2	3	4	3	3	4	5
PCT7845	MV	676	12	0	0	80	52	0	6	2	4	4	5	2	4	0	4	6	5	2	3	5
PCT7845	ED	204	4	0	0	20	24	0	3	1	3	1	2	1	2	1	1	1	2	1	3	2
PCT7845	TO	880	16	0	0	100	76	0	9	3	7	5	7	3	6	1	5	7	7	3	6	7
PCT7846	MV	736	24	0	0	230	34	0	5	3	0	2	3	1	2	0	5	3	2	4	4	0
PCT7846	ED	172	10	0	0	77	33	1	3	2	3	2	3	3	2	1	1	2	2	3	3	2
PCT7846	TO	908	34	0	0	307	67	1	8	5	3	4	6	4	4	1	6	5	4	7	7	2
PCT7847	MV	698	11	0	0	80	41	0	3	4	3	4	1	3	3	2	2	4	3	4	3	2
PCT7847	ED	193	8	0	0	80	8	0	2	0	0	0	0	1	0	1	0	1	0	0	3	0
PCT7847	TO	891	19	0	0	160	49	0	5	4	3	4	1	4	3	3	2	5	3	4	6	2
PCT7848	MV	665	19	0	0	163	46	0	6	3	3	2	6	2	1	4	1	5	3	3	5	2
PCT7848	ED	182	5	0	0	38	17	0	2	1	1	1	1	1	0	2	1	1	1	2	2	1
PCT7848	TO	847	24	0	0	201	63	0	8	4	4	3	7	3	1	6	2	6	4	5	7	3
PCT7849	MV	729	12	0	0	88	44	0	3	2	2	2	5	3	2	5	3	6	0	4	5	2
PCT7849	ED	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7849	TO	901	12	0	0	88	44	0	3	2	2	2	5	3	2	5	3	6	0	4	5	2
PCT7851	MV	414	25	0	0	213	62	0	6	5	4	3	8	3	4	5	4	5	4	3	3	5
PCT7851	ED	112	13	0	0	91	52	0	5	4	4	5	3	5	3	2	2	4	4	4	5	2
PCT7851	TO	526	38	0	0	304	114	0	11	9	8	8	11	8	7	7	6	9	8	7	8	7
PCT7852	MV	533	19	0	0	148	61	0	4	3	3	4	6	3	5	5	3	8	5	4	4	4
PCT7852	ED	111	7	0	0	41	36	0	4	1	3	3	4	3	3	3	1	2	4	1	1	3
PCT7852	TO	644	26	0	0	189	97	0	8	4	6	7	10	6	8	8	4	10	9	5	5	7
PCT7853	MV	694	12	0	0	100	32	0	5	4	2	1	3	2	2	0	2	4	2	1	2	2
PCT7853	ED	161	9	0	0	70	29	0	3	3	2	1	2	2	2	1	1	5	2	2	2	1
PCT7853	TO	855	21	0	0	170	61	0	8	7	4	2	5	4	4	1	3	9	4	3	4	3
PCT7854	MV	703	11	0	0	98	23	0	1	3	1	2	2	2	1	1	1	3	1	2	2	1
PCT7854	ED	175	5	0	0	34	21	0	1	2	1	2	3	0	1	1	2	2	1	2	2	1
PCT7854	TO	878	16	0	0	132	44	0	2	5	2	4	5	2	2	2	3	5	2	4	4	2
PCT7855	MV	763	15	0	0	109	56	0	5	3	4	4	4	4	4	3	3	6	3	5	5	3
PCT7855	ED	211	3	0	0	24	9	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1
PCT7855	TO	974	18	0	0	133	65	0	6	4	5	4	5	4	4	4	3	7	4	5	6	4
PCT7856	MV	643	6	0	0	48	18	0	3	2	0	2	2	2	0	2	2	0	0	1	2	0
PCT7856	ED	204	2	0	0	21	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7856	TO	847	8	0	0	69	19	0	4	2	0	2	2	2	0	2	2	0	0	1	2	0
PCT7857	MV	748	13	0	0	60	83	0	8	4	7	6	7	5	6	4	3	10	6	4	5	8
PCT7857	ED	158	2	0	0	18	4	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
PCT7857	TO	906	15	0	0	78	87	0	8	4	7	6	8	5	6	4	4	11	6	4	6	8
PCT7858	MV	622	5	0	0	28	27	0	1	3	1	2	2	2	1	3	2	3	1	2	2	2
PCT7858	ED	157	4	0	0	22	22	0	3	2	1	2	0	1	2	1	0	3	2	1	2	2
PCT7858	TO	779	9	0	0	50	49	0	4	5	2	4	2	3	3	4	2	6	3	3	4	4
PCT7859	MV	747	12	0	0	83	49	0	5	4	5	4	2	5	4	1	2	3	3	3	5	3
PCT7859	ED	152	7	0	0	69	8	0	2	1	0	0	0	1	1	0	0	0	0	1	1	1
PCT7859	TO	899	19	0	0	152	57	0	7	5	5	4	2	6	5	1	2	3	3	4	6	4
PCT7861	MV	699	16	0	0	125	51	0	3	0	3	2	7	2	3	5	2	8	3	5	5	3
PCT7861	ED	164	3	0	0	10	23	1	2	2	0	2	1	2	1	2	2	2	1	2	1	2
PCT7861	TO	863	19	0	0	135	74	1	5	2	3	4	8	4	4	7	4	10	4	7	6	5
PCT7862	MV	669	14	0	0	99	55	0	6	2	3	4	1	4	4	3	3	5	3	4	7	6
PCT7862	ED	195	4	0	0	13	31	0	2	2	2	0	4	2	2	2	2	4	1	3	3	2
PCT7862	TO	864	18	0	0	112	86	0	8	4	5	4	5	6	6	5	5	9	4	7	10	8
PCT7863	MV	693	5	0	0	22	33	0	3	3	2	2	0	4	3	1	1	3	3	2	3	3
PCT7863	ED	208	5	0	0	40	15	0	2	1	0	2	2	1	0	1	1	1	1	1	1	1
PCT7863	TO	901	10	0	0	62	48	0	5	4	2	4	2	5	3	2	2	4	4	3	4	4
PCT7864	MV	661	17	0	0	122	65	0	5	4	5	6	5	6	5	2	1	7	5	3	6	5
PCT7864	ED	153	3	0	0	27	6	0	2	0	0	0	0	1	0	0	1	0	0	0	1	1
PCT7864	TO	814	20	0	0	149	71	0	7	4	5	6	5	7	5	2	2	7	5	3	7	6
PCT7865	MV	677	12	0	0	83	49	0	4	4	4	2	5	4	4	3	2	3	3	4	3	4
PCT7865	ED	163	9	0	0	69	30	0	3	3	1	2	3	2	2	1	1	4	2	2	3	1
PCT7865	TO	840	21	0	0	152	79	0	7	7	5	4	8	6	6	4	3	7	5	6	6	5
PCT7866	MV	690	45	0	0	314	181	0	15	12	9	7	21	12	12	10	10	22	10	13	17	11
PCT7866	ED	158	10	0	0	54	56	0	4	6	4	5	4	3	5	1	1	6	5	4	6	2
PCT7866	TO	848	55	0	0	368	237	0	19	18	13	12	25	15	17	11	11	28	15	17	23	13
PCT7867	MV	766	22	0	0	166	76	0	7	4	6	5	5	5	4	5	3	8	6	6	7	5
PCT7867	ED	212	5	0	0	52	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
PCT7867	TO	978	27	0	0	218	79	0	7	4	6	5	5	5	4	5	4	9	6	6	8	5
PCT7868	MV	659	17	0	0	115	72	0	8	7	4	3	6	3	4	4	1	9	6	6	6	5
PCT7868	ED	217	5	0	0	46	9	0	2	0	1	1	0	0	0	0	1	1	0	0	1	2
PCT7868	TO	876	22	0	0	161	81	0	10	7	5	4	6	3	4	4	2	10	6	6	7	7
PCT7869	MV	683	22	0	0	132	110	0	8	8	9	4	9	4	8	9	6	12	7	9	14	3
PCT7869	ED	178	6	0	0	43	23	0	1	3	1	3	3	1	1	1	2	3	1	2	0	1
PCT7869	TO	861	28	0	0	175	133	0	9	11	10	7	12	5	9	10	8	15	8	11	14	4
PCT7871	MV	702	18	0	0	153	45	0	2	2	0	3	6	3	0	7	2	8	1	5	6	0
PCT7871	ED	200	8	0	0	65	23	0	2	1	2	1	2	2	2	1	0	3	2	0	4	1
PCT7871	TO	902	26	0	0	218	68	0	4	3	2	4	8	5	2	8	2	11	3	5	10	1
PCT7872	MV	675	18	0	0	134	64	0	5	5	5	2	7	2	5	3	3	7	6	3	6	5
PCT7872	ED	199	6	0	0	41	25	0	3	0	0	1	2	3	1	2	2	4	2	0	3	2
PCT7872	TO	874	24	0	0	175	89	0	8	5	5	3	9	5	6	5	5	11	8	3	9	7
PCT7873	MV	689	11	0	0	56	65	0	8	5	4	6	4	4	5	4	4	5	5	4	3	4
PCT7873	ED	202	4	0	0	34	10	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1
PCT7873	TO	891	15	0	0	90	75	0	9	5	5	7	5	4	6	5	5	6	5	4	4	5
PCT7874	MV	370	3	0	0	29	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
PCT7874	ED	119	6	0	0	37	29	0	4	2	2	2	3	3	2	1	2	1	2	1	2	2
PCT7874	TO	489	9	0	0	66	33	0	5	2	2	3	3	4	2	1	2	1	2	1	2	3
PCT7875	MV	500	13	0	0	89	54	0	5	6	4	3	2	5	4	2	2	6	4	3	4	4
PCT7875	ED	147	8	0	0	67	21	0	2	1	1	4	1	1	2	0	1	2	1	1	2	2
PCT7875	TO	647	21	0	0	156	75	0	7	7	5	7	3	6	6	2	3	8	5	4	6	6
PCT7876	MV	462	5	0	0	49	6	0	0	0	0	0	1	0	0	1	0	1	0	1	2	0
PCT7876	ED	106	3	0	0	29	4	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0
PCT7876	TO	568	8	0	0	78	10	0	0	1	0	0	2	0	0	1	0	2	0	1	3	0
PCT7901	MV	399	10	0	0	75	35	0	0	4	2	4	2	5	2	1	4	2	2	2	3	2
PCT7901	ED	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7901	TO	549	10	0	0	75	35	0	0	4	2	4	2	5	2	1	4	2	2	2	3	2
PCT7902	MV	680	7	0	0	45	32	0	3	4	1	2	2	1	2	1	4	4	1	3	2	2
PCT7902	ED	232	2	0	0	10	12	0	0	1	1	1	1	1	0	1	1	2	0	1	1	1
PCT7902	TO	912	9	0	0	55	44	0	3	5	2	3	3	2	2	2	5	6	1	4	3	3
PCT7903	MV	623	10	0	0	73	37	0	5	2	3	1	2	3	3	3	3	2	3	1	3	3
PCT7903	ED	229	4	0	0	43	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCT7903	TO	852	14	0	0	116	38	0	5	2	3	2	2	3	3	3	3	2	3	1	3	3
PCT7904	MV	680	17	0	0	107	80	0	9	6	6	7	5	4	6	5	4	5	6	5	5	7
PCT7904	ED	157	7	0	0	32	45	7	4	2	3	3	3	3	3	1	1	4	3	3	2	3
PCT7904	TO	837	24	0	0	139	125	7	13	8	9	10	8	7	9	6	5	9	9	8	7	10
PCT7905	MV	684	5	0	0	37	18	0	1	0	2	1	3	0	3	0	0	1	2	1	1	3
PCT7905	ED	191	4	0	0	35	9	0	0	0	0	1	1	0	0	1	0	1	0	1	3	1
PCT7905	TO	875	9	0	0	72	27	0	1	0	2	2	4	0	3	1	0	2	2	2	4	4
PCT7906	MV	599	5	0	0	29	26	0	2	1	2	1	4	2	0	2	1	3	2	2	3	1
PCT7906	ED	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7906	TO	786	5	0	0	29	26	0	2	1	2	1	4	2	0	2	1	3	2	2	3	1
PCT7907	MV	704	6	0	0	41	25	0	2	2	1	2	3	2	1	1	3	3	1	0	3	1
PCT7907	ED	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7907	TO	942	6	0	0	41	25	0	2	2	1	2	3	2	1	1	3	3	1	0	3	1
PCT7908	MV	752	10	0	0	91	19	0	2	2	1	3	1	1	0	2	1	3	0	2	1	0
PCT7908	ED	240	7	0	0	51	26	0	2	2	2	1	2	2	2	2	2	4	2	2	0	1
PCT7908	TO	992	17	0	0	142	45	0	4	4	3	4	3	3	2	4	3	7	2	4	1	1
PCT7909	MV	558	3	0	0	21	12	0	2	1	0	0	3	0	0	1	0	3	0	1	1	0
PCT7909	ED	185	2	0	0	19	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
PCT7909	TO	743	5	0	0	40	15	0	2	2	0	0	3	0	0	1	2	3	0	1	1	0
PCT7911	MV	666	11	0	0	33	88	0	9	5	8	5	4	4	7	4	3	9	6	7	9	8
PCT7911	ED	205	7	0	0	55	22	0	3	1	1	2	1	1	2	1	2	2	2	2	1	1
PCT7911	TO	871	18	0	0	88	110	0	12	6	9	7	5	5	9	5	5	11	8	9	10	9
PCT7912	MV	800	7	0	0	58	19	0	2	1	2	3	1	1	1	3	0	2	2	0	0	1
PCT7912	ED	259	1	0	0	6	5	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0
PCT7912	TO	1059	8	0	0	64	24	0	2	2	2	3	2	1	2	3	0	3	3	0	0	1
PCT7913	MV	661	10	0	0	81	29	0	1	2	3	2	2	2	1	1	1	4	2	2	3	3
PCT7913	ED	262	2	0	0	19	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
PCT7913	TO	923	12	0	0	100	32	0	1	2	3	2	2	3	1	1	1	5	2	2	3	4
PCT7914	MV	716	5	0	0	46	9	0	0	0	0	0	1	1	1	1	0	2	1	1	1	0
PCT7914	ED	186	5	0	0	52	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
PCT7914	TO	902	10	0	0	98	12	0	0	1	0	0	1	1	1	1	0	2	1	1	2	1
PCT7915	MV	605	3	0	0	23	10	0	1	0	1	0	0	1	2	0	0	0	1	1	2	1
PCT7915	ED	238	3	0	0	17	16	0	2	2	1	2	0	1	1	1	1	1	1	1	1	1
PCT7915	TO	843	6	0	0	40	26	0	3	2	2	2	0	2	3	1	1	1	2	2	3	2
PCT7916	MV	639	6	0	0	31	35	0	3	2	2	2	2	2	3	2	2	2	3	3	3	4
PCT7916	ED	219	5	0	0	41	14	0	2	2	0	1	0	2	1	2	1	1	0	0	1	1
PCT7916	TO	858	11	0	0	72	49	0	5	4	2	3	2	4	4	4	3	3	3	3	4	5
PCT7917	MV	716	12	0	0	59	73	0	3	6	4	8	6	8	3	5	5	8	3	5	7	2
PCT7917	ED	271	3	0	0	26	7	0	1	0	2	1	0	0	1	0	0	1	0	0	0	1
PCT7917	TO	987	15	0	0	85	80	0	4	6	6	9	6	8	4	5	5	9	3	5	7	3
PCT7918	MV	597	6	0	0	53	13	0	1	0	1	3	1	1	1	1	1	1	1	0	0	1
PCT7918	ED	227	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7918	TO	824	7	0	0	64	13	0	1	0	1	3	1	1	1	1	1	1	1	0	0	1
PCT7919	MV	609	11	0	0	62	59	0	6	4	5	3	2	4	6	2	2	6	4	5	8	2
PCT7919	ED	257	3	0	0	10	23	0	2	2	1	2	1	2	2	2	1	2	1	1	2	2
PCT7919	TO	866	14	0	0	72	82	0	8	6	6	5	3	6	8	4	3	8	5	6	10	4
PCT7921	MV	682	18	0	0	84	114	0	8	9	10	7	6	8	9	7	3	12	9	9	9	8
PCT7921	ED	229	1	0	0	0	11	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
PCT7921	TO	911	19	0	0	84	125	0	9	9	11	8	6	8	10	8	4	13	10	10	10	9
PCT7922	MV	648	12	0	0	72	60	0	5	4	4	3	1	4	6	4	1	8	4	5	6	5
PCT7922	ED	210	2	0	0	7	15	0	0	2	0	1	1	2	0	1	1	2	1	1	1	2
PCT7922	TO	858	14	0	0	79	75	0	5	6	4	4	2	6	6	5	2	10	5	6	7	7
PCT7923	MV	666	10	0	0	42	68	0	6	6	4	4	2	6	6	2	2	7	7	6	6	4
PCT7923	ED	214	5	0	0	31	24	0	2	2	1	2	2	1	1	2	2	2	1	2	2	2
PCT7923	TO	880	15	0	0	73	92	0	8	8	5	6	4	7	7	4	4	9	8	8	8	6
PCT7924	MV	650	8	0	0	24	64	0	7	6	5	2	3	3	5	5	3	6	5	4	5	5
PCT7924	ED	201	1	0	0	0	11	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
PCT7924	TO	851	9	0	0	24	75	0	7	6	6	3	4	4	6	6	4	7	6	5	6	5
PCT7925	MV	434	7	0	0	50	27	0	2	1	2	4	2	2	2	1	2	2	2	2	2	1
PCT7925	ED	110	5	0	0	38	17	0	2	3	0	2	2	2	0	2	1	2	0	1	0	0
PCT7925	TO	544	12	0	0	88	44	0	4	4	2	6	4	4	2	3	3	4	2	3	2	1
PCT7926	MV	610	10	0	0	70	40	0	6	4	3	3	1	3	3	1	1	3	3	3	4	2
PCT7926	ED	178	3	0	0	21	12	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1
PCT7926	TO	788	13	0	0	91	52	0	7	5	4	4	2	3	4	2	2	4	4	3	5	3
PCT7927	MV	580	5	0	0	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCT7927	ED	162	2	0	0	13	9	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1
PCT7927	TO	742	7	0	0	66	11	0	1	1	0	1	0	1	0	1	1	0	1	0	3	1
PCT7928	MV	700	12	0	0	58	74	0	6	6	5	6	3	5	5	2	1	11	5	6	7	6
PCT7928	ED	217	5	0	0	30	25	0	2	2	2	2	2	1	2	0	1	4	1	2	2	2
PCT7928	TO	917	17	0	0	88	99	0	8	8	7	8	5	6	7	2	2	15	6	8	9	8
PCT7929	MV	678	8	0	0	62	26	0	3	2	2	3	2	2	2	0	3	2	2	1	0	2
PCT7929	ED	169	6	0	0	57	9	0	1	2	0	0	2	1	0	1	0	1	0	0	1	0
PCT7929	TO	847	14	0	0	119	35	0	4	4	2	3	4	3	2	1	3	3	2	1	1	2
PCT7931	MV	610	8	0	0	48	40	0	4	3	3	1	5	1	3	3	2	5	2	2	3	3
PCT7931	ED	141	4	0	0	30	14	0	2	1	1	1	1	1	1	0	0	2	1	1	1	1
PCT7931	TO	751	12	0	0	78	54	0	6	4	4	2	6	2	4	3	2	7	3	3	4	4
PCT7932	MV	443	8	0	0	55	33	0	4	3	1	3	5	2	1	2	4	4	1	1	2	0
PCT7932	ED	118	1	0	0	8	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
PCT7932	TO	561	9	0	0	63	36	0	5	3	1	3	6	2	1	2	4	5	1	1	2	0
PCT7933	MV	8	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PCT7933	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7933	TO	8	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PCT7934	MV	702	7	0	0	55	22	0	2	2	1	3	2	1	1	1	1	3	1	2	1	1
PCT7934	ED	182	5	0	0	40	15	0	2	1	1	0	1	1	1	1	2	2	0	1	1	1
PCT7934	TO	884	12	0	0	95	37	0	4	3	2	3	3	2	2	2	3	5	1	3	2	2
PCT7935	MV	716	7	0	0	45	32	0	4	2	2	2	3	2	2	1	1	4	2	2	1	4
PCT7935	ED	227	4	0	0	16	28	0	2	1	2	2	3	3	2	2	2	2	1	3	2	1
PCT7935	TO	943	11	0	0	61	60	0	6	3	4	4	6	5	4	3	3	6	3	5	3	5
PCT7936	MV	620	2	0	0	19	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
PCT7936	ED	236	4	0	0	33	11	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
PCT7936	TO	856	6	0	0	52	14	0	1	1	1	2	2	1	1	0	0	2	1	1	1	0
PCT7937	MV	698	9	0	0	59	40	0	3	2	3	3	3	2	5	1	1	5	3	3	3	3
PCT7937	ED	202	5	0	0	30	25	0	3	2	2	4	2	1	2	0	1	1	2	2	2	1
PCT7937	TO	900	14	0	0	89	65	0	6	4	5	7	5	3	7	1	2	6	5	5	5	4
PCT7938	MV	536	8	0	0	69	19	0	3	2	0	2	1	1	1	1	0	2	1	1	1	3
