area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	45:DAVID ROLDE	46:HOWIE HAWKINS	47:DARIO HUNTER	48:DENNIS LAMBERT	49:SEDINAM MOYOWASIFZA-CURRY	187:KENT MESPLAY
PCT7324	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7324	ED	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7324	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7325	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7325	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7325	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7326	MV	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7326	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7326	TO	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7327	MV	1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7327	ED	3	1	0	0	0	1	0	0	1	0	0	0	0
PCT7327	TO	4	2	0	0	0	2	0	0	2	0	0	0	0
PCT7328	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7328	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7328	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7329	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7329	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7329	TO	6	0	0	0	0	0	0	0	0	0	0	0	0
PCT7331	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7331	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7331	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7332	MV	5	2	0	0	0	2	0	1	0	1	0	0	0
PCT7332	ED	1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7332	TO	6	3	0	0	0	3	0	1	1	1	0	0	0
PCT7333	MV	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7333	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7333	TO	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7334	MV	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7334	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7334	TO	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7335	MV	2	2	0	0	1	1	0	0	0	0	0	1	0
PCT7335	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7335	TO	3	2	0	0	1	1	0	0	0	0	0	1	0
PCT7336	MV	5	4	0	0	3	1	0	0	1	0	0	0	0
PCT7336	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7336	TO	5	4	0	0	3	1	0	0	1	0	0	0	0
PCT7337	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7337	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7337	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7338	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7338	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7338	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7339	MV	4	1	0	0	0	1	0	0	0	1	0	0	0
PCT7339	ED	0	1	0	0	0	1	0	0	0	0	0	1	0
PCT7339	TO	4	2	0	0	0	2	0	0	0	1	0	1	0
PCT7341	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7341	ED	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7341	TO	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7342	MV	3	1	0	0	0	1	0	0	0	1	0	0	0
PCT7342	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7342	TO	3	1	0	0	0	1	0	0	0	1	0	0	0
PCT7343	MV	3	2	0	0	1	1	0	0	1	0	0	0	0
PCT7343	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7343	TO	5	2	0	0	1	1	0	0	1	0	0	0	0
PCT7344	MV	8	2	0	0	2	0	0	0	0	0	0	0	0
PCT7344	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7344	TO	9	2	0	0	2	0	0	0	0	0	0	0	0
PCT7345	MV	8	3	0	0	0	3	0	0	2	1	0	0	0
PCT7345	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7345	TO	8	3	0	0	0	3	0	0	2	1	0	0	0
PCT7346	MV	8	3	0	0	0	3	0	0	1	0	1	1	0
PCT7346	ED	5	2	0	0	1	1	0	1	0	0	0	0	0
PCT7346	TO	13	5	0	0	1	4	0	1	1	0	1	1	0
PCT7347	MV	9	5	0	0	3	2	0	0	1	1	0	0	0
PCT7347	ED	0	1	0	0	0	1	0	0	0	0	0	1	0
PCT7347	TO	9	6	0	0	3	3	0	0	1	1	0	1	0
PCT7348	MV	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7348	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7348	TO	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7349	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7349	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7349	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7501	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7501	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7501	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7502	MV	5	2	0	0	1	1	0	0	1	0	0	0	0
PCT7502	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7502	TO	6	2	0	0	1	1	0	0	1	0	0	0	0
PCT7503	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7503	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7503	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7504	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7504	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7504	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7505	MV	4	1	0	0	0	1	0	0	0	0	0	1	0
PCT7505	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7505	TO	3	1	0	0	0	1	0	0	0	0	0	1	0
PCT7506	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7506	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7506	TO	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7507	MV	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7507	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7507	TO	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7508	MV	7	1	0	0	0	1	0	0	0	0	1	0	0
PCT7508	ED	1	2	0	0	1	1	0	0	1	0	0	0	0
PCT7508	TO	8	3	0	0	1	2	0	0	1	0	1	0	0
PCT7509	MV	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7509	ED	-1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7509	TO	4	2	0	0	1	1	0	0	1	0	0	0	0
PCT7512	MV	1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7512	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7512	TO	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7513	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7513	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7513	TO	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7514	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7514	ED	1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7514	TO	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7515	MV	3	2	0	0	1	1	0	0	0	0	1	0	0
PCT7515	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7515	TO	3	2	0	0	1	1	0	0	0	0	1	0	0
PCT7516	MV	2	1	0	0	0	1	0	0	0	1	0	0	0
PCT7516	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7516	TO	4	1	0	0	0	1	0	0	0	1	0	0	0
PCT7517	MV	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7517	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7517	TO	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7518	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7518	ED	3	3	0	0	3	0	0	0	0	0	0	0	0
PCT7518	TO	6	3	0	0	3	0	0	0	0	0	0	0	0
PCT7519	MV	10	4	0	0	2	2	0	0	1	1	0	0	0
PCT7519	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7519	TO	9	4	0	0	2	2	0	0	1	1	0	0	0
PCT7521	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7521	ED	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7521	TO	8	1	0	0	1	0	0	0	0	0	0	0	0
PCT7522	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7522	ED	1	1	0	0	0	1	0	0	0	0	0	1	0
PCT7522	TO	3	1	0	0	0	1	0	0	0	0	0	1	0
PCT7523	MV	8	4	0	0	1	3	0	0	2	0	0	1	0
PCT7523	ED	2	3	0	0	2	1	0	0	0	0	0	1	0
PCT7523	TO	10	7	0	0	3	4	0	0	2	0	0	2	0
PCT7524	MV	5	2	0	0	1	1	0	0	0	0	0	1	0
PCT7524	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7524	TO	7	2	0	0	1	1	0	0	0	0	0	1	0
PCT7525	MV	5	4	0	0	2	2	0	1	1	0	0	0	0
PCT7525	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7525	TO	4	4	0	0	2	2	0	1	1	0	0	0	0
PCT7526	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7526	ED	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7526	TO	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7527	MV	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7527	ED	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7527	TO	5	2	0	0	1	1	0	0	1	0	0	0	0
PCT7529	MV	7	4	0	0	1	3	0	0	1	2	0	0	0
PCT7529	ED	2	1	0	0	0	1	0	0	0	0	1	0	0
PCT7529	TO	9	5	0	0	1	4	0	0	1	2	1	0	0
PCT7531	MV	6	0	0	0	0	0	0	0	0	0	0	0	0
PCT7531	ED	0	1	0	0	1	0	0	0	0	0	0	0	0
PCT7531	TO	6	1	0	0	1	0	0	0	0	0	0	0	0
PCT7532	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7532	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7532	TO	6	0	0	0	0	0	0	0	0	0	0	0	0
PCT7533	MV	7	1	0	0	0	1	0	0	0	0	0	1	0
PCT7533	ED	7	3	0	0	1	2	0	0	1	0	1	0	0
PCT7533	TO	14	4	0	0	1	3	0	0	1	0	1	1	0
PCT7534	MV	5	1	0	0	0	1	0	0	0	0	1	0	0
PCT7534	ED	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7534	TO	9	1	0	0	0	1	0	0	0	0	1	0	0
PCT7535	MV	4	3	0	0	1	2	0	0	1	1	0	0	0
PCT7535	ED	3	2	0	0	0	2	0	0	0	0	1	1	0
PCT7535	TO	7	5	0	0	1	4	0	0	1	1	1	1	0
PCT7536	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7536	ED	4	1	0	0	0	1	0	0	0	0	0	1	0
PCT7536	TO	7	1	0	0	0	1	0	0	0	0	0	1	0
PCT7537	MV	5	1	0	0	0	1	0	0	1	0	0	0	0
PCT7537	ED	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7537	TO	7	2	0	0	0	2	0	0	1	0	0	1	0
PCT7538	MV	5	2	0	0	1	1	0	0	1	0	0	0	0
PCT7538	ED	0	1	0	0	0	1	0	0	0	0	0	1	0
PCT7538	TO	5	3	0	0	1	2	0	0	1	0	0	1	0
PCT7539	MV	4	4	0	0	1	3	0	0	1	1	1	0	0
PCT7539	ED	7	1	0	0	0	1	0	0	0	0	1	0	0
PCT7539	TO	11	5	0	0	1	4	0	0	1	1	2	0	0
PCT7541	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7541	ED	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7541	TO	6	0	0	0	0	0	0	0	0	0	0	0	0
PCT7542	MV	7	2	0	0	1	1	0	0	0	0	0	1	0
PCT7542	ED	4	3	0	0	2	1	0	0	1	0	0	0	0
PCT7542	TO	11	5	0	0	3	2	0	0	1	0	0	1	0
PCT7543	MV	3	2	0	0	1	1	0	0	1	0	0	0	0
PCT7543	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7543	TO	6	2	0	0	1	1	0	0	1	0	0	0	0
PCT7544	MV	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7544	ED	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7544	TO	6	2	0	0	2	0	0	0	0	0	0	0	0
PCT7545	MV	7	4	0	0	0	4	0	0	3	0	0	1	0
PCT7545	ED	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7545	TO	11	4	0	0	0	4	0	0	3	0	0	1	0
PCT7546	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7546	ED	4	2	0	0	1	1	0	0	0	1	0	0	0
PCT7546	TO	6	2	0	0	1	1	0	0	0	1	0	0	0
PCT7547	MV	7	1	0	0	1	0	0	0	0	0	0	0	0
PCT7547	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7547	TO	6	1	0	0	1	0	0	0	0	0	0	0	0
PCT7548	MV	8	2	0	0	1	1	0	0	0	0	0	1	0
PCT7548	ED	0	1	0	0	0	1	0	0	1	0	0	0	0
PCT7548	TO	8	3	0	0	1	2	0	0	1	0	0	1	0
PCT7549	MV	9	2	0	0	1	1	0	0	1	0	0	0	0
PCT7549	ED	1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7549	TO	10	3	0	0	1	2	0	0	2	0	0	0	0
PCT7551	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7551	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7551	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7552	MV	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7552	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7552	TO	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7553	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7553	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7553	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7554	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7554	ED	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7554	TO	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7555	MV	6	1	0	0	0	1	0	0	0	1	0	0	0
PCT7555	ED	4	3	0	0	1	2	0	1	1	0	0	0	0
PCT7555	TO	10	4	0	0	1	3	0	1	1	1	0	0	0
PCT7556	MV	6	3	0	0	2	1	0	0	0	0	0	1	0
PCT7556	ED	1	1	0	0	0	1	0	0	0	0	0	1	0
PCT7556	TO	7	4	0	0	2	2	0	0	0	0	0	2	0
PCT7601	MV	7	0	0	0	0	0	0	0	0	0	0	0	0
PCT7601	ED	7	2	0	0	1	1	0	0	0	1	0	0	0
PCT7601	TO	14	2	0	0	1	1	0	0	0	1	0	0	0
PCT7602	MV	4	2	0	0	1	1	0	0	1	0	0	0	0
PCT7602	ED	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7602	TO	7	3	0	0	2	1	0	0	1	0	0	0	0
PCT7603	MV	10	5	0	0	2	3	0	0	3	0	0	0	0
PCT7603	ED	1	1	0	0	0	1	0	0	0	1	0	0	0
PCT7603	TO	11	6	0	0	2	4	0	0	3	1	0	0	0
PCT7604	MV	6	3	0	0	0	3	0	0	0	1	2	0	0
PCT7604	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7604	TO	6	3	0	0	0	3	0	0	0	1	2	0	0
PCT7605	MV	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7605	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7605	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7606	MV	9	2	0	0	2	0	0	0	0	0	0	0	0
PCT7606	ED	5	2	0	0	0	2	0	1	0	1	0	0	0
PCT7606	TO	14	4	0	0	2	2	0	1	0	1	0	0	0
PCT7607	MV	12	4	0	0	1	3	0	0	2	0	0	1	0
PCT7607	ED	0	1	0	0	0	1	0	0	0	1	0	0	0
PCT7607	TO	12	5	0	0	1	4	0	0	2	1	0	1	0
PCT7608	MV	3	1	0	0	0	1	0	0	1	0	0	0	0
PCT7608	ED	1	1	0	0	0	1	0	0	0	1	0	0	0
PCT7608	TO	4	2	0	0	0	2	0	0	1	1	0	0	0
PCT7609	MV	7	3	0	0	2	1	0	0	1	0	0	0	0
PCT7609	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7609	TO	8	3	0	0	2	1	0	0	1	0	0	0	0
PCT7611	MV	8	2	0	0	0	2	0	1	1	0	0	0	0
PCT7611	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7611	TO	6	2	0	0	0	2	0	1	1	0	0	0	0
PCT7612	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7612	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7612	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7613	MV	7	1	0	0	0	1	0	0	0	1	0	0	0
PCT7613	ED	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7613	TO	11	2	0	0	0	2	0	0	1	1	0	0	0
PCT7614	MV	5	1	0	0	0	1	0	0	0	0	0	1	0
PCT7614	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7614	TO	7	1	0	0	0	1	0	0	0	0	0	1	0
PCT7615	MV	8	3	0	0	0	3	0	0	1	1	1	0	0
PCT7615	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7615	TO	8	3	0	0	0	3	0	0	1	1	1	0	0
PCT7616	MV	2	2	0	0	0	2	0	0	0	1	1	0	0
PCT7616	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7616	TO	2	2	0	0	0	2	0	0	0	1	1	0	0
PCT7617	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7617	ED	2	1	0	0	0	1	0	0	0	1	0	0	0
PCT7617	TO	4	1	0	0	0	1	0	0	0	1	0	0	0
PCT7618	MV	6	1	0	0	0	1	0	0	0	0	1	0	0
PCT7618	ED	1	2	0	0	1	1	0	0	0	1	0	0	0
PCT7618	TO	7	3	0	0	1	2	0	0	0	1	1	0	0
PCT7619	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7619	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7619	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7621	MV	3	1	0	0	0	1	0	0	0	0	1	0	0
PCT7621	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7621	TO	4	1	0	0	0	1	0	0	0	0	1	0	0
PCT7622	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7622	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7622	TO	6	0	0	0	0	0	0	0	0	0	0	0	0
PCT7623	MV	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7623	ED	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7623	TO	7	1	0	0	0	1	0	0	1	0	0	0	0
PCT7624	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7624	ED	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7624	TO	5	1	0	0	0	1	0	0	0	0	0	1	0
PCT7625	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7625	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7625	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7626	MV	6	4	0	0	2	2	0	0	0	2	0	0	0
PCT7626	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7626	TO	5	4	0	0	2	2	0	0	0	2	0	0	0
PCT7627	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7627	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7627	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7628	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7628	ED	3	1	0	0	0	1	0	0	0	1	0	0	0
PCT7628	TO	6	1	0	0	0	1	0	0	0	1	0	0	0
PCT7629	MV	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7629	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7629	TO	5	1	0	0	0	1	0	0	1	0	0	0	0
PCT7631	MV	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7631	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7631	TO	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7632	MV	8	4	0	0	3	1	0	0	0	1	0	0	0
PCT7632	ED	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7632	TO	13	4	0	0	3	1	0	0	0	1	0	0	0
PCT7633	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7633	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7633	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7634	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7634	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7634	TO	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7635	MV	6	2	0	0	0	2	0	0	2	0	0	0	0
PCT7635	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7635	TO	7	2	0	0	0	2	0	0	2	0	0	0	0
PCT7636	MV	5	2	0	0	1	1	0	0	1	0	0	0	0
PCT7636	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7636	TO	6	2	0	0	1	1	0	0	1	0	0	0	0
PCT7637	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7637	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7637	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7638	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7638	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7638	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7639	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7639	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7639	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7641	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7641	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7641	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7642	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7642	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7642	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7643	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7643	ED	5	2	0	0	0	2	0	0	0	0	0	2	0
PCT7643	TO	7	2	0	0	0	2	0	0	0	0	0	2	0
PCT7644	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7644	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7644	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7645	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7645	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7645	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7646	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7646	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7646	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7647	MV	7	0	0	0	0	0	0	0	0	0	0	0	0
PCT7647	ED	0	1	0	0	1	0	0	0	0	0	0	0	0
PCT7647	TO	7	1	0	0	1	0	0	0	0	0	0	0	0
PCT7648	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7648	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7648	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	MV	7	3	0	0	3	0	0	0	0	0	0	0	0
PCT7649	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	TO	8	3	0	0	3	0	0	0	0	0	0	0	0
PCT7651	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7651	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7651	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7652	MV	7	2	0	0	1	1	0	0	0	1	0	0	0
PCT7652	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7652	TO	7	2	0	0	1	1	0	0	0	1	0	0	0
PCT7653	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7653	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7653	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7654	MV	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7654	ED	-1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7654	TO	4	2	0	0	2	0	0	0	0	0	0	0	0
PCT7655	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7655	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7655	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7656	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7656	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7656	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7657	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7657	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7657	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7701	MV	7	4	0	0	4	0	0	0	0	0	0	0	0
PCT7701	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7701	TO	7	4	0	0	4	0	0	0	0	0	0	0	0
PCT7702	MV	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7702	ED	4	1	0	0	0	1	0	0	0	0	1	0	0
PCT7702	TO	6	2	0	0	0	2	0	0	0	0	1	1	0
PCT7703	MV	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7703	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7703	TO	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7704	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7704	ED	1	2	0	0	1	1	0	0	0	0	1	0	0
PCT7704	TO	5	2	0	0	1	1	0	0	0	0	1	0	0
PCT7705	MV	7	1	0	0	0	1	0	0	0	1	0	0	0
PCT7705	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7705	TO	5	1	0	0	0	1	0	0	0	1	0	0	0
PCT7706	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7706	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7706	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7707	MV	5	2	0	0	2	0	0	0	0	0	0	0	0
PCT7707	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
