area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	45:DAVID ROLDE	46:HOWIE HAWKINS	47:DARIO HUNTER	48:DENNIS LAMBERT	49:SEDINAM MOYOWASIFZA-CURRY	187:KENT MESPLAY
PCT1124	ED	3	1	0	0	0	1	0	1	0	0	0	0	0
PCT1124	TO	5	2	0	0	0	2	0	1	0	0	0	1	0
PCT1125	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT1125	ED	2	2	0	0	0	2	0	1	0	0	1	0	0
PCT1125	TO	6	3	0	0	1	2	0	1	0	0	1	0	0
PCT1126	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT1126	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1126	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT1127	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1127	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1127	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1128	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT1128	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1128	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT1129	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1129	ED	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT1129	TO	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT1131	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1131	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1131	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1132	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT1132	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1132	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT1133	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT1133	ED	0	1	0	0	0	1	0	0	0	0	1	0	0
PCT1133	TO	4	1	0	0	0	1	0	0	0	0	1	0	0
PCT1134	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT1134	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1134	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT1135	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1135	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1135	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1136	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1136	ED	0	1	0	0	0	1	0	0	0	0	1	0	0
PCT1136	TO	2	1	0	0	0	1	0	0	0	0	1	0	0
PCT1141	MV	8	2	0	0	0	2	0	0	0	2	0	0	0
PCT1141	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1141	TO	10	2	0	0	0	2	0	0	0	2	0	0	0
PCT1142	MV	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT1142	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1142	TO	7	0	0	0	0	0	0	0	0	0	0	0	0
PCT1143	MV	4	2	0	0	1	1	0	0	0	1	0	0	0
PCT1143	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1143	TO	5	2	0	0	1	1	0	0	0	1	0	0	0
PCT1144	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT1144	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1144	TO	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT1145	MV	8	3	0	0	2	1	0	0	1	0	0	0	0
PCT1145	ED	-1	1	0	0	1	0	0	0	0	0	0	0	0
PCT1145	TO	7	4	0	0	3	1	0	0	1	0	0	0	0
PCT1146	MV	8	1	0	0	0	1	0	0	0	1	0	0	0
PCT1146	ED	4	1	0	0	0	1	0	1	0	0	0	0	0
PCT1146	TO	12	2	0	0	0	2	0	1	0	1	0	0	0
PCT1147	MV	12	3	0	0	0	3	0	0	3	0	0	0	0
PCT1147	ED	-3	2	0	0	1	1	0	0	0	1	0	0	0
PCT1147	TO	9	5	0	0	1	4	0	0	3	1	0	0	0
PCT1148	MV	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT1148	ED	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT1148	TO	8	2	0	0	2	0	0	0	0	0	0	0	0
PCT1149	MV	5	1	0	0	0	1	0	0	0	1	0	0	0
PCT1149	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1149	TO	5	1	0	0	0	1	0	0	0	1	0	0	0
PCT1151	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1151	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1151	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1152	MV	5	1	0	0	0	1	0	0	1	0	0	0	0
PCT1152	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1152	TO	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT1153	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT1153	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT1153	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT1154	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1154	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT1154	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7001	MV	6	2	0	0	2	0	0	0	0	0	0	0	0
PCT7001	ED	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7001	TO	10	2	0	0	2	0	0	0	0	0	0	0	0
PCT7002	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7002	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7002	TO	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7003	MV	7	1	0	0	0	1	0	0	0	0	0	1	0
PCT7003	ED	1	2	0	0	2	0	0	0	0	0	0	0	0
PCT7003	TO	8	3	0	0	2	1	0	0	0	0	0	1	0
PCT7004	MV	6	3	0	0	2	1	0	0	0	1	0	0	0
PCT7004	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7004	TO	6	3	0	0	2	1	0	0	0	1	0	0	0
PCT7005	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7005	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7005	TO	6	0	0	0	0	0	0	0	0	0	0	0	0
PCT7006	MV	3	2	0	0	1	1	0	0	1	0	0	0	0
PCT7006	ED	8	1	0	0	0	1	0	0	0	1	0	0	0
PCT7006	TO	11	3	0	0	1	2	0	0	1	1	0	0	0
PCT7007	MV	7	2	0	0	1	1	0	1	0	0	0	0	0
PCT7007	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7007	TO	7	2	0	0	1	1	0	1	0	0	0	0	0
PCT7008	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7008	ED	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7008	TO	7	1	0	0	1	0	0	0	0	0	0	0	0
PCT7009	MV	9	2	0	0	1	1	0	0	0	0	0	1	0
PCT7009	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7009	TO	8	2	0	0	1	1	0	0	0	0	0	1	0
PCT7011	MV	4	1	0	0	0	1	0	0	1	0	0	0	0
PCT7011	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7011	TO	6	1	0	0	0	1	0	0	1	0	0	0	0
PCT7012	MV	6	2	0	0	2	0	0	0	0	0	0	0	0
PCT7012	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7012	TO	5	2	0	0	2	0	0	0	0	0	0	0	0
PCT7013	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7013	ED	1	1	0	0	0	1	0	0	0	1	0	0	0
PCT7013	TO	3	1	0	0	0	1	0	0	0	1	0	0	0
PCT7014	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7014	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7014	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7015	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7015	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7015	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7016	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7016	ED	1	1	0	0	0	1	0	0	0	1	0	0	0
PCT7016	TO	3	1	0	0	0	1	0	0	0	1	0	0	0
PCT7017	MV	3	1	0	0	0	1	0	0	0	0	1	0	0
PCT7017	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7017	TO	6	1	0	0	0	1	0	0	0	0	1	0	0
PCT7018	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7018	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7018	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7019	MV	6	3	0	0	1	2	0	0	2	0	0	0	0
PCT7019	ED	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7019	TO	7	4	0	0	2	2	0	0	2	0	0	0	0
PCT7021	MV	5	2	0	0	2	0	0	0	0	0	0	0	0
PCT7021	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7021	TO	8	2	0	0	2	0	0	0	0	0	0	0	0
PCT7022	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7022	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7022	TO	7	1	0	0	1	0	0	0	0	0	0	0	0
PCT7023	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7023	ED	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7023	TO	6	1	0	0	0	1	0	0	1	0	0	0	0
PCT7024	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7024	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7024	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7025	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7025	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7025	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7026	MV	4	1	0	0	0	1	0	0	0	1	0	0	0
PCT7026	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7026	TO	3	1	0	0	0	1	0	0	0	1	0	0	0
PCT7027	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7027	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7027	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7028	MV	2	2	0	0	2	0	0	0	0	0	0	0	0
PCT7028	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7028	TO	3	2	0	0	2	0	0	0	0	0	0	0	0
PCT7029	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7029	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7029	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7030	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7030	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7030	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7031	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7031	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7031	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7032	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7032	ED	1	1	0	0	0	1	0	0	0	0	0	1	0
PCT7032	TO	4	1	0	0	0	1	0	0	0	0	0	1	0
PCT7033	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7033	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7033	TO	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7034	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7034	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7034	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7035	MV	2	2	0	0	1	1	0	0	1	0	0	0	0
PCT7035	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7035	TO	2	2	0	0	1	1	0	0	1	0	0	0	0
PCT7036	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7036	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7036	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7037	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7037	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7037	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7038	MV	5	2	0	0	1	1	0	1	0	0	0	0	0
PCT7038	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7038	TO	5	2	0	0	1	1	0	1	0	0	0	0	0
PCT7039	MV	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7039	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7039	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7041	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7041	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7041	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7042	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7042	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7042	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7043	MV	4	2	0	0	1	1	0	0	0	1	0	0	0
PCT7043	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7043	TO	5	2	0	0	1	1	0	0	0	1	0	0	0
PCT7044	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7044	ED	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7044	TO	5	0	0	0	0	0	0	0	0	0	0	0	0
PCT7045	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7045	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7045	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7046	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7046	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7046	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7047	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7047	ED	1	1	0	0	1	0	0	0	0	0	0	0	0
PCT7047	TO	3	2	0	0	2	0	0	0	0	0	0	0	0
PCT7048	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7048	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7048	TO	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7049	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7049	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7049	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7051	MV	4	1	0	0	0	1	0	0	0	0	0	1	0
PCT7051	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7051	TO	4	1	0	0	0	1	0	0	0	0	0	1	0
PCT7052	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7052	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7052	TO	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7053	MV	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7053	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7053	TO	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7054	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7054	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7054	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7055	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7055	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7055	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7056	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7056	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7056	TO	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7101	MV	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7101	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7101	TO	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7201	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7201	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7201	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7202	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7202	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7202	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7203	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7203	ED	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7203	TO	5	1	0	0	1	0	0	0	0	0	0	0	0
PCT7204	MV	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7204	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7204	TO	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7205	MV	5	2	0	0	1	1	0	0	0	0	1	0	0
PCT7205	ED	2	1	0	0	0	1	0	0	0	1	0	0	0
PCT7205	TO	7	3	0	0	1	2	0	0	0	1	1	0	0
PCT7206	MV	1	1	0	0	0	1	0	0	0	1	0	0	0
PCT7206	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7206	TO	1	1	0	0	0	1	0	0	0	1	0	0	0
PCT7207	MV	3	2	0	0	0	2	0	0	1	0	1	0	0
PCT7207	ED	1	1	0	0	0	1	0	0	1	0	0	0	0
PCT7207	TO	4	3	0	0	0	3	0	0	2	0	1	0	0
PCT7208	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7208	ED	-2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7208	TO	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7209	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7209	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7209	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7301	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7301	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7301	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7302	MV	4	2	0	0	2	0	0	0	0	0	0	0	0
PCT7302	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7302	TO	4	2	0	0	2	0	0	0	0	0	0	0	0
PCT7303	MV	8	0	0	0	0	0	0	0	0	0	0	0	0
PCT7303	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7303	TO	7	0	0	0	0	0	0	0	0	0	0	0	0
PCT7304	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7304	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7304	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7305	MV	2	1	0	0	0	1	0	0	0	1	0	0	0
PCT7305	ED	6	1	0	0	0	1	0	0	1	0	0	0	0
PCT7305	TO	8	2	0	0	0	2	0	0	1	1	0	0	0
PCT7306	MV	4	2	0	0	1	1	0	0	1	0	0	0	0
PCT7306	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7306	TO	4	2	0	0	1	1	0	0	1	0	0	0	0
PCT7307	MV	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7307	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7307	TO	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7308	MV	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7308	ED	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7308	TO	4	2	0	0	1	1	0	0	0	0	0	1	0
PCT7309	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7309	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7309	TO	3	0	0	0	0	0	0	0	0	0	0	0	0
PCT7311	MV	4	1	0	0	1	0	0	0	0	0	0	0	0
PCT7311	ED	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7311	TO	6	2	0	0	1	1	0	0	1	0	0	0	0
PCT7312	MV	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7312	ED	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7312	TO	2	1	0	0	0	1	0	0	1	0	0	0	0
PCT7313	MV	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7313	ED	1	1	0	0	0	1	0	0	0	0	0	1	0
PCT7313	TO	2	1	0	0	0	1	0	0	0	0	0	1	0
PCT7314	MV	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7314	ED	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7314	TO	2	1	0	0	1	0	0	0	0	0	0	0	0
PCT7315	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7315	ED	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7315	TO	4	0	0	0	0	0	0	0	0	0	0	0	0
PCT7316	MV	5	2	0	0	1	1	0	0	1	0	0	0	0
PCT7316	ED	3	2	0	0	0	2	0	0	1	0	0	1	0
PCT7316	TO	8	4	0	0	1	3	0	0	2	0	0	1	0
PCT7317	MV	4	2	0	0	1	1	0	0	0	1	0	0	0
PCT7317	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7317	TO	5	2	0	0	1	1	0	0	0	1	0	0	0
PCT7318	MV	3	2	0	0	1	1	0	0	0	0	1	0	0
PCT7318	ED	3	1	0	0	1	0	0	0	0	0	0	0	0
PCT7318	TO	6	3	0	0	2	1	0	0	0	0	1	0	0
PCT7319	MV	4	2	0	0	0	2	0	0	2	0	0	0	0
PCT7319	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7319	TO	5	2	0	0	0	2	0	0	2	0	0	0	0
PCT7321	MV	3	2	0	0	2	0	0	0	0	0	0	0	0
PCT7321	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7321	TO	4	2	0	0	2	0	0	0	0	0	0	0	0
PCT7322	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7322	ED	-1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7322	TO	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7323	MV	3	2	0	0	1	1	0	0	0	1	0	0	0
PCT7323	ED	1	0	0	0	0	0	0	0	0	0	0	0	0
PCT7323	TO	4	2	0	0	1	1	0	0	0	1	0	0	0
