area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	3:YES	4:NO
ALLPCTS	TO	503899	304904	0	52	24419	280433	203002	77431
ALLPCTS	ED	101264	107001	0	13	10060	96928	74846	22082
ALLPCTS	MV	402635	197903	0	39	14359	183505	128156	55349
PCT1101	MV	448	216	0	0	15	201	128	73
PCT1101	ED	114	93	0	0	7	86	73	13
PCT1101	TO	562	309	0	0	22	287	201	86
PCT1102	MV	774	370	0	0	19	351	230	121
PCT1102	ED	230	209	0	0	16	193	138	55
PCT1102	TO	1004	579	0	0	35	544	368	176
PCT1103	MV	749	373	0	0	19	354	239	115
PCT1103	ED	222	194	0	0	12	182	133	49
PCT1103	TO	971	567	0	0	31	536	372	164
PCT1104	MV	751	343	0	0	13	330	237	93
PCT1104	ED	267	169	0	0	14	155	118	37
PCT1104	TO	1018	512	0	0	27	485	355	130
PCT1106	MV	598	255	0	0	12	243	134	109
PCT1106	ED	173	149	0	0	10	139	107	32
PCT1106	TO	771	404	0	0	22	382	241	141
PCT1107	MV	612	288	0	0	17	271	172	99
PCT1107	ED	139	125	0	0	8	117	92	25
PCT1107	TO	751	413	0	0	25	388	264	124
PCT1108	MV	725	360	0	0	21	339	234	105
PCT1108	ED	198	159	0	0	17	142	107	35
PCT1108	TO	923	519	0	0	38	481	341	140
PCT1109	MV	653	285	0	0	14	271	159	112
PCT1109	ED	169	141	0	0	10	131	103	28
PCT1109	TO	822	426	0	0	24	402	262	140
PCT1111	MV	849	354	0	0	18	336	201	135
PCT1111	ED	197	189	0	0	10	179	140	39
PCT1111	TO	1046	543	0	0	28	515	341	174
PCT1112	MV	643	280	0	0	15	265	180	85
PCT1112	ED	159	119	0	0	7	112	91	21
PCT1112	TO	802	399	0	0	22	377	271	106
PCT1113	MV	675	286	0	0	13	273	174	99
PCT1113	ED	120	108	0	0	16	92	74	18
PCT1113	TO	795	394	0	0	29	365	248	117
PCT1114	MV	769	328	0	0	22	306	224	82
PCT1114	ED	222	167	0	0	16	151	128	23
PCT1114	TO	991	495	0	0	38	457	352	105
PCT1115	MV	743	295	0	0	15	280	177	103
PCT1115	ED	193	131	0	0	12	119	97	22
PCT1115	TO	936	426	0	0	27	399	274	125
PCT1116	MV	715	309	0	0	17	292	186	106
PCT1116	ED	216	197	0	0	15	182	155	27
PCT1116	TO	931	506	0	0	32	474	341	133
PCT1117	MV	665	259	0	0	15	244	164	80
PCT1117	ED	181	152	0	0	15	137	109	28
PCT1117	TO	846	411	0	0	30	381	273	108
PCT1118	MV	846	366	0	1	12	353	222	131
PCT1118	ED	219	164	0	0	13	151	114	37
PCT1118	TO	1065	530	0	1	25	504	336	168
PCT1119	MV	659	305	0	0	12	293	204	89
PCT1119	ED	138	117	0	0	10	107	89	18
PCT1119	TO	797	422	0	0	22	400	293	107
PCT1121	MV	556	269	0	0	21	248	140	108
PCT1121	ED	149	123	0	0	8	115	80	35
PCT1121	TO	705	392	0	0	29	363	220	143
PCT1122	MV	519	247	0	0	18	229	117	112
PCT1122	ED	118	97	0	0	7	90	62	28
PCT1122	TO	637	344	0	0	25	319	179	140
PCT1123	MV	730	258	0	1	10	247	170	77
PCT1123	ED	208	151	0	0	14	137	113	24
PCT1123	TO	938	409	0	1	24	384	283	101
PCT1124	MV	631	246	0	2	7	237	146	91
PCT1124	ED	198	125	0	0	7	118	102	16
PCT1124	TO	829	371	0	2	14	355	248	107
PCT1125	MV	919	365	0	1	27	337	194	143
PCT1125	ED	178	115	0	0	11	104	90	14
PCT1125	TO	1097	480	0	1	38	441	284	157
PCT1126	MV	812	308	0	0	15	293	210	83
PCT1126	ED	200	108	0	0	6	102	79	23
PCT1126	TO	1012	416	0	0	21	395	289	106
PCT1127	MV	743	295	0	0	10	285	155	130
PCT1127	ED	222	148	0	0	5	143	105	38
PCT1127	TO	965	443	0	0	15	428	260	168
PCT1128	MV	734	287	0	0	12	275	153	122
PCT1128	ED	145	108	0	0	9	99	77	22
PCT1128	TO	879	395	0	0	21	374	230	144
PCT1129	MV	790	314	0	0	21	293	173	120
PCT1129	ED	246	146	0	0	16	130	95	35
PCT1129	TO	1036	460	0	0	37	423	268	155
PCT1131	MV	694	280	0	0	25	255	142	113
PCT1131	ED	166	111	0	0	9	102	83	19
PCT1131	TO	860	391	0	0	34	357	225	132
PCT1132	MV	838	370	0	0	27	343	214	129
PCT1132	ED	194	103	0	0	7	96	63	33
PCT1132	TO	1032	473	0	0	34	439	277	162
PCT1133	MV	716	336	0	0	9	327	209	118
PCT1133	ED	159	113	0	0	7	106	68	38
PCT1133	TO	875	449	0	0	16	433	277	156
PCT1134	MV	585	293	0	0	9	284	153	131
PCT1134	ED	182	127	0	0	13	114	99	15
PCT1134	TO	767	420	0	0	22	398	252	146
PCT1135	MV	465	220	0	0	6	214	131	83
PCT1135	ED	91	61	0	0	1	60	41	19
PCT1135	TO	556	281	0	0	7	274	172	102
PCT1136	MV	710	342	0	0	15	327	200	127
PCT1136	ED	157	117	0	0	10	107	83	24
PCT1136	TO	867	459	0	0	25	434	283	151
PCT1141	MV	836	394	0	0	22	372	238	134
PCT1141	ED	220	185	0	0	10	175	132	43
PCT1141	TO	1056	579	0	0	32	547	370	177
PCT1142	MV	721	330	0	0	27	303	206	97
PCT1142	ED	175	119	0	0	6	113	91	22
PCT1142	TO	896	449	0	0	33	416	297	119
PCT1143	MV	824	360	0	0	26	334	226	108
PCT1143	ED	225	189	0	0	14	175	148	27
PCT1143	TO	1049	549	0	0	40	509	374	135
PCT1144	MV	727	327	0	0	12	315	202	113
PCT1144	ED	220	165	0	0	18	147	110	37
PCT1144	TO	947	492	0	0	30	462	312	150
PCT1145	MV	753	411	0	0	25	386	251	135
PCT1145	ED	152	152	0	0	8	144	106	38
PCT1145	TO	905	563	0	0	33	530	357	173
PCT1146	MV	839	364	0	0	17	347	243	104
PCT1146	ED	215	159	0	0	11	148	113	35
PCT1146	TO	1054	523	0	0	28	495	356	139
PCT1147	MV	673	310	0	0	13	297	198	99
PCT1147	ED	212	159	0	0	13	146	112	34
PCT1147	TO	885	469	0	0	26	443	310	133
PCT1148	MV	804	370	0	0	18	352	212	140
PCT1148	ED	224	158	0	0	15	143	107	36
PCT1148	TO	1028	528	0	0	33	495	319	176
PCT1149	MV	710	320	0	0	23	297	192	105
PCT1149	ED	229	161	0	0	11	150	113	37
PCT1149	TO	939	481	0	0	34	447	305	142
PCT1151	MV	0	0	0	0	0	0	0	0
PCT1151	ED	0	0	0	0	0	0	0	0
PCT1151	TO	0	0	0	0	0	0	0	0
PCT1152	MV	710	315	0	0	19	296	210	86
PCT1152	ED	180	137	0	0	9	128	101	27
PCT1152	TO	890	452	0	0	28	424	311	113
PCT1153	MV	730	285	0	0	18	267	185	82
PCT1153	ED	210	181	0	0	12	169	108	61
PCT1153	TO	940	466	0	0	30	436	293	143
PCT1154	MV	0	0	0	0	0	0	0	0
