area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	80:JOHN P. MCDONNELL	81:PHIL TING
PCT9437	TO	927	549	0	0	60	489	0	100	389
PCT9438	MV	837	421	0	0	37	384	0	92	292
PCT9438	ED	152	129	0	0	22	107	0	16	91
PCT9438	TO	989	550	0	0	59	491	0	108	383
PCT9439	MV	718	344	0	0	41	303	0	70	233
PCT9439	ED	199	150	0	0	35	115	0	27	88
PCT9439	TO	917	494	0	0	76	418	0	97	321
PCT9441	MV	778	396	0	0	42	354	0	69	285
PCT9441	ED	193	188	0	0	38	150	0	16	134
PCT9441	TO	971	584	0	0	80	504	0	85	419
PCT9442	MV	830	382	0	0	45	337	0	75	262
PCT9442	ED	210	232	0	0	37	195	0	36	159
PCT9442	TO	1040	614	0	0	82	532	0	111	421
PCT9443	MV	760	363	0	0	38	325	0	50	275
PCT9443	ED	195	173	0	0	27	146	0	23	123
PCT9443	TO	955	536	0	0	65	471	0	73	398
PCT9444	MV	768	343	0	0	26	317	0	84	233
PCT9444	ED	197	154	0	0	31	123	0	20	103
PCT9444	TO	965	497	0	0	57	440	0	104	336
PCT9445	MV	830	407	0	0	47	360	0	71	289
PCT9445	ED	166	181	0	0	29	152	0	17	135
PCT9445	TO	996	588	0	0	76	512	0	88	424
PCT9446	MV	900	467	0	0	45	422	0	123	299
PCT9446	ED	216	185	0	0	28	157	0	26	131
PCT9446	TO	1116	652	0	0	73	579	0	149	430
PCT9447	MV	729	395	0	0	40	355	0	75	280
PCT9447	ED	192	203	0	0	29	174	0	35	139
PCT9447	TO	921	598	0	0	69	529	0	110	419
PCT9448	MV	742	347	0	0	30	317	0	52	265
PCT9448	ED	198	185	0	0	34	151	0	17	134
PCT9448	TO	940	532	0	0	64	468	0	69	399
PCT9449	MV	719	342	0	0	40	302	0	66	236
PCT9449	ED	162	129	0	0	17	112	0	29	83
PCT9449	TO	881	471	0	0	57	414	0	95	319
PCT9451	MV	353	178	0	0	16	162	0	47	115
PCT9451	ED	88	71	0	0	13	58	0	12	46
PCT9451	TO	441	249	0	0	29	220	0	59	161
PCT9452	MV	647	336	0	0	25	311	0	71	240
PCT9452	ED	195	199	0	0	36	163	0	43	120
PCT9452	TO	842	535	0	0	61	474	0	114	360
PCT9453	MV	409	220	0	0	26	194	0	54	140
PCT9453	ED	115	88	0	0	12	76	0	15	61
PCT9453	TO	524	308	0	0	38	270	0	69	201
PCT9501	MV	150	92	0	0	12	80	0	18	62
PCT9501	ED	0	5	0	0	3	2	0	1	1
PCT9501	TO	150	97	0	0	15	82	0	19	63
PCT9502	MV	251	136	0	0	12	124	0	11	113
PCT9502	ED	0	12	0	0	8	4	0	0	4
PCT9502	TO	251	148	0	0	20	128	0	11	117
PCT9503	MV	550	263	0	0	37	226	0	13	213
PCT9503	ED	150	139	0	0	33	106	0	12	94
PCT9503	TO	700	402	0	0	70	332	0	25	307
PCT9505	MV	589	296	0	0	31	265	0	37	228
PCT9505	ED	176	147	0	0	27	120	0	7	113
PCT9505	TO	765	443	0	0	58	385	0	44	341
PCT9506	MV	547	233	0	0	23	210	0	20	190
PCT9506	ED	207	147	0	0	33	114	0	14	100
PCT9506	TO	754	380	0	0	56	324	0	34	290
PCT9507	MV	556	306	0	0	43	263	0	14	249
PCT9507	ED	160	206	0	0	48	158	0	15	143
PCT9507	TO	716	512	0	0	91	421	0	29	392
PCT9508	MV	632	320	0	0	37	283	0	15	268
PCT9508	ED	148	212	0	0	53	159	0	11	148
PCT9508	TO	780	532	0	0	90	442	0	26	416
PCT9509	MV	585	297	0	0	44	253	0	13	240
PCT9509	ED	142	196	0	0	45	151	0	10	141
PCT9509	TO	727	493	0	0	89	404	0	23	381
PCT9511	MV	458	242	0	1	28	213	0	21	192
PCT9511	ED	176	179	0	0	41	138	0	14	124
PCT9511	TO	634	421	0	1	69	351	0	35	316
PCT9512	MV	617	328	0	0	52	276	0	16	260
PCT9512	ED	160	209	0	0	53	156	0	11	145
PCT9512	TO	777	537	0	0	105	432	0	27	405
PCT9513	MV	686	335	0	0	50	285	0	29	256
PCT9513	ED	191	202	0	0	48	154	0	11	143
PCT9513	TO	877	537	0	0	98	439	0	40	399
PCT9514	MV	713	353	0	0	49	304	0	23	281
PCT9514	ED	183	247	0	0	40	207	0	19	188
PCT9514	TO	896	600	0	0	89	511	0	42	469
PCT9515	MV	543	306	0	0	38	268	0	35	233
PCT9515	ED	169	192	0	0	38	154	0	21	133
PCT9515	TO	712	498	0	0	76	422	0	56	366
PCT9516	MV	705	367	0	0	47	320	0	53	267
PCT9516	ED	184	221	0	0	43	178	0	21	157
PCT9516	TO	889	588	0	0	90	498	0	74	424
PCT9517	MV	626	335	0	0	45	290	0	31	259
PCT9517	ED	162	200	0	0	37	163	0	15	148
PCT9517	TO	788	535	0	0	82	453	0	46	407
PCT9518	MV	642	319	0	0	43	276	0	34	242
PCT9518	ED	146	218	0	0	40	178	0	17	161
PCT9518	TO	788	537	0	0	83	454	0	51	403
PCT9519	MV	693	370	0	0	50	320	0	31	289
PCT9519	ED	198	260	0	0	53	207	0	23	184
PCT9519	TO	891	630	0	0	103	527	0	54	473
PCT9521	MV	687	352	0	0	38	314	0	26	288
PCT9521	ED	214	256	0	0	50	206	0	18	188
PCT9521	TO	901	608	0	0	88	520	0	44	476
PCT9701	MV	498	271	0	0	44	227	0	33	194
PCT9701	ED	156	163	0	0	22	141	0	18	123
PCT9701	TO	654	434	0	0	66	368	0	51	317
PCT9702	MV	554	309	0	0	59	250	0	25	225
PCT9702	ED	166	196	0	0	36	160	0	15	145
PCT9702	TO	720	505	0	0	95	410	0	40	370
PCT9703	MV	809	403	0	0	42	361	0	52	309
PCT9703	ED	182	200	0	0	29	171	0	27	144
PCT9703	TO	991	603	0	0	71	532	0	79	453
PCT9704	MV	760	426	0	0	48	378	0	65	313
PCT9704	ED	199	244	0	0	46	198	0	20	178
PCT9704	TO	959	670	0	0	94	576	0	85	491
PCT9705	MV	754	421	0	0	41	380	0	39	341
PCT9705	ED	175	203	0	0	41	162	0	17	145
PCT9705	TO	929	624	0	0	82	542	0	56	486
PCT9706	MV	49	35	0	0	1	34	0	2	32
PCT9706	ED	0	1	0	0	1	0	0	0	0
PCT9706	TO	49	36	0	0	2	34	0	2	32
PCT9707	MV	687	359	0	0	32	327	0	68	259
PCT9707	ED	139	146	0	0	23	123	0	10	113
PCT9707	TO	826	505	0	0	55	450	0	78	372
PCT9708	MV	786	432	0	0	48	384	0	49	335
PCT9708	ED	175	216	0	0	40	176	0	20	156
PCT9708	TO	961	648	0	0	88	560	0	69	491
PCT9709	MV	831	429	0	0	46	383	0	79	304
PCT9709	ED	209	230	0	0	34	196	0	30	166
PCT9709	TO	1040	659	0	0	80	579	0	109	470
PCT9711	MV	502	307	0	0	22	285	0	50	235
PCT9711	ED	144	168	0	0	24	144	0	33	111
PCT9711	TO	646	475	0	0	46	429	0	83	346
PCT9712	MV	534	337	0	0	35	302	0	70	232
PCT9712	ED	127	138	0	0	17	121	0	19	102
PCT9712	TO	661	475	0	0	52	423	0	89	334
PCT9713	MV	747	391	0	0	56	335	0	68	267
PCT9713	ED	203	182	0	0	30	152	0	25	127
PCT9713	TO	950	573	0	0	86	487	0	93	394
PCT9714	MV	795	447	0	0	44	403	0	98	305
PCT9714	ED	156	178	0	0	23	155	0	37	118
PCT9714	TO	951	625	0	0	67	558	0	135	423
PCT9715	MV	449	242	0	0	21	221	0	50	171
PCT9715	ED	130	157	0	0	19	138	0	23	115
PCT9715	TO	579	399	0	0	40	359	0	73	286
PCT9716	MV	745	401	0	0	37	364	0	77	287
PCT9716	ED	221	217	0	0	47	170	0	32	138
PCT9716	TO	966	618	0	0	84	534	0	109	425
PCT9717	MV	753	439	0	0	37	402	0	89	313
PCT9717	ED	224	194	0	0	29	165	0	29	136
PCT9717	TO	977	633	0	0	66	567	0	118	449
PCT9718	MV	749	451	0	0	39	412	0	81	331
PCT9718	ED	152	185	0	0	22	163	0	30	133
PCT9718	TO	901	636	0	0	61	575	0	111	464
PCT9719	MV	747	465	0	1	51	413	0	92	321
PCT9719	ED	173	191	0	0	17	174	0	40	134
PCT9719	TO	920	656	0	1	68	587	0	132	455
PCT9721	MV	498	291	0	0	22	269	0	50	219
PCT9721	ED	164	174	0	0	22	152	0	38	114
PCT9721	TO	662	465	0	0	44	421	0	88	333
PCT9722	MV	513	315	0	0	28	287	0	76	211
PCT9722	ED	84	101	0	0	9	92	0	19	73
PCT9722	TO	597	416	0	0	37	379	0	95	284
PCT9723	MV	436	225	0	0	22	203	0	69	134
PCT9723	ED	72	66	0	0	6	60	0	17	43
PCT9723	TO	508	291	0	0	28	263	0	86	177
PCT9724	MV	851	458	0	1	45	412	0	138	274
PCT9724	ED	169	145	0	0	24	121	0	28	93
PCT9724	TO	1020	603	0	1	69	533	0	166	367
PCT9725	MV	814	439	0	0	44	395	0	116	279
PCT9725	ED	157	166	0	0	30	136	0	33	103
PCT9725	TO	971	605	0	0	74	531	0	149	382
PCT9726	MV	630	218	0	0	13	205	0	31	174
PCT9726	ED	-14	280	0	0	41	239	0	23	216
PCT9726	TO	616	498	0	0	54	444	0	54	390
PCT9727	MV	404	227	0	0	23	204	0	68	136
PCT9727	ED	56	64	0	0	7	57	0	10	47
PCT9727	TO	460	291	0	0	30	261	0	78	183
PCT9728	MV	751	448	0	0	46	402	0	118	284
PCT9728	ED	212	184	0	0	10	174	0	50	124
PCT9728	TO	963	632	0	0	56	576	0	168	408
PCT9729	MV	654	338	0	0	37	301	0	84	217
PCT9729	ED	164	174	0	0	28	146	0	35	111
PCT9729	TO	818	512	0	0	65	447	0	119	328
PCT9731	MV	436	246	0	0	27	219	0	53	166
PCT9731	ED	143	145	0	0	21	124	0	25	99
PCT9731	TO	579	391	0	0	48	343	0	78	265
PCT9732	MV	73	47	0	0	5	42	0	7	35
PCT9732	ED	0	3	0	0	1	2	0	0	2
PCT9732	TO	73	50	0	0	6	44	0	7	37
PCT9733	MV	240	162	0	0	11	151	0	14	137
PCT9733	ED	0	12	0	0	2	10	0	1	9
PCT9733	TO	240	174	0	0	13	161	0	15	146
PCT9734	MV	473	290	0	1	24	265	0	56	209
PCT9734	ED	131	131	0	0	14	117	0	31	86
PCT9734	TO	604	421	0	1	38	382	0	87	295
PCT9735	MV	650	390	0	0	30	360	0	89	271
PCT9735	ED	170	187	0	0	40	147	0	32	115
PCT9735	TO	820	577	0	0	70	507	0	121	386
PCT9736	MV	586	329	0	0	28	301	0	44	257
PCT9736	ED	150	187	0	0	29	158	0	31	127
PCT9736	TO	736	516	0	0	57	459	0	75	384
PCT9737	MV	637	390	0	0	36	354	0	61	293
PCT9737	ED	154	164	0	0	23	141	0	20	121
PCT9737	TO	791	554	0	0	59	495	0	81	414
PCT9738	MV	688	320	0	0	33	287	0	58	229
PCT9738	ED	150	118	0	0	24	94	0	25	69
PCT9738	TO	838	438	0	0	57	381	0	83	298
PCT9739	MV	674	273	0	0	18	255	0	41	214
PCT9739	ED	115	249	0	0	35	214	0	11	203
PCT9739	TO	789	522	0	0	53	469	0	52	417
PCT9741	MV	843	174	0	0	24	150	0	10	140
PCT9741	ED	-402	454	0	0	73	381	0	26	355
PCT9741	TO	441	628	0	0	97	531	0	36	495
PCT9742	MV	530	229	0	0	18	211	0	57	154
PCT9742	ED	165	163	0	0	24	139	0	42	97
PCT9742	TO	695	392	0	0	42	350	0	99	251
PCT9743	MV	913	405	0	0	50	355	0	60	295
PCT9743	ED	227	261	0	0	36	225	0	35	190
PCT9743	TO	1140	666	0	0	86	580	0	95	485
PCT9744	MV	783	334	0	0	33	301	0	55	246
PCT9744	ED	160	262	0	0	53	209	0	26	183
PCT9744	TO	943	596	0	0	86	510	0	81	429
PCT9745	MV	791	321	0	0	27	294	0	53	241
PCT9745	ED	201	237	0	0	42	195	0	33	162
PCT9745	TO	992	558	0	0	69	489	0	86	403
PCT9746	MV	714	374	0	0	40	334	0	77	257
PCT9746	ED	189	154	0	0	13	141	0	40	101
PCT9746	TO	903	528	0	0	53	475	0	117	358
PCT9747	MV	772	401	0	0	30	371	0	64	307
PCT9747	ED	204	193	0	0	18	175	0	25	150
PCT9747	TO	976	594	0	0	48	546	0	89	457
PCT9748	MV	746	425	0	0	38	387	0	77	310
PCT9748	ED	167	164	0	0	24	140	0	26	114
PCT9748	TO	913	589	0	0	62	527	0	103	424
PCT9749	MV	750	289	0	0	30	259	0	44	215
PCT9749	ED	188	170	0	0	42	128	0	14	114
PCT9749	TO	938	459	0	0	72	387	0	58	329
PCT9751	MV	857	475	0	0	58	417	0	71	346
PCT9751	ED	214	205	0	0	30	175	0	30	145
PCT9751	TO	1071	680	0	0	88	592	0	101	491
PCT9752	MV	563	330	0	0	27	303	0	71	232
PCT9752	ED	134	156	0	0	25	131	0	28	103
PCT9752	TO	697	486	0	0	52	434	0	99	335
PCT9753	MV	617	300	0	1	26	273	0	31	242
PCT9753	ED	145	168	0	0	25	143	0	15	128
PCT9753	TO	762	468	0	1	51	416	0	46	370
PCT9754	MV	545	317	0	0	26	291	0	30	261
PCT9754	ED	162	149	0	0	23	126	0	14	112
PCT9754	TO	707	466	0	0	49	417	0	44	373
PCT9755	MV	441	240	0	0	20	220	0	31	189
PCT9755	ED	139	134	0	0	23	111	0	21	90
PCT9755	TO	580	374	0	0	43	331	0	52	279
PCT9756	MV	805	365	0	0	33	332	0	65	267
PCT9756	ED	162	153	0	0	17	136	0	23	113
PCT9756	TO	967	518	0	0	50	468	0	88	380
PCT9801	MV	320	163	0	0	15	148	0	14	134
PCT9801	ED	88	68	0	0	7	61	0	16	45
PCT9801	TO	408	231	0	0	22	209	0	30	179
CONG12	MV	355626	60394	0	9	6991	53394	0	9784	43610
CONG12	ED	90222	34355	0	5	6717	27633	0	4332	23301
CONG12	TO	445848	94749	0	14	13708	81027	0	14116	66911
CONG14	MV	47259	22470	0	5	2082	20383	0	4133	16250
CONG14	ED	10792	10918	0	1	1743	9174	0	1547	7627
CONG14	TO	58051	33388	0	6	3825	29557	0	5680	23877
ASSM19	MV	170072	82864	0	14	9073	73777	0	13917	59860
ASSM19	ED	41405	45273	0	6	8460	36807	0	5879	30928
ASSM19	TO	211477	128137	0	20	17533	110584	0	19796	90788
SUPV1	MV	33870	16548	0	1	1858	14689	0	2366	12323
SUPV1	ED	9246	10123	0	4	1897	8222	0	1133	7089
SUPV1	TO	43116	26671	0	5	3755	22911	0	3499	19412
SUPV2	MV	41438	17197	0	4	2228	14965	0	3223	11742
SUPV2	ED	8608	10177	0	0	2262	7915	0	1560	6355
SUPV2	TO	50046	27374	0	4	4490	22880	0	4783	18097
SUPV4	MV	35051	16949	0	3	1734	15212	0	3106	12106
SUPV4	ED	9043	8532	0	1	1474	7057	0	1138	5919
SUPV4	TO	44094	25481	0	4	3208	22269	0	4244	18025
SUPV5	MV	41974	5250	0	1	679	4570	0	440	4130
SUPV5	ED	10926	3248	0	0	693	2555	0	240	2315
SUPV5	TO	52900	8498	0	1	1372	7125	0	680	6445
SUPV7	MV	38895	16950	0	4	1675	15271	0	3056	12215
SUPV7	ED	8548	8782	0	0	1334	7448	0	1252	6196
SUPV7	TO	47443	25732	0	4	3009	22719	0	4308	18411
SUPV8	MV	46374	163	0	0	15	148	0	14	134
SUPV8	ED	11803	68	0	0	7	61	0	16	45
SUPV8	TO	58177	231	0	0	22	209	0	30	179
SUPV10	MV	33768	101	0	0	7	94	0	14	80
SUPV10	ED	9345	7	0	0	5	2	0	0	2
SUPV10	TO	43113	108	0	0	12	96	0	14	82
SUPV11	MV	30643	9706	0	1	877	8828	0	1698	7130
SUPV11	ED	8032	4336	0	1	788	3547	0	540	3007
SUPV11	TO	38675	14042	0	2	1665	12375	0	2238	10137
NEIG5	MV	22699	6372	0	1	539	5832	0	1171	4661
NEIG5	ED	5894	2638	0	0	477	2161	0	369	1792
NEIG5	TO	28593	9010	0	1	1016	7993	0	1540	6453
NEIG7	MV	9819	4151	0	0	416	3735	0	650	3085
NEIG7	ED	2576	2089	0	1	377	1711	0	224	1487
NEIG7	TO	12395	6240	0	1	793	5446	0	874	4572
NEIG8	MV	7629	3209	0	0	446	2763	0	323	2440
NEIG8	ED	2029	2125	0	0	387	1738	0	180	1558
NEIG8	TO	9658	5334	0	0	833	4501	0	503	3998
NEIG9	MV	7423	3167	0	1	309	2857	0	631	2226
NEIG9	ED	835	2238	0	0	364	1874	0	257	1617
NEIG9	TO	8258	5405	0	1	673	4731	0	888	3843
NEIG10	MV	8173	3965	0	0	482	3483	0	507	2976
NEIG10	ED	1849	2658	0	0	540	2118	0	270	1848
NEIG10	TO	10022	6623	0	0	1022	5601	0	777	4824
NEIG11	MV	33512	11873	0	3	1589	10281	0	2349	7932
NEIG11	ED	5928	7086	0	0	1657	5429	0	1144	4285
NEIG11	TO	39440	18959	0	3	3246	15710	0	3493	12217
NEIG17	MV	29449	14470	0	1	1600	12869	0	2095	10774
NEIG17	ED	8176	8551	0	4	1600	6947	0	977	5970
NEIG17	TO	37625	23021	0	5	3200	19816	0	3072	16744
NEIG18	MV	6458	3427	0	1	425	3001	0	604	2397
NEIG18	ED	1563	2033	0	0	376	1657	0	294	1363
NEIG18	TO	8021	5460	0	1	801	4658	0	898	3760
NEIG21	MV	34608	16722	0	3	1701	15018	0	3074	11944
NEIG21	ED	8885	8360	0	1	1446	6913	0	1125	5788
NEIG21	TO	43493	25082	0	4	3147	21931	0	4199	17732
NEIG23	MV	6638	101	0	0	7	94	0	14	80
NEIG23	ED	1850	7	0	0	5	2	0	0	2
NEIG23	TO	8488	108	0	0	12	96	0	14	82
NEIG24	MV	28440	12549	0	3	1200	11346	0	2258	9088
NEIG24	ED	6934	5862	0	0	853	5009	0	925	4084
NEIG24	TO	35374	18411	0	3	2053	16355	0	3183	13172
NEIG25	MV	23715	2858	0	1	359	2498	0	241	2257
NEIG25	ED	7781	1626	0	0	378	1248	0	114	1134
NEIG25	TO	31496	4484	0	1	737	3746	0	355	3391
