precinct_id|cons_precinct_id|cons_precinct_name|ballot_type|vbm|poll_id
7022|7022|Pct 7022|006|N|3466
7023|7023|Pct 7023|006|N|3535
7024|7024|Pct 7024|006|N|3059
7025|7025|Pct 7025|006|N|522
7026|7026|Pct 7026|006|N|1354
7027|7027|Pct 7027|006|N|530
7028|7028|Pct 7028|006|N|2773
7029|7029|Pct 7029|006|N|1871
7030|7030|Pct 7030|006|N|1883
7031|7031|Pct 7031|006|N|3105
7032|7032|Pct 7032|006|N|2192
7033|7033|Pct 7033|006|N|1451
7034|7034|Pct 7034|006|N|2821
7035|7035|Pct 7035|006|N|2907
7036|7036|Pct 7036|007|N|2445
7037|7037|Pct 7037|007|N|73
7038|7038|Pct 7038|007|N|2822
7039|7039|Pct 7039|007|N|78
7041|7041|Pct 7041 MB|005|Y|Mail
7042|7042|Pct 7042|006|N|2942
7043|7043|Pct 7043|006|N|1530
7044|7044|Pct 7044|006|N|3349
7045|7045|Pct 7045|007|N|85
7046|7046|Pct 7046|006|N|1363
7047|7047|Pct 7047|007|N|3552
7048|7048|Pct 7048|007|N|2001
7049|7049|Pct 7049|007|N|91
7051|7051|Pct 7051|007|N|3246
7052|7052|Pct 7052|007|N|3609
7053|7053|Pct 7053|006|N|3106
7054|7054|Pct 7054|006|N|562
7055|7055|Pct 7055|005|N|3342
7056|7056|Pct 7056|006|N|3457
7101|7101|Pct 7101 MB|008|Y|Mail
7201|7201|Pct 7201|009|N|652
7202|7202|Pct 7202|009|N|654
7203|7203|Pct 7203|009|N|2378
7204|7204|Pct 7204|009|N|3673
7205|7205|Pct 7205|009|N|2695
7206|7206|Pct 7206|010|N|3512
7207|7207|Pct 7207|010|N|3248
7208|7208|Pct 7208|010|N|1414
7209|7209|Pct 7209|010|N|3496
7301|7301|Pct 7301|011|N|2302
7302|7302|Pct 7302|011|N|662
7303|7303|Pct 7303|011|N|3153
7304|7304|Pct 7304|011|N|663
7305|7305|Pct 7305|011|N|1555
7306|7306|Pct 7306|011|N|693
7307|7307|Pct 7307|011|N|665
7308|7308|Pct 7308|011|N|2460
7309|7309|Pct 7309|011|N|3616
7311|7311|Pct 7311|011|N|2545
7312|7312|Pct 7312|011|N|1488
7313|7313|Pct 7313|011|N|2948
7314|7314|Pct 7314|011|N|700
7315|7315|Pct 7315|011|N|2763
7316|7316|Pct 7316|011|N|3621
7317|7317|Pct 7317|011|N|703
7318|7318|Pct 7318|011|N|676
7319|7319|Pct 7319|012|N|3307
7321|7321|Pct 7321|011|N|3242
7322|7322|Pct 7322|011|N|1536
7323|7323|Pct 7323|012|N|3652
7324|7324|Pct 7324|012|N|3419
7325|7325|Pct 7325|011|N|2148
7326|7326|Pct 7326|011|N|2799
7327|7327|Pct 7327|011|N|705
7328|7328|Pct 7328|011|N|3318
7329|7329|Pct 7329|011|N|1965
7331|7331|Pct 7331|011|N|671
7332|7332|Pct 7332|012|N|2795
7333|7333|Pct 7333|012|N|685
7334|7334|Pct 7334|012|N|3627
7335|7335|Pct 7335|012|N|2529
7336|7336|Pct 7336|012|N|1762
7337|7337|Pct 7337|012|N|2952
7338|7338|Pct 7338|011|N|707
7339|7339|Pct 7339|012|N|2662
7341|7341|Pct 7341|012|N|711
7342|7342|Pct 7342|012|N|735
7343|7343|Pct 7343|012|N|2260
7344|7344|Pct 7344|012|N|736
7345|7345|Pct 7345|012|N|3578
7346|7346|Pct 7346|012|N|3613
7347|7347|Pct 7347|012|N|3668
7348|7348|Pct 7348|012|N|3638
7349|7349|Pct 7349|012|N|3451
7501|7501|Pct 7501|013|N|3476
7502|7502|Pct 7502|013|N|1743
7503|7503|Pct 7503|013|N|1450
7504|7504|Pct 7504|013|N|770
7505|7505|Pct 7505|013|N|3660
7506|7506|Pct 7506|013|N|3642
7507|7507|Pct 7507|013|N|773
7508|7508|Pct 7508|013|N|1210
7509|7509|Pct 7509/7511|013|N|650
7511|7509|Pct 7509/7511|013|N|650
7512|7512|Pct 7512|013|N|3615
7513|7513|Pct 7513|013|N|1126
7514|7514|Pct 7514|013|N|3360
7515|7515|Pct 7515|013|N|791
7516|7516|Pct 7516|013|N|781
7517|7517|Pct 7517|013|N|846
7518|7518|Pct 7518|013|N|847
7519|7519|Pct 7519|013|N|3424
7521|7521|Pct 7521|013|N|2340
7522|7522|Pct 7522|013|N|2651
7523|7523|Pct 7523|013|N|1556
7524|7524|Pct 7524|013|N|2022
7525|7525|Pct 7525|013|N|2764
7526|7526|Pct 7526|013|N|3570
7527|7527|Pct 7527/7528|013|N|3581
7528|7527|Pct 7527/7528|013|N|3581
7529|7529|Pct 7529|013|N|3222
7531|7531|Pct 7531|013|N|3422
7532|7532|Pct 7532|013|N|3655
7533|7533|Pct 7533|013|N|853
7534|7534|Pct 7534|013|N|3644
7535|7535|Pct 7535|013|N|3663
7536|7536|Pct 7536|013|N|2434
7537|7537|Pct 7537|013|N|2673
7538|7538|Pct 7538|013|N|3509
7539|7539|Pct 7539|013|N|2685
7541|7541|Pct 7541|013|N|809
7542|7542|Pct 7542|013|N|816
7543|7543|Pct 7543|013|N|1442
7544|7544|Pct 7544|013|N|820
7545|7545|Pct 7545|013|N|1739
7546|7546|Pct 7546|013|N|3546
7547|7547|Pct 7547|013|N|2992
7548|7548|Pct 7548|013|N|2353
7549|7549|Pct 7549|013|N|3404
7551|7551|Pct 7551|013|N|2806
7552|7552|Pct 7552|013|N|3556
7553|7553|Pct 7553 MB|013|Y|Mail
7554|7554|Pct 7554|013|N|2366
7555|7555|Pct 7555|013|N|874
7556|7556|Pct 7556/7557|013|N|2499
7557|7556|Pct 7556/7557|013|N|2499
7601|7601|Pct 7601|014|N|712
7602|7602|Pct 7602|014|N|726
7603|7603|Pct 7603|014|N|3647
7604|7604|Pct 7604|014|N|2779
7605|7605|Pct 7605|014|N|3309
7606|7606|Pct 7606|014|N|2864
7607|7607|Pct 7607|014|N|2310
7608|7608|Pct 7608|014|N|750
7609|7609|Pct 7609|014|N|2092
7611|7611|Pct 7611|014|N|743
7612|7612|Pct 7612|014|N|3479
7613|7613|Pct 7613|014|N|727
7614|7614|Pct 7614|014|N|3592
7615|7615|Pct 7615|014|N|3455
7616|7616|Pct 7616|014|N|3365
7617|7617|Pct 7617|014|N|2905
7618|7618|Pct 7618|014|N|2865
7619|7619|Pct 7619|014|N|1910
7621|7621|Pct 7621|014|N|2112
7622|7622|Pct 7622|014|N|2957
7623|7623|Pct 7623|014|N|2866
7624|7624|Pct 7624|014|N|3675
7625|7625|Pct 7625|014|N|3231
7626|7626|Pct 7626|014|N|3606
7627|7627|Pct 7627|015|N|3510
7628|7628|Pct 7628|014|N|3630
7629|7629|Pct 7629|014|N|3214
7631|7631|Pct 7631|014|N|3669
7632|7632|Pct 7632|014|N|2751
7633|7633|Pct 7633|014|N|822
7634|7634|Pct 7634|014|N|834
7635|7635|Pct 7635|015|N|3077
7636|7636|Pct 7636|015|N|1976
7637|7637|Pct 7637|015|N|3659
7638|7638|Pct 7638|015|N|3262
7639|7639|Pct 7639|015|N|2446
7641|7641|Pct 7641|015|N|3523
7642|7642|Pct 7642|015|N|2334
7643|7643|Pct 7643|015|N|2735
7644|7644|Pct 7644|015|N|2272
7645|7645|Pct 7645|015|N|2596
7646|7646|Pct 7646|015|N|2725
7647|7647|Pct 7647|015|N|2269
7648|7648|Pct 7648 MB|015|Y|Mail
7649|7649|Pct 7649|014|N|3343
7651|7651|Pct 7651|015|N|3344
7652|7652|Pct 7652|015|N|3345
7653|7653|Pct 7653|015|N|3346
7654|7654|Pct 7654|014|N|3458
7655|7655|Pct 7655|015|N|3671
7656|7656|Pct 7656|015|N|3620
7657|7657|Pct 7657|015|N|3619
7701|7701|Pct 7701|016|N|3594
7702|7702|Pct 7702|016|N|3593
7703|7703|Pct 7703 MB|016|Y|Mail
7704|7704|Pct 7704|016|N|366
7705|7705|Pct 7705|016|N|2533
7706|7706|Pct 7706|017|N|395
7707|7707|Pct 7707|017|N|3614
7708|7708|Pct 7708|017|N|2700
7709|7709|Pct 7709|017|N|3234
7711|7711|Pct 7711|016|N|3635
7712|7712|Pct 7712|016|N|2870
7801|7801|Pct 7801|018|N|2677
7802|7802|Pct 7802|018|N|881
7803|7803|Pct 7803|018|N|3212
7804|7804|Pct 7804|018|N|880
7805|7805|Pct 7805|018|N|3443
7806|7806|Pct 7806|018|N|807
7807|7807|Pct 7807|018|N|893
7808|7808|Pct 7808|018|N|1425
7809|7809|Pct 7809|018|N|2441
7811|7811|Pct 7811|018|N|3532
7812|7812|Pct 7812|018|N|3582
7813|7813|Pct 7813|018|N|3290
7814|7814|Pct 7814|018|N|2728
7815|7815|Pct 7815|018|N|3534
7816|7816|Pct 7816|018|N|3481
7817|7817|Pct 7817|018|N|3550
7818|7818|Pct 7818|018|N|900
7819|7819|Pct 7819|018|N|932
7821|7821|Pct 7821|018|N|2532
7822|7822|Pct 7822|018|N|914
7823|7823|Pct 7823|018|N|3485
7824|7824|Pct 7824|018|N|3666
7825|7825|Pct 7825|018|N|2177
7826|7826|Pct 7826|018|N|941
7827|7827|Pct 7827|018|N|942
7828|7828|Pct 7828|018|N|903
7829|7829|Pct 7829|018|N|2584
7831|7831|Pct 7831|018|N|915
7832|7832|Pct 7832|018|N|3408
7833|7833|Pct 7833|018|N|3530
7834|7834|Pct 7834|018|N|3657
7835|7835|Pct 7835|018|N|3250
7836|7836|Pct 7836|018|N|2306
7837|7837|Pct 7837|018|N|1150
7838|7838|Pct 7838|018|N|1013
7839|7839|Pct 7839|018|N|2496
7841|7841|Pct 7841|018|N|2660
7842|7842|Pct 7842|018|N|954
7843|7843|Pct 7843|018|N|3008
7844|7844|Pct 7844|018|N|2586
7845|7845|Pct 7845|018|N|2710
7846|7846|Pct 7846|018|N|1143
7847|7847|Pct 7847|018|N|2462
7848|7848|Pct 7848|018|N|2985
7849|7849|Pct 7849|018|N|2171
7851|7851|Pct 7851|018|N|3489
7852|7852|Pct 7852|018|N|2170
7853|7853|Pct 7853|018|N|2796
7854|7854|Pct 7854|018|N|2869
7855|7855|Pct 7855|018|N|1144
7856|7856|Pct 7856|018|N|1047
7857|7857|Pct 7857|018|N|3486
7858|7858|Pct 7858|018|N|2963
7859|7859|Pct 7859|018|N|3665
7861|7861|Pct 7861|018|N|3428
7862|7862|Pct 7862|018|N|3662
7863|7863|Pct 7863|018|N|1318
7864|7864|Pct 7864|018|N|450
7865|7865|Pct 7865|018|N|452
7866|7866|Pct 7866|018|N|2884
7867|7867|Pct 7867|018|N|3536
7868|7868|Pct 7868|018|N|439
7869|7869|Pct 7869|018|N|1861
7871|7871|Pct 7871|018|N|446
7872|7872|Pct 7872|018|N|3545
7873|7873|Pct 7873|018|N|3001
7874|7874|Pct 7874|018|N|3566
7875|7875|Pct 7875|018|N|3188
7876|7876|Pct 7876|018|N|3347
7901|7901|Pct 7901|019|N|2030
7902|7902|Pct 7902|019|N|2679
7903|7903|Pct 7903|019|N|3611
7904|7904|Pct 7904|019|N|3549
7905|7905|Pct 7905|019|N|3643
7906|7906|Pct 7906|019|N|2908
7907|7907|Pct 7907|019|N|2603
7908|7908|Pct 7908|019|N|3568
7909|7909|Pct 7909|019|N|958
7911|7911|Pct 7911|019|N|3649
7912|7912|Pct 7912|019|N|3674
7913|7913|Pct 7913|019|N|959
7914|7914|Pct 7914|019|N|2080
7915|7915|Pct 7915|019|N|2312
7916|7916|Pct 7916|019|N|2267
7917|7917|Pct 7917|019|N|1631
7918|7918|Pct 7918|019|N|2515
7919|7919|Pct 7919|019|N|3499
7921|7921|Pct 7921|019|N|1757
7922|7922|Pct 7922|019|N|3506
7923|7923|Pct 7923|019|N|1204
7924|7924|Pct 7924|019|N|3569
7925|7925|Pct 7925|019|N|3563
7926|7926|Pct 7926|019|N|3035
7927|7927|Pct 7927|019|N|3651
7928|7928|Pct 7928|019|N|1064
7929|7929|Pct 7929|019|N|3589
7931|7931|Pct 7931|019|N|2452
7932|7932|Pct 7932|019|N|3667
7933|7933|Pct 7933 MB|019|Y|Mail
7934|7934|Pct 7934|019|N|3187
7935|7935|Pct 7935|019|N|3328
7936|7936|Pct 7936|019|N|3612
7937|7937|Pct 7937|019|N|2676
7938|7938|Pct 7938|019|N|3310
7939|7939|Pct 7939|019|N|461
7941|7941|Pct 7941|019|N|462
7942|7942|Pct 7942|019|N|2276
7943|7943|Pct 7943|019|N|61
7944|7944|Pct 7944|019|N|453
7945|7945|Pct 7945|019|N|466
7946|7946|Pct 7946|019|N|65
7947|7947|Pct 7947|019|N|3462
7948|7948|Pct 7948|019|N|2241
7949|7949|Pct 7949|019|N|3576
7951|7951|Pct 7951|019|N|66
7952|7952|Pct 7952|019|N|2257
7953|7953|Pct 7953|019|N|3610
7954|7954|Pct 7954 MB|020|Y|Mail
7955|7955|Pct 7955|019|N|3498
7956|7956|Pct 7956|019|N|1224
7957|7957|Pct 7957|019|N|3480
7958|7958|Pct 7958 MB|021|Y|Mail
7959|7959|Pct 7959|019|N|2207
9001|9001|Pct 9001 MB|022|Y|Mail
9101|9101|Pct 9101|023|N|3491
9102|9102|Pct 9102|023|N|3656
9103|9103|Pct 9103|023|N|2296
9104|9104|Pct 9104|023|N|2414
9105|9105|Pct 9105|023|N|1336
9106|9106|Pct 9106|023|N|3608
9107|9107|Pct 9107|023|N|150
9108|9108|Pct 9108|023|N|1554
9109|9109|Pct 9109|023|N|3211
9111|9111|Pct 9111|023|N|1563
9112|9112|Pct 9112|023|N|1717
9113|9113|Pct 9113|023|N|3641
9114|9114|Pct 9114|023|N|2741
9115|9115|Pct 9115|023|N|3410
9116|9116|Pct 9116|023|N|181
9117|9117|Pct 9117|023|N|119
9118|9118|Pct 9118|023|N|2969
9119|9119|Pct 9119|023|N|3191
9121|9121|Pct 9121|023|N|3204
9122|9122|Pct 9122|023|N|138
9123|9123|Pct 9123|023|N|2558
9124|9124|Pct 9124|023|N|3629
9125|9125|Pct 9125|023|N|2742
9126|9126|Pct 9126|023|N|1643
9127|9127|Pct 9127|023|N|3551
9128|9128|Pct 9128|023|N|1917
9129|9129|Pct 9129|023|N|2046
9131|9131|Pct 9131|023|N|2354
9132|9132|Pct 9132|023|N|3423
9133|9133|Pct 9133|023|N|2155
9134|9134|Pct 9134|023|N|3271
9135|9135|Pct 9135|023|N|3585
9136|9136|Pct 9136|023|N|121
9137|9137|Pct 9137|023|N|126
9138|9138|Pct 9138|023|N|134
9139|9139|Pct 9139|023|N|3456
9141|9141|Pct 9141|023|N|3037
9142|9142|Pct 9142|023|N|148
9143|9143|Pct 9143|023|N|2780
9144|9144|Pct 9144|023|N|3296
9145|9145|Pct 9145|023|N|3537
9146|9146|Pct 9146|023|N|178
9147|9147|Pct 9147|023|N|185
9148|9148|Pct 9148|023|N|3470
9149|9149|Pct 9149|023|N|3084
9151|9151|Pct 9151|023|N|3488
9152|9152|Pct 9152|023|N|2916
9201|9201|Pct 9201|024|N|1749
9202|9202|Pct 9202|024|N|2817
9203|9203|Pct 9203|024|N|2500
9204|9204|Pct 9204|024|N|2491
9205|9205|Pct 9205|024|N|3209
9206|9206|Pct 9206|024|N|569
9207|9207|Pct 9207|024|N|3626
9208|9208|Pct 9208|024|N|595
9209|9209|Pct 9209|024|N|2383
9211|9211|Pct 9211|024|N|3240
9212|9212|Pct 9212|024|N|2694
9213|9213|Pct 9213|024|N|3162
9214|9214|Pct 9214|024|N|3411
9215|9215|Pct 9215|024|N|3258
9216|9216|Pct 9216|024|N|1230
9217|9217|Pct 9217|024|N|3367
9218|9218|Pct 9218|024|N|3384
9219|9219|Pct 9219|024|N|627
9221|9221|Pct 9221|024|N|3244
9222|9222|Pct 9222|024|N|603
9223|9223|Pct 9223|024|N|3628
9224|9224|Pct 9224|024|N|619
9225|9225|Pct 9225|024|N|630
9226|9226|Pct 9226|024|N|3385
9227|9227|Pct 9227|024|N|3163
9228|9228|Pct 9228|024|N|3604
9229|9229|Pct 9229|024|N|2929
9231|9231|Pct 9231|024|N|2886
9232|9232|Pct 9232|024|N|106
9233|9233|Pct 9233|024|N|2781
9234|9234|Pct 9234|024|N|3640
9235|9235|Pct 9235|024|N|2559
9236|9236|Pct 9236|024|N|581
9237|9237|Pct 9237|024|N|3573
9238|9238|Pct 9238|024|N|2563
9239|9239|Pct 9239|024|N|3653
9241|9241|Pct 9241|024|N|3574
9242|9242|Pct 9242|024|N|2692
9243|9243|Pct 9243|024|N|2631
9244|9244|Pct 9244|024|N|586
9245|9245|Pct 9245|024|N|3303
9246|9246|Pct 9246|024|N|3432
9247|9247|Pct 9247|024|N|638
9248|9248|Pct 9248|024|N|2380
9249|9249|Pct 9249|024|N|190
9251|9251|Pct 9251|024|N|192
9252|9252|Pct 9252|024|N|2397
9253|9253|Pct 9253|024|N|116
9254|9254|Pct 9254|025|N|767
9255|9255|Pct 9255|024|N|2254
9256|9256|Pct 9256|025|N|2974
9257|9257|Pct 9257 MB|025|Y|Mail
9258|9258|Pct 9258|024|N|207
9401|9401|Pct 9401|026|N|3637
9402|9402|Pct 9402|026|N|1494
9403|9403|Pct 9403|026|N|3639
9404|9404|Pct 9404|026|N|2194
9405|9405|Pct 9405|026|N|3167
9406|9406|Pct 9406|026|N|2873
9407|9407|Pct 9407|026|N|1651
9408|9408|Pct 9408|026|N|3632
9409|9409|Pct 9409|027|N|315
9411|9411|Pct 9411|026|N|3320
9412|9412|Pct 9412|026|N|3357
9413|9413|Pct 9413|026|N|2636
9414|9414|Pct 9414|026|N|3650
9415|9415|Pct 9415|026|N|3514
9416|9416|Pct 9416|026|N|2195
9417|9417|Pct 9417|026|N|222
9418|9418|Pct 9418|026|N|2878
9419|9419|Pct 9419|026|N|239
9421|9421|Pct 9421|026|N|3055
9422|9422|Pct 9422|026|N|3583
9423|9423|Pct 9423|026|N|2097
9424|9424|Pct 9424|026|N|1919
9425|9425|Pct 9425|026|N|3452
9426|9426|Pct 9426|026|N|3542
9427|9427|Pct 9427|026|N|263
9428|9428|Pct 9428|026|N|3603
9429|9429|Pct 9429|026|N|247
9431|9431|Pct 9431|026|N|2392
9432|9432|Pct 9432|026|N|3388
9433|9433|Pct 9433|026|N|3623
9434|9434|Pct 9434|026|N|3617
9435|9435|Pct 9435|026|N|3401
9436|9436|Pct 9436|026|N|2682
9437|9437|Pct 9437|026|N|3429
9438|9438|Pct 9438|026|N|3622
9439|9439|Pct 9439|026|N|307
9441|9441|Pct 9441|026|N|3280
9442|9442|Pct 9442|026|N|2663
9443|9443|Pct 9443|026|N|283
9444|9444|Pct 9444|026|N|3664
9445|9445|Pct 9445|026|N|2593
9446|9446|Pct 9446|026|N|3438
9447|9447|Pct 9447|026|N|1093
9448|9448|Pct 9448|026|N|2699
9449|9449|Pct 9449|026|N|1767
9451|9451|Pct 9451|026|N|2835
9452|9452|Pct 9452|026|N|3208
9453|9453|Pct 9453|028|N|2280
9501|9501|Pct 9501 MB|029|Y|Mail
9502|9502|Pct 9502 MB|030|Y|Mail
9503|9503|Pct 9503/9504|029|N|3015
9504|9503|Pct 9503/9504|029|N|3015
9505|9505|Pct 9505|029|N|779
9506|9506|Pct 9506|029|N|2976
9507|9507|Pct 9507|029|N|3564
9508|9508|Pct 9508|029|N|776
9509|9509|Pct 9509|029|N|209
9511|9511|Pct 9511|029|N|775
9512|9512|Pct 9512|029|N|2517
9513|9513|Pct 9513|029|N|784
9514|9514|Pct 9514/9522|029|N|331
9515|9515|Pct 9515|029|N|1827
9516|9516|Pct 9516|029|N|318
9517|9517|Pct 9517|029|N|3398
9518|9518|Pct 9518|029|N|2854
9519|9519|Pct 9519|029|N|2438
9521|9521|Pct 9521|029|N|1859
9522|9514|Pct 9514/9522|029|N|331
9701|9701|Pct 9701|031|N|2818
9702|9702|Pct 9702|031|N|2594
9703|9703|Pct 9703|032|N|2172
9704|9704|Pct 9704|032|N|348
9705|9705|Pct 9705|032|N|3636
9706|9706|Pct 9706 MB|031|Y|Mail
9707|9707|Pct 9707|032|N|3584
9708|9708|Pct 9708|032|N|3607
9709|9709|Pct 9709|032|N|3447
9711|9711|Pct 9711|032|N|2627
9712|9712|Pct 9712|033|N|3171
9713|9713|Pct 9713|032|N|373
9714|9714|Pct 9714|033|N|1149
9715|9715|Pct 9715|033|N|1499
9716|9716|Pct 9716|032|N|2256
9717|9717|Pct 9717|032|N|3093
9718|9718|Pct 9718|033|N|1275
9719|9719|Pct 9719|033|N|3306
9721|9721|Pct 9721|033|N|3575
9722|9722|Pct 9722|033|N|3444
9723|9723|Pct 9723|033|N|3561
9724|9724|Pct 9724|033|N|3580
9725|9725|Pct 9725|033|N|474
9726|9726|Pct 9726|033|N|2574
9727|9727|Pct 9727|033|N|3507
9728|9728|Pct 9728|033|N|411
9729|9729|Pct 9729|033|N|2604
9731|9731|Pct 9731|033|N|388
9732|9732|Pct 9732 MB|032|Y|Mail
9733|9733|Pct 9733 MB|033|Y|Mail
9734|9734|Pct 9734|033|N|3448
9735|9735|Pct 9735|033|N|3586
9736|9736|Pct 9736|033|N|3515
9737|9737|Pct 9737|033|N|2674
9738|9738|Pct 9738|033|N|3399
9739|9739|Pct 9739|033|N|481
9741|9741|Pct 9741|033|N|3487
9742|9742|Pct 9742|033|N|1227
9743|9743|Pct 9743|033|N|2094
9744|9744|Pct 9744|033|N|486
9745|9745|Pct 9745|033|N|485
9746|9746|Pct 9746|033|N|3518
9747|9747|Pct 9747|033|N|3624
9748|9748|Pct 9748|033|N|3440
9749|9749|Pct 9749|033|N|2250
9751|9751|Pct 9751|033|N|3020
9752|9752|Pct 9752|033|N|3579
9753|9753|Pct 9753|033|N|3484
9754|9754|Pct 9754|034|N|3350
9755|9755|Pct 9755|034|N|3587
9756|9756|Pct 9756|033|N|3670
9801|9801|Pct 9801|035|N|3654
9900|9900|Pct 9900 MB|036|Y|Mail
9901|9901|Pct 9901 MB|037|Y|Mail
9902|9902|Pct 9902 MB|038|Y|Mail
