ElectionAbbr	PollingSiteID	PollingSiteName	TableID	PollingPlaceDesc1	PollingPlaceDesc2	SamBalAddr1	SamBalAddr2	VotingPctID	VotingPctName	PollPlaceRegPctID	PollPlaceRegPctPortion	BallotTypeList
2019MUNI  	848	7527/28 - 333 Baker St		Mercy Terrace - Lobby	333 Baker St	Btw Fell & Hayes	8.1% Slope - Ramped Access	7527   	Pct 7527/7528	7527   		6  
2019MUNI  	848	7527/28 - 333 Baker St		Mercy Terrace - Lobby	333 Baker St	Btw Fell & Hayes	8.1% Slope - Ramped Access	7527   	Pct 7527/7528	7528   		6  
2019MUNI  	853	7533 - 1833 Page St		Park Branch Library	1833 Page St	Btw Cole & Shrader	8.3% Slope - Ramped Access	7533   	Pct 7533	7533   		6  
2019MUNI  	874	7555 - 165 Grattan St		Grattan Elementary School - Auditorium	165 Grattan St	Btw Cole & Shrader	5.6% Slope - Ramped Access	7555   	Pct 7555/7551	7551   		6  
2019MUNI  	874	7555 - 165 Grattan St		Grattan Elementary School - Auditorium	165 Grattan St	Btw Cole & Shrader	5.6% Slope - Ramped Access	7555   	Pct 7555/7551	7555   		6  
2019MUNI  	893	7807 - 135 Sanchez St		Firehouse #6	135 Sanchez St	Btw 14th & Henry Sts	8.3% Slope	7807   	Pct 7807	7807   		9  
2019MUNI  	903	7828 - 500 Corbett Ave		Rooftop Mayeda Campus - Lobby	500 Corbett Ave	Corner Of Iron Alley & Corbett	7.7% Slope	7828   	Pct 7828	7828   		9  
2019MUNI  	914	7822 - 100 Collingwood St		Eureka Valley Rec Ctr  - Multi Purpose Room	100 Collingwood St	Btw 18th & 19th St	8.3% Slope - Ramped Access	7822   	Pct 7822/7823	7822   		9  
2019MUNI  	914	7822 - 100 Collingwood St		Eureka Valley Rec Ctr  - Multi Purpose Room	100 Collingwood St	Btw 18th & 19th St	8.3% Slope - Ramped Access	7822   	Pct 7822/7823	7823   		9  
2019MUNI  	927	7824 - 3850 18th St		3850 18th St Apartments - Community Room	3850 18th St	Btw Church & Sanchez Sts	1.6% Slope	7824   	Pct 7824/7825	7824   		9  
2019MUNI  	927	7824 - 3850 18th St		3850 18th St Apartments - Community Room	3850 18th St	Btw Church & Sanchez Sts	1.6% Slope	7824   	Pct 7824/7825	7825   		9  
2019MUNI  	929	7812 - 145 Guerrero Street		St Francis Of Assisi - Community Room	145 Guerrero St	Btw Duboce & 14th Sts	10.3% Slope For 10 Feet - Curbside Voting Avail	7812   	Pct 7812	7812   		9  
2019MUNI  	932	7819 - 450 Guerrero St		Boys & Girls Club - Dance Studio	450 Guerrero St	Btw 16th & 17th Sts	2.2% Slope	7819   	Pct 7819/7827	7819   		9  
2019MUNI  	932	7819 - 450 Guerrero St		Boys & Girls Club - Dance Studio	450 Guerrero St	Btw 16th & 17th Sts	2.2% Slope	7819   	Pct 7819/7827	7827   		9  
2019MUNI  	941	7826 - 95 Dorland Street		Dolores Park Church	95 Dorland St	Btw Dolores & Guerrero Sts	5.9% Slope	7826   	Pct 7826	7826   		9  
2019MUNI  	951	7908 - 580 Capp St		Bethany Center - Multi Purpose Room	580 Capp St	Btw 20th & 21st St	8.3% Slope - Ramped Access	7908   	Pct 7908/7907	7907   		10  
2019MUNI  	951	7908 - 580 Capp St		Bethany Center - Multi Purpose Room	580 Capp St	Btw 20th & 21st St	8.3% Slope - Ramped Access	7908   	Pct 7908/7907	7908   		10  
2019MUNI  	958	7909 - 745 Treat Ave		Mission Arts Center - Lobby	745 Treat Ave	Btw 20th & 21st Sts	5.9% Slope	7909   	Pct 7909	7909   		10  
2019MUNI  	992	7007 - 953 De Haro St		Potrero Hill Neighborhood House	953 De Haro St	Corner Of Southern Heights Ave	8.0% Slope	7007   	Pct 7007/7008	7007   		2  
2019MUNI  	992	7007 - 953 De Haro St		Potrero Hill Neighborhood House	953 De Haro St	Corner Of Southern Heights Ave	8.0% Slope	7007   	Pct 7007/7008	7008   		2  
2019MUNI  	997	7009 - 1215 Carolina St		Starr King Elementary School - Library	1215 Carolina St	Enter Off Coral Rd Between Carolina & Wisconsin Sts	4.6% Slope	7009   	Pct 7009	7009   		2  
2019MUNI  	1064	7928 - 514 Precita Ave		Garage	514 Precita Avenue	Between Alabama & Florida Sts	5.5% Slope	7928   	Pct 7928/7927	7927   		10  
2019MUNI  	1064	7928 - 514 Precita Ave		Garage	514 Precita Avenue	Between Alabama & Florida Sts	5.5% Slope	7928   	Pct 7928/7927	7928   		10  
2019MUNI  	1069	7936 - 515 Cortland Ave		Community Center - Bernal Hts - Dining Room	515 Cortland Ave	Btw Andover & Moultrie Sts	7% Slope	7936   	Pct 7936/7939	7936   		10  
2019MUNI  	1069	7936 - 515 Cortland Ave		Community Center - Bernal Hts - Dining Room	515 Cortland Ave	Btw Andover & Moultrie Sts	7% Slope	7936   	Pct 7936/7939	7939   		10  
2019MUNI  	1089	9234 - 3200 California St (loc 9253)		Jewish Community Center Of S F - Atrium	3200 California St	Between Presidio And Walnut	1.9% Slope	9234   	Pct 9234	9234   		4  
2019MUNI  	1093	9447 - 2345 24th Ave		Taraval Police Station	2345 24th Ave	Between Taraval & Santiago	6.7% Slope	9447   	Pct 9447	9447   		11  
2019MUNI  	1126	7513 - 1390 1/2 Turk St		Royal Apartments - Community Rm	1390 1/2 Turk St	Btw Webster & Fillmore	6.1% Slope	7513   	Pct 7513	7513   		6  
2019MUNI  	1138	7843 - 938 Valencia St		Dolores Street Community Services	938 Valencia  St	Btw 20th & Liberty Sts	1.7% Slope	7843   	Pct 7843	7843   		9  
2019MUNI  	1143	7846 - 451 Jersey St		Noe Valley Branch Library - Program Room	451 Jersey St	Between Diamond And Castro Streets	4.4% Slope	7846   	Pct 7846	7846   		9  
2019MUNI  	1144	7855 - 1270 Sanchez St		Church - Bethany United Methodist - Multi-purpose	1270 Sanchez St	Enter Off Clipper Btw Sanchez & Noe	1% Slope	7855   	Pct 7855/7856	7855   		9  
2019MUNI  	1144	7855 - 1270 Sanchez St		Church - Bethany United Methodist - Multi-purpose	1270 Sanchez St	Enter Off Clipper Btw Sanchez & Noe	1% Slope	7855   	Pct 7855/7856	7856   		9  
2019MUNI  	1150	7837 - 100 Hoffman Avenue		Firehouse #24	100 Hoffman Ave	Btw Alvarado & 23rd Sts	1.6% Slope	7837   	Pct 7837/7838	7837   		9  
2019MUNI  	1150	7837 - 100 Hoffman Avenue		Firehouse #24	100 Hoffman Ave	Btw Alvarado & 23rd Sts	1.6% Slope	7837   	Pct 7837/7838	7838   		9  
2019MUNI  	1204	7923- 2730 Bryant St		School - Sunshine - S F Education Fund	2730 Bryant St	Between 25th & 26th Street	7.5% Slope - Ramped Access	7923   	Pct 7923/7924	7923   		10  
2019MUNI  	1204	7923- 2730 Bryant St		School - Sunshine - S F Education Fund	2730 Bryant St	Between 25th & 26th Street	7.5% Slope - Ramped Access	7923   	Pct 7923/7924	7924   		10  
2019MUNI  	1210	7508 - 1280 Laguna Street		Western Park Apartments - Community Room	1280 Laguna St	Between Eddy & Ellis	8.3% Slope	7508   	Pct 7508	7508   		6  
2019MUNI  	1224	7956 - 350 Girard Street		School - Martin Luther King Jr - Cafeteria	350 Girard Street	Btw Bacon & Burrows Sts	4.8% Slope	7956   	Pct 7956/7952	7952   		10  
2019MUNI  	1224	7956 - 350 Girard Street		School - Martin Luther King Jr - Cafeteria	350 Girard Street	Btw Bacon & Burrows Sts	4.8% Slope	7956   	Pct 7956/7952	7956   		10  
2019MUNI  	1243	9106 - 199 15th Avenue		Garage	199 15th Ave	Btw California & Lake Sts	1.4% Slope	9106   	Pct 9106	9106   		3  
2019MUNI  	1275	9718 - 321 Taraval St		Church - Convent Presbyterian - Portalhurst Hall	321 Taraval Street	Btw Funston Ave And 14th Ave	7% Slope	9718   	Pct 9718/9714	9714   		8  
2019MUNI  	1275	9718 - 321 Taraval St		Church - Convent Presbyterian - Portalhurst Hall	321 Taraval Street	Btw Funston Ave And 14th Ave	7% Slope	9718   	Pct 9718/9714	9718   		8  
2019MUNI  	1284	7802 - 366 Roosevelt Way		Garage	366 Roosevelt Way	Btw Masonic & Levant	5.7% Slope	7802   	Pct 7802	7802   		9  
2019MUNI  	1318	7863 - 59 28th St		Garage	59 28th St	Btw Guererro & Dolores Sts	4.6% Slope	7863   	Pct 7863	7863   		9  
2019MUNI  	1336	9105 - 250 25th Avenue		Rochambeau Playground - Clubhouse	250 25th Ave	Btw California & Lake Sts	4.6% Slope	9105   	Pct 9105/9107	9105   		3  
2019MUNI  	1336	9105 - 250 25th Avenue		Rochambeau Playground - Clubhouse	250 25th Ave	Btw California & Lake Sts	4.6% Slope	9105   	Pct 9105/9107	9107   		3  
2019MUNI  	1360	1102 - 91 Delano Ave		Garage	91 Delano Ave	Btw San Juan & Santa Ysabel	4 % slope	1102   	Pct 1102	1102   		1  
2019MUNI  	1414	7208 - 1187 Franklin St (loc 7509)		Church - First Unitarian Universalist	1187 Franklin St	Enter On Geary Btw Gough & Franklin	7% Slope - Ramped Access	7208   	Pct 7208	7208   		4  
2019MUNI  	1425	7808 - 25 Sanchez St		Community Room	25 Sanchez St	Btw Duboce Ave & 14th St	7.4% Slope - Ramped Access	7808   	Pct 7808/7806	7806   		9  
2019MUNI  	1425	7808 - 25 Sanchez St		Community Room	25 Sanchez St	Btw Duboce Ave & 14th St	7.4% Slope - Ramped Access	7808   	Pct 7808/7806	7808   		9  
2019MUNI  	1442	7543 - 403 Rose St		Hayes Valley Apartments - Community Room	403 Rose St	Btw Buchanan & Webster	1.2 % Slope	7543   	Pct 7543/7542	7542   		6  
2019MUNI  	1442	7543 - 403 Rose St		Hayes Valley Apartments - Community Room	403 Rose St	Btw Buchanan & Webster	1.2 % Slope	7543   	Pct 7543/7542	7543   		6  
2019MUNI  	1450	7503 - 1760 Bush St		1760 Bush Street Apartments - Community Rm	1760 Bush St	Btw Octavia & Gough	8.3% Slope - Ramped Access	7503   	Pct 7503	7503   		6  
2019MUNI  	1451	7033 - 1295 Shafter Ave		Firehouse #17 - Bay #3	1295 Shafter Ave	Corner Hawes & Ingalls Sts	8.3% Slope	7033   	Pct 7033	7033   		2  
2019MUNI  	1483	9721 - 678 Portola Drive		Ebenezer Lutheran Church	678 Portola Drive	Enter Portola Dr Between Sydney Way And Woodside Ave	4% Slope	9721   	Pct 9721	9721   		8  
2019MUNI  	1488	7312 - 1088 Green Street		St. Andrew's Society Of San Francisco	1088 Green Street	Btw Jones & Leavenworth	4.7% Slope	7312   	Pct 7312	7312   		5  
2019MUNI  	1494	9402 - 1348 45th Ave		Firehouse #23	1348 45th Ave	Between Irving and Judah Streets	7% Slope	9402   	Pct 9402	9402   		11  
2019MUNI  	1530	7043 - 1249 Jamestown Ave		United House Of Prayer Church - Hall	1249 Jamestown Ave	Btw 3rd St & Exeter	8.3% Slope For 12 Feet	7043   	Pct 7043	7043   		2  
2019MUNI  	1555	7305 - 1814 Stockton Street		Firehouse #28	1814 Stockton St	Btw Greenwich & Lombard	0.5% Slope	7305   	Pct 7305/7307	7305   		5  
2019MUNI  	1555	7305 - 1814 Stockton Street		Firehouse #28	1814 Stockton St	Btw Greenwich & Lombard	0.5% Slope	7305   	Pct 7305/7307	7307   		5  
2019MUNI  	1560	1143 - 163 London Street		Boys & Girls Club - Game Room	163 London Street	Btw Avalon & Excelsior	5.4% Slope	1143   	Pct 1143	1143   		1  
2019MUNI  	1563	9111 - 360 18th Avenue		YMCA Richmond District	360 18th Ave	Btw Geary Blvd & Clement St	6.4% slope	9111   	Pct 9111	9111   		3  
2019MUNI  	1631	7917 - 3261 23rd Street		Church - Mission United Presbyterian	3261 23rd Street	Between Capp & Mission Sts	8.3% Slope	7917   	Pct 7917/7919	7917   		10  
2019MUNI  	1631	7917 - 3261 23rd Street		Church - Mission United Presbyterian	3261 23rd Street	Between Capp & Mission Sts	8.3% Slope	7917   	Pct 7917/7919	7919   		10  
2019MUNI  	1651	9407 - 1325 23rd Avenue		Garage	1325 23rd Avenue	Between Irving and Judah Streets	1.2% Slope	9407   	Pct 9407	9407   		11  
2019MUNI  	1658	7532 - 333 Fell St		Fell St Housing - Community Room	333 Fell St	Between Octavia & Gough	2.6% Slope	7532   	Pct 7532	7532   		6  
2019MUNI  	1715	7302 - 1855 Kearny Street		Wharf Plaza Apartments - Library	1855 Kearny St	Corner of  Francisco & Chestnut	0.6% Slope	7302   	Pct 7302	7302   		5  
2019MUNI  	1739	7545 - 109 Oak Street		Firehouse #36 - Chief's Bay	109 Oak Street	Betwen Franklin & Gough	2.9% Slope	7545   	Pct 7545	7545   		6  
2019MUNI  	1743	7502- 1840 Sutter Street		Japanese Cultural And Community Center	1840 Sutter St	Btw Webster & Buchanan	5.9% Slope	7502   	Pct 7502	7502   		6  
2019MUNI  	1749	9201 - 1299 Storey Avenue		Log Cabin	1299 Storey Avenue	Between Lincoln & Ralston Ave	4.9% Slope	9201   	Pct 9201	9201   		4  
2019MUNI  	1757	7921 - 3128 Kamille Court		Bernal Dwelling Tenants Assoc  Comm Rm	3128 Kamille Ct	Btw 26th St & Cesar Chavez Ave	4.3% Slope	7921   	Pct 7921/7922	7921   		10  
2019MUNI  	1757	7921 - 3128 Kamille Court		Bernal Dwelling Tenants Assoc  Comm Rm	3128 Kamille Ct	Btw 26th St & Cesar Chavez Ave	4.3% Slope	7921   	Pct 7921/7922	7922   		10  
2019MUNI  	1762	7336 - 1051 Taylor Street		Grace Cathedral Church	1051 Taylor St	Enter Off Taylor Btw California & Sacramento	5.9% Slope	7336   	Pct 7336/7345	7336   		5  
2019MUNI  	1762	7336 - 1051 Taylor Street		Grace Cathedral Church	1051 Taylor St	Enter Off Taylor Btw California & Sacramento	5.9% Slope	7336   	Pct 7336/7345	7345   		5  
2019MUNI  	1767	9449 - 40th Avenue And Vicente		South Sunset Playground- Community Room	40th Avenue And Vicente	Corner Of 40th Avenue & Vincente	6.2% Slope	9449   	Pct 9449	9449   		11  
2019MUNI  	1810	9241- 2001 Van Ness Ave		Bay Combat Sports	2001 Van Ness Ave	Between Pacific & Jackson	7.3% Slope	9241   	Pct 9241	9241   		4  
2019MUNI  	1840	1112 - 1000 Ocean Avenue (loc 9751)		Firehouse #15	1000 Ocean Ave	Enter Ocean Ave Btw Frida Kahlo Way (phelan) & Harold	5% Slope	1112   	Pct 1112	1112   		1  
2019MUNI  	1859	9521 - 1290 5th Avenue		St John Of God Catholic Church	1290 5th Avenue	Btw Irving St And Hugo St	8.2% Slope Ramped Access	9521   	Pct 9521	9521   		6  
2019MUNI  	1861	7869 - 209 Randall Street		Garage	209 Randall St	Enter Off Randall Btw Whitney & Sanchez Sts	4.9% Slope	7869   	Pct 7869	7869   		9  
2019MUNI  	1871	7029 - 5 Commer Ct		Bayview Apartments - Community Rm	5 Commer Ct	Enter On Garlington At Corner Of Commer CT	8.3% Slope Ramped Access	7029   	Pct 7029/7023	7023   		2  
2019MUNI  	1871	7029 - 5 Commer Ct		Bayview Apartments - Community Rm	5 Commer Ct	Enter On Garlington At Corner Of Commer CT	8.3% Slope Ramped Access	7029   	Pct 7029/7023	7029   		2  
2019MUNI  	1883	7030 - 201 Williams Avenue		Bayview Police Station - Community Rm	201 Williams Ave	Enter Newhall Btw Williams & Armstrong	3.4% Slope	7030   	Pct 7030	7030   		2  
2019MUNI  	1910	7619 - 1500 Howard St		The Arc San Francisco	1500 Howard Street	Between 11th & 12th Sts	5.8% Slope	7619   	Pct 7619	7619   		7  
2019MUNI  	1917	9128 - 441 12th Ave		Firehouse #31	441 12th Ave	Between Geary Blvd & Anza St.	2.6% Slope	9128   	Pct 9128	9128   		3  
2019MUNI  	1919	9424 - 3601 Noriega St		Hope Evangelical Free Church	3601 Noriega St	Btw 43rd & 44th Ave	4.7% Slope	9424   	Pct 9424/9425	9424   		11  
2019MUNI  	1919	9424 - 3601 Noriega St		Hope Evangelical Free Church	3601 Noriega St	Btw 43rd & 44th Ave	4.7% Slope	9424   	Pct 9424/9425	9425   		11  
2019MUNI  	1921	7905 - 2929 19th St		Mission Language & Vocational - 2nd Floor Hallway	2929 19th St.	Enter On Florida	0.6% slope at entrance	7905   	Pct 7905	7905   		10  
2019MUNI  	1965	7329 - 530 Sansome St		Firehouse #13	530 Sansome St	Btw Clay & Washington	1.8% Slope	7329   	Pct 7329	7329   		5  
2019MUNI  	1976	7636 - 36 Bluxome Street		Firehouse #8 - Chief's Bay	36 Bluxome Street	Btw 4th & 5th Sts	5.5% slope	7636   	Pct 7636	7636   		7  
2019MUNI  	2001	7048 - 243 Rey Street		Heritage Homes Child & Family - Community Rm	243 Rey St	Corner Of Rey & Towerside	2.8% Slope	7048   	Pct 7048	7048   		2  
2019MUNI  	2021	7017 - 1 Cashmere Street		Felton F S A - Multipurpose Rm	1 Cashmere St	At Cashmere & Hudson	6.9% Slope	7017   	Pct 7017	7017   		2  
2019MUNI  	2022	7524 - 926 Fillmore Street		Junipero Serra House	926 Fillmore St	Enter Off Fulton Btw Fillmore & Webster	5.0% Slope	7524   	Pct 7524	7524   		6  
2019MUNI  	2036	1101 - 1 Sgt John V Young		Ingleside Police Station - Community Rm	1 Sgt John V Young	Enter At The Corner Of San Jose Avenue	8.3% Slope Ramped Access	1101   	Pct 1101	1101   		1  
2019MUNI  	2046	9129 - 4301 Geary Blvd		Church - Park Presidio United Methodist	4301 Geary Blvd	At The Corner Of 7th Avenue	6.8% Slope - Ramped Access	9129   	Pct 9129/9131	9129   		3  
2019MUNI  	2046	9129 - 4301 Geary Blvd		Church - Park Presidio United Methodist	4301 Geary Blvd	At The Corner Of 7th Avenue	6.8% Slope - Ramped Access	9129   	Pct 9129/9131	9131   		3  
2019MUNI  	2094	9743 - 50 Chumasero Drive		Villas Park Merced - Lobby	50 Chumasero Drive	Between Font & Galindo	7.8% Slope	9743   	Pct 9743	9743   		8  
2019MUNI  	2097	9423 - 3925 Noriega Street		Sunset Neighborhood Beacon Ctr	3925 Noriega Street	Between 46th & 47th Avenue	3.0% Slope	9423   	Pct 9423	9423   		11  
2019MUNI  	2112	7621 - 26 7th Street		Odd Fellows Building	26 7th Street	Between Market & Mission	7.1% Slope	7621   	Pct 7621	7621   		7  
2019MUNI  	2148	7325 - 1145 Pacific Avenue		Garage	1145 Pacific Ave	Btw Jones &Taylor	4.3% Slope	7325   	Pct 7325/7324	7324   		5  
2019MUNI  	2148	7325 - 1145 Pacific Avenue		Garage	1145 Pacific Ave	Btw Jones &Taylor	4.3% Slope	7325   	Pct 7325/7324	7325   		5  
2019MUNI  	2155	9133 - 1 Loraine Ct		Columbarium	1 Loraine Ct	Off Anza Btw Stanyan St & Arguello Blvd	2.4% Slope	9133   	Pct 9133/9148	9133   		3  
2019MUNI  	2155	9133 - 1 Loraine Ct		Columbarium	1 Loraine Ct	Off Anza Btw Stanyan St & Arguello Blvd	2.4% Slope	9133   	Pct 9133/9148	9148   		3  
2019MUNI  	2168	7012 - 700 Pennsylvania Ave		Muni Barn - Room D106	700 Pennsylvania Ave	Btw 22nd & 23rd Sts	4.0% Slope	7012   	Pct 7012	7012   		2  
2019MUNI  	2170	7852 - 5157 Diamond Heights Blvd		Casa De Vida Apartments - Garage	5157 Diamond Heights Blvd	Btw Clipper & Duncan Sts	8% Slope	7852   	Pct 7852/7851	7851   		9  
2019MUNI  	2170	7852 - 5157 Diamond Heights Blvd		Casa De Vida Apartments - Garage	5157 Diamond Heights Blvd	Btw Clipper & Duncan Sts	8% Slope	7852   	Pct 7852/7851	7852   		9  
2019MUNI  	2171	7849 - 21 Jersey Street		Garage	21 Jersey Street	Btw Dolores St & Chattanooga Ave	6.7% Slope	7849   	Pct 7849	7849   		9  
2019MUNI  	2172	9703 - 1689 17th Ave		Garage	1689 17th Ave	Between Moraga and Lawton	2% Slope	9703   	Pct 9703	9703   		8  
2019MUNI  	2175	7815 - 3058 Market St		Garage	3058 Market St	Btw Hattie & Danvers Sts	5% Slope	7815   	Pct 7815/7816	7815   		9  
2019MUNI  	2175	7815 - 3058 Market St		Garage	3058 Market St	Btw Hattie & Danvers Sts	5% Slope	7815   	Pct 7815/7816	7816   		9  
2019MUNI  	2192	7032 - 2111 Jennings St		United Council Of Human Serv - Serenity Rm	2111 Jennings St	Between Van Dyke & Wallace	0.3% Slope	7032   	Pct 7032	7032   		2  
2019MUNI  	2194	9404 - 3030 Judah St		Sf Korean United Methodist Fellowship	3030 Judah St	Enter On 36th Ave Between Judah And Irving	5.4% Slope	9404   	Pct 9404/9403	9403   		11  
2019MUNI  	2194	9404 - 3030 Judah St		Sf Korean United Methodist Fellowship	3030 Judah St	Enter On 36th Ave Between Judah And Irving	5.4% Slope	9404   	Pct 9404/9403	9404   		11  
2019MUNI  	2195	9416 - 3733 Lawton St		Garage	3733 Lawton St	Between 43rd & 44th Avenues	8.3% Slope	9416   	Pct 9416	9416   		11  
2019MUNI  	2207	7959 - 1850 Mission St		Arriba Juntos - Computer Lab	1850 Mission St	Between 14th And 15th Sts.	1.8% Slope	7959   	Pct 7959/7901	7901   		10  
2019MUNI  	2207	7959 - 1850 Mission St		Arriba Juntos - Computer Lab	1850 Mission St	Between 14th And 15th Sts.	1.8% Slope	7959   	Pct 7959/7901	7959   		10  
2019MUNI  	2241	7948 - 225 Pioche Street		Church - Portola Baptist	225 Pioche St	Btw Harvard & Oxford Sts	4% Slope	7948   	Pct 7948	7948   		10  
2019MUNI  	2249	7002 - 299 Vermont Street		Firehouse #29	299 Vermont St	Enter 16th Near Corner Of Vermont	5.8% Slope	7002   	Pct 7002	7002   		2  
2019MUNI  	2250	9749 - 218 Granada Avenue		New Providence Baptist Church	218 Granada Avenue	Between Ocean Ave & Holloway	6% Slope	9749   	Pct 9749/9747	9747   		8  
2019MUNI  	2250	9749 - 218 Granada Avenue		New Providence Baptist Church	218 Granada Avenue	Between Ocean Ave & Holloway	6% Slope	9749   	Pct 9749/9747	9749   		8  
2019MUNI  	2252	7045 - 500 Raymond Avenue		John King Senior Community	500 Raymond Ave	Entrance at corner Raymond & Sawyer	8.3% Slope - Ramped Access	7045   	Pct 7045	7045   		2  
2019MUNI  	2254	9255 - 2640 Geary Blvd		Muni Barn Classroom C	2640 Geary Blvd	Btw Masonic Ave & Presidio Ave	8.3% Slope	9255   	Pct 9255/9258	9255   		4  
2019MUNI  	2254	9255 - 2640 Geary Blvd		Muni Barn Classroom C	2640 Geary Blvd	Btw Masonic Ave & Presidio Ave	8.3% Slope	9255   	Pct 9255/9258	9258   		4  
2019MUNI  	2255	9422 - 1601 19th Avenue		Cypress At Golden Gate - Lobby	1601 19th Avenue	Enter 19th Ave Btw Lawton & Moraga	6% slope	9422   	Pct 9422	9422   		11  
2019MUNI  	2256	9716 - 2560 18th Avenue		Collins Center	2560 18th Avenue	Enter 18th Ave Btw Ulloa & Vicente	8.3% Slope - Ramped Access	9716   	Pct 9716	9716   		8  
2019MUNI  	2260	7343 - 1199 Bush Street		Saint Francis Medical - Lower Level Conf Room	1199 Bush St	Enter Btw Hyde & Leavenworth - Do Not Enter Main Hospital	5.9% Slope For 3 Feet	7343   	Pct 7343	7343   		5  
2019MUNI  	2267	7916 - 1387 Valencia Street		School - Synergy	1387 Valencia St	Btw 24th & 25th Sts	1.7% slope	7916   	Pct 7916	7916   		10  
2019MUNI  	2268	1109 - 1099 Capitol Ave		Farragut Center	1099 Capitol Ave	Capitol At Corner Of Holloway	4.3% Slope	1109   	Pct 1109	1109   		1  
2019MUNI  	2269	7647 - 850 Ave I  Bldg 497		Shipshape Community Center	850 Ave I  Bldg 497	Between 9th and 10th Streets and Avenues I & M	5.0% slope	7647   	Pct 7647	7647   		7  
2019MUNI  	2270	1118 - 650 Capitol Ave		Minnie & Lovie Rec Center - Ping Pong Room	650 Capitol Ave	Capitol Btw Minerva & Montana	8.3% Slope Ramped Access	1118   	Pct 1118	1118   		1  
2019MUNI  	2272	7644 - 225 King Street		Rich Sorro Commons-lobby	225 King Street	Between 3rd & 4th Sts	1% Slope	7644   	Pct 7644	7644   		7  
2019MUNI  	2273	7003 - 500 De Haro Street		St Gregory Church - Rotunda	500 De Haro Street	Btw 18th & Mariposa	5.9% Slope	7003   	Pct 7003/7004	7003   		2  
2019MUNI  	2273	7003 - 500 De Haro Street		St Gregory Church - Rotunda	500 De Haro Street	Btw 18th & Mariposa	5.9% Slope	7003   	Pct 7003/7004	7004   		2  
2019MUNI  	2276	7942 - 1000 Tompkins Ave - Bldg  A		Market Heights Apts - Garage	1000 Tompkins Ave - Bldg  A	Btw Putnam & Bradford Sts	8.3% Slope - Ramped Access	7942   	Pct 7942	7942   		10  
2019MUNI  	2278	7624 - 125 6th Street		The Rose Hotel - Library	125 6th Street	Btw Minna & Mission	1.5% Slope	7624   	Pct 7624	7624   		7  
2019MUNI  	2280	9453 - 20 Crestlake Drive		Garage	20 Crestlake Drive	Btw Sloat Blvd & Crestlake Dr	3.0% Slope	9453   	Pct 9453	9453   		11  
2019MUNI  	2288	7903 - 36 Hoff St		Dunleavy Plaza	36 Hoff St	Btw 16th & 17th Sts	1.5% Slope	7903   	Pct 7903	7903   		10  
2019MUNI  	2296	9103 - 450 30th Ave		School - Presidio Middle - Audit Lobby	450 30th Ave	Enter Off 30th Ave Btw Clement St & Geary Blvd	5% Slope	9103   	Pct 9103	9103   		3  
2019MUNI  	2302	7301 - 455 Bay St		Northbeach Place - Community Rm	455 Bay St	Btw Mason & Taylor	4.5% Slope	7301   	Pct 7301/7304	7301   		5  
2019MUNI  	2302	7301 - 455 Bay St		Northbeach Place - Community Rm	455 Bay St	Btw Mason & Taylor	4.5% Slope	7301   	Pct 7301/7304	7304   		5  
2019MUNI  	2306	7836 - 885 Corbett Ave		Garage - Enter Through Glass Door	885 Corbett Ave	Near Corner Of Hopkins	4.9% Slope	7836   	Pct 7836	7836   		9  
2019MUNI  	2310	7607- 555 Ellis St		555 Ellis St Apartments - Community Rm	555 Ellis St	Enter Ellis Btw Hyde & Leavenworth	0.2% Slope	7607   	Pct 7607	7607   		7  
2019MUNI  	2312	7915 - 2700 22nd St		Garage	2700 22nd St	Corner Of York & 22nd Sts	8.3% Slope	7915   	Pct 7915/7914	7914   		10  
2019MUNI  	2312	7915 - 2700 22nd St		Garage	2700 22nd St	Corner Of York & 22nd Sts	8.3% Slope	7915   	Pct 7915/7914	7915   		10  
2019MUNI  	2324	7911 - 2291 Bryant St		Garage	2291 Bryant St	Btw 21st & 20th Sts	2.4% Slope	7911   	Pct 7911	7911   		10  
2019MUNI  	2334	7642 - 600 The Embarcadero		Delancey Street - Store Space	600 The Embarcadero	Between Brannan & Townsend	4.1% slope	7642   	Pct 7642	7642   		7  
2019MUNI  	2340	7521 - 710 Masonic Ave		Garage	710 Masonic Ave	Btw Grove & Hayes	5.2% slope	7521   	Pct 7521	7521   		6  
2019MUNI  	2353	7548 - 1250 Waller St		Chinese Immersion School - Room 200	1250 Waller St	Enter Off Waller Btw Central & Masonic	6% Slope	7548   	Pct 7548	7548   		6  
2019MUNI  	2366	7554 - 1145 Stanyan St		Firehouse #12	1145 Stanyan St	Btw Grattan & Alma	4.6% Slope	7554   	Pct 7554	7554   		6  
2019MUNI  	2378	7203- 2412 Polk St		Garage	2412 Polk St	Btw Union & Filbert	1.7% Slope	7203   	Pct 7203	7203   		4  
2019MUNI  	2380	9248 - 1765 Van Ness Ave		Store-Relax The Back	1765 Van Ness Ave	Between Clay & Sacramento	3.0% slope	9248   	Pct 9248	9248   		4  
2019MUNI  	2383	9209 - 3632 Fillmore St		Garage	3632 Fillmore St	Btw Northpoint & Bay St	4% Slope	9209   	Pct 9209	9209   		4  
2019MUNI  	2392	9431 - 1935 32nd Ave		Firehouse #18	1935 32nd Ave	Between Pacheco & Ortega	4.4% slope	9431   	Pct 9431/9429	9429   		11  
