contest_id2	cand_id2	contest_id1	cand_id1	cand_seq	cand_name2	cand_name1
474	5050	1310	001		DAVID CHIU	DAVID CHIU
474	5051	1310	002		ALEJANDRO FERNANDEZ	ALEJANDRO FERNANDEZ
475	5052	1210	002		KEITH BOGDON	KEITH BOGDON
475	5054	1210	001		PHIL TING	PHIL TING
476	5123	1020	002		LISA REMMER	LISA REMMER
476	5284	1020	001		NANCY PELOSI	NANCY PELOSI
477	5124	1030	001		BARBARA LEE	BARBARA LEE
477	5128	1030	002		LAURA WELLS	LAURA WELLS
478	5125	1040	001		JACKIE SPEIER	JACKIE SPEIER
478	5126	1040	002		CRISTINA OSMEÑA	CRISTINA OSMEÑA
618	5027	8520	002		ALISON COLLINS	ALISON COLLINS
618	5028	8520	004		ALIDA FISHER	ALIDA FISHER
618	5029	8520	016		MIA SATYA	MIA SATYA
618	5030	8520	008		LEX LEIFHEIT	LEX LEIFHEIT
618	5031	8520	009		GABRIELA LÓPEZ	GABRIELA LÓPEZ
618	5032	8520	012		MICHELLE PARKER	MICHELLE PARKER
618	5033	8520	015		MARTIN RAWLINGS-FEIN	MARTIN RAWLINGS-FEIN
618	5034	8520	017		ROGER SINASOHN	ROGER SINASOHN
618	5035	8520	021		JOSEPHINE ZHAO	JOSEPHINE ZHAO
618	5036	8520	006		PAUL KANGAS	PAUL KANGAS
618	5037	8520	010		FAAUUGA MOLIGA	FAAUUGA MOLIGA
618	5286	8520	022		PHILLIP MARCEL HOUSE	PHILLIP MARCEL HOUSE
618	5287	8520	024		LI MIAO LOVETT	LI MIAO LOVETT
618	5288	8520	025		DARRON A. PADILLA	DARRON A. PADILLA
618	5289	8520	026		LENETTE THOMPSON	LENETTE THOMPSON
618	5290	8520	027		CONNOR KRONE	CONNOR KRONE
618	5291	8520	001		MONICA CHINCHILLA	MONICA CHINCHILLA
618	5292	8520	007		PHIL KIM	PHIL KIM
618	5293	8520	023		JOHN TRASVIÑA	JOHN TRASVIÑA
619	5247	6020	004		JONATHAN LYENS	JONATHAN LYENS
619	5248	6020	005		MELANIE NUTTER	MELANIE NUTTER
619	5249	6020	006		WILLIAM WALKER	WILLIAM WALKER
619	5250	6020	007		BRIAN J. LARKIN	BRIAN J. LARKIN
619	5251	6020	009		JANICE LI	JANICE LI
619	5252	6020	010		EVA I. CHAO	EVA I. CHAO
621	5046	4070	002		MARK BURNS	MARK BURNS
621	5278	4070	001		MALIA COHEN	MALIA COHEN
622	5279	4000	002		JOHN H. COX	JOHN H COX
622	5280	4000	001		GAVIN NEWSOM	GAVIN NEWSOM
623	5281	4010	002		ED HERNANDEZ	ED HERNANDEZ
623	5282	4010	001		ELENI KOUNALAKIS	ELENI KOUNALAKIS
624	5095	4050	002		STEVEN C BAILEY	STEVEN C BAILEY
624	5096	4050	001		XAVIER BECERRA	XAVIER BECERRA
625	5098	4060	002		RICARDO LARA	RICARDO LARA
625	5100	4060	001		STEVE POIZNER	STEVE POIZNER
626	5105	4020	001		ALEX PADILLA	ALEX PADILLA
626	5283	4020	002		MARK P. MEUSER	MARK P MEUSER
627	5110	4030	002		KONSTANTINOS RODITIS	KONSTANTINOS RODITIS
627	5111	4030	001		BETTY T. YEE	BETTY T YEE
628	5113	4040	002		GREG CONLON	GREG CONLON
628	5115	4040	001		FIONA MA	FIONA MA
629	5127	1010	002		KEVIN DE LEON	KEVIN DE LEON
629	5285	1010	001		DIANNE FEINSTEIN	DIANNE FEINSTEIN
632	5214	5108	001		RAFAEL MANDELMAN	RAFAEL MANDELMAN
632	5215	5108	008		LAWRENCE "STARK" DAGESSE	LAWRENCE "STARK" DAGESSE
637	5294	4080	002		TONY K. THURMOND	TONY K THURMOND
637	5295	4080	001		MARSHALL TUCK	MARSHALL TUCK
652	5233	8540	003		JOHN RIZZO	JOHN RIZZO
652	5234	8540	001		BRIGITTE DAVILA	BRIGITTE DAVILA
652	5276	8540	002		VICTOR OLIVIERI	VICTOR OLIVIERI
652	5277	8540	005		THEA SELBY	THEA SELBY
667	5253	5030	001		PAUL BELLAR	PAUL BELLAR
667	5254	5030	002		CARMEN CHU	CARMEN CHU
668	5255	5060	001		JEFF ADACHI	JEFF ADACHI
669	5256	5102	001		SCHUYLER HUDAK	SCHUYLER HUDAK
669	5257	5102	002		NICK JOSEFOWITZ	NICK JOSEFOWITZ
669	5258	5102	006		JOHN DENNIS	JOHN DENNIS
669	5259	5102	005		CATHERINE STEFANI	CATHERINE STEFANI
670	5260	5104	002		MIKE MURPHY	MIKE MURPHY
670	5261	5104	003		ADAM KIM	ADAM  KIM
670	5262	5104	006		JESSICA HO	JESSICA HO
670	5263	5104	010		ARTHUR TOM	ARTHUR TOM
670	5264	5104	011		LOU ANN BASSAN	LOU ANN BASSAN
670	5265	5104	008		GORDON MAR	GORDON MAR
670	5266	5104	012		TUAN NGUYEN	TUAN NGUYEN
670	5267	5104	013		TREVOR MCNEIL	TREVOR MCNEIL
671	5268	5106	001		MATT HANEY	MATT HANEY
671	5269	5106	002		CHRISTINE JOHNSON	CHRISTINE JOHNSON
671	5400	5106	007		SONJA TRAUSS	SONJA TRAUSS
672	5270	5110	005		TONY KELLY	TONY KELLY
672	5271	5110	001		GLORIA BERRY	GLORIA BERRY
672	5272	5110	003		THEO ELLINGTON	THEO ELLINGTON
672	5273	5110	002		ASALE CHANDLER	ASALE CHANDLER
672	5274	5110	006		UZURI PEASE-GREENE	UZURI PEASE-GREENE
672	5275	5110	008		SHAMANN WALTON	SHAMANN WALTON
