contest_seq	contest_id	district_id	headings	ballot_title	contest_abbr	contest_party	vote_for	on_ballot
901	1050	CONG13	UNITED STATES REPRESENTATIVE	US House of Representative, District 13	US House of Rep~District 13		1	Y
