area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	070:Yes	071:No
ALLPCTS	TO	500516	372461	281	0	150	28440	343590	258092	85498
ALLPCTS	ED	500516	127556	68	0	60	10094	117334	90403	26931
ALLPCTS	MV	500516	244905	213	0	90	18346	226256	167689	58567
PCT1101	ED	553	125	0	0	0	8	117	96	21
PCT1101	MV	553	266	0	0	0	15	251	187	64
PCT1102	ED	995	266	0	0	0	18	248	189	59
PCT1102	MV	995	480	-2	0	1	42	439	310	129
PCT1103	ED	951	246	1	0	0	16	229	170	59
PCT1103	MV	951	445	-1	0	0	25	421	313	108
PCT1104	ED	993	249	-1	0	0	23	227	172	55
PCT1104	MV	993	414	-2	0	0	23	393	297	96
PCT1106	ED	765	191	0	0	0	16	175	125	50
PCT1106	MV	765	343	-1	0	0	27	317	218	99
PCT1107	ED	746	163	0	0	0	16	147	116	31
PCT1107	MV	746	336	5	0	0	27	304	216	88
PCT1108	ED	909	232	-1	0	1	30	202	156	46
PCT1108	MV	909	437	-1	0	1	35	402	318	84
PCT1109	ED	798	166	0	0	0	11	155	119	36
PCT1109	MV	798	365	-2	0	0	26	341	249	92
PCT1111	ED	1002	205	0	0	0	22	183	147	36
PCT1111	MV	1002	460	-3	0	0	39	424	314	110
PCT1112	ED	769	151	2	0	0	10	139	99	40
PCT1112	MV	769	344	-1	0	0	33	312	209	103
PCT1113	ED	746	134	0	0	0	15	119	84	35
PCT1113	MV	746	359	0	0	0	24	335	235	100
PCT1114	ED	957	226	-2	0	0	31	197	147	50
PCT1114	MV	957	403	0	0	0	35	368	275	93
PCT1115	ED	895	173	0	0	0	13	160	127	33
PCT1115	MV	895	371	-3	0	0	35	339	244	95
PCT1116	ED	895	224	1	0	0	25	198	162	36
PCT1116	MV	895	376	-2	0	0	36	342	253	89
PCT1117	ED	858	184	0	0	2	20	162	114	48
PCT1117	MV	858	357	1	0	0	27	329	248	81
PCT1118	ED	1043	213	0	0	0	15	198	139	59
PCT1118	MV	1043	475	-3	0	1	33	444	330	114
PCT1119	ED	791	165	0	0	0	14	151	119	32
PCT1119	MV	791	386	0	0	1	25	360	274	86
PCT1121	ED	691	159	0	0	0	15	144	93	51
PCT1121	MV	691	313	-1	0	0	25	289	188	101
PCT1122	ED	632	109	0	0	0	10	99	75	24
PCT1122	MV	632	310	-1	0	0	23	288	193	95
PCT1123	ED	915	179	0	0	1	9	169	133	36
PCT1123	MV	915	364	-1	0	0	35	330	239	91
PCT1124	ED	819	152	0	0	0	15	137	112	25
PCT1124	MV	819	302	-2	0	0	27	277	196	81
PCT1125	ED	1047	159	1	0	0	14	144	104	40
PCT1125	MV	1047	466	0	0	0	33	433	307	126
PCT1126	ED	922	190	0	0	0	15	175	126	49
PCT1126	MV	922	400	-2	0	0	28	374	263	111
PCT1127	ED	920	200	0	0	0	21	179	124	55
PCT1127	MV	920	382	-2	0	0	34	350	235	115
PCT1128	ED	838	154	0	0	0	20	134	99	35
PCT1128	MV	838	362	0	0	0	35	327	230	97
PCT1129	ED	980	227	1	0	0	19	207	143	64
PCT1129	MV	980	416	2	0	0	35	379	263	116
PCT1131	ED	797	132	0	0	0	20	112	80	32
PCT1131	MV	797	371	0	0	0	17	354	223	131
PCT1132	ED	969	179	2	0	0	18	159	113	46
PCT1132	MV	969	427	-1	0	0	29	399	295	104
PCT1133	ED	863	161	1	0	0	9	151	111	40
PCT1133	MV	863	410	0	0	0	31	379	267	112
PCT1134	ED	759	170	2	0	0	19	149	122	27
PCT1134	MV	759	317	-3	0	0	28	292	186	106
PCT1135	ED	540	87	1	0	0	9	77	53	24
PCT1135	MV	540	295	1	0	0	21	273	185	88
PCT1136	ED	829	144	0	0	0	7	137	91	46
PCT1136	MV	829	412	1	0	0	37	374	240	134
PCT1141	ED	1041	223	3	0	0	20	200	147	53
PCT1141	MV	1041	484	-1	0	0	28	457	328	129
PCT1142	ED	861	175	-1	0	0	15	161	134	27
PCT1142	MV	861	393	-2	0	0	36	359	267	92
