area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	086:MALIA COHEN	087:MARK BURNS
PCT7819	ED	793	191	0	0	10	181	166	15
PCT7819	MV	793	420	0	0	30	390	359	31
PCT7821	ED	985	248	0	0	23	225	212	13
PCT7821	MV	985	630	0	0	45	585	539	46
PCT7822	ED	908	275	0	0	18	257	242	15
PCT7822	MV	908	480	0	0	32	448	417	31
PCT7823	ED	879	270	6	0	13	251	245	6
PCT7823	MV	879	501	0	0	32	469	441	28
PCT7824	ED	768	247	0	0	23	224	211	13
PCT7824	MV	768	383	0	0	35	348	322	26
PCT7825	ED	597	191	0	0	12	179	166	13
PCT7825	MV	597	302	0	0	18	284	270	14
PCT7826	ED	684	258	0	0	17	241	230	11
PCT7826	MV	684	319	0	0	32	287	270	17
PCT7827	ED	831	261	0	0	18	243	236	7
PCT7827	MV	831	361	0	0	29	332	308	24
PCT7828	ED	1018	261	0	0	18	243	220	23
PCT7828	MV	1018	549	0	0	36	513	468	45
PCT7829	ED	907	237	1	0	28	208	192	16
PCT7829	MV	907	557	0	0	21	536	483	53
PCT7831	ED	882	233	0	0	10	223	211	12
PCT7831	MV	882	544	0	0	36	508	479	29
PCT7832	ED	780	188	0	0	13	175	166	9
PCT7832	MV	780	488	0	0	25	463	434	29
PCT7833	ED	747	230	0	0	24	206	197	9
PCT7833	MV	747	412	0	0	33	379	355	24
PCT7834	ED	867	277	0	0	23	254	238	16
PCT7834	MV	867	439	0	0	32	407	394	13
PCT7835	ED	847	211	0	0	22	189	172	17
PCT7835	MV	847	505	1	1	28	475	433	42
PCT7836	ED	1023	260	0	0	20	240	221	19
PCT7836	MV	1023	623	0	0	43	580	526	54
PCT7837	ED	911	260	0	0	8	252	235	17
PCT7837	MV	911	509	2	0	40	467	431	36
PCT7838	ED	926	239	0	0	19	220	205	15
PCT7838	MV	926	546	0	0	41	505	468	37
PCT7839	ED	842	205	0	0	26	179	167	12
PCT7839	MV	842	515	0	0	37	478	435	43
PCT7841	ED	937	291	0	0	22	269	254	15
PCT7841	MV	937	526	0	0	43	483	456	27
PCT7842	ED	903	283	0	0	23	260	245	15
PCT7842	MV	903	434	0	0	36	398	367	31
PCT7843	ED	767	232	0	0	23	209	199	10
PCT7843	MV	767	380	0	0	21	359	334	25
PCT7844	ED	663	196	0	0	16	180	165	15
PCT7844	MV	663	329	0	0	23	306	279	27
PCT7845	ED	849	241	0	0	31	210	193	17
PCT7845	MV	849	469	0	0	30	439	409	30
PCT7846	ED	904	262	0	0	24	238	212	26
PCT7846	MV	904	509	0	0	39	470	419	51
PCT7847	ED	929	261	0	0	23	238	215	23
PCT7847	MV	929	529	0	0	61	468	442	26
PCT7848	ED	834	233	0	0	16	217	196	21
PCT7848	MV	834	491	0	0	33	458	421	37
PCT7849	ED	929	264	0	0	23	241	226	15
PCT7849	MV	929	522	0	0	43	479	440	39
PCT7851	ED	513	136	0	0	14	122	107	15
PCT7851	MV	513	298	0	0	24	274	241	33
PCT7852	ED	647	143	0	0	13	130	113	17
PCT7852	MV	647	394	0	0	24	370	323	47
PCT7853	ED	850	214	0	0	9	205	186	19
PCT7853	MV	850	479	0	1	27	451	407	44
PCT7854	ED	894	248	0	0	24	224	208	16
PCT7854	MV	894	500	0	0	49	451	417	34
PCT7855	ED	986	301	0	0	29	272	257	15
PCT7855	MV	986	522	0	0	47	475	429	46
PCT7856	ED	800	265	0	0	17	248	237	11
PCT7856	MV	800	425	0	0	35	390	365	25
PCT7857	ED	933	276	0	0	24	252	239	13
PCT7857	MV	933	517	0	0	46	471	438	33
PCT7858	ED	775	245	0	0	18	227	206	21
PCT7858	MV	775	394	0	0	31	363	339	24
PCT7859	ED	891	250	0	0	19	231	212	19
PCT7859	MV	891	513	0	0	24	489	437	52
PCT7861	ED	859	217	0	0	22	195	175	20
PCT7861	MV	859	510	0	0	37	473	433	40
PCT7862	ED	866	302	0	0	28	274	254	20
PCT7862	MV	866	472	0	0	38	434	399	35
PCT7863	ED	907	311	0	0	30	281	261	20
PCT7863	MV	907	440	0	0	35	405	378	27
PCT7864	ED	807	232	0	0	21	211	197	14
PCT7864	MV	807	427	0	0	15	412	372	40
PCT7865	ED	823	241	0	0	23	218	204	14
PCT7865	MV	823	463	0	0	23	440	389	51
PCT7866	ED	836	209	0	0	20	189	157	32
PCT7866	MV	836	491	0	0	29	462	387	75
PCT7867	ED	955	266	0	0	24	242	220	22
PCT7867	MV	955	512	0	0	44	468	410	58
PCT7868	ED	881	242	0	0	14	228	211	17
PCT7868	MV	881	449	1	0	24	424	376	48
PCT7869	ED	867	239	0	0	16	223	204	19
PCT7869	MV	867	489	0	0	31	458	420	38
PCT7871	ED	900	259	0	0	19	240	222	18
PCT7871	MV	900	502	2	0	24	476	436	40
PCT7872	ED	862	288	0	0	22	266	250	16
PCT7872	MV	862	472	0	0	38	434	404	30
PCT7873	ED	861	257	0	0	12	245	227	18
PCT7873	MV	861	502	0	0	37	465	440	25
PCT7874	ED	477	137	0	0	11	126	115	11
PCT7874	MV	477	256	1	0	22	233	217	16
PCT7875	ED	623	180	0	0	18	162	142	20
PCT7875	MV	623	285	0	0	33	252	222	30
PCT7876	ED	498	154	10	0	21	123	115	8
PCT7876	MV	498	269	0	0	22	247	234	13
PCT7901	ED	522	136	0	1	21	114	108	6
PCT7901	MV	522	198	0	0	22	176	163	13
PCT7902	ED	968	258	0	0	23	235	210	25
PCT7902	MV	968	401	0	0	23	378	347	31
PCT7903	ED	840	201	0	0	24	177	160	17
PCT7903	MV	840	350	0	0	31	319	293	26
PCT7904	ED	877	212	0	0	21	191	177	14
PCT7904	MV	877	403	0	0	30	373	338	35
PCT7905	ED	851	254	0	0	19	235	212	23
PCT7905	MV	851	409	1	0	29	379	342	37
PCT7906	ED	787	245	0	0	19	226	217	9
PCT7906	MV	787	335	0	0	18	317	300	17
PCT7907	ED	950	278	0	0	28	250	228	22
PCT7907	MV	950	425	0	0	34	391	376	15
PCT7908	ED	949	284	0	0	32	252	223	29
PCT7908	MV	949	408	0	0	50	358	327	31
PCT7909	ED	733	251	0	0	17	234	223	11
PCT7909	MV	733	303	0	1	16	286	270	16
PCT7911	ED	860	244	0	0	18	226	208	18
PCT7911	MV	860	395	0	0	22	373	352	21
PCT7912	ED	1065	291	0	0	30	261	244	17
PCT7912	MV	1065	463	0	0	31	432	412	20
PCT7913	ED	913	312	0	0	22	290	270	20
PCT7913	MV	913	378	0	0	28	350	322	28
PCT7914	ED	883	278	0	0	27	251	239	12
PCT7914	MV	883	425	0	0	37	388	361	27
PCT7915	ED	831	266	0	0	14	252	241	11
PCT7915	MV	831	351	0	0	22	329	308	21
PCT7916	ED	888	284	0	0	22	262	245	17
PCT7916	MV	888	421	0	0	25	396	369	27
PCT7917	ED	1015	315	0	0	27	288	268	20
PCT7917	MV	1015	428	0	0	17	411	385	26
PCT7918	ED	836	253	0	0	26	227	218	9
PCT7918	MV	836	379	0	0	18	361	343	18
PCT7919	ED	895	309	0	0	18	291	275	16
PCT7919	MV	895	376	0	0	24	352	328	24
PCT7921	ED	917	232	0	0	24	208	190	18
PCT7921	MV	917	366	0	0	24	342	300	42
PCT7922	ED	831	250	0	0	15	235	227	8
PCT7922	MV	831	383	0	0	21	362	335	27
PCT7923	ED	885	262	0	0	14	248	227	21
PCT7923	MV	885	403	0	0	26	377	349	28
PCT7924	ED	842	238	0	0	18	220	209	11
PCT7924	MV	842	382	0	0	19	363	326	37
PCT7925	ED	567	156	0	0	8	148	139	9
PCT7925	MV	567	293	0	1	17	275	260	15
PCT7926	ED	795	229	0	0	13	216	195	21
PCT7926	MV	795	390	0	0	29	361	338	23
PCT7927	ED	747	241	0	0	12	229	213	16
PCT7927	MV	747	392	0	0	29	363	341	22
PCT7928	ED	931	284	0	0	16	268	258	10
PCT7928	MV	931	489	0	0	22	467	430	37
PCT7929	ED	864	248	0	0	23	225	209	16
PCT7929	MV	864	509	1	0	35	473	449	24
PCT7931	ED	738	219	0	0	19	200	192	8
PCT7931	MV	738	408	0	0	23	385	364	21
PCT7932	ED	551	157	1	0	14	142	133	9
PCT7932	MV	551	285	0	0	16	269	246	23
PCT7933	MV	6	4	0	0	0	4	4	0
PCT7934	ED	890	250	0	0	27	223	209	14
PCT7934	MV	890	472	0	0	33	439	416	23
PCT7935	ED	970	305	0	0	24	281	267	14
PCT7935	MV	970	519	0	1	39	479	446	33
PCT7936	ED	856	287	0	0	23	264	252	12
PCT7936	MV	856	428	0	0	28	400	370	30
PCT7937	ED	886	267	0	0	26	241	230	11
PCT7937	MV	886	435	0	0	31	404	377	27
PCT7938	ED	788	213	0	0	16	197	181	16
PCT7938	MV	788	337	0	0	26	311	289	22
PCT7939	ED	688	254	0	1	9	244	232	12
PCT7939	MV	688	326	0	0	24	302	288	14
PCT7941	ED	751	218	0	0	14	204	192	12
PCT7941	MV	751	348	0	0	24	324	305	19
PCT7942	ED	914	259	1	0	13	245	221	24
PCT7942	MV	914	412	0	1	35	376	341	35
PCT7943	ED	872	258	4	0	24	230	207	23
PCT7943	MV	872	439	0	0	38	401	343	58
PCT7944	ED	801	243	0	0	14	229	222	7
PCT7944	MV	801	381	0	0	21	360	334	26
PCT7945	ED	915	186	0	0	12	174	161	13
PCT7945	MV	915	414	0	0	25	389	350	39
PCT7946	ED	945	183	0	0	22	161	140	21
PCT7946	MV	945	451	0	0	41	410	325	85
PCT7947	ED	946	182	0	0	28	154	135	19
PCT7947	MV	946	430	0	0	58	372	304	68
PCT7948	ED	928	210	0	0	17	193	171	22
PCT7948	MV	928	422	0	0	47	375	304	71
PCT7949	ED	569	100	0	0	9	91	71	20
PCT7949	MV	569	292	0	1	32	259	193	66
PCT7951	ED	854	166	0	0	15	151	129	22
PCT7951	MV	854	425	0	0	36	389	288	101
PCT7952	ED	866	167	0	0	18	149	114	35
PCT7952	MV	866	359	0	0	27	332	266	66
PCT7953	ED	824	186	2	0	21	163	138	25
PCT7953	MV	824	402	0	0	35	367	273	94
PCT7955	ED	902	199	0	1	18	180	144	36
PCT7955	MV	902	435	0	0	41	394	309	85
PCT7956	ED	823	136	0	0	22	114	89	25
PCT7956	MV	823	353	0	0	34	319	239	80
PCT7957	ED	646	147	0	0	12	135	118	17
PCT7957	MV	646	298	0	0	14	284	243	41
PCT7958	MV	290	141	0	0	12	129	98	31
PCT7959	ED	727	160	0	0	10	150	142	8
PCT7959	MV	727	326	0	0	23	303	287	16
PCT9001	MV	273	142	0	0	6	136	113	23
PCT9101	ED	888	260	0	0	26	234	198	36
PCT9101	MV	888	438	0	0	43	395	311	84
PCT9102	ED	985	257	0	0	26	231	190	41
PCT9102	MV	985	471	0	0	34	437	344	93
PCT9103	ED	954	273	0	0	25	248	200	48
PCT9103	MV	954	431	0	0	49	382	320	62
PCT9104	ED	988	239	0	0	29	210	177	33
PCT9104	MV	988	465	0	0	41	424	349	75
PCT9105	ED	919	247	0	0	26	221	189	32
PCT9105	MV	919	488	0	0	51	437	367	70
PCT9106	ED	937	268	1	0	20	247	214	33
PCT9106	MV	937	497	0	0	59	438	364	74
PCT9107	ED	849	219	0	0	16	203	170	33
PCT9107	MV	849	372	0	0	35	337	276	61
PCT9108	ED	790	247	0	0	17	230	203	27
PCT9108	MV	790	373	1	0	28	344	296	48
PCT9109	ED	884	263	0	0	27	236	199	37
PCT9109	MV	884	428	0	0	40	388	346	42
PCT9111	ED	779	229	0	0	19	210	183	27
PCT9111	MV	779	346	0	0	32	314	261	53
PCT9112	ED	976	284	0	0	21	263	230	33
PCT9112	MV	976	467	0	0	41	426	374	52
PCT9113	ED	999	311	0	0	28	283	243	40
PCT9113	MV	999	505	0	0	37	468	393	75
PCT9114	ED	877	263	0	0	24	239	213	26
PCT9114	MV	877	405	0	0	31	374	307	67
PCT9115	ED	911	258	0	0	18	240	219	21
PCT9115	MV	911	429	0	0	41	388	340	48
PCT9116	ED	944	281	1	0	12	268	233	35
PCT9116	MV	944	473	0	0	43	430	372	58
PCT9117	ED	783	222	0	0	17	205	175	30
PCT9117	MV	783	398	0	0	29	369	307	62
PCT9118	ED	974	286	0	0	31	255	207	48
PCT9118	MV	974	426	0	0	48	378	306	72
PCT9119	ED	891	237	0	0	29	208	176	32
PCT9119	MV	891	447	0	0	41	406	329	77
PCT9121	ED	930	256	0	0	22	234	190	44
PCT9121	MV	930	434	0	0	42	392	331	61
PCT9122	ED	953	210	0	0	18	192	168	24
PCT9122	MV	953	454	0	0	34	420	330	90
PCT9123	ED	858	232	0	0	17	215	175	40
PCT9123	MV	858	418	0	0	33	385	306	79
PCT9124	ED	874	202	0	0	8	194	167	27
PCT9124	MV	874	438	0	0	47	391	304	87
PCT9125	ED	861	210	0	0	17	193	170	23
PCT9125	MV	861	437	0	0	47	390	338	52
PCT9126	ED	1015	245	0	0	22	223	189	34
PCT9126	MV	1015	533	0	0	51	482	378	104
PCT9127	ED	960	269	0	0	29	240	203	37
PCT9127	MV	960	498	0	0	49	449	380	69
PCT9128	ED	828	248	0	0	18	230	200	30
PCT9128	MV	828	412	0	0	24	388	314	74
PCT9129	ED	741	243	0	0	22	221	190	31
PCT9129	MV	741	348	0	0	26	322	276	46
PCT9131	ED	759	193	0	0	17	176	154	22
PCT9131	MV	759	403	0	0	23	380	322	58
PCT9132	ED	837	248	0	0	22	226	199	27
PCT9132	MV	837	371	0	0	24	347	309	38
PCT9133	ED	1021	271	0	0	23	248	222	26
PCT9133	MV	1021	503	0	0	41	462	393	69
PCT9134	ED	893	210	0	0	30	180	161	19
PCT9134	MV	893	469	0	0	36	433	375	58
PCT9135	ED	808	215	0	0	27	188	155	33
PCT9135	MV	808	389	0	0	32	357	274	83
PCT9136	ED	929	253	0	0	23	230	207	23
PCT9136	MV	929	439	0	0	38	401	340	61
PCT9137	ED	1006	260	0	0	23	237	190	47
PCT9137	MV	1006	467	0	0	31	436	359	77
PCT9138	ED	943	226	1	0	29	196	170	26
PCT9138	MV	943	477	1	0	34	442	355	87
PCT9139	ED	975	243	0	0	19	224	186	38
PCT9139	MV	975	510	0	0	47	463	343	120
PCT9141	ED	953	252	0	0	31	221	181	40
PCT9141	MV	953	477	0	0	50	427	348	79
PCT9142	ED	966	276	0	0	35	241	210	31
PCT9142	MV	966	459	0	0	32	427	380	47
PCT9143	ED	920	251	0	0	30	221	189	32
PCT9143	MV	920	463	0	0	52	411	328	83
PCT9144	ED	962	293	0	0	22	271	239	32
PCT9144	MV	962	482	0	0	45	437	351	86
PCT9145	ED	861	249	1	0	27	221	188	33
PCT9145	MV	861	423	0	0	31	392	327	65
PCT9146	ED	885	245	0	0	22	223	197	26
PCT9146	MV	885	464	0	0	33	431	386	45
PCT9147	ED	971	281	0	0	38	243	220	23
PCT9147	MV	971	492	0	0	42	450	391	59
PCT9148	ED	1034	325	0	0	19	306	270	36
PCT9148	MV	1034	513	0	0	43	470	411	59
PCT9149	ED	948	264	0	0	18	246	225	21
PCT9149	MV	948	478	0	0	27	451	401	50
PCT9151	ED	872	227	0	0	15	212	187	25
PCT9151	MV	872	418	0	0	32	386	327	59
PCT9152	ED	721	270	0	0	19	251	234	17
PCT9152	MV	721	279	0	0	13	266	234	32
PCT9201	ED	1004	300	0	0	13	287	255	32
PCT9201	MV	1004	475	0	1	23	451	395	56
PCT9202	ED	971	294	0	0	24	270	233	37
PCT9202	MV	971	426	0	0	33	393	346	47
PCT9203	ED	1002	239	0	0	31	208	143	65
PCT9203	MV	1002	536	0	0	49	487	349	138
PCT9204	ED	873	273	0	0	36	237	171	66
PCT9204	MV	873	393	0	0	28	365	246	119
PCT9205	ED	728	208	0	0	23	185	148	37
PCT9205	MV	728	376	0	0	34	342	284	58
PCT9206	ED	931	249	0	0	28	221	145	76
PCT9206	MV	931	479	0	0	52	427	296	131
PCT9207	ED	981	262	0	0	35	227	162	65
PCT9207	MV	981	502	0	0	63	439	317	122
PCT9208	ED	1002	287	0	0	34	253	192	61
PCT9208	MV	1002	491	0	0	48	443	338	105
PCT9209	ED	711	245	0	0	29	216	167	49
PCT9209	MV	711	327	0	0	33	294	219	75
PCT9211	ED	889	234	0	0	24	210	173	37
PCT9211	MV	889	432	0	0	46	386	305	81
PCT9212	ED	803	234	0	0	23	211	172	39
PCT9212	MV	803	400	0	0	33	367	293	74
PCT9213	ED	951	264	0	0	26	238	193	45
PCT9213	MV	951	508	0	0	58	450	366	84
PCT9214	ED	640	166	0	0	20	146	105	41
PCT9214	MV	640	334	0	0	28	306	226	80
PCT9215	ED	652	194	0	0	25	169	117	52
PCT9215	MV	652	327	0	0	38	289	223	66
PCT9216	ED	845	246	0	1	23	222	179	43
PCT9216	MV	845	379	0	0	38	341	263	78
PCT9217	ED	698	194	0	0	20	174	132	42
PCT9217	MV	698	349	0	0	47	302	225	77
PCT9218	ED	841	249	0	0	20	229	176	53
PCT9218	MV	841	412	0	0	45	367	268	99
PCT9219	ED	802	242	0	0	22	220	185	35
PCT9219	MV	802	399	0	0	29	370	304	66
PCT9221	ED	651	145	0	0	16	129	97	32
PCT9221	MV	651	399	0	0	37	362	256	106
PCT9222	ED	883	249	0	0	38	211	166	45
PCT9222	MV	883	449	0	0	42	407	309	98
PCT9223	ED	638	160	0	0	17	143	111	32
PCT9223	MV	638	338	0	0	34	304	227	77
PCT9224	ED	960	263	0	0	31	232	164	68
PCT9224	MV	960	506	0	0	47	459	341	118
PCT9225	ED	958	299	0	0	29	270	212	58
PCT9225	MV	958	469	0	0	43	426	348	78
PCT9226	ED	926	271	0	0	32	239	179	60
PCT9226	MV	926	486	0	0	41	445	356	89
PCT9227	ED	738	188	0	0	20	168	130	38
PCT9227	MV	738	404	0	0	39	365	276	89
PCT9228	ED	747	189	0	0	22	167	131	36
PCT9228	MV	747	424	0	0	32	392	303	89
PCT9229	ED	598	162	0	0	23	139	107	32
PCT9229	MV	598	316	0	0	24	292	227	65
PCT9231	ED	953	313	0	0	27	286	261	25
PCT9231	MV	953	488	0	0	47	441	386	55
PCT9232	ED	735	212	0	0	20	192	158	34
PCT9232	MV	735	396	0	0	31	365	297	68
PCT9233	ED	793	209	0	0	22	187	151	36
PCT9233	MV	793	434	0	0	55	379	282	97
PCT9234	ED	746	187	0	0	18	169	141	28
PCT9234	MV	746	438	0	0	27	411	323	88
PCT9235	ED	884	239	0	0	23	216	166	50
PCT9235	MV	884	488	0	0	48	440	325	115
PCT9236	ED	683	201	0	0	21	180	142	38
PCT9236	MV	683	358	0	0	40	318	269	49
PCT9237	ED	936	229	0	0	28	201	162	39
PCT9237	MV	936	539	0	0	57	482	408	74
PCT9238	ED	842	230	0	0	34	196	155	41
PCT9238	MV	842	456	0	0	40	416	305	111
PCT9239	ED	881	200	0	0	26	174	137	37
PCT9239	MV	881	499	0	0	42	457	360	97
PCT9241	ED	1005	255	0	0	31	224	179	45
PCT9241	MV	1005	578	0	0	49	529	439	90
PCT9242	ED	972	277	0	0	27	250	200	50
PCT9242	MV	972	513	0	1	35	477	394	83
PCT9243	ED	594	193	0	0	28	165	134	31
PCT9243	MV	594	307	0	0	20	287	249	38
PCT9244	ED	903	255	0	0	22	233	207	26
PCT9244	MV	903	485	0	0	48	437	393	44
PCT9245	ED	742	209	0	0	15	194	158	36
PCT9245	MV	742	375	0	0	33	342	303	39
PCT9246	ED	929	257	0	0	27	230	202	28
PCT9246	MV	929	528	0	0	45	483	397	86
PCT9247	ED	927	264	0	1	21	242	206	36
PCT9247	MV	927	515	0	0	31	484	410	74
PCT9248	ED	907	258	0	0	21	237	209	28
PCT9248	MV	907	487	0	0	35	452	396	56
PCT9249	ED	917	271	0	0	22	249	218	31
PCT9249	MV	917	495	0	1	35	459	374	85
PCT9251	ED	995	287	0	0	36	251	219	32
PCT9251	MV	995	530	0	0	48	482	405	77
PCT9252	ED	944	219	0	0	20	199	171	28
PCT9252	MV	944	550	0	0	34	516	430	86
PCT9253	ED	772	187	0	0	17	170	132	38
PCT9253	MV	772	397	0	0	41	356	283	73
PCT9254	ED	935	230	0	0	21	209	185	24
PCT9254	MV	935	538	0	0	31	507	437	70
PCT9255	ED	553	183	0	0	20	163	143	20
PCT9255	MV	553	263	0	0	20	243	215	28
PCT9256	ED	474	130	0	0	6	124	114	10
PCT9256	MV	474	233	0	0	17	216	189	27
PCT9257	MV	321	235	0	0	9	226	211	15
PCT9258	ED	712	193	0	0	14	179	161	18
PCT9258	MV	712	373	0	0	28	345	287	58
PCT9401	ED	1012	293	0	0	23	270	246	24
PCT9401	MV	1012	484	0	0	38	446	394	52
PCT9402	ED	977	290	0	0	41	249	222	27
PCT9402	MV	977	458	0	0	46	412	354	58
PCT9403	ED	897	240	0	0	21	219	191	28
PCT9403	MV	897	419	0	0	43	376	305	71
PCT9404	ED	930	200	0	0	30	170	145	25
PCT9404	MV	930	462	0	0	39	423	347	76
PCT9405	ED	786	210	0	0	16	194	151	43
PCT9405	MV	786	364	0	0	29	335	264	71
PCT9406	ED	868	244	0	0	28	216	173	43
PCT9406	MV	868	421	0	1	29	391	330	61
PCT9407	ED	889	253	0	0	21	232	193	39
PCT9407	MV	889	409	0	0	38	371	316	55
PCT9408	ED	886	265	0	0	23	242	218	24
PCT9408	MV	886	415	0	0	37	378	329	49
PCT9409	ED	590	201	0	0	11	190	179	11
PCT9409	MV	590	252	0	0	28	224	194	30
PCT9411	ED	956	271	0	0	20	251	230	21
PCT9411	MV	956	431	0	0	31	400	356	44
PCT9412	ED	848	245	0	0	20	225	196	29
PCT9412	MV	848	380	0	0	47	333	278	55
PCT9413	ED	894	229	0	0	23	206	174	32
PCT9413	MV	894	461	0	0	39	422	335	87
PCT9414	ED	916	216	0	0	16	200	159	41
PCT9414	MV	916	463	0	0	46	417	345	72
PCT9415	ED	784	187	0	0	19	168	134	34
PCT9415	MV	784	392	0	0	39	353	273	80
PCT9416	ED	1008	282	1	0	23	258	221	37
PCT9416	MV	1008	480	1	0	49	430	366	64
PCT9417	ED	752	175	0	0	20	155	130	25
PCT9417	MV	752	402	0	0	38	364	282	82
PCT9418	ED	790	211	0	0	31	180	148	32
PCT9418	MV	790	376	0	0	54	322	234	88
PCT9419	ED	924	222	0	1	22	199	149	50
PCT9419	MV	924	468	0	0	53	415	292	123
PCT9421	ED	906	238	0	0	30	208	170	38
PCT9421	MV	906	446	0	0	54	392	296	96
PCT9422	ED	1056	283	0	0	35	248	201	47
PCT9422	MV	1056	513	0	0	49	464	355	109
PCT9423	ED	889	219	0	0	27	192	163	29
PCT9423	MV	889	440	0	0	37	403	344	59
PCT9424	ED	952	224	0	0	28	196	162	34
PCT9424	MV	952	496	0	0	47	449	348	101
PCT9425	ED	933	199	0	0	18	181	154	27
PCT9425	MV	933	465	0	1	61	403	302	101
PCT9426	ED	823	198	0	0	22	176	145	31
PCT9426	MV	823	408	0	0	59	349	254	95
PCT9427	ED	948	210	0	0	36	174	137	37
PCT9427	MV	948	447	0	0	50	397	279	118
PCT9428	ED	961	183	0	0	22	161	129	32
PCT9428	MV	961	518	0	0	39	479	369	110
PCT9429	ED	899	228	1	0	25	202	149	53
PCT9429	MV	899	432	0	0	34	398	308	90
PCT9431	ED	973	235	0	0	29	206	169	37
PCT9431	MV	973	464	0	0	39	425	319	106
PCT9432	ED	945	214	0	0	27	187	160	27
PCT9432	MV	945	468	0	0	58	410	326	84
PCT9433	ED	945	195	0	0	18	177	138	39
PCT9433	MV	945	487	0	0	60	427	335	92
PCT9434	ED	979	261	0	0	27	234	199	35
PCT9434	MV	979	481	1	0	55	425	340	85
PCT9435	ED	969	251	0	1	29	221	182	39
PCT9435	MV	969	448	0	0	63	385	309	76
PCT9436	ED	1006	232	0	0	23	209	164	45
PCT9436	MV	1006	495	0	0	57	438	330	108
PCT9437	ED	897	219	0	0	20	199	167	32
PCT9437	MV	897	435	0	0	46	389	281	108
PCT9438	ED	948	202	0	0	26	176	145	31
PCT9438	MV	948	496	0	0	39	457	342	115
PCT9439	ED	879	173	0	0	17	156	124	32
PCT9439	MV	879	425	0	0	50	375	280	95
PCT9441	ED	980	261	0	0	26	235	202	33
PCT9441	MV	980	462	0	0	47	415	331	84
PCT9442	ED	1008	280	0	0	14	266	226	40
PCT9442	MV	1008	461	0	0	44	417	323	94
PCT9443	ED	937	220	1	0	16	203	166	37
PCT9443	MV	937	442	0	0	32	410	330	80
PCT9444	ED	937	190	1	0	23	166	130	36
PCT9444	MV	937	442	0	0	44	398	286	112
PCT9445	ED	981	230	0	0	20	210	172	38
PCT9445	MV	981	493	0	0	60	433	340	93
PCT9446	ED	1090	240	0	0	24	216	184	32
PCT9446	MV	1090	564	0	0	55	509	368	141
PCT9447	ED	906	236	0	0	26	210	176	34
PCT9447	MV	906	448	0	0	45	403	308	95
PCT9448	ED	909	232	0	1	22	209	172	37
PCT9448	MV	909	429	0	0	46	383	299	84
PCT9449	ED	830	177	2	0	17	158	132	26
PCT9449	MV	830	428	0	0	38	390	294	96
PCT9451	ED	420	97	0	0	14	83	66	17
PCT9451	MV	420	218	0	0	20	198	137	61
PCT9452	ED	840	259	0	0	27	232	169	63
PCT9452	MV	840	412	0	0	40	372	275	97
PCT9453	ED	500	135	0	0	16	119	83	36
PCT9453	MV	500	244	0	0	26	218	161	57
PCT9501	MV	148	110	0	0	11	99	84	15
PCT9502	MV	245	177	0	0	7	170	152	18
PCT9503	ED	729	198	0	0	13	185	172	13
PCT9503	MV	729	315	0	0	28	287	260	27
PCT9505	ED	784	177	0	0	11	166	153	13
PCT9505	MV	784	383	0	0	26	357	321	36
PCT9506	ED	766	177	0	0	15	162	146	16
PCT9506	MV	766	313	0	0	22	291	261	30
PCT9507	ED	766	231	0	0	11	220	209	11
PCT9507	MV	766	406	0	1	28	377	347	30
PCT9508	ED	798	237	0	0	21	216	213	3
PCT9508	MV	798	429	0	1	18	410	401	9
PCT9509	ED	759	230	0	0	23	207	195	12
PCT9509	MV	759	386	0	0	30	356	338	18
PCT9511	ED	622	190	0	0	10	180	161	19
PCT9511	MV	622	296	0	0	20	276	252	24
PCT9512	ED	809	240	0	0	23	217	204	13
PCT9512	MV	809	399	0	0	28	371	348	23
PCT9513	ED	902	275	0	0	19	256	237	19
PCT9513	MV	902	390	0	0	25	365	340	25
PCT9514	ED	928	304	0	0	18	286	264	22
PCT9514	MV	928	456	0	0	32	424	390	34
PCT9515	ED	705	222	0	0	14	208	190	18
PCT9515	MV	705	368	0	0	34	334	283	51
PCT9516	ED	866	254	0	0	16	238	198	40
PCT9516	MV	866	427	0	0	34	393	333	60
PCT9517	ED	801	228	0	1	14	213	201	12
PCT9517	MV	801	397	0	0	32	365	334	31
PCT9518	ED	802	229	0	0	20	209	200	9
PCT9518	MV	802	431	0	0	31	400	364	36
PCT9519	ED	910	262	0	0	15	247	224	23
PCT9519	MV	910	486	0	0	29	457	428	29
PCT9521	ED	939	316	0	0	35	281	265	16
PCT9521	MV	939	442	0	0	37	405	380	25
PCT9701	ED	671	201	0	1	18	182	162	20
PCT9701	MV	671	340	0	0	30	310	253	57
PCT9702	ED	723	210	0	0	14	196	180	16
PCT9702	MV	723	364	0	0	27	337	297	40
PCT9703	ED	986	232	0	0	24	208	171	37
PCT9703	MV	986	530	0	0	39	491	397	94
PCT9704	ED	950	279	0	0	26	253	220	33
PCT9704	MV	950	505	0	0	50	455	385	70
PCT9705	ED	919	261	3	0	22	236	212	24
PCT9705	MV	919	483	0	0	29	454	414	40
PCT9706	MV	49	39	0	0	4	35	33	2
PCT9707	ED	821	173	0	0	16	157	114	43
PCT9707	MV	821	491	0	1	30	460	359	101
PCT9708	ED	948	250	0	0	21	229	200	29
PCT9708	MV	948	500	0	0	39	461	416	45
PCT9709	ED	1028	281	7	0	30	244	203	41
PCT9709	MV	1028	517	0	0	50	467	382	85
