area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	084:RICARDO LARA	085:STEVE POIZNER
PCT7707	ED	857	240	1	0	0	14	225	140	85
PCT7707	MV	857	495	0	0	0	44	451	310	141
PCT7708	ED	871	205	0	0	0	16	189	116	73
PCT7708	MV	871	540	0	0	0	36	504	311	193
PCT7709	ED	391	102	0	0	0	7	95	67	28
PCT7709	MV	391	222	0	0	0	18	204	151	53
PCT7711	ED	766	197	0	0	0	15	182	133	49
PCT7711	MV	766	422	0	0	0	37	385	265	120
PCT7712	ED	529	148	0	0	0	11	137	102	35
PCT7712	MV	529	296	0	0	0	20	276	206	70
PCT7801	ED	1001	263	1	0	0	10	252	168	84
PCT7801	MV	1001	596	0	0	0	41	555	379	176
PCT7802	ED	788	229	0	0	0	19	210	149	61
PCT7802	MV	788	458	0	0	0	45	413	294	119
PCT7803	ED	828	173	0	0	0	10	163	119	44
PCT7803	MV	828	552	0	0	0	39	513	357	156
PCT7804	ED	893	257	0	0	1	19	237	184	53
PCT7804	MV	893	533	0	0	1	42	490	351	139
PCT7805	ED	825	226	0	0	0	12	214	174	40
PCT7805	MV	825	484	0	0	1	24	459	326	133
PCT7806	ED	716	207	2	0	0	9	196	150	46
PCT7806	MV	716	406	0	0	0	32	374	261	113
PCT7807	ED	844	276	0	0	1	16	259	203	56
PCT7807	MV	844	417	0	0	0	26	391	302	89
PCT7808	ED	655	211	0	0	0	14	197	149	48
PCT7808	MV	655	333	0	0	0	21	312	248	64
PCT7809	ED	781	237	0	0	0	14	223	188	35
PCT7809	MV	781	405	0	0	0	21	384	304	80
PCT7811	ED	783	249	0	0	0	15	234	187	47
PCT7811	MV	783	404	0	0	0	20	384	294	90
PCT7812	ED	877	256	0	0	0	23	233	187	46
PCT7812	MV	877	454	0	0	0	32	422	320	102
PCT7813	ED	1064	308	1	0	0	21	286	225	61
PCT7813	MV	1064	585	0	0	1	37	547	435	112
PCT7814	ED	936	227	0	0	0	25	202	160	42
PCT7814	MV	936	340	0	0	1	24	315	265	50
PCT7815	ED	954	238	0	0	0	13	225	180	45
PCT7815	MV	954	573	0	0	0	30	543	391	152
PCT7816	ED	865	235	0	0	0	16	219	176	43
PCT7816	MV	865	531	1	0	0	31	499	385	114
PCT7817	ED	823	276	0	0	0	20	256	214	42
PCT7817	MV	823	439	0	0	0	22	417	332	85
PCT7818	ED	860	232	0	0	0	14	218	172	46
PCT7818	MV	860	452	2	0	0	32	418	333	85
PCT7819	ED	793	191	0	0	0	14	177	133	44
PCT7819	MV	793	420	0	0	1	26	393	302	91
PCT7821	ED	985	247	0	0	0	15	232	181	51
PCT7821	MV	985	629	0	0	2	36	591	446	145
PCT7822	ED	908	275	0	0	0	13	262	210	52
PCT7822	MV	908	479	0	0	1	44	434	341	93
PCT7823	ED	879	269	6	0	0	12	251	212	39
PCT7823	MV	879	501	0	0	0	31	470	362	108
PCT7824	ED	768	246	0	0	0	20	226	182	44
PCT7824	MV	768	383	0	0	0	36	347	239	108
PCT7825	ED	597	191	0	0	0	14	177	152	25
PCT7825	MV	597	302	0	0	0	17	285	232	53
PCT7826	ED	684	258	0	0	0	17	241	188	53
PCT7826	MV	684	319	0	0	0	20	299	230	69
PCT7827	ED	831	261	0	0	1	11	249	208	41
PCT7827	MV	831	361	0	0	0	25	336	253	83
PCT7828	ED	1018	260	0	0	0	15	245	170	75
PCT7828	MV	1018	549	0	0	0	37	512	375	137
PCT7829	ED	907	237	1	0	0	14	222	161	61
PCT7829	MV	907	557	0	0	0	27	530	378	152
PCT7831	ED	882	233	0	0	0	11	222	173	49
PCT7831	MV	882	544	0	0	0	24	520	398	122
PCT7832	ED	780	187	0	0	0	14	173	125	48
PCT7832	MV	780	487	0	0	0	27	460	342	118
PCT7833	ED	747	230	0	0	0	22	208	177	31
PCT7833	MV	747	412	0	0	0	25	387	295	92
PCT7834	ED	867	276	0	0	0	22	254	212	42
PCT7834	MV	867	438	0	0	1	27	410	317	93
PCT7835	ED	847	209	0	0	0	13	196	137	59
PCT7835	MV	847	505	1	0	0	31	473	342	131
PCT7836	ED	1023	259	0	0	0	19	240	194	46
PCT7836	MV	1023	623	0	0	0	37	586	431	155
PCT7837	ED	911	259	0	0	0	12	247	196	51
PCT7837	MV	911	509	2	0	0	41	466	325	141
PCT7838	ED	926	239	0	0	0	21	218	156	62
PCT7838	MV	926	545	0	0	0	43	502	357	145
PCT7839	ED	842	205	0	0	0	17	188	143	45
PCT7839	MV	842	515	0	0	0	41	474	341	133
PCT7841	ED	937	290	0	0	0	22	268	194	74
PCT7841	MV	937	526	0	0	0	42	484	361	123
PCT7842	ED	903	283	0	0	0	18	265	211	54
PCT7842	MV	903	434	0	0	0	42	392	283	109
PCT7843	ED	767	231	0	0	0	22	209	172	37
PCT7843	MV	767	380	0	0	0	28	352	272	80
PCT7844	ED	663	196	0	0	0	15	181	147	34
PCT7844	MV	663	329	0	0	0	21	308	243	65
PCT7845	ED	849	241	0	0	0	30	211	152	59
PCT7845	MV	849	469	0	0	0	38	431	330	101
PCT7846	ED	904	259	0	0	1	23	235	176	59
PCT7846	MV	904	509	0	0	1	42	466	335	131
PCT7847	ED	929	261	0	0	0	21	240	184	56
PCT7847	MV	929	529	0	0	0	56	473	369	104
PCT7848	ED	834	232	0	0	0	20	212	158	54
PCT7848	MV	834	491	0	0	0	38	453	303	150
PCT7849	ED	929	263	0	0	0	22	241	185	56
PCT7849	MV	929	522	0	0	0	43	479	327	152
PCT7851	ED	513	136	0	0	0	13	123	82	41
PCT7851	MV	513	298	0	0	0	27	271	183	88
PCT7852	ED	647	143	0	0	0	7	136	92	44
PCT7852	MV	647	394	0	0	1	26	367	259	108
PCT7853	ED	850	214	0	0	0	11	203	150	53
PCT7853	MV	850	479	0	0	1	33	445	329	116
PCT7854	ED	894	247	0	0	0	19	228	170	58
PCT7854	MV	894	500	0	0	0	42	458	315	143
PCT7855	ED	986	299	0	0	0	22	277	207	70
PCT7855	MV	986	521	0	0	0	42	479	344	135
PCT7856	ED	800	265	0	0	1	20	244	183	61
PCT7856	MV	800	425	0	0	0	31	394	301	93
PCT7857	ED	933	275	0	0	0	23	252	197	55
PCT7857	MV	933	517	0	0	0	51	466	329	137
PCT7858	ED	775	244	0	0	0	18	226	181	45
PCT7858	MV	775	394	0	0	0	32	362	283	79
PCT7859	ED	891	249	0	0	0	16	233	156	77
PCT7859	MV	891	513	0	0	0	30	483	337	146
PCT7861	ED	859	217	0	0	0	15	202	143	59
PCT7861	MV	859	510	0	0	0	29	481	328	153
PCT7862	ED	866	301	0	0	0	20	281	209	72
PCT7862	MV	866	472	0	0	0	33	439	307	132
PCT7863	ED	907	310	0	0	0	19	291	220	71
PCT7863	MV	907	440	0	0	0	36	404	309	95
PCT7864	ED	807	232	0	0	0	13	219	177	42
PCT7864	MV	807	426	0	0	0	21	405	291	114
PCT7865	ED	823	241	0	0	0	11	230	184	46
PCT7865	MV	823	463	0	0	1	39	423	302	121
PCT7866	ED	836	209	0	0	0	12	197	136	61
PCT7866	MV	836	491	0	0	0	31	460	280	180
PCT7867	ED	955	266	0	0	1	24	241	169	72
PCT7867	MV	955	510	0	0	0	43	467	319	148
PCT7868	ED	881	242	0	0	0	18	224	169	55
PCT7868	MV	881	449	1	0	2	30	416	292	124
PCT7869	ED	867	239	0	0	0	12	227	174	53
PCT7869	MV	867	489	0	0	1	36	452	309	143
PCT7871	ED	900	259	0	0	0	19	240	178	62
PCT7871	MV	900	502	2	0	0	27	473	312	161
PCT7872	ED	862	287	0	0	0	22	265	192	73
PCT7872	MV	862	472	0	0	0	39	433	306	127
PCT7873	ED	861	257	0	0	0	16	241	172	69
PCT7873	MV	861	501	0	0	0	36	465	341	124
PCT7874	ED	477	137	0	0	0	12	125	94	31
PCT7874	MV	477	255	1	0	0	16	238	179	59
PCT7875	ED	623	180	0	0	0	19	161	121	40
PCT7875	MV	623	285	0	0	0	36	249	206	43
PCT7876	ED	498	154	10	0	0	19	125	94	31
PCT7876	MV	498	269	0	0	0	27	242	178	64
PCT7901	ED	522	135	0	0	1	17	117	86	31
PCT7901	MV	522	198	0	0	0	17	181	145	36
PCT7902	ED	968	258	0	0	0	23	235	179	56
PCT7902	MV	968	401	0	0	0	22	379	310	69
PCT7903	ED	840	201	0	0	0	22	179	142	37
PCT7903	MV	840	350	0	0	0	24	326	275	51
PCT7904	ED	877	210	0	0	0	16	194	152	42
PCT7904	MV	877	403	0	0	0	25	378	282	96
PCT7905	ED	851	253	0	0	0	13	240	184	56
PCT7905	MV	851	409	1	0	0	22	386	300	86
PCT7906	ED	787	244	0	0	0	23	221	189	32
PCT7906	MV	787	335	0	0	0	24	311	242	69
PCT7907	ED	950	278	0	0	0	26	252	209	43
PCT7907	MV	950	425	0	0	0	33	392	322	70
PCT7908	ED	949	283	0	0	0	32	251	198	53
PCT7908	MV	949	408	0	0	0	39	369	285	84
PCT7909	ED	733	251	0	0	0	13	238	203	35
PCT7909	MV	733	303	0	0	0	23	280	236	44
PCT7911	ED	860	244	0	0	0	17	227	185	42
PCT7911	MV	860	395	0	0	1	30	364	293	71
PCT7912	ED	1065	290	0	0	0	27	263	224	39
PCT7912	MV	1065	463	0	0	1	44	418	335	83
PCT7913	ED	913	312	0	0	0	19	293	252	41
PCT7913	MV	913	378	0	0	0	33	345	270	75
PCT7914	ED	883	278	0	0	0	22	256	212	44
PCT7914	MV	883	425	0	0	0	27	398	326	72
PCT7915	ED	831	265	0	0	0	16	249	218	31
PCT7915	MV	831	351	0	0	0	26	325	265	60
PCT7916	ED	888	283	0	0	0	26	257	210	47
PCT7916	MV	888	421	0	0	1	19	401	318	83
PCT7917	ED	1015	312	0	0	0	25	287	249	38
PCT7917	MV	1015	428	0	0	1	20	407	324	83
PCT7918	ED	836	253	0	0	0	27	226	196	30
PCT7918	MV	836	379	0	0	0	21	358	285	73
PCT7919	ED	895	308	0	0	0	22	286	261	25
PCT7919	MV	895	376	0	0	0	27	349	287	62
PCT7921	ED	917	231	0	0	0	20	211	180	31
PCT7921	MV	917	366	0	0	1	26	339	260	79
PCT7922	ED	831	250	0	0	0	16	234	198	36
PCT7922	MV	831	383	0	0	0	29	354	301	53
PCT7923	ED	885	262	0	0	0	12	250	209	41
PCT7923	MV	885	403	0	0	2	22	379	310	69
PCT7924	ED	842	238	0	0	0	13	225	195	30
PCT7924	MV	842	382	0	0	0	25	357	288	69
PCT7925	ED	567	156	0	0	0	2	154	128	26
PCT7925	MV	567	293	0	0	0	25	268	220	48
PCT7926	ED	795	229	0	0	0	13	216	177	39
PCT7926	MV	795	390	0	0	0	21	369	293	76
PCT7927	ED	747	241	0	0	0	20	221	183	38
PCT7927	MV	747	392	0	0	0	21	371	284	87
PCT7928	ED	931	284	0	0	0	10	274	228	46
PCT7928	MV	931	489	0	0	0	24	465	364	101
PCT7929	ED	864	248	0	0	0	20	228	175	53
PCT7929	MV	864	509	1	0	0	28	480	346	134
PCT7931	ED	738	219	0	0	0	21	198	151	47
PCT7931	MV	738	408	0	0	0	19	389	294	95
PCT7932	ED	551	157	1	0	0	16	140	116	24
PCT7932	MV	551	285	0	0	0	17	268	196	72
PCT7933	MV	6	4	0	0	0	1	3	2	1
PCT7934	ED	890	250	0	0	0	17	233	193	40
PCT7934	MV	890	472	0	0	0	22	450	375	75
PCT7935	ED	970	305	0	0	0	26	279	232	47
PCT7935	MV	970	519	0	0	0	43	476	380	96
PCT7936	ED	856	287	0	0	0	19	268	219	49
PCT7936	MV	856	428	0	0	0	18	410	316	94
PCT7937	ED	886	267	0	0	0	26	241	206	35
PCT7937	MV	886	434	0	0	0	31	403	328	75
PCT7938	ED	788	213	0	0	0	18	195	158	37
PCT7938	MV	788	337	0	0	1	22	314	243	71
PCT7939	ED	688	253	0	0	0	15	238	200	38
PCT7939	MV	688	326	0	0	0	22	304	251	53
PCT7941	ED	751	218	0	0	0	13	205	167	38
PCT7941	MV	751	348	0	0	0	27	321	256	65
PCT7942	ED	914	257	1	0	0	17	239	187	52
PCT7942	MV	914	412	0	0	0	41	371	291	80
PCT7943	ED	872	257	4	0	0	16	237	177	60
PCT7943	MV	872	439	0	0	1	41	397	303	94
PCT7944	ED	801	243	0	0	0	15	228	200	28
PCT7944	MV	801	381	0	0	0	22	359	281	78
PCT7945	ED	915	186	0	0	0	13	173	139	34
PCT7945	MV	915	412	0	0	0	26	386	310	76
PCT7946	ED	945	183	0	0	0	18	165	130	35
PCT7946	MV	945	451	0	0	0	47	404	290	114
PCT7947	ED	946	182	0	0	0	26	156	122	34
PCT7947	MV	946	430	0	0	0	61	369	266	103
PCT7948	ED	928	209	0	0	0	16	193	150	43
PCT7948	MV	928	422	0	0	0	58	364	254	110
PCT7949	ED	569	100	0	0	0	11	89	64	25
PCT7949	MV	569	292	0	0	1	33	258	171	87
PCT7951	ED	854	166	0	0	0	17	149	113	36
PCT7951	MV	854	424	0	0	0	49	375	240	135
PCT7952	ED	866	167	0	0	0	19	148	99	49
PCT7952	MV	866	359	0	0	1	32	326	233	93
PCT7953	ED	824	186	2	0	0	18	166	124	42
PCT7953	MV	824	402	0	0	0	44	358	238	120
PCT7955	ED	902	199	0	0	2	23	174	122	52
PCT7955	MV	902	434	0	0	0	53	381	257	124
PCT7956	ED	823	136	0	0	0	15	121	87	34
PCT7956	MV	823	353	0	0	0	34	319	216	103
PCT7957	ED	646	147	0	0	1	13	133	109	24
PCT7957	MV	646	298	0	0	0	24	274	208	66
PCT7958	MV	290	141	0	0	0	12	129	91	38
PCT7959	ED	727	157	0	0	0	12	145	112	33
PCT7959	MV	727	326	0	0	0	22	304	239	65
PCT9001	MV	273	142	0	0	0	9	133	99	34
PCT9101	ED	888	260	0	0	0	17	243	173	70
PCT9101	MV	888	438	0	0	0	48	390	241	149
PCT9102	ED	985	257	0	0	0	20	237	144	93
PCT9102	MV	985	471	0	0	0	45	426	268	158
PCT9103	ED	954	272	0	0	0	25	247	154	93
PCT9103	MV	954	431	0	0	0	57	374	234	140
PCT9104	ED	988	239	0	0	0	28	211	155	56
PCT9104	MV	988	465	0	0	0	41	424	287	137
PCT9105	ED	919	247	0	0	0	24	223	145	78
PCT9105	MV	919	488	0	0	0	47	441	287	154
PCT9106	ED	937	268	1	0	0	24	243	174	69
PCT9106	MV	937	497	0	0	0	59	438	272	166
PCT9107	ED	849	218	0	0	0	15	203	149	54
PCT9107	MV	849	372	0	0	1	39	332	233	99
PCT9108	ED	790	246	0	0	0	16	230	170	60
PCT9108	MV	790	373	1	0	0	38	334	231	103
PCT9109	ED	884	263	0	0	0	25	238	154	84
PCT9109	MV	884	427	0	0	0	44	383	269	114
PCT9111	ED	779	229	0	0	0	17	212	157	55
PCT9111	MV	779	346	0	0	0	36	310	210	100
PCT9112	ED	976	284	0	0	0	27	257	176	81
PCT9112	MV	976	467	0	0	0	46	421	286	135
PCT9113	ED	999	310	0	0	0	30	280	191	89
PCT9113	MV	999	505	0	0	0	52	453	295	158
PCT9114	ED	877	263	0	0	0	24	239	173	66
PCT9114	MV	877	405	0	0	0	28	377	259	118
PCT9115	ED	911	258	0	0	0	14	244	181	63
PCT9115	MV	911	429	0	0	0	46	383	289	94
PCT9116	ED	944	281	1	0	0	17	263	194	69
PCT9116	MV	944	473	0	0	0	61	412	282	130
PCT9117	ED	783	222	0	0	0	13	209	144	65
PCT9117	MV	783	398	0	0	0	37	361	243	118
PCT9118	ED	974	286	0	0	0	36	250	165	85
PCT9118	MV	974	426	0	0	0	58	368	244	124
PCT9119	ED	891	237	0	0	0	25	212	141	71
PCT9119	MV	891	446	0	0	1	41	404	271	133
PCT9121	ED	930	256	0	0	0	29	227	164	63
PCT9121	MV	930	434	0	0	1	47	386	267	119
PCT9122	ED	953	208	0	0	0	25	183	135	48
PCT9122	MV	953	454	0	0	0	42	412	263	149
PCT9123	ED	858	231	0	0	0	18	213	147	66
PCT9123	MV	858	418	0	0	1	36	381	238	143
PCT9124	ED	874	201	0	0	1	16	184	121	63
PCT9124	MV	874	438	0	0	0	49	389	253	136
PCT9125	ED	861	210	0	0	0	26	184	129	55
PCT9125	MV	861	437	0	0	0	43	394	276	118
PCT9126	ED	1015	245	0	0	0	27	218	149	69
PCT9126	MV	1015	533	0	0	0	61	472	299	173
PCT9127	ED	960	269	0	0	0	36	233	163	70
PCT9127	MV	960	498	0	0	0	51	447	306	141
PCT9128	ED	828	248	0	0	0	20	228	160	68
PCT9128	MV	828	412	0	0	0	36	376	254	122
PCT9129	ED	741	243	0	0	0	24	219	156	63
PCT9129	MV	741	348	0	0	0	38	310	212	98
PCT9131	ED	759	192	0	0	0	16	176	126	50
PCT9131	MV	759	403	0	0	0	33	370	251	119
PCT9132	ED	837	248	0	0	0	25	223	175	48
PCT9132	MV	837	371	0	0	1	33	337	242	95
PCT9133	ED	1021	270	0	0	0	26	244	179	65
PCT9133	MV	1021	503	0	0	0	43	460	321	139
PCT9134	ED	893	210	0	0	0	31	179	140	39
PCT9134	MV	893	469	0	0	0	58	411	247	164
PCT9135	ED	808	214	0	0	0	18	196	126	70
PCT9135	MV	808	389	0	0	1	37	351	213	138
PCT9136	ED	929	253	0	0	0	31	222	155	67
PCT9136	MV	929	439	0	0	0	44	395	276	119
PCT9137	ED	1006	259	0	0	0	22	237	154	83
PCT9137	MV	1006	467	0	0	0	37	430	284	146
PCT9138	ED	943	226	1	0	0	28	197	137	60
PCT9138	MV	943	476	1	0	0	37	438	291	147
PCT9139	ED	975	243	0	0	0	22	221	139	82
PCT9139	MV	975	510	0	0	0	50	460	276	184
PCT9141	ED	953	251	0	0	0	23	228	141	87
PCT9141	MV	953	477	0	0	1	48	428	291	137
PCT9142	ED	966	275	0	0	0	30	245	190	55
PCT9142	MV	966	459	0	0	0	40	419	311	108
PCT9143	ED	920	251	0	0	0	27	224	156	68
PCT9143	MV	920	463	0	0	0	53	410	257	153
PCT9144	ED	962	291	0	0	0	24	267	189	78
PCT9144	MV	962	482	0	0	0	50	432	292	140
PCT9145	ED	861	249	1	0	0	19	229	154	75
PCT9145	MV	861	423	0	0	0	30	393	268	125
PCT9146	ED	885	245	0	0	0	22	223	154	69
PCT9146	MV	885	464	0	0	0	42	422	294	128
PCT9147	ED	971	280	0	0	0	36	244	178	66
PCT9147	MV	971	492	0	0	0	37	455	317	138
PCT9148	ED	1034	322	0	0	0	16	306	218	88
PCT9148	MV	1034	513	0	0	0	35	478	324	154
PCT9149	ED	948	263	0	0	0	21	242	188	54
PCT9149	MV	948	478	0	0	0	28	450	305	145
PCT9151	ED	872	226	0	0	0	17	209	142	67
PCT9151	MV	872	418	0	0	0	31	387	248	139
PCT9152	ED	721	269	0	0	0	13	256	195	61
PCT9152	MV	721	279	0	0	1	17	261	187	74
PCT9201	ED	1004	298	0	0	0	10	288	210	78
PCT9201	MV	1004	475	0	0	2	27	446	314	132
PCT9202	ED	971	294	0	0	0	23	271	174	97
PCT9202	MV	971	426	0	0	0	44	382	257	125
PCT9203	ED	1002	239	0	0	0	37	202	102	100
PCT9203	MV	1002	536	0	0	0	69	467	233	234
PCT9204	ED	873	273	0	0	0	43	230	91	139
PCT9204	MV	873	393	0	0	0	51	342	170	172
PCT9205	ED	728	208	0	0	0	27	181	118	63
PCT9205	MV	728	376	0	0	0	35	341	200	141
PCT9206	ED	931	246	0	0	1	32	213	102	111
PCT9206	MV	931	479	0	0	0	55	424	208	216
PCT9207	ED	981	261	0	0	0	40	221	125	96
PCT9207	MV	981	502	0	0	0	75	427	225	202
PCT9208	ED	1002	286	0	0	0	33	253	150	103
PCT9208	MV	1002	491	0	0	0	54	437	244	193
PCT9209	ED	711	244	0	0	0	24	220	121	99
PCT9209	MV	711	327	0	0	0	36	291	148	143
PCT9211	ED	889	234	0	0	0	28	206	139	67
PCT9211	MV	889	432	0	0	0	49	383	234	149
PCT9212	ED	803	233	0	0	0	26	207	132	75
PCT9212	MV	803	400	0	0	0	39	361	222	139
PCT9213	ED	951	264	0	0	0	28	236	149	87
PCT9213	MV	951	507	0	0	0	64	443	246	197
PCT9214	ED	640	166	0	0	0	23	143	78	65
PCT9214	MV	640	334	0	0	0	40	294	161	133
PCT9215	ED	652	192	0	0	0	23	169	89	80
PCT9215	MV	652	327	0	0	0	50	277	145	132
PCT9216	ED	845	245	0	0	0	28	217	121	96
PCT9216	MV	845	379	0	0	0	47	332	183	149
PCT9217	ED	698	193	0	0	0	22	171	97	74
PCT9217	MV	698	349	0	0	0	49	300	154	146
PCT9218	ED	841	247	0	0	0	31	216	127	89
PCT9218	MV	841	412	0	0	0	56	356	212	144
PCT9219	ED	802	240	0	0	0	21	219	141	78
PCT9219	MV	802	399	0	0	0	44	355	205	150
PCT9221	ED	651	145	0	0	0	21	124	58	66
PCT9221	MV	651	399	0	0	0	52	347	150	197
PCT9222	ED	883	248	0	0	0	36	212	109	103
PCT9222	MV	883	449	0	0	0	53	396	197	199
PCT9223	ED	638	160	0	0	0	19	141	79	62
PCT9223	MV	638	338	0	0	0	39	299	157	142
PCT9224	ED	960	262	0	0	0	35	227	112	115
PCT9224	MV	960	506	0	0	0	62	444	237	207
PCT9225	ED	958	296	0	0	0	31	265	149	116
PCT9225	MV	958	469	0	0	0	59	410	235	175
PCT9226	ED	926	270	0	0	0	39	231	132	99
PCT9226	MV	926	486	0	0	0	55	431	259	172
PCT9227	ED	738	188	0	0	0	24	164	97	67
PCT9227	MV	738	404	0	0	0	37	367	191	176
PCT9228	ED	747	189	0	0	0	19	170	94	76
PCT9228	MV	747	424	0	0	0	44	380	198	182
PCT9229	ED	598	162	0	0	0	20	142	87	55
PCT9229	MV	598	316	0	0	1	27	288	140	148
PCT9231	ED	953	313	0	0	0	24	289	197	92
PCT9231	MV	953	488	0	0	0	67	421	280	141
PCT9232	ED	735	212	0	0	0	25	187	102	85
PCT9232	MV	735	396	0	0	1	37	358	196	162
PCT9233	ED	793	208	0	0	1	28	179	99	80
PCT9233	MV	793	434	0	0	0	49	385	180	205
PCT9234	ED	746	187	0	0	0	21	166	102	64
PCT9234	MV	746	438	0	0	0	41	397	224	173
PCT9235	ED	884	239	0	0	0	15	224	120	104
PCT9235	MV	884	488	0	0	1	53	434	205	229
PCT9236	ED	683	200	0	0	0	19	181	92	89
PCT9236	MV	683	358	0	0	0	45	313	172	141
PCT9237	ED	936	225	0	0	0	29	196	115	81
PCT9237	MV	936	539	0	0	0	63	476	244	232
PCT9238	ED	842	230	0	0	0	35	195	109	86
PCT9238	MV	842	456	0	0	0	46	410	199	211
PCT9239	ED	881	198	0	0	0	22	176	102	74
PCT9239	MV	881	499	0	0	0	54	445	237	208
PCT9241	ED	1005	254	0	0	0	29	225	133	92
PCT9241	MV	1005	578	0	0	0	53	525	294	231
PCT9242	ED	972	276	0	0	0	29	247	154	93
PCT9242	MV	972	513	0	0	0	52	461	267	194
PCT9243	ED	594	191	0	0	0	19	172	99	73
PCT9243	MV	594	307	0	0	0	28	279	173	106
PCT9244	ED	903	254	0	0	0	29	225	147	78
PCT9244	MV	903	485	0	0	0	50	435	287	148
PCT9245	ED	742	208	0	0	0	20	188	117	71
PCT9245	MV	742	375	0	0	0	36	339	227	112
PCT9246	ED	929	254	0	0	0	26	228	150	78
PCT9246	MV	929	528	0	0	0	52	476	291	185
PCT9247	ED	927	263	0	0	0	24	239	155	84
PCT9247	MV	927	515	0	0	1	43	471	292	179
PCT9248	ED	907	257	0	0	0	23	234	150	84
PCT9248	MV	907	485	0	0	1	43	441	285	156
PCT9249	ED	917	271	0	0	0	21	250	158	92
PCT9249	MV	917	494	0	0	0	43	451	279	172
PCT9251	ED	995	286	0	0	0	28	258	165	93
PCT9251	MV	995	530	0	0	0	56	474	299	175
PCT9252	ED	944	218	0	0	0	23	195	130	65
PCT9252	MV	944	550	0	0	0	57	493	301	192
PCT9253	ED	772	187	0	0	0	22	165	103	62
PCT9253	MV	772	397	0	0	0	34	363	211	152
PCT9254	ED	935	230	0	0	0	13	217	155	62
PCT9254	MV	935	538	0	0	0	39	499	319	180
PCT9255	ED	553	182	0	0	0	21	161	112	49
PCT9255	MV	553	263	0	0	0	21	242	166	76
PCT9256	ED	474	128	0	0	0	12	116	83	33
PCT9256	MV	474	233	0	0	0	19	214	139	75
PCT9257	MV	321	235	0	0	0	13	222	174	48
PCT9258	ED	712	192	0	0	0	13	179	120	59
PCT9258	MV	712	373	0	0	0	36	337	211	126
PCT9401	ED	1012	293	0	0	0	28	265	205	60
PCT9401	MV	1012	483	0	0	0	42	441	330	111
PCT9402	ED	977	288	0	0	0	45	243	184	59
PCT9402	MV	977	458	0	0	1	56	401	285	116
PCT9403	ED	897	239	0	0	0	19	220	169	51
PCT9403	MV	897	419	0	0	0	42	377	256	121
PCT9404	ED	930	200	0	0	0	31	169	120	49
PCT9404	MV	930	462	0	0	0	53	409	271	138
PCT9405	ED	786	210	0	0	0	20	190	115	75
PCT9405	MV	786	364	0	0	0	41	323	209	114
PCT9406	ED	868	244	0	0	0	26	218	148	70
PCT9406	MV	868	421	0	0	1	36	384	263	121
PCT9407	ED	889	253	0	0	0	23	230	159	71
PCT9407	MV	889	409	0	0	0	41	368	250	118
PCT9408	ED	886	265	0	0	0	31	234	184	50
PCT9408	MV	886	415	0	0	0	34	381	287	94
PCT9409	ED	590	201	0	0	0	13	188	156	32
PCT9409	MV	590	252	0	0	0	30	222	153	69
PCT9411	ED	956	270	0	0	0	24	246	195	51
PCT9411	MV	956	430	0	0	0	34	396	291	105
PCT9412	ED	848	245	0	0	0	22	223	169	54
PCT9412	MV	848	380	0	0	0	49	331	237	94
PCT9413	ED	894	229	0	0	0	26	203	142	61
PCT9413	MV	894	461	0	0	0	71	390	262	128
PCT9414	ED	916	216	0	0	0	17	199	129	70
PCT9414	MV	916	463	0	0	0	49	414	266	148
PCT9415	ED	784	187	0	0	0	23	164	115	49
PCT9415	MV	784	391	0	0	0	46	345	216	129
PCT9416	ED	1008	280	1	0	0	34	245	175	70
PCT9416	MV	1008	480	1	0	0	51	428	294	134
PCT9417	ED	752	175	0	0	0	21	154	101	53
PCT9417	MV	752	402	0	0	0	52	350	214	136
PCT9418	ED	790	211	0	0	0	28	183	135	48
PCT9418	MV	790	376	0	0	0	74	302	165	137
PCT9419	ED	924	222	0	0	0	27	195	123	72
PCT9419	MV	924	468	0	0	0	68	400	228	172
PCT9421	ED	906	237	0	0	0	29	208	136	72
PCT9421	MV	906	446	0	0	0	75	371	230	141
PCT9422	ED	1056	283	0	0	0	38	245	157	88
PCT9422	MV	1056	513	0	0	0	64	449	292	157
PCT9423	ED	889	219	0	0	0	23	196	138	58
PCT9423	MV	889	440	0	0	0	45	395	275	120
PCT9424	ED	952	224	0	0	0	28	196	137	59
PCT9424	MV	952	496	0	0	0	59	437	280	157
PCT9425	ED	933	199	0	0	0	22	177	133	44
PCT9425	MV	933	465	0	0	1	66	398	247	151
PCT9426	ED	823	198	0	0	0	26	172	118	54
PCT9426	MV	823	408	0	0	1	69	338	188	150
PCT9427	ED	948	210	0	0	0	34	176	111	65
PCT9427	MV	948	447	0	0	0	58	389	214	175
PCT9428	ED	961	183	0	0	0	23	160	103	57
PCT9428	MV	961	518	0	0	0	55	463	291	172
PCT9429	ED	899	228	1	0	0	28	199	123	76
PCT9429	MV	899	432	0	0	0	52	380	250	130
PCT9431	ED	973	235	0	0	0	20	215	141	74
PCT9431	MV	973	464	0	0	0	52	412	258	154
PCT9432	ED	945	214	0	0	0	24	190	119	71
PCT9432	MV	945	468	0	0	0	72	396	251	145
PCT9433	ED	945	195	0	0	0	25	170	104	66
PCT9433	MV	945	487	0	0	0	86	401	273	128
PCT9434	ED	979	260	0	0	0	31	229	155	74
PCT9434	MV	979	481	1	0	0	63	417	263	154
