area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	084:RICARDO LARA	085:STEVE POIZNER
PCT9435	ED	969	251	0	0	0	27	224	151	73
PCT9435	MV	969	448	0	0	0	74	374	246	128
PCT9436	ED	1006	231	0	0	0	30	201	130	71
PCT9436	MV	1006	495	0	0	1	57	437	276	161
PCT9437	ED	897	219	0	0	0	22	197	137	60
PCT9437	MV	897	435	0	0	0	57	378	231	147
PCT9438	ED	948	202	0	0	0	36	166	118	48
PCT9438	MV	948	496	0	0	1	52	443	281	162
PCT9439	ED	879	173	0	0	0	17	156	101	55
PCT9439	MV	879	425	0	0	1	76	348	229	119
PCT9441	ED	980	261	0	0	0	23	238	180	58
PCT9441	MV	980	462	0	0	0	65	397	257	140
PCT9442	ED	1008	280	0	0	0	23	257	178	79
PCT9442	MV	1008	461	0	0	0	61	400	263	137
PCT9443	ED	937	219	1	0	0	27	191	126	65
PCT9443	MV	937	442	0	0	0	37	405	282	123
PCT9444	ED	937	190	1	0	0	16	173	102	71
PCT9444	MV	937	442	0	0	0	61	381	223	158
PCT9445	ED	981	230	0	0	0	20	210	147	63
PCT9445	MV	981	493	0	0	0	58	435	277	158
PCT9446	ED	1090	240	0	0	0	28	212	143	69
PCT9446	MV	1090	564	0	0	0	64	500	305	195
PCT9447	ED	906	236	0	0	0	25	211	140	71
PCT9447	MV	906	448	0	0	1	47	400	249	151
PCT9448	ED	909	232	0	0	0	25	207	147	60
PCT9448	MV	909	429	0	0	0	59	370	253	117
PCT9449	ED	830	177	2	0	0	22	153	110	43
PCT9449	MV	830	428	0	0	0	52	376	237	139
PCT9451	ED	420	97	0	0	0	14	83	52	31
PCT9451	MV	420	218	0	0	0	27	191	112	79
PCT9452	ED	840	259	0	0	0	26	233	129	104
PCT9452	MV	840	412	0	0	0	39	373	217	156
PCT9453	ED	500	135	0	0	0	18	117	62	55
PCT9453	MV	500	242	0	0	0	25	217	111	106
PCT9501	MV	148	110	0	0	0	14	96	64	32
PCT9502	MV	245	177	0	0	0	9	168	128	40
PCT9503	ED	729	198	0	0	0	17	181	124	57
PCT9503	MV	729	315	0	0	1	26	288	195	93
PCT9505	ED	784	176	0	0	1	17	158	125	33
PCT9505	MV	784	383	0	0	0	26	357	271	86
PCT9506	ED	766	177	0	0	0	15	162	125	37
PCT9506	MV	766	312	0	0	0	31	281	203	78
PCT9507	ED	766	231	0	0	0	12	219	178	41
PCT9507	MV	766	406	0	0	0	27	379	286	93
PCT9508	ED	798	237	0	0	0	23	214	168	46
PCT9508	MV	798	429	0	0	0	22	407	327	80
PCT9509	ED	759	229	0	0	0	17	212	164	48
PCT9509	MV	759	386	0	0	1	27	358	260	98
PCT9511	ED	622	190	0	0	1	9	180	143	37
PCT9511	MV	622	296	0	0	0	25	271	204	67
PCT9512	ED	809	240	0	0	0	19	221	182	39
PCT9512	MV	809	399	0	0	0	36	363	274	89
PCT9513	ED	902	275	0	0	0	18	257	204	53
PCT9513	MV	902	390	0	0	1	29	360	292	68
PCT9514	ED	928	304	0	0	0	26	278	215	63
PCT9514	MV	928	456	0	0	1	39	416	297	119
PCT9515	ED	705	222	0	0	0	12	210	170	40
PCT9515	MV	705	368	0	0	0	39	329	251	78
PCT9516	ED	866	254	0	0	0	18	236	154	82
PCT9516	MV	866	427	0	0	0	45	382	269	113
PCT9517	ED	801	226	0	0	0	27	199	151	48
PCT9517	MV	801	397	0	0	0	24	373	285	88
PCT9518	ED	802	229	0	0	0	16	213	176	37
PCT9518	MV	802	431	0	0	0	38	393	299	94
PCT9519	ED	910	261	0	0	0	14	247	191	56
PCT9519	MV	910	486	0	0	0	28	458	340	118
PCT9521	ED	939	315	0	0	0	33	282	205	77
PCT9521	MV	939	442	0	0	0	31	411	290	121
PCT9701	ED	671	200	0	0	0	11	189	127	62
PCT9701	MV	671	339	0	0	0	39	300	205	95
PCT9702	ED	723	209	0	0	0	13	196	142	54
PCT9702	MV	723	364	0	0	0	41	323	215	108
PCT9703	ED	986	232	0	0	0	27	205	121	84
PCT9703	MV	986	529	0	0	1	58	470	327	143
PCT9704	ED	950	279	0	0	0	23	256	181	75
PCT9704	MV	950	504	0	0	0	48	456	277	179
PCT9705	ED	919	260	3	0	0	25	232	157	75
PCT9705	MV	919	483	0	0	0	35	448	335	113
PCT9706	MV	49	39	0	0	0	4	35	28	7
PCT9707	ED	821	172	0	0	0	20	152	82	70
PCT9707	MV	821	491	0	0	0	45	446	245	201
PCT9708	ED	948	248	0	0	0	19	229	164	65
PCT9708	MV	948	500	0	0	0	44	456	325	131
PCT9709	ED	1028	281	7	0	0	32	242	154	88
PCT9709	MV	1028	517	0	0	0	61	456	263	193
PCT9711	ED	641	195	0	0	0	17	178	111	67
PCT9711	MV	641	336	0	0	0	33	303	183	120
PCT9712	ED	649	160	0	0	0	12	148	86	62
PCT9712	MV	649	398	1	0	0	34	363	206	157
PCT9713	ED	960	225	1	0	0	24	200	123	77
PCT9713	MV	960	489	0	0	0	67	422	257	165
PCT9714	ED	931	207	1	0	0	18	188	106	82
PCT9714	MV	931	538	0	0	0	61	477	259	218
PCT9715	ED	569	180	0	0	0	24	156	91	65
PCT9715	MV	569	309	0	0	0	34	275	133	142
PCT9716	ED	947	238	0	0	0	28	210	141	69
PCT9716	MV	947	481	0	0	0	49	432	288	144
PCT9717	ED	972	265	0	0	0	24	241	134	107
PCT9717	MV	972	532	0	0	0	41	491	301	190
PCT9718	ED	862	227	0	0	0	21	206	123	83
PCT9718	MV	862	496	0	0	0	54	442	247	195
PCT9719	ED	901	245	0	0	0	27	218	115	103
PCT9719	MV	901	524	2	0	0	49	473	260	213
PCT9721	ED	662	198	0	0	0	15	183	93	90
PCT9721	MV	662	357	0	0	0	37	320	178	142
PCT9722	ED	605	119	1	0	0	13	105	59	46
PCT9722	MV	605	355	0	0	0	35	320	179	141
PCT9723	ED	481	98	0	0	0	12	86	56	30
PCT9723	MV	481	275	0	0	0	36	239	123	116
PCT9724	ED	991	205	0	0	0	19	186	103	83
PCT9724	MV	991	565	0	0	0	78	487	232	255
PCT9725	ED	970	213	0	0	0	27	186	105	81
PCT9725	MV	970	499	0	0	0	64	435	228	207
PCT9726	ED	655	262	0	0	0	23	239	190	49
PCT9726	MV	655	241	0	0	0	21	220	151	69
PCT9727	ED	459	79	0	0	0	4	75	41	34
PCT9727	MV	459	271	0	0	0	31	240	123	117
PCT9728	ED	926	230	0	0	0	22	208	104	104
PCT9728	MV	926	503	0	0	0	51	452	220	232
PCT9729	ED	800	191	0	0	0	28	163	72	91
PCT9729	MV	800	442	0	0	1	37	404	202	202
PCT9731	ED	556	167	0	0	0	18	149	79	70
PCT9731	MV	556	282	0	0	0	30	252	137	115
PCT9732	MV	70	56	0	0	0	1	55	32	23
PCT9733	MV	235	191	0	0	0	12	179	118	61
PCT9734	ED	603	154	0	0	0	16	138	58	80
PCT9734	MV	603	341	0	0	0	30	311	161	150
PCT9735	ED	809	206	0	0	1	22	183	101	82
PCT9735	MV	809	449	0	0	0	38	411	220	191
PCT9736	ED	713	173	0	0	0	11	162	95	67
PCT9736	MV	713	410	0	0	0	31	379	241	138
PCT9737	ED	818	208	0	0	0	11	197	132	65
PCT9737	MV	818	476	0	0	0	42	434	290	144
PCT9738	ED	848	185	0	0	0	21	164	110	54
PCT9738	MV	848	404	0	0	0	30	374	224	150
PCT9739	ED	828	220	0	0	0	10	210	163	47
PCT9739	MV	828	335	0	0	0	23	312	236	76
PCT9741	ED	552	227	0	0	0	14	213	184	29
PCT9741	MV	552	105	0	0	0	4	101	86	15
PCT9742	ED	677	180	4	0	0	17	159	97	62
PCT9742	MV	677	289	0	0	0	32	257	136	121
PCT9743	ED	1163	310	0	0	0	22	288	218	70
PCT9743	MV	1163	501	0	0	0	38	463	338	125
PCT9744	ED	911	244	1	0	0	22	221	159	62
PCT9744	MV	911	390	0	0	0	25	365	269	96
PCT9745	ED	991	281	0	0	0	21	260	199	61
PCT9745	MV	991	346	0	0	0	17	329	239	90
PCT9746	ED	884	231	0	0	0	24	207	117	90
PCT9746	MV	884	451	0	0	0	43	408	232	176
PCT9747	ED	973	246	0	0	0	11	235	175	60
PCT9747	MV	973	470	0	0	0	45	425	296	129
PCT9748	ED	931	229	0	0	0	21	208	141	67
PCT9748	MV	931	475	1	0	0	43	431	262	169
PCT9749	ED	913	224	2	0	0	30	192	142	50
PCT9749	MV	913	384	0	0	0	38	346	252	94
PCT9751	ED	1016	253	0	0	0	19	234	156	78
PCT9751	MV	1016	522	0	0	0	44	478	311	167
PCT9752	ED	710	175	3	0	0	12	160	100	60
PCT9752	MV	710	392	0	0	0	36	356	225	131
PCT9753	ED	756	186	0	0	0	14	172	129	43
PCT9753	MV	756	387	0	0	1	33	353	256	97
PCT9754	ED	707	47	0	0	0	4	43	28	15
PCT9754	MV	707	377	0	0	0	24	353	245	108
PCT9755	ED	582	171	0	0	0	13	158	114	44
PCT9755	MV	582	284	2	0	0	16	266	188	78
PCT9756	ED	941	185	0	0	1	13	171	124	47
PCT9756	MV	941	477	0	0	0	53	424	285	139
PCT9801	ED	408	104	0	0	0	10	94	72	22
PCT9801	MV	408	181	0	0	0	14	167	125	42
CONG12	TO	443570	332140	87	0	145	31055	300853	210703	90150
CONG14	TO	56946	40321	19	0	12	3826	36464	24334	12130
ASSM17	TO	291063	214584	62	0	112	18802	195608	142237	53371
ASSM19	TO	209453	157877	44	0	45	16079	141709	92800	48909
BART7	TO	38460	24701	3	0	12	2445	22241	15622	6619
BART8	TO	223735	166231	47	0	51	17728	148405	95600	52805
BART9	TO	238321	181529	56	0	94	14708	166671	123815	42856
SUPV1	TO	42767	32717	7	0	9	3104	29597	20143	9454
SUPV2	TO	50394	40340	1	0	13	4270	36056	21114	14942
SUPV3	TO	39799	28528	2	0	13	3195	25318	16788	8530
SUPV4	TO	42953	31684	8	0	8	3804	27864	18390	9474
SUPV5	TO	53744	41997	5	0	25	3331	38636	28817	9819
SUPV6	TO	43321	29109	2	0	17	2905	26185	18271	7914
SUPV7	TO	47076	36551	30	0	6	3350	33165	20957	12208
SUPV8	TO	58122	48580	31	0	22	3440	45087	33566	11521
SUPV9	TO	42988	31742	10	0	15	2451	29266	23100	6166
SUPV10	TO	41862	26436	9	0	14	2614	23799	17498	6301
SUPV11	TO	37490	24777	1	0	15	2417	22344	16393	5951
NEIG1	TO	19914	11260	1	0	8	1174	10077	7630	2447
NEIG2	TO	17446	12417	1	0	6	1526	10884	7083	3801
NEIG3	TO	28644	19019	1	0	11	2009	16998	12149	4849
NEIG4	TO	7002	5798	3	0	5	398	5392	3751	1641
NEIG5	TO	27634	18410	1	0	12	1783	16614	12143	4471
NEIG6	TO	14982	12227	2	0	5	895	11325	8504	2821
NEIG7	TO	12118	7922	2	0	4	792	7124	5250	1874
NEIG8	TO	9734	7850	0	0	1	672	7177	5221	1956
NEIG9	TO	8390	5906	1	0	0	527	5378	3613	1765
NEIG10	TO	10097	8001	0	0	2	684	7315	4934	2381
NEIG11	TO	40622	32340	5	0	11	3466	28858	16972	11886
NEIG12	TO	31129	23270	3	0	12	1695	21560	17279	4281
NEIG13	TO	16964	14401	3	0	4	1100	13294	9728	3566
NEIG14	TO	8795	7262	2	0	0	459	6801	5404	1397
NEIG15	TO	7019	5227	0	0	2	562	4663	2941	1722
NEIG26	TO	9293	6101	2	0	5	661	5433	3874	1559
NEIG16	TO	16814	13062	3	0	5	1081	11973	8514	3459
NEIG17	TO	37322	28480	5	0	8	2724	25743	17534	8209
NEIG18	TO	8050	6586	1	0	4	685	5896	3390	2506
NEIG19	TO	9419	7384	6	0	3	552	6823	5257	1566
NEIG20	TO	24674	17016	2	0	10	1652	15352	10374	4978
NEIG21	TO	42363	31231	8	0	8	3761	27454	18081	9373
NEIG22	TO	18966	16173	12	0	8	1039	15114	11409	3705
NEIG23	TO	8139	4486	3	0	2	582	3899	2766	1133
NEIG24	TO	34909	27819	27	0	5	2554	25233	15544	9689
NEIG25	TO	30077	22813	12	0	16	1848	20937	15692	5245
