area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	130:CARMEN CHU	131:PAUL BELLAR
PCT9251	MV	995	530	13	3	89	0	425	0	338	87
PCT9252	ED	944	218	0	0	41	0	177	0	128	49
PCT9252	MV	944	550	9	0	73	0	468	1	359	108
PCT9253	ED	772	187	1	0	36	0	150	0	108	42
PCT9253	MV	772	397	0	0	62	0	335	2	251	82
PCT9254	ED	935	230	0	0	42	0	188	0	140	48
PCT9254	MV	935	538	2	1	92	0	443	2	358	83
PCT9255	ED	553	182	1	0	36	0	145	0	98	47
PCT9255	MV	553	263	6	0	48	0	209	1	156	52
PCT9256	ED	474	128	0	0	19	0	109	0	80	29
PCT9256	MV	474	233	0	0	41	0	192	0	143	49
PCT9257	MV	321	235	4	0	32	0	199	0	130	69
PCT9258	ED	712	192	0	0	32	0	160	0	117	43
PCT9258	MV	712	373	3	0	56	0	314	0	230	84
PCT9401	ED	1012	293	-1	0	49	0	245	1	159	85
PCT9401	MV	1012	483	2	0	60	0	421	4	255	162
PCT9402	ED	977	288	0	0	54	0	234	0	162	72
PCT9402	MV	977	458	3	0	63	0	392	0	283	109
PCT9403	ED	897	239	2	0	35	0	202	0	131	71
PCT9403	MV	897	419	4	1	40	0	374	1	264	109
PCT9404	ED	930	200	0	0	35	0	165	0	103	62
PCT9404	MV	930	462	4	0	48	0	410	1	297	112
PCT9405	ED	786	210	8	1	19	0	182	3	131	48
PCT9405	MV	786	364	6	0	42	0	316	1	245	70
PCT9406	ED	868	244	-1	1	32	0	212	1	137	74
PCT9406	MV	868	421	10	0	43	0	368	1	264	103
PCT9407	ED	889	253	0	0	41	0	212	0	144	68
PCT9407	MV	889	409	1	0	48	0	360	2	260	98
PCT9408	ED	886	265	1	0	35	0	229	0	125	104
PCT9408	MV	886	415	7	0	53	0	355	3	229	123
PCT9409	ED	590	201	-1	0	33	0	169	0	110	59
PCT9409	MV	590	252	4	0	38	0	210	0	149	61
PCT9411	ED	956	270	2	0	49	0	219	0	122	97
PCT9411	MV	956	430	12	0	41	0	377	2	254	121
PCT9412	ED	848	245	0	0	31	0	214	1	140	73
PCT9412	MV	848	380	1	0	60	0	319	1	245	73
PCT9413	ED	894	229	-8	0	41	0	196	0	130	66
PCT9413	MV	894	461	5	1	53	0	402	1	294	107
PCT9414	ED	916	216	0	0	35	0	181	0	130	51
PCT9414	MV	916	463	4	0	50	0	409	1	310	98
PCT9415	ED	784	187	2	0	37	0	148	1	100	47
PCT9415	MV	784	391	7	0	29	0	355	1	270	84
PCT9416	ED	1008	280	12	0	42	0	226	2	163	61
PCT9416	MV	1008	480	1	1	51	0	427	0	339	88
PCT9417	ED	752	175	-1	1	22	0	153	0	109	44
PCT9417	MV	752	402	4	0	34	0	364	2	280	82
PCT9418	ED	790	211	0	0	24	0	187	0	129	58
PCT9418	MV	790	376	10	0	45	0	321	2	255	64
PCT9419	ED	924	222	2	0	32	0	188	0	132	56
PCT9419	MV	924	468	7	0	57	0	404	1	314	89
PCT9421	ED	906	237	1	0	43	0	193	1	137	55
PCT9421	MV	906	446	-6	0	56	0	396	3	328	65
PCT9422	ED	1056	283	2	0	42	0	239	1	164	74
PCT9422	MV	1056	513	8	1	51	0	453	0	333	120
PCT9423	ED	889	219	1	1	31	0	186	0	131	55
PCT9423	MV	889	440	2	1	47	0	390	0	305	85
PCT9424	ED	952	224	1	0	24	0	199	3	131	65
PCT9424	MV	952	496	6	0	36	0	454	0	364	90
PCT9425	ED	933	199	0	0	34	0	165	0	115	50
PCT9425	MV	933	465	-1	0	41	0	425	1	327	97
PCT9426	ED	823	198	0	0	37	0	161	0	113	48
PCT9426	MV	823	408	11	0	38	0	359	2	281	76
PCT9427	ED	948	210	5	0	27	0	178	0	134	44
PCT9427	MV	948	447	9	0	38	0	400	2	312	86
PCT9428	ED	961	183	2	0	40	0	141	2	80	59
PCT9428	MV	961	518	4	1	52	0	461	2	366	93
PCT9429	ED	899	228	3	0	32	0	193	1	141	51
PCT9429	MV	899	432	6	0	42	0	384	3	287	94
PCT9431	ED	973	235	22	0	18	0	195	0	142	53
PCT9431	MV	973	464	0	0	49	0	415	1	344	70
PCT9432	ED	945	214	2	0	31	0	181	2	139	40
PCT9432	MV	945	468	9	1	52	0	406	3	332	71
PCT9433	ED	945	195	-1	0	34	0	162	2	115	45
PCT9433	MV	945	487	8	2	63	0	414	3	329	82
PCT9434	ED	979	260	1	1	40	0	218	0	151	67
PCT9434	MV	979	481	5	0	47	0	429	1	341	87
PCT9435	ED	969	251	0	0	39	0	212	0	141	71
PCT9435	MV	969	448	6	0	47	0	395	3	322	70
PCT9436	ED	1006	231	0	0	35	0	196	1	149	46
PCT9436	MV	1006	495	4	1	38	0	452	7	350	95
PCT9437	ED	897	219	-2	0	21	0	200	2	155	43
PCT9437	MV	897	435	4	0	33	0	398	2	320	76
PCT9438	ED	948	202	1	0	21	0	180	1	127	52
PCT9438	MV	948	496	1	1	39	0	455	0	380	75
PCT9439	ED	879	173	0	0	32	0	141	0	105	36
PCT9439	MV	879	425	2	0	31	0	392	1	313	78
PCT9441	ED	980	261	0	0	37	0	224	1	155	68
PCT9441	MV	980	462	2	2	54	0	404	2	293	109
PCT9442	ED	1008	280	5	1	36	0	238	2	168	68
PCT9442	MV	1008	461	3	0	56	0	402	3	304	95
PCT9443	ED	937	219	-2	0	35	0	186	1	121	64
PCT9443	MV	937	442	0	0	30	0	412	4	313	95
PCT9444	ED	937	190	3	0	39	0	148	1	109	38
PCT9444	MV	937	442	6	1	38	0	397	8	323	66
PCT9445	ED	981	230	0	0	29	0	201	4	127	70
PCT9445	MV	981	493	0	2	50	0	441	2	331	108
PCT9446	ED	1090	240	1	0	38	0	201	0	143	58
PCT9446	MV	1090	564	9	1	35	0	519	1	407	111
PCT9447	ED	906	236	0	0	25	0	211	0	149	62
PCT9447	MV	906	448	3	1	22	0	422	3	341	78
PCT9448	ED	909	232	1	0	30	0	201	1	129	71
PCT9448	MV	909	429	6	0	43	0	380	1	279	100
PCT9449	ED	830	177	6	1	28	0	142	0	93	49
PCT9449	MV	830	428	8	3	31	0	386	0	322	64
PCT9451	ED	420	97	0	0	11	0	86	0	68	18
PCT9451	MV	420	218	2	0	23	0	193	3	144	46
PCT9452	ED	840	259	1	1	42	0	215	0	156	59
PCT9452	MV	840	412	6	0	41	0	365	0	286	79
PCT9453	ED	500	135	-1	0	24	0	112	0	83	29
PCT9453	MV	500	242	3	0	31	0	208	4	164	40
PCT9501	MV	148	110	1	0	20	0	89	0	67	22
PCT9502	MV	245	177	2	0	14	0	161	0	124	37
PCT9503	ED	729	198	0	0	35	0	163	2	121	40
PCT9503	MV	729	315	10	2	40	0	263	1	198	64
PCT9505	ED	784	176	1	0	26	0	149	1	115	33
PCT9505	MV	784	383	13	0	46	0	324	0	253	71
PCT9506	ED	766	177	1	0	26	0	150	1	113	36
PCT9506	MV	766	312	0	1	41	0	270	3	201	66
PCT9507	ED	766	231	30	0	15	0	186	0	133	53
PCT9507	MV	766	406	7	0	64	0	335	0	240	95
PCT9508	ED	798	237	2	0	40	0	195	1	123	71
PCT9508	MV	798	429	7	0	57	0	365	2	268	95
PCT9509	ED	759	229	-1	0	51	0	179	2	116	61
PCT9509	MV	759	386	6	0	43	0	337	0	244	93
PCT9511	ED	622	190	0	0	35	0	155	2	97	56
PCT9511	MV	622	296	5	0	45	0	246	1	155	90
PCT9512	ED	809	240	2	0	35	0	203	1	124	78
PCT9512	MV	809	399	4	0	60	0	335	1	242	92
PCT9513	ED	902	275	-1	0	40	0	236	3	155	78
PCT9513	MV	902	390	13	0	45	0	332	1	224	107
PCT9514	ED	928	304	3	0	59	0	242	0	174	68
PCT9514	MV	928	456	14	0	60	0	382	1	296	85
PCT9515	ED	705	222	1	0	39	0	182	0	126	56
PCT9515	MV	705	368	3	0	46	0	319	3	236	80
PCT9516	ED	866	254	-1	0	43	0	212	1	142	69
PCT9516	MV	866	427	8	2	49	0	368	1	264	103
PCT9517	ED	801	226	1	1	39	0	185	2	119	64
PCT9517	MV	801	397	14	1	45	0	337	0	253	84
PCT9518	ED	802	229	0	0	33	0	196	1	124	71
PCT9518	MV	802	431	7	1	62	0	361	0	263	98
PCT9519	ED	910	261	0	0	45	0	216	0	148	68
PCT9519	MV	910	486	2	0	61	0	423	0	311	112
PCT9521	ED	939	315	0	0	52	0	263	2	186	75
PCT9521	MV	939	442	6	0	65	0	371	0	292	79
PCT9701	ED	671	200	-1	0	30	0	171	1	130	40
PCT9701	MV	671	339	8	0	50	0	281	0	224	57
PCT9702	ED	723	209	0	0	43	0	166	0	118	48
PCT9702	MV	723	364	6	0	43	0	315	0	235	80
PCT9703	ED	986	232	0	0	27	0	205	0	161	44
PCT9703	MV	986	529	4	1	46	0	478	1	388	89
PCT9704	ED	950	279	0	0	41	0	238	2	179	57
PCT9704	MV	950	504	6	0	70	0	428	1	348	79
PCT9705	ED	919	260	5	0	45	0	210	1	159	50
PCT9705	MV	919	483	4	0	60	0	419	0	340	79
PCT9706	MV	49	39	-1	0	7	0	33	0	27	6
PCT9707	ED	821	172	1	0	35	0	136	0	112	24
PCT9707	MV	821	491	14	0	39	0	438	5	360	73
PCT9708	ED	948	248	1	0	39	0	208	0	151	57
PCT9708	MV	948	500	7	0	55	0	438	3	350	85
PCT9709	ED	1028	281	7	0	41	0	233	0	179	54
PCT9709	MV	1028	517	5	0	61	0	451	1	383	67
PCT9711	ED	641	195	1	0	30	0	164	2	129	33
PCT9711	MV	641	336	3	0	34	0	299	0	255	44
PCT9712	ED	649	160	15	0	9	0	136	3	114	19
PCT9712	MV	649	398	10	1	54	0	333	0	276	57
PCT9713	ED	960	225	2	0	38	0	185	2	144	39
PCT9713	MV	960	489	7	1	44	0	437	1	350	86
PCT9714	ED	931	207	2	0	30	0	175	0	132	43
PCT9714	MV	931	538	19	1	51	0	467	2	409	56
PCT9715	ED	569	180	0	0	19	0	161	0	124	37
PCT9715	MV	569	309	3	1	43	0	262	1	215	46
PCT9716	ED	947	238	0	1	23	0	214	0	158	56
PCT9716	MV	947	481	9	0	41	0	431	0	358	73
PCT9717	ED	972	265	0	1	27	0	237	0	167	70
PCT9717	MV	972	532	9	0	49	0	474	2	379	93
PCT9718	ED	862	227	0	0	28	0	199	1	151	47
PCT9718	MV	862	496	13	0	45	0	438	0	365	73
PCT9719	ED	901	245	0	1	39	0	205	0	159	46
PCT9719	MV	901	524	12	0	57	0	455	1	374	80
PCT9721	ED	662	198	0	0	28	0	170	1	145	24
PCT9721	MV	662	357	8	0	23	0	326	2	266	58
PCT9722	ED	605	119	1	0	20	0	98	1	80	17
PCT9722	MV	605	355	1	0	36	0	318	0	262	56
PCT9723	ED	481	98	0	0	17	0	81	1	65	15
PCT9723	MV	481	275	5	0	23	0	247	1	208	38
PCT9724	ED	991	205	1	0	27	0	177	0	145	32
PCT9724	MV	991	565	8	1	43	0	513	1	444	68
PCT9725	ED	970	213	0	1	31	0	181	1	132	48
PCT9725	MV	970	499	8	0	47	0	444	1	364	79
PCT9726	ED	655	262	5	0	31	0	226	0	172	54
PCT9726	MV	655	241	-2	0	22	0	221	1	180	40
PCT9727	ED	459	79	1	0	5	0	73	0	58	15
PCT9727	MV	459	271	10	0	26	0	235	2	184	49
PCT9728	ED	926	230	-1	0	38	0	193	1	152	40
PCT9728	MV	926	503	11	2	46	0	444	1	381	62
PCT9729	ED	800	191	2	0	34	0	155	1	115	39
PCT9729	MV	800	442	13	0	52	0	377	2	336	39
PCT9731	ED	556	167	0	0	31	0	136	0	109	27
PCT9731	MV	556	282	6	0	37	0	239	5	192	42
PCT9732	MV	70	56	2	0	3	0	51	0	42	9
PCT9733	MV	235	191	5	0	9	0	177	0	142	35
PCT9734	ED	603	154	1	1	21	0	131	0	110	21
PCT9734	MV	603	341	0	0	35	0	306	1	267	38
PCT9735	ED	809	206	-1	1	47	0	159	2	122	35
PCT9735	MV	809	449	7	0	42	0	400	3	347	50
PCT9736	ED	713	173	0	0	32	0	141	2	109	30
PCT9736	MV	713	410	10	0	40	0	360	1	298	61
PCT9737	ED	818	208	4	0	35	0	169	2	138	29
PCT9737	MV	818	476	10	3	55	0	408	2	339	67
PCT9738	ED	848	185	0	0	31	0	154	2	106	46
PCT9738	MV	848	404	3	0	42	0	359	4	282	73
PCT9739	ED	828	220	2	0	25	0	193	2	128	63
PCT9739	MV	828	335	4	0	40	0	291	1	199	91
PCT9741	ED	552	227	1	0	37	0	189	1	133	55
PCT9741	MV	552	105	2	0	10	0	93	0	78	15
PCT9742	ED	677	180	4	0	22	0	154	0	125	29
PCT9742	MV	677	289	2	1	33	0	253	1	208	44
PCT9743	ED	1163	310	1	1	45	0	263	3	190	70
PCT9743	MV	1163	501	7	0	55	0	439	1	352	86
PCT9744	ED	911	244	7	0	31	0	206	0	137	69
PCT9744	MV	911	390	5	0	52	0	333	1	259	73
PCT9745	ED	991	281	0	1	49	0	231	3	158	70
PCT9745	MV	991	346	5	1	26	0	314	1	236	77
PCT9746	ED	884	231	0	0	40	0	191	0	150	41
PCT9746	MV	884	451	7	2	49	0	393	1	318	74
PCT9747	ED	973	246	7	1	20	0	218	0	156	62
PCT9747	MV	973	470	8	1	53	0	408	2	326	80
PCT9748	ED	931	229	1	0	21	0	207	1	166	40
PCT9748	MV	931	475	11	0	37	0	427	2	343	82
PCT9749	ED	913	224	3	0	31	0	190	2	130	58
PCT9749	MV	913	384	1	1	44	0	338	5	252	81
PCT9751	ED	1016	253	0	0	21	0	232	11	176	45
PCT9751	MV	1016	522	9	0	47	0	466	2	370	94
PCT9752	ED	710	175	4	0	15	0	156	2	114	40
PCT9752	MV	710	392	5	1	38	0	348	4	273	71
PCT9753	ED	756	186	1	0	15	0	170	0	130	40
PCT9753	MV	756	387	6	0	36	0	345	1	264	80
PCT9754	ED	707	47	-7	0	7	0	47	1	34	12
PCT9754	MV	707	377	3	1	30	0	343	0	283	60
PCT9755	ED	582	171	0	0	23	0	148	0	113	35
PCT9755	MV	582	284	5	4	22	0	253	0	201	52
PCT9756	ED	941	185	1	0	19	0	165	1	122	42
PCT9756	MV	941	477	12	0	54	0	411	2	331	78
PCT9801	ED	408	104	4	0	5	0	95	0	59	36
PCT9801	MV	408	181	4	0	14	0	163	0	124	39
CONG12	TO	443570	332140	3776	349	47760	0	280255	1065	207335	71855
CONG14	TO	56946	40321	489	62	4190	0	35580	189	27661	7730
ASSM17	TO	291063	214584	2363	249	30102	0	181870	710	133587	47573
ASSM19	TO	209453	157877	1902	162	21848	0	133965	544	101409	32012
BART7	TO	38460	24701	245	30	3595	0	20831	105	15786	4940
BART8	TO	223735	166231	2005	169	23415	0	140642	566	107739	32337
BART9	TO	238321	181529	2015	212	24940	0	154362	583	111471	42308
SUPV1	TO	42767	32717	431	19	4365	0	27902	99	20941	6862
SUPV2	TO	50394	40340	494	48	8186	0	31612	95	23989	7528
SUPV3	TO	39799	28528	437	31	4609	0	23451	80	18290	5081
SUPV4	TO	42953	31684	287	29	3710	0	27658	124	20476	7058
SUPV5	TO	53744	41997	568	33	6223	0	35173	124	25457	9592
SUPV6	TO	43321	29109	286	44	4552	0	24227	112	17536	6579
SUPV7	TO	47076	36551	484	37	4216	0	31814	145	25326	6343
SUPV8	TO	58122	48580	583	38	6630	0	41329	132	30680	10517
SUPV9	TO	42988	31742	286	50	3895	0	27511	109	18768	8634
SUPV10	TO	41862	26436	202	33	3213	0	22988	123	16846	6019
SUPV11	TO	37490	24777	207	49	2351	0	22170	111	16687	5372
NEIG1	TO	19914	11260	70	17	1195	0	9978	58	7511	2409
NEIG2	TO	17446	12417	178	14	2096	0	10129	28	8070	2031
NEIG3	TO	28644	19019	240	25	2798	0	15956	72	11485	4399
NEIG4	TO	7002	5798	55	5	641	0	5097	19	4084	994
NEIG5	TO	27634	18410	142	37	1752	0	16479	93	12312	4074
NEIG6	TO	14982	12227	167	9	1821	0	10230	35	7293	2902
NEIG7	TO	12118	7922	90	13	766	0	7053	28	5393	1632
NEIG8	TO	9734	7850	95	6	1182	0	6567	15	4841	1711
NEIG9	TO	8390	5906	62	5	684	0	5155	25	3968	1162
NEIG10	TO	10097	8001	120	4	1237	0	6640	16	4935	1689
NEIG11	TO	40622	32340	428	37	6713	0	25162	84	19017	6061
NEIG12	TO	31129	23270	228	26	3202	0	19814	68	12726	7020
NEIG13	TO	16964	14401	158	13	2099	0	12131	26	9084	3021
NEIG14	TO	8795	7262	58	10	907	0	6287	22	4386	1879
NEIG15	TO	7019	5227	82	6	852	0	4287	17	3378	892
NEIG26	TO	9293	6101	61	8	618	0	5414	33	4189	1192
NEIG16	TO	16814	13062	121	15	2083	0	10843	40	7780	3023
NEIG17	TO	37322	28480	382	18	3777	0	24303	85	18228	5990
NEIG18	TO	8050	6586	67	9	1141	0	5369	15	4247	1107
NEIG19	TO	9419	7384	84	17	891	0	6392	29	4647	1716
NEIG20	TO	24674	17016	184	24	2721	0	14087	65	10374	3648
NEIG21	TO	42363	31231	284	29	3639	0	27279	124	20217	6938
NEIG22	TO	18966	16173	193	12	2217	0	13751	46	10348	3357
NEIG23	TO	8139	4486	33	5	412	0	4036	32	3125	879
NEIG24	TO	34909	27819	390	30	3159	0	24240	105	19537	4598
NEIG25	TO	30077	22813	293	17	3347	0	19156	74	13821	5261
