area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	076:ALEX PADILLA	077:MARK P. MEUSER
PCT7818	MV	860	452	2	0	15	435	423	12
PCT7819	ED	793	191	0	0	7	184	169	15
PCT7819	MV	793	420	0	0	14	406	382	24
PCT7821	ED	985	247	0	0	10	237	227	10
PCT7821	MV	985	629	0	0	17	612	574	38
PCT7822	ED	908	275	0	0	9	266	248	18
PCT7822	MV	908	479	0	0	17	462	436	26
PCT7823	ED	879	269	6	0	8	255	248	7
PCT7823	MV	879	501	0	0	22	479	453	26
PCT7824	ED	768	246	0	1	7	238	227	11
PCT7824	MV	768	383	0	0	21	362	342	20
PCT7825	ED	597	191	0	0	5	186	174	12
PCT7825	MV	597	302	0	0	6	296	285	11
PCT7826	ED	684	258	0	0	10	248	241	7
PCT7826	MV	684	319	0	0	8	311	292	19
PCT7827	ED	831	261	0	0	8	253	243	10
PCT7827	MV	831	361	0	0	11	350	323	27
PCT7828	ED	1018	260	0	0	6	254	235	19
PCT7828	MV	1018	549	0	0	21	528	493	35
PCT7829	ED	907	237	1	0	7	229	208	21
PCT7829	MV	907	557	0	0	13	544	503	41
PCT7831	ED	882	233	0	0	8	225	217	8
PCT7831	MV	882	544	0	0	10	534	508	26
PCT7832	ED	780	187	0	0	2	185	176	9
PCT7832	MV	780	487	0	0	13	474	447	27
PCT7833	ED	747	230	0	0	11	219	208	11
PCT7833	MV	747	412	0	0	8	404	385	19
PCT7834	ED	867	276	0	0	9	267	254	13
PCT7834	MV	867	438	0	0	12	426	413	13
PCT7835	ED	847	209	0	0	6	203	188	15
PCT7835	MV	847	505	1	0	15	489	450	39
PCT7836	ED	1023	259	0	0	9	250	228	22
PCT7836	MV	1023	623	0	0	18	605	557	48
PCT7837	ED	911	259	0	0	3	256	241	15
PCT7837	MV	911	509	2	0	16	491	464	27
PCT7838	ED	926	239	0	0	7	232	221	11
PCT7838	MV	926	545	0	0	18	527	497	30
PCT7839	ED	842	205	0	0	12	193	185	8
PCT7839	MV	842	515	0	0	15	500	464	36
PCT7841	ED	937	290	0	0	13	277	265	12
PCT7841	MV	937	526	0	0	17	509	490	19
PCT7842	ED	903	283	0	0	13	270	258	12
PCT7842	MV	903	434	0	0	15	419	388	31
PCT7843	ED	767	231	0	0	8	223	215	8
PCT7843	MV	767	380	0	0	8	372	348	24
PCT7844	ED	663	196	0	0	7	189	178	11
PCT7844	MV	663	329	0	0	11	318	297	21
PCT7845	ED	849	241	0	0	12	229	207	22
PCT7845	MV	849	469	0	0	14	455	430	25
PCT7846	ED	904	259	0	0	8	251	231	20
PCT7846	MV	904	509	0	0	20	489	446	43
PCT7847	ED	929	261	0	0	8	253	231	22
PCT7847	MV	929	529	0	0	25	504	482	22
PCT7848	ED	834	232	0	0	11	221	199	22
PCT7848	MV	834	491	0	0	18	473	445	28
PCT7849	ED	929	263	0	0	7	256	241	15
PCT7849	MV	929	522	0	0	11	511	484	27
PCT7851	ED	513	136	0	0	6	130	112	18
PCT7851	MV	513	298	0	0	17	281	252	29
PCT7852	ED	647	143	0	0	5	138	118	20
PCT7852	MV	647	394	0	0	15	379	336	43
PCT7853	ED	850	214	0	0	9	205	186	19
PCT7853	MV	850	479	0	0	16	463	424	39
PCT7854	ED	894	247	0	0	12	235	219	16
PCT7854	MV	894	500	0	0	20	480	449	31
PCT7855	ED	986	299	0	0	11	288	278	10
PCT7855	MV	986	521	0	0	22	499	452	47
PCT7856	ED	800	265	0	0	5	260	250	10
PCT7856	MV	800	425	0	0	15	410	388	22
PCT7857	ED	933	275	0	0	13	262	255	7
PCT7857	MV	933	517	0	0	19	498	467	31
PCT7858	ED	775	244	0	0	8	236	221	15
PCT7858	MV	775	394	0	0	19	375	361	14
PCT7859	ED	891	249	0	0	5	244	235	9
PCT7859	MV	891	513	0	0	11	502	464	38
PCT7861	ED	859	217	0	0	7	210	194	16
PCT7861	MV	859	510	0	0	19	491	452	39
PCT7862	ED	866	301	0	0	10	291	271	20
PCT7862	MV	866	472	0	0	13	459	420	39
PCT7863	ED	907	310	0	0	13	297	283	14
PCT7863	MV	907	440	0	0	14	426	402	24
PCT7864	ED	807	232	0	0	5	227	216	11
PCT7864	MV	807	426	0	0	10	416	386	30
PCT7865	ED	823	241	0	0	9	232	217	15
PCT7865	MV	823	463	0	0	10	453	415	38
PCT7866	ED	836	209	0	0	9	200	175	25
PCT7866	MV	836	491	0	0	16	475	399	76
PCT7867	ED	955	266	0	0	15	251	230	21
PCT7867	MV	955	510	0	0	18	492	446	46
PCT7868	ED	881	242	0	1	9	232	219	13
PCT7868	MV	881	449	1	0	16	432	391	41
PCT7869	ED	867	239	0	0	5	234	219	15
PCT7869	MV	867	489	0	0	11	478	452	26
PCT7871	ED	900	259	0	0	13	246	228	18
PCT7871	MV	900	502	2	1	14	485	456	29
PCT7872	ED	862	287	0	0	7	280	263	17
PCT7872	MV	862	472	0	0	23	449	422	27
PCT7873	ED	861	257	0	0	6	251	236	15
PCT7873	MV	861	501	0	0	14	487	457	30
PCT7874	ED	477	137	0	0	8	129	117	12
PCT7874	MV	477	255	1	0	12	242	225	17
PCT7875	ED	623	180	0	0	12	168	152	16
PCT7875	MV	623	285	0	0	14	271	236	35
PCT7876	ED	498	154	10	0	10	134	126	8
PCT7876	MV	498	269	0	0	11	258	250	8
PCT7901	ED	522	135	0	1	9	125	116	9
PCT7901	MV	522	198	0	0	9	189	173	16
PCT7902	ED	968	258	0	0	13	245	225	20
PCT7902	MV	968	401	0	0	12	389	368	21
PCT7903	ED	840	201	0	1	6	194	182	12
PCT7903	MV	840	350	0	0	22	328	307	21
PCT7904	ED	877	210	0	0	13	197	180	17
PCT7904	MV	877	403	0	1	15	387	358	29
PCT7905	ED	851	253	0	0	6	247	229	18
PCT7905	MV	851	409	1	0	15	393	364	29
PCT7906	ED	787	244	0	0	12	232	222	10
PCT7906	MV	787	335	0	0	12	323	307	16
PCT7907	ED	950	278	0	0	17	261	247	14
PCT7907	MV	950	425	0	0	21	404	388	16
PCT7908	ED	949	283	0	0	18	265	242	23
PCT7908	MV	949	408	0	0	29	379	352	27
PCT7909	ED	733	251	0	0	9	242	232	10
PCT7909	MV	733	303	0	0	8	295	287	8
PCT7911	ED	860	244	0	0	13	231	220	11
PCT7911	MV	860	395	0	0	8	387	367	20
PCT7912	ED	1065	290	0	0	15	275	259	16
PCT7912	MV	1065	463	0	0	21	442	423	19
PCT7913	ED	913	312	0	0	10	302	288	14
PCT7913	MV	913	378	0	0	15	363	342	21
PCT7914	ED	883	278	0	0	11	267	257	10
PCT7914	MV	883	425	0	0	11	414	391	23
PCT7915	ED	831	265	0	0	8	257	244	13
PCT7915	MV	831	351	0	0	8	343	323	20
PCT7916	ED	888	283	0	0	13	270	257	13
PCT7916	MV	888	421	0	0	1	420	394	26
PCT7917	ED	1015	312	0	0	14	298	287	11
PCT7917	MV	1015	428	0	0	11	417	395	22
PCT7918	ED	836	253	0	0	16	237	229	8
PCT7918	MV	836	379	0	1	11	367	353	14
PCT7919	ED	895	308	0	0	9	299	286	13
PCT7919	MV	895	376	0	0	12	364	346	18
PCT7921	ED	917	231	0	2	15	214	199	15
PCT7921	MV	917	366	0	0	18	348	317	31
PCT7922	ED	831	250	0	0	5	245	238	7
PCT7922	MV	831	383	0	0	11	372	351	21
PCT7923	ED	885	262	0	0	10	252	236	16
PCT7923	MV	885	403	0	0	13	390	370	20
PCT7924	ED	842	238	0	1	12	225	220	5
PCT7924	MV	842	382	0	0	7	375	349	26
PCT7925	ED	567	156	0	0	5	151	145	6
PCT7925	MV	567	293	0	0	12	281	264	17
PCT7926	ED	795	229	0	0	6	223	211	12
PCT7926	MV	795	390	0	0	6	384	363	21
PCT7927	ED	747	241	0	0	8	233	222	11
PCT7927	MV	747	392	0	0	10	382	367	15
PCT7928	ED	931	284	0	0	7	277	270	7
PCT7928	MV	931	489	0	0	15	474	443	31
PCT7929	ED	864	248	0	0	12	236	225	11
PCT7929	MV	864	509	1	0	14	494	471	23
PCT7931	ED	738	219	0	0	6	213	205	8
PCT7931	MV	738	408	0	0	17	391	374	17
PCT7932	ED	551	157	1	0	5	151	143	8
PCT7932	MV	551	285	0	0	6	279	260	19
PCT7933	MV	6	4	0	0	0	4	4	0
PCT7934	ED	890	250	0	0	10	240	231	9
PCT7934	MV	890	472	0	1	14	457	435	22
PCT7935	ED	970	305	0	0	10	295	279	16
PCT7935	MV	970	519	0	0	19	500	473	27
PCT7936	ED	856	287	0	0	9	278	263	15
PCT7936	MV	856	428	0	0	10	418	399	19
PCT7937	ED	886	267	0	0	20	247	235	12
PCT7937	MV	886	434	0	0	19	415	390	25
PCT7938	ED	788	213	0	0	10	203	189	14
PCT7938	MV	788	337	0	0	13	324	308	16
PCT7939	ED	688	253	0	0	3	250	237	13
PCT7939	MV	688	326	0	0	12	314	298	16
PCT7941	ED	751	218	0	2	7	209	204	5
PCT7941	MV	751	348	0	0	13	335	319	16
PCT7942	ED	914	257	1	0	9	247	228	19
PCT7942	MV	914	412	0	1	24	387	358	29
PCT7943	ED	872	257	4	0	6	247	228	19
PCT7943	MV	872	439	0	1	25	413	367	46
PCT7944	ED	801	243	0	0	8	235	229	6
PCT7944	MV	801	381	0	0	5	376	350	26
PCT7945	ED	915	186	0	0	9	177	165	12
PCT7945	MV	915	412	0	0	16	396	362	34
PCT7946	ED	945	183	0	0	10	173	149	24
PCT7946	MV	945	451	0	0	30	421	342	79
PCT7947	ED	946	182	0	0	16	166	149	17
PCT7947	MV	946	430	0	0	46	384	323	61
PCT7948	ED	928	209	0	0	9	200	179	21
PCT7948	MV	928	422	0	0	37	385	316	69
PCT7949	ED	569	100	0	0	10	90	69	21
PCT7949	MV	569	292	0	1	22	269	209	60
PCT7951	ED	854	166	0	0	14	152	133	19
PCT7951	MV	854	424	0	0	28	396	293	103
PCT7952	ED	866	167	0	0	14	153	125	28
PCT7952	MV	866	359	0	0	28	331	276	55
PCT7953	ED	824	186	2	0	11	173	148	25
PCT7953	MV	824	402	0	0	31	371	295	76
PCT7955	ED	902	199	0	1	13	185	151	34
PCT7955	MV	902	434	0	0	39	395	327	68
PCT7956	ED	823	136	0	0	14	122	101	21
PCT7956	MV	823	353	0	0	25	328	243	85
PCT7957	ED	646	147	0	0	9	138	123	15
PCT7957	MV	646	298	0	0	17	281	242	39
PCT7958	MV	290	141	0	0	14	127	98	29
PCT7959	ED	727	157	0	0	6	151	143	8
PCT7959	MV	727	326	0	0	15	311	297	14
PCT9001	MV	273	142	0	0	7	135	116	19
PCT9101	ED	888	260	0	3	11	246	212	34
PCT9101	MV	888	438	0	0	32	406	325	81
PCT9102	ED	985	257	0	0	12	245	199	46
PCT9102	MV	985	471	0	0	20	451	370	81
PCT9103	ED	954	272	0	0	19	253	213	40
PCT9103	MV	954	431	0	1	35	395	328	67
PCT9104	ED	988	239	0	0	17	222	197	25
PCT9104	MV	988	465	0	0	28	437	356	81
PCT9105	ED	919	247	0	0	16	231	200	31
PCT9105	MV	919	488	0	0	44	444	386	58
PCT9106	ED	937	268	1	0	10	257	223	34
PCT9106	MV	937	497	0	0	31	466	404	62
PCT9107	ED	849	218	0	0	11	207	175	32
PCT9107	MV	849	372	0	0	22	350	295	55
PCT9108	ED	790	246	0	0	11	235	213	22
PCT9108	MV	790	373	1	0	21	351	305	46
PCT9109	ED	884	263	0	0	8	255	215	40
PCT9109	MV	884	427	0	0	30	397	363	34
PCT9111	ED	779	229	0	0	11	218	192	26
PCT9111	MV	779	346	0	0	22	324	272	52
PCT9112	ED	976	284	0	0	16	268	234	34
PCT9112	MV	976	467	0	0	24	443	394	49
PCT9113	ED	999	310	0	0	16	294	263	31
PCT9113	MV	999	505	0	0	22	483	413	70
PCT9114	ED	877	263	0	0	13	250	221	29
PCT9114	MV	877	405	0	0	20	385	335	50
PCT9115	ED	911	258	0	0	13	245	224	21
PCT9115	MV	911	429	0	0	25	404	363	41
PCT9116	ED	944	281	1	0	8	272	233	39
PCT9116	MV	944	473	0	0	23	450	394	56
PCT9117	ED	783	222	0	0	4	218	192	26
PCT9117	MV	783	398	0	0	21	377	327	50
PCT9118	ED	974	286	0	0	17	269	226	43
PCT9118	MV	974	426	0	0	39	387	321	66
PCT9119	ED	891	237	0	0	19	218	190	28
PCT9119	MV	891	446	0	1	30	415	343	72
PCT9121	ED	930	256	0	0	12	244	200	44
PCT9121	MV	930	434	0	0	23	411	352	59
PCT9122	ED	953	208	0	0	12	196	169	27
PCT9122	MV	953	454	0	0	23	431	341	90
PCT9123	ED	858	231	0	1	8	222	179	43
PCT9123	MV	858	418	0	0	21	397	327	70
PCT9124	ED	874	201	0	1	9	191	167	24
PCT9124	MV	874	438	0	0	40	398	319	79
PCT9125	ED	861	210	0	0	15	195	176	19
PCT9125	MV	861	437	0	0	26	411	354	57
PCT9126	ED	1015	245	0	0	17	228	195	33
PCT9126	MV	1015	533	0	0	42	491	399	92
PCT9127	ED	960	269	0	0	16	253	220	33
PCT9127	MV	960	498	0	0	21	477	407	70
PCT9128	ED	828	248	0	0	14	234	205	29
PCT9128	MV	828	412	0	0	12	400	328	72
PCT9129	ED	741	243	0	0	13	230	205	25
PCT9129	MV	741	348	0	0	15	333	290	43
PCT9131	ED	759	192	0	0	12	180	162	18
PCT9131	MV	759	403	0	0	19	384	321	63
PCT9132	ED	837	248	0	0	12	236	209	27
PCT9132	MV	837	371	0	0	19	352	318	34
PCT9133	ED	1021	270	0	0	11	259	239	20
PCT9133	MV	1021	503	0	0	26	477	408	69
PCT9134	ED	893	210	0	0	18	192	172	20
PCT9134	MV	893	469	0	0	31	438	376	62
PCT9135	ED	808	214	0	0	12	202	162	40
PCT9135	MV	808	389	0	0	15	374	285	89
PCT9136	ED	929	253	0	1	14	238	216	22
PCT9136	MV	929	439	0	0	35	404	351	53
PCT9137	ED	1006	259	0	0	18	241	197	44
PCT9137	MV	1006	467	0	0	30	437	356	81
PCT9138	ED	943	226	1	0	13	212	182	30
PCT9138	MV	943	476	1	1	24	450	377	73
PCT9139	ED	975	243	0	0	8	235	197	38
PCT9139	MV	975	510	0	0	34	476	364	112
PCT9141	ED	953	251	0	0	16	235	193	42
PCT9141	MV	953	477	0	0	26	451	364	87
PCT9142	ED	966	275	0	0	16	259	234	25
PCT9142	MV	966	459	0	0	21	438	386	52
PCT9143	ED	920	251	0	0	15	236	207	29
PCT9143	MV	920	463	0	0	30	433	355	78
PCT9144	ED	962	291	0	0	8	283	254	29
PCT9144	MV	962	482	0	0	30	452	380	72
PCT9145	ED	861	249	1	0	12	236	205	31
PCT9145	MV	861	423	0	0	19	404	347	57
PCT9146	ED	885	245	0	0	15	230	202	28
PCT9146	MV	885	464	0	0	21	443	403	40
PCT9147	ED	971	280	0	0	29	251	231	20
PCT9147	MV	971	492	0	0	16	476	427	49
PCT9148	ED	1034	322	0	0	7	315	286	29
PCT9148	MV	1034	513	0	0	19	494	446	48
PCT9149	ED	948	263	0	0	10	253	232	21
PCT9149	MV	948	478	0	0	16	462	411	51
PCT9151	ED	872	226	0	0	10	216	194	22
PCT9151	MV	872	418	0	0	14	404	357	47
PCT9152	ED	721	269	0	0	13	256	238	18
PCT9152	MV	721	279	0	0	12	267	235	32
PCT9201	ED	1004	298	0	0	6	292	262	30
PCT9201	MV	1004	475	0	0	12	463	418	45
PCT9202	ED	971	294	0	0	11	283	243	40
PCT9202	MV	971	426	0	0	15	411	363	48
PCT9203	ED	1002	239	0	0	14	225	157	68
PCT9203	MV	1002	536	0	0	33	503	370	133
PCT9204	ED	873	273	0	0	21	252	185	67
PCT9204	MV	873	393	0	1	18	374	268	106
PCT9205	ED	728	208	0	0	14	194	160	34
PCT9205	MV	728	376	0	0	22	354	309	45
PCT9206	ED	931	246	0	0	14	232	162	70
PCT9206	MV	931	479	0	0	24	455	327	128
PCT9207	ED	981	261	0	0	21	240	175	65
PCT9207	MV	981	502	0	0	40	462	359	103
PCT9208	ED	1002	286	0	0	13	273	220	53
PCT9208	MV	1002	491	0	0	36	455	374	81
PCT9209	ED	711	244	0	0	14	230	179	51
PCT9209	MV	711	327	0	0	17	310	242	68
PCT9211	ED	889	234	0	0	12	222	188	34
PCT9211	MV	889	432	0	0	26	406	334	72
PCT9212	ED	803	233	0	0	11	222	184	38
PCT9212	MV	803	400	0	1	20	379	310	69
PCT9213	ED	951	264	0	0	13	251	210	41
PCT9213	MV	951	507	0	1	22	484	406	78
PCT9214	ED	640	166	0	0	9	157	123	34
PCT9214	MV	640	334	0	0	22	312	237	75
PCT9215	ED	652	192	0	0	11	181	131	50
PCT9215	MV	652	327	0	0	26	301	245	56
PCT9216	ED	845	245	0	0	6	239	198	41
PCT9216	MV	845	379	0	0	25	354	294	60
PCT9217	ED	698	193	0	0	14	179	138	41
PCT9217	MV	698	349	0	0	23	326	254	72
PCT9218	ED	841	247	0	0	10	237	190	47
PCT9218	MV	841	412	0	0	29	383	303	80
PCT9219	ED	802	240	0	0	15	225	190	35
PCT9219	MV	802	399	0	0	16	383	332	51
PCT9221	ED	651	145	0	0	6	139	109	30
PCT9221	MV	651	399	0	0	27	372	270	102
PCT9222	ED	883	248	0	0	26	222	183	39
PCT9222	MV	883	449	0	0	20	429	333	96
PCT9223	ED	638	160	0	0	8	152	118	34
PCT9223	MV	638	338	0	0	15	323	253	70
PCT9224	ED	960	262	0	0	18	244	188	56
PCT9224	MV	960	506	0	0	27	479	377	102
PCT9225	ED	958	296	0	0	12	284	227	57
PCT9225	MV	958	469	0	0	27	442	370	72
PCT9226	ED	926	270	0	0	18	252	195	57
PCT9226	MV	926	486	0	0	28	458	380	78
PCT9227	ED	738	188	0	0	14	174	137	37
PCT9227	MV	738	404	0	0	24	380	295	85
PCT9228	ED	747	189	0	0	18	171	139	32
PCT9228	MV	747	424	0	0	22	402	312	90
PCT9229	ED	598	162	0	0	8	154	125	29
PCT9229	MV	598	316	0	0	15	301	248	53
PCT9231	ED	953	313	0	0	15	298	274	24
PCT9231	MV	953	488	0	0	35	453	402	51
PCT9232	ED	735	212	0	0	17	195	163	32
PCT9232	MV	735	396	0	0	15	381	330	51
PCT9233	ED	793	208	0	0	12	196	159	37
PCT9233	MV	793	434	0	0	27	407	318	89
PCT9234	ED	746	187	0	0	11	176	147	29
PCT9234	MV	746	438	0	0	23	415	336	79
PCT9235	ED	884	239	0	0	12	227	191	36
PCT9235	MV	884	488	0	0	23	465	356	109
PCT9236	ED	683	200	0	0	10	190	152	38
PCT9236	MV	683	358	0	0	13	345	299	46
PCT9237	ED	936	225	0	0	13	212	176	36
PCT9237	MV	936	539	0	0	29	510	431	79
PCT9238	ED	842	230	0	0	16	214	176	38
PCT9238	MV	842	456	0	0	26	430	335	95
PCT9239	ED	881	198	0	0	14	184	146	38
PCT9239	MV	881	499	0	0	28	471	380	91
PCT9241	ED	1005	254	0	0	17	237	199	38
PCT9241	MV	1005	578	0	0	16	562	479	83
PCT9242	ED	972	276	0	0	13	263	212	51
PCT9242	MV	972	513	0	0	17	496	428	68
PCT9243	ED	594	191	0	0	9	182	151	31
PCT9243	MV	594	307	0	0	11	296	265	31
PCT9244	ED	903	254	0	0	12	242	215	27
PCT9244	MV	903	485	0	0	27	458	414	44
PCT9245	ED	742	208	0	1	7	200	172	28
PCT9245	MV	742	375	0	0	20	355	317	38
PCT9246	ED	929	254	0	0	16	238	211	27
PCT9246	MV	929	528	0	0	27	501	425	76
PCT9247	ED	927	263	0	0	13	250	209	41
PCT9247	MV	927	515	0	0	14	501	425	76
PCT9248	ED	907	257	0	0	7	250	221	29
PCT9248	MV	907	485	0	0	26	459	411	48
PCT9249	ED	917	271	0	0	11	260	229	31
PCT9249	MV	917	494	0	0	24	470	391	79
PCT9251	ED	995	286	0	1	20	265	236	29
PCT9251	MV	995	530	0	0	23	507	436	71
PCT9252	ED	944	218	0	0	11	207	177	30
PCT9252	MV	944	550	0	0	33	517	443	74
PCT9253	ED	772	187	0	0	9	178	138	40
PCT9253	MV	772	397	0	0	20	377	309	68
PCT9254	ED	935	230	0	0	5	225	202	23
PCT9254	MV	935	538	0	0	16	522	468	54
PCT9255	ED	553	182	0	0	10	172	151	21
PCT9255	MV	553	263	0	0	11	252	230	22
PCT9256	ED	474	128	0	0	4	124	117	7
PCT9256	MV	474	233	0	1	11	221	200	21
PCT9257	MV	321	235	0	0	6	229	215	14
PCT9258	ED	712	192	0	0	7	185	170	15
PCT9258	MV	712	373	0	0	21	352	308	44
PCT9401	ED	1012	293	0	0	17	276	256	20
PCT9401	MV	1012	483	0	0	29	454	405	49
PCT9402	ED	977	288	0	0	26	262	236	26
PCT9402	MV	977	458	0	0	39	419	361	58
PCT9403	ED	897	239	0	0	9	230	202	28
PCT9403	MV	897	419	0	0	30	389	314	75
PCT9404	ED	930	200	0	0	19	181	158	23
PCT9404	MV	930	462	0	0	35	427	353	74
PCT9405	ED	786	210	0	0	11	199	161	38
PCT9405	MV	786	364	0	0	26	338	283	55
PCT9406	ED	868	244	0	0	18	226	186	40
PCT9406	MV	868	421	0	0	19	402	348	54
PCT9407	ED	889	253	0	0	15	238	203	35
PCT9407	MV	889	409	0	0	22	387	335	52
PCT9408	ED	886	265	0	0	15	250	222	28
PCT9408	MV	886	415	0	0	26	389	353	36
PCT9409	ED	590	201	0	0	4	197	186	11
PCT9409	MV	590	252	0	0	16	236	211	25
PCT9411	ED	956	270	0	0	13	257	239	18
PCT9411	MV	956	430	0	0	15	415	376	39
PCT9412	ED	848	245	0	0	18	227	199	28
PCT9412	MV	848	380	0	0	35	345	288	57
PCT9413	ED	894	229	0	0	16	213	185	28
PCT9413	MV	894	461	0	0	36	425	345	80
PCT9414	ED	916	216	0	0	9	207	173	34
PCT9414	MV	916	463	0	0	30	433	367	66
PCT9415	ED	784	187	0	0	14	173	136	37
PCT9415	MV	784	391	0	0	36	355	283	72
PCT9416	ED	1008	280	1	0	14	265	224	41
PCT9416	MV	1008	480	1	0	35	444	390	54
PCT9417	ED	752	175	0	0	14	161	133	28
PCT9417	MV	752	402	0	0	36	366	298	68
PCT9418	ED	790	211	0	0	20	191	154	37
PCT9418	MV	790	376	0	0	39	337	242	95
PCT9419	ED	924	222	0	0	22	200	150	50
PCT9419	MV	924	468	0	0	32	436	326	110
PCT9421	ED	906	237	0	0	20	217	167	50
PCT9421	MV	906	446	0	0	56	390	296	94
PCT9422	ED	1056	283	0	0	25	258	207	51
PCT9422	MV	1056	513	0	0	35	478	365	113
PCT9423	ED	889	219	0	0	13	206	175	31
PCT9423	MV	889	440	0	0	25	415	356	59
PCT9424	ED	952	224	0	0	18	206	173	33
PCT9424	MV	952	496	0	0	41	455	364	91
PCT9425	ED	933	199	0	0	16	183	160	23
PCT9425	MV	933	465	0	0	48	417	317	100
PCT9426	ED	823	198	0	1	20	177	151	26
PCT9426	MV	823	408	0	0	52	356	266	90
PCT9427	ED	948	210	0	0	23	187	147	40
PCT9427	MV	948	447	0	0	49	398	294	104
PCT9428	ED	961	183	0	0	13	170	139	31
PCT9428	MV	961	518	0	0	32	486	389	97
PCT9429	ED	899	228	1	0	21	206	161	45
PCT9429	MV	899	432	0	0	30	402	319	83
PCT9431	ED	973	235	0	0	14	221	189	32
PCT9431	MV	973	464	0	0	28	436	339	97
PCT9432	ED	945	214	0	0	17	197	172	25
PCT9432	MV	945	468	0	0	42	426	352	74
PCT9433	ED	945	195	0	0	14	181	141	40
PCT9433	MV	945	487	0	0	48	439	346	93
PCT9434	ED	979	260	0	1	19	240	206	34
PCT9434	MV	979	481	1	1	41	438	355	83
PCT9435	ED	969	251	0	0	16	235	190	45
PCT9435	MV	969	448	0	0	49	399	326	73
PCT9436	ED	1006	231	0	0	15	216	175	41
PCT9436	MV	1006	495	0	0	50	445	342	103
PCT9437	ED	897	219	0	0	18	201	169	32
PCT9437	MV	897	435	0	0	34	401	296	105
PCT9438	ED	948	202	0	0	17	185	151	34
PCT9438	MV	948	496	0	0	33	463	356	107
PCT9439	ED	879	173	0	0	5	168	131	37
PCT9439	MV	879	425	0	1	42	382	299	83
PCT9441	ED	980	261	0	0	21	240	212	28
PCT9441	MV	980	462	0	0	42	420	340	80
PCT9442	ED	1008	280	0	0	13	267	225	42
PCT9442	MV	1008	461	0	0	39	422	336	86
PCT9443	ED	937	219	1	0	16	202	174	28
PCT9443	MV	937	442	0	1	29	412	342	70
PCT9444	ED	937	190	1	0	11	178	142	36
PCT9444	MV	937	442	0	1	35	406	294	112
PCT9445	ED	981	230	0	0	10	220	188	32
PCT9445	MV	981	493	0	0	42	451	361	90
PCT9446	ED	1090	240	0	0	10	230	202	28
PCT9446	MV	1090	564	0	0	43	521	391	130
PCT9447	ED	906	236	0	0	12	224	198	26
PCT9447	MV	906	448	0	0	32	416	335	81
PCT9448	ED	909	232	0	0	16	216	184	32
PCT9448	MV	909	429	0	0	37	392	313	79
PCT9449	ED	830	177	2	0	15	160	137	23
PCT9449	MV	830	428	0	0	38	390	312	78
PCT9451	ED	420	97	0	0	9	88	72	16
PCT9451	MV	420	218	0	0	15	203	147	56
PCT9452	ED	840	259	0	0	18	241	186	55
PCT9452	MV	840	412	0	0	30	382	285	97
PCT9453	ED	500	135	0	0	14	121	84	37
PCT9453	MV	500	242	0	0	18	224	174	50
PCT9501	MV	148	110	0	0	5	105	88	17
PCT9502	MV	245	177	0	0	1	176	162	14
PCT9503	ED	729	198	0	0	7	191	179	12
PCT9503	MV	729	315	0	0	15	300	276	24
PCT9505	ED	784	176	0	0	14	162	149	13
PCT9505	MV	784	383	0	0	15	368	340	28
PCT9506	ED	766	177	0	1	4	172	159	13
PCT9506	MV	766	312	0	0	15	297	278	19
PCT9507	ED	766	231	0	0	5	226	221	5
PCT9507	MV	766	406	0	0	12	394	374	20
PCT9508	ED	798	237	0	0	8	229	227	2
PCT9508	MV	798	429	0	0	8	421	414	7
PCT9509	ED	759	229	0	0	4	225	214	11
PCT9509	MV	759	386	0	1	17	368	346	22
PCT9511	ED	622	190	0	1	3	186	171	15
PCT9511	MV	622	296	0	0	13	283	259	24
PCT9512	ED	809	240	0	0	9	231	217	14
PCT9512	MV	809	399	0	0	15	384	356	28
PCT9513	ED	902	275	0	0	13	262	247	15
PCT9513	MV	902	390	0	0	10	380	356	24
PCT9514	ED	928	304	0	1	11	292	272	20
PCT9514	MV	928	456	0	0	23	433	401	32
PCT9515	ED	705	222	0	0	5	217	201	16
PCT9515	MV	705	368	0	0	17	351	307	44
PCT9516	ED	866	254	0	0	9	245	211	34
PCT9516	MV	866	427	0	0	22	405	356	49
PCT9517	ED	801	226	0	0	12	214	199	15
PCT9517	MV	801	397	0	0	16	381	357	24
PCT9518	ED	802	229	0	0	8	221	215	6
PCT9518	MV	802	431	0	0	15	416	377	39
PCT9519	ED	910	261	0	0	11	250	229	21
PCT9519	MV	910	486	0	0	11	475	445	30
PCT9521	ED	939	315	0	0	15	300	279	21
PCT9521	MV	939	442	0	0	18	424	399	25
PCT9701	ED	671	200	0	0	8	192	178	14
PCT9701	MV	671	339	0	0	25	314	264	50
PCT9702	ED	723	209	0	0	4	205	193	12
PCT9702	MV	723	364	0	1	18	345	306	39
PCT9703	ED	986	232	0	0	17	215	181	34
PCT9703	MV	986	529	0	0	32	497	417	80
PCT9704	ED	950	279	0	0	8	271	241	30
PCT9704	MV	950	504	0	0	33	471	404	67
PCT9705	ED	919	260	3	0	9	248	228	20
PCT9705	MV	919	483	0	0	21	462	424	38
PCT9706	MV	49	39	0	0	2	37	35	2
PCT9707	ED	821	172	0	0	12	160	122	38
PCT9707	MV	821	491	0	0	29	462	373	89
PCT9708	ED	948	248	0	0	8	240	213	27
PCT9708	MV	948	500	0	0	23	477	430	47
PCT9709	ED	1028	281	7	0	19	255	219	36
