area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	054:Yes	055:No
ALL	TO	500516	372848	282	232	20107	352227	202728	149499
ALL	ED	500516	127886	68	61	6794	120963	71761	49202
ALL	MV	500516	244962	214	171	13313	231264	130967	100297
PCT1101	ED	553	126	0	0	8	118	76	42
PCT1101	MV	553	266	0	0	3	263	163	100
PCT1102	ED	995	266	0	1	6	259	153	106
PCT1102	MV	995	480	-2	0	19	463	277	186
PCT1103	ED	951	246	1	0	8	237	147	90
PCT1103	MV	951	445	-1	0	14	432	253	179
PCT1104	ED	993	249	-1	0	13	237	142	95
PCT1104	MV	993	414	-2	1	16	399	267	132
PCT1106	ED	765	191	0	0	11	180	110	70
PCT1106	MV	765	343	-1	0	12	332	182	150
PCT1107	ED	746	163	0	0	5	158	90	68
PCT1107	MV	746	336	5	0	19	312	186	126
PCT1108	ED	909	232	-1	0	8	225	131	94
PCT1108	MV	909	438	-1	0	21	418	251	167
PCT1109	ED	798	166	0	0	7	159	97	62
PCT1109	MV	798	365	-2	0	17	350	208	142
PCT1111	ED	1002	205	0	0	10	195	126	69
PCT1111	MV	1002	460	-3	0	36	427	283	144
PCT1112	ED	769	151	2	0	8	141	83	58
PCT1112	MV	769	344	-1	0	21	324	206	118
PCT1113	ED	746	135	0	0	8	127	79	48
PCT1113	MV	746	360	0	0	24	336	188	148
PCT1114	ED	957	226	-2	0	16	212	130	82
PCT1114	MV	957	404	0	0	14	390	235	155
PCT1115	ED	895	174	0	0	11	163	112	51
PCT1115	MV	895	371	-3	0	26	348	206	142
PCT1116	ED	895	225	1	0	14	210	133	77
PCT1116	MV	895	376	-2	0	17	361	205	156
PCT1117	ED	858	185	0	1	9	175	105	70
PCT1117	MV	858	357	1	0	17	339	205	134
PCT1118	ED	1043	213	0	0	6	207	127	80
PCT1118	MV	1043	476	-3	1	22	456	280	176
PCT1119	ED	791	165	0	0	4	161	101	60
PCT1119	MV	791	386	0	0	12	374	232	142
PCT1121	ED	691	160	0	0	12	148	87	61
PCT1121	MV	691	313	-1	1	29	284	176	108
PCT1122	ED	632	110	0	0	3	107	62	45
PCT1122	MV	632	310	-1	1	22	288	176	112
PCT1123	ED	915	179	0	0	5	174	107	67
PCT1123	MV	915	364	-1	0	25	340	209	131
PCT1124	ED	819	152	0	0	6	146	88	58
PCT1124	MV	819	302	-2	0	9	295	193	102
PCT1125	ED	1047	159	1	0	3	155	85	70
PCT1125	MV	1047	466	0	0	16	450	256	194
PCT1126	ED	922	191	0	0	10	181	110	71
PCT1126	MV	922	400	-2	0	14	388	229	159
PCT1127	ED	920	200	0	0	13	187	106	81
PCT1127	MV	920	382	-2	1	18	365	234	131
PCT1128	ED	838	154	0	0	8	146	92	54
PCT1128	MV	838	362	0	0	16	346	188	158
PCT1129	ED	980	227	1	0	18	208	116	92
PCT1129	MV	980	416	2	0	20	394	222	172
PCT1131	ED	797	132	0	0	6	126	64	62
PCT1131	MV	797	371	0	0	18	353	190	163
PCT1132	ED	969	179	2	1	10	166	88	78
PCT1132	MV	969	427	-1	0	25	403	228	175
PCT1133	ED	863	161	1	0	8	152	101	51
PCT1133	MV	863	410	0	0	20	390	195	195
PCT1134	ED	759	170	2	0	10	158	97	61
PCT1134	MV	759	318	-3	0	23	298	175	123
PCT1135	ED	540	87	1	0	4	82	50	32
PCT1135	MV	540	295	1	0	25	269	164	105
PCT1136	ED	829	144	0	0	6	138	68	70
PCT1136	MV	829	412	1	0	19	392	218	174
PCT1141	ED	1041	223	3	1	5	214	132	82
PCT1141	MV	1041	484	-1	0	16	469	292	177
PCT1142	ED	861	175	-1	0	9	167	100	67
PCT1142	MV	861	393	-2	0	23	372	224	148
PCT1143	ED	1034	229	1	0	7	221	130	91
PCT1143	MV	1034	440	1	0	18	421	269	152
PCT1144	ED	907	205	2	0	6	197	122	75
PCT1144	MV	907	387	0	0	16	371	243	128
PCT1145	ED	888	189	1	0	6	182	107	75
PCT1145	MV	888	461	-3	0	15	449	278	171
PCT1146	ED	1011	186	-1	0	5	182	119	63
PCT1146	MV	1011	454	0	1	22	431	266	165
PCT1147	ED	877	210	4	0	7	199	126	73
PCT1147	MV	877	396	2	1	21	372	246	126
PCT1148	ED	962	196	1	0	9	186	118	68
PCT1148	MV	962	444	0	0	22	422	267	155
PCT1149	ED	907	210	1	0	7	202	121	81
PCT1149	MV	907	407	-6	1	38	374	208	166
PCT1152	ED	864	198	-1	0	10	189	112	77
PCT1152	MV	864	388	0	0	16	372	216	156
PCT1153	ED	951	210	0	0	8	202	116	86
PCT1153	MV	951	415	-1	0	19	397	229	168
PCT7001	ED	776	176	0	1	7	168	96	72
PCT7001	MV	776	429	0	0	23	406	220	186
PCT7002	ED	706	176	1	0	10	165	103	62
PCT7002	MV	706	332	1	0	20	311	190	121
PCT7003	ED	884	238	0	0	11	227	134	93
PCT7003	MV	884	498	0	0	21	477	269	208
PCT7004	ED	881	241	1	0	11	229	132	97
PCT7004	MV	881	496	1	2	14	479	261	218
PCT7005	ED	847	253	1	1	19	232	156	76
PCT7005	MV	847	480	-1	0	23	458	279	179
PCT7006	ED	917	254	1	0	7	246	184	62
PCT7006	MV	917	442	1	1	14	426	284	142
PCT7007	ED	949	283	0	0	3	280	188	92
PCT7007	MV	949	516	-1	0	26	491	299	192
PCT7008	ED	932	264	-1	1	10	254	172	82
PCT7008	MV	932	546	2	3	36	505	287	218
PCT7009	ED	905	185	0	0	9	176	119	57
PCT7009	MV	905	513	0	0	14	499	311	188
PCT7011	ED	985	204	0	0	9	195	115	80
PCT7011	MV	985	294	-1	1	15	279	177	102
