area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	132:JEFF ADACHI
PCT7707	MV	857	495	12	0	101	0	382	6	376
PCT7708	ED	871	205	2	0	48	0	155	1	154
PCT7708	MV	871	540	7	0	98	0	435	8	427
PCT7709	ED	391	102	0	0	21	0	81	0	81
PCT7709	MV	391	222	1	0	35	0	186	1	185
PCT7711	ED	766	198	9	0	38	0	151	0	151
PCT7711	MV	766	422	8	0	90	0	324	5	319
PCT7712	ED	529	149	1	0	26	0	122	4	118
PCT7712	MV	529	296	1	0	53	0	242	2	240
PCT7801	ED	1001	264	2	0	51	0	211	4	207
PCT7801	MV	1001	596	8	0	124	0	464	5	459
PCT7802	ED	788	230	0	0	55	0	175	0	175
PCT7802	MV	788	458	3	0	93	0	362	8	354
PCT7803	ED	828	174	0	0	31	0	143	1	142
PCT7803	MV	828	552	7	0	92	0	453	3	450
PCT7804	ED	893	257	1	0	49	0	207	5	202
PCT7804	MV	893	533	8	0	97	0	428	9	419
PCT7805	ED	825	228	0	0	41	0	187	4	183
PCT7805	MV	825	484	7	0	83	0	394	3	391
PCT7806	ED	716	208	17	0	20	0	171	1	170
PCT7806	MV	716	407	3	0	62	0	342	2	340
PCT7807	ED	844	276	0	0	39	0	237	3	234
PCT7807	MV	844	417	3	0	68	0	346	6	340
PCT7808	ED	655	211	5	0	36	0	170	3	167
PCT7808	MV	655	333	7	0	63	0	263	4	259
PCT7809	ED	781	238	3	0	56	0	179	2	177
PCT7809	MV	781	405	7	0	63	0	335	0	335
PCT7811	ED	783	249	2	0	40	0	207	1	206
PCT7811	MV	783	404	11	0	59	0	334	0	334
PCT7812	ED	877	257	0	0	53	0	204	2	202
PCT7812	MV	877	454	4	0	81	0	369	4	365
PCT7813	ED	1064	308	4	0	60	0	244	3	241
PCT7813	MV	1064	585	13	0	95	0	477	2	475
PCT7814	ED	936	228	1	0	54	0	173	5	168
PCT7814	MV	936	341	2	1	41	0	297	3	294
PCT7815	ED	954	238	-1	0	50	0	189	2	187
PCT7815	MV	954	573	11	0	99	0	463	6	457
PCT7816	ED	865	236	0	0	45	0	191	2	189
PCT7816	MV	865	531	4	0	98	0	429	6	423
PCT7817	ED	823	277	2	0	53	0	222	2	220
PCT7817	MV	823	439	3	0	71	0	365	3	362
PCT7818	ED	860	234	1	0	38	0	195	1	194
PCT7818	MV	860	452	9	0	69	0	374	3	371
PCT7819	ED	793	191	0	0	32	0	159	2	157
PCT7819	MV	793	420	7	0	75	0	338	3	335
PCT7821	ED	985	248	2	0	46	0	200	4	196
PCT7821	MV	985	630	10	0	104	0	516	6	510
PCT7822	ED	908	275	0	0	45	0	230	0	230
PCT7822	MV	908	480	4	0	82	0	394	5	389
PCT7823	ED	879	270	26	0	25	0	219	0	219
PCT7823	MV	879	501	6	0	87	0	408	4	404
PCT7824	ED	768	247	1	0	57	0	189	0	189
PCT7824	MV	768	383	7	0	63	0	313	11	302
PCT7825	ED	597	191	0	0	33	0	158	2	156
PCT7825	MV	597	302	3	0	59	0	240	1	239
PCT7826	ED	684	258	6	0	47	0	205	1	204
PCT7826	MV	684	319	5	0	59	0	255	2	253
PCT7827	ED	831	261	0	0	46	0	215	3	212
PCT7827	MV	831	361	7	0	64	0	290	4	286
PCT7828	ED	1018	261	1	0	50	0	210	2	208
PCT7828	MV	1018	549	4	0	91	0	454	7	447
PCT7829	ED	907	237	1	0	39	0	197	5	192
PCT7829	MV	907	557	7	0	107	0	443	11	432
PCT7831	ED	882	233	-16	0	49	0	200	4	196
PCT7831	MV	882	544	19	0	86	0	439	5	434
PCT7832	ED	780	188	16	0	30	0	142	0	142
PCT7832	MV	780	488	4	0	99	0	385	4	381
PCT7833	ED	747	230	7	0	45	0	178	1	177
PCT7833	MV	747	412	-2	0	81	0	333	8	325
PCT7834	ED	867	277	0	0	52	0	225	2	223
PCT7834	MV	867	439	8	0	77	0	354	1	353
PCT7835	ED	847	211	0	0	42	0	169	3	166
PCT7835	MV	847	505	9	0	78	0	418	7	411
PCT7836	ED	1023	260	0	0	63	0	197	2	195
PCT7836	MV	1023	623	9	0	97	0	517	7	510
PCT7837	ED	911	260	1	0	48	0	211	0	211
PCT7837	MV	911	509	9	0	100	0	400	2	398
PCT7838	ED	926	239	0	0	42	0	197	2	195
PCT7838	MV	926	546	9	0	82	0	455	3	452
PCT7839	ED	842	205	0	0	47	0	158	4	154
PCT7839	MV	842	515	1	0	111	0	403	2	401
PCT7841	ED	937	291	1	0	63	0	227	0	227
PCT7841	MV	937	526	12	0	93	0	421	3	418
PCT7842	ED	903	283	0	0	55	0	228	3	225
PCT7842	MV	903	434	4	0	78	0	352	3	349
PCT7843	ED	767	232	0	0	51	0	181	2	179
PCT7843	MV	767	380	1	0	71	0	308	3	305
PCT7844	ED	663	196	2	0	31	0	163	7	156
PCT7844	MV	663	329	6	0	61	0	262	2	260
PCT7845	ED	849	241	16	0	37	0	188	0	188
PCT7845	MV	849	469	2	0	69	0	398	3	395
PCT7846	ED	904	262	0	0	60	0	202	2	200
PCT7846	MV	904	509	10	0	89	0	410	4	406
PCT7847	ED	929	261	1	0	52	0	208	1	207
PCT7847	MV	929	529	1	0	109	0	419	4	415
PCT7848	ED	834	233	0	0	55	0	178	0	178
PCT7848	MV	834	491	3	0	97	0	391	4	387
PCT7849	ED	929	264	1	0	55	0	208	1	207
PCT7849	MV	929	522	8	1	87	0	426	9	417
PCT7851	ED	513	136	0	0	36	0	100	0	100
PCT7851	MV	513	298	0	0	56	0	242	3	239
PCT7852	ED	647	143	0	0	26	0	117	4	113
PCT7852	MV	647	394	1	0	71	0	322	8	314
PCT7853	ED	850	214	11	0	30	0	173	2	171
PCT7853	MV	850	479	12	0	87	0	380	3	377
PCT7854	ED	894	248	0	0	58	0	190	2	188
PCT7854	MV	894	500	11	0	83	0	406	4	402
PCT7855	ED	986	301	2	0	61	0	238	3	235
PCT7855	MV	986	522	5	0	104	0	413	3	410
PCT7856	ED	800	265	0	0	44	0	221	5	216
PCT7856	MV	800	425	5	0	71	0	349	4	345
PCT7857	ED	933	276	1	0	71	0	204	3	201
PCT7857	MV	933	517	3	0	101	0	413	4	409
PCT7858	ED	775	245	2	0	52	0	191	2	189
PCT7858	MV	775	394	5	0	59	0	330	4	326
PCT7859	ED	891	250	1	0	55	0	194	3	191
PCT7859	MV	891	513	3	0	86	0	424	5	419
PCT7861	ED	859	217	0	0	33	0	184	2	182
PCT7861	MV	859	510	9	0	95	0	406	5	401
PCT7862	ED	866	302	2	1	52	0	247	3	244
PCT7862	MV	866	472	12	0	75	0	385	4	381
PCT7863	ED	907	311	0	0	60	0	251	6	245
PCT7863	MV	907	440	4	0	75	0	361	7	354
PCT7864	ED	807	232	0	0	40	0	192	1	191
PCT7864	MV	807	427	5	0	78	0	344	4	340
PCT7865	ED	823	241	0	0	58	0	183	1	182
PCT7865	MV	823	463	7	0	92	0	364	8	356
PCT7866	ED	836	209	0	0	40	0	169	1	168
PCT7866	MV	836	491	6	0	95	0	390	8	382
PCT7867	ED	955	266	2	0	57	0	207	4	203
PCT7867	MV	955	512	8	0	85	0	419	7	412
PCT7868	ED	881	242	-1	0	38	0	205	2	203
PCT7868	MV	881	449	5	0	69	0	375	5	370
PCT7869	ED	867	239	1	0	39	0	199	2	197
PCT7869	MV	867	489	4	0	103	0	382	5	377
PCT7871	ED	900	259	1	0	43	0	215	2	213
PCT7871	MV	900	502	4	0	69	0	429	7	422
PCT7872	ED	862	288	23	0	52	0	213	3	210
PCT7872	MV	862	472	8	0	88	0	376	4	372
PCT7873	ED	861	257	4	0	25	0	228	6	222
PCT7873	MV	861	502	4	0	84	0	414	4	410
PCT7874	ED	477	137	2	0	19	0	116	5	111
PCT7874	MV	477	256	4	0	48	0	204	1	203
PCT7875	ED	623	180	0	0	36	0	144	2	142
PCT7875	MV	623	285	0	0	51	0	234	4	230
PCT7876	ED	498	154	11	0	32	0	111	0	111
PCT7876	MV	498	269	2	0	41	0	226	3	223
PCT7901	ED	522	136	1	1	33	0	101	1	100
PCT7901	MV	522	198	1	0	30	0	167	2	165
PCT7902	ED	968	258	0	0	49	0	209	3	206
PCT7902	MV	968	401	5	0	72	0	324	6	318
PCT7903	ED	840	201	0	0	52	0	149	1	148
PCT7903	MV	840	350	2	0	68	0	280	4	276
PCT7904	ED	877	212	2	0	41	0	169	3	166
PCT7904	MV	877	403	3	1	74	0	325	5	320
PCT7905	ED	851	254	0	0	51	0	203	4	199
PCT7905	MV	851	409	8	0	67	0	334	7	327
PCT7906	ED	787	245	2	0	45	0	198	1	197
PCT7906	MV	787	335	4	1	54	0	276	4	272
PCT7907	ED	950	278	0	0	58	0	220	1	219
PCT7907	MV	950	425	6	0	61	0	358	4	354
PCT7908	ED	949	284	0	0	64	0	220	4	216
PCT7908	MV	949	408	5	0	63	0	340	5	335
PCT7909	ED	733	251	0	0	42	0	209	4	205
PCT7909	MV	733	303	1	0	43	0	259	5	254
PCT7911	ED	860	244	-1	0	39	0	206	6	200
PCT7911	MV	860	395	2	0	65	0	328	4	324
PCT7912	ED	1065	291	-1	0	64	0	228	4	224
PCT7912	MV	1065	463	9	0	87	0	367	4	363
PCT7913	ED	913	312	5	0	54	0	253	0	253
PCT7913	MV	913	378	8	0	49	0	321	0	321
PCT7914	ED	883	278	-1	0	65	0	214	4	210
PCT7914	MV	883	425	7	0	72	0	346	2	344
PCT7915	ED	831	266	1	0	39	0	226	0	226
PCT7915	MV	831	351	4	0	50	0	297	3	294
PCT7916	ED	888	284	5	0	56	0	223	4	219
PCT7916	MV	888	421	8	0	60	0	353	1	352
PCT7917	ED	1015	315	3	0	56	0	256	9	247
PCT7917	MV	1015	428	5	0	65	0	358	3	355
PCT7918	ED	836	253	3	0	53	0	197	8	189
PCT7918	MV	836	379	7	0	54	0	318	3	315
PCT7919	ED	895	309	2	0	64	0	243	5	238
PCT7919	MV	895	376	5	0	60	0	311	5	306
PCT7921	ED	917	232	3	1	58	0	170	3	167
PCT7921	MV	917	366	3	0	73	0	290	4	286
PCT7922	ED	831	250	1	0	44	0	205	2	203
PCT7922	MV	831	383	1	0	55	0	327	4	323
PCT7923	ED	885	262	0	0	39	0	223	1	222
PCT7923	MV	885	403	4	0	65	0	334	4	330
PCT7924	ED	842	238	1	0	49	0	188	3	185
PCT7924	MV	842	382	3	0	58	0	321	7	314
PCT7925	ED	567	156	0	0	36	0	120	0	120
PCT7925	MV	567	293	2	0	60	0	231	4	227
PCT7926	ED	795	229	0	0	36	0	193	2	191
PCT7926	MV	795	390	3	0	65	0	322	1	321
PCT7927	ED	747	241	1	0	46	0	194	4	190
PCT7927	MV	747	392	4	0	68	0	320	4	316
PCT7928	ED	931	284	1	1	40	0	242	4	238
PCT7928	MV	931	489	6	0	85	0	398	7	391
PCT7929	ED	864	248	0	0	39	0	209	1	208
PCT7929	MV	864	509	3	0	75	0	431	6	425
PCT7931	ED	738	219	0	0	40	0	179	3	176
PCT7931	MV	738	408	3	0	70	0	335	0	335
PCT7932	ED	551	157	1	0	27	0	129	2	127
PCT7932	MV	551	285	5	0	34	0	246	5	241
PCT7933	MV	6	4	0	0	2	0	2	0	2
PCT7934	ED	890	250	3	0	54	0	193	1	192
PCT7934	MV	890	472	4	0	64	0	404	2	402
PCT7935	ED	970	305	0	0	49	0	256	2	254
PCT7935	MV	970	519	8	0	61	0	450	7	443
PCT7936	ED	856	287	1	0	39	0	247	4	243
PCT7936	MV	856	428	3	0	58	0	367	2	365
PCT7937	ED	886	267	3	0	41	0	223	2	221
PCT7937	MV	886	435	7	1	64	0	363	10	353
PCT7938	ED	788	213	1	0	36	0	176	3	173
PCT7938	MV	788	337	4	0	54	0	279	2	277
PCT7939	ED	688	254	0	0	33	0	221	2	219
PCT7939	MV	688	326	5	0	58	0	263	1	262
PCT7941	ED	751	218	-2	0	41	0	179	2	177
PCT7941	MV	751	348	5	0	55	0	288	9	279
PCT7942	ED	914	259	0	0	49	0	210	4	206
PCT7942	MV	914	412	3	0	78	0	331	9	322
PCT7943	ED	872	258	6	0	58	0	194	5	189
PCT7943	MV	872	439	4	0	87	0	348	4	344
PCT7944	ED	801	243	0	0	33	0	210	3	207
PCT7944	MV	801	381	5	0	45	0	331	4	327
PCT7945	ED	915	186	0	0	41	0	145	2	143
PCT7945	MV	915	414	3	0	69	0	342	2	340
PCT7946	ED	945	183	0	0	34	0	149	4	145
PCT7946	MV	945	451	8	0	97	0	346	7	339
PCT7947	ED	946	182	0	0	49	0	133	1	132
PCT7947	MV	946	430	5	1	69	0	355	3	352
PCT7948	ED	928	210	0	0	39	0	171	8	163
PCT7948	MV	928	422	-4	0	99	0	327	8	319
PCT7949	ED	569	100	0	0	32	0	68	3	65
PCT7949	MV	569	292	3	0	74	0	215	5	210
PCT7951	ED	854	166	2	0	46	0	118	0	118
PCT7951	MV	854	425	7	0	97	0	321	10	311
PCT7952	ED	866	167	0	0	55	0	112	4	108
PCT7952	MV	866	359	5	0	56	0	298	10	288
PCT7953	ED	824	186	15	0	38	0	133	2	131
PCT7953	MV	824	402	5	0	82	0	315	8	307
PCT7955	ED	902	199	4	0	48	0	147	4	143
PCT7955	MV	902	435	6	0	91	0	338	7	331
PCT7956	ED	823	136	-2	0	39	0	99	2	97
PCT7956	MV	823	353	4	0	68	0	281	3	278
PCT7957	ED	646	147	-2	0	31	0	118	6	112
PCT7957	MV	646	298	1	0	44	0	253	7	246
PCT7958	MV	290	141	3	0	14	0	124	6	118
PCT7959	ED	727	160	4	0	35	0	121	0	121
PCT7959	MV	727	326	5	0	55	0	266	6	260
PCT9001	MV	273	142	1	0	21	0	120	1	119
PCT9101	ED	888	260	1	0	63	0	196	1	195
PCT9101	MV	888	438	11	0	75	0	352	2	350
PCT9102	ED	985	257	0	0	53	0	204	8	196
PCT9102	MV	985	471	8	0	80	0	383	5	378
PCT9103	ED	954	273	4	1	47	0	221	3	218
PCT9103	MV	954	431	12	0	69	0	350	4	346
PCT9104	ED	988	239	0	0	50	0	189	7	182
PCT9104	MV	988	465	2	0	80	0	383	5	378
PCT9105	ED	919	247	2	0	61	0	184	4	180
PCT9105	MV	919	488	3	0	95	0	390	8	382
PCT9106	ED	937	268	3	0	51	0	214	2	212
PCT9106	MV	937	497	7	0	104	0	386	3	383
PCT9107	ED	849	219	1	0	38	0	180	3	177
PCT9107	MV	849	372	3	0	70	0	299	4	295
PCT9108	ED	790	247	0	0	44	0	203	2	201
PCT9108	MV	790	373	10	0	59	0	304	4	300
PCT9109	ED	884	263	1	0	71	0	191	3	188
PCT9109	MV	884	428	5	0	84	0	339	7	332
PCT9111	ED	779	229	0	0	50	0	179	1	178
PCT9111	MV	779	346	5	0	65	0	276	4	272
PCT9112	ED	976	284	-1	0	64	0	221	3	218
PCT9112	MV	976	467	12	0	98	0	357	3	354
PCT9113	ED	999	311	2	0	70	0	239	1	238
PCT9113	MV	999	505	13	0	90	0	402	6	396
PCT9114	ED	877	263	0	0	63	0	200	2	198
PCT9114	MV	877	405	5	0	72	0	328	4	324
PCT9115	ED	911	258	3	0	56	0	199	1	198
PCT9115	MV	911	429	4	1	79	0	345	9	336
PCT9116	ED	944	281	2	0	48	0	231	5	226
PCT9116	MV	944	473	12	0	93	0	368	11	357
PCT9117	ED	783	222	0	0	47	0	175	1	174
PCT9117	MV	783	398	3	0	77	0	318	8	310
PCT9118	ED	974	286	-1	0	80	0	207	1	206
PCT9118	MV	974	426	9	0	99	0	318	4	314
PCT9119	ED	891	237	0	0	73	0	164	4	160
PCT9119	MV	891	447	14	0	84	0	349	5	344
PCT9121	ED	930	256	-1	0	59	0	198	5	193
PCT9121	MV	930	434	6	0	64	0	364	4	360
PCT9122	ED	953	210	1	0	55	0	154	2	152
PCT9122	MV	953	454	11	0	98	0	345	5	340
PCT9123	ED	858	232	0	0	49	0	183	8	175
PCT9123	MV	858	418	10	0	71	0	337	7	330
PCT9124	ED	874	202	0	0	47	0	155	5	150
PCT9124	MV	874	438	7	0	104	0	327	5	322
PCT9125	ED	861	210	1	0	38	0	171	1	170
PCT9125	MV	861	437	11	0	78	0	348	10	338
PCT9126	ED	1015	245	-2	0	54	0	193	2	191
PCT9126	MV	1015	533	7	0	105	0	421	11	410
PCT9127	ED	960	269	-1	0	63	0	207	2	205
PCT9127	MV	960	498	10	1	96	0	391	7	384
PCT9128	ED	828	248	-1	0	49	0	200	2	198
PCT9128	MV	828	412	7	0	91	0	314	4	310
PCT9129	ED	741	243	1	0	52	0	190	6	184
PCT9129	MV	741	348	3	0	56	0	289	9	280
PCT9131	ED	759	193	13	0	45	0	135	3	132
PCT9131	MV	759	403	6	0	82	0	315	4	311
PCT9132	ED	837	248	0	0	64	0	184	5	179
PCT9132	MV	837	371	4	0	71	0	296	5	291
PCT9133	ED	1021	271	1	0	52	0	218	2	216
PCT9133	MV	1021	503	7	0	90	0	406	5	401
PCT9134	ED	893	210	0	0	67	0	143	2	141
PCT9134	MV	893	469	12	0	93	0	364	3	361
PCT9135	ED	808	215	1	0	57	0	157	2	155
PCT9135	MV	808	389	10	0	94	0	285	8	277
PCT9136	ED	929	253	2	0	58	0	193	3	190
PCT9136	MV	929	439	10	0	65	0	364	9	355
PCT9137	ED	1006	260	0	0	59	0	201	6	195
PCT9137	MV	1006	467	6	0	99	0	362	6	356
PCT9138	ED	943	226	3	0	48	0	175	1	174
PCT9138	MV	943	477	3	0	93	0	381	5	376
PCT9139	ED	975	243	3	0	65	0	175	1	174
PCT9139	MV	975	510	10	0	98	0	402	7	395
PCT9141	ED	953	252	-1	0	62	0	191	0	191
PCT9141	MV	953	477	10	0	85	0	382	8	374
PCT9142	ED	966	276	0	0	44	0	232	1	231
PCT9142	MV	966	459	4	0	89	0	366	8	358
PCT9143	ED	920	251	13	0	43	0	195	2	193
PCT9143	MV	920	463	11	0	98	0	354	3	351
PCT9144	ED	962	293	1	0	59	0	233	4	229
PCT9144	MV	962	482	13	0	85	0	384	10	374
PCT9145	ED	861	249	1	0	41	0	207	3	204
PCT9145	MV	861	423	8	0	81	0	334	6	328
PCT9146	ED	885	245	0	0	54	0	191	3	188
PCT9146	MV	885	464	10	0	77	0	377	5	372
PCT9147	ED	971	281	0	0	63	0	218	4	214
PCT9147	MV	971	492	4	0	89	0	399	4	395
PCT9148	ED	1034	325	8	0	56	0	261	3	258
PCT9148	MV	1034	513	10	0	98	0	405	10	395
PCT9149	ED	948	264	0	0	57	0	207	4	203
PCT9149	MV	948	478	10	0	73	0	395	11	384
PCT9151	ED	872	227	0	0	42	0	185	6	179
PCT9151	MV	872	418	9	0	76	0	333	4	329
PCT9152	ED	721	270	-3	0	58	0	215	1	214
PCT9152	MV	721	279	4	0	42	0	233	3	230
PCT9201	ED	1004	300	0	0	74	0	226	3	223
PCT9201	MV	1004	475	3	0	89	0	383	8	375
PCT9202	ED	971	294	6	0	71	0	217	6	211
PCT9202	MV	971	426	1	1	87	0	337	8	329
PCT9203	ED	1002	239	-1	0	87	0	153	2	151
PCT9203	MV	1002	536	12	0	152	0	372	7	365
PCT9204	ED	873	273	17	0	81	0	175	1	174
PCT9204	MV	873	393	4	0	106	0	283	8	275
PCT9205	ED	728	208	-1	0	67	0	142	1	141
PCT9205	MV	728	376	9	0	91	0	276	4	272
PCT9206	ED	931	249	3	0	86	0	160	1	159
PCT9206	MV	931	479	9	1	142	0	327	4	323
PCT9207	ED	981	262	1	0	90	0	171	11	160
PCT9207	MV	981	502	11	0	144	0	347	9	338
PCT9208	ED	1002	287	0	0	88	0	199	3	196
PCT9208	MV	1002	491	8	0	123	0	360	2	358
PCT9209	ED	711	245	1	0	75	0	169	3	166
PCT9209	MV	711	327	8	0	76	0	243	3	240
PCT9211	ED	889	234	0	0	79	0	155	0	155
PCT9211	MV	889	432	5	0	130	0	297	6	291
PCT9212	ED	803	234	0	0	66	0	168	1	167
PCT9212	MV	803	400	8	0	107	0	285	4	281
PCT9213	ED	951	264	1	0	67	0	196	0	196
PCT9213	MV	951	508	14	0	142	0	352	4	348
PCT9214	ED	640	166	0	0	55	0	111	4	107
PCT9214	MV	640	334	2	0	77	0	255	3	252
PCT9215	ED	652	194	3	0	65	0	126	2	124
PCT9215	MV	652	327	5	0	98	0	224	4	220
PCT9216	ED	845	246	0	0	80	0	166	2	164
PCT9216	MV	845	379	3	0	99	0	277	6	271
PCT9217	ED	698	194	0	0	54	0	140	2	138
PCT9217	MV	698	349	6	0	91	0	252	8	244
PCT9218	ED	841	249	1	0	76	0	172	2	170
PCT9218	MV	841	412	8	0	106	0	298	3	295
PCT9219	ED	802	242	-2	0	67	0	177	2	175
PCT9219	MV	802	399	9	0	93	0	297	3	294
PCT9221	ED	651	145	0	0	41	0	104	0	104
PCT9221	MV	651	399	4	0	99	0	296	3	293
PCT9222	ED	883	249	11	0	80	0	158	0	158
PCT9222	MV	883	449	9	0	114	0	326	4	322
PCT9223	ED	638	160	0	0	42	0	118	1	117
PCT9223	MV	638	338	7	0	98	0	233	2	231
PCT9224	ED	960	263	2	0	78	0	183	3	180
PCT9224	MV	960	506	18	0	129	0	359	7	352
PCT9225	ED	958	299	0	0	102	0	197	3	194
PCT9225	MV	958	469	5	0	131	0	333	6	327
PCT9226	ED	926	271	1	0	73	0	197	2	195
PCT9226	MV	926	486	8	0	129	0	349	6	343
PCT9227	ED	738	188	1	0	48	0	139	1	138
PCT9227	MV	738	404	8	1	82	0	313	2	311
PCT9228	ED	747	189	0	0	54	0	135	2	133
PCT9228	MV	747	424	4	1	99	0	320	9	311
PCT9229	ED	598	162	0	0	39	0	123	1	122
PCT9229	MV	598	316	4	0	72	0	240	3	237
PCT9231	ED	953	313	4	0	65	0	244	7	237
PCT9231	MV	953	488	3	0	106	0	379	3	376
PCT9232	ED	735	212	0	1	63	0	148	1	147
PCT9232	MV	735	396	2	0	70	0	324	7	317
PCT9233	ED	793	209	0	0	56	0	153	1	152
PCT9233	MV	793	434	6	0	106	0	322	4	318
PCT9234	ED	746	187	0	0	54	0	133	0	133
PCT9234	MV	746	438	13	0	101	0	324	2	322
PCT9235	ED	884	239	0	0	50	0	189	0	189
PCT9235	MV	884	488	7	0	124	0	357	3	354
PCT9236	ED	683	201	0	0	57	0	144	2	142
PCT9236	MV	683	358	8	0	84	0	266	3	263
PCT9237	ED	936	229	5	0	71	0	153	2	151
PCT9237	MV	936	539	4	1	132	0	402	4	398
PCT9238	ED	842	230	21	0	55	0	154	0	154
PCT9238	MV	842	456	5	0	121	0	330	7	323
PCT9239	ED	881	200	7	0	54	0	139	2	137
PCT9239	MV	881	499	9	0	139	0	351	3	348
PCT9241	ED	1005	255	2	0	76	0	177	1	176
PCT9241	MV	1005	578	11	0	123	0	444	2	442
PCT9242	ED	972	277	2	0	84	0	191	4	187
PCT9242	MV	972	513	9	0	122	0	382	3	379
PCT9243	ED	594	193	0	0	54	0	139	1	138
PCT9243	MV	594	307	0	0	63	0	244	2	242
PCT9244	ED	903	255	1	0	64	0	190	2	188
PCT9244	MV	903	485	6	0	114	0	365	4	361
PCT9245	ED	742	209	1	0	57	0	151	2	149
PCT9245	MV	742	375	7	1	76	0	291	2	289
PCT9246	ED	929	257	0	0	76	0	181	1	180
PCT9246	MV	929	528	10	0	137	0	381	2	379
PCT9247	ED	927	264	1	0	70	0	193	3	190
PCT9247	MV	927	515	6	0	120	0	389	5	384
PCT9248	ED	907	258	1	1	63	0	193	0	193
PCT9248	MV	907	487	5	0	125	0	357	4	353
PCT9249	ED	917	271	0	0	67	0	204	3	201
PCT9249	MV	917	495	12	0	98	0	385	4	381
PCT9251	ED	995	287	-1	0	89	0	199	3	196
PCT9251	MV	995	530	13	0	116	0	401	1	400
PCT9252	ED	944	219	0	0	56	0	163	0	163
PCT9252	MV	944	550	9	0	132	0	409	4	405
PCT9253	ED	772	187	1	1	42	0	143	3	140
PCT9253	MV	772	397	0	0	86	0	311	2	309
PCT9254	ED	935	230	0	0	48	0	182	3	179
PCT9254	MV	935	538	2	0	116	0	420	3	417
PCT9255	ED	553	183	1	0	38	0	144	1	143
PCT9255	MV	553	263	6	0	61	0	196	2	194
PCT9256	ED	474	130	0	0	20	0	110	1	109
PCT9256	MV	474	233	0	0	45	0	188	3	185
PCT9257	MV	321	235	4	0	37	0	194	6	188
PCT9258	ED	712	193	0	0	43	0	150	2	148
PCT9258	MV	712	373	3	0	77	0	293	6	287
PCT9401	ED	1012	293	-1	0	69	0	225	5	220
PCT9401	MV	1012	484	2	0	76	0	406	11	395
PCT9402	ED	977	290	0	0	77	0	213	3	210
PCT9402	MV	977	458	3	1	92	0	362	8	354
PCT9403	ED	897	240	2	0	53	0	185	4	181
PCT9403	MV	897	419	4	0	83	0	332	3	329
PCT9404	ED	930	200	0	0	48	0	152	4	148
PCT9404	MV	930	462	4	0	108	0	350	5	345
PCT9405	ED	786	210	8	0	42	0	160	9	151
PCT9405	MV	786	364	6	0	79	0	279	6	273
PCT9406	ED	868	244	-1	0	56	0	189	4	185
PCT9406	MV	868	421	10	0	72	0	339	5	334
PCT9407	ED	889	253	0	0	66	0	187	2	185
PCT9407	MV	889	409	1	0	103	0	305	9	296
PCT9408	ED	886	265	1	0	62	0	202	3	199
PCT9408	MV	886	415	7	0	78	0	330	7	323
PCT9409	ED	590	201	-1	0	34	0	168	2	166
PCT9409	MV	590	252	4	0	63	0	185	6	179
PCT9411	ED	956	271	2	0	68	0	201	2	199
PCT9411	MV	956	431	12	1	64	0	354	9	345
PCT9412	ED	848	245	0	0	58	0	187	7	180
PCT9412	MV	848	380	1	0	97	0	282	5	277
PCT9413	ED	894	229	-8	0	66	0	171	3	168
PCT9413	MV	894	461	5	0	118	0	338	7	331
PCT9414	ED	916	216	0	0	57	0	159	0	159
PCT9414	MV	916	463	4	0	106	0	353	7	346
PCT9415	ED	784	187	2	0	48	0	137	2	135
PCT9415	MV	784	392	7	0	90	0	295	7	288
PCT9416	ED	1008	282	12	0	67	0	203	3	200
PCT9416	MV	1008	480	1	0	116	0	363	5	358
PCT9417	ED	752	175	-1	0	39	0	137	3	134
PCT9417	MV	752	402	4	0	90	0	308	19	289
PCT9418	ED	790	211	0	0	46	0	165	1	164
PCT9418	MV	790	376	10	0	90	0	276	8	268
PCT9419	ED	924	222	2	0	63	0	157	0	157
PCT9419	MV	924	468	7	0	114	0	347	8	339
PCT9421	ED	906	238	1	0	68	0	169	2	167
PCT9421	MV	906	446	-6	1	130	0	321	5	316
PCT9422	ED	1056	283	2	0	70	0	211	4	207
PCT9422	MV	1056	513	8	0	108	0	397	8	389
PCT9423	ED	889	219	1	0	63	0	155	2	153
PCT9423	MV	889	440	2	0	85	0	353	11	342
PCT9424	ED	952	224	1	0	43	0	180	6	174
PCT9424	MV	952	496	6	0	94	0	396	7	389
PCT9425	ED	933	199	0	0	62	0	137	3	134
PCT9425	MV	933	465	-1	0	116	0	350	8	342
PCT9426	ED	823	198	0	0	63	0	135	2	133
PCT9426	MV	823	408	11	0	109	0	288	9	279
PCT9427	ED	948	210	5	0	52	0	153	6	147
PCT9427	MV	948	447	9	0	115	0	323	12	311
PCT9428	ED	961	183	2	0	61	0	120	7	113
PCT9428	MV	961	518	4	0	123	0	391	9	382
PCT9429	ED	899	228	3	0	65	0	160	3	157
PCT9429	MV	899	432	6	0	98	0	328	2	326
PCT9431	ED	973	235	22	0	37	0	176	2	174
PCT9431	MV	973	464	0	0	101	0	363	11	352
PCT9432	ED	945	214	2	0	54	0	158	3	155
PCT9432	MV	945	468	9	0	104	0	355	8	347
PCT9433	ED	945	195	-1	0	60	0	136	6	130
PCT9433	MV	945	487	8	0	115	0	364	2	362
PCT9434	ED	979	261	1	0	73	0	187	4	183
PCT9434	MV	979	481	5	0	129	0	347	5	342
