area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	068:Yes	069:No
ALLPCTS	TO	500516	372848	282	169	26332	346065	227250	118815
ALLPCTS	ED	500516	127886	68	72	9373	118373	76308	42065
ALLPCTS	MV	500516	244962	214	97	16959	227692	150942	76750
PCT1101	ED	553	126	0	0	6	120	80	40
PCT1101	MV	553	266	0	0	13	253	189	64
PCT1102	ED	995	266	0	0	12	254	156	98
PCT1102	MV	995	480	-2	0	33	449	264	185
PCT1103	ED	951	246	1	0	13	232	160	72
PCT1103	MV	951	445	-1	1	22	423	286	137
PCT1104	ED	993	249	-1	0	19	231	144	87
PCT1104	MV	993	414	-2	0	21	395	284	111
PCT1106	ED	765	191	0	0	15	176	109	67
PCT1106	MV	765	343	-1	0	18	326	220	106
PCT1107	ED	746	163	0	0	15	148	86	62
PCT1107	MV	746	336	5	0	30	301	201	100
PCT1108	ED	909	232	-1	0	18	215	139	76
PCT1108	MV	909	438	-1	0	35	404	283	121
PCT1109	ED	798	166	0	0	10	156	91	65
PCT1109	MV	798	365	-2	0	29	338	235	103
PCT1111	ED	1002	205	0	0	18	187	128	59
PCT1111	MV	1002	460	-3	0	36	427	318	109
PCT1112	ED	769	151	2	0	10	139	96	43
PCT1112	MV	769	344	-1	1	39	305	217	88
PCT1113	ED	746	135	0	0	14	121	78	43
PCT1113	MV	746	360	0	0	20	340	243	97
PCT1114	ED	957	226	-2	1	28	199	138	61
PCT1114	MV	957	404	0	0	33	371	240	131
PCT1115	ED	895	174	0	0	9	165	106	59
PCT1115	MV	895	371	-3	0	31	343	249	94
PCT1116	ED	895	225	1	0	21	203	129	74
PCT1116	MV	895	376	-2	0	32	346	234	112
PCT1117	ED	858	185	0	0	17	168	98	70
PCT1117	MV	858	357	1	0	28	328	225	103
PCT1118	ED	1043	213	0	1	15	197	127	70
PCT1118	MV	1043	476	-3	0	33	446	315	131
PCT1119	ED	791	165	0	0	11	154	95	59
PCT1119	MV	791	386	0	0	23	363	266	97
PCT1121	ED	691	160	0	0	15	145	89	56
PCT1121	MV	691	313	-1	0	31	283	202	81
PCT1122	ED	632	110	0	0	12	98	69	29
PCT1122	MV	632	310	-1	0	22	289	210	79
PCT1123	ED	915	179	0	1	7	171	108	63
PCT1123	MV	915	364	-1	1	33	331	232	99
PCT1124	ED	819	152	0	2	11	139	78	61
PCT1124	MV	819	302	-2	1	20	283	196	87
PCT1125	ED	1047	159	1	0	8	150	93	57
PCT1125	MV	1047	466	0	0	31	435	335	100
PCT1126	ED	922	191	0	0	14	177	103	74
PCT1126	MV	922	400	-2	1	22	379	260	119
PCT1127	ED	920	200	0	0	18	182	114	68
PCT1127	MV	920	382	-2	0	34	350	233	117
PCT1128	ED	838	154	0	0	17	137	97	40
PCT1128	MV	838	362	0	0	32	330	249	81
PCT1129	ED	980	227	1	0	22	204	132	72
PCT1129	MV	980	416	2	0	34	380	255	125
PCT1131	ED	797	132	0	0	18	114	71	43
PCT1131	MV	797	371	0	0	12	359	245	114
PCT1132	ED	969	179	2	0	18	159	100	59
PCT1132	MV	969	427	-1	0	30	398	275	123
PCT1133	ED	863	161	1	0	11	149	92	57
PCT1133	MV	863	410	0	0	29	381	245	136
PCT1134	ED	759	170	2	0	19	149	97	52
PCT1134	MV	759	318	-3	0	26	295	201	94
PCT1135	ED	540	87	1	0	9	77	51	26
PCT1135	MV	540	295	1	0	18	276	199	77
PCT1136	ED	829	144	0	0	6	138	87	51
PCT1136	MV	829	412	1	0	33	378	261	117
PCT1141	ED	1041	223	3	0	20	200	134	66
PCT1141	MV	1041	484	-1	0	24	461	332	129
PCT1142	ED	861	175	-1	0	14	162	106	56
PCT1142	MV	861	393	-2	0	36	359	251	108
PCT1143	ED	1034	229	1	0	11	217	151	66
PCT1143	MV	1034	440	1	0	30	409	295	114
PCT1144	ED	907	205	2	0	14	189	132	57
PCT1144	MV	907	387	0	1	35	351	259	92
PCT1145	ED	888	189	1	0	16	172	106	66
PCT1145	MV	888	461	-3	0	29	435	308	127
PCT1146	ED	1011	186	-1	0	8	179	118	61
PCT1146	MV	1011	454	0	0	27	427	294	133
PCT1147	ED	877	210	4	0	17	189	124	65
PCT1147	MV	877	396	2	0	30	364	248	116
PCT1148	ED	962	196	1	0	20	175	123	52
PCT1148	MV	962	444	0	1	38	405	279	126
PCT1149	ED	907	210	1	0	11	198	127	71
PCT1149	MV	907	407	-6	0	41	372	252	120
PCT1152	ED	864	198	-1	0	25	174	120	54
PCT1152	MV	864	388	0	0	27	361	263	98
PCT1153	ED	951	210	0	0	24	186	128	58
PCT1153	MV	951	415	-1	2	27	387	281	106
PCT7001	ED	776	176	0	0	14	162	105	57
PCT7001	MV	776	429	0	0	23	406	267	139
PCT7002	ED	706	176	1	0	15	160	105	55
PCT7002	MV	706	332	1	0	17	314	203	111
PCT7003	ED	884	238	0	0	19	219	126	93
PCT7003	MV	884	498	0	0	29	469	304	165
PCT7004	ED	881	241	1	0	17	223	144	79
PCT7004	MV	881	496	1	0	26	469	320	149
PCT7005	ED	847	253	1	0	6	246	186	60
PCT7005	MV	847	480	-1	0	26	455	278	177
PCT7006	ED	917	254	1	0	19	234	160	74
PCT7006	MV	917	442	1	0	22	419	284	135
PCT7007	ED	949	283	0	0	13	270	188	82
PCT7007	MV	949	516	-1	1	29	487	314	173
PCT7008	ED	932	264	-1	0	14	251	173	78
PCT7008	MV	932	546	2	0	37	507	326	181
PCT7009	ED	905	185	0	0	11	174	107	67
PCT7009	MV	905	513	0	0	30	483	310	173
PCT7011	ED	985	204	0	0	16	188	117	71
PCT7011	MV	985	294	-1	0	20	275	187	88
PCT7012	ED	1109	313	0	0	16	297	186	111
PCT7012	MV	1109	594	1	0	27	566	382	184
PCT7013	ED	956	267	0	0	14	253	164	89
PCT7013	MV	956	501	3	0	37	461	285	176
PCT7014	ED	1460	367	-2	0	17	352	223	129
PCT7014	MV	1460	802	0	1	46	755	516	239
PCT7015	MV	95	44	0	0	0	44	32	12
PCT7016	ED	918	171	1	0	23	147	86	61
PCT7016	MV	918	280	-1	1	13	267	195	72
PCT7017	ED	754	149	0	0	22	127	87	40
PCT7017	MV	754	252	2	0	20	230	152	78
PCT7018	ED	977	155	0	0	23	132	86	46
PCT7018	MV	977	448	-2	0	40	410	289	121
PCT7019	ED	899	182	4	0	18	160	106	54
PCT7019	MV	899	413	1	1	36	375	267	108
PCT7021	ED	947	184	0	0	17	167	118	49
PCT7021	MV	947	305	-1	0	26	280	205	75
PCT7022	ED	945	215	0	1	19	195	136	59
PCT7022	MV	945	352	0	1	32	319	212	107
PCT7023	ED	928	178	-1	0	18	161	108	53
PCT7023	MV	928	400	1	0	29	370	235	135
PCT7024	ED	414	70	0	0	5	65	32	33
PCT7024	MV	414	78	0	0	3	75	43	32
PCT7025	ED	477	85	0	1	10	74	38	36
PCT7025	MV	477	128	-1	0	9	120	68	52
PCT7026	ED	1011	149	0	0	14	135	84	51
PCT7026	MV	1011	455	0	1	29	425	310	115
PCT7027	ED	869	195	0	0	25	170	101	69
PCT7027	MV	869	353	-1	0	30	324	231	93
PCT7028	ED	850	213	-1	0	20	194	119	75
PCT7028	MV	850	282	0	0	24	258	167	91
PCT7029	ED	901	184	0	1	23	160	116	44
PCT7029	MV	901	251	0	0	24	227	150	77
PCT7030	ED	759	119	0	0	6	113	76	37
PCT7030	MV	759	357	0	1	14	342	253	89
PCT7031	ED	641	91	0	1	9	81	58	23
PCT7031	MV	641	309	-1	0	22	288	196	92
PCT7032	ED	904	173	1	0	16	156	101	55
PCT7032	MV	904	316	2	0	29	285	172	113
