area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	082:STEVEN C BAILEY	083:XAVIER BECERRA
PCT7706	MV	840	467	0	0	0	22	445	74	371
PCT7707	ED	857	240	1	0	0	9	230	34	196
PCT7707	MV	857	495	0	0	0	19	476	59	417
PCT7708	ED	871	205	0	0	0	13	192	29	163
PCT7708	MV	871	540	0	0	0	20	520	71	449
PCT7709	ED	391	102	0	0	0	4	98	16	82
PCT7709	MV	391	222	0	0	0	5	217	29	188
PCT7711	ED	766	197	0	0	0	11	186	21	165
PCT7711	MV	766	422	0	0	0	19	403	39	364
PCT7712	ED	529	148	0	0	0	3	145	15	130
PCT7712	MV	529	296	0	0	0	4	292	34	258
PCT7801	ED	1001	263	1	0	0	6	256	16	240
PCT7801	MV	1001	596	0	0	0	11	585	46	539
PCT7802	ED	788	229	0	0	0	11	218	12	206
PCT7802	MV	788	458	0	0	0	17	441	30	411
PCT7803	ED	828	173	0	0	0	6	167	11	156
PCT7803	MV	828	552	0	0	0	16	536	44	492
PCT7804	ED	893	257	0	0	0	7	250	10	240
PCT7804	MV	893	533	0	0	0	17	516	30	486
PCT7805	ED	825	226	0	0	0	10	216	5	211
PCT7805	MV	825	484	0	0	0	16	468	30	438
PCT7806	ED	716	207	2	0	0	3	202	11	191
PCT7806	MV	716	406	0	0	0	16	390	19	371
PCT7807	ED	844	276	0	0	0	9	267	7	260
PCT7807	MV	844	417	0	0	1	12	404	13	391
PCT7808	ED	655	211	0	0	0	9	202	11	191
PCT7808	MV	655	333	0	0	0	7	326	14	312
PCT7809	ED	781	237	0	0	0	10	227	13	214
PCT7809	MV	781	405	0	0	0	11	394	15	379
PCT7811	ED	783	249	0	0	0	4	245	16	229
PCT7811	MV	783	404	0	0	0	8	396	24	372
PCT7812	ED	877	256	0	0	0	16	240	22	218
PCT7812	MV	877	454	0	0	0	20	434	20	414
PCT7813	ED	1064	308	1	0	0	7	300	13	287
PCT7813	MV	1064	585	0	0	0	20	565	22	543
PCT7814	ED	936	227	0	0	0	17	210	20	190
PCT7814	MV	936	340	0	0	1	14	325	25	300
PCT7815	ED	954	238	0	0	0	7	231	13	218
PCT7815	MV	954	573	0	0	0	13	560	28	532
PCT7816	ED	865	235	0	0	0	11	224	10	214
PCT7816	MV	865	531	1	0	0	14	516	20	496
PCT7817	ED	823	276	0	0	0	14	262	7	255
PCT7817	MV	823	439	0	0	0	14	425	15	410
PCT7818	ED	860	232	0	0	0	11	221	6	215
PCT7818	MV	860	452	2	0	0	11	439	12	427
PCT7819	ED	793	191	0	0	0	8	183	15	168
PCT7819	MV	793	420	0	0	0	10	410	28	382
PCT7821	ED	985	247	0	0	0	13	234	14	220
PCT7821	MV	985	629	0	0	0	13	616	38	578
PCT7822	ED	908	275	0	0	0	6	269	20	249
PCT7822	MV	908	479	0	0	0	18	461	30	431
PCT7823	ED	879	269	6	0	0	6	257	5	252
PCT7823	MV	879	501	0	0	0	16	485	25	460
PCT7824	ED	768	246	0	0	0	7	239	13	226
PCT7824	MV	768	383	0	0	0	19	364	22	342
PCT7825	ED	597	191	0	0	0	8	183	15	168
PCT7825	MV	597	302	0	0	0	5	297	14	283
PCT7826	ED	684	258	0	0	0	10	248	11	237
PCT7826	MV	684	319	0	0	0	11	308	15	293
PCT7827	ED	831	261	0	0	0	8	253	12	241
PCT7827	MV	831	361	0	0	0	11	350	27	323
PCT7828	ED	1018	260	0	0	0	7	253	21	232
PCT7828	MV	1018	549	0	0	0	22	527	36	491
PCT7829	ED	907	237	1	0	1	9	226	19	207
PCT7829	MV	907	557	0	0	0	14	543	46	497
PCT7831	ED	882	233	0	0	0	6	227	12	215
PCT7831	MV	882	544	0	0	0	10	534	27	507
PCT7832	ED	780	187	0	0	0	4	183	9	174
PCT7832	MV	780	487	0	0	0	14	473	27	446
PCT7833	ED	747	230	0	0	1	12	217	9	208
PCT7833	MV	747	412	0	0	0	14	398	20	378
PCT7834	ED	867	276	0	0	0	14	262	17	245
PCT7834	MV	867	438	0	0	0	13	425	12	413
PCT7835	ED	847	209	0	0	0	8	201	19	182
PCT7835	MV	847	505	1	0	0	12	492	44	448
PCT7836	ED	1023	259	0	0	0	13	246	20	226
PCT7836	MV	1023	623	0	0	0	22	601	56	545
PCT7837	ED	911	259	0	0	0	4	255	17	238
PCT7837	MV	911	509	2	0	0	19	488	42	446
PCT7838	ED	926	239	0	0	0	9	230	13	217
PCT7838	MV	926	545	0	0	0	16	529	32	497
PCT7839	ED	842	205	0	0	0	9	196	13	183
PCT7839	MV	842	515	0	0	0	16	499	37	462
PCT7841	ED	937	290	0	0	0	12	278	14	264
PCT7841	MV	937	526	0	0	0	16	510	23	487
PCT7842	ED	903	283	0	0	0	11	272	14	258
PCT7842	MV	903	434	0	0	0	15	419	26	393
PCT7843	ED	767	231	0	0	0	10	221	9	212
PCT7843	MV	767	380	0	0	0	9	371	20	351
PCT7844	ED	663	196	0	0	0	9	187	11	176
PCT7844	MV	663	329	0	0	0	8	321	22	299
PCT7845	ED	849	241	0	0	0	11	230	23	207
PCT7845	MV	849	469	0	0	0	12	457	22	435
PCT7846	ED	904	259	0	0	0	8	251	23	228
PCT7846	MV	904	509	0	0	0	19	490	51	439
PCT7847	ED	929	261	0	0	0	11	250	24	226
PCT7847	MV	929	529	0	0	0	26	503	24	479
PCT7848	ED	834	232	0	0	0	10	222	23	199
PCT7848	MV	834	491	0	0	0	12	479	25	454
PCT7849	ED	929	263	0	0	0	10	253	13	240
PCT7849	MV	929	522	0	0	0	16	506	29	477
PCT7851	ED	513	136	0	0	0	5	131	22	109
PCT7851	MV	513	298	0	0	0	17	281	36	245
PCT7852	ED	647	143	0	0	0	5	138	18	120
PCT7852	MV	647	394	0	0	0	16	378	41	337
PCT7853	ED	850	214	0	0	0	8	206	16	190
PCT7853	MV	850	479	0	0	0	16	463	39	424
PCT7854	ED	894	247	0	0	0	11	236	18	218
PCT7854	MV	894	500	0	0	0	32	468	30	438
PCT7855	ED	986	299	0	0	0	13	286	14	272
PCT7855	MV	986	521	0	0	0	21	500	41	459
PCT7856	ED	800	265	0	0	0	5	260	10	250
PCT7856	MV	800	425	0	0	0	20	405	22	383
PCT7857	ED	933	275	0	0	0	10	265	8	257
PCT7857	MV	933	517	0	0	0	24	493	35	458
PCT7858	ED	775	244	0	0	0	10	234	15	219
PCT7858	MV	775	394	0	0	0	18	376	16	360
PCT7859	ED	891	249	0	0	0	8	241	11	230
PCT7859	MV	891	513	0	0	0	16	497	41	456
PCT7861	ED	859	217	0	0	0	10	207	20	187
PCT7861	MV	859	510	0	0	0	16	494	43	451
PCT7862	ED	866	301	0	0	0	11	290	19	271
PCT7862	MV	866	472	0	0	0	11	461	38	423
PCT7863	ED	907	310	0	0	0	13	297	20	277
PCT7863	MV	907	440	0	0	0	16	424	25	399
PCT7864	ED	807	232	0	0	0	9	223	12	211
PCT7864	MV	807	426	0	0	0	7	419	32	387
PCT7865	ED	823	241	0	0	0	10	231	16	215
PCT7865	MV	823	463	0	0	0	12	451	37	414
PCT7866	ED	836	209	0	0	0	9	200	31	169
PCT7866	MV	836	491	0	0	1	18	472	85	387
PCT7867	ED	955	266	0	0	0	19	247	21	226
PCT7867	MV	955	510	0	0	0	18	492	52	440
PCT7868	ED	881	242	0	0	0	5	237	18	219
PCT7868	MV	881	449	1	0	0	15	433	46	387
PCT7869	ED	867	239	0	0	0	6	233	13	220
PCT7869	MV	867	489	0	0	0	11	478	30	448
PCT7871	ED	900	259	0	0	0	11	248	18	230
PCT7871	MV	900	502	2	0	0	13	487	32	455
PCT7872	ED	862	287	0	0	0	15	272	12	260
PCT7872	MV	862	472	0	0	0	22	450	28	422
PCT7873	ED	861	257	0	0	0	4	253	15	238
PCT7873	MV	861	501	0	0	0	15	486	28	458
PCT7874	ED	477	137	0	0	0	7	130	16	114
PCT7874	MV	477	255	1	0	0	10	244	17	227
PCT7875	ED	623	180	0	0	0	9	171	20	151
PCT7875	MV	623	285	0	0	0	17	268	28	240
PCT7876	ED	498	154	10	0	0	12	132	8	124
PCT7876	MV	498	269	0	0	0	12	257	4	253
PCT7901	ED	522	135	0	0	1	10	124	10	114
PCT7901	MV	522	198	0	0	0	12	186	10	176
PCT7902	ED	968	258	0	0	0	9	249	21	228
PCT7902	MV	968	401	0	0	0	15	386	27	359
PCT7903	ED	840	201	0	0	0	13	188	14	174
PCT7903	MV	840	350	0	0	0	16	334	24	310
PCT7904	ED	877	210	0	0	0	10	200	16	184
PCT7904	MV	877	403	0	0	0	19	384	29	355
PCT7905	ED	851	253	0	0	0	5	248	20	228
PCT7905	MV	851	409	1	0	0	14	394	34	360
PCT7906	ED	787	244	0	0	0	7	237	9	228
PCT7906	MV	787	335	0	0	0	11	324	20	304
PCT7907	ED	950	278	0	0	0	14	264	16	248
PCT7907	MV	950	425	0	0	1	17	407	20	387
PCT7908	ED	949	283	0	0	1	19	263	22	241
PCT7908	MV	949	408	0	0	0	30	378	31	347
PCT7909	ED	733	251	0	0	0	10	241	12	229
PCT7909	MV	733	303	0	0	0	6	297	11	286
PCT7911	ED	860	244	0	0	0	7	237	16	221
PCT7911	MV	860	395	0	0	0	17	378	20	358
PCT7912	ED	1065	290	0	0	0	20	270	14	256
PCT7912	MV	1065	463	0	0	0	19	444	21	423
PCT7913	ED	913	312	0	0	0	12	300	22	278
PCT7913	MV	913	378	0	0	0	13	365	24	341
PCT7914	ED	883	278	0	0	0	14	264	9	255
PCT7914	MV	883	425	0	0	0	15	410	20	390
PCT7915	ED	831	265	0	0	0	8	257	11	246
PCT7915	MV	831	351	0	0	1	9	341	18	323
PCT7916	ED	888	283	0	0	0	8	275	18	257
PCT7916	MV	888	421	0	0	0	3	418	26	392
PCT7917	ED	1015	312	0	0	0	14	298	12	286
PCT7917	MV	1015	428	0	0	0	7	421	25	396
PCT7918	ED	836	253	0	0	0	19	234	5	229
PCT7918	MV	836	379	0	0	0	7	372	16	356
PCT7919	ED	895	308	0	0	0	10	298	14	284
PCT7919	MV	895	376	0	0	0	10	366	18	348
PCT7921	ED	917	231	0	0	0	17	214	12	202
PCT7921	MV	917	366	0	0	0	13	353	37	316
PCT7922	ED	831	250	0	0	0	9	241	5	236
PCT7922	MV	831	383	0	0	0	13	370	21	349
PCT7923	ED	885	262	0	0	0	6	256	17	239
PCT7923	MV	885	403	0	0	0	15	388	20	368
PCT7924	ED	842	238	0	0	0	11	227	7	220
PCT7924	MV	842	382	0	0	0	13	369	38	331
PCT7925	ED	567	156	0	0	0	3	153	6	147
PCT7925	MV	567	293	0	0	0	9	284	16	268
PCT7926	ED	795	229	0	0	0	6	223	14	209
PCT7926	MV	795	390	0	0	0	8	382	18	364
PCT7927	ED	747	241	0	0	0	11	230	12	218
PCT7927	MV	747	392	0	0	0	10	382	20	362
PCT7928	ED	931	284	0	0	0	5	279	7	272
PCT7928	MV	931	489	0	0	0	12	477	33	444
PCT7929	ED	864	248	0	0	0	9	239	10	229
PCT7929	MV	864	509	1	0	0	18	490	23	467
PCT7931	ED	738	219	0	0	0	6	213	8	205
PCT7931	MV	738	408	0	0	0	15	393	17	376
PCT7932	ED	551	157	1	0	0	10	146	10	136
PCT7932	MV	551	285	0	0	0	9	276	20	256
PCT7933	MV	6	4	0	0	0	0	4	0	4
PCT7934	ED	890	250	0	0	0	11	239	11	228
PCT7934	MV	890	472	0	0	0	16	456	21	435
PCT7935	ED	970	305	0	0	0	7	298	17	281
PCT7935	MV	970	519	0	0	0	15	504	26	478
PCT7936	ED	856	287	0	0	0	12	275	14	261
PCT7936	MV	856	428	0	0	0	12	416	18	398
PCT7937	ED	886	267	0	0	0	14	253	12	241
PCT7937	MV	886	434	0	0	0	17	417	29	388
PCT7938	ED	788	213	0	0	0	8	205	17	188
PCT7938	MV	788	337	0	0	0	13	324	21	303
PCT7939	ED	688	253	0	0	0	4	249	10	239
PCT7939	MV	688	326	0	0	1	14	311	14	297
PCT7941	ED	751	218	0	0	0	7	211	9	202
PCT7941	MV	751	348	0	0	0	11	337	14	323
PCT7942	ED	914	257	1	0	0	10	246	22	224
PCT7942	MV	914	412	0	0	0	21	391	40	351
PCT7943	ED	872	257	4	0	0	10	243	20	223
PCT7943	MV	872	439	0	0	0	23	416	50	366
PCT7944	ED	801	243	0	0	0	7	236	7	229
PCT7944	MV	801	381	0	0	1	7	373	24	349
PCT7945	ED	915	186	0	0	0	11	175	14	161
PCT7945	MV	915	412	0	0	0	20	392	38	354
PCT7946	ED	945	183	0	0	0	15	168	23	145
PCT7946	MV	945	451	0	0	0	33	418	75	343
PCT7947	ED	946	182	0	0	0	18	164	22	142
PCT7947	MV	946	430	0	0	0	46	384	71	313
PCT7948	ED	928	209	0	0	0	10	199	21	178
PCT7948	MV	928	422	0	0	1	36	385	67	318
PCT7949	ED	569	100	0	0	0	8	92	21	71
PCT7949	MV	569	292	0	0	1	26	265	70	195
PCT7951	ED	854	166	0	0	0	14	152	21	131
PCT7951	MV	854	424	0	0	0	25	399	114	285
PCT7952	ED	866	167	0	0	0	11	156	35	121
PCT7952	MV	866	359	0	0	0	29	330	50	280
PCT7953	ED	824	186	2	0	0	11	173	28	145
PCT7953	MV	824	402	0	0	0	29	373	84	289
PCT7955	ED	902	199	0	0	1	14	184	34	150
PCT7955	MV	902	434	0	0	0	34	400	86	314
PCT7956	ED	823	136	0	0	0	14	122	28	94
PCT7956	MV	823	353	0	0	0	26	327	87	240
PCT7957	ED	646	147	0	0	0	12	135	15	120
PCT7957	MV	646	298	0	0	0	14	284	41	243
PCT7958	MV	290	141	0	0	1	11	129	26	103
PCT7959	ED	727	157	0	0	0	6	151	10	141
PCT7959	MV	727	326	0	0	0	14	312	17	295
PCT9001	MV	273	142	0	0	0	6	136	21	115
PCT9101	ED	888	260	0	0	0	8	252	38	214
PCT9101	MV	888	438	0	0	0	26	412	87	325
PCT9102	ED	985	257	0	0	0	11	246	49	197
PCT9102	MV	985	471	0	0	1	24	446	89	357
PCT9103	ED	954	272	0	0	0	14	258	53	205
PCT9103	MV	954	431	0	0	0	37	394	65	329
PCT9104	ED	988	239	0	0	0	18	221	32	189
PCT9104	MV	988	465	0	0	0	27	438	79	359
PCT9105	ED	919	247	0	0	0	15	232	35	197
PCT9105	MV	919	488	0	0	0	36	452	68	384
PCT9106	ED	937	268	1	0	0	15	252	34	218
PCT9106	MV	937	497	0	0	0	28	469	65	404
PCT9107	ED	849	218	0	0	0	8	210	33	177
PCT9107	MV	849	372	0	0	0	19	353	59	294
PCT9108	ED	790	246	0	0	0	11	235	25	210
PCT9108	MV	790	373	1	0	0	22	350	50	300
PCT9109	ED	884	263	0	0	0	14	249	38	211
PCT9109	MV	884	427	0	0	0	29	398	42	356
PCT9111	ED	779	229	0	0	0	11	218	29	189
PCT9111	MV	779	346	0	0	0	25	321	52	269
PCT9112	ED	976	284	0	0	0	19	265	35	230
PCT9112	MV	976	467	0	0	0	29	438	50	388
PCT9113	ED	999	310	0	0	0	12	298	39	259
PCT9113	MV	999	505	0	0	0	31	474	66	408
PCT9114	ED	877	263	0	0	0	12	251	25	226
PCT9114	MV	877	405	0	0	0	21	384	55	329
PCT9115	ED	911	258	0	0	0	20	238	22	216
PCT9115	MV	911	429	0	0	0	25	404	48	356
PCT9116	ED	944	281	1	0	0	10	270	43	227
PCT9116	MV	944	473	0	0	0	23	450	59	391
PCT9117	ED	783	222	0	0	0	7	215	33	182
PCT9117	MV	783	398	0	0	0	25	373	56	317
PCT9118	ED	974	286	0	0	0	18	268	45	223
PCT9118	MV	974	426	0	0	0	35	391	74	317
PCT9119	ED	891	237	0	0	0	18	219	36	183
PCT9119	MV	891	446	0	0	0	25	421	79	342
PCT9121	ED	930	256	0	0	0	11	245	47	198
PCT9121	MV	930	434	0	0	0	27	407	66	341
PCT9122	ED	953	208	0	0	0	16	192	27	165
PCT9122	MV	953	454	0	0	0	26	428	90	338
PCT9123	ED	858	231	0	0	0	14	217	47	170
PCT9123	MV	858	418	0	0	0	21	397	81	316
PCT9124	ED	874	201	0	0	1	10	190	23	167
PCT9124	MV	874	438	0	0	0	34	404	88	316
PCT9125	ED	861	210	0	0	0	15	195	22	173
PCT9125	MV	861	437	0	0	0	28	409	60	349
PCT9126	ED	1015	245	0	0	0	15	230	39	191
PCT9126	MV	1015	533	0	0	0	42	491	96	395
PCT9127	ED	960	269	0	0	0	21	248	34	214
PCT9127	MV	960	498	0	0	1	31	466	74	392
PCT9128	ED	828	248	0	0	0	10	238	28	210
PCT9128	MV	828	412	0	0	0	14	398	78	320
PCT9129	ED	741	243	0	0	0	12	231	31	200
PCT9129	MV	741	348	0	0	0	20	328	44	284
PCT9131	ED	759	192	0	0	0	13	179	24	155
PCT9131	MV	759	403	0	0	0	13	390	65	325
PCT9132	ED	837	248	0	0	0	10	238	24	214
PCT9132	MV	837	371	0	0	0	19	352	39	313
PCT9133	ED	1021	270	0	0	0	12	258	25	233
PCT9133	MV	1021	503	0	0	0	26	477	64	413
PCT9134	ED	893	210	0	0	0	17	193	23	170
PCT9134	MV	893	469	0	0	0	26	443	58	385
PCT9135	ED	808	214	0	0	0	15	199	40	159
PCT9135	MV	808	389	0	0	0	21	368	87	281
PCT9136	ED	929	253	0	0	0	16	237	22	215
PCT9136	MV	929	439	0	0	0	31	408	60	348
PCT9137	ED	1006	259	0	0	0	15	244	54	190
PCT9137	MV	1006	467	0	0	0	22	445	80	365
PCT9138	ED	943	226	1	0	0	16	209	29	180
PCT9138	MV	943	476	1	0	0	22	453	88	365
PCT9139	ED	975	243	0	0	0	13	230	43	187
PCT9139	MV	975	510	0	0	0	33	477	117	360
PCT9141	ED	953	251	0	0	0	19	232	39	193
PCT9141	MV	953	477	0	0	0	33	444	81	363
PCT9142	ED	966	275	0	0	0	19	256	27	229
PCT9142	MV	966	459	0	0	0	23	436	53	383
PCT9143	ED	920	251	0	0	0	17	234	32	202
PCT9143	MV	920	463	0	0	1	31	431	87	344
PCT9144	ED	962	291	0	0	0	13	278	41	237
PCT9144	MV	962	482	0	0	0	27	455	79	376
PCT9145	ED	861	249	1	0	0	19	229	31	198
PCT9145	MV	861	423	0	0	1	12	410	56	354
PCT9146	ED	885	245	0	0	0	17	228	30	198
PCT9146	MV	885	464	0	0	0	18	446	45	401
PCT9147	ED	971	280	0	0	0	30	250	24	226
PCT9147	MV	971	492	0	0	0	19	473	59	414
PCT9148	ED	1034	322	0	0	0	12	310	33	277
PCT9148	MV	1034	513	0	0	0	20	493	45	448
PCT9149	ED	948	263	0	0	0	13	250	22	228
PCT9149	MV	948	478	0	0	0	13	465	54	411
PCT9151	ED	872	226	0	0	0	8	218	25	193
PCT9151	MV	872	418	0	0	0	11	407	52	355
PCT9152	ED	721	269	0	0	0	12	257	23	234
PCT9152	MV	721	279	0	0	0	9	270	25	245
PCT9201	ED	1004	298	0	0	0	5	293	30	263
PCT9201	MV	1004	475	0	0	0	15	460	51	409
PCT9202	ED	971	294	0	0	0	13	281	41	240
PCT9202	MV	971	426	0	0	0	17	409	54	355
PCT9203	ED	1002	239	0	0	0	17	222	69	153
PCT9203	MV	1002	536	0	0	0	31	505	134	371
PCT9204	ED	873	273	0	0	0	22	251	76	175
PCT9204	MV	873	393	0	0	0	22	371	107	264
PCT9205	ED	728	208	0	0	0	12	196	38	158
PCT9205	MV	728	376	0	0	1	18	357	43	314
PCT9206	ED	931	246	0	0	0	14	232	68	164
PCT9206	MV	931	479	0	0	0	25	454	130	324
PCT9207	ED	981	261	0	0	0	19	242	62	180
PCT9207	MV	981	502	0	0	0	36	466	113	353
PCT9208	ED	1002	286	0	0	0	15	271	69	202
PCT9208	MV	1002	491	0	0	0	32	459	91	368
PCT9209	ED	711	244	0	0	0	14	230	53	177
PCT9209	MV	711	327	0	0	0	18	309	77	232
PCT9211	ED	889	234	0	0	0	15	219	34	185
PCT9211	MV	889	432	0	0	0	25	407	76	331
PCT9212	ED	803	233	0	0	0	17	216	36	180
PCT9212	MV	803	400	0	0	0	20	380	64	316
PCT9213	ED	951	264	0	0	0	19	245	38	207
PCT9213	MV	951	507	0	0	0	27	480	85	395
PCT9214	ED	640	166	0	0	0	10	156	40	116
PCT9214	MV	640	334	0	0	0	15	319	80	239
PCT9215	ED	652	192	0	0	0	13	179	56	123
PCT9215	MV	652	327	0	0	0	18	309	60	249
PCT9216	ED	845	245	0	0	0	13	232	42	190
PCT9216	MV	845	379	0	0	0	26	353	66	287
PCT9217	ED	698	193	0	0	0	13	180	42	138
PCT9217	MV	698	349	0	0	0	29	320	69	251
PCT9218	ED	841	247	0	0	0	13	234	56	178
PCT9218	MV	841	412	0	0	0	28	384	95	289
PCT9219	ED	802	240	0	0	0	16	224	35	189
PCT9219	MV	802	399	0	0	1	13	385	63	322
PCT9221	ED	651	145	0	0	0	8	137	32	105
PCT9221	MV	651	399	0	0	0	20	379	108	271
PCT9222	ED	883	248	0	0	0	27	221	41	180
PCT9222	MV	883	449	0	0	0	20	429	104	325
PCT9223	ED	638	160	0	0	0	10	150	33	117
PCT9223	MV	638	338	0	0	0	21	317	71	246
PCT9224	ED	960	262	0	0	0	19	243	66	177
PCT9224	MV	960	506	0	0	0	32	474	104	370
PCT9225	ED	958	296	0	0	0	15	281	59	222
PCT9225	MV	958	469	0	0	0	27	442	81	361
PCT9226	ED	926	270	0	0	0	23	247	56	191
PCT9226	MV	926	486	0	0	0	28	458	88	370
PCT9227	ED	738	188	0	0	0	9	179	38	141
PCT9227	MV	738	404	0	0	0	17	387	94	293
PCT9228	ED	747	189	0	0	0	13	176	37	139
PCT9228	MV	747	424	0	0	0	24	400	90	310
PCT9229	ED	598	162	0	0	0	9	153	30	123
PCT9229	MV	598	316	0	0	0	14	302	59	243
PCT9231	ED	953	313	0	0	0	11	302	28	274
PCT9231	MV	953	488	0	0	0	30	458	55	403
PCT9232	ED	735	212	0	0	0	15	197	34	163
PCT9232	MV	735	396	0	0	0	15	381	58	323
PCT9233	ED	793	208	0	0	0	13	195	40	155
PCT9233	MV	793	434	0	0	0	30	404	95	309
PCT9234	ED	746	187	0	0	0	13	174	28	146
PCT9234	MV	746	438	0	0	0	16	422	87	335
PCT9235	ED	884	239	0	0	0	10	229	44	185
PCT9235	MV	884	488	0	0	0	23	465	115	350
PCT9236	ED	683	200	0	0	0	8	192	41	151
PCT9236	MV	683	358	0	0	0	23	335	49	286
PCT9237	ED	936	225	0	0	0	14	211	42	169
PCT9237	MV	936	539	0	0	0	35	504	81	423
PCT9238	ED	842	230	0	0	0	18	212	48	164
PCT9238	MV	842	456	0	0	0	30	426	103	323
PCT9239	ED	881	198	0	0	0	13	185	43	142
PCT9239	MV	881	499	0	0	0	25	474	93	381
PCT9241	ED	1005	254	0	0	0	19	235	43	192
PCT9241	MV	1005	578	0	0	1	24	553	82	471
PCT9242	ED	972	276	0	0	0	18	258	51	207
PCT9242	MV	972	513	0	0	0	20	493	75	418
PCT9243	ED	594	191	0	0	0	12	179	32	147
PCT9243	MV	594	307	0	0	0	12	295	34	261
PCT9244	ED	903	254	0	0	0	10	244	26	218
PCT9244	MV	903	485	0	0	0	28	457	39	418
PCT9245	ED	742	208	0	0	0	10	198	27	171
PCT9245	MV	742	375	0	0	0	22	353	38	315
PCT9246	ED	929	254	0	0	0	14	240	36	204
PCT9246	MV	929	528	0	0	0	25	503	77	426
PCT9247	ED	927	263	0	0	0	15	248	38	210
PCT9247	MV	927	515	0	0	0	12	503	79	424
PCT9248	ED	907	257	0	0	0	9	248	30	218
PCT9248	MV	907	485	0	0	0	20	465	60	405
PCT9249	ED	917	271	0	0	0	17	254	30	224
PCT9249	MV	917	494	0	0	0	25	469	79	390
PCT9251	ED	995	286	0	0	0	20	266	35	231
PCT9251	MV	995	530	0	0	0	25	505	77	428
PCT9252	ED	944	218	0	0	1	13	204	31	173
PCT9252	MV	944	550	0	0	0	30	520	89	431
PCT9253	ED	772	187	0	0	0	16	171	36	135
PCT9253	MV	772	397	0	0	0	17	380	74	306
PCT9254	ED	935	230	0	0	0	10	220	25	195
PCT9254	MV	935	538	0	0	0	22	516	55	461
PCT9255	ED	553	182	0	0	0	13	169	21	148
PCT9255	MV	553	263	0	0	0	14	249	21	228
PCT9256	ED	474	128	0	0	0	5	123	9	114
PCT9256	MV	474	233	0	0	0	7	226	20	206
PCT9257	MV	321	235	0	0	0	7	228	13	215
PCT9258	ED	712	192	0	0	0	7	185	17	168
PCT9258	MV	712	373	0	0	0	17	356	54	302
PCT9401	ED	1012	293	0	0	0	17	276	23	253
PCT9401	MV	1012	483	0	0	0	24	459	52	407
PCT9402	ED	977	288	0	0	0	26	262	29	233
PCT9402	MV	977	458	0	0	0	33	425	61	364
PCT9403	ED	897	239	0	0	0	12	227	37	190
PCT9403	MV	897	419	0	0	0	29	390	71	319
PCT9404	ED	930	200	0	0	0	22	178	21	157
PCT9404	MV	930	462	0	0	0	33	429	88	341
PCT9405	ED	786	210	0	0	0	9	201	47	154
PCT9405	MV	786	364	0	0	0	28	336	62	274
PCT9406	ED	868	244	0	0	0	14	230	49	181
PCT9406	MV	868	421	0	0	0	26	395	62	333
PCT9407	ED	889	253	0	0	0	12	241	38	203
PCT9407	MV	889	409	0	0	0	25	384	54	330
PCT9408	ED	886	265	0	0	0	15	250	34	216
PCT9408	MV	886	415	0	0	0	24	391	40	351
PCT9409	ED	590	201	0	0	0	6	195	14	181
PCT9409	MV	590	252	0	0	0	14	238	29	209
PCT9411	ED	956	270	0	0	0	12	258	20	238
PCT9411	MV	956	430	0	0	0	18	412	43	369
PCT9412	ED	848	245	0	0	0	16	229	29	200
PCT9412	MV	848	380	0	0	0	38	342	61	281
PCT9413	ED	894	229	0	0	0	17	212	31	181
PCT9413	MV	894	461	0	0	0	36	425	81	344
PCT9414	ED	916	216	0	0	0	10	206	39	167
PCT9414	MV	916	463	0	0	0	32	431	73	358
PCT9415	ED	784	187	0	0	0	14	173	35	138
PCT9415	MV	784	391	0	0	0	27	364	82	282
PCT9416	ED	1008	280	1	0	0	18	261	41	220
PCT9416	MV	1008	480	1	0	0	38	441	55	386
PCT9417	ED	752	175	0	0	0	16	159	31	128
PCT9417	MV	752	402	0	0	0	34	368	75	293
PCT9418	ED	790	211	0	0	0	24	187	36	151
PCT9418	MV	790	376	0	0	0	42	334	96	238
PCT9419	ED	924	222	0	0	1	19	202	55	147
PCT9419	MV	924	468	0	0	0	36	432	126	306
PCT9421	ED	906	237	0	0	0	20	217	44	173
PCT9421	MV	906	446	0	0	0	50	396	90	306
PCT9422	ED	1056	283	0	0	0	22	261	56	205
PCT9422	MV	1056	513	0	0	0	34	479	122	357
PCT9423	ED	889	219	0	0	0	17	202	33	169
PCT9423	MV	889	440	0	0	0	31	409	64	345
PCT9424	ED	952	224	0	0	1	21	202	36	166
PCT9424	MV	952	496	0	0	0	42	454	107	347
PCT9425	ED	933	199	0	0	0	17	182	26	156
PCT9425	MV	933	465	0	0	1	51	413	108	305
PCT9426	ED	823	198	0	0	0	19	179	28	151
PCT9426	MV	823	408	0	0	0	53	355	90	265
PCT9427	ED	948	210	0	0	0	25	185	44	141
PCT9427	MV	948	447	0	0	0	44	403	120	283
PCT9428	ED	961	183	0	0	0	15	168	33	135
PCT9428	MV	961	518	0	0	0	34	484	100	384
PCT9429	ED	899	228	1	0	0	17	210	54	156
PCT9429	MV	899	432	0	0	0	33	399	86	313
PCT9431	ED	973	235	0	0	0	15	220	37	183
PCT9431	MV	973	464	0	0	0	28	436	112	324
PCT9432	ED	945	214	0	0	0	19	195	30	165
PCT9432	MV	945	468	0	0	0	42	426	95	331
PCT9433	ED	945	195	0	0	0	15	180	42	138
PCT9433	MV	945	487	0	0	0	42	445	99	346
PCT9434	ED	979	260	0	0	0	21	239	39	200
