area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	082:STEVEN C BAILEY	083:XAVIER BECERRA
PCT9434	MV	979	481	1	0	0	43	437	90	347
PCT9435	ED	969	251	0	0	0	21	230	43	187
PCT9435	MV	969	448	0	0	0	45	403	86	317
PCT9436	ED	1006	231	0	0	0	18	213	43	170
PCT9436	MV	1006	495	0	0	0	41	454	119	335
PCT9437	ED	897	219	0	0	0	18	201	32	169
PCT9437	MV	897	435	0	0	0	33	402	116	286
PCT9438	ED	948	202	0	0	0	20	182	36	146
PCT9438	MV	948	496	0	0	0	27	469	119	350
PCT9439	ED	879	173	0	0	0	11	162	34	128
PCT9439	MV	879	425	0	0	0	41	384	92	292
PCT9441	ED	980	261	0	0	0	17	244	34	210
PCT9441	MV	980	462	0	0	0	40	422	90	332
PCT9442	ED	1008	280	0	0	0	11	269	44	225
PCT9442	MV	1008	461	0	0	0	34	427	103	324
PCT9443	ED	937	219	1	0	0	16	202	32	170
PCT9443	MV	937	442	0	0	0	25	417	80	337
PCT9444	ED	937	190	1	0	0	13	176	42	134
PCT9444	MV	937	442	0	0	1	37	404	108	296
PCT9445	ED	981	230	0	0	0	7	223	43	180
PCT9445	MV	981	493	0	0	0	43	450	97	353
PCT9446	ED	1090	240	0	0	0	15	225	36	189
PCT9446	MV	1090	564	0	0	0	46	518	135	383
PCT9447	ED	906	236	0	0	0	13	223	38	185
PCT9447	MV	906	448	0	0	0	27	421	94	327
PCT9448	ED	909	232	0	0	0	13	219	36	183
PCT9448	MV	909	429	0	0	0	34	395	82	313
PCT9449	ED	830	177	2	0	0	16	159	29	130
PCT9449	MV	830	428	0	0	0	34	394	93	301
PCT9451	ED	420	97	0	0	0	12	85	19	66
PCT9451	MV	420	218	0	0	0	16	202	64	138
PCT9452	ED	840	259	0	0	0	15	244	66	178
PCT9452	MV	840	412	0	0	0	34	378	98	280
PCT9453	ED	500	135	0	0	0	14	121	40	81
PCT9453	MV	500	242	0	0	0	19	223	54	169
PCT9501	MV	148	110	0	0	0	5	105	14	91
PCT9502	MV	245	177	0	0	0	1	176	13	163
PCT9503	ED	729	198	0	0	0	10	188	17	171
PCT9503	MV	729	315	0	0	0	16	299	23	276
PCT9505	ED	784	176	0	0	0	9	167	14	153
PCT9505	MV	784	383	0	0	0	17	366	34	332
PCT9506	ED	766	177	0	0	0	9	168	14	154
PCT9506	MV	766	312	0	0	0	19	293	19	274
PCT9507	ED	766	231	0	0	0	4	227	8	219
PCT9507	MV	766	406	0	0	0	10	396	24	372
PCT9508	ED	798	237	0	0	0	10	227	5	222
PCT9508	MV	798	429	0	0	0	13	416	10	406
PCT9509	ED	759	229	0	0	0	9	220	13	207
PCT9509	MV	759	386	0	0	0	13	373	20	353
PCT9511	ED	622	190	0	0	1	4	185	18	167
PCT9511	MV	622	296	0	0	0	11	285	26	259
PCT9512	ED	809	240	0	0	0	13	227	16	211
PCT9512	MV	809	399	0	0	0	16	383	23	360
PCT9513	ED	902	275	0	0	1	14	260	16	244
PCT9513	MV	902	390	0	0	0	18	372	25	347
PCT9514	ED	928	304	0	0	0	10	294	18	276
PCT9514	MV	928	456	0	0	0	16	440	28	412
PCT9515	ED	705	222	0	0	1	5	216	20	196
PCT9515	MV	705	368	0	0	0	21	347	39	308
PCT9516	ED	866	254	0	0	0	12	242	34	208
PCT9516	MV	866	427	0	0	0	20	407	54	353
PCT9517	ED	801	226	0	0	0	13	213	13	200
PCT9517	MV	801	397	0	0	0	12	385	29	356
PCT9518	ED	802	229	0	0	0	9	220	12	208
PCT9518	MV	802	431	0	0	0	17	414	39	375
PCT9519	ED	910	261	0	0	0	7	254	25	229
PCT9519	MV	910	486	0	0	0	8	478	30	448
PCT9521	ED	939	315	0	0	0	18	297	22	275
PCT9521	MV	939	442	0	0	0	22	420	27	393
PCT9701	ED	671	200	0	0	0	6	194	23	171
PCT9701	MV	671	339	0	0	0	19	320	56	264
PCT9702	ED	723	209	0	0	0	3	206	14	192
PCT9702	MV	723	364	0	0	0	17	347	42	305
PCT9703	ED	986	232	0	0	0	18	214	36	178
PCT9703	MV	986	529	0	0	0	35	494	92	402
PCT9704	ED	950	279	0	0	0	14	265	35	230
PCT9704	MV	950	504	0	0	0	34	470	67	403
PCT9705	ED	919	260	3	0	0	12	245	26	219
PCT9705	MV	919	483	0	0	0	21	462	41	421
PCT9706	MV	49	39	0	0	0	4	35	2	33
PCT9707	ED	821	172	0	0	0	15	157	38	119
PCT9707	MV	821	491	0	0	0	32	459	99	360
PCT9708	ED	948	248	0	0	0	8	240	28	212
PCT9708	MV	948	500	0	0	0	20	480	50	430
PCT9709	ED	1028	281	7	0	0	19	255	46	209
PCT9709	MV	1028	517	0	0	0	32	485	85	400
PCT9711	ED	641	195	0	0	0	10	185	36	149
PCT9711	MV	641	336	0	0	0	12	324	66	258
PCT9712	ED	649	160	0	0	0	7	153	27	126
PCT9712	MV	649	398	1	0	0	13	384	73	311
PCT9713	ED	960	225	1	0	0	16	208	41	167
PCT9713	MV	960	489	0	0	0	49	440	99	341
PCT9714	ED	931	207	1	0	0	9	197	56	141
PCT9714	MV	931	538	0	0	0	34	504	116	388
PCT9715	ED	569	180	0	0	0	11	169	31	138
PCT9715	MV	569	309	0	0	0	18	291	72	219
PCT9716	ED	947	238	0	0	0	16	222	43	179
PCT9716	MV	947	481	0	0	0	28	453	88	365
PCT9717	ED	972	265	0	0	1	16	248	47	201
PCT9717	MV	972	532	0	0	0	27	505	93	412
PCT9718	ED	862	227	0	0	0	11	216	42	174
PCT9718	MV	862	496	0	0	1	25	470	106	364
PCT9719	ED	901	245	0	0	0	13	232	47	185
PCT9719	MV	901	524	2	0	0	33	489	113	376
PCT9721	ED	662	198	0	0	0	9	189	45	144
PCT9721	MV	662	357	0	0	0	24	333	74	259
PCT9722	ED	605	119	1	0	0	11	107	27	80
PCT9722	MV	605	355	0	0	0	19	336	77	259
PCT9723	ED	481	98	0	0	0	6	92	31	61
PCT9723	MV	481	275	0	0	0	19	256	75	181
PCT9724	ED	991	205	0	0	0	10	195	58	137
PCT9724	MV	991	565	0	0	0	43	522	184	338
PCT9725	ED	970	213	0	0	0	19	194	49	145
PCT9725	MV	970	499	0	0	0	44	455	137	318
PCT9726	ED	655	262	0	0	0	11	251	31	220
PCT9726	MV	655	241	0	0	0	9	232	39	193
PCT9727	ED	459	79	0	0	0	3	76	21	55
PCT9727	MV	459	271	0	0	0	18	253	83	170
PCT9728	ED	926	230	0	0	0	13	217	58	159
PCT9728	MV	926	503	0	0	0	26	477	136	341
PCT9729	ED	800	191	0	0	0	15	176	54	122
PCT9729	MV	800	442	0	0	0	20	422	106	316
PCT9731	ED	556	167	0	0	0	14	153	39	114
PCT9731	MV	556	282	0	0	0	13	269	71	198
PCT9732	MV	70	56	0	0	0	0	56	10	46
PCT9733	MV	235	191	0	0	0	3	188	26	162
PCT9734	ED	603	154	0	0	0	6	148	50	98
PCT9734	MV	603	341	0	0	0	14	327	74	253
PCT9735	ED	809	206	0	0	0	13	193	52	141
PCT9735	MV	809	449	0	0	0	13	436	97	339
PCT9736	ED	713	173	0	0	0	8	165	35	130
PCT9736	MV	713	410	0	0	0	20	390	50	340
PCT9737	ED	818	208	0	0	0	8	200	28	172
PCT9737	MV	818	476	0	0	1	19	456	63	393
PCT9738	ED	848	185	0	0	0	9	176	32	144
PCT9738	MV	848	404	0	0	0	21	383	77	306
PCT9739	ED	828	220	0	0	0	7	213	21	192
PCT9739	MV	828	335	0	0	0	12	323	50	273
PCT9741	ED	552	227	0	0	0	4	223	8	215
PCT9741	MV	552	105	0	0	0	2	103	3	100
PCT9742	ED	677	180	4	0	0	11	165	48	117
PCT9742	MV	677	289	0	0	0	15	274	71	203
PCT9743	ED	1163	310	0	0	0	9	301	35	266
PCT9743	MV	1163	501	0	0	0	16	485	65	420
PCT9744	ED	911	244	1	0	0	13	230	37	193
PCT9744	MV	911	390	0	0	0	12	378	64	314
PCT9745	ED	991	281	0	0	0	19	262	34	228
PCT9745	MV	991	346	0	0	0	9	337	49	288
PCT9746	ED	884	231	0	0	0	13	218	60	158
PCT9746	MV	884	451	0	0	0	18	433	100	333
PCT9747	ED	973	246	0	0	0	6	240	26	214
PCT9747	MV	973	470	0	0	0	35	435	78	357
PCT9748	ED	931	229	0	0	0	15	214	33	181
PCT9748	MV	931	475	1	0	0	26	448	95	353
PCT9749	ED	913	224	2	0	0	20	202	25	177
PCT9749	MV	913	384	0	0	0	32	352	59	293
PCT9751	ED	1016	253	0	0	0	18	235	43	192
PCT9751	MV	1016	522	0	0	0	27	495	85	410
PCT9752	ED	710	175	3	0	0	6	166	36	130
PCT9752	MV	710	392	0	0	0	12	380	72	308
PCT9753	ED	756	186	0	0	0	9	177	18	159
PCT9753	MV	756	387	0	0	0	24	363	49	314
PCT9754	ED	707	47	0	0	0	2	45	6	39
PCT9754	MV	707	377	0	0	0	12	365	43	322
PCT9755	ED	582	171	0	0	0	8	163	20	143
PCT9755	MV	582	284	2	0	0	11	271	35	236
PCT9756	ED	941	185	0	0	0	8	177	26	151
PCT9756	MV	941	477	0	0	0	29	448	90	358
PCT9801	ED	408	104	0	0	0	6	98	21	77
PCT9801	MV	408	181	0	0	0	6	175	24	151
CONG12	TO	443570	332140	87	0	86	17708	314259	39816	274443
CONG14	TO	56946	40321	19	0	8	2351	37943	7217	30726
ASSM17	TO	291063	214584	62	0	69	10716	203737	21242	182495
ASSM19	TO	209453	157877	44	0	25	9343	148465	25791	122674
BART7	TO	38460	24701	3	0	8	1491	23199	3010	20189
BART8	TO	223735	166231	47	0	27	10506	155651	28242	127409
BART9	TO	238321	181529	56	0	59	8062	173352	15781	157571
SUPV1	TO	42767	32717	7	0	5	1834	30871	4671	26200
SUPV2	TO	50394	40340	1	0	5	2127	38207	6903	31304
SUPV3	TO	39799	28528	2	0	6	1887	26633	3924	22709
SUPV4	TO	42953	31684	8	0	4	2412	29260	5882	23378
SUPV5	TO	53744	41997	5	0	15	1710	40267	2980	37287
SUPV6	TO	43321	29109	2	0	12	1826	27269	3590	23679
SUPV7	TO	47076	36551	30	0	4	1883	34634	6328	28306
SUPV8	TO	58122	48580	31	0	5	1686	46858	3120	43738
SUPV9	TO	42988	31742	10	0	10	1405	30317	2521	27796
SUPV10	TO	41862	26436	9	0	13	1685	24729	3142	21587
SUPV11	TO	37490	24777	1	0	15	1604	23157	3972	19185
NEIG1	TO	19914	11260	1	0	6	835	10418	1438	8980
NEIG2	TO	17446	12417	1	0	4	948	11464	1741	9723
NEIG3	TO	28644	19019	1	0	6	1281	17731	2447	15284
NEIG4	TO	7002	5798	3	0	1	206	5588	576	5012
NEIG5	TO	27634	18410	1	0	12	1145	17252	3077	14175
NEIG6	TO	14982	12227	2	0	4	435	11786	644	11142
NEIG7	TO	12118	7922	2	0	3	560	7357	1140	6217
NEIG8	TO	9734	7850	0	0	1	310	7539	677	6862
NEIG9	TO	8390	5906	1	0	0	294	5611	1079	4532
NEIG10	TO	10097	8001	0	0	1	360	7640	926	6714
NEIG11	TO	40622	32340	5	0	4	1697	30634	5568	25066
NEIG12	TO	31129	23270	3	0	7	903	22357	1353	21004
NEIG13	TO	16964	14401	3	0	0	517	13881	977	12904
NEIG14	TO	8795	7262	2	0	0	235	7025	362	6663
NEIG15	TO	7019	5227	0	0	0	294	4933	788	4145
NEIG26	TO	9293	6101	2	0	4	458	5637	1088	4549
NEIG16	TO	16814	13062	3	0	3	540	12516	1052	11464
NEIG17	TO	37322	28480	5	0	5	1627	26843	4183	22660
NEIG18	TO	8050	6586	1	0	0	356	6229	1134	5095
NEIG19	TO	9419	7384	6	0	2	282	7094	507	6587
NEIG20	TO	24674	17016	2	0	8	988	16018	2154	13864
NEIG21	TO	42363	31231	8	0	4	2392	28827	5839	22988
NEIG22	TO	18966	16173	12	0	2	498	15661	868	14793
NEIG23	TO	8139	4486	3	0	3	435	4045	880	3165
NEIG24	TO	34909	27819	27	0	4	1448	26340	4865	21475
NEIG25	TO	30077	22813	12	0	10	1015	21776	1670	20106
