area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	095:DAVID CHIU	096:ALEJANDRO FERNANDEZ
PCT7832	ED	780	187	0	0	0	18	169	137	32
PCT7832	MV	780	487	0	0	0	46	441	370	71
PCT7833	ED	747	230	0	0	0	42	188	134	54
PCT7833	MV	747	412	0	0	0	62	350	280	70
PCT7834	ED	867	276	0	0	1	46	229	174	55
PCT7834	MV	867	438	0	0	0	64	374	289	85
PCT7835	ED	847	209	0	0	0	32	177	137	40
PCT7835	MV	847	505	1	0	0	53	451	373	78
PCT7836	ED	1023	259	0	0	0	32	227	170	57
PCT7836	MV	1023	623	0	0	0	55	568	451	117
PCT7837	ED	911	259	0	0	0	23	236	184	52
PCT7837	MV	911	509	2	0	0	61	446	373	73
PCT7838	ED	926	239	0	0	0	24	215	177	38
PCT7838	MV	926	545	0	0	0	72	473	405	68
PCT7839	ED	842	205	0	0	0	25	180	139	41
PCT7839	MV	842	515	0	0	0	64	451	378	73
PCT7841	ED	937	290	0	0	0	48	242	191	51
PCT7841	MV	937	526	0	0	0	55	471	390	81
PCT7842	ED	903	283	0	0	0	46	237	178	59
PCT7842	MV	903	434	0	0	0	74	360	287	73
PCT7843	ED	767	231	0	0	0	39	192	148	44
PCT7843	MV	767	380	0	0	0	50	330	262	68
PCT7844	ED	663	196	0	0	0	31	165	122	43
PCT7844	MV	663	329	0	0	0	53	276	203	73
PCT7845	ED	849	241	0	0	0	46	195	163	32
PCT7845	MV	849	469	0	0	0	45	424	353	71
PCT7846	ED	904	259	0	0	0	27	232	182	50
PCT7846	MV	904	509	0	0	0	57	452	382	70
PCT7847	ED	929	261	0	0	0	33	228	158	70
PCT7847	MV	929	529	0	0	0	89	440	367	73
PCT7848	ED	834	232	0	0	0	33	199	160	39
PCT7848	MV	834	491	0	0	0	57	434	364	70
PCT7849	ED	929	263	0	0	0	32	231	181	50
PCT7849	MV	929	522	0	0	0	58	464	378	86
PCT7851	ED	513	136	0	0	0	24	112	100	12
PCT7851	MV	513	298	0	0	0	41	257	235	22
PCT7852	ED	647	143	0	0	0	15	128	103	25
PCT7852	MV	647	394	0	0	0	39	355	281	74
PCT7853	ED	850	214	0	0	0	17	197	152	45
PCT7853	MV	850	479	0	0	1	47	431	333	98
PCT7854	ED	894	247	0	0	0	33	214	171	43
PCT7854	MV	894	500	0	0	0	68	432	347	85
PCT7855	ED	986	299	0	0	1	42	256	195	61
PCT7855	MV	986	521	0	0	0	71	450	379	71
PCT7856	ED	800	265	0	0	0	30	235	178	57
PCT7856	MV	800	425	0	0	0	51	374	315	59
PCT7857	ED	933	275	0	0	0	41	234	176	58
PCT7857	MV	933	517	0	0	0	78	439	326	113
PCT7858	ED	775	244	0	0	0	42	202	144	58
PCT7858	MV	775	394	0	0	0	74	320	249	71
PCT7859	ED	891	249	0	0	0	34	215	173	42
PCT7859	MV	891	513	0	0	0	49	464	397	67
PCT7861	ED	859	217	0	0	0	34	183	142	41
PCT7861	MV	859	510	0	0	1	64	445	358	87
PCT7862	ED	866	301	0	0	0	39	262	206	56
PCT7862	MV	866	472	0	0	0	62	410	334	76
PCT7863	ED	907	310	0	0	1	47	262	186	76
PCT7863	MV	907	440	0	0	0	59	381	298	83
PCT7864	ED	807	232	0	0	0	28	204	153	51
PCT7864	MV	807	426	0	0	0	49	377	297	80
PCT7865	ED	823	241	0	0	0	48	193	136	57
PCT7865	MV	823	463	0	0	0	65	398	306	92
PCT7866	ED	836	209	0	0	0	27	182	144	38
PCT7866	MV	836	491	0	0	0	52	439	369	70
PCT7867	ED	955	266	0	0	0	29	237	188	49
PCT7867	MV	955	510	0	0	0	65	445	369	76
PCT7868	ED	881	242	0	0	0	24	218	166	52
PCT7868	MV	881	449	1	0	1	40	407	336	71
PCT7869	ED	867	239	0	0	0	21	218	181	37
PCT7869	MV	867	489	0	0	0	56	433	362	71
PCT7871	ED	900	259	0	0	0	32	227	182	45
PCT7871	MV	900	502	2	0	0	55	445	382	63
PCT7872	ED	862	287	0	0	0	35	252	202	50
PCT7872	MV	862	472	0	0	0	72	400	336	64
PCT7873	ED	861	257	0	0	0	33	224	174	50
PCT7873	MV	861	501	0	0	0	46	455	373	82
PCT7874	ED	477	137	0	0	0	15	122	87	35
PCT7874	MV	477	255	1	0	0	30	224	165	59
PCT7875	ED	623	180	0	0	0	24	156	96	60
PCT7875	MV	623	285	0	0	2	58	225	163	62
PCT7876	ED	498	154	10	0	0	29	115	79	36
PCT7876	MV	498	269	0	0	0	42	227	175	52
PCT7901	ED	522	135	0	0	2	27	106	61	45
PCT7901	MV	522	198	0	0	0	20	178	114	64
PCT7902	ED	968	258	0	0	0	53	205	125	80
PCT7902	MV	968	401	0	0	0	55	346	247	99
PCT7903	ED	840	201	0	0	0	41	160	105	55
PCT7903	MV	840	350	0	0	3	38	309	204	105
PCT7904	ED	877	210	0	0	0	29	181	123	58
PCT7904	MV	877	403	0	0	0	51	352	263	89
PCT7905	ED	851	253	0	0	0	45	208	144	64
PCT7905	MV	851	409	1	0	0	54	354	265	89
PCT7906	ED	787	244	0	0	1	51	192	119	73
PCT7906	MV	787	335	0	0	0	45	290	212	78
PCT7907	ED	950	278	0	0	0	51	227	152	75
PCT7907	MV	950	425	0	0	0	71	354	260	94
PCT7908	ED	949	283	0	0	0	55	228	145	83
PCT7908	MV	949	408	0	0	1	52	355	246	109
PCT7909	ED	733	251	0	0	0	35	216	145	71
PCT7909	MV	733	303	0	0	0	54	249	190	59
PCT7911	ED	860	244	0	0	1	26	217	137	80
PCT7911	MV	860	395	0	0	0	55	340	231	109
PCT7912	ED	1065	290	0	0	0	54	236	163	73
PCT7912	MV	1065	463	0	0	0	77	386	308	78
PCT7913	ED	913	312	0	0	0	44	268	158	110
PCT7913	MV	913	378	0	0	0	49	329	241	88
PCT7914	ED	883	278	0	0	1	43	234	146	88
PCT7914	MV	883	425	0	0	2	57	366	259	107
PCT7915	ED	831	265	0	0	1	38	226	158	68
PCT7915	MV	831	351	0	0	1	51	299	210	89
PCT7916	ED	888	283	0	0	0	48	235	154	81
PCT7916	MV	888	421	0	0	1	47	373	273	100
PCT7917	ED	1015	312	0	0	0	49	263	159	104
PCT7917	MV	1015	428	0	0	1	69	358	235	123
PCT7918	ED	836	253	0	0	0	47	206	128	78
PCT7918	MV	836	379	0	0	0	54	325	229	96
PCT7919	ED	895	308	0	0	1	45	262	152	110
PCT7919	MV	895	376	0	0	0	50	326	245	81
PCT7921	ED	917	231	0	0	0	37	194	112	82
PCT7921	MV	917	366	0	0	1	39	326	212	114
PCT7922	ED	831	250	0	0	0	46	204	139	65
PCT7922	MV	831	383	0	0	0	50	333	225	108
PCT7923	ED	885	262	0	0	0	32	230	148	82
PCT7923	MV	885	403	0	0	0	62	341	231	110
PCT7924	ED	842	238	0	0	1	48	189	117	72
PCT7924	MV	842	382	0	0	0	51	331	224	107
PCT7925	ED	567	156	0	0	0	23	133	94	39
PCT7925	MV	567	293	0	0	0	43	250	174	76
PCT7926	ED	795	229	0	0	0	25	204	153	51
PCT7926	MV	795	390	0	0	0	49	341	239	102
PCT7927	ED	747	241	0	0	0	37	204	146	58
PCT7927	MV	747	392	0	0	0	67	325	253	72
PCT7928	ED	931	284	0	0	0	33	251	191	60
PCT7928	MV	931	489	0	0	0	75	414	303	111
PCT7929	ED	864	248	0	0	0	38	210	155	55
PCT7929	MV	864	509	1	0	0	54	454	374	80
PCT7931	ED	738	219	0	0	1	37	181	144	37
PCT7931	MV	738	408	0	0	1	40	367	310	57
PCT7932	ED	551	157	1	0	0	23	133	99	34
PCT7932	MV	551	285	0	0	0	40	245	184	61
PCT7933	MV	6	4	0	0	0	1	3	3	0
PCT7934	ED	890	250	0	0	0	43	207	145	62
PCT7934	MV	890	472	0	0	0	70	402	306	96
PCT7935	ED	970	305	0	0	1	46	258	207	51
PCT7935	MV	970	519	0	0	0	93	426	349	77
PCT7936	ED	856	287	0	0	1	42	244	187	57
PCT7936	MV	856	428	0	0	0	48	380	294	86
PCT7937	ED	886	267	0	0	0	41	226	173	53
PCT7937	MV	886	434	0	0	0	52	382	305	77
PCT7938	ED	788	213	0	0	0	35	178	121	57
PCT7938	MV	788	337	0	0	0	36	301	212	89
PCT7939	ED	688	253	0	0	0	29	224	166	58
PCT7939	MV	688	326	0	0	2	46	278	218	60
PCT7941	ED	751	218	0	0	0	23	195	150	45
PCT7941	MV	751	348	0	0	0	39	309	224	85
PCT7942	ED	914	257	1	0	0	26	230	161	69
PCT7942	MV	914	412	0	0	2	51	359	269	90
PCT7943	ED	872	257	4	0	1	40	212	141	71
PCT7943	MV	872	439	0	0	1	65	373	291	82
PCT7944	ED	801	243	0	0	0	32	211	150	61
PCT7944	MV	801	381	0	0	0	40	341	260	81
PCT7945	ED	915	186	0	0	0	29	157	110	47
PCT7945	MV	915	412	0	0	0	47	365	272	93
PCT7946	ED	945	183	0	0	0	27	156	92	64
PCT7946	MV	945	451	0	0	0	54	397	285	112
PCT7947	ED	946	182	0	0	2	30	150	92	58
PCT7947	MV	946	430	0	0	0	53	377	272	105
PCT7948	ED	928	209	0	0	0	36	173	121	52
PCT7948	MV	928	422	0	0	0	52	370	290	80
PCT7949	ED	569	100	0	0	0	13	87	59	28
PCT7949	MV	569	292	0	0	1	38	253	197	56
PCT7951	ED	854	166	0	0	0	21	145	96	49
PCT7951	MV	854	424	0	0	0	61	363	279	84
PCT7952	ED	866	167	0	0	0	30	137	73	64
PCT7952	MV	866	359	0	0	3	37	319	237	82
PCT7953	ED	824	186	2	0	0	21	163	118	45
PCT7953	MV	824	402	0	0	0	47	355	243	112
PCT7955	ED	902	199	0	0	1	34	164	97	67
PCT7955	MV	902	434	0	0	0	56	378	283	95
PCT7956	ED	823	136	0	0	1	20	115	65	50
PCT7956	MV	823	353	0	0	1	48	304	223	81
PCT7957	ED	646	147	0	0	1	24	122	88	34
PCT7957	MV	646	298	0	0	0	25	273	199	74
PCT7958	MV	290	141	0	0	0	25	116	79	37
PCT7959	ED	727	157	0	0	0	31	126	74	52
PCT7959	MV	727	326	0	0	2	52	272	195	77
CONG12	TO	291063	214584	62	0	192	28665	185665	140270	45395
ASSM17	TO	291063	214584	62	0	192	28665	185665	140270	45395
BART7	TO	38460	24701	3	0	28	3103	21567	16081	5486
BART8	TO	37971	26320	6	0	13	3597	22704	17239	5465
BART9	TO	214632	163563	53	0	151	21965	141394	106950	34444
SUPV1	TO	155	125	1	0	0	15	109	88	21
SUPV2	TO	6916	5550	1	0	4	812	4733	3622	1111
SUPV3	TO	39799	28528	2	0	14	3862	24650	18596	6054
SUPV5	TO	40465	31598	5	0	30	4501	27062	20724	6338
SUPV6	TO	43321	29109	2	0	43	4020	25044	18616	6428
SUPV7	TO	7813	6449	1	0	2	833	5613	4455	1158
SUPV8	TO	57714	48295	31	0	18	6072	42174	33626	8548
SUPV9	TO	42988	31742	10	0	40	4489	27203	19409	7794
SUPV10	TO	41589	26290	9	0	27	3216	23038	17077	5961
SUPV11	TO	10303	6898	0	0	14	845	6039	4057	1982
NEIG1	TO	19914	11260	1	0	20	1234	10005	7276	2729
NEIG2	TO	17446	12417	1	0	5	1737	10674	8098	2576
NEIG3	TO	28644	19019	1	0	26	2606	16386	11999	4387
NEIG4	TO	7002	5798	3	0	2	643	5150	4208	942
NEIG5	TO	10303	6898	0	0	14	845	6039	4057	1982
NEIG6	TO	14982	12227	2	0	10	1726	10489	8025	2464
NEIG8	TO	1799	1467	0	0	1	207	1259	1001	258
NEIG11	TO	9961	7957	5	0	8	1144	6800	5184	1616
NEIG12	TO	31129	23270	3	0	24	3472	19771	14047	5724
NEIG13	TO	16964	14401	3	0	3	1841	12554	10042	2512
NEIG14	TO	8795	7262	2	0	4	1019	6237	4785	1452
NEIG15	TO	7019	5227	0	0	2	662	4563	3499	1064
NEIG26	TO	9293	6101	2	0	10	808	5281	3747	1534
NEIG16	TO	16814	13062	3	0	8	1723	11328	8774	2554
NEIG19	TO	9419	7384	6	0	8	928	6442	4884	1558
NEIG20	TO	24674	17016	2	0	19	2348	14647	10948	3699
NEIG22	TO	18966	16173	12	0	7	1885	14269	11557	2712
NEIG23	TO	7866	4340	3	0	3	569	3765	2662	1103
NEIG24	TO	7284	6005	1	0	2	780	5222	4157	1065
NEIG25	TO	22789	17300	12	0	16	2488	14784	11320	3464
