area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	118:MARSHALL TUCK	119:TONY K. THURMOND
PCT9433	MV	945	487	0	3	143	341	3	115	223
PCT9434	ED	979	261	0	2	60	199	1	60	138
PCT9434	MV	979	481	1	2	107	371	3	124	244
PCT9435	ED	969	251	0	0	63	188	2	56	130
PCT9435	MV	969	448	0	0	114	334	1	98	235
PCT9436	ED	1006	232	0	2	52	178	4	59	115
PCT9436	MV	1006	495	0	3	122	370	2	118	250
PCT9437	ED	897	219	0	2	48	169	1	61	107
PCT9437	MV	897	435	0	0	99	336	3	109	224
PCT9438	ED	948	202	0	0	48	154	1	46	107
PCT9438	MV	948	496	0	4	103	389	1	172	216
PCT9439	ED	879	173	0	0	43	130	1	43	86
PCT9439	MV	879	425	0	2	97	326	0	117	209
PCT9441	ED	980	261	0	2	60	199	0	56	143
PCT9441	MV	980	462	0	0	106	356	2	113	241
PCT9442	ED	1008	280	0	0	55	225	1	73	151
PCT9442	MV	1008	461	0	1	106	354	1	132	221
PCT9443	ED	937	220	1	1	52	166	2	59	105
PCT9443	MV	937	442	0	2	85	355	3	109	243
PCT9444	ED	937	190	1	0	42	147	0	52	95
PCT9444	MV	937	442	0	1	96	345	2	140	203
PCT9445	ED	981	230	0	0	37	193	2	70	121
PCT9445	MV	981	493	0	2	102	389	6	154	229
PCT9446	ED	1090	240	0	0	53	187	1	63	123
PCT9446	MV	1090	564	0	2	116	446	2	174	270
PCT9447	ED	906	236	0	0	45	191	1	71	119
PCT9447	MV	906	448	0	4	113	331	4	117	210
PCT9448	ED	909	232	0	1	45	186	3	73	110
PCT9448	MV	909	429	0	7	85	337	3	110	224
PCT9449	ED	830	177	2	0	50	125	0	43	82
PCT9449	MV	830	428	0	2	100	326	1	128	197
PCT9451	ED	420	97	0	0	23	74	0	32	42
PCT9451	MV	420	218	0	1	59	158	0	57	101
PCT9452	ED	840	259	0	1	62	196	1	74	121
PCT9452	MV	840	412	0	0	93	319	2	124	193
PCT9453	ED	500	135	0	1	36	98	0	49	49
PCT9453	MV	500	244	0	1	52	191	0	78	113
PCT9501	MV	148	110	0	0	19	91	0	38	53
PCT9502	MV	245	177	0	1	36	140	0	40	100
PCT9503	ED	729	198	0	2	43	153	0	64	89
PCT9503	MV	729	315	0	5	63	247	3	80	164
PCT9505	ED	784	177	0	2	31	144	1	38	105
PCT9505	MV	784	383	0	0	66	317	1	83	233
PCT9506	ED	766	177	0	2	32	143	1	55	87
PCT9506	MV	766	313	0	5	55	253	5	76	172
PCT9507	ED	766	231	0	0	42	189	2	52	135
PCT9507	MV	766	406	0	4	80	322	1	88	233
PCT9508	ED	798	237	0	0	57	180	1	57	122
PCT9508	MV	798	429	0	0	74	355	1	94	260
PCT9509	ED	759	230	0	3	47	180	1	46	133
PCT9509	MV	759	386	0	3	87	296	1	86	209
PCT9511	ED	622	190	0	2	40	148	1	44	103
PCT9511	MV	622	296	0	1	69	226	5	55	166
PCT9512	ED	809	240	0	0	46	194	2	58	134
PCT9512	MV	809	399	0	2	78	319	3	79	237
PCT9513	ED	902	275	0	0	49	226	1	53	172
PCT9513	MV	902	390	0	4	62	324	2	70	252
PCT9514	ED	928	304	0	0	75	229	1	70	158
PCT9514	MV	928	456	0	1	82	373	1	104	268
PCT9515	ED	705	222	0	0	49	173	1	45	127
PCT9515	MV	705	368	0	0	95	273	5	59	209
PCT9516	ED	866	254	0	2	56	196	3	65	128
PCT9516	MV	866	427	0	1	96	330	4	91	235
PCT9517	ED	801	228	0	0	50	178	0	43	135
PCT9517	MV	801	397	0	2	71	324	1	87	236
PCT9518	ED	802	229	0	0	45	184	0	43	141
PCT9518	MV	802	431	0	2	96	333	2	80	251
PCT9519	ED	910	262	0	0	46	216	3	60	153
PCT9519	MV	910	486	0	1	98	387	0	121	266
PCT9521	ED	939	316	0	2	56	258	3	90	165
PCT9521	MV	939	442	0	3	98	341	1	100	240
PCT9701	ED	671	201	0	1	37	163	0	39	124
PCT9701	MV	671	340	0	1	79	260	1	79	180
PCT9702	ED	723	210	0	0	39	171	1	43	127
PCT9702	MV	723	364	0	0	68	296	0	98	198
PCT9703	ED	986	232	0	0	47	185	0	83	102
PCT9703	MV	986	530	0	1	135	394	3	118	273
PCT9704	ED	950	279	0	0	55	224	0	74	150
PCT9704	MV	950	505	0	1	122	382	1	131	250
PCT9705	ED	919	261	3	1	56	201	1	60	140
PCT9705	MV	919	483	0	2	105	376	3	111	262
PCT9706	MV	49	39	0	0	11	28	0	9	19
PCT9707	ED	821	173	0	0	45	128	0	56	72
PCT9707	MV	821	491	0	0	82	409	1	193	215
PCT9708	ED	948	250	0	2	47	201	1	55	145
PCT9708	MV	948	500	0	3	116	381	0	103	278
PCT9709	ED	1028	281	7	0	71	203	0	74	129
PCT9709	MV	1028	517	0	1	120	396	4	160	232
PCT9711	ED	641	195	0	1	34	160	0	56	104
PCT9711	MV	641	336	0	1	62	273	0	103	170
PCT9712	ED	649	160	0	0	25	135	0	67	68
PCT9712	MV	649	398	1	0	97	300	0	128	172
PCT9713	ED	960	225	1	1	55	168	1	53	114
PCT9713	MV	960	489	0	2	122	365	2	126	237
PCT9714	ED	931	208	1	1	42	164	1	70	93
PCT9714	MV	931	538	0	1	118	419	1	188	230
PCT9715	ED	569	180	0	0	38	142	0	73	69
PCT9715	MV	569	309	0	1	59	249	0	124	125
PCT9716	ED	947	239	0	0	55	184	0	60	124
PCT9716	MV	947	481	0	1	113	367	5	139	223
PCT9717	ED	972	265	0	0	68	197	4	73	120
PCT9717	MV	972	532	0	1	111	420	4	137	279
PCT9718	ED	862	227	0	0	39	188	0	76	112
PCT9718	MV	862	496	0	1	88	407	3	160	244
PCT9719	ED	901	245	0	0	64	181	1	76	104
PCT9719	MV	901	524	2	4	115	403	2	172	229
PCT9721	ED	662	198	0	0	30	168	1	68	99
PCT9721	MV	662	357	0	1	81	275	3	109	163
PCT9722	ED	605	119	1	0	22	96	1	35	60
PCT9722	MV	605	355	0	0	66	289	2	121	166
PCT9723	ED	481	98	0	0	26	72	1	34	37
PCT9723	MV	481	275	0	1	74	200	3	85	112
PCT9724	ED	991	205	0	0	50	155	2	66	87
PCT9724	MV	991	565	0	3	136	426	0	185	241
PCT9725	ED	970	214	0	1	49	164	2	69	93
PCT9725	MV	970	499	0	0	129	370	0	159	211
PCT9726	ED	655	263	0	2	42	219	2	93	124
PCT9726	MV	655	241	0	1	44	196	0	55	141
PCT9727	ED	459	79	0	0	15	64	0	27	37
PCT9727	MV	459	271	0	0	57	214	1	103	110
PCT9728	ED	926	231	0	0	45	186	1	84	101
PCT9728	MV	926	503	0	0	101	402	2	192	208
PCT9729	ED	800	191	0	0	47	144	2	75	67
PCT9729	MV	800	442	0	1	105	336	0	174	162
PCT9731	ED	556	167	0	1	39	127	0	52	75
PCT9731	MV	556	282	0	0	62	220	2	97	121
PCT9732	MV	70	56	0	0	8	48	1	15	32
PCT9733	MV	235	191	0	0	18	173	0	61	112
PCT9734	ED	603	154	0	0	30	124	1	64	59
PCT9734	MV	603	341	0	1	61	279	1	122	156
PCT9735	ED	809	206	0	1	55	150	1	63	86
PCT9735	MV	809	449	0	2	82	365	3	141	221
PCT9736	ED	713	173	0	0	33	140	1	53	86
PCT9736	MV	713	410	0	1	82	327	1	102	224
PCT9737	ED	818	208	0	0	43	165	0	57	108
PCT9737	MV	818	476	0	0	88	388	3	123	262
PCT9738	ED	848	185	0	0	35	150	1	49	100
PCT9738	MV	848	404	0	1	62	341	2	111	228
PCT9739	ED	828	220	0	0	36	184	2	62	120
PCT9739	MV	828	335	0	5	40	290	3	89	198
PCT9741	ED	552	232	0	2	43	187	2	65	120
PCT9741	MV	552	105	0	0	21	84	1	25	58
PCT9742	ED	677	180	4	0	34	142	0	64	78
PCT9742	MV	677	289	0	0	58	231	1	102	128
PCT9743	ED	1163	310	0	1	47	262	2	103	157
PCT9743	MV	1163	501	0	2	91	408	2	119	287
PCT9744	ED	911	247	1	0	57	189	1	85	103
PCT9744	MV	911	391	0	3	69	319	0	102	217
PCT9745	ED	991	282	0	2	53	227	3	89	135
PCT9745	MV	991	346	0	1	39	306	2	93	211
PCT9746	ED	884	232	0	1	41	190	1	82	107
PCT9746	MV	884	452	0	0	94	358	1	144	213
PCT9747	ED	973	246	0	2	37	207	2	72	133
PCT9747	MV	973	470	0	1	96	373	9	100	264
PCT9748	ED	931	229	0	0	37	192	2	79	111
PCT9748	MV	931	475	1	2	80	392	1	129	262
PCT9749	ED	913	225	2	1	43	179	1	56	122
PCT9749	MV	913	384	0	3	83	298	3	88	207
PCT9751	ED	1016	253	0	0	45	208	1	78	129
PCT9751	MV	1016	523	0	5	91	427	4	151	272
PCT9752	ED	710	175	3	1	34	137	2	57	78
PCT9752	MV	710	392	0	0	77	315	2	116	197
PCT9753	ED	756	186	0	0	30	156	2	46	108
PCT9753	MV	756	388	0	2	73	313	3	95	215
PCT9754	ED	707	47	0	0	11	36	0	14	22
PCT9754	MV	707	377	0	1	58	318	1	83	234
PCT9755	ED	582	172	0	1	38	133	1	50	82
PCT9755	MV	582	285	2	0	42	241	1	69	171
PCT9756	ED	941	185	0	0	33	152	3	50	99
PCT9756	MV	941	477	0	1	112	364	5	116	243
PCT9801	ED	408	104	0	0	18	86	0	31	55
PCT9801	MV	408	181	0	0	32	149	1	43	105
CONG12	TO	443570	332491	87	1353	72312	258739	1812	86046	170881
CONG14	TO	56946	40357	19	158	7739	32441	259	11731	20451
ASSM17	TO	291063	214827	62	971	45235	168559	1227	53372	113960
ASSM19	TO	209453	158021	44	540	34816	122621	844	44405	77372
BART7	TO	38460	24736	3	122	5433	19178	175	6478	12525
BART8	TO	223735	166386	47	576	37680	128083	882	47730	79471
BART9	TO	238321	181726	56	813	36938	143919	1014	43569	99336
SUPV1	TO	42767	32743	7	101	7026	25609	186	8493	16930
SUPV2	TO	50394	40402	1	126	10318	29957	146	12972	16839
SUPV3	TO	39799	28571	2	128	7176	21265	127	7983	13155
SUPV4	TO	42953	31699	8	114	7285	24292	187	8404	15701
SUPV5	TO	53744	42036	5	175	8661	33195	190	9628	23377
SUPV6	TO	43321	29158	2	175	6984	21997	191	8058	13748
SUPV7	TO	47076	36587	30	108	7347	29102	172	10577	18353
SUPV8	TO	58122	48632	31	157	9649	38795	246	11156	27393
SUPV9	TO	42988	31769	10	145	6003	25611	226	6994	18391
SUPV10	TO	41862	26459	9	140	5060	21250	209	6736	14305
SUPV11	TO	37490	24792	1	142	4542	20107	191	6776	13140
NEIG1	TO	19914	11270	1	75	1977	9217	110	2742	6365
NEIG2	TO	17446	12440	1	51	3317	9071	47	3560	5464
NEIG3	TO	28644	19045	1	119	4368	14557	115	5137	9305
NEIG4	TO	7002	5802	3	23	1045	4731	36	1499	3196
NEIG5	TO	27634	18420	1	108	3389	14922	144	5220	9558
NEIG6	TO	14982	12240	2	43	2489	9706	52	2738	6916
NEIG7	TO	12118	7928	2	39	1474	6413	60	1940	4413
NEIG8	TO	9734	7857	0	26	1640	6191	35	1807	4349
NEIG9	TO	8390	5918	1	25	1143	4749	31	1738	2980
NEIG10	TO	10097	8010	0	26	1749	6235	30	2137	4068
NEIG11	TO	40622	32395	5	117	8497	23776	113	10227	13436
NEIG12	TO	31129	23295	3	96	4596	18600	144	5010	13446
NEIG13	TO	16964	14420	3	44	2895	11478	67	3344	8067
NEIG14	TO	8795	7263	2	30	1282	5949	43	1378	4528
NEIG15	TO	7019	5232	0	22	1267	3943	19	1506	2418
NEIG26	TO	9293	6104	2	31	1241	4830	62	1667	3101
NEIG16	TO	16814	13081	3	44	2805	10229	60	3291	6878
NEIG17	TO	37322	28503	5	93	6136	22269	167	7355	14747
NEIG18	TO	8050	6587	1	12	1467	5107	22	2294	2791
NEIG19	TO	9419	7393	6	26	1317	6044	50	1637	4357
NEIG20	TO	24674	17045	2	95	4245	12703	111	4850	7742
NEIG21	TO	42363	31246	8	112	7186	23940	185	8286	15469
NEIG22	TO	18966	16190	12	50	3256	12872	74	3645	9153
NEIG23	TO	8139	4488	3	32	926	3527	51	1331	2145
NEIG24	TO	34909	27838	27	75	5644	22092	125	8171	13796
NEIG25	TO	30077	22838	12	97	4700	18029	118	5267	12644
