area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	118:MARSHALL TUCK	119:TONY K. THURMOND
PCT7705	MV	568	335	0	3	63	269	2	112	155
PCT7706	ED	840	252	0	0	34	218	1	65	152
PCT7706	MV	840	467	0	0	89	378	3	132	243
PCT7707	ED	857	241	1	0	39	201	1	71	129
PCT7707	MV	857	495	0	0	102	393	2	120	271
PCT7708	ED	871	205	0	0	40	165	1	56	108
PCT7708	MV	871	540	0	2	86	452	4	131	317
PCT7709	ED	391	102	0	0	17	85	0	27	58
PCT7709	MV	391	222	0	1	37	184	0	52	132
PCT7711	ED	766	198	0	0	40	158	0	46	112
PCT7711	MV	766	422	0	3	87	332	3	104	225
PCT7712	ED	529	149	0	0	25	124	0	34	90
PCT7712	MV	529	296	0	1	41	254	2	65	187
PCT7801	ED	1001	264	1	0	56	207	1	85	121
PCT7801	MV	1001	596	0	1	116	479	2	160	317
PCT7802	ED	788	230	0	0	57	173	1	53	119
PCT7802	MV	788	458	0	3	105	350	3	116	231
PCT7803	ED	828	174	0	2	40	132	1	32	99
PCT7803	MV	828	552	0	1	116	435	1	149	285
PCT7804	ED	893	257	0	1	65	191	0	51	140
PCT7804	MV	893	533	0	0	108	425	3	130	292
PCT7805	ED	825	228	0	0	46	182	0	40	142
PCT7805	MV	825	484	0	3	86	395	1	114	280
PCT7806	ED	716	208	2	0	41	165	3	39	123
PCT7806	MV	716	407	0	3	72	332	2	101	229
PCT7807	ED	844	276	0	0	42	234	1	74	159
PCT7807	MV	844	417	0	0	89	328	1	84	243
PCT7808	ED	655	211	0	1	44	166	0	40	126
PCT7808	MV	655	333	0	1	72	260	2	59	199
PCT7809	ED	781	238	0	1	51	186	2	52	132
PCT7809	MV	781	405	0	3	87	315	3	77	235
PCT7811	ED	783	249	0	2	54	193	0	57	136
PCT7811	MV	783	404	0	2	85	317	3	76	238
PCT7812	ED	877	257	0	1	51	205	1	70	134
PCT7812	MV	877	454	0	1	100	353	3	100	250
PCT7813	ED	1064	308	1	2	68	237	2	59	176
PCT7813	MV	1064	585	0	0	118	467	1	109	357
PCT7814	ED	936	228	0	1	49	178	2	56	120
PCT7814	MV	936	341	0	2	51	288	2	86	200
PCT7815	ED	954	238	0	0	45	193	2	52	139
PCT7815	MV	954	573	0	1	105	467	3	126	338
PCT7816	ED	865	236	0	1	52	183	3	47	133
PCT7816	MV	865	531	1	3	106	421	4	112	305
PCT7817	ED	823	277	0	0	57	220	0	58	162
PCT7817	MV	823	439	0	2	89	348	1	79	268
PCT7818	ED	860	234	0	0	49	185	3	52	130
PCT7818	MV	860	452	2	1	88	361	1	99	261
PCT7819	ED	793	191	0	2	41	148	0	44	104
PCT7819	MV	793	420	0	3	79	338	2	118	218
PCT7821	ED	985	248	0	0	59	189	0	48	141
PCT7821	MV	985	630	0	4	116	510	5	143	362
PCT7822	ED	908	275	0	1	46	228	0	60	168
PCT7822	MV	908	480	0	0	91	389	3	107	279
PCT7823	ED	879	270	6	0	49	215	1	45	169
PCT7823	MV	879	501	0	4	108	389	1	99	289
PCT7824	ED	768	247	0	2	53	192	0	62	130
PCT7824	MV	768	383	0	3	82	298	5	84	209
PCT7825	ED	597	191	0	0	40	151	1	41	109
PCT7825	MV	597	302	0	1	53	248	0	58	190
PCT7826	ED	684	258	0	0	46	212	0	63	149
PCT7826	MV	684	319	0	1	68	250	1	66	183
PCT7827	ED	831	261	0	1	51	209	1	59	149
PCT7827	MV	831	361	0	0	82	279	3	71	205
PCT7828	ED	1018	261	0	1	50	210	0	68	142
PCT7828	MV	1018	549	0	2	106	441	1	135	305
PCT7829	ED	907	237	1	0	47	189	1	73	115
PCT7829	MV	907	557	0	3	113	441	6	122	313
PCT7831	ED	882	233	0	0	41	192	2	51	139
PCT7831	MV	882	544	0	4	97	443	3	126	314
PCT7832	ED	780	188	0	0	34	154	3	45	106
PCT7832	MV	780	488	0	0	99	389	0	104	285
PCT7833	ED	747	230	0	0	55	175	1	50	124
PCT7833	MV	747	412	0	1	87	324	2	73	249
PCT7834	ED	867	277	0	0	48	229	1	57	171
PCT7834	MV	867	439	0	2	80	357	0	82	275
PCT7835	ED	847	211	0	0	51	160	2	49	109
PCT7835	MV	847	505	1	4	88	412	3	112	297
PCT7836	ED	1023	260	0	3	57	200	0	70	130
PCT7836	MV	1023	623	0	2	120	501	2	148	351
PCT7837	ED	911	260	0	1	51	208	1	54	153
PCT7837	MV	911	509	2	4	112	391	2	118	271
PCT7838	ED	926	239	0	0	33	206	1	64	141
PCT7838	MV	926	546	0	2	113	431	1	127	303
PCT7839	ED	842	205	0	1	45	159	0	57	102
PCT7839	MV	842	515	0	1	108	406	5	137	264
PCT7841	ED	937	291	0	0	70	221	0	61	160
PCT7841	MV	937	526	0	2	95	429	2	116	311
PCT7842	ED	903	283	0	0	62	221	1	64	156
PCT7842	MV	903	434	0	1	87	346	1	94	251
PCT7843	ED	767	232	0	0	45	187	1	47	139
PCT7843	MV	767	380	0	0	73	307	3	71	233
PCT7844	ED	663	196	0	0	35	161	1	47	113
PCT7844	MV	663	329	0	1	71	257	4	55	198
PCT7845	ED	849	241	0	0	51	190	2	66	122
PCT7845	MV	849	469	0	1	98	370	7	99	264
PCT7846	ED	904	262	0	0	67	195	0	69	126
PCT7846	MV	904	509	0	3	105	401	3	123	275
PCT7847	ED	929	261	0	0	57	204	1	71	132
PCT7847	MV	929	529	0	1	100	428	0	115	313
PCT7848	ED	834	233	0	0	49	184	0	59	125
PCT7848	MV	834	491	0	1	104	386	2	118	266
PCT7849	ED	929	264	0	0	63	201	2	45	154
PCT7849	MV	929	522	0	0	105	417	1	131	285
PCT7851	ED	513	136	0	0	28	108	0	39	69
PCT7851	MV	513	298	0	1	54	243	2	84	157
PCT7852	ED	647	143	0	0	24	119	1	43	75
PCT7852	MV	647	394	0	1	78	315	2	90	223
PCT7853	ED	850	214	0	0	32	182	3	57	122
PCT7853	MV	850	479	0	3	92	384	5	108	271
PCT7854	ED	894	248	0	1	49	198	1	55	142
PCT7854	MV	894	500	0	1	104	395	5	127	263
PCT7855	ED	986	301	0	1	66	234	2	67	165
PCT7855	MV	986	522	0	4	117	401	1	127	273
PCT7856	ED	800	265	0	1	46	218	0	55	163
PCT7856	MV	800	425	0	2	68	355	2	87	266
PCT7857	ED	933	276	0	0	60	216	1	60	155
PCT7857	MV	933	517	0	3	108	406	2	108	296
PCT7858	ED	775	245	0	1	43	201	1	44	156
PCT7858	MV	775	394	0	1	68	325	3	80	242
PCT7859	ED	891	250	0	1	48	201	0	76	125
PCT7859	MV	891	513	0	3	107	403	3	135	265
PCT7861	ED	859	217	0	0	44	173	2	57	114
PCT7861	MV	859	510	0	0	107	403	1	133	269
PCT7862	ED	866	302	0	1	47	254	1	75	178
PCT7862	MV	866	472	0	1	90	381	2	110	269
PCT7863	ED	907	311	0	0	64	247	3	66	178
PCT7863	MV	907	440	0	3	75	362	3	100	259
PCT7864	ED	807	232	0	0	35	197	2	50	145
PCT7864	MV	807	427	0	1	80	346	2	106	238
PCT7865	ED	823	241	0	1	45	195	2	48	145
PCT7865	MV	823	463	0	0	101	362	3	98	261
PCT7866	ED	836	209	0	1	34	174	2	55	117
PCT7866	MV	836	491	0	3	97	391	3	143	245
PCT7867	ED	955	266	0	1	49	216	3	63	150
PCT7867	MV	955	512	0	1	91	420	5	139	276
PCT7868	ED	881	242	0	3	49	190	0	54	136
PCT7868	MV	881	449	1	4	62	382	1	123	258
PCT7869	ED	867	239	0	1	55	183	2	45	136
PCT7869	MV	867	489	0	0	102	387	2	117	268
PCT7871	ED	900	259	0	0	46	213	2	59	152
PCT7871	MV	900	502	2	0	88	412	2	132	278
PCT7872	ED	862	288	0	1	63	224	4	68	152
PCT7872	MV	862	472	0	1	87	384	5	114	265
PCT7873	ED	861	257	0	1	37	219	1	50	168
PCT7873	MV	861	502	0	1	85	416	2	128	286
PCT7874	ED	477	137	0	0	20	117	2	35	80
PCT7874	MV	477	256	1	4	58	193	1	55	137
PCT7875	ED	623	180	0	0	38	142	2	46	94
PCT7875	MV	623	285	0	1	62	222	1	50	171
PCT7876	ED	498	154	10	0	39	105	0	31	74
PCT7876	MV	498	269	0	1	61	207	1	55	151
PCT7901	ED	522	136	0	3	27	106	1	33	72
PCT7901	MV	522	198	0	3	38	157	4	53	100
PCT7902	ED	968	258	0	1	58	199	1	66	132
PCT7902	MV	968	401	0	2	81	318	1	84	233
PCT7903	ED	840	201	0	1	56	144	1	46	97
PCT7903	MV	840	350	0	2	68	280	1	87	192
PCT7904	ED	877	212	0	3	42	167	4	49	114
PCT7904	MV	877	403	0	0	100	303	1	100	202
PCT7905	ED	851	254	0	0	62	192	2	51	139
PCT7905	MV	851	409	1	3	86	319	2	78	239
PCT7906	ED	787	245	0	1	60	184	1	46	137
PCT7906	MV	787	335	0	0	76	259	5	71	183
PCT7907	ED	950	278	0	1	64	213	2	50	161
PCT7907	MV	950	425	0	2	87	336	1	83	252
PCT7908	ED	949	284	0	3	70	211	2	75	134
PCT7908	MV	949	408	0	2	92	314	4	102	208
PCT7909	ED	733	251	0	1	50	200	3	47	150
PCT7909	MV	733	303	0	2	52	249	1	50	198
PCT7911	ED	860	244	0	1	48	195	5	73	117
PCT7911	MV	860	395	0	0	71	324	1	100	223
PCT7912	ED	1065	291	0	2	64	225	1	69	155
PCT7912	MV	1065	463	0	0	96	367	4	100	263
PCT7913	ED	913	312	0	1	46	265	3	61	201
PCT7913	MV	913	378	0	0	69	309	5	79	225
PCT7914	ED	883	278	0	0	57	221	5	59	157
PCT7914	MV	883	425	0	6	77	342	3	73	266
PCT7915	ED	831	266	0	2	51	213	2	53	158
PCT7915	MV	831	351	0	1	61	289	3	83	203
PCT7916	ED	888	284	0	1	54	229	1	58	170
PCT7916	MV	888	421	0	2	70	349	1	95	253
PCT7917	ED	1015	315	0	1	51	263	1	75	187
PCT7917	MV	1015	428	0	3	73	352	3	80	269
PCT7918	ED	836	253	0	1	54	198	3	48	147
PCT7918	MV	836	379	0	1	71	307	2	77	228
PCT7919	ED	895	309	0	4	57	248	0	70	178
PCT7919	MV	895	376	0	0	68	308	2	74	232
PCT7921	ED	917	232	0	2	32	198	2	63	133
PCT7921	MV	917	366	0	2	72	292	1	88	203
PCT7922	ED	831	250	0	0	48	202	2	46	154
PCT7922	MV	831	383	0	0	66	317	1	74	242
PCT7923	ED	885	262	0	1	44	217	1	46	170
PCT7923	MV	885	403	0	1	59	343	0	85	258
PCT7924	ED	842	238	0	1	50	187	1	40	146
PCT7924	MV	842	382	0	3	60	319	2	78	239
PCT7925	ED	567	156	0	0	29	127	2	39	86
PCT7925	MV	567	293	0	1	55	237	1	58	178
PCT7926	ED	795	229	0	1	41	187	1	37	149
PCT7926	MV	795	390	0	1	68	321	2	90	229
PCT7927	ED	747	241	0	0	42	199	4	53	142
PCT7927	MV	747	392	0	0	77	315	1	65	249
PCT7928	ED	931	284	0	0	49	235	1	47	187
PCT7928	MV	931	489	0	5	75	409	2	94	313
PCT7929	ED	864	248	0	2	38	208	1	56	151
PCT7929	MV	864	509	1	2	94	412	1	98	313
PCT7931	ED	738	219	0	0	42	177	3	45	129
PCT7931	MV	738	408	0	2	56	350	3	74	273
PCT7932	ED	551	157	1	0	26	130	0	30	100
PCT7932	MV	551	285	0	1	59	225	1	62	162
PCT7933	MV	6	4	0	0	2	2	0	0	2
PCT7934	ED	890	250	0	1	50	199	2	53	144
PCT7934	MV	890	472	0	3	63	406	3	85	318
PCT7935	ED	970	305	0	1	57	247	0	42	205
PCT7935	MV	970	519	0	1	111	407	2	107	298
PCT7936	ED	856	287	0	2	42	243	1	53	189
PCT7936	MV	856	428	0	1	73	354	5	75	274
PCT7937	ED	886	267	0	3	49	215	5	46	164
PCT7937	MV	886	435	0	3	86	346	2	69	275
PCT7938	ED	788	213	0	0	34	179	0	47	132
PCT7938	MV	788	337	0	0	53	284	1	57	226
PCT7939	ED	688	254	0	0	36	218	0	45	173
PCT7939	MV	688	326	0	2	63	261	3	69	189
PCT7941	ED	751	218	0	1	42	175	4	41	130
PCT7941	MV	751	348	0	0	68	280	2	60	218
PCT7942	ED	914	259	1	2	36	220	6	67	147
PCT7942	MV	914	412	0	2	67	343	1	106	236
PCT7943	ED	872	258	4	1	45	208	0	75	133
PCT7943	MV	872	439	0	2	78	359	1	118	240
PCT7944	ED	801	243	0	2	34	207	3	41	163
PCT7944	MV	801	381	0	1	62	318	4	69	245
PCT7945	ED	915	186	0	1	38	147	0	41	106
PCT7945	MV	915	414	0	2	54	358	3	93	262
PCT7946	ED	945	183	0	0	29	154	2	50	102
PCT7946	MV	945	451	0	3	88	360	3	127	230
PCT7947	ED	946	182	0	2	36	144	0	51	93
PCT7947	MV	946	430	0	2	102	326	2	131	193
PCT7948	ED	928	210	0	0	36	174	2	56	116
PCT7948	MV	928	422	0	3	89	330	1	110	219
PCT7949	ED	569	100	0	0	22	78	2	34	42
PCT7949	MV	569	292	0	1	68	223	2	81	140
PCT7951	ED	854	166	0	1	39	126	0	32	94
PCT7951	MV	854	425	0	1	108	316	11	126	179
PCT7952	ED	866	167	0	0	34	133	2	60	71
PCT7952	MV	866	359	0	3	78	278	4	103	171
PCT7953	ED	824	186	2	1	39	144	3	54	87
PCT7953	MV	824	402	0	0	81	321	6	109	206
PCT7955	ED	902	199	0	4	42	153	0	38	115
PCT7955	MV	902	435	0	3	76	356	7	127	222
PCT7956	ED	823	136	0	0	33	103	1	30	72
PCT7956	MV	823	353	0	5	76	272	4	108	160
PCT7957	ED	646	147	0	1	24	122	4	28	90
PCT7957	MV	646	298	0	1	49	248	0	63	185
PCT7958	MV	290	141	0	0	22	119	3	37	79
PCT7959	ED	727	160	0	0	36	124	0	35	89
PCT7959	MV	727	326	0	2	60	264	4	78	182
PCT9001	MV	273	142	0	1	16	125	4	41	80
PCT9101	ED	888	260	0	0	51	209	0	68	141
PCT9101	MV	888	438	0	5	98	335	2	120	213
PCT9102	ED	985	257	0	1	51	205	1	69	135
PCT9102	MV	985	471	0	1	72	398	2	128	268
PCT9103	ED	954	273	0	1	59	213	6	85	122
PCT9103	MV	954	431	0	0	108	323	3	112	208
PCT9104	ED	988	239	0	1	56	182	2	60	120
PCT9104	MV	988	465	0	0	103	362	3	123	236
PCT9105	ED	919	247	0	0	53	194	2	67	125
PCT9105	MV	919	488	0	1	91	396	2	153	241
PCT9106	ED	937	268	1	0	48	219	1	82	136
PCT9106	MV	937	497	0	1	106	390	0	135	255
PCT9107	ED	849	219	0	0	41	178	2	49	127
PCT9107	MV	849	372	0	1	80	291	2	96	193
PCT9108	ED	790	247	0	2	38	207	0	62	145
PCT9108	MV	790	373	1	0	78	294	2	72	220
PCT9109	ED	884	263	0	0	68	195	2	71	122
PCT9109	MV	884	428	0	0	95	333	2	99	232
PCT9111	ED	779	229	0	2	51	176	2	55	119
PCT9111	MV	779	346	0	2	85	259	1	83	175
PCT9112	ED	976	284	0	0	67	217	3	69	145
PCT9112	MV	976	467	0	2	106	359	2	121	236
PCT9113	ED	999	311	0	1	59	251	1	87	163
PCT9113	MV	999	505	0	0	99	406	1	145	260
PCT9114	ED	877	263	0	1	57	205	1	76	128
PCT9114	MV	877	405	0	1	86	318	0	110	208
PCT9115	ED	911	258	0	0	62	196	1	51	144
PCT9115	MV	911	429	0	2	90	337	3	88	246
PCT9116	ED	944	281	1	0	51	229	6	86	137
PCT9116	MV	944	473	0	2	129	342	3	91	248
PCT9117	ED	783	222	0	1	41	180	0	54	126
PCT9117	MV	783	398	0	3	76	319	1	108	210
PCT9118	ED	974	286	0	0	67	219	1	69	149
PCT9118	MV	974	426	0	4	100	322	3	98	221
PCT9119	ED	891	237	0	0	66	171	3	60	108
PCT9119	MV	891	447	0	4	88	355	3	122	230
PCT9121	ED	930	256	0	1	52	203	4	67	132
PCT9121	MV	930	434	0	0	94	340	4	100	236
PCT9122	ED	953	210	0	0	57	153	0	47	106
PCT9122	MV	953	454	0	1	128	325	1	113	211
PCT9123	ED	858	232	0	2	44	186	4	62	120
PCT9123	MV	858	418	0	1	81	336	3	129	204
PCT9124	ED	874	202	0	1	41	160	5	52	103
PCT9124	MV	874	438	0	1	105	332	3	122	207
PCT9125	ED	861	210	0	0	54	156	1	52	103
PCT9125	MV	861	437	0	1	105	331	2	105	224
PCT9126	ED	1015	245	0	0	63	182	1	51	130
PCT9126	MV	1015	533	0	1	126	406	5	142	259
PCT9127	ED	960	269	0	1	59	209	2	68	139
PCT9127	MV	960	498	0	0	119	379	1	142	236
PCT9128	ED	828	248	0	1	58	189	2	74	113
PCT9128	MV	828	412	0	2	83	327	3	109	215
PCT9129	ED	741	243	0	2	54	187	0	62	125
PCT9129	MV	741	348	0	1	72	275	2	103	170
PCT9131	ED	759	193	0	0	45	148	1	55	92
PCT9131	MV	759	403	0	1	86	316	0	99	217
PCT9132	ED	837	248	0	1	57	190	3	49	138
PCT9132	MV	837	371	0	0	83	288	2	82	204
PCT9133	ED	1021	271	0	1	41	229	0	63	166
PCT9133	MV	1021	503	0	6	96	401	5	117	279
PCT9134	ED	893	210	0	2	50	158	0	54	104
PCT9134	MV	893	469	0	0	117	352	4	124	224
PCT9135	ED	808	215	0	1	44	170	0	62	108
PCT9135	MV	808	389	0	1	89	299	0	119	180
PCT9136	ED	929	253	0	0	65	188	2	68	118
PCT9136	MV	929	439	0	2	103	334	2	105	227
PCT9137	ED	1006	260	0	0	52	208	3	83	122
PCT9137	MV	1006	467	0	3	99	365	4	120	241
PCT9138	ED	943	226	1	1	48	176	0	66	110
PCT9138	MV	943	477	1	1	73	402	6	143	253
PCT9139	ED	975	243	0	1	53	189	1	66	122
PCT9139	MV	975	510	0	2	105	403	3	164	236
PCT9141	ED	953	252	0	1	53	198	2	68	128
PCT9141	MV	953	477	0	2	99	376	3	127	246
PCT9142	ED	966	276	0	0	58	218	1	70	147
PCT9142	MV	966	459	0	0	85	374	1	96	277
PCT9143	ED	920	251	0	0	51	200	1	66	133
PCT9143	MV	920	463	0	4	116	343	1	116	226
PCT9144	ED	962	293	0	0	53	240	1	90	149
PCT9144	MV	962	482	0	2	93	387	1	122	264
PCT9145	ED	861	249	1	2	38	208	3	73	132
PCT9145	MV	861	423	0	3	84	336	1	119	216
PCT9146	ED	885	245	0	1	65	179	1	60	118
PCT9146	MV	885	464	0	1	92	371	3	89	279
PCT9147	ED	971	281	0	0	72	209	0	76	133
PCT9147	MV	971	492	0	2	100	390	5	120	265
PCT9148	ED	1034	325	0	0	62	263	2	86	175
PCT9148	MV	1034	513	0	1	103	409	2	129	278
PCT9149	ED	948	264	0	0	53	211	0	54	157
PCT9149	MV	948	478	0	1	103	374	4	102	268
PCT9151	ED	872	227	0	0	43	184	2	64	118
PCT9151	MV	872	418	0	1	87	330	2	123	205
PCT9152	ED	721	270	0	1	53	216	0	76	140
PCT9152	MV	721	279	0	1	62	216	2	75	139
PCT9201	ED	1004	300	0	1	54	245	1	78	166
PCT9201	MV	1004	475	0	1	95	379	3	113	263
PCT9202	ED	971	294	0	0	68	226	3	84	139
PCT9202	MV	971	426	0	1	102	323	4	112	207
PCT9203	ED	1002	239	0	0	85	154	0	72	82
PCT9203	MV	1002	536	0	0	148	388	2	192	194
PCT9204	ED	873	273	0	3	82	188	0	108	80
PCT9204	MV	873	393	0	0	111	282	5	154	123
PCT9205	ED	728	208	0	1	62	145	0	72	73
PCT9205	MV	728	376	0	0	99	277	3	115	159
PCT9206	ED	931	249	0	0	70	179	1	90	88
PCT9206	MV	931	479	0	0	139	340	0	173	167
PCT9207	ED	981	262	0	0	85	177	0	92	85
PCT9207	MV	981	502	0	1	148	353	1	144	208
PCT9208	ED	1002	287	0	2	91	194	1	96	97
PCT9208	MV	1002	491	0	1	138	352	2	158	192
PCT9209	ED	711	245	0	0	68	177	0	86	91
PCT9209	MV	711	327	0	6	97	224	4	85	135
PCT9211	ED	889	234	0	0	74	160	0	71	89
PCT9211	MV	889	432	0	0	105	327	0	156	171
PCT9212	ED	803	234	0	0	70	164	0	79	85
PCT9212	MV	803	400	0	0	105	295	3	116	176
PCT9213	ED	951	264	0	2	57	205	0	96	109
PCT9213	MV	951	508	0	1	138	369	1	155	213
PCT9214	ED	640	166	0	0	44	122	0	58	64
PCT9214	MV	640	334	0	0	80	254	3	95	156
PCT9215	ED	652	194	0	0	44	150	1	72	77
PCT9215	MV	652	327	0	1	93	233	0	114	119
PCT9216	ED	845	246	0	0	68	178	1	68	109
PCT9216	MV	845	379	0	1	98	280	0	135	145
PCT9217	ED	698	194	0	0	56	138	2	52	84
PCT9217	MV	698	349	0	2	106	241	3	104	134
PCT9218	ED	841	249	0	2	69	178	0	76	102
PCT9218	MV	841	412	0	0	124	288	2	127	159
PCT9219	ED	802	242	0	2	62	178	1	63	114
PCT9219	MV	802	399	0	0	97	302	0	118	184
PCT9221	ED	651	145	0	2	28	115	0	71	44
PCT9221	MV	651	399	0	3	95	301	0	191	110
PCT9222	ED	883	249	0	0	75	174	0	90	84
PCT9222	MV	883	449	0	3	123	323	1	180	142
PCT9223	ED	638	160	0	0	45	115	1	61	53
PCT9223	MV	638	338	0	3	97	238	4	122	112
PCT9224	ED	960	263	0	0	71	192	1	109	82
PCT9224	MV	960	506	0	2	130	374	2	161	211
PCT9225	ED	958	299	0	0	91	208	1	90	117
PCT9225	MV	958	469	0	3	138	328	1	138	189
PCT9226	ED	926	271	0	2	78	191	2	91	98
PCT9226	MV	926	486	0	3	128	355	3	158	194
PCT9227	ED	738	188	0	0	43	145	0	61	84
PCT9227	MV	738	404	0	1	79	324	0	147	177
PCT9228	ED	747	189	0	1	39	149	2	82	65
PCT9228	MV	747	424	0	2	81	341	3	172	166
PCT9229	ED	598	162	0	0	38	124	2	61	61
PCT9229	MV	598	316	0	0	69	247	0	109	138
PCT9231	ED	953	313	0	1	76	236	1	77	158
PCT9231	MV	953	488	0	0	120	368	3	143	222
PCT9232	ED	735	212	0	0	46	166	0	83	83
PCT9232	MV	735	396	0	2	77	317	3	152	162
PCT9233	ED	793	209	0	0	49	160	0	99	61
PCT9233	MV	793	434	0	1	120	313	2	160	151
PCT9234	ED	746	187	0	0	44	143	1	60	82
PCT9234	MV	746	438	0	2	100	336	0	141	195
PCT9235	ED	884	239	0	0	51	188	0	100	88
PCT9235	MV	884	488	0	0	137	351	0	210	141
PCT9236	ED	683	201	0	0	43	158	0	78	80
PCT9236	MV	683	358	0	1	93	264	1	117	146
PCT9237	ED	936	229	0	0	73	156	1	79	76
PCT9237	MV	936	539	0	1	139	399	2	199	198
PCT9238	ED	842	230	0	0	74	156	0	71	85
PCT9238	MV	842	456	0	4	106	346	1	175	170
PCT9239	ED	881	200	0	0	61	139	0	74	65
PCT9239	MV	881	499	0	2	131	366	2	160	204
PCT9241	ED	1005	255	0	2	81	172	0	89	83
PCT9241	MV	1005	578	0	2	141	435	1	205	229
PCT9242	ED	972	277	0	0	71	206	0	92	114
PCT9242	MV	972	513	0	1	132	380	2	170	208
PCT9243	ED	594	193	0	1	51	141	2	63	76
PCT9243	MV	594	307	0	0	81	226	0	95	131
PCT9244	ED	903	255	0	1	73	181	0	68	113
PCT9244	MV	903	485	0	0	147	338	1	142	195
PCT9245	ED	742	209	0	2	52	155	2	64	89
PCT9245	MV	742	375	0	1	104	270	0	114	156
PCT9246	ED	929	257	0	1	74	182	1	73	108
PCT9246	MV	929	528	0	2	142	384	0	164	220
PCT9247	ED	927	264	0	0	71	193	1	83	109
PCT9247	MV	927	515	0	4	116	395	3	163	229
PCT9248	ED	907	258	0	1	56	201	1	77	123
PCT9248	MV	907	487	0	3	123	361	1	126	234
PCT9249	ED	917	271	0	1	73	197	0	73	124
PCT9249	MV	917	495	0	1	104	390	2	150	238
PCT9251	ED	995	287	0	0	64	223	2	82	139
PCT9251	MV	995	530	0	0	123	407	1	150	256
PCT9252	ED	944	219	0	0	55	164	0	66	98
PCT9252	MV	944	550	0	0	120	430	1	163	266
PCT9253	ED	772	187	0	0	46	141	0	61	80
PCT9253	MV	772	397	0	4	80	313	3	126	184
PCT9254	ED	935	230	0	0	41	189	1	77	111
PCT9254	MV	935	538	0	1	115	422	4	161	257
PCT9255	ED	553	183	0	1	36	146	0	49	97
PCT9255	MV	553	263	0	2	65	196	0	61	135
PCT9256	ED	474	130	0	1	33	96	0	29	67
PCT9256	MV	474	233	0	0	53	180	1	62	117
PCT9257	MV	321	235	0	0	50	185	3	45	137
PCT9258	ED	712	193	0	0	37	156	2	51	103
PCT9258	MV	712	373	0	0	82	291	0	116	175
PCT9401	ED	1012	293	0	3	60	230	3	74	153
PCT9401	MV	1012	484	0	2	88	394	3	117	274
PCT9402	ED	977	290	0	0	60	230	2	80	148
PCT9402	MV	977	458	0	0	109	349	2	95	252
PCT9403	ED	897	240	0	2	48	190	1	43	146
PCT9403	MV	897	419	0	1	98	320	2	104	214
PCT9404	ED	930	200	0	0	58	142	0	55	87
PCT9404	MV	930	462	0	1	105	356	0	113	243
PCT9405	ED	786	210	0	1	56	153	3	60	90
PCT9405	MV	786	364	0	1	85	278	8	101	169
PCT9406	ED	868	244	0	1	52	191	1	69	121
PCT9406	MV	868	421	0	3	88	330	4	106	220
PCT9407	ED	889	253	0	1	49	203	4	68	131
PCT9407	MV	889	409	0	2	82	325	2	105	218
PCT9408	ED	886	265	0	0	53	212	1	59	152
PCT9408	MV	886	415	0	2	81	332	6	90	236
PCT9409	ED	590	201	0	1	35	165	2	52	111
PCT9409	MV	590	252	0	1	64	187	0	66	121
PCT9411	ED	956	271	0	0	61	210	1	58	151
PCT9411	MV	956	431	0	2	79	350	3	90	257
PCT9412	ED	848	245	0	1	51	193	2	66	125
PCT9412	MV	848	380	0	2	97	281	3	80	198
PCT9413	ED	894	229	0	0	55	174	1	63	110
PCT9413	MV	894	461	0	3	118	340	5	131	204
PCT9414	ED	916	216	0	2	45	169	2	70	97
PCT9414	MV	916	463	0	3	104	356	0	127	229
PCT9415	ED	784	187	0	0	56	131	2	41	88
PCT9415	MV	784	392	0	2	99	291	0	113	178
PCT9416	ED	1008	282	1	2	64	215	1	67	147
PCT9416	MV	1008	480	1	1	122	356	6	123	227
PCT9417	ED	752	175	0	0	32	143	0	44	99
PCT9417	MV	752	402	0	1	83	318	4	115	199
PCT9418	ED	790	211	0	2	47	162	0	38	124
PCT9418	MV	790	376	0	1	86	289	0	115	174
PCT9419	ED	924	222	0	3	50	169	1	73	95
PCT9419	MV	924	468	0	0	121	347	4	136	207
PCT9421	ED	906	238	0	1	62	175	0	63	112
PCT9421	MV	906	446	0	0	130	316	1	115	200
PCT9422	ED	1056	283	0	0	60	223	4	79	140
PCT9422	MV	1056	513	0	2	107	404	1	146	257
PCT9423	ED	889	219	0	1	57	161	1	59	101
PCT9423	MV	889	440	0	1	97	342	1	105	236
PCT9424	ED	952	224	0	0	49	175	1	60	114
PCT9424	MV	952	496	0	1	104	391	4	140	247
PCT9425	ED	933	199	0	0	52	147	2	45	100
PCT9425	MV	933	465	0	0	121	344	4	118	222
PCT9426	ED	823	198	0	2	55	141	2	56	83
PCT9426	MV	823	408	0	2	115	291	2	106	183
PCT9427	ED	948	210	0	0	67	143	1	54	88
PCT9427	MV	948	447	0	1	125	321	3	116	202
PCT9428	ED	961	183	0	1	52	130	3	57	70
PCT9428	MV	961	518	0	2	126	390	4	138	248
PCT9429	ED	899	228	1	0	57	170	3	67	100
PCT9429	MV	899	432	0	3	91	338	4	118	216
PCT9431	ED	973	235	0	1	47	187	1	67	119
PCT9431	MV	973	464	0	0	101	363	0	134	229
PCT9432	ED	945	214	0	0	47	167	1	52	114
PCT9432	MV	945	468	0	0	100	368	3	114	251
PCT9433	ED	945	195	0	0	50	145	2	59	84
