area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	079:JEFF BLEICH	080:ELENI KOUNALAKIS	081:CAMERON GHARABIKLOU	082:TIM FERREIRA	083:DAVID FENNELL	084:DANNY THOMAS	085:COLE HARRIS	086:ED HERNANDEZ	087:DAVID R. HERNANDEZ	088:LYDIA ORTEGA	089:GAYLE MCLAUGHLIN	194:MARJAN S. FARIBA
PCT9214	ED	581	92	0	0	19	73	0	18	18	1	4	4	0	7	9	1	3	8	0
PCT9214	MV	581	203	0	0	19	184	0	61	43	1	4	13	1	15	24	7	10	5	0
PCT9215	ED	626	130	0	0	20	110	1	32	27	0	1	9	1	11	11	7	6	4	0
PCT9215	MV	626	170	0	0	20	150	0	51	52	1	3	7	0	10	16	2	4	4	0
PCT9216	ED	798	134	0	1	22	111	0	45	27	0	0	2	2	7	18	3	4	3	0
PCT9216	MV	798	206	0	1	27	178	0	55	53	1	3	16	1	9	18	4	10	8	0
PCT9217	ED	684	123	0	0	15	108	1	18	32	2	3	6	1	5	25	1	7	7	0
PCT9217	MV	684	187	0	1	29	157	0	27	58	2	6	10	1	9	24	6	7	7	0
PCT9218	ED	797	119	0	0	15	104	0	25	32	0	4	5	0	5	19	2	6	6	0
PCT9218	MV	797	225	0	0	38	187	0	44	63	0	4	12	0	11	29	7	12	5	0
PCT9219	ED	733	146	0	0	20	126	0	30	36	1	2	4	0	8	25	6	3	11	0
PCT9219	MV	733	187	0	0	23	164	0	41	60	0	1	6	0	7	30	5	2	12	0
PCT9221	ED	641	121	0	0	16	105	2	29	38	1	3	3	0	5	12	7	4	1	0
PCT9221	MV	641	278	0	1	33	244	1	76	75	0	7	8	0	16	22	10	19	10	0
PCT9222	ED	842	139	0	0	18	121	0	46	39	0	2	4	0	4	12	2	5	7	0
PCT9222	MV	842	268	0	0	28	240	0	86	62	1	2	13	0	13	30	12	13	8	0
PCT9223	ED	606	88	0	0	8	80	1	25	17	1	0	4	0	5	15	2	6	4	0
PCT9223	MV	606	202	0	0	33	169	0	56	47	0	2	5	0	16	21	3	11	8	0
PCT9224	ED	912	171	0	0	24	147	0	37	38	0	1	7	1	12	22	8	9	12	0
PCT9224	MV	912	308	0	1	39	268	0	65	86	0	11	9	0	29	31	10	13	14	0
PCT9225	ED	898	161	0	0	12	149	0	40	44	0	3	7	0	9	16	6	6	18	0
PCT9225	MV	898	243	0	0	35	208	0	30	76	1	6	8	3	16	23	5	16	24	0
PCT9226	ED	905	143	0	0	13	130	1	29	36	0	3	12	0	9	25	2	3	10	0
PCT9226	MV	905	312	0	1	55	256	1	71	77	2	2	8	0	18	46	4	14	13	0
PCT9227	ED	729	140	0	0	13	127	0	43	36	1	3	3	2	4	16	6	5	8	0
PCT9227	MV	729	304	0	0	42	262	0	67	73	2	7	15	2	24	42	3	12	15	0
PCT9228	ED	726	175	0	0	17	158	0	49	52	2	1	7	0	9	13	7	5	13	0
PCT9228	MV	726	277	0	0	25	252	0	82	70	1	1	11	1	27	27	13	14	5	0
PCT9229	ED	596	130	0	0	17	113	1	32	26	0	2	3	0	4	19	4	8	14	0
PCT9229	MV	596	219	0	0	21	198	0	64	61	1	2	6	2	8	27	4	8	15	0
PCT9231	ED	919	221	0	0	19	202	0	72	47	1	0	4	1	5	32	6	3	31	0
PCT9231	MV	919	294	0	0	38	256	0	73	69	3	4	14	2	6	44	5	5	31	0
PCT9232	ED	701	151	0	0	17	134	1	40	28	0	2	1	1	11	29	4	2	15	0
PCT9232	MV	701	274	0	0	23	251	0	84	80	2	3	6	0	12	28	10	10	16	0
PCT9233	ED	774	139	0	0	23	116	1	51	25	1	1	3	4	3	13	4	4	6	0
PCT9233	MV	774	308	0	0	49	259	0	87	79	2	5	9	0	18	28	7	12	12	0
PCT9234	ED	731	131	0	1	23	107	0	32	28	0	2	1	0	7	15	2	7	13	0
PCT9234	MV	731	281	0	0	29	252	1	77	73	2	1	10	1	22	41	10	4	10	0
PCT9235	ED	842	174	0	0	19	155	0	43	45	1	2	1	0	11	27	9	5	11	0
PCT9235	MV	842	298	0	0	28	270	0	80	89	1	4	8	0	25	35	7	12	9	0
PCT9236	ED	658	130	0	0	20	110	0	29	37	0	2	2	0	7	18	5	3	7	0
PCT9236	MV	658	207	0	0	29	178	0	69	53	1	2	3	0	3	24	5	10	8	0
PCT9237	ED	880	145	0	0	12	133	0	42	46	0	1	3	0	2	15	5	7	12	0
PCT9237	MV	880	331	0	0	52	279	0	95	87	0	6	11	0	15	35	5	14	11	0
PCT9238	ED	792	130	0	0	22	108	0	32	35	1	0	1	0	4	22	4	2	7	0
PCT9238	MV	792	271	0	1	31	239	0	68	80	0	0	17	0	16	33	8	8	9	0
PCT9239	ED	835	117	0	0	13	104	1	39	29	0	1	4	1	3	13	3	2	8	0
PCT9239	MV	835	318	0	1	40	277	0	88	88	1	1	15	0	19	33	8	8	16	0
PCT9241	ED	961	158	0	1	14	143	1	56	32	2	3	3	1	5	19	7	2	12	0
PCT9241	MV	961	322	0	1	27	294	0	100	82	0	11	7	0	23	30	4	20	17	0
PCT9242	ED	940	154	0	0	23	131	0	29	40	1	3	3	2	3	30	5	4	11	0
PCT9242	MV	940	300	0	1	38	261	0	81	82	3	3	7	0	13	41	5	5	21	0
PCT9243	ED	572	135	0	0	18	117	0	36	30	1	0	3	0	4	21	6	3	13	0
PCT9243	MV	572	188	0	0	25	163	0	48	56	2	4	6	0	8	26	0	3	10	0
PCT9244	ED	880	149	0	0	18	131	0	43	45	0	3	1	1	2	27	1	1	7	0
PCT9244	MV	880	269	0	0	39	230	0	78	80	0	0	3	0	5	34	3	9	18	0
PCT9245	ED	706	128	0	0	17	111	1	25	44	1	0	1	0	6	14	2	3	14	0
PCT9245	MV	706	226	0	0	31	195	0	53	64	2	0	2	0	14	31	6	4	19	0
PCT9246	ED	910	139	0	1	18	120	0	39	37	0	2	1	3	4	19	3	3	9	0
PCT9246	MV	910	299	0	0	44	255	0	64	82	1	2	14	1	7	46	8	5	25	0
PCT9247	ED	936	151	0	0	15	136	0	27	36	1	7	3	0	4	29	5	4	20	0
PCT9247	MV	936	303	0	2	19	282	0	85	96	3	4	12	2	13	28	4	8	27	0
PCT9248	ED	898	181	0	1	21	159	0	31	59	1	5	0	0	7	32	2	1	21	0
PCT9248	MV	898	282	0	1	36	245	1	58	82	1	0	8	1	17	39	1	3	34	0
PCT9249	ED	910	187	0	0	25	162	0	42	41	1	5	4	0	7	28	5	6	23	0
PCT9249	MV	910	314	0	2	42	270	1	75	84	0	4	7	0	17	42	3	8	29	0
PCT9251	ED	946	204	0	0	20	184	0	42	49	1	1	11	1	4	35	6	5	29	0
PCT9251	MV	946	342	0	0	32	310	0	89	105	1	6	6	0	13	48	5	12	25	0
PCT9252	ED	913	140	0	0	15	125	0	31	32	0	2	4	0	3	26	3	3	21	0
PCT9252	MV	913	352	0	1	47	304	1	80	89	3	7	9	0	13	50	7	18	27	0
PCT9253	ED	751	138	0	0	16	122	0	24	43	0	1	2	1	10	21	6	3	11	0
PCT9253	MV	751	272	0	4	35	233	0	67	56	4	5	7	2	21	35	11	7	18	0
PCT9254	ED	889	168	0	0	17	151	0	35	54	0	0	1	0	0	30	7	1	23	0
PCT9254	MV	889	318	0	1	29	288	0	95	76	3	2	9	0	11	59	4	7	22	0
PCT9255	ED	545	126	0	0	13	113	0	22	28	0	4	2	2	2	25	2	1	25	0
PCT9255	MV	545	128	0	0	15	113	1	24	43	0	2	0	1	5	20	2	2	13	0
PCT9256	ED	433	77	0	0	7	70	0	16	27	0	1	0	0	2	10	1	1	12	0
PCT9256	MV	433	103	0	1	12	90	1	16	30	0	2	2	0	3	13	0	3	20	0
PCT9257	MV	312	150	0	0	6	144	1	30	33	0	2	0	0	3	31	1	4	39	0
PCT9258	ED	699	127	0	0	11	116	0	19	32	1	2	1	1	1	28	2	3	26	0
PCT9258	MV	699	244	0	2	27	215	0	57	59	1	3	7	0	8	29	2	10	39	0
PCT9401	ED	970	194	0	0	28	166	1	25	39	2	1	1	0	4	39	3	3	48	0
PCT9401	MV	970	293	0	1	35	257	1	40	82	2	5	5	1	7	43	3	16	52	0
PCT9402	ED	931	197	0	0	26	171	0	29	32	5	1	3	2	5	38	7	4	45	0
PCT9402	MV	931	307	0	1	53	253	0	38	66	3	1	7	2	15	54	6	12	49	0
PCT9403	ED	853	167	0	0	23	144	0	24	38	1	1	1	0	7	29	8	4	31	0
PCT9403	MV	853	286	0	1	37	248	1	44	46	4	4	16	2	20	48	4	9	50	0
PCT9404	ED	889	153	0	0	17	136	0	35	34	1	2	5	0	2	20	4	6	27	0
PCT9404	MV	889	320	0	0	50	270	0	37	66	3	2	17	1	28	55	6	8	47	0
PCT9405	ED	757	160	0	0	20	140	0	30	36	2	3	7	1	10	23	9	1	18	0
PCT9405	MV	757	245	0	1	45	199	0	31	39	3	1	3	0	11	51	13	23	24	0
PCT9406	ED	815	179	0	2	16	161	0	26	32	3	6	10	1	14	23	3	11	32	0
PCT9406	MV	815	277	0	1	35	241	0	37	64	2	1	9	3	10	53	9	13	40	0
PCT9407	ED	861	191	0	0	20	171	0	33	45	1	3	5	2	10	30	7	7	28	0
PCT9407	MV	861	284	0	0	32	252	0	44	67	2	1	11	0	14	39	13	13	48	0
PCT9408	ED	837	187	0	0	30	157	1	27	25	1	3	6	0	4	32	6	1	51	0
PCT9408	MV	837	246	0	0	29	217	0	34	59	2	5	4	1	4	35	6	5	62	0
PCT9409	ED	565	140	0	0	8	132	0	20	37	1	1	1	0	2	31	4	7	28	0
PCT9409	MV	565	170	0	0	22	148	1	21	38	3	2	5	0	9	22	1	9	37	0
PCT9411	ED	936	175	0	0	18	157	0	30	47	0	4	3	3	2	27	4	2	35	0
PCT9411	MV	936	261	0	1	21	239	1	44	59	2	6	9	0	6	57	9	4	42	0
PCT9412	ED	843	164	0	0	15	149	2	30	39	1	1	3	4	0	26	9	10	24	0
PCT9412	MV	843	285	0	0	39	246	1	42	50	4	2	7	4	21	53	6	8	48	0
PCT9413	ED	858	172	0	0	23	149	1	33	34	0	3	4	4	8	26	6	6	24	0
PCT9413	MV	858	310	0	1	51	258	0	47	64	5	2	10	3	15	51	13	10	38	0
PCT9414	ED	862	159	0	0	29	130	2	22	35	1	4	6	0	4	25	6	2	23	0
PCT9414	MV	862	307	0	1	42	264	2	38	81	1	3	15	2	10	59	10	6	37	0
PCT9415	ED	755	121	0	0	15	106	0	24	28	0	2	1	0	4	20	9	2	16	0
PCT9415	MV	755	284	0	0	37	247	0	50	60	5	6	12	2	22	39	14	12	25	0
PCT9416	ED	962	198	0	1	20	177	0	45	39	0	2	4	1	11	28	4	8	35	0
PCT9416	MV	962	316	0	0	62	254	1	49	63	1	5	7	1	20	65	3	9	30	0
PCT9417	ED	714	117	0	0	20	97	0	24	18	1	3	6	0	4	13	7	2	19	0
PCT9417	MV	714	286	0	0	40	246	0	38	42	3	2	23	7	8	73	10	17	23	0
PCT9418	ED	753	157	0	0	22	135	1	18	35	0	2	8	2	5	26	8	8	22	0
PCT9418	MV	753	269	0	0	59	210	1	41	58	4	5	13	0	14	40	8	11	15	0
PCT9419	ED	893	167	0	1	34	132	0	26	27	1	3	5	1	5	28	7	8	21	0
PCT9419	MV	893	326	0	0	48	278	0	47	67	1	5	15	5	27	46	14	22	29	0
PCT9421	ED	878	150	0	0	25	125	1	24	27	0	3	10	0	7	21	4	1	27	0
PCT9421	MV	878	316	0	0	53	263	1	50	46	3	8	7	2	12	68	19	20	27	0
PCT9422	ED	1010	200	0	1	30	169	0	29	40	1	3	6	0	8	40	9	4	29	0
PCT9422	MV	1010	358	0	0	44	314	2	60	77	3	4	15	3	43	52	9	13	33	0
PCT9423	ED	853	147	0	0	17	130	0	30	40	0	4	4	0	6	20	2	2	21	1
PCT9423	MV	853	292	0	0	35	257	4	43	67	2	2	4	1	21	69	4	10	30	0
PCT9424	ED	910	146	0	0	18	128	0	25	22	3	3	5	1	6	25	4	8	26	0
PCT9424	MV	910	331	0	1	42	288	0	60	68	2	1	14	11	16	66	8	13	29	0
PCT9425	ED	903	136	0	0	20	116	0	22	32	1	1	4	3	5	16	3	5	24	0
PCT9425	MV	903	313	0	0	45	268	1	49	63	1	5	9	2	19	70	8	19	22	0
PCT9426	ED	801	143	0	0	14	129	0	22	24	1	2	6	1	13	25	8	6	21	0
PCT9426	MV	801	283	0	2	55	226	3	32	61	0	2	11	4	33	31	8	13	28	0
PCT9427	ED	889	129	0	1	21	107	0	22	22	1	1	4	1	5	24	6	9	12	0
PCT9427	MV	889	333	0	1	62	270	1	48	57	1	2	13	5	34	52	15	16	26	0
PCT9428	ED	892	122	0	0	20	102	0	17	22	0	4	4	1	3	21	5	5	20	0
PCT9428	MV	892	346	0	0	67	279	0	52	68	5	5	6	1	20	56	11	16	39	0
PCT9429	ED	866	173	0	0	26	147	0	24	32	1	5	9	0	7	30	10	6	23	0
PCT9429	MV	866	308	0	1	41	266	0	45	64	4	2	10	1	26	61	12	14	27	0
PCT9431	ED	954	152	0	0	18	134	1	33	26	1	3	6	0	6	28	10	1	19	0
PCT9431	MV	954	352	0	0	48	304	0	59	89	1	4	13	4	22	62	14	16	20	0
PCT9432	ED	901	155	0	0	26	129	0	24	37	0	3	9	1	6	15	6	6	22	0
PCT9432	MV	901	307	0	0	55	252	3	49	78	1	0	5	2	10	53	6	21	24	0
PCT9433	ED	912	155	0	0	24	131	0	30	28	1	4	8	0	3	22	6	10	19	0
PCT9433	MV	912	317	0	0	57	260	1	47	64	5	2	12	0	28	49	8	18	26	0
PCT9434	ED	963	188	0	0	28	160	1	28	33	1	6	7	0	15	31	6	7	25	0
PCT9434	MV	963	349	0	0	42	307	0	51	93	5	2	18	3	30	51	9	15	30	0
PCT9435	ED	934	195	0	0	17	178	1	30	49	2	8	7	3	9	26	5	10	28	0
PCT9435	MV	934	320	0	1	61	258	2	38	68	1	8	9	2	15	64	7	15	29	0
PCT9436	ED	941	161	0	0	21	140	1	25	40	2	2	6	1	7	23	11	6	16	0
PCT9436	MV	941	337	0	1	62	274	0	41	73	6	3	8	4	27	44	11	22	35	0
PCT9437	ED	873	170	0	0	21	149	0	35	33	2	3	8	0	7	27	4	10	20	0
PCT9437	MV	873	324	0	2	43	279	0	41	64	4	1	13	0	42	57	19	13	25	0
PCT9438	ED	918	129	0	0	13	116	2	16	26	1	1	4	0	10	23	5	4	24	0
PCT9438	MV	918	336	0	0	44	292	2	54	62	4	3	13	8	22	62	8	28	26	0
PCT9439	ED	827	126	0	0	11	115	1	23	36	0	1	1	0	8	20	4	4	17	0
PCT9439	MV	827	314	0	1	60	253	2	41	68	1	2	8	1	26	46	13	21	24	0
PCT9441	ED	939	205	0	0	19	186	1	27	43	3	3	4	3	10	34	9	10	39	0
PCT9441	MV	939	337	0	0	44	293	1	35	66	3	8	11	7	12	70	23	13	44	0
PCT9442	ED	970	200	0	0	17	183	0	33	55	1	5	4	2	7	33	6	7	30	0
PCT9442	MV	970	325	0	1	52	272	1	43	55	4	7	12	4	26	60	11	18	31	0
PCT9443	ED	886	138	0	0	21	117	0	21	28	1	6	3	1	1	26	6	5	19	0
PCT9443	MV	886	304	0	0	45	259	3	44	71	3	4	9	6	22	44	7	13	33	0
PCT9444	ED	901	118	0	1	14	103	1	18	29	0	2	7	6	4	9	7	2	18	0
PCT9444	MV	901	312	0	2	51	259	0	43	55	5	2	23	0	22	61	15	14	19	0
PCT9445	ED	945	154	0	0	18	136	0	25	27	1	3	6	3	12	18	4	11	26	0
PCT9445	MV	945	342	0	0	51	291	3	46	73	3	3	15	2	24	55	7	15	45	0
PCT9446	ED	1043	164	0	0	24	140	1	32	36	1	4	3	0	8	27	6	4	18	0
PCT9446	MV	1043	417	0	0	60	357	1	57	86	2	8	8	1	32	76	21	27	38	0
PCT9447	ED	891	171	0	1	17	153	0	32	30	2	5	6	1	6	32	6	4	29	0
PCT9447	MV	891	327	0	0	57	270	3	53	69	1	5	7	3	20	58	13	17	21	0
PCT9448	ED	877	159	0	0	18	141	2	31	27	0	6	10	2	3	22	4	8	26	0
PCT9448	MV	877	307	0	0	55	252	1	33	83	4	7	13	5	18	47	6	6	29	0
PCT9449	ED	784	97	0	0	11	86	0	13	20	2	3	3	0	4	15	6	3	17	0
PCT9449	MV	784	302	0	0	58	244	1	38	47	0	3	13	3	32	58	9	14	26	0
PCT9451	ED	414	57	0	1	5	51	0	7	22	1	1	0	0	3	10	2	2	3	0
PCT9451	MV	414	154	0	1	24	129	2	17	28	3	2	12	3	11	30	11	7	3	0
PCT9452	ED	799	175	0	0	18	157	0	28	41	1	3	8	2	11	23	9	9	22	0
PCT9452	MV	799	281	0	0	43	238	0	40	69	1	5	14	3	18	47	7	7	27	0
PCT9453	ED	488	90	0	0	8	82	0	11	31	0	0	7	1	7	5	7	3	10	0
PCT9453	MV	488	175	0	0	17	158	0	29	44	0	2	4	0	11	34	10	9	15	0
PCT9501	MV	149	71	0	0	10	61	0	11	25	0	0	1	0	2	15	4	0	3	0
PCT9502	MV	233	116	0	0	9	107	1	22	32	0	0	1	0	6	21	1	4	19	0
PCT9503	ED	725	128	0	2	25	101	0	23	35	0	1	1	1	2	21	1	4	12	0
PCT9503	MV	725	184	0	1	21	162	0	39	60	1	2	4	0	6	29	2	3	16	0
PCT9505	ED	756	147	0	1	20	126	0	26	45	1	1	2	1	2	27	4	3	14	0
PCT9505	MV	756	274	0	1	37	236	1	38	84	6	6	5	3	5	47	6	4	31	0
PCT9506	ED	771	134	0	1	11	122	1	26	32	0	3	3	0	2	30	2	4	19	0
PCT9506	MV	771	217	0	3	22	192	0	45	55	2	2	0	1	2	37	3	5	40	0
PCT9507	ED	733	170	0	0	22	148	1	29	46	1	1	4	1	1	27	1	1	35	0
PCT9507	MV	733	218	0	0	26	192	0	38	72	1	2	1	0	2	32	3	3	38	0
PCT9508	ED	784	180	0	0	11	169	1	29	46	1	2	0	1	1	24	4	1	59	0
PCT9508	MV	784	258	0	1	25	232	0	57	67	0	3	0	1	0	43	2	4	55	0
PCT9509	ED	719	165	0	0	19	146	0	20	47	1	0	3	0	1	25	4	2	43	0
PCT9509	MV	719	239	0	0	21	218	0	57	68	2	2	0	0	3	47	1	0	38	0
PCT9511	ED	600	147	0	0	18	129	0	22	24	1	3	5	1	1	16	2	5	49	0
PCT9511	MV	600	177	0	1	13	163	1	21	48	0	2	2	0	4	26	5	4	50	0
PCT9512	ED	771	161	0	0	14	147	0	25	47	0	5	1	0	1	18	3	1	46	0
PCT9512	MV	771	251	0	1	31	219	0	41	83	2	5	2	1	4	28	0	1	52	0
PCT9513	ED	864	200	0	1	28	171	0	27	58	3	7	1	1	4	24	3	3	40	0
PCT9513	MV	864	261	0	1	23	237	0	41	81	1	2	0	2	4	43	1	6	56	0
PCT9514	ED	869	229	0	0	19	210	0	43	57	4	2	3	2	6	39	4	3	47	0
PCT9514	MV	869	257	0	2	36	219	0	65	67	0	2	1	1	6	30	2	3	42	0
PCT9515	ED	685	159	0	0	14	145	1	28	40	2	2	3	0	1	24	4	3	37	0
PCT9515	MV	685	243	0	0	33	210	1	38	56	1	2	2	2	7	38	6	9	48	0
PCT9516	ED	864	206	0	0	24	182	0	32	40	4	2	8	1	5	27	4	6	53	0
PCT9516	MV	864	269	0	0	33	236	1	48	64	1	2	8	1	3	47	7	5	49	0
PCT9517	ED	768	197	0	0	27	170	0	29	40	1	2	3	1	2	34	1	4	53	0
PCT9517	MV	768	235	0	0	19	216	0	45	53	2	2	7	0	4	45	3	3	52	0
PCT9518	ED	783	180	0	0	20	160	0	33	38	1	3	2	0	1	32	2	0	48	0
PCT9518	MV	783	242	0	0	14	228	0	51	58	2	3	2	1	3	45	4	13	46	0
PCT9519	ED	850	217	0	0	33	184	0	38	50	1	1	1	0	8	42	4	2	37	0
PCT9519	MV	850	294	0	0	21	273	1	69	77	1	5	0	0	9	40	4	1	66	0
PCT9521	ED	893	254	0	0	26	228	1	48	58	0	4	2	1	2	40	3	5	64	0
PCT9521	MV	893	290	0	0	24	266	0	74	88	0	6	4	0	3	31	5	4	51	0
PCT9701	ED	665	156	0	0	16	140	0	29	31	0	1	1	2	1	27	2	3	43	0
PCT9701	MV	665	235	0	0	38	197	0	36	56	1	4	7	0	8	35	6	6	38	0
PCT9702	ED	710	194	0	0	25	169	1	37	38	3	1	1	0	3	34	2	4	45	0
PCT9702	MV	710	231	0	0	35	196	0	49	51	0	5	5	2	6	34	5	7	32	0
PCT9703	ED	931	182	0	0	25	157	0	30	47	2	2	4	3	6	32	9	5	17	0
PCT9703	MV	931	373	0	1	47	325	0	64	92	3	3	15	3	19	50	8	20	48	0
PCT9704	ED	942	191	0	1	18	172	0	40	45	0	1	3	0	8	26	6	5	38	0
PCT9704	MV	942	354	0	1	38	315	0	86	86	0	5	7	1	13	56	6	9	46	0
PCT9705	ED	879	208	0	1	23	184	0	53	37	0	3	5	1	4	31	2	4	44	0
PCT9705	MV	879	309	0	0	31	278	0	59	86	1	2	5	3	9	61	0	8	44	0
PCT9706	MV	51	32	0	0	3	29	0	6	12	0	0	1	0	0	4	0	0	6	0
PCT9707	ED	799	121	0	0	12	109	0	37	26	0	3	3	0	8	9	8	6	9	0
PCT9707	MV	799	355	0	0	51	304	2	57	99	1	5	8	4	26	56	9	15	22	0
PCT9708	ED	919	193	0	1	24	168	0	35	56	1	0	2	0	6	27	1	4	36	0
PCT9708	MV	919	324	0	0	47	277	1	65	98	2	6	4	4	6	38	8	10	35	0
PCT9709	ED	998	196	0	0	31	165	0	43	42	0	1	5	0	7	36	8	3	20	0
PCT9709	MV	998	355	0	0	47	308	1	75	104	1	5	9	2	18	46	8	20	19	0
PCT9711	ED	625	167	0	0	15	152	1	29	46	0	2	1	2	3	30	14	3	21	0
PCT9711	MV	625	254	0	0	20	234	0	62	68	4	7	9	3	15	30	8	12	16	0
PCT9712	ED	651	134	0	0	6	128	0	45	27	0	1	0	1	7	24	5	4	14	0
PCT9712	MV	651	288	0	0	29	259	0	50	79	0	4	12	2	19	48	6	9	30	0
PCT9713	ED	930	161	0	0	34	127	1	28	29	3	3	5	1	15	13	7	1	21	0
PCT9713	MV	930	362	0	0	43	319	0	64	92	2	0	18	2	37	51	10	13	30	0
PCT9714	ED	911	154	0	0	12	142	1	34	38	0	3	11	0	5	19	7	5	19	0
PCT9714	MV	911	367	0	0	55	312	1	79	81	3	4	17	1	20	55	13	12	26	0
PCT9715	ED	566	162	0	0	12	150	0	62	33	0	0	2	0	4	22	6	4	17	0
PCT9715	MV	566	218	0	1	26	191	0	65	49	0	1	11	0	21	23	6	6	9	0
PCT9716	ED	928	198	0	0	24	174	0	32	44	1	6	8	0	10	29	5	7	32	0
PCT9716	MV	928	368	0	0	60	308	0	64	88	4	7	13	4	17	52	17	14	28	0
PCT9717	ED	967	206	0	0	30	176	3	43	38	1	1	5	2	13	31	8	8	23	0
PCT9717	MV	967	371	0	1	42	328	0	79	99	3	2	18	1	13	56	8	13	36	0
PCT9718	ED	843	183	0	0	14	169	0	36	56	1	1	6	4	6	19	9	11	20	0
PCT9718	MV	843	385	0	0	37	348	2	89	96	4	5	17	4	26	44	13	16	32	0
PCT9719	ED	863	186	0	0	15	171	0	51	47	1	7	1	1	9	25	6	4	19	0
PCT9719	MV	863	389	0	2	41	346	1	109	102	2	1	12	0	33	43	11	16	16	0
PCT9721	ED	653	182	0	0	17	165	1	49	57	1	4	5	0	12	18	7	4	7	0
PCT9721	MV	653	250	0	1	40	209	1	66	51	1	4	17	0	11	34	7	8	9	0
PCT9722	ED	593	86	0	0	11	75	0	20	19	1	0	5	0	3	14	6	2	5	0
PCT9722	MV	593	269	0	0	21	248	0	49	70	1	9	14	0	19	29	15	16	26	0
PCT9723	ED	458	74	0	0	10	64	0	16	19	2	0	4	0	7	8	5	1	2	0
PCT9723	MV	458	198	0	0	31	167	0	32	42	3	2	15	1	18	35	4	10	5	0
PCT9724	ED	950	144	0	0	19	125	0	30	30	1	1	7	2	11	21	5	8	9	0
PCT9724	MV	950	386	0	1	60	325	0	53	82	1	10	25	5	28	56	24	26	15	0
PCT9725	ED	941	118	0	0	17	101	0	23	18	1	2	11	2	8	11	10	4	11	0
PCT9725	MV	941	350	0	0	56	294	1	65	76	1	3	22	3	24	44	25	14	16	0
PCT9726	ED	685	83	0	0	6	77	0	12	19	1	0	3	0	8	20	2	2	10	0
PCT9726	MV	685	137	0	0	9	128	2	21	26	6	1	6	0	14	28	9	7	8	0
PCT9727	ED	435	60	0	0	5	55	0	18	16	1	0	5	0	2	4	3	0	6	0
PCT9727	MV	435	205	0	0	23	182	0	28	46	2	0	24	1	22	25	12	9	13	0
PCT9728	ED	906	204	0	0	19	185	0	49	52	0	2	5	2	16	31	8	8	12	0
PCT9728	MV	906	378	0	2	39	337	1	87	86	3	4	24	1	31	47	12	20	21	0
PCT9729	ED	782	161	0	0	22	139	0	44	26	2	4	11	2	14	15	9	5	7	0
PCT9729	MV	782	304	0	2	43	259	0	79	70	1	4	11	2	22	33	14	15	8	0
PCT9731	ED	529	138	0	0	12	126	0	46	29	1	3	9	0	11	12	6	3	6	0
PCT9731	MV	529	189	0	0	32	157	1	44	42	3	3	5	2	13	17	6	8	13	0
PCT9732	MV	73	43	0	0	1	42	0	14	14	0	0	1	0	4	6	1	0	2	0
PCT9733	MV	224	146	0	0	10	136	0	32	44	1	3	5	0	5	24	3	1	18	0
PCT9734	ED	577	122	0	0	9	113	0	42	34	0	3	6	3	4	11	2	4	4	0
PCT9734	MV	577	261	0	0	28	233	1	65	79	1	1	8	1	23	29	8	9	8	0
PCT9735	ED	782	167	0	1	31	135	1	38	41	1	0	4	1	10	24	4	2	9	0
PCT9735	MV	782	344	0	2	33	309	0	81	83	2	3	17	0	19	52	13	24	15	0
PCT9736	ED	699	145	0	0	15	130	0	37	33	1	7	8	0	5	10	6	5	18	0
PCT9736	MV	699	305	0	3	30	272	0	84	79	1	5	8	1	12	46	4	12	20	0
PCT9737	ED	792	175	0	0	12	163	0	45	46	0	3	7	1	5	30	4	4	18	0
PCT9737	MV	792	343	0	2	29	312	0	81	99	1	1	9	0	20	45	13	9	34	0
PCT9738	ED	830	99	0	0	8	91	0	14	23	0	3	3	0	8	18	3	3	16	0
PCT9738	MV	830	263	0	1	22	240	2	54	80	0	3	6	0	18	40	9	4	24	0
PCT9739	ED	826	126	0	1	9	116	0	19	32	1	0	1	1	7	25	5	6	19	0
PCT9739	MV	826	193	0	1	13	179	0	35	46	4	1	7	3	6	36	7	10	24	0
PCT9741	ED	1022	19	0	0	2	17	0	4	4	1	0	0	0	0	4	0	0	4	0
PCT9741	MV	1022	24	0	0	2	22	0	2	15	1	0	0	0	0	2	0	0	2	0
PCT9742	ED	647	134	0	0	14	120	0	21	32	5	1	2	1	10	21	11	8	8	0
PCT9742	MV	647	187	0	0	33	154	0	39	35	3	0	7	0	20	17	6	11	16	0
PCT9743	ED	1093	172	0	0	19	153	0	17	59	0	2	4	2	4	33	3	7	22	0
PCT9743	MV	1093	317	0	1	26	290	0	51	97	2	2	9	1	18	68	6	8	28	0
PCT9744	ED	902	141	0	0	10	131	2	25	26	4	1	0	1	11	27	7	5	22	0
PCT9744	MV	902	234	0	1	25	208	1	18	78	3	2	8	0	20	36	8	9	25	0
PCT9745	ED	934	141	0	0	14	127	1	18	26	4	0	6	0	8	32	8	2	22	0
PCT9745	MV	934	205	0	0	13	192	0	31	60	1	2	4	0	8	49	12	8	17	0
PCT9746	ED	867	192	0	1	23	168	1	40	44	0	1	14	0	9	28	10	8	13	0
PCT9746	MV	867	334	0	0	33	301	0	65	102	0	6	18	0	16	41	9	15	29	0
PCT9747	ED	940	198	0	0	21	177	0	33	59	0	2	4	1	7	24	4	5	38	0
