area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	101:VIVEK VISWANATHAN	102:JACK M. GUERRERO	103:KEVIN AKIN	104:GREG CONLON	105:FIONA MA
PCT7606	MV	895	212	0	0	23	189	1	29	17	29	12	101
PCT7607	ED	955	120	0	0	15	105	0	12	7	15	6	65
PCT7607	MV	955	265	0	1	23	241	2	26	24	36	9	144
PCT7608	ED	388	46	0	0	9	37	0	3	5	0	2	27
PCT7608	MV	388	119	0	0	16	103	0	12	24	7	7	53
PCT7609	ED	916	101	0	0	23	78	1	10	6	7	2	52
PCT7609	MV	916	297	0	0	63	234	1	29	36	19	20	129
PCT7611	ED	756	76	0	0	17	59	1	9	4	4	3	38
PCT7611	MV	756	204	0	1	41	162	2	30	15	7	8	100
PCT7612	ED	574	76	0	1	15	60	0	7	8	9	2	34
PCT7612	MV	574	210	0	1	42	167	0	24	15	13	10	105
PCT7613	ED	887	140	0	0	25	115	0	14	3	12	7	79
PCT7613	MV	887	215	0	1	26	188	0	22	12	18	9	127
PCT7614	ED	1015	123	0	1	26	96	0	19	7	20	1	49
PCT7614	MV	1015	238	0	3	20	215	1	29	12	27	15	131
PCT7615	ED	832	108	0	2	37	69	0	6	10	9	4	40
PCT7615	MV	832	170	0	0	24	146	0	26	21	19	12	68
PCT7616	ED	951	129	0	0	16	113	1	19	6	11	0	76
PCT7616	MV	951	331	0	0	45	286	0	56	16	16	11	187
PCT7617	ED	751	84	0	0	18	66	0	9	9	12	4	32
PCT7617	MV	751	223	0	0	45	178	0	20	26	15	10	107
PCT7618	ED	866	123	0	0	19	104	1	14	7	22	5	55
PCT7618	MV	866	272	0	1	35	236	0	31	12	21	10	162
PCT7619	ED	993	154	0	0	29	125	0	28	9	22	3	63
PCT7619	MV	993	308	0	0	36	272	0	46	30	28	8	160
PCT7621	ED	1132	163	0	0	25	138	1	18	12	25	7	75
PCT7621	MV	1132	346	0	0	35	311	0	51	24	24	17	195
PCT7622	ED	964	99	0	1	14	84	1	8	2	14	5	54
PCT7622	MV	964	193	0	2	35	156	0	28	21	19	6	82
PCT7623	ED	712	122	0	1	20	101	1	7	12	17	3	61
PCT7623	MV	712	196	0	0	23	173	0	32	16	13	6	106
PCT7624	ED	905	104	0	0	17	87	1	11	3	7	4	61
PCT7624	MV	905	195	0	1	21	173	0	23	20	21	9	100
PCT7625	ED	821	73	0	0	20	53	0	6	6	3	4	34
PCT7625	MV	821	415	0	3	78	334	0	41	69	12	20	192
PCT7626	ED	1081	128	0	1	19	108	0	17	4	9	3	75
PCT7626	MV	1081	361	0	0	45	316	0	55	26	12	10	213
PCT7627	ED	1075	116	0	0	11	105	2	18	7	3	7	68
PCT7627	MV	1075	319	0	0	42	277	0	35	38	4	22	178
PCT7628	ED	906	156	0	0	28	128	1	18	6	26	4	73
PCT7628	MV	906	267	0	0	38	229	1	30	10	20	6	162
PCT7629	ED	805	108	0	0	17	91	0	15	4	14	1	57
PCT7629	MV	805	206	0	1	27	178	0	27	12	18	11	110
PCT7631	ED	1085	146	0	1	17	128	1	21	8	20	4	74
PCT7631	MV	1085	339	0	0	37	302	0	42	28	23	16	193
PCT7632	ED	965	167	0	0	29	138	1	24	13	23	0	77
PCT7632	MV	965	286	0	0	21	265	1	50	15	33	8	158
PCT7633	ED	702	90	0	0	12	78	0	11	3	5	2	57
PCT7633	MV	702	253	0	2	31	220	0	46	32	12	6	124
PCT7634	ED	859	120	0	0	21	99	0	14	13	8	6	58
PCT7634	MV	859	291	0	3	27	261	0	45	23	14	18	161
PCT7635	ED	782	89	0	0	10	79	1	15	2	11	2	48
PCT7635	MV	782	242	0	0	23	219	1	36	20	19	3	140
PCT7636	ED	920	134	0	0	18	116	0	20	6	12	1	77
PCT7636	MV	920	251	0	0	35	216	0	51	25	9	13	118
PCT7637	ED	732	89	0	0	11	78	0	15	11	2	3	47
PCT7637	MV	732	249	0	1	25	223	0	43	18	7	12	143
PCT7638	ED	1365	129	0	0	17	112	0	27	10	4	11	60
PCT7638	MV	1365	492	0	0	50	442	1	61	51	9	34	286
PCT7639	ED	962	110	0	0	22	88	1	11	12	5	6	53
PCT7639	MV	962	319	0	0	46	273	0	51	23	12	21	166
PCT7641	ED	931	114	0	0	14	100	0	12	6	6	8	68
PCT7641	MV	931	374	0	1	39	334	1	34	33	18	28	220
PCT7642	ED	909	84	0	0	14	70	0	17	6	5	0	42
PCT7642	MV	909	268	0	1	88	179	0	31	21	13	14	100
PCT7643	ED	871	99	0	0	23	76	0	14	4	8	4	46
PCT7643	MV	871	355	0	1	40	314	0	59	42	17	11	185
PCT7644	ED	1082	156	0	0	27	129	0	24	8	10	2	85
PCT7644	MV	1082	291	0	1	33	257	0	52	21	10	9	165
PCT7645	ED	631	63	0	0	7	56	0	9	5	3	7	32
PCT7645	MV	631	241	0	1	28	212	0	25	24	3	15	145
PCT7646	ED	1035	110	0	0	23	87	1	19	4	5	1	57
PCT7646	MV	1035	326	0	0	33	293	0	51	32	6	14	190
PCT7647	ED	1027	107	0	0	10	97	2	15	11	11	2	56
PCT7647	MV	1027	185	0	0	27	158	0	21	8	17	10	102
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	0	0	11	86	2	7	4	7	3	63
PCT7649	MV	877	234	0	0	35	199	0	26	24	28	12	109
PCT7651	ED	555	48	0	0	7	41	0	12	3	2	1	23
PCT7651	MV	555	155	0	0	21	134	0	24	10	5	5	90
PCT7652	ED	580	68	0	0	15	53	0	11	3	8	2	29
PCT7652	MV	580	163	0	0	26	137	0	17	10	7	6	97
PCT7653	ED	1092	137	0	0	28	109	0	15	12	7	7	68
PCT7653	MV	1092	321	0	0	46	275	1	51	25	11	14	173
PCT7701	ED	1012	225	0	0	33	192	0	19	15	23	11	124
PCT7701	MV	1012	383	0	1	40	342	0	52	13	24	18	235
PCT7702	ED	704	117	0	0	13	104	0	14	5	8	14	63
PCT7702	MV	704	302	0	0	27	275	0	41	17	12	22	183
PCT7703	MV	172	66	0	2	17	47	0	8	4	2	5	28
PCT7704	ED	977	208	0	0	29	179	0	15	10	15	23	116
PCT7704	MV	977	396	0	0	44	352	1	33	29	16	34	239
PCT7705	ED	547	123	0	0	16	107	0	6	3	2	8	88
PCT7705	MV	547	227	0	0	21	206	0	28	24	5	10	139
PCT7706	ED	821	189	0	0	12	177	0	17	10	10	18	122
PCT7706	MV	821	341	0	0	33	308	0	19	33	15	23	218
PCT7707	ED	839	200	0	0	25	175	0	23	9	8	10	125
PCT7707	MV	839	379	0	0	42	337	0	44	17	13	18	245
PCT7708	ED	860	181	0	0	17	164	0	7	10	8	12	127
PCT7708	MV	860	400	0	0	25	375	0	38	19	13	22	283
PCT7709	ED	383	85	0	0	13	72	0	7	3	8	5	49
PCT7709	MV	383	174	0	0	21	153	1	21	6	25	7	93
PCT7711	ED	772	162	0	0	17	145	0	15	2	20	8	100
PCT7711	MV	772	344	0	1	32	311	0	26	20	22	14	229
PCT7712	ED	524	131	0	0	18	113	0	13	3	17	8	72
PCT7712	MV	524	230	0	0	24	206	3	23	13	31	6	130
PCT7801	ED	970	230	0	0	32	198	0	29	6	22	3	138
PCT7801	MV	970	424	0	0	42	382	1	49	20	23	14	275
PCT7802	ED	762	205	0	0	29	176	0	23	3	19	4	127
PCT7802	MV	762	313	0	0	40	273	0	41	13	21	8	190
PCT7803	ED	823	143	0	0	19	124	1	13	3	20	4	83
PCT7803	MV	823	412	0	0	52	360	1	53	20	21	12	253
PCT7804	ED	891	236	0	0	23	213	1	36	5	21	5	145
PCT7804	MV	891	394	0	0	55	339	0	47	7	21	8	256
PCT7805	ED	785	176	0	0	21	155	0	22	4	26	1	102
PCT7805	MV	785	348	0	0	53	295	0	48	16	17	4	210
PCT7806	ED	699	163	0	0	29	134	0	16	5	25	2	86
PCT7806	MV	699	283	0	0	39	244	0	24	12	26	9	173
PCT7807	ED	796	228	0	0	33	195	0	34	6	26	2	127
PCT7807	MV	796	273	0	0	41	232	1	48	7	20	6	150
PCT7808	ED	655	178	0	0	21	157	0	19	3	14	1	120
PCT7808	MV	655	243	0	0	29	214	0	25	7	32	5	145
PCT7809	ED	742	160	0	0	25	135	0	19	3	27	1	85
PCT7809	MV	742	267	0	0	34	233	0	38	4	26	4	161
PCT7811	ED	726	186	0	0	26	160	0	14	4	30	4	108
PCT7811	MV	726	243	0	0	27	216	0	38	3	32	6	137
PCT7812	ED	843	207	0	0	32	175	0	31	12	24	6	102
PCT7812	MV	843	292	0	0	35	257	5	47	8	22	5	170
PCT7813	ED	988	251	0	0	41	210	1	29	6	45	2	127
PCT7813	MV	988	362	0	1	45	316	0	57	14	45	5	195
PCT7814	ED	892	173	0	0	32	141	1	11	13	44	3	69
PCT7814	MV	892	223	0	1	30	192	0	23	18	29	5	117
PCT7815	ED	914	178	0	1	21	156	1	14	4	14	4	119
PCT7815	MV	914	407	0	0	36	371	0	34	11	27	8	291
PCT7816	ED	858	202	0	0	23	179	3	24	4	13	5	130
PCT7816	MV	858	390	0	0	49	341	1	62	8	13	6	251
PCT7817	ED	795	215	0	0	21	194	0	24	5	31	4	130
PCT7817	MV	795	309	0	0	36	273	0	39	7	40	3	184
PCT7818	ED	823	172	0	0	26	146	0	19	7	13	0	107
PCT7818	MV	823	335	0	2	49	284	0	54	14	31	0	185
PCT7819	ED	760	169	0	0	23	146	0	20	3	26	4	93
PCT7819	MV	760	297	0	0	44	253	1	39	17	31	8	157
PCT7821	ED	947	229	0	0	24	205	0	21	4	20	2	158
PCT7821	MV	947	439	0	0	55	384	0	45	18	28	13	280
PCT7822	ED	927	244	0	1	30	213	0	16	8	38	6	145
PCT7822	MV	927	343	0	0	36	307	0	46	10	22	11	218
PCT7823	ED	857	237	0	0	29	208	2	34	4	27	1	140
PCT7823	MV	857	347	0	0	37	310	0	43	12	29	6	220
PCT7824	ED	756	170	0	1	39	130	2	15	8	16	3	86
PCT7824	MV	756	274	0	0	33	241	0	38	4	23	6	170
PCT7825	ED	580	160	0	0	20	140	0	23	3	22	7	85
PCT7825	MV	580	215	0	0	20	195	0	30	6	26	5	128
PCT7826	ED	665	214	0	0	37	177	3	25	7	26	1	115
PCT7826	MV	665	194	0	0	26	168	0	39	7	28	5	89
PCT7827	ED	828	199	0	1	33	165	0	22	11	48	3	81
PCT7827	MV	828	252	0	1	20	231	2	41	19	51	7	111
PCT7828	ED	976	205	0	0	25	180	0	22	14	14	1	129
PCT7828	MV	976	397	0	0	47	350	0	44	13	18	11	264
PCT7829	ED	882	199	0	0	21	178	0	17	5	30	2	124
PCT7829	MV	882	391	0	2	40	349	0	36	16	14	15	268
PCT7831	ED	828	202	0	0	26	176	0	18	5	19	1	133
PCT7831	MV	828	369	0	0	37	332	0	39	13	16	5	259
PCT7832	ED	781	162	0	0	25	137	1	17	6	15	3	95
PCT7832	MV	781	343	0	0	29	314	1	54	13	20	8	218
PCT7833	ED	745	182	0	0	28	154	0	25	2	34	5	88
PCT7833	MV	745	271	0	1	35	235	1	38	10	35	3	148
PCT7834	ED	836	225	0	0	26	199	1	22	8	49	1	118
PCT7834	MV	836	288	0	0	42	246	0	34	6	58	2	146
PCT7835	ED	808	175	0	0	25	150	2	18	11	14	2	103
PCT7835	MV	808	338	0	0	38	300	0	20	18	20	11	231
PCT7836	ED	979	199	0	0	25	174	1	29	4	19	3	118
PCT7836	MV	979	421	0	0	43	378	0	53	20	20	18	267
PCT7837	ED	883	237	0	0	27	210	0	29	6	14	4	157
PCT7837	MV	883	339	0	0	40	299	0	36	10	15	7	231
PCT7838	ED	891	210	0	0	30	180	0	21	5	16	8	130
PCT7838	MV	891	413	0	0	41	372	1	38	13	27	8	285
PCT7839	ED	830	172	0	0	31	141	0	13	3	13	4	108
PCT7839	MV	830	389	0	0	56	333	1	46	12	20	10	244
PCT7841	ED	898	240	0	0	40	200	1	32	4	24	2	137
PCT7841	MV	898	353	0	0	37	316	0	38	13	39	5	221
PCT7842	ED	873	214	0	0	17	197	0	33	14	25	1	124
PCT7842	MV	873	308	0	0	44	264	0	52	10	31	9	162
PCT7843	ED	751	182	0	0	21	161	0	17	4	30	3	107
PCT7843	MV	751	267	0	0	31	236	0	37	13	35	6	145
PCT7844	ED	635	160	0	0	28	132	0	23	8	25	4	72
PCT7844	MV	635	245	0	1	27	217	3	26	2	33	4	149
PCT7845	ED	803	202	0	0	27	175	0	21	7	21	3	123
PCT7845	MV	803	314	0	0	36	278	0	24	10	10	2	232
PCT7846	ED	871	221	0	0	35	186	2	21	11	22	5	125
PCT7846	MV	871	330	0	0	46	284	1	34	17	16	8	208
PCT7847	ED	878	207	0	0	32	175	0	24	3	26	9	113
PCT7847	MV	878	358	0	0	50	308	0	42	6	26	7	227
PCT7848	ED	838	209	0	0	31	178	1	32	4	11	6	124
PCT7848	MV	838	346	0	0	37	309	0	38	17	31	6	217
PCT7849	ED	904	237	0	0	34	203	1	33	15	42	4	108
PCT7849	MV	904	353	0	1	43	309	0	56	16	32	8	197
PCT7851	ED	493	118	0	0	18	100	0	6	7	3	6	78
PCT7851	MV	493	204	0	0	18	186	1	14	13	3	8	147
PCT7852	ED	634	104	0	0	9	95	0	4	4	6	9	72
PCT7852	MV	634	303	0	0	26	277	0	22	13	15	15	212
PCT7853	ED	837	180	0	0	23	157	0	24	7	16	6	104
PCT7853	MV	837	333	0	0	28	305	0	37	13	9	6	240
PCT7854	ED	874	216	0	0	40	176	0	25	9	20	2	120
PCT7854	MV	874	346	0	0	38	308	0	58	14	19	7	210
PCT7855	ED	949	259	0	0	28	231	1	30	4	33	3	160
PCT7855	MV	949	359	0	0	58	301	0	48	17	29	12	195
PCT7856	ED	790	204	0	0	30	174	0	19	3	21	4	127
PCT7856	MV	790	312	0	0	31	281	2	45	10	27	6	191
PCT7857	ED	913	226	0	0	30	196	1	40	8	44	0	103
PCT7857	MV	913	350	0	0	47	303	0	46	15	46	8	188
PCT7858	ED	743	192	0	0	26	166	1	15	6	42	4	98
PCT7858	MV	743	252	0	0	27	225	1	39	7	44	6	128
PCT7859	ED	879	219	0	0	20	199	1	32	11	23	6	126
PCT7859	MV	879	352	0	0	43	309	0	29	12	16	17	235
PCT7861	ED	835	184	0	0	21	163	0	12	6	29	9	107
PCT7861	MV	835	367	0	0	39	328	0	50	16	25	14	223
PCT7862	ED	850	237	0	0	29	208	2	26	10	26	8	136
PCT7862	MV	850	323	0	1	45	277	1	45	10	24	11	186
PCT7863	ED	870	237	0	0	26	211	0	26	6	38	7	134
PCT7863	MV	870	302	0	0	35	267	0	41	10	40	6	170
PCT7864	ED	773	188	0	0	23	165	0	19	9	25	5	107
PCT7864	MV	773	284	0	0	35	249	0	41	17	29	9	153
PCT7865	ED	808	178	0	0	27	151	0	20	6	21	3	101
PCT7865	MV	808	310	0	0	45	265	0	43	14	25	6	177
PCT7866	ED	816	184	0	0	23	161	0	23	14	11	6	107
PCT7866	MV	816	389	0	3	34	352	0	28	35	12	19	258
PCT7867	ED	932	209	0	0	24	185	1	23	13	14	4	130
PCT7867	MV	932	385	0	3	31	351	1	47	14	30	11	248
PCT7868	ED	860	218	0	0	22	196	0	19	9	16	7	145
PCT7868	MV	860	324	0	0	30	294	0	28	12	16	13	225
PCT7869	ED	842	219	0	0	32	187	0	28	4	17	9	129
PCT7869	MV	842	376	0	0	51	325	1	35	15	24	17	233
PCT7871	ED	882	240	0	2	35	203	0	12	6	15	8	162
PCT7871	MV	882	364	0	0	42	322	2	33	13	16	6	252
PCT7872	ED	864	242	0	0	38	204	0	19	8	22	2	153
PCT7872	MV	864	369	0	0	47	322	0	47	8	23	9	235
PCT7873	ED	841	231	0	0	37	194	0	31	3	24	2	134
PCT7873	MV	841	387	0	0	32	355	1	33	14	37	9	261
PCT7874	ED	453	85	0	0	12	73	0	6	7	9	2	49
PCT7874	MV	453	174	0	0	20	154	1	22	3	11	2	115
PCT7875	ED	615	127	0	0	15	112	1	11	12	20	8	60
PCT7875	MV	615	203	0	1	25	177	0	24	11	31	11	100
PCT7876	ED	491	101	0	0	16	85	0	13	5	8	2	57
PCT7876	MV	491	148	0	0	28	120	1	25	3	13	3	75
PCT7901	ED	466	87	0	0	15	72	1	16	8	13	1	33
PCT7901	MV	466	133	0	0	22	111	1	8	7	13	6	76
PCT7902	ED	921	188	0	0	23	165	0	26	9	37	6	87
PCT7902	MV	921	259	0	0	34	225	1	18	22	36	7	141
PCT7903	ED	819	144	0	0	26	118	0	12	10	26	3	67
PCT7903	MV	819	244	0	1	24	219	1	30	14	42	8	124
PCT7904	ED	846	137	0	0	15	122	0	21	7	33	3	58
PCT7904	MV	846	248	0	0	20	228	0	34	22	31	6	135
PCT7905	ED	821	199	0	0	27	172	0	18	7	34	1	112
PCT7905	MV	821	275	0	0	33	242	1	31	8	30	9	163
PCT7906	ED	769	164	0	0	23	141	1	22	6	41	3	68
PCT7906	MV	769	214	0	2	23	189	0	32	7	38	2	110
PCT7907	ED	926	201	0	0	26	175	2	25	12	52	2	82
PCT7907	MV	926	286	0	0	33	253	1	32	14	41	8	157
PCT7908	ED	936	191	0	1	31	159	1	18	14	40	4	82
PCT7908	MV	936	267	0	0	41	226	1	32	23	34	12	124
PCT7909	ED	726	190	0	1	24	165	0	21	6	49	0	89
PCT7909	MV	726	221	0	1	24	196	0	41	5	43	2	105
PCT7911	ED	849	192	0	0	27	165	0	25	6	31	2	101
PCT7911	MV	849	250	0	0	35	215	2	30	11	29	7	136
PCT7912	ED	1036	215	0	0	41	174	3	38	2	48	3	80
PCT7912	MV	1036	314	0	0	32	282	0	54	8	52	3	165
PCT7913	ED	887	240	0	0	36	204	0	23	10	55	6	110
PCT7913	MV	887	244	0	0	20	224	0	40	15	43	7	119
PCT7914	ED	833	208	0	0	30	178	0	24	11	54	3	86
PCT7914	MV	833	253	0	3	22	228	1	50	8	45	6	118
PCT7915	ED	802	213	0	0	28	185	0	14	13	55	6	97
PCT7915	MV	802	222	0	1	28	193	0	29	11	42	4	107
PCT7916	ED	887	215	0	0	25	190	0	20	8	46	1	115
PCT7916	MV	887	289	0	0	27	262	1	29	20	50	4	158
PCT7917	ED	983	254	0	0	38	216	0	36	14	68	10	88
PCT7917	MV	983	287	0	1	26	260	2	39	11	64	6	138
PCT7918	ED	790	191	0	0	27	164	1	28	7	44	0	84
PCT7918	MV	790	234	0	1	34	199	1	21	7	40	2	128
PCT7919	ED	857	217	0	0	33	184	0	30	13	44	1	96
PCT7919	MV	857	241	0	0	27	214	0	26	12	51	6	119
PCT7921	ED	883	151	0	0	23	128	2	16	11	33	1	65
PCT7921	MV	883	210	0	0	22	188	0	19	24	31	7	107
PCT7922	ED	797	182	0	0	18	164	0	19	7	71	4	63
PCT7922	MV	797	241	0	1	14	226	1	35	16	24	6	144
PCT7923	ED	863	202	0	0	32	170	0	22	9	51	1	87
PCT7923	MV	863	241	0	0	34	207	0	37	16	41	5	108
PCT7924	ED	806	172	0	0	21	151	1	23	11	45	0	71
PCT7924	MV	806	247	0	0	22	225	0	41	18	44	9	113
PCT7925	ED	570	114	0	0	19	95	1	15	3	26	1	49
PCT7925	MV	570	191	0	0	23	168	0	28	5	30	5	100
PCT7926	ED	768	177	0	0	20	157	1	19	3	40	2	92
PCT7926	MV	768	296	0	0	35	261	0	40	13	48	6	154
PCT7927	ED	733	187	0	0	23	164	0	20	5	45	1	93
PCT7927	MV	733	289	0	0	34	255	0	32	8	37	1	177
PCT7928	ED	899	253	0	0	28	225	0	27	10	43	7	138
PCT7928	MV	899	297	0	0	24	273	0	41	9	42	5	176
PCT7929	ED	840	200	0	0	28	172	1	24	5	31	1	110
PCT7929	MV	840	367	0	1	47	319	1	39	8	37	8	226
PCT7931	ED	732	189	0	0	23	166	0	21	3	20	2	120
PCT7931	MV	732	317	0	0	51	266	0	32	7	21	7	199
PCT7932	ED	551	112	0	0	13	99	0	8	2	18	3	68
PCT7932	MV	551	225	0	0	21	204	0	37	4	34	6	123
PCT7933	MV	8	4	0	0	1	3	0	0	0	0	0	3
PCT7934	ED	885	195	0	0	33	162	0	19	3	42	1	97
PCT7934	MV	885	328	0	0	44	284	1	39	9	47	4	184
PCT7935	ED	938	283	0	0	40	243	0	25	9	52	4	153
PCT7935	MV	938	370	0	0	47	323	2	30	10	44	8	229
PCT7936	ED	832	246	0	0	36	210	1	23	8	49	4	125
PCT7936	MV	832	326	0	0	40	286	1	35	11	51	7	181
PCT7937	ED	874	223	0	0	35	188	0	22	13	35	0	118
PCT7937	MV	874	309	0	0	31	278	1	34	10	39	5	189
PCT7938	ED	774	162	0	0	22	140	0	18	10	24	3	85
PCT7938	MV	774	247	0	0	26	221	0	29	14	47	5	126
PCT7939	ED	667	186	0	0	33	153	0	16	5	34	3	95
PCT7939	MV	667	230	0	2	29	199	1	22	8	37	7	124
PCT7941	ED	728	167	0	0	25	142	1	22	10	22	2	85
PCT7941	MV	728	236	0	0	27	209	0	31	8	36	4	130
PCT7942	ED	893	166	0	0	30	136	0	16	10	18	5	87
PCT7942	MV	893	286	0	0	44	242	1	30	9	18	10	174
PCT7943	ED	887	192	0	1	29	162	0	17	12	28	6	99
PCT7943	MV	887	319	0	0	32	287	0	29	23	30	18	187
PCT7944	ED	769	201	0	0	25	176	0	22	8	34	2	110
PCT7944	MV	769	235	0	0	33	202	0	30	11	25	9	127
PCT7945	ED	897	118	0	0	18	100	0	11	10	13	1	65
PCT7945	MV	897	294	0	0	40	254	0	33	15	38	7	161
PCT7946	ED	909	134	0	0	14	120	0	11	9	21	3	76
PCT7946	MV	909	348	0	0	39	309	1	36	44	19	16	193
PCT7947	ED	894	128	0	0	21	107	1	7	12	8	5	74
PCT7947	MV	894	327	0	0	57	270	0	20	43	18	26	163
PCT7948	ED	900	165	0	0	21	144	0	13	13	15	7	96
PCT7948	MV	900	313	0	0	41	272	0	27	30	19	24	172
PCT7949	ED	552	78	0	0	14	64	0	5	4	7	4	44
PCT7949	MV	552	224	0	0	27	197	0	8	19	5	20	145
PCT7951	ED	830	97	0	0	12	85	0	10	7	13	5	50
PCT7951	MV	830	341	0	2	35	304	1	29	39	19	37	179
PCT7952	ED	823	100	0	0	15	85	1	3	12	7	7	55
PCT7952	MV	823	288	0	0	34	254	1	35	22	18	19	159
PCT7953	ED	795	103	0	0	12	91	0	12	4	8	5	62
PCT7953	MV	795	294	0	0	33	261	0	35	31	11	36	148
PCT7955	ED	854	116	0	0	16	100	1	6	10	12	5	66
PCT7955	MV	854	320	0	1	59	260	0	21	26	24	30	159
PCT7956	ED	779	101	0	0	26	75	0	11	8	7	4	45
PCT7956	MV	779	247	0	0	41	206	1	12	39	9	19	126
PCT7957	ED	623	97	0	0	16	81	1	11	2	8	1	58
PCT7957	MV	623	217	0	0	31	186	0	11	18	19	9	129
PCT7958	MV	263	104	0	0	13	91	4	8	15	8	5	51
PCT7959	ED	695	110	0	0	16	94	0	15	7	27	2	43
PCT7959	MV	695	190	0	0	21	169	1	40	7	17	1	103
PCT9001	MV	257	101	0	0	12	89	0	4	7	2	4	72
PCT9101	ED	833	190	0	0	29	161	0	17	9	17	14	104
PCT9101	MV	833	323	0	0	35	288	1	30	13	19	31	194
PCT9102	ED	950	182	0	0	26	156	1	17	11	13	17	97
PCT9102	MV	950	335	0	0	35	300	1	26	16	18	35	204
PCT9103	ED	924	174	0	0	21	153	1	21	4	13	10	104
PCT9103	MV	924	302	0	0	37	265	3	24	24	8	27	179
PCT9104	ED	937	176	0	0	28	148	2	12	7	19	15	93
PCT9104	MV	937	332	0	0	33	299	0	39	22	21	25	192
PCT9105	ED	888	191	0	0	30	161	1	13	10	12	9	116
PCT9105	MV	888	339	0	0	43	296	2	28	24	27	23	192
PCT9106	ED	907	213	0	0	24	189	0	25	7	10	19	128
PCT9106	MV	907	334	0	0	51	283	0	40	19	13	20	191
PCT9107	ED	806	164	0	0	19	145	0	11	10	15	10	99
PCT9107	MV	806	246	0	0	26	220	0	19	13	25	25	138
PCT9108	ED	761	185	0	0	20	165	0	18	8	37	11	91
PCT9108	MV	761	220	0	0	23	197	0	15	9	14	13	146
PCT9109	ED	848	205	0	0	29	176	0	9	8	22	14	123
PCT9109	MV	848	285	0	0	27	258	0	27	15	15	13	188
PCT9111	ED	756	150	0	1	17	132	0	11	8	15	16	82
PCT9111	MV	756	226	0	1	27	198	0	18	10	24	12	134
PCT9112	ED	918	211	0	0	31	180	0	26	8	25	8	113
PCT9112	MV	918	295	0	2	43	250	0	37	17	24	12	160
PCT9113	ED	959	231	0	0	33	198	1	17	19	30	13	118
PCT9113	MV	959	351	0	1	42	308	0	33	19	23	24	209
PCT9114	ED	820	170	0	1	24	145	0	17	3	21	7	97
PCT9114	MV	820	273	0	0	45	228	0	19	5	40	15	149
PCT9115	ED	873	172	0	1	16	155	0	17	7	16	8	107
PCT9115	MV	873	287	0	1	36	250	0	35	15	40	14	146
PCT9116	ED	903	193	0	0	28	165	1	23	8	35	4	94
PCT9116	MV	903	314	0	0	39	275	0	43	15	31	22	164
PCT9117	ED	756	180	0	0	16	164	0	28	10	17	10	99
PCT9117	MV	756	285	0	0	36	249	0	26	14	7	18	184
PCT9118	ED	923	184	0	0	35	149	2	12	8	25	12	90
PCT9118	MV	923	268	0	0	26	242	0	25	20	25	25	147
PCT9119	ED	856	152	0	0	22	130	0	15	7	21	10	77
PCT9119	MV	856	323	0	0	43	280	1	36	8	20	36	179
PCT9121	ED	890	188	0	0	23	165	0	17	15	23	15	95
PCT9121	MV	890	274	0	1	35	238	2	16	16	18	17	169
PCT9122	ED	913	131	0	1	20	110	0	9	5	13	9	74
PCT9122	MV	913	292	0	0	34	258	0	20	22	18	36	162
PCT9123	ED	829	175	0	0	17	158	0	19	6	14	19	100
PCT9123	MV	829	270	0	0	25	245	2	33	22	25	27	136
PCT9124	ED	832	150	0	0	24	126	0	13	9	13	9	82
PCT9124	MV	832	290	0	0	36	254	0	28	22	18	25	161
PCT9125	ED	822	159	0	0	23	136	2	11	5	14	9	95
PCT9125	MV	822	299	0	0	29	270	1	34	17	17	20	181
PCT9126	ED	945	186	0	0	25	161	0	18	8	25	15	95
PCT9126	MV	945	350	0	0	53	297	0	20	29	35	28	185
PCT9127	ED	908	209	0	0	22	187	0	14	8	26	15	124
PCT9127	MV	908	315	0	0	46	269	0	36	18	19	18	178
PCT9128	ED	805	188	0	0	25	163	0	12	12	24	12	103
PCT9128	MV	805	296	0	0	32	264	0	21	20	17	29	177
PCT9129	ED	713	173	0	0	26	147	1	18	5	17	8	98
PCT9129	MV	713	225	0	0	37	188	0	25	8	14	19	122
PCT9131	ED	740	151	0	0	20	131	1	18	6	16	4	86
PCT9131	MV	740	274	0	0	24	250	0	22	10	20	25	173
PCT9132	ED	827	167	0	0	30	137	1	21	1	23	6	85
PCT9132	MV	827	251	0	2	34	215	1	37	10	22	20	125
PCT9133	ED	1007	188	0	0	15	173	0	30	6	25	3	109
PCT9133	MV	1007	388	0	0	52	336	0	55	25	22	15	219
PCT9134	ED	893	132	0	0	20	112	0	20	3	16	9	64
PCT9134	MV	893	297	0	0	36	261	0	27	22	27	13	172
PCT9135	ED	778	149	0	0	26	123	0	13	9	14	17	70
PCT9135	MV	778	269	0	1	35	233	0	22	22	15	28	146
PCT9136	ED	894	191	0	0	19	172	0	18	6	18	9	121
PCT9136	MV	894	289	0	0	52	237	0	35	7	16	20	159
PCT9137	ED	946	201	0	0	28	173	1	12	13	23	15	109
PCT9137	MV	946	323	0	0	47	276	2	13	12	33	27	189
PCT9138	ED	892	155	0	0	23	132	1	9	7	12	13	90
PCT9138	MV	892	323	0	1	27	295	0	26	20	16	22	211
PCT9139	ED	912	163	0	0	27	136	0	11	11	19	8	87
PCT9139	MV	912	356	0	1	44	311	0	26	32	18	42	193
