area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	110:STEVE POIZNER	111:RICARDO LARA	112:NATHALIE HRIZI	113:ASIF MAHMOOD
PCT9219	MV	733	187	0	0	32	155	0	54	55	10	36
PCT9221	ED	641	121	0	0	27	94	1	55	15	2	21
PCT9221	MV	641	278	1	1	54	222	0	137	58	8	19
PCT9222	ED	842	139	-1	0	33	107	1	57	24	8	17
PCT9222	MV	842	268	3	0	51	214	1	122	58	6	27
PCT9223	ED	606	88	1	0	16	71	1	32	21	4	13
PCT9223	MV	606	202	1	1	43	157	0	72	47	8	30
PCT9224	ED	912	171	6	0	34	131	0	65	32	10	24
PCT9224	MV	912	308	7	0	53	248	1	128	81	7	31
PCT9225	ED	898	161	0	0	29	132	0	53	41	14	24
PCT9225	MV	898	243	0	0	46	197	1	80	77	13	26
PCT9226	ED	905	143	-1	1	28	115	1	50	37	5	22
PCT9226	MV	905	312	0	1	73	238	3	87	93	14	41
PCT9227	ED	729	140	0	0	28	112	1	54	32	9	16
PCT9227	MV	729	304	-1	1	59	245	0	108	83	15	39
PCT9228	ED	726	175	3	0	29	143	1	67	43	8	24
PCT9228	MV	726	277	4	0	45	228	0	129	68	7	24
PCT9229	ED	596	130	-1	0	27	104	1	40	39	4	20
PCT9229	MV	596	219	-1	0	35	185	0	95	46	10	34
PCT9231	ED	919	221	-2	0	40	183	0	78	61	24	20
PCT9231	MV	919	294	-2	1	62	233	1	99	68	28	37
PCT9232	ED	701	151	0	0	26	125	0	59	34	12	20
PCT9232	MV	701	274	1	0	45	228	0	110	81	9	28
PCT9233	ED	774	139	0	0	44	95	0	57	23	5	10
PCT9233	MV	774	308	2	0	62	244	0	141	68	8	27
PCT9234	ED	731	131	-1	0	32	100	1	43	28	12	16
PCT9234	MV	731	281	3	0	46	232	0	104	82	11	35
PCT9235	ED	842	174	1	0	34	139	0	67	43	8	21
PCT9235	MV	842	298	-1	0	55	244	0	121	79	10	34
PCT9236	ED	658	130	0	0	38	92	0	42	28	6	16
PCT9236	MV	658	207	3	1	35	168	0	85	45	12	26
PCT9237	ED	880	145	0	0	31	114	0	50	44	7	13
PCT9237	MV	880	331	-1	0	81	251	1	132	65	9	44
PCT9238	ED	792	130	0	0	30	100	1	39	34	5	21
PCT9238	MV	792	271	-1	1	49	222	0	122	63	10	27
PCT9239	ED	835	117	0	0	23	94	1	43	35	9	6
PCT9239	MV	835	318	0	1	51	266	0	124	95	13	34
PCT9241	ED	961	158	1	0	26	131	2	48	50	6	25
PCT9241	MV	961	322	2	0	44	276	1	138	94	12	31
PCT9242	ED	940	154	0	0	32	122	0	36	47	10	29
PCT9242	MV	940	300	3	0	48	249	1	114	79	11	44
PCT9243	ED	572	135	0	0	27	108	0	47	36	4	21
PCT9243	MV	572	188	1	0	27	160	0	64	54	9	33
PCT9244	ED	880	149	1	0	25	123	2	47	40	7	27
PCT9244	MV	880	269	-1	0	50	220	0	83	89	15	33
PCT9245	ED	706	128	0	0	28	100	0	27	44	13	16
PCT9245	MV	706	226	2	1	48	175	1	65	68	13	28
PCT9246	ED	910	139	0	0	31	108	0	43	37	6	22
PCT9246	MV	910	299	-1	0	64	236	0	99	81	19	37
PCT9247	ED	936	151	-1	0	24	128	1	46	40	19	22
PCT9247	MV	936	303	1	2	47	253	0	97	91	22	43
PCT9248	ED	898	181	0	0	32	149	0	42	61	13	33
PCT9248	MV	898	282	6	0	49	227	0	78	93	18	38
PCT9249	ED	910	187	1	0	48	138	1	59	39	10	29
PCT9249	MV	910	314	3	0	56	255	2	102	101	20	30
PCT9251	ED	946	204	0	0	39	165	1	56	52	17	39
PCT9251	MV	946	342	-1	2	49	292	0	111	108	28	45
PCT9252	ED	913	140	-1	0	26	115	0	44	34	17	20
PCT9252	MV	913	352	1	0	58	293	0	120	98	28	47
PCT9253	ED	751	138	4	0	24	110	0	36	42	9	23
PCT9253	MV	751	272	0	1	48	223	0	89	81	16	37
PCT9254	ED	889	168	0	0	33	135	1	36	54	18	26
PCT9254	MV	889	318	-2	1	49	270	0	106	102	22	40
PCT9255	ED	545	126	0	0	20	106	0	21	42	23	20
PCT9255	MV	545	128	1	0	19	108	0	30	47	10	21
PCT9256	ED	433	77	0	0	16	61	0	17	16	12	16
PCT9256	MV	433	103	-1	0	19	85	0	26	28	14	17
PCT9257	MV	312	150	-1	0	28	123	1	23	45	26	28
PCT9258	ED	699	127	0	0	20	107	1	35	32	18	21
PCT9258	MV	699	244	-2	0	54	192	0	78	49	28	37
PCT9401	ED	970	194	-1	0	40	155	2	23	54	39	37
PCT9401	MV	970	293	-2	0	43	252	5	59	85	51	52
PCT9402	ED	931	197	0	0	49	148	0	33	49	32	34
PCT9402	MV	931	307	1	0	73	233	0	66	79	41	47
PCT9403	ED	853	167	0	0	27	140	0	30	58	29	23
PCT9403	MV	853	286	2	2	47	235	2	69	85	38	41
PCT9404	ED	889	153	0	0	27	126	1	38	40	23	24
PCT9404	MV	889	320	3	0	64	253	0	66	98	35	54
PCT9405	ED	757	160	-1	0	33	128	1	40	46	19	22
PCT9405	MV	757	245	1	0	48	196	3	62	68	23	40
PCT9406	ED	815	179	0	0	42	137	1	43	38	24	31
PCT9406	MV	815	277	1	0	53	223	0	62	94	29	38
PCT9407	ED	861	191	1	0	40	150	2	45	51	27	25
PCT9407	MV	861	284	-1	0	44	241	1	73	82	38	47
PCT9408	ED	837	187	1	0	36	150	1	32	52	33	32
PCT9408	MV	837	246	-2	0	40	208	0	53	79	42	34
PCT9409	ED	565	140	0	0	17	123	0	23	39	23	38
PCT9409	MV	565	170	2	0	41	127	1	36	47	18	25
PCT9411	ED	936	175	-1	0	29	147	1	27	52	30	37
PCT9411	MV	936	261	1	0	30	230	0	54	89	46	41
PCT9412	ED	843	164	0	0	24	140	1	43	51	24	21
PCT9412	MV	843	285	0	0	76	209	2	57	74	38	38
PCT9413	ED	858	172	-1	0	35	138	0	34	44	25	35
PCT9413	MV	858	310	3	0	68	239	0	69	98	31	41
PCT9414	ED	862	159	1	0	41	117	2	31	42	23	19
PCT9414	MV	862	307	1	1	53	252	1	82	102	28	39
PCT9415	ED	755	121	0	0	24	97	0	30	32	10	25
PCT9415	MV	755	284	-2	0	55	231	0	91	75	31	34
PCT9416	ED	962	198	0	0	34	164	0	49	54	34	27
PCT9416	MV	962	316	3	0	73	240	1	70	94	32	43
PCT9417	ED	714	117	-1	0	33	85	0	19	27	16	23
PCT9417	MV	714	286	8	1	41	236	2	79	86	23	46
PCT9418	ED	753	157	1	0	37	119	0	34	52	18	15
PCT9418	MV	753	269	0	1	68	200	1	71	82	23	23
PCT9419	ED	893	167	0	0	36	131	0	44	42	18	27
PCT9419	MV	893	326	1	0	65	260	0	108	88	30	34
PCT9421	ED	878	150	-1	0	41	110	1	37	34	22	16
PCT9421	MV	878	316	-1	0	68	249	1	79	101	32	36
PCT9422	ED	1010	200	-1	0	37	164	0	53	58	25	28
PCT9422	MV	1010	358	0	0	74	284	6	92	111	22	53
PCT9423	ED	853	147	0	0	32	115	0	35	36	18	26
PCT9423	MV	853	292	-1	1	55	237	2	59	90	32	54
PCT9424	ED	910	146	1	0	25	120	0	29	45	28	18
PCT9424	MV	910	331	-1	0	52	280	1	102	106	25	46
PCT9425	ED	903	136	1	1	33	101	0	26	30	23	22
PCT9425	MV	903	313	3	0	63	247	1	64	111	21	50
PCT9426	ED	801	143	-1	0	23	121	0	49	29	18	25
PCT9426	MV	801	283	1	0	67	215	2	75	63	31	44
PCT9427	ED	889	129	-1	0	29	101	0	37	34	15	15
PCT9427	MV	889	333	1	0	73	259	4	100	75	45	35
PCT9428	ED	892	122	-1	0	32	91	1	20	27	21	22
PCT9428	MV	892	346	-1	0	77	270	2	78	92	45	53
PCT9429	ED	866	173	0	0	36	137	0	36	40	24	37
PCT9429	MV	866	308	0	1	50	257	0	82	81	33	61
PCT9431	ED	954	152	-1	0	24	129	0	38	54	13	24
PCT9431	MV	954	352	4	1	58	289	1	92	109	33	54
PCT9432	ED	901	155	0	1	27	127	0	40	46	20	21
PCT9432	MV	901	307	0	0	70	237	4	70	93	27	43
PCT9433	ED	912	155	0	0	36	119	3	43	29	22	22
PCT9433	MV	912	317	-2	1	70	248	0	78	88	34	48
PCT9434	ED	963	188	0	0	41	147	1	45	51	23	27
PCT9434	MV	963	349	-1	0	53	297	1	104	105	38	49
PCT9435	ED	934	195	0	0	33	162	2	55	38	27	40
PCT9435	MV	934	320	2	1	67	250	2	66	95	39	48
PCT9436	ED	941	161	0	0	29	132	2	44	51	11	24
PCT9436	MV	941	337	0	0	71	266	2	71	111	36	46
PCT9437	ED	873	170	0	0	38	132	1	43	46	16	26
PCT9437	MV	873	324	1	0	56	267	2	86	105	37	37
PCT9438	ED	918	129	1	1	23	104	1	28	37	23	15
PCT9438	MV	918	336	-1	0	58	279	0	97	87	29	66
PCT9439	ED	827	126	0	0	21	105	3	32	28	16	26
PCT9439	MV	827	314	-1	0	78	237	1	81	94	30	31
PCT9441	ED	939	205	-1	0	34	172	0	42	59	39	32
PCT9441	MV	939	337	-1	2	64	272	1	98	84	32	57
PCT9442	ED	970	200	0	0	34	166	0	50	67	26	23
PCT9442	MV	970	325	0	0	69	256	1	84	97	30	44
PCT9443	ED	886	138	0	0	23	115	2	32	41	18	22
PCT9443	MV	886	304	2	0	53	249	2	65	97	36	49
PCT9444	ED	901	118	-1	0	28	91	1	29	17	16	28
PCT9444	MV	901	312	-1	1	57	255	0	94	87	20	54
PCT9445	ED	945	154	0	0	29	125	1	41	39	25	19
PCT9445	MV	945	342	0	0	69	273	1	82	106	43	41
PCT9446	ED	1043	164	2	0	31	131	0	43	52	8	28
PCT9446	MV	1043	417	-3	0	84	336	1	131	108	38	58
PCT9447	ED	891	171	1	0	38	132	0	45	50	22	15
PCT9447	MV	891	327	1	2	60	264	1	93	98	23	49
PCT9448	ED	877	159	0	0	37	122	2	35	38	26	21
PCT9448	MV	877	307	-2	0	66	243	1	68	101	32	41
PCT9449	ED	784	97	-1	0	17	81	0	27	19	22	13
PCT9449	MV	784	302	4	1	60	237	0	80	71	36	50
PCT9451	ED	414	57	0	0	9	48	1	12	24	5	6
PCT9451	MV	414	154	3	0	21	130	2	52	50	9	17
PCT9452	ED	799	175	1	0	32	142	0	57	47	18	20
PCT9452	MV	799	281	0	0	67	214	0	68	84	23	39
PCT9453	ED	488	90	0	0	11	79	1	34	21	5	18
PCT9453	MV	488	175	0	0	30	145	0	58	40	13	34
PCT9501	MV	149	71	-2	0	16	57	0	17	26	4	10
PCT9502	MV	233	116	0	0	20	96	1	29	42	8	16
PCT9503	ED	725	128	-2	0	27	103	0	32	34	15	22
PCT9503	MV	725	184	0	0	31	153	0	47	63	9	34
PCT9505	ED	756	147	-2	0	36	113	0	29	51	7	26
PCT9505	MV	756	274	0	0	57	217	0	39	96	19	63
PCT9506	ED	771	134	0	1	21	112	1	22	52	15	22
PCT9506	MV	771	217	1	2	31	183	0	50	84	23	26
PCT9507	ED	733	170	1	0	30	139	1	28	51	33	26
PCT9507	MV	733	218	-2	0	32	188	0	40	72	43	33
PCT9508	ED	784	180	0	0	29	151	2	25	61	47	16
PCT9508	MV	784	258	3	0	24	231	1	52	90	43	45
PCT9509	ED	719	165	0	0	28	137	0	24	47	30	36
PCT9509	MV	719	239	-1	1	36	203	1	52	91	29	30
PCT9511	ED	600	147	0	0	28	119	1	30	28	32	28
PCT9511	MV	600	177	2	1	26	148	1	33	59	28	27
PCT9512	ED	771	161	0	0	27	134	2	22	46	38	26
PCT9512	MV	771	251	-5	0	40	216	0	48	87	49	32
PCT9513	ED	864	200	0	1	40	159	1	26	73	28	31
PCT9513	MV	864	261	5	1	36	219	1	45	90	39	44
PCT9514	ED	869	229	0	0	34	195	0	54	71	28	42
PCT9514	MV	869	257	1	2	62	192	0	48	78	25	41
PCT9515	ED	685	159	0	0	22	137	1	36	46	30	24
PCT9515	MV	685	243	0	0	54	189	0	49	78	32	30
PCT9516	ED	864	206	0	0	43	163	3	46	54	37	23
PCT9516	MV	864	269	1	2	32	234	0	56	90	44	44
PCT9517	ED	768	197	0	1	38	158	0	38	57	37	26
PCT9517	MV	768	235	1	0	38	196	0	53	70	38	35
PCT9518	ED	783	180	1	0	30	149	2	20	57	33	37
PCT9518	MV	783	242	0	0	39	203	0	58	78	34	33
PCT9519	ED	850	217	0	0	45	172	1	46	52	30	43
PCT9519	MV	850	294	-1	0	56	239	0	77	94	37	31
PCT9521	ED	893	254	0	0	43	211	3	58	74	34	42
PCT9521	MV	893	290	3	0	49	238	1	72	89	34	42
PCT9701	ED	665	156	0	0	27	129	0	38	51	19	21
PCT9701	MV	665	235	0	0	53	182	1	55	69	32	25
PCT9702	ED	710	194	0	0	37	157	2	41	64	28	22
PCT9702	MV	710	231	0	0	53	178	1	55	74	26	22
PCT9703	ED	931	182	1	0	33	148	0	44	55	17	32
PCT9703	MV	931	373	1	0	73	299	1	85	110	42	61
PCT9704	ED	942	191	0	0	34	157	0	49	56	27	25
PCT9704	MV	942	354	-1	1	67	287	1	92	105	40	49
PCT9705	ED	879	208	1	0	43	164	0	52	53	38	21
PCT9705	MV	879	309	0	0	56	253	0	77	105	29	42
PCT9706	MV	51	32	0	0	3	29	0	7	15	4	3
PCT9707	ED	799	121	0	0	17	104	0	48	34	7	15
PCT9707	MV	799	355	-4	0	57	302	1	111	117	26	47
PCT9708	ED	919	193	1	0	39	153	0	40	52	23	38
PCT9708	MV	919	324	2	0	74	248	1	77	88	33	49
PCT9709	ED	998	196	1	0	46	149	1	58	43	20	27
PCT9709	MV	998	355	1	1	76	277	1	112	82	23	59
PCT9711	ED	625	167	0	0	31	136	2	39	51	11	33
PCT9711	MV	625	254	0	2	33	219	2	85	88	11	33
PCT9712	ED	651	134	-1	0	22	113	1	52	26	6	28
PCT9712	MV	651	288	1	0	38	249	0	101	86	12	50
PCT9713	ED	930	161	0	0	52	109	1	35	43	12	18
PCT9713	MV	930	362	1	0	72	289	0	107	99	35	48
PCT9714	ED	911	154	0	0	29	125	0	55	40	10	20
PCT9714	MV	911	367	2	0	64	301	0	132	106	23	40
PCT9715	ED	566	162	0	0	30	132	2	59	33	13	25
PCT9715	MV	566	218	1	1	25	191	0	106	50	13	22
PCT9716	ED	928	198	-1	1	38	160	0	55	55	32	18
PCT9716	MV	928	368	4	0	61	303	0	106	112	31	54
PCT9717	ED	967	206	-1	0	44	163	2	60	56	20	25
PCT9717	MV	967	371	6	0	31	334	0	137	113	32	52
PCT9718	ED	843	183	-2	1	26	158	0	69	38	22	29
PCT9718	MV	843	385	3	1	59	322	2	132	106	30	52
PCT9719	ED	863	186	0	0	33	153	0	70	51	12	20
PCT9719	MV	863	389	1	0	67	321	2	139	113	17	50
PCT9721	ED	653	182	-1	0	33	150	2	69	42	10	27
PCT9721	MV	653	250	1	0	55	194	0	82	71	14	27
PCT9722	ED	593	86	0	0	17	69	0	32	17	6	14
PCT9722	MV	593	269	-3	1	37	234	0	112	74	15	33
PCT9723	ED	458	74	0	0	15	59	0	28	25	1	5
PCT9723	MV	458	198	1	0	38	159	1	70	55	7	26
PCT9724	ED	950	144	0	1	23	120	1	51	43	9	16
PCT9724	MV	950	386	-1	1	79	307	0	129	107	29	42
PCT9725	ED	941	118	-1	1	34	84	0	45	19	6	14
PCT9725	MV	941	350	0	0	73	277	2	117	81	27	50
PCT9726	ED	685	83	0	0	15	68	1	22	27	9	9
PCT9726	MV	685	137	0	0	17	120	2	38	55	11	14
PCT9727	ED	435	60	1	0	11	48	0	25	19	2	2
PCT9727	MV	435	205	2	0	33	170	0	93	49	7	21
PCT9728	ED	906	204	0	0	33	171	1	80	47	12	31
PCT9728	MV	906	378	-2	0	55	325	1	157	101	22	44
PCT9729	ED	782	161	1	0	32	128	0	71	40	4	13
PCT9729	MV	782	304	0	0	63	241	0	130	70	11	30
PCT9731	ED	529	138	0	0	21	117	0	60	33	5	19
PCT9731	MV	529	189	0	1	39	149	1	77	40	9	22
PCT9732	MV	73	43	1	0	5	37	0	18	10	4	5
PCT9733	MV	224	146	0	1	18	127	1	41	57	12	16
PCT9734	ED	577	122	0	0	20	102	0	60	28	1	13
PCT9734	MV	577	261	1	0	41	219	0	97	85	2	35
PCT9735	ED	782	167	1	2	35	129	1	46	56	6	20
PCT9735	MV	782	344	0	0	42	302	1	133	122	8	38
PCT9736	ED	699	145	0	0	29	116	3	60	31	6	16
PCT9736	MV	699	305	1	0	51	253	1	96	102	17	37
PCT9737	ED	792	175	-1	0	25	151	0	50	55	18	28
PCT9737	MV	792	343	-3	0	51	295	0	119	105	28	43
PCT9738	ED	830	99	0	0	19	80	1	26	23	12	18
PCT9738	MV	830	263	4	1	24	234	1	82	79	22	50
PCT9739	ED	826	126	0	1	15	110	0	22	38	22	28
PCT9739	MV	826	193	-3	0	23	173	0	48	70	19	36
PCT9741	ED	1022	19	0	0	2	17	0	1	7	2	7
PCT9741	MV	1022	24	0	0	2	22	0	3	10	3	6
PCT9742	ED	647	134	0	0	18	116	0	37	40	9	30
PCT9742	MV	647	187	1	0	41	145	0	66	43	11	25
PCT9743	ED	1093	172	0	1	27	144	1	26	64	22	31
PCT9743	MV	1093	317	2	0	38	277	0	80	125	25	47
PCT9744	ED	902	141	0	0	21	120	1	37	42	20	20
PCT9744	MV	902	234	1	0	33	200	0	53	76	29	42
PCT9745	ED	934	141	0	0	27	114	1	29	47	14	23
PCT9745	MV	934	205	-1	1	18	187	2	44	82	20	39
PCT9746	ED	867	192	0	0	34	158	2	63	55	10	28
PCT9746	MV	867	334	2	0	46	286	1	120	94	21	50
PCT9747	ED	940	198	0	0	29	169	0	49	70	24	26
PCT9747	MV	940	323	0	0	53	270	3	64	105	36	62
PCT9748	ED	913	164	0	0	26	138	2	48	43	14	31
PCT9748	MV	913	342	3	0	60	279	1	96	96	26	60
PCT9749	ED	893	143	-1	1	32	111	0	19	38	27	27
PCT9749	MV	893	266	0	0	41	225	2	59	90	41	33
PCT9751	ED	977	157	-1	0	27	131	2	50	46	9	24
PCT9751	MV	977	384	2	0	56	326	0	96	136	30	64
PCT9752	ED	692	143	0	1	26	116	0	36	42	10	28
PCT9752	MV	692	305	2	0	46	257	2	78	113	28	36
PCT9753	ED	735	148	0	0	30	118	2	27	56	15	18
PCT9753	MV	735	266	-1	0	34	233	0	68	101	34	30
PCT9754	ED	701	169	0	0	17	152	0	46	52	27	27
PCT9754	MV	701	296	1	0	40	255	0	67	103	29	56
PCT9755	ED	553	120	-1	0	13	108	0	22	50	20	16
PCT9755	MV	553	201	0	0	29	172	0	47	76	19	30
PCT9756	ED	908	126	-1	0	24	103	0	20	46	16	21
PCT9756	MV	908	297	6	3	39	249	0	83	90	22	54
PCT9801	ED	399	76	0	0	15	61	0	11	24	12	14
PCT9801	MV	399	148	0	0	16	132	0	19	57	25	31
CONG12	TO	426647	225360	215	273	39068	185804	765	53544	75873	26810	28812
CONG14	TO	55344	28223	31	49	4433	23710	110	7500	9234	2677	4189
ASSM17	TO	280269	147301	86	197	24458	122560	499	32349	53748	18486	17478
ASSM19	TO	201722	106282	160	125	19043	86954	376	28695	31359	11001	15523
BART7	TO	36166	15261	16	27	2499	12719	60	3376	5804	1331	2148
BART8	TO	215670	112119	160	131	20422	91406	392	30973	33450	10776	15815
BART9	TO	230155	126203	70	164	20580	105389	423	26695	45853	17380	15038
SUPV1	TO	40919	22431	37	17	4000	18377	81	5558	6383	2903	3452
SUPV2	TO	48242	24389	59	27	4580	19723	58	8417	6661	1485	3102
SUPV3	TO	38273	18567	-2	23	3515	15031	52	4783	6185	1715	2296
SUPV4	TO	41216	21994	23	19	4329	17623	96	5431	6255	2563	3278
SUPV5	TO	52114	28694	27	37	4967	23663	81	5892	9808	4185	3697
SUPV6	TO	41151	17498	3	38	2915	14542	80	3969	6194	1860	2439
SUPV7	TO	46301	26230	34	35	4343	21818	85	7910	7985	2211	3627
SUPV8	TO	56415	36015	-8	32	5898	30093	108	7964	13637	4346	4038
SUPV9	TO	41665	22565	25	27	3393	19120	89	3929	8666	4154	2282
SUPV10	TO	39848	17900	39	28	2951	14882	65	3587	6968	1964	2298
SUPV11	TO	35847	17300	9	39	2610	14642	80	3604	6365	2101	2492
NEIG1	TO	19131	7881	23	18	1284	6556	35	1332	3320	764	1105
NEIG2	TO	16742	8038	-5	8	1708	6327	19	2015	2633	689	971
NEIG3	TO	27631	12231	3	30	2049	10149	52	2658	4347	1462	1630
NEIG4	TO	6857	4487	1	8	686	3792	18	1181	1662	389	542
NEIG5	TO	26541	12895	5	32	1914	10944	55	2772	4803	1555	1759
NEIG6	TO	14552	8410	10	7	1482	6911	18	1776	2772	1379	966
NEIG7	TO	11506	5461	8	11	863	4579	27	1043	1907	689	913
NEIG8	TO	9393	5438	8	6	1008	4416	19	1224	1667	727	779
NEIG9	TO	8641	3424	2	7	543	2872	14	951	1075	309	523
NEIG10	TO	9744	5037	6	6	876	4149	14	1339	1474	559	763
NEIG11	TO	38757	19070	49	23	3568	15430	53	6472	5365	1130	2410
NEIG12	TO	30096	16088	11	25	2452	13600	68	2594	5909	3389	1640
NEIG13	TO	16415	10584	-11	4	1797	8794	34	2484	3894	1198	1184
NEIG14	TO	8622	5494	0	1	840	4653	16	1012	2125	992	508
NEIG15	TO	6827	3580	6	3	630	2941	7	1069	1158	278	429
NEIG26	TO	8914	4445	3	7	743	3692	23	994	1699	458	518
NEIG16	TO	15511	7917	5	5	1314	6593	17	1928	2717	907	1024
NEIG17	TO	35688	19724	30	15	3532	16147	70	4863	5604	2586	3024
NEIG18	TO	7813	4593	10	2	862	3719	10	1655	1186	301	567
NEIG19	TO	9230	5452	8	5	850	4589	19	1094	2072	794	610
NEIG20	TO	23278	10026	-3	18	1663	8348	44	2470	3507	968	1359
NEIG21	TO	40651	21684	21	19	4271	17373	95	5372	6169	2522	3215
NEIG22	TO	18424	12111	5	11	1912	10183	29	2610	4936	1300	1308
NEIG23	TO	7867	3226	9	6	562	2649	15	634	1285	322	393
NEIG24	TO	33960	20797	29	23	3444	17301	62	6512	6259	1632	2836
NEIG25	TO	29200	15490	13	22	2648	12807	42	2990	5562	2188	2025
