area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	098:KONSTANTINOS RODITIS	099:MARY LOU FINLEY	100:BETTY T. YEE
PCT7622	MV	964	193	0	0	1	44	148	0	14	20	114
PCT7623	ED	712	122	0	0	1	29	92	0	7	6	79
PCT7623	MV	712	196	0	0	0	51	145	0	9	8	128
PCT7624	ED	905	104	0	0	0	24	80	0	6	9	65
PCT7624	MV	905	195	0	0	0	26	169	0	11	16	142
PCT7625	ED	821	73	0	0	0	29	44	0	3	4	37
PCT7625	MV	821	415	0	0	3	99	313	0	36	15	262
PCT7626	ED	1081	128	0	0	0	32	96	0	8	2	86
PCT7626	MV	1081	361	0	0	0	72	289	0	30	4	255
PCT7627	ED	1075	116	0	0	0	22	94	1	15	3	75
PCT7627	MV	1075	319	0	0	0	72	247	0	42	7	198
PCT7628	ED	906	156	0	0	0	39	117	1	7	3	106
PCT7628	MV	906	267	0	0	0	60	207	1	11	10	185
PCT7629	ED	805	108	0	0	0	19	89	0	4	3	82
PCT7629	MV	805	206	0	0	0	43	163	0	17	7	139
PCT7631	ED	1085	146	0	0	0	34	112	0	6	6	100
PCT7631	MV	1085	339	0	0	0	66	273	0	29	9	235
PCT7632	ED	965	167	0	0	0	44	123	0	9	11	103
PCT7632	MV	965	286	0	0	0	50	236	2	17	13	204
PCT7633	ED	702	90	0	0	0	19	71	0	5	4	62
PCT7633	MV	702	253	0	0	0	53	200	0	18	7	175
PCT7634	ED	859	120	0	0	0	26	94	0	11	13	70
PCT7634	MV	859	291	0	0	1	50	240	1	28	20	191
PCT7635	ED	782	89	0	0	0	17	72	1	7	1	63
PCT7635	MV	782	242	0	0	0	37	205	1	11	12	181
PCT7636	ED	920	134	0	0	0	22	112	1	4	6	101
PCT7636	MV	920	251	0	0	0	60	191	0	23	4	164
PCT7637	ED	732	89	0	0	0	18	71	0	15	3	53
PCT7637	MV	732	249	0	0	0	49	200	0	23	6	171
PCT7638	ED	1365	129	0	0	0	29	100	0	15	5	80
PCT7638	MV	1365	492	0	0	0	78	414	1	79	2	332
PCT7639	ED	962	110	0	0	0	31	79	1	14	3	61
PCT7639	MV	962	319	0	0	0	61	258	0	31	4	223
PCT7641	ED	931	114	0	0	0	31	83	0	10	3	70
PCT7641	MV	931	374	0	0	0	75	299	0	47	12	240
PCT7642	ED	909	84	0	0	0	24	60	0	3	3	54
PCT7642	MV	909	268	0	0	0	99	169	1	31	9	128
PCT7643	ED	871	99	0	0	0	33	66	1	5	4	56
PCT7643	MV	871	355	0	0	0	56	299	0	31	7	261
PCT7644	ED	1082	156	0	0	0	39	117	0	4	7	106
PCT7644	MV	1082	291	0	0	0	59	232	1	12	8	211
PCT7645	ED	631	63	0	0	0	15	48	2	7	3	36
PCT7645	MV	631	241	0	0	0	52	189	1	29	4	155
PCT7646	ED	1035	110	0	0	0	28	82	1	3	4	74
PCT7646	MV	1035	326	0	0	0	60	266	0	28	6	232
PCT7647	ED	1027	107	0	0	0	20	87	2	10	12	63
PCT7647	MV	1027	185	0	0	0	49	136	0	12	17	107
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	0	0	0	21	76	1	4	9	62
PCT7649	MV	877	234	0	0	0	44	190	1	23	17	149
PCT7651	ED	555	48	0	0	0	14	34	0	3	4	27
PCT7651	MV	555	155	0	0	0	32	123	0	9	2	112
PCT7652	ED	580	68	0	0	0	14	54	0	2	4	48
PCT7652	MV	580	163	0	0	0	39	124	0	10	4	110
PCT7653	ED	1092	137	0	0	0	36	101	0	12	6	83
PCT7653	MV	1092	321	0	0	0	64	257	1	22	10	224
PCT7701	ED	1012	225	0	0	0	58	167	0	18	8	141
PCT7701	MV	1012	383	0	0	0	58	325	0	29	16	280
PCT7702	ED	704	117	0	0	0	26	91	0	9	5	77
PCT7702	MV	704	302	0	0	0	49	253	0	40	5	208
PCT7703	MV	172	66	0	0	1	21	44	0	4	5	35
PCT7704	ED	977	208	0	0	0	48	160	0	22	6	132
PCT7704	MV	977	396	0	0	0	73	323	1	43	13	266
PCT7705	ED	547	123	0	0	0	24	99	0	10	5	84
PCT7705	MV	547	227	0	0	0	45	182	0	23	6	153
PCT7706	ED	821	189	0	0	0	33	156	0	22	6	128
PCT7706	MV	821	341	0	0	0	63	278	1	48	7	222
PCT7707	ED	839	200	0	0	0	43	157	0	13	8	136
PCT7707	MV	839	379	0	0	0	74	305	0	27	4	274
PCT7708	ED	860	181	0	0	0	44	137	0	15	3	119
PCT7708	MV	860	400	0	0	1	55	344	0	30	6	308
PCT7709	ED	383	85	0	0	0	22	63	0	4	6	53
PCT7709	MV	383	174	0	0	0	29	145	0	12	4	129
PCT7711	ED	772	162	0	0	0	37	125	0	7	6	112
PCT7711	MV	772	344	0	0	0	62	282	0	24	13	245
PCT7712	ED	524	131	0	0	0	26	105	0	7	6	92
PCT7712	MV	524	230	0	0	0	37	193	1	13	13	166
PCT7801	ED	970	230	0	0	0	60	170	0	9	9	152
PCT7801	MV	970	424	0	0	0	81	343	0	30	5	308
PCT7802	ED	762	205	0	0	0	51	154	0	3	5	146
PCT7802	MV	762	313	0	0	0	74	239	0	16	5	218
PCT7803	ED	823	143	0	0	0	33	110	0	6	3	101
PCT7803	MV	823	412	0	0	0	89	323	0	19	9	295
PCT7804	ED	891	236	0	0	0	51	185	1	5	6	173
PCT7804	MV	891	394	0	0	0	77	317	0	15	7	295
PCT7805	ED	785	176	0	0	0	31	145	1	3	5	136
PCT7805	MV	785	348	0	0	0	67	281	0	20	11	250
PCT7806	ED	699	163	0	0	0	44	119	0	1	6	112
PCT7806	MV	699	283	0	0	0	50	233	0	17	6	210
PCT7807	ED	796	228	0	0	0	45	183	0	6	9	168
PCT7807	MV	796	273	0	0	0	56	217	1	7	5	204
PCT7808	ED	655	178	0	0	0	38	140	0	1	5	134
PCT7808	MV	655	243	0	0	0	49	194	0	6	3	185
PCT7809	ED	742	160	0	0	0	31	129	1	2	6	120
PCT7809	MV	742	267	0	0	0	46	221	0	7	8	206
PCT7811	ED	726	186	0	0	0	39	147	0	5	7	135
PCT7811	MV	726	243	0	0	0	45	198	0	6	11	181
PCT7812	ED	843	207	0	0	0	51	156	1	9	8	138
PCT7812	MV	843	292	0	0	0	49	243	3	10	16	214
PCT7813	ED	988	251	0	0	0	58	193	2	5	12	174
PCT7813	MV	988	362	0	0	0	62	300	0	9	15	276
PCT7814	ED	892	173	0	0	0	48	125	1	8	10	106
PCT7814	MV	892	223	0	0	1	31	191	1	8	13	169
PCT7815	ED	914	178	0	0	0	37	141	0	8	5	128
PCT7815	MV	914	407	0	0	0	70	337	1	11	12	313
PCT7816	ED	858	202	0	0	0	41	161	1	5	7	148
PCT7816	MV	858	390	0	0	0	90	300	0	8	6	286
PCT7817	ED	795	215	0	0	0	44	171	0	4	11	156
PCT7817	MV	795	309	0	0	0	61	248	0	6	11	231
PCT7818	ED	823	172	0	0	0	38	134	0	2	8	124
PCT7818	MV	823	335	0	0	0	63	272	0	6	10	256
PCT7819	ED	760	169	0	0	0	36	133	0	7	8	118
PCT7819	MV	760	297	0	0	0	52	245	1	20	11	213
PCT7821	ED	947	229	0	0	0	43	186	0	6	0	180
PCT7821	MV	947	439	0	0	0	89	350	0	22	6	322
PCT7822	ED	927	244	0	0	1	55	188	0	8	8	172
PCT7822	MV	927	343	0	0	1	46	296	0	13	8	275
PCT7823	ED	857	237	0	0	0	57	180	0	0	7	173
PCT7823	MV	857	347	0	0	0	62	285	0	14	12	259
PCT7824	ED	756	170	0	0	0	50	120	1	5	9	105
PCT7824	MV	756	274	0	0	0	37	237	0	10	7	220
PCT7825	ED	580	160	0	0	0	35	125	0	3	6	116
PCT7825	MV	580	215	0	0	0	33	182	0	7	5	170
PCT7826	ED	665	214	0	0	0	54	160	2	5	8	145
PCT7826	MV	665	194	0	0	0	34	160	0	8	5	147
PCT7827	ED	828	199	0	0	0	42	157	1	6	11	139
PCT7827	MV	828	252	0	0	0	37	215	2	15	13	185
PCT7828	ED	976	205	0	0	0	59	146	0	8	8	130
PCT7828	MV	976	397	0	0	0	74	323	1	14	8	300
PCT7829	ED	882	199	0	0	0	52	147	0	6	8	133
PCT7829	MV	882	391	0	0	1	70	320	0	22	8	290
PCT7831	ED	828	202	0	0	0	41	161	0	7	6	148
PCT7831	MV	828	369	0	0	0	83	286	0	13	5	268
PCT7832	ED	781	162	0	0	0	36	126	1	7	5	113
PCT7832	MV	781	343	0	0	0	56	287	0	16	5	266
PCT7833	ED	745	182	0	0	0	42	140	0	5	4	131
PCT7833	MV	745	271	0	0	0	49	222	0	12	5	205
PCT7834	ED	836	225	0	0	0	45	180	2	5	8	165
PCT7834	MV	836	288	0	0	0	52	236	0	2	9	225
PCT7835	ED	808	175	0	0	0	42	133	2	11	2	118
PCT7835	MV	808	338	0	0	0	54	284	0	29	9	246
PCT7836	ED	979	199	0	0	0	46	153	1	6	7	139
PCT7836	MV	979	421	0	0	0	72	349	0	23	10	316
PCT7837	ED	883	237	0	0	0	53	184	1	8	6	169
PCT7837	MV	883	339	0	0	0	77	262	0	14	1	247
PCT7838	ED	891	210	0	0	0	37	173	0	8	5	160
PCT7838	MV	891	413	0	0	0	78	335	1	15	7	312
PCT7839	ED	830	172	0	0	0	58	114	0	5	5	104
PCT7839	MV	830	389	0	0	0	81	308	0	15	9	284
PCT7841	ED	898	240	0	0	0	61	179	2	4	5	168
PCT7841	MV	898	353	0	0	0	64	289	1	12	11	265
PCT7842	ED	873	214	0	0	0	42	172	0	10	9	153
PCT7842	MV	873	308	0	0	0	64	244	0	21	7	216
PCT7843	ED	751	182	0	0	0	42	140	0	4	12	124
PCT7843	MV	751	267	0	0	0	46	221	0	12	8	201
PCT7844	ED	635	160	0	0	0	38	122	0	8	1	113
PCT7844	MV	635	245	0	0	0	37	208	1	6	7	194
PCT7845	ED	803	202	0	0	0	52	150	0	8	6	136
PCT7845	MV	803	314	0	0	0	61	253	1	9	3	240
PCT7846	ED	871	221	0	0	1	61	159	1	12	3	143
PCT7846	MV	871	330	0	0	0	67	263	0	21	2	240
PCT7847	ED	878	207	0	0	0	46	161	0	9	4	148
PCT7847	MV	878	358	0	0	0	86	272	0	13	4	255
PCT7848	ED	838	209	0	0	0	55	154	1	9	2	142
PCT7848	MV	838	346	0	0	0	62	284	0	12	10	262
PCT7849	ED	904	237	0	0	0	60	177	0	14	12	151
PCT7849	MV	904	353	0	0	0	63	290	0	18	9	263
PCT7851	ED	493	118	0	0	0	26	92	1	11	3	77
PCT7851	MV	493	204	0	0	0	36	168	0	14	4	150
PCT7852	ED	634	104	0	0	0	21	83	0	8	1	74
PCT7852	MV	634	303	0	0	0	45	258	0	29	5	224
PCT7853	ED	837	180	0	0	0	43	137	1	9	5	122
PCT7853	MV	837	333	0	0	0	68	265	0	13	6	246
PCT7854	ED	874	216	0	0	0	49	167	0	8	7	152
PCT7854	MV	874	346	0	0	0	68	278	0	14	13	251
PCT7855	ED	949	259	0	0	0	65	194	0	7	8	179
PCT7855	MV	949	359	0	0	0	76	283	0	23	14	246
PCT7856	ED	790	204	0	0	0	54	150	0	4	5	141
PCT7856	MV	790	312	0	0	0	57	255	1	13	6	235
PCT7857	ED	913	226	0	0	0	60	166	0	2	4	160
PCT7857	MV	913	350	0	0	0	76	274	1	16	15	242
PCT7858	ED	743	192	0	0	0	46	146	0	6	10	130
PCT7858	MV	743	252	0	0	0	48	204	0	7	10	187
PCT7859	ED	879	219	0	0	0	45	174	0	8	5	161
PCT7859	MV	879	352	0	0	0	72	280	0	21	10	249
PCT7861	ED	835	184	0	0	0	36	148	0	10	6	132
PCT7861	MV	835	367	0	0	0	60	307	0	22	8	277
PCT7862	ED	850	237	0	0	0	47	190	0	10	8	172
PCT7862	MV	850	323	0	0	0	63	260	0	17	8	235
PCT7863	ED	870	237	0	0	0	50	187	1	7	12	167
PCT7863	MV	870	302	0	0	0	43	259	1	12	9	237
PCT7864	ED	773	188	0	0	0	37	151	0	7	9	135
PCT7864	MV	773	284	0	0	1	53	230	0	21	8	201
PCT7865	ED	808	178	0	0	0	34	144	0	10	10	124
PCT7865	MV	808	310	0	0	0	63	247	0	16	6	225
PCT7866	ED	816	184	0	0	0	41	143	2	13	4	124
PCT7866	MV	816	389	0	0	1	75	313	0	34	6	273
PCT7867	ED	932	209	0	0	0	46	163	1	15	6	141
PCT7867	MV	932	385	0	0	0	66	319	1	14	15	289
PCT7868	ED	860	218	0	0	0	46	172	0	6	12	154
PCT7868	MV	860	324	0	0	0	56	268	0	15	8	245
PCT7869	ED	842	219	0	0	1	53	165	0	11	5	149
PCT7869	MV	842	376	0	0	0	62	314	1	21	9	283
PCT7871	ED	882	240	0	0	0	55	185	0	8	7	170
PCT7871	MV	882	364	0	0	0	70	294	1	11	5	277
PCT7872	ED	864	242	0	0	0	53	189	1	7	8	173
PCT7872	MV	864	369	0	0	0	81	288	0	11	9	268
PCT7873	ED	841	231	0	0	0	66	165	1	5	4	155
PCT7873	MV	841	387	0	0	0	62	325	0	19	8	298
PCT7874	ED	453	85	0	0	0	18	67	0	8	3	56
PCT7874	MV	453	174	0	0	0	33	141	1	5	6	129
PCT7875	ED	615	127	0	0	0	28	99	1	8	9	81
PCT7875	MV	615	203	0	0	0	35	168	0	13	10	145
PCT7876	ED	491	101	0	0	0	24	77	0	6	5	66
PCT7876	MV	491	148	0	0	0	35	113	0	4	5	104
PCT7901	ED	466	87	0	0	0	24	63	1	4	10	48
PCT7901	MV	466	133	0	0	0	32	101	0	4	7	90
PCT7902	ED	921	188	0	0	0	51	137	0	5	5	127
PCT7902	MV	921	259	0	0	0	55	204	1	14	10	179
PCT7903	ED	819	144	0	0	0	44	100	1	5	12	82
PCT7903	MV	819	244	0	0	1	45	198	0	14	13	171
PCT7904	ED	846	137	0	0	0	27	110	0	8	4	98
PCT7904	MV	846	248	0	0	0	42	206	1	13	15	177
PCT7905	ED	821	199	0	0	0	51	148	0	5	14	129
PCT7905	MV	821	275	0	0	0	50	225	0	13	12	200
PCT7906	ED	769	164	0	0	0	37	127	1	6	9	111
PCT7906	MV	769	214	0	0	0	33	181	0	7	5	169
PCT7907	ED	926	201	0	0	0	44	157	0	4	11	142
PCT7907	MV	926	286	0	0	0	49	237	0	6	5	226
PCT7908	ED	936	191	0	0	0	44	147	1	9	12	125
PCT7908	MV	936	267	0	0	0	57	210	0	14	9	187
PCT7909	ED	726	190	0	0	0	39	151	0	4	15	132
PCT7909	MV	726	221	0	0	0	30	191	0	3	6	182
PCT7911	ED	849	192	0	0	0	39	153	4	4	6	139
PCT7911	MV	849	250	0	0	0	34	216	2	9	10	195
PCT7912	ED	1036	215	0	0	0	51	164	1	3	11	149
PCT7912	MV	1036	314	0	0	0	59	255	1	8	13	233
PCT7913	ED	887	240	0	0	0	54	186	0	8	17	161
PCT7913	MV	887	244	0	0	0	40	204	0	7	7	190
PCT7914	ED	833	208	0	0	0	45	163	1	5	13	144
PCT7914	MV	833	253	0	0	2	38	213	0	10	11	192
PCT7915	ED	802	213	0	0	1	50	162	0	12	5	145
PCT7915	MV	802	222	0	0	0	41	181	0	3	7	171
PCT7916	ED	887	215	0	0	0	42	173	0	5	10	158
PCT7916	MV	887	289	0	0	0	40	249	0	11	12	226
PCT7917	ED	983	254	0	0	0	56	198	2	9	22	165
PCT7917	MV	983	287	0	0	0	37	250	2	5	19	224
PCT7918	ED	790	191	0	0	0	42	149	2	4	12	131
PCT7918	MV	790	234	0	0	0	34	200	1	6	4	189
PCT7919	ED	857	217	0	0	0	46	171	2	5	17	147
PCT7919	MV	857	241	0	0	0	43	198	0	12	10	176
PCT7921	ED	883	151	0	0	0	36	115	4	2	19	90
PCT7921	MV	883	210	0	0	0	44	166	0	14	17	135
PCT7922	ED	797	182	0	0	0	38	144	0	3	8	133
PCT7922	MV	797	241	0	0	0	32	209	0	12	11	186
PCT7923	ED	863	202	0	0	0	53	149	1	3	10	135
PCT7923	MV	863	241	0	0	0	45	196	0	12	10	174
PCT7924	ED	806	172	0	0	0	37	135	1	3	13	118
PCT7924	MV	806	247	0	0	0	40	207	0	18	15	174
PCT7925	ED	570	114	0	0	0	29	85	1	2	3	79
PCT7925	MV	570	191	0	0	0	29	162	0	6	13	143
PCT7926	ED	768	177	0	0	0	40	137	2	0	9	126
PCT7926	MV	768	296	0	0	0	51	245	1	18	17	209
PCT7927	ED	733	187	0	0	0	42	145	2	3	10	130
PCT7927	MV	733	289	0	0	0	53	236	0	4	12	220
PCT7928	ED	899	253	0	0	1	55	197	0	7	10	180
PCT7928	MV	899	297	0	0	0	48	249	0	7	15	227
PCT7929	ED	840	200	0	0	0	42	158	0	3	2	153
PCT7929	MV	840	367	0	0	0	83	284	0	7	7	270
PCT7931	ED	732	189	0	0	0	36	153	1	2	3	147
PCT7931	MV	732	317	0	0	1	59	257	0	5	8	244
PCT7932	ED	551	112	0	0	0	23	89	0	3	3	83
PCT7932	MV	551	225	0	0	0	47	178	0	7	5	166
PCT7933	MV	8	4	0	0	0	1	3	0	0	0	3
PCT7934	ED	885	195	0	0	0	39	156	0	5	10	141
PCT7934	MV	885	328	0	0	0	68	260	3	4	10	243
PCT7935	ED	938	283	0	0	0	63	220	0	9	11	200
PCT7935	MV	938	370	0	0	0	68	302	0	11	6	285
PCT7936	ED	832	246	0	0	0	53	193	2	4	10	177
PCT7936	MV	832	326	0	0	0	58	268	3	11	14	240
PCT7937	ED	874	223	0	0	0	53	170	0	6	8	156
PCT7937	MV	874	309	0	0	0	48	261	0	12	7	242
PCT7938	ED	774	162	0	0	1	49	112	0	6	8	98
PCT7938	MV	774	247	0	0	0	42	205	0	9	12	184
PCT7939	ED	667	186	0	0	0	39	147	0	5	7	135
PCT7939	MV	667	230	0	0	1	48	181	0	12	5	164
PCT7941	ED	728	167	0	0	0	35	132	1	8	3	120
PCT7941	MV	728	236	0	0	0	37	199	0	6	10	183
PCT7942	ED	893	166	0	0	0	45	121	1	8	11	101
PCT7942	MV	893	286	0	0	0	54	232	2	6	9	215
PCT7943	ED	887	192	0	0	0	49	143	0	14	9	120
PCT7943	MV	887	319	0	0	1	48	270	0	22	25	223
PCT7944	ED	769	201	0	0	0	39	162	0	2	12	148
PCT7944	MV	769	235	0	0	0	34	201	0	12	6	183
PCT7945	ED	897	118	0	0	0	31	87	0	4	7	76
PCT7945	MV	897	294	0	0	0	53	241	0	13	9	219
PCT7946	ED	909	134	0	0	0	20	114	0	10	10	94
PCT7946	MV	909	348	0	0	0	72	276	2	30	5	239
PCT7947	ED	894	128	0	0	0	36	92	2	7	12	71
PCT7947	MV	894	327	0	0	0	78	249	0	30	16	203
PCT7948	ED	900	165	0	0	1	38	126	0	12	8	106
PCT7948	MV	900	313	0	0	0	63	250	0	28	18	204
PCT7949	ED	552	78	0	0	0	13	65	0	8	5	52
PCT7949	MV	552	224	0	0	0	43	181	0	18	8	155
PCT7951	ED	830	97	0	0	0	24	73	0	8	7	58
PCT7951	MV	830	341	0	0	0	66	275	1	39	16	219
PCT7952	ED	823	100	0	0	0	25	75	1	9	9	56
PCT7952	MV	823	288	0	0	1	54	233	0	16	21	196
PCT7953	ED	795	103	0	0	0	27	76	0	6	8	62
PCT7953	MV	795	294	0	0	0	53	241	0	45	11	185
PCT7955	ED	854	116	0	0	0	28	88	1	12	5	70
PCT7955	MV	854	320	0	0	0	81	239	0	30	15	194
PCT7956	ED	779	101	0	0	0	30	71	1	11	2	57
PCT7956	MV	779	247	0	0	0	43	204	0	33	14	157
PCT7957	ED	623	97	0	0	0	23	74	0	6	6	62
PCT7957	MV	623	217	0	0	0	49	168	1	16	8	143
PCT7958	MV	263	104	0	0	0	18	86	1	13	8	64
PCT7959	ED	695	110	0	0	0	26	84	0	1	13	70
PCT7959	MV	695	190	0	0	0	37	153	1	4	8	140
PCT9001	MV	257	101	0	0	0	21	80	0	3	4	73
PCT9101	ED	833	190	0	0	0	45	145	2	20	7	116
PCT9101	MV	833	323	0	0	0	60	263	0	35	11	217
PCT9102	ED	950	182	0	0	0	32	150	0	24	10	116
PCT9102	MV	950	335	0	0	0	53	282	1	37	9	235
PCT9103	ED	924	174	0	0	0	31	143	0	12	4	127
PCT9103	MV	924	302	0	0	0	43	259	3	43	6	207
PCT9104	ED	937	176	0	0	0	35	141	1	18	10	112
PCT9104	MV	937	332	0	0	0	55	277	0	26	14	237
PCT9105	ED	888	191	0	0	0	40	151	2	15	9	125
PCT9105	MV	888	339	0	0	0	53	286	2	39	9	236
PCT9106	ED	907	213	0	0	0	47	166	0	22	6	138
PCT9106	MV	907	334	0	0	0	68	266	0	32	9	225
PCT9107	ED	806	164	0	0	1	24	139	0	14	2	123
PCT9107	MV	806	246	0	0	0	33	213	1	28	10	174
PCT9108	ED	761	185	0	0	0	28	157	0	13	12	132
PCT9108	MV	761	220	0	0	0	35	185	0	15	8	162
PCT9109	ED	848	205	0	0	0	42	163	1	14	4	144
PCT9109	MV	848	285	0	0	0	53	232	0	17	6	209
PCT9111	ED	756	150	0	0	0	30	120	0	13	7	100
PCT9111	MV	756	226	0	0	0	32	194	0	22	7	165
PCT9112	ED	918	211	0	0	1	37	173	0	14	11	148
PCT9112	MV	918	295	0	0	1	48	246	0	18	6	222
PCT9113	ED	959	231	0	0	0	54	177	2	23	10	142
PCT9113	MV	959	351	0	0	0	54	297	3	32	4	258
PCT9114	ED	820	170	0	0	1	27	142	0	10	10	122
PCT9114	MV	820	273	0	0	0	46	227	0	17	12	198
PCT9115	ED	873	172	0	0	0	21	151	1	11	7	132
PCT9115	MV	873	287	0	0	0	38	249	0	20	10	219
PCT9116	ED	903	193	0	0	0	35	158	1	9	14	134
PCT9116	MV	903	314	0	0	0	52	262	0	27	11	224
PCT9117	ED	756	180	0	0	0	28	152	0	13	12	127
PCT9117	MV	756	285	0	0	0	54	231	0	25	9	197
PCT9118	ED	923	184	0	0	0	40	144	1	17	9	117
PCT9118	MV	923	268	0	0	1	39	228	0	27	6	195
PCT9119	ED	856	152	0	0	0	33	119	0	11	11	97
PCT9119	MV	856	323	0	0	1	54	268	1	31	9	227
PCT9121	ED	890	188	0	0	0	40	148	0	23	7	118
PCT9121	MV	890	274	0	0	0	49	225	1	16	4	204
PCT9122	ED	913	131	0	0	0	21	110	0	11	4	95
PCT9122	MV	913	292	0	0	0	46	246	0	45	7	194
PCT9123	ED	829	175	0	0	0	29	146	0	18	8	120
PCT9123	MV	829	270	0	0	0	38	232	1	31	10	190
PCT9124	ED	832	150	0	0	0	31	119	0	9	9	101
PCT9124	MV	832	290	0	0	0	54	236	0	38	6	192
PCT9125	ED	822	159	0	0	0	27	132	1	12	9	110
PCT9125	MV	822	299	0	0	0	50	249	2	20	8	219
PCT9126	ED	945	186	0	0	0	39	147	0	15	5	127
PCT9126	MV	945	350	0	0	0	57	293	0	42	5	246
PCT9127	ED	908	209	0	0	0	42	167	0	13	8	146
PCT9127	MV	908	315	0	0	0	60	255	0	20	12	223
PCT9128	ED	805	188	0	0	0	41	147	0	15	8	124
PCT9128	MV	805	296	0	0	0	45	251	0	33	8	210
PCT9129	ED	713	173	0	0	0	27	146	1	10	6	129
PCT9129	MV	713	225	0	0	0	48	177	0	19	7	151
PCT9131	ED	740	151	0	0	0	30	121	1	7	6	107
PCT9131	MV	740	274	0	0	0	43	231	0	25	9	197
PCT9132	ED	827	167	0	0	0	31	136	1	7	6	122
PCT9132	MV	827	251	0	0	0	46	205	1	18	5	181
PCT9133	ED	1007	188	0	0	0	23	165	0	4	6	155
PCT9133	MV	1007	388	0	0	0	70	318	1	22	4	291
PCT9134	ED	893	132	0	0	0	21	111	0	7	5	99
PCT9134	MV	893	297	0	0	0	50	247	0	17	7	223
PCT9135	ED	778	149	0	0	0	32	117	0	15	12	90
PCT9135	MV	778	269	0	0	0	62	207	0	32	11	164
PCT9136	ED	894	191	0	0	0	29	162	1	12	7	142
PCT9136	MV	894	289	0	0	0	62	227	0	20	6	201
PCT9137	ED	946	201	0	0	0	32	169	0	30	14	125
PCT9137	MV	946	323	0	0	0	55	268	4	29	11	224
PCT9138	ED	892	155	0	0	0	34	121	0	14	3	104
PCT9138	MV	892	323	0	0	0	51	272	0	33	12	227
PCT9139	ED	912	163	0	0	0	30	133	0	15	7	111
PCT9139	MV	912	356	0	0	0	61	295	1	47	11	236
PCT9141	ED	904	168	0	0	0	38	130	0	11	5	114
PCT9141	MV	904	328	0	0	0	51	277	0	30	10	237
PCT9142	ED	921	219	0	0	0	24	195	5	13	14	163
PCT9142	MV	921	288	0	0	0	46	242	0	17	7	218
PCT9143	ED	887	196	0	0	0	38	158	0	12	7	139
PCT9143	MV	887	315	0	0	0	49	266	1	38	6	221
PCT9144	ED	931	221	0	0	0	41	180	1	15	7	157
PCT9144	MV	931	322	0	0	0	54	268	0	29	15	224
PCT9145	ED	837	197	0	0	0	36	161	0	14	7	140
PCT9145	MV	837	282	0	0	0	50	232	0	26	5	201
PCT9146	ED	866	206	0	0	0	37	169	1	10	7	151
PCT9146	MV	866	297	0	0	0	45	252	0	23	7	222
PCT9147	ED	920	227	0	0	0	46	181	0	6	12	163
PCT9147	MV	920	318	0	0	1	52	265	0	18	6	241
PCT9148	ED	946	226	0	0	0	36	190	2	10	8	170
PCT9148	MV	946	322	0	0	0	60	262	0	29	9	224
PCT9149	ED	884	196	0	0	0	39	157	0	8	10	139
PCT9149	MV	884	296	0	0	0	53	243	0	18	6	219
PCT9151	ED	806	152	0	0	0	27	125	0	12	6	107
PCT9151	MV	806	267	0	0	0	53	214	0	19	7	188
PCT9152	ED	712	67	0	0	0	10	57	0	4	6	47
PCT9152	MV	712	138	0	0	0	17	121	0	11	6	104
PCT9201	ED	953	201	0	0	0	30	171	0	10	7	154
PCT9201	MV	953	229	0	0	0	36	193	0	19	9	165
PCT9202	ED	908	184	0	0	0	38	146	0	10	5	131
PCT9202	MV	908	218	0	0	0	45	173	0	17	7	149
PCT9203	ED	968	145	0	0	0	34	111	0	27	4	80
PCT9203	MV	968	300	0	0	0	55	245	0	71	5	169
PCT9204	ED	809	147	0	0	0	32	115	1	31	6	77
PCT9204	MV	809	223	0	0	0	40	183	1	49	2	131
PCT9205	ED	694	113	0	0	0	22	91	0	14	3	74
PCT9205	MV	694	201	0	0	0	46	155	0	24	4	127
PCT9206	ED	887	135	0	0	0	32	103	1	27	5	70
PCT9206	MV	887	294	0	0	0	54	240	1	73	3	163
PCT9207	ED	913	148	0	0	0	28	120	0	33	2	85
PCT9207	MV	913	249	0	0	0	41	208	0	48	7	153
PCT9208	ED	936	147	0	0	0	26	121	0	25	4	92
PCT9208	MV	936	240	0	0	0	43	197	0	41	5	151
PCT9209	ED	675	121	0	0	0	32	89	0	20	2	67
PCT9209	MV	675	188	0	0	0	35	153	0	35	4	114
PCT9211	ED	834	130	0	0	0	32	98	0	17	3	78
PCT9211	MV	834	212	0	0	0	43	169	0	37	7	125
PCT9212	ED	764	121	0	0	0	25	96	0	14	3	79
PCT9212	MV	764	205	0	0	0	45	160	2	30	7	121
PCT9213	ED	890	140	0	0	0	30	110	0	10	5	95
PCT9213	MV	890	260	0	0	0	53	207	0	29	6	172
PCT9214	ED	581	92	0	0	0	25	67	0	12	1	54
PCT9214	MV	581	203	0	0	1	39	163	0	37	2	124
PCT9215	ED	626	130	0	0	0	27	103	0	27	3	73
PCT9215	MV	626	170	0	0	0	31	139	0	22	1	116
PCT9216	ED	798	134	0	0	0	31	103	0	16	4	83
PCT9216	MV	798	206	0	0	0	44	162	0	34	2	126
PCT9217	ED	684	123	0	0	0	30	93	1	19	6	67
PCT9217	MV	684	187	0	0	0	38	149	0	27	4	118
PCT9218	ED	797	119	0	0	0	29	90	0	15	3	72
