area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	050:Yes	051:No
PCT1148	MV	918	314	0	0	0	28	286	146	140
PCT1149	ED	873	148	-2	0	0	18	132	72	60
PCT1149	MV	873	285	1	0	0	34	250	137	113
PCT1152	ED	838	125	-2	0	0	12	115	62	53
PCT1152	MV	838	286	0	0	0	27	259	127	132
PCT1153	ED	909	139	0	0	0	14	125	50	75
PCT1153	MV	909	306	2	0	0	22	282	134	148
PCT7001	ED	735	119	-1	0	0	11	109	63	46
PCT7001	MV	735	266	2	0	0	29	235	97	138
PCT7002	ED	641	132	0	0	0	11	121	55	66
PCT7002	MV	641	173	1	0	0	9	163	71	92
PCT7003	ED	864	188	0	0	0	15	173	76	97
PCT7003	MV	864	340	0	0	0	29	311	116	195
PCT7004	ED	835	175	0	0	0	17	158	62	96
PCT7004	MV	835	306	-1	0	1	21	285	115	170
PCT7005	ED	812	180	1	0	0	14	165	89	76
PCT7005	MV	812	295	1	0	0	21	273	140	133
PCT7006	ED	884	213	1	0	0	23	189	104	85
PCT7006	MV	884	290	-2	0	0	26	266	127	139
PCT7007	ED	916	233	-2	0	0	12	223	101	122
PCT7007	MV	916	323	-1	0	0	28	296	117	179
PCT7008	ED	861	187	0	0	0	19	168	88	80
PCT7008	MV	861	345	1	0	0	33	311	119	192
PCT7009	ED	864	133	-1	0	0	15	119	69	50
PCT7009	MV	864	312	-1	0	0	24	289	153	136
PCT7011	ED	976	141	0	0	0	20	121	54	67
PCT7011	MV	976	205	0	0	0	17	188	93	95
PCT7012	ED	1061	224	0	0	0	18	206	94	112
PCT7012	MV	1061	383	1	0	0	44	338	144	194
PCT7013	ED	805	132	0	0	0	8	124	61	63
PCT7013	MV	805	251	-2	0	0	20	233	101	132
PCT7014	ED	1213	188	-3	0	0	7	184	87	97
PCT7014	MV	1213	434	-1	0	0	25	410	168	242
PCT7015	MV	93	34	1	0	0	2	31	21	10
PCT7016	ED	891	112	0	0	0	19	93	54	39
PCT7016	MV	891	221	-1	0	0	29	193	79	114
PCT7017	ED	734	79	0	0	1	21	57	21	36
PCT7017	MV	734	167	-1	0	0	17	151	60	91
PCT7018	ED	908	88	-2	0	0	11	79	37	42
PCT7018	MV	908	343	2	0	0	33	308	138	170
PCT7019	ED	864	111	2	0	0	12	97	45	52
PCT7019	MV	864	349	-1	0	0	42	308	133	175
PCT7021	ED	927	129	1	0	0	18	110	60	50
PCT7021	MV	927	220	-3	0	0	24	199	101	98
PCT7022	ED	923	164	0	0	0	22	142	65	77
PCT7022	MV	923	270	3	0	0	30	237	112	125
PCT7023	ED	906	131	1	0	0	23	107	47	60
PCT7023	MV	906	301	-4	0	0	28	277	122	155
PCT7024	ED	386	30	0	0	0	8	22	11	11
PCT7024	MV	386	47	0	0	0	3	44	18	26
PCT7025	ED	448	66	2	0	0	8	56	26	30
PCT7025	MV	448	78	1	0	0	5	72	29	43
PCT7026	ED	971	90	0	0	0	12	78	34	44
PCT7026	MV	971	350	4	0	2	28	316	165	151
PCT7027	ED	845	136	-1	0	0	25	112	53	59
PCT7027	MV	845	271	2	0	0	37	232	119	113
PCT7028	ED	835	157	0	0	0	13	144	70	74
PCT7028	MV	835	180	-2	0	0	15	167	68	99
PCT7029	ED	855	115	0	0	0	16	99	46	53
PCT7029	MV	855	166	1	0	0	15	150	65	85
PCT7030	ED	729	94	-2	0	0	6	90	46	44
PCT7030	MV	729	277	3	0	0	22	252	140	112
PCT7031	ED	611	50	0	0	0	7	43	21	22
PCT7031	MV	611	224	3	0	0	30	191	99	92
PCT7032	ED	867	126	-1	0	0	28	99	52	47
PCT7032	MV	867	238	1	0	0	27	210	109	101
PCT7033	ED	765	135	0	0	0	22	113	49	64
PCT7033	MV	765	181	-1	0	0	24	158	79	79
PCT7034	ED	914	97	0	0	0	10	87	33	54
PCT7034	MV	914	154	1	0	0	16	137	55	82
PCT7035	ED	553	73	0	0	0	4	69	25	44
PCT7035	MV	553	170	0	0	0	12	158	59	99
PCT7036	ED	898	52	0	0	0	4	48	24	24
PCT7036	MV	898	265	0	0	0	29	236	103	133
PCT7037	ED	730	73	-1	0	0	14	60	26	34
PCT7037	MV	730	64	3	0	0	6	55	28	27
PCT7038	ED	880	84	0	0	0	13	71	32	39
PCT7038	MV	880	255	-1	0	0	26	230	131	99
PCT7039	ED	768	111	-1	0	0	12	100	48	52
PCT7039	MV	768	225	1	0	0	26	198	67	131
PCT7041	MV	60	24	0	0	0	0	24	13	11
PCT7042	ED	632	75	0	0	0	9	66	35	31
PCT7042	MV	632	191	2	0	0	29	160	78	82
PCT7043	ED	915	97	1	0	0	20	76	46	30
PCT7043	MV	915	282	2	0	0	32	248	116	132
PCT7044	ED	805	86	-1	0	0	19	68	29	39
PCT7044	MV	805	125	-1	0	0	15	111	47	64
PCT7045	ED	763	87	-1	0	0	11	77	35	42
PCT7045	MV	763	282	1	0	0	27	254	129	125
PCT7046	ED	385	54	0	0	0	4	50	26	24
PCT7046	MV	385	136	0	0	1	15	120	51	69
PCT7047	ED	781	68	-1	0	0	6	63	24	39
PCT7047	MV	781	298	1	0	0	26	271	132	139
PCT7048	ED	815	94	0	0	0	11	83	40	43
PCT7048	MV	815	248	-1	0	0	37	212	110	102
PCT7049	ED	751	108	0	0	0	14	94	43	51
PCT7049	MV	751	241	0	0	0	28	213	99	114
PCT7051	ED	839	70	-2	0	0	12	60	26	34
PCT7051	MV	839	302	2	0	0	32	268	133	135
PCT7052	ED	806	120	-1	0	0	12	109	48	61
PCT7052	MV	806	278	2	0	0	25	251	113	138
PCT7053	ED	548	44	0	0	0	6	38	15	23
PCT7053	MV	548	205	1	0	0	21	183	72	111
PCT7054	ED	1024	141	3	0	0	8	130	74	56
PCT7054	MV	1024	275	1	0	0	22	252	115	137
PCT7055	ED	699	83	-3	0	0	15	71	31	40
PCT7055	MV	699	256	-1	0	0	19	238	113	125
PCT7101	MV	141	83	0	0	0	13	70	29	41
PCT7201	ED	900	147	2	0	1	14	130	32	98
PCT7201	MV	900	333	-1	0	0	30	304	126	178
PCT7202	ED	830	138	0	0	0	12	126	39	87
PCT7202	MV	830	271	0	0	0	32	239	72	167
PCT7203	ED	867	174	-1	0	0	21	154	60	94
PCT7203	MV	867	243	3	0	0	17	223	70	153
PCT7204	ED	888	157	0	0	0	17	140	58	82
PCT7204	MV	888	340	-4	0	1	29	314	106	208
PCT7205	ED	847	183	0	0	0	12	171	67	104
PCT7205	MV	847	309	3	0	0	15	291	98	193
PCT7206	ED	375	88	0	0	0	8	80	31	49
PCT7206	MV	375	124	0	0	0	12	112	36	76
PCT7207	ED	744	119	-1	0	0	18	102	40	62
PCT7207	MV	744	231	0	0	0	26	205	82	123
PCT7208	ED	567	76	0	0	0	9	67	42	25
PCT7208	MV	567	206	0	0	0	25	181	70	111
PCT7209	ED	586	69	0	0	0	9	60	18	42
PCT7209	MV	586	326	1	0	0	25	300	89	211
PCT7301	ED	1002	150	0	0	1	21	128	62	66
PCT7301	MV	1002	299	2	0	1	43	253	124	129
PCT7302	ED	806	121	0	0	0	19	102	48	54
PCT7302	MV	806	352	3	0	0	28	321	135	186
PCT7303	ED	986	167	-2	0	0	23	146	70	76
PCT7303	MV	986	318	4	0	0	41	273	113	160
PCT7304	ED	972	203	0	0	0	18	185	67	118
PCT7304	MV	972	330	2	0	0	33	295	110	185
PCT7305	ED	851	171	-1	0	0	12	160	67	93
PCT7305	MV	851	306	1	0	0	27	278	92	186
PCT7306	ED	1014	179	0	0	1	22	156	72	84
PCT7306	MV	1014	302	2	0	0	32	268	107	161
PCT7307	ED	726	143	0	0	0	20	123	49	74
PCT7307	MV	726	226	5	0	0	19	202	94	108
PCT7308	ED	598	133	0	0	0	8	125	48	77
PCT7308	MV	598	204	1	0	0	19	184	60	124
PCT7309	ED	826	160	1	0	0	20	139	52	87
PCT7309	MV	826	209	2	0	0	20	187	74	113
PCT7311	ED	901	175	0	0	0	13	162	72	90
PCT7311	MV	901	266	1	0	0	23	242	98	144
PCT7312	ED	810	128	-1	0	0	12	117	44	73
PCT7312	MV	810	332	4	0	0	34	294	75	219
PCT7313	ED	925	135	1	0	0	18	116	59	57
PCT7313	MV	925	315	-1	0	0	34	282	104	178
PCT7314	ED	760	92	0	0	0	21	71	38	33
PCT7314	MV	760	213	0	0	0	49	164	97	67
PCT7315	ED	725	119	0	0	0	14	105	59	46
PCT7315	MV	725	178	2	0	0	12	164	85	79
PCT7316	ED	824	122	0	0	0	15	107	56	51
PCT7316	MV	824	266	0	0	0	34	232	107	125
PCT7317	ED	886	117	0	0	0	10	107	53	54
PCT7317	MV	886	340	2	0	0	27	311	132	179
PCT7318	ED	709	123	0	0	0	21	102	41	61
PCT7318	MV	709	243	-3	0	0	33	213	106	107
PCT7319	ED	1035	182	0	0	1	26	155	68	87
PCT7319	MV	1035	296	0	0	0	35	261	114	147
PCT7321	ED	644	100	0	0	0	19	81	52	29
PCT7321	MV	644	211	3	0	0	24	184	74	110
PCT7322	ED	859	60	0	0	0	16	44	26	18
PCT7322	MV	859	304	-4	0	0	85	223	113	110
PCT7323	ED	881	146	2	0	0	13	131	53	78
PCT7323	MV	881	273	0	0	0	26	247	102	145
PCT7324	ED	687	125	0	0	0	14	111	57	54
PCT7324	MV	687	198	-3	0	0	24	177	79	98
PCT7325	ED	870	150	0	0	0	17	133	49	84
PCT7325	MV	870	276	-1	0	0	25	252	99	153
PCT7326	ED	853	150	0	0	0	24	126	65	61
PCT7326	MV	853	256	1	0	0	27	228	106	122
PCT7327	ED	684	62	0	0	0	16	46	30	16
PCT7327	MV	684	277	-3	0	0	52	228	119	109
PCT7328	ED	950	70	0	0	0	17	53	32	21
PCT7328	MV	950	391	-1	0	1	111	280	151	129
PCT7329	ED	610	71	-1	0	0	3	69	26	43
PCT7329	MV	610	205	-1	0	1	32	173	64	109
PCT7331	ED	860	130	0	0	0	13	117	47	70
PCT7331	MV	860	357	-3	0	1	34	325	126	199
PCT7332	ED	799	154	0	0	0	17	137	71	66
PCT7332	MV	799	209	0	0	0	22	187	107	80
PCT7333	ED	974	174	0	0	0	26	148	59	89
PCT7333	MV	974	323	3	0	0	41	279	115	164
PCT7334	ED	854	113	0	0	0	8	105	50	55
PCT7334	MV	854	275	0	0	0	28	247	96	151
PCT7335	ED	936	144	0	0	0	16	128	59	69
PCT7335	MV	936	354	-2	0	1	33	322	111	211
PCT7336	ED	920	155	0	0	0	12	143	65	78
PCT7336	MV	920	324	0	0	0	31	293	106	187
PCT7337	ED	825	115	-1	0	0	15	101	45	56
PCT7337	MV	825	305	2	0	0	36	267	90	177
PCT7338	ED	884	100	1	0	0	20	79	39	40
PCT7338	MV	884	364	-7	0	0	81	290	152	138
PCT7339	ED	618	111	-1	0	0	8	104	48	56
PCT7339	MV	618	181	-1	0	0	24	158	89	69
PCT7341	ED	877	124	-1	0	0	14	111	49	62
PCT7341	MV	877	246	-1	0	0	23	224	105	119
PCT7342	ED	911	234	2	0	0	27	205	97	108
PCT7342	MV	911	251	0	0	0	19	232	96	136
PCT7343	ED	707	144	0	0	0	12	132	82	50
PCT7343	MV	707	186	1	0	0	17	168	83	85
PCT7344	ED	1039	179	-1	0	0	19	161	80	81
PCT7344	MV	1039	334	-2	0	0	23	313	158	155
PCT7345	ED	1077	183	0	0	0	15	168	90	78
PCT7345	MV	1077	283	2	0	0	27	254	102	152
PCT7346	ED	877	168	1	0	0	23	144	87	57
PCT7346	MV	877	221	-1	0	0	20	202	104	98
PCT7347	ED	968	137	0	0	0	9	128	74	54
PCT7347	MV	968	279	-1	0	0	16	264	141	123
PCT7348	ED	832	139	-1	0	0	9	131	68	63
PCT7348	MV	832	202	3	0	0	25	174	101	73
PCT7349	ED	921	147	-1	0	0	15	133	68	65
PCT7349	MV	921	282	3	0	0	35	244	110	134
PCT7501	ED	554	118	-1	0	0	12	107	26	81
PCT7501	MV	554	168	0	0	0	23	145	41	104
PCT7502	ED	741	113	1	0	0	11	101	53	48
PCT7502	MV	741	349	-8	0	0	34	323	102	221
PCT7503	ED	727	132	0	0	0	19	113	38	75
PCT7503	MV	727	226	-1	0	0	26	201	78	123
PCT7504	ED	484	76	0	0	0	12	64	25	39
PCT7504	MV	484	158	4	0	0	10	144	64	80
PCT7505	ED	871	131	0	0	0	17	114	42	72
PCT7505	MV	871	417	1	0	1	49	366	127	239
PCT7506	ED	920	133	-1	0	0	14	120	61	59
PCT7506	MV	920	252	0	0	0	37	215	86	129
PCT7507	ED	919	158	-2	0	0	29	131	68	63
PCT7507	MV	919	255	4	0	0	26	225	118	107
PCT7508	ED	702	106	0	0	0	12	94	46	48
PCT7508	MV	702	340	-1	0	0	47	294	143	151
PCT7509	ED	909	171	-2	0	0	9	164	75	89
PCT7509	MV	909	319	1	0	0	40	278	141	137
PCT7512	ED	604	96	-1	0	0	13	84	31	53
PCT7512	MV	604	196	3	0	0	20	173	76	97
PCT7513	ED	790	142	-2	0	0	20	124	59	65
PCT7513	MV	790	208	2	0	0	26	180	83	97
PCT7514	ED	863	95	-3	0	0	27	71	39	32
PCT7514	MV	863	235	1	0	0	47	187	92	95
PCT7515	ED	845	150	0	0	1	18	131	63	68
PCT7515	MV	845	289	3	0	0	31	255	104	151
PCT7516	ED	886	145	0	0	0	17	128	58	70
PCT7516	MV	886	378	-3	0	0	46	335	142	193
PCT7517	ED	863	228	-1	0	0	25	204	99	105
PCT7517	MV	863	251	-2	0	0	23	230	108	122
PCT7518	ED	939	235	0	0	0	20	215	99	116
PCT7518	MV	939	298	-1	0	0	33	266	118	148
PCT7519	ED	726	179	0	0	0	15	164	97	67
PCT7519	MV	726	185	0	0	0	17	168	79	89
PCT7521	ED	802	211	1	0	0	25	185	85	100
PCT7521	MV	802	215	-1	0	0	29	187	85	102
PCT7522	ED	743	175	-1	0	0	19	157	86	71
PCT7522	MV	743	240	0	0	0	34	206	99	107
PCT7523	ED	737	208	0	0	0	21	187	113	74
PCT7523	MV	737	223	-3	0	0	23	203	85	118
PCT7524	ED	646	143	3	0	0	16	124	58	66
PCT7524	MV	646	165	2	0	0	17	146	65	81
PCT7525	ED	779	145	-1	0	0	23	123	50	73
PCT7525	MV	779	214	1	0	0	26	187	74	113
PCT7526	ED	947	197	1	0	0	20	176	84	92
PCT7526	MV	947	313	3	0	2	26	282	116	166
PCT7527	ED	729	162	-2	0	0	25	139	68	71
PCT7527	MV	729	237	1	0	0	18	218	95	123
PCT7529	ED	925	214	0	0	0	20	194	107	87
PCT7529	MV	925	300	1	0	0	35	264	116	148
PCT7531	ED	847	179	-1	0	0	16	164	78	86
PCT7531	MV	847	263	2	0	0	30	231	104	127
PCT7532	ED	823	172	1	0	0	19	152	64	88
PCT7532	MV	823	226	1	0	1	18	206	86	120
PCT7533	ED	951	268	-1	0	0	19	250	124	126
PCT7533	MV	951	297	1	0	0	21	275	132	143
PCT7534	ED	883	241	0	0	0	18	223	112	111
PCT7534	MV	883	240	0	0	0	21	219	87	132
PCT7535	ED	743	201	0	0	0	15	186	95	91
PCT7535	MV	743	251	-1	0	0	13	239	109	130
PCT7536	ED	856	206	-1	0	0	17	190	82	108
PCT7536	MV	856	279	-2	0	0	22	259	116	143
PCT7537	ED	734	187	0	0	0	12	175	74	101
PCT7537	MV	734	225	2	0	0	17	206	91	115
PCT7538	ED	757	223	0	0	0	16	207	117	90
PCT7538	MV	757	256	-2	0	0	20	238	83	155
PCT7539	ED	884	250	2	0	1	29	218	125	93
PCT7539	MV	884	286	-3	0	0	17	272	121	151
PCT7541	ED	791	215	0	0	0	28	187	80	107
PCT7541	MV	791	245	0	0	0	26	219	105	114
PCT7542	ED	787	183	-1	0	0	13	171	82	89
PCT7542	MV	787	247	-3	0	2	27	221	105	116
PCT7543	ED	910	187	2	0	0	21	164	73	91
PCT7543	MV	910	332	1	0	1	27	303	120	183
PCT7544	ED	877	186	0	0	0	23	163	74	89
PCT7544	MV	877	331	-2	0	0	33	300	131	169
PCT7545	ED	877	179	0	0	0	15	164	87	77
PCT7545	MV	877	291	-1	0	0	19	273	120	153
PCT7546	ED	913	219	0	0	0	27	192	92	100
PCT7546	MV	913	310	2	0	0	27	281	133	148
PCT7547	ED	987	244	-2	0	0	27	219	118	101
PCT7547	MV	987	322	6	0	0	27	289	133	156
PCT7548	ED	1054	236	-1	0	0	9	228	111	117
PCT7548	MV	1054	345	2	0	0	29	314	122	192
PCT7549	ED	785	165	-1	0	0	15	151	74	77
PCT7549	MV	785	281	3	0	0	39	239	98	141
PCT7551	ED	705	199	0	0	0	24	175	73	102
PCT7551	MV	705	240	-2	0	0	23	219	87	132
PCT7552	ED	718	191	0	0	0	16	175	70	105
PCT7552	MV	718	232	-2	0	0	29	205	72	133
PCT7553	MV	171	87	0	0	0	12	75	30	45
PCT7554	ED	785	179	-1	0	0	15	165	65	100
PCT7554	MV	785	323	0	0	0	18	305	91	214
PCT7555	ED	847	242	0	0	0	22	220	70	150
PCT7555	MV	847	304	2	0	0	22	280	88	192
PCT7556	ED	961	223	-1	0	0	18	206	79	127
PCT7556	MV	961	422	0	0	0	43	379	111	268
PCT7601	ED	744	128	-4	0	0	15	117	68	49
PCT7601	MV	744	185	6	0	0	16	163	97	66
PCT7602	ED	880	147	0	0	0	18	129	78	51
PCT7602	MV	880	243	-1	0	0	26	218	120	98
PCT7603	ED	826	152	-1	0	1	15	137	82	55
PCT7603	MV	826	215	-1	0	0	28	188	104	84
PCT7604	ED	906	133	0	0	0	17	116	62	54
PCT7604	MV	906	233	0	0	0	27	206	108	98
PCT7605	ED	651	77	0	0	0	11	66	40	26
PCT7605	MV	651	155	1	0	0	26	128	65	63
PCT7606	ED	895	127	2	0	0	17	108	68	40
PCT7606	MV	895	212	1	0	0	13	198	102	96
PCT7607	ED	955	120	0	0	0	11	109	59	50
PCT7607	MV	955	265	-3	0	0	20	248	130	118
PCT7608	ED	388	46	0	0	0	3	43	24	19
PCT7608	MV	388	119	0	0	0	19	100	52	48
PCT7609	ED	916	101	1	0	0	20	80	41	39
PCT7609	MV	916	297	1	0	0	59	237	144	93
PCT7611	ED	756	76	0	0	0	14	62	35	27
PCT7611	MV	756	204	2	0	0	25	177	99	78
PCT7612	ED	574	76	2	0	0	8	66	30	36
PCT7612	MV	574	210	1	0	0	26	183	80	103
PCT7613	ED	887	140	-1	0	0	15	126	73	53
PCT7613	MV	887	215	0	0	0	22	193	102	91
PCT7614	ED	1015	123	-3	0	0	15	111	59	52
PCT7614	MV	1015	238	1	0	0	18	219	110	109
PCT7615	ED	832	108	0	0	0	24	84	50	34
PCT7615	MV	832	170	0	0	0	22	148	77	71
PCT7616	ED	951	129	1	0	0	13	115	53	62
PCT7616	MV	951	331	-1	0	0	28	304	103	201
PCT7617	ED	751	84	0	0	0	16	68	36	32
PCT7617	MV	751	223	-2	0	0	29	196	93	103
PCT7618	ED	866	123	0	0	0	16	107	50	57
PCT7618	MV	866	272	2	0	0	33	237	107	130
PCT7619	ED	993	154	-1	0	0	18	137	64	73
PCT7619	MV	993	308	-3	0	0	38	273	133	140
PCT7621	ED	1132	163	-1	0	0	13	151	83	68
PCT7621	MV	1132	346	3	0	0	33	310	153	157
PCT7622	ED	964	99	1	0	0	8	90	47	43
PCT7622	MV	964	193	-2	0	1	23	171	82	89
PCT7623	ED	712	122	0	0	0	8	114	56	58
PCT7623	MV	712	196	1	0	0	14	181	91	90
PCT7624	ED	905	104	-1	0	0	16	89	44	45
PCT7624	MV	905	195	2	0	0	20	173	88	85
PCT7625	ED	821	73	0	0	0	16	57	27	30
PCT7625	MV	821	415	1	0	0	78	336	174	162
PCT7626	ED	1081	128	1	0	0	15	112	43	69
PCT7626	MV	1081	361	0	0	0	28	333	107	226
PCT7627	ED	1075	116	0	0	0	10	106	41	65
PCT7627	MV	1075	319	-3	0	0	24	298	86	212
PCT7628	ED	906	156	0	0	0	22	134	71	63
PCT7628	MV	906	267	1	0	0	26	240	97	143
PCT7629	ED	805	108	0	0	0	8	100	47	53
PCT7629	MV	805	206	1	0	0	19	186	74	112
PCT7631	ED	1085	146	0	0	0	11	135	65	70
PCT7631	MV	1085	339	3	0	1	28	307	122	185
PCT7632	ED	965	167	0	0	0	13	154	76	78
PCT7632	MV	965	286	0	0	0	15	271	112	159
PCT7633	ED	702	90	0	0	0	9	81	31	50
PCT7633	MV	702	253	-1	0	0	31	223	88	135
PCT7634	ED	859	120	1	0	0	17	102	45	57
PCT7634	MV	859	291	0	0	0	37	254	120	134
PCT7635	ED	782	89	1	0	0	9	79	37	42
PCT7635	MV	782	242	1	0	0	18	223	90	133
PCT7636	ED	920	134	-1	0	0	18	117	51	66
PCT7636	MV	920	251	-2	0	0	13	240	73	167
PCT7637	ED	732	89	-1	0	0	11	79	25	54
PCT7637	MV	732	249	0	0	0	20	229	66	163
PCT7638	ED	1365	129	-2	0	0	6	125	46	79
PCT7638	MV	1365	492	0	0	0	30	462	125	337
PCT7639	ED	962	110	0	0	0	20	90	28	62
PCT7639	MV	962	319	-1	0	0	30	290	72	218
PCT7641	ED	931	114	0	0	0	11	103	32	71
PCT7641	MV	931	374	0	0	0	28	346	118	228
PCT7642	ED	909	84	0	0	0	8	76	26	50
PCT7642	MV	909	268	-1	0	1	60	208	89	119
PCT7643	ED	871	99	3	0	0	15	81	30	51
PCT7643	MV	871	355	2	0	0	37	316	155	161
PCT7644	ED	1082	156	-3	0	0	13	146	52	94
PCT7644	MV	1082	291	1	0	0	27	263	107	156
PCT7645	ED	631	63	0	0	0	3	60	27	33
PCT7645	MV	631	241	-1	0	1	18	223	79	144
PCT7646	ED	1035	110	0	0	0	11	99	45	54
PCT7646	MV	1035	326	1	0	0	19	306	112	194
PCT7647	ED	1027	107	0	0	0	13	94	50	44
PCT7647	MV	1027	185	-1	0	0	17	169	78	91
PCT7648	MV	2	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	0	11	85	38	47
PCT7649	MV	877	234	1	0	0	29	204	105	99
PCT7651	ED	555	48	0	0	0	4	44	13	31
PCT7651	MV	555	155	0	0	0	10	145	55	90
PCT7652	ED	580	68	-1	0	0	2	67	29	38
PCT7652	MV	580	163	-1	0	0	21	143	55	88
PCT7653	ED	1092	137	2	0	0	12	123	40	83
PCT7653	MV	1092	321	2	0	0	24	295	103	192
PCT7701	ED	1012	225	0	0	0	24	201	91	110
PCT7701	MV	1012	383	0	0	0	34	349	144	205
PCT7702	ED	704	117	0	0	0	7	110	39	71
PCT7702	MV	704	302	-1	0	0	27	276	82	194
PCT7703	MV	172	66	-2	0	1	15	52	30	22
PCT7704	ED	977	208	0	0	0	17	191	65	126
PCT7704	MV	977	396	6	0	0	38	352	106	246
PCT7705	ED	547	123	0	0	0	7	116	32	84
PCT7705	MV	547	227	-1	0	0	21	207	66	141
PCT7706	ED	821	189	0	0	0	15	174	63	111
PCT7706	MV	821	341	0	0	0	25	316	101	215
PCT7707	ED	839	200	2	0	0	23	175	64	111
PCT7707	MV	839	379	9	0	0	31	339	118	221
PCT7708	ED	860	181	0	0	0	15	166	52	114
PCT7708	MV	860	400	0	0	0	39	361	142	219
