area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	167:CURTIS KARNOW	168:MARIA EVANGELISTA
PCT9435	ED	934	195	0	0	47	148	2	78	68
PCT9435	MV	934	320	2	0	84	234	2	140	92
PCT9436	ED	941	161	0	0	37	124	0	73	51
PCT9436	MV	941	337	0	0	83	254	2	160	92
PCT9437	ED	873	170	0	0	46	124	1	66	57
PCT9437	MV	873	324	1	0	62	261	0	186	75
PCT9438	ED	918	129	1	0	24	104	1	49	54
PCT9438	MV	918	336	-1	0	63	274	0	196	78
PCT9439	ED	827	126	0	0	28	98	2	54	42
PCT9439	MV	827	314	-1	0	72	243	0	180	63
PCT9441	ED	939	205	-1	0	51	155	3	64	88
PCT9441	MV	939	337	-1	0	69	269	1	170	98
PCT9442	ED	970	200	0	0	37	163	2	80	81
PCT9442	MV	970	325	0	0	76	249	6	145	98
PCT9443	ED	886	138	0	0	22	116	2	53	61
PCT9443	MV	886	304	2	0	54	248	1	135	112
PCT9444	ED	901	118	-1	0	37	82	1	43	38
PCT9444	MV	901	312	-1	2	81	230	2	148	80
PCT9445	ED	945	154	0	0	34	120	2	63	55
PCT9445	MV	945	342	0	0	67	275	4	180	91
PCT9446	ED	1043	164	2	0	39	123	2	71	50
PCT9446	MV	1043	417	-3	1	105	314	0	209	105
PCT9447	ED	891	171	1	0	39	131	3	70	58
PCT9447	MV	891	327	1	0	73	253	1	152	100
PCT9448	ED	877	159	0	0	28	131	1	65	65
PCT9448	MV	877	307	-2	0	74	235	3	145	87
PCT9449	ED	784	97	-1	0	19	79	0	38	41
PCT9449	MV	784	302	4	0	65	233	0	152	81
PCT9451	ED	414	57	0	0	10	47	0	30	17
PCT9451	MV	414	154	3	0	27	124	1	88	35
PCT9452	ED	799	175	1	0	39	135	1	69	65
PCT9452	MV	799	281	0	0	69	212	1	129	82
PCT9453	ED	488	90	0	0	16	74	0	48	26
PCT9453	MV	488	175	0	0	32	143	1	94	48
PCT9501	MV	149	71	-2	0	24	49	0	30	19
PCT9502	MV	233	116	0	0	24	92	1	54	37
PCT9503	ED	725	128	-2	0	37	93	0	46	47
PCT9503	MV	725	184	0	1	40	143	0	78	65
PCT9505	ED	756	147	-2	0	38	111	0	50	61
PCT9505	MV	756	274	0	0	66	208	1	102	105
PCT9506	ED	771	134	0	1	35	98	0	44	54
PCT9506	MV	771	217	1	0	34	182	0	92	90
PCT9507	ED	733	170	1	0	44	125	1	54	70
PCT9507	MV	733	218	-2	0	39	181	0	76	105
PCT9508	ED	784	180	0	0	32	148	0	52	96
PCT9508	MV	784	258	3	1	30	224	4	95	125
PCT9509	ED	719	165	0	0	38	127	0	43	84
PCT9509	MV	719	239	-1	0	51	189	1	104	84
PCT9511	ED	600	147	0	0	32	115	2	34	79
PCT9511	MV	600	177	2	0	29	146	0	58	88
PCT9512	ED	771	161	0	0	34	127	0	49	78
PCT9512	MV	771	251	-5	0	48	208	1	103	104
PCT9513	ED	864	200	0	0	47	153	1	65	87
PCT9513	MV	864	261	5	0	44	212	0	94	118
PCT9514	ED	869	229	0	0	53	176	0	83	93
PCT9514	MV	869	257	1	1	57	198	0	103	95
PCT9515	ED	685	159	0	0	31	128	0	55	73
PCT9515	MV	685	243	0	0	58	185	1	102	82
PCT9516	ED	864	206	0	0	50	156	1	70	85
PCT9516	MV	864	269	1	0	46	222	0	120	102
PCT9517	ED	768	197	0	0	48	149	0	58	91
PCT9517	MV	768	235	1	0	46	188	0	82	106
PCT9518	ED	783	180	1	0	38	141	2	55	84
PCT9518	MV	783	242	0	0	43	199	0	91	108
PCT9519	ED	850	217	0	0	57	160	0	87	73
PCT9519	MV	850	294	-1	0	41	254	0	139	115
PCT9521	ED	893	254	0	0	49	205	3	90	112
PCT9521	MV	893	290	3	1	54	232	0	137	95
PCT9701	ED	665	156	0	0	30	126	1	60	65
PCT9701	MV	665	235	0	0	51	184	0	97	87
PCT9702	ED	710	194	0	0	43	151	1	64	86
PCT9702	MV	710	231	0	0	52	179	0	108	71
PCT9703	ED	931	182	1	0	37	144	2	85	57
PCT9703	MV	931	373	1	0	70	302	0	198	104
PCT9704	ED	942	191	0	0	47	144	0	73	71
PCT9704	MV	942	354	-1	0	68	287	1	179	107
PCT9705	ED	879	208	1	0	41	166	1	90	75
PCT9705	MV	879	309	0	0	48	261	0	162	99
PCT9706	MV	51	32	0	0	8	24	0	11	13
PCT9707	ED	799	121	0	0	25	96	2	61	33
PCT9707	MV	799	355	-4	0	63	296	0	190	106
PCT9708	ED	919	193	1	0	48	144	0	68	76
PCT9708	MV	919	324	2	1	84	237	2	132	103
PCT9709	ED	998	196	1	0	51	144	1	82	61
PCT9709	MV	998	355	1	0	69	285	1	205	79
PCT9711	ED	625	167	0	0	40	127	2	73	52
PCT9711	MV	625	254	0	0	35	219	3	159	57
PCT9712	ED	651	134	-1	0	24	111	1	77	33
PCT9712	MV	651	288	1	0	45	242	0	174	68
PCT9713	ED	930	161	0	0	50	111	2	70	39
PCT9713	MV	930	362	1	0	69	292	0	201	91
PCT9714	ED	911	154	0	0	34	120	1	83	36
PCT9714	MV	911	367	2	0	66	299	2	226	71
PCT9715	ED	566	162	0	0	24	138	2	103	33
PCT9715	MV	566	218	1	0	30	187	0	145	42
PCT9716	ED	928	198	-1	0	48	151	0	73	78
PCT9716	MV	928	368	4	0	68	296	1	199	96
PCT9717	ED	967	206	-1	0	46	161	0	92	69
PCT9717	MV	967	371	6	0	55	310	0	204	106
PCT9718	ED	843	183	-2	0	29	156	0	103	53
PCT9718	MV	843	385	3	0	48	334	0	227	107
PCT9719	ED	863	186	0	0	35	151	1	91	59
PCT9719	MV	863	389	1	0	63	325	2	228	95
PCT9721	ED	653	182	-1	0	34	149	1	113	35
PCT9721	MV	653	250	1	1	58	190	1	135	54
PCT9722	ED	593	86	0	0	22	64	0	45	19
PCT9722	MV	593	269	-3	0	44	228	1	157	70
PCT9723	ED	458	74	0	0	20	54	0	37	17
PCT9723	MV	458	198	1	0	39	158	3	119	36
PCT9724	ED	950	144	0	0	33	111	1	76	34
PCT9724	MV	950	386	-1	0	82	305	3	217	85
PCT9725	ED	941	118	-1	0	31	88	0	53	35
PCT9725	MV	941	350	0	0	81	269	2	198	69
PCT9726	ED	685	83	0	0	19	64	0	34	30
PCT9726	MV	685	137	0	0	29	108	2	54	52
PCT9727	ED	435	60	1	0	11	48	1	34	13
PCT9727	MV	435	205	2	0	34	169	0	126	43
PCT9728	ED	906	204	0	0	36	168	0	121	47
PCT9728	MV	906	378	-2	0	60	320	3	231	86
PCT9729	ED	782	161	1	0	27	133	1	101	31
PCT9729	MV	782	304	0	0	55	249	0	201	48
PCT9731	ED	529	138	0	0	25	113	2	79	32
PCT9731	MV	529	189	0	1	33	155	0	119	36
PCT9732	MV	73	43	1	0	8	34	0	24	10
PCT9733	MV	224	146	0	1	24	121	0	74	47
PCT9734	ED	577	122	0	1	20	101	0	83	18
PCT9734	MV	577	261	1	0	40	220	0	169	51
PCT9735	ED	782	167	1	0	37	129	2	90	37
PCT9735	MV	782	344	0	0	52	292	0	220	72
PCT9736	ED	699	145	0	0	27	118	2	71	45
PCT9736	MV	699	305	1	0	45	259	0	172	87
PCT9737	ED	792	175	-1	0	34	142	0	80	62
PCT9737	MV	792	343	-3	0	54	292	2	193	97
PCT9738	ED	830	99	0	0	22	77	0	35	42
PCT9738	MV	830	263	4	0	42	217	1	124	92
PCT9739	ED	826	126	0	1	25	100	1	35	64
PCT9739	MV	826	193	-3	0	47	149	0	64	85
PCT9741	ED	1022	19	0	0	4	15	0	4	11
PCT9741	MV	1022	24	0	0	3	21	0	6	15
PCT9742	ED	647	134	0	0	21	113	0	75	38
PCT9742	MV	647	187	1	1	38	147	1	102	44
PCT9743	ED	1093	172	0	0	31	141	2	42	97
PCT9743	MV	1093	317	2	0	39	276	0	155	121
PCT9744	ED	902	141	0	0	21	120	0	55	65
PCT9744	MV	902	234	1	0	47	186	1	101	84
PCT9745	ED	934	141	0	0	26	115	1	53	61
PCT9745	MV	934	205	-1	0	30	176	2	78	96
PCT9746	ED	867	192	0	0	46	146	1	90	55
PCT9746	MV	867	334	2	0	59	273	1	181	91
PCT9747	ED	940	198	0	0	28	170	2	91	77
PCT9747	MV	940	323	0	0	61	262	2	157	103
PCT9748	ED	913	164	0	0	38	126	3	74	49
PCT9748	MV	913	342	3	0	63	276	1	168	107
PCT9749	ED	893	143	-1	0	34	110	3	48	59
PCT9749	MV	893	266	0	0	40	226	2	117	107
PCT9751	ED	977	157	-1	0	30	128	0	69	59
PCT9751	MV	977	384	2	0	69	313	3	207	103
PCT9752	ED	692	143	0	0	37	106	1	47	58
PCT9752	MV	692	305	2	0	56	247	1	150	96
PCT9753	ED	735	148	0	0	30	118	1	68	49
PCT9753	MV	735	266	-1	0	44	223	0	116	107
PCT9754	ED	701	169	0	0	35	134	1	71	62
PCT9754	MV	701	296	1	1	36	258	0	146	112
PCT9755	ED	553	120	-1	0	19	102	0	54	48
PCT9755	MV	553	201	0	1	28	172	1	100	71
PCT9756	ED	908	126	-1	0	26	101	0	54	47
PCT9756	MV	908	297	6	0	53	238	2	136	100
PCT9801	ED	399	76	0	0	19	57	0	26	31
PCT9801	MV	399	148	0	0	18	130	2	57	71
CONG12	TO	426647	225360	215	106	46015	179024	800	95217	83007
CONG14	TO	55344	28223	31	16	5176	23000	151	13431	9418
ASSM17	TO	280269	147301	86	71	29200	117944	527	59932	57485
ASSM19	TO	201722	106282	160	51	21991	84080	424	48716	34940
BART7	TO	36166	15261	16	5	3300	11940	73	6107	5760
BART8	TO	215670	112119	160	52	23616	88291	455	52723	35113
BART9	TO	230155	126203	70	65	24275	101793	423	49818	51552
SUPV1	TO	40919	22431	37	9	4562	17823	71	9757	7995
SUPV2	TO	48242	24389	59	12	5467	18851	60	12071	6720
SUPV3	TO	38273	18567	-2	10	4139	14420	58	8654	5708
SUPV4	TO	41216	21994	23	12	4904	17055	111	9808	7136
SUPV5	TO	52114	28694	27	12	5921	22734	95	11048	11591
SUPV6	TO	41151	17498	3	14	3670	13811	71	7069	6671
SUPV7	TO	46301	26230	34	13	4941	21242	105	13193	7944
SUPV8	TO	56415	36015	-8	13	6648	29362	95	15426	13841
SUPV9	TO	41665	22565	25	8	3959	18573	90	7608	10875
SUPV10	TO	39848	17900	39	6	3714	14141	93	6911	7137
SUPV11	TO	35847	17300	9	13	3266	14012	102	7103	6807
NEIG1	TO	19131	7881	23	3	1673	6182	40	2937	3205
NEIG2	TO	16742	8038	-5	2	1933	6108	17	3800	2291
NEIG3	TO	27631	12231	3	8	2511	9709	55	4974	4680
NEIG4	TO	6857	4487	1	2	792	3692	20	2192	1480
NEIG5	TO	26541	12895	5	9	2394	10487	73	5251	5163
NEIG6	TO	14552	8410	10	0	1659	6741	20	3220	3501
NEIG7	TO	11506	5461	8	4	1062	4387	38	2290	2059
NEIG8	TO	9393	5438	8	4	1122	4304	11	2189	2104
NEIG9	TO	8641	3424	2	1	671	2750	19	1540	1191
NEIG10	TO	9744	5037	6	2	1036	3993	13	2218	1762
NEIG11	TO	38757	19070	49	8	4331	14682	54	9247	5381
NEIG12	TO	30096	16088	11	6	2785	13286	58	4984	8244
NEIG13	TO	16415	10584	-11	7	1996	8592	33	4584	3975
NEIG14	TO	8622	5494	0	1	925	4568	19	1909	2640
NEIG15	TO	6827	3580	6	4	769	2801	10	1785	1006
NEIG26	TO	8914	4445	3	2	903	3537	19	1931	1587
NEIG16	TO	15511	7917	5	3	1616	6293	25	3193	3075
NEIG17	TO	35688	19724	30	8	4031	15655	61	8535	7059
NEIG18	TO	7813	4593	10	3	976	3604	10	2496	1098
NEIG19	TO	9230	5452	8	2	978	4464	17	2038	2409
NEIG20	TO	23278	10026	-3	8	2107	7914	40	4223	3651
NEIG21	TO	40651	21684	21	11	4853	16799	111	9693	6995
NEIG22	TO	18424	12111	5	1	2246	9859	24	5389	4446
NEIG23	TO	7867	3226	9	2	706	2509	30	1354	1125
NEIG24	TO	33960	20797	29	12	3873	16883	74	10822	5987
NEIG25	TO	29200	15490	13	9	3243	12225	60	5854	6311
