area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	052:JOSH JONES	053:J. BRIBIESCA	054:GLORIA ESTELA LA RIVA	055:PETER Y LIU	056:ANTONIO VILLARAIGOSA	057:YVONNE GIRARD	058:ROBERT DAVIDSON GRIFFIS	059:SHUBHAM GOEL	060:TRAVIS ALLEN	061:AKINYEMI AGBEDE	062:JOHNNY WATTENBURG	063:NICKOLAS WILDSTAR	064:DESMOND SILVEIRA	065:MICHAEL SHELLENBERGER	066:ZOLTAN ISTVAN	067:CHRISTOPHER N. CARLSON	068:THOMAS JEFFERSON CARES	069:JOHN CHIANG	070:JOHN H. COX	071:AMANDA RENTERIA	072:DELAINE EASTIN	073:JEFFREY EDWARD TAYLOR	074:KLEMENT TINAJ	075:HAKAN ''HAWK'' MIKADO	076:ALBERT CAESAR MEZZETTI	077:GAVIN NEWSOM	078:ROBERT C. NEWMAN, II	189:K. PEARCE	190:VERONIKA FIMBRES	191:ARMANDO M. ARREOLA	192:ARMAN SOLTANI	193:PETER CRAWFORD VALENTINO
PCT7627	ED	1075	116	0	0	0	116	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	1	0	7	9	3	12	0	0	0	0	73	2	0	0	0	0	0
PCT7627	MV	1075	319	0	2	5	312	0	0	0	0	0	30	0	0	0	9	0	0	1	0	1	2	0	0	14	30	10	17	0	0	1	0	197	0	0	0	0	0	0
PCT7628	ED	906	156	0	4	2	150	0	0	0	0	0	6	0	1	0	2	0	0	1	0	1	2	0	1	5	4	1	30	0	0	0	1	95	0	0	0	0	0	0
PCT7628	MV	906	267	0	9	13	245	0	1	0	1	0	21	0	0	0	4	1	0	0	0	0	0	1	1	15	8	10	41	0	0	0	0	141	0	0	0	0	0	0
PCT7629	ED	805	108	0	3	2	103	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	6	1	3	24	0	0	0	0	57	0	0	0	0	0	0
PCT7629	MV	805	206	0	7	1	198	0	0	0	1	0	12	1	1	0	1	0	0	1	0	1	1	0	0	11	12	1	24	0	0	0	0	131	0	0	0	0	0	0
PCT7631	ED	1085	146	0	3	4	139	0	0	0	0	1	13	0	0	0	1	0	0	1	1	0	0	1	1	11	7	3	20	0	0	0	0	79	0	0	0	0	0	0
PCT7631	MV	1085	339	0	5	4	330	0	0	1	0	0	23	0	0	0	8	0	0	1	0	0	4	0	1	30	21	5	27	0	0	0	0	209	0	0	0	0	0	0
PCT7632	ED	965	167	0	2	7	158	0	0	0	1	0	19	0	1	0	1	1	0	0	0	0	0	1	1	14	6	2	27	0	0	0	0	83	1	0	0	0	0	0
PCT7632	MV	965	286	0	2	4	280	0	0	0	1	0	28	0	0	0	1	0	0	0	0	1	4	2	2	13	9	3	51	0	1	1	1	162	0	0	0	0	0	0
PCT7633	ED	702	90	0	0	1	89	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	8	9	0	11	0	0	0	0	52	0	0	0	0	0	0
PCT7633	MV	702	253	0	8	7	238	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	1	0	1	45	11	4	17	0	0	0	0	143	0	0	0	0	0	0
PCT7634	ED	859	120	0	2	6	112	0	0	0	1	0	6	1	0	0	4	0	0	0	0	1	0	0	1	16	7	0	8	0	0	0	0	67	0	0	0	0	0	0
PCT7634	MV	859	291	0	14	12	265	0	0	1	2	0	22	1	0	0	3	0	0	2	2	1	0	0	1	29	20	3	13	0	1	0	0	163	1	0	0	0	0	0
PCT7635	ED	782	89	0	1	0	88	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	8	7	0	10	0	0	0	0	58	0	0	0	0	0	0
PCT7635	MV	782	242	0	7	5	230	2	1	0	1	0	17	0	0	0	4	0	0	0	0	1	1	0	0	19	7	5	32	0	0	0	0	140	0	0	0	0	0	0
PCT7636	ED	920	134	0	0	8	126	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	1	9	5	4	13	1	1	0	0	83	0	0	0	0	0	0
PCT7636	MV	920	251	0	2	6	243	0	0	0	0	0	19	0	0	0	8	0	0	0	0	1	3	0	0	23	14	7	18	0	0	0	0	150	0	0	0	0	0	0
PCT7637	ED	732	89	0	0	2	87	1	0	0	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	9	6	3	8	0	1	0	0	47	0	0	0	0	0	0
PCT7637	MV	732	249	0	2	6	241	0	0	0	0	1	16	0	0	0	2	0	0	0	0	1	2	1	1	31	15	6	11	0	0	1	0	151	2	0	0	0	0	0
PCT7638	ED	1365	129	0	4	2	123	0	0	0	0	1	11	0	0	0	2	0	0	0	0	0	0	0	1	10	17	3	5	0	0	0	0	73	0	0	0	0	0	0
PCT7638	MV	1365	492	0	2	5	485	0	0	0	0	0	41	0	0	1	15	0	0	0	0	2	2	0	1	53	53	5	24	0	0	0	0	288	0	0	0	0	0	0
PCT7639	ED	962	110	0	3	5	102	0	0	0	0	0	5	1	0	1	2	0	0	0	0	1	0	0	0	8	8	2	6	0	0	0	0	67	1	0	0	0	0	0
PCT7639	MV	962	319	0	2	3	314	0	1	0	0	1	24	0	0	1	4	0	0	0	0	3	1	0	0	40	24	7	17	0	0	0	0	189	2	0	0	0	0	0
PCT7641	ED	931	114	0	0	1	113	0	0	0	0	0	9	0	0	0	0	0	0	1	0	2	0	0	0	7	13	1	10	0	0	0	0	70	0	0	0	0	0	0
PCT7641	MV	931	374	0	0	6	368	0	1	1	2	0	24	0	0	0	16	0	1	0	0	0	4	0	0	35	30	6	27	0	0	0	0	218	3	0	0	0	0	0
PCT7642	ED	909	84	0	1	3	80	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	3	2	3	5	0	0	0	0	60	0	0	0	0	0	0
PCT7642	MV	909	268	0	3	7	258	0	0	4	0	0	22	0	0	0	3	0	0	0	0	1	0	0	2	13	24	5	18	0	0	0	0	166	0	0	0	0	0	0
PCT7643	ED	871	99	0	2	4	93	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	9	4	0	4	0	0	0	0	72	0	0	0	0	0	0
PCT7643	MV	871	355	0	8	7	340	0	0	0	0	1	22	0	0	0	12	0	0	0	0	1	4	1	4	54	17	3	25	1	0	0	0	195	0	0	0	0	0	0
PCT7644	ED	1082	156	0	1	4	151	0	0	1	1	0	15	0	0	0	1	0	0	0	0	1	0	0	1	18	2	3	22	0	0	0	0	86	0	0	0	0	0	0
PCT7644	MV	1082	291	0	3	5	283	0	1	1	0	1	32	1	0	0	3	0	0	0	0	0	2	0	2	31	14	5	21	0	0	0	2	166	1	0	0	0	0	0
PCT7645	ED	631	63	0	1	2	60	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	9	10	3	2	0	0	0	0	31	0	0	0	0	0	0
PCT7645	MV	631	241	0	2	6	233	0	0	1	0	2	20	0	0	0	0	0	0	0	0	2	2	0	0	10	25	5	11	0	0	1	0	154	0	0	0	0	0	0
PCT7646	ED	1035	110	0	1	6	103	0	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	1	11	2	5	12	0	0	1	0	62	0	0	0	0	0	0
PCT7646	MV	1035	326	0	1	6	319	1	0	1	1	0	26	1	0	0	5	0	0	0	0	2	0	0	1	29	24	9	21	0	0	0	1	197	0	0	0	0	0	0
PCT7647	ED	1027	107	0	3	2	102	0	0	0	2	0	14	1	1	0	4	0	0	0	0	0	1	0	0	8	3	1	10	0	1	0	1	53	2	0	0	0	0	0
PCT7647	MV	1027	185	0	6	5	174	0	0	0	3	1	15	0	0	0	2	0	0	0	0	0	0	0	1	10	2	2	19	0	0	2	0	117	0	0	0	0	0	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	0	4	4	89	0	0	0	3	0	11	0	0	0	1	2	0	1	0	1	0	1	0	6	1	1	14	0	0	0	0	47	0	0	0	0	0	0
PCT7649	MV	877	234	0	7	5	222	1	0	1	3	0	16	0	0	0	13	0	0	1	0	1	0	0	1	24	9	2	26	0	0	1	0	121	2	0	0	0	0	0
PCT7651	ED	555	48	0	1	0	47	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2	0	1	2	3	2	2	0	0	0	0	29	0	0	0	0	0	0
PCT7651	MV	555	155	0	1	4	150	0	0	1	0	0	11	0	0	0	2	0	0	0	0	1	1	0	0	22	8	6	7	0	1	0	0	90	0	0	0	0	0	0
PCT7652	ED	580	68	0	2	0	66	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	6	0	1	0	0	39	1	0	0	0	0	0
PCT7652	MV	580	163	0	4	1	158	0	0	0	1	0	15	0	0	1	4	0	0	0	0	0	0	0	0	10	3	2	13	0	0	0	0	109	0	0	0	0	0	0
PCT7653	ED	1092	137	0	1	3	133	0	0	0	0	1	13	0	0	0	2	0	0	1	1	0	0	0	1	12	4	7	11	0	0	1	0	78	1	0	0	0	0	0
PCT7653	MV	1092	321	0	2	3	316	0	0	0	1	0	32	0	0	0	3	0	0	4	0	2	0	1	0	20	18	10	18	0	0	0	0	206	1	0	0	0	0	0
PCT7701	ED	1012	225	0	1	7	217	0	0	0	1	0	15	0	0	0	2	1	0	0	0	0	0	0	2	12	16	1	34	0	0	0	1	131	1	0	0	0	0	0
PCT7701	MV	1012	383	0	2	9	372	0	1	1	1	0	33	0	0	0	7	0	0	0	1	4	1	0	0	31	27	6	39	0	0	0	0	220	0	0	0	0	0	0
PCT7702	ED	704	117	0	0	3	114	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	1	10	14	1	13	0	0	0	0	60	1	0	0	0	0	0
PCT7702	MV	704	302	0	6	7	289	0	0	0	1	2	26	2	0	0	5	0	0	0	0	0	2	0	1	28	33	5	15	0	0	0	0	169	0	0	0	0	0	0
PCT7703	MV	172	66	0	7	2	57	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	0	0	0	42	1	0	0	0	0	0
PCT7704	ED	977	208	0	0	3	205	0	1	0	2	0	14	0	0	0	6	0	0	0	0	0	0	0	1	15	22	4	11	0	0	0	0	126	3	0	0	0	0	0
PCT7704	MV	977	396	0	3	7	386	1	1	1	2	1	23	2	0	0	9	0	0	0	0	1	2	0	2	31	55	2	20	0	0	0	0	233	0	0	0	0	0	0
PCT7705	ED	547	123	0	1	1	121	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	14	10	0	4	0	0	1	0	76	0	0	0	0	0	0
PCT7705	MV	547	227	0	2	5	220	0	0	0	1	0	17	1	0	0	6	0	2	0	0	0	1	0	0	14	20	5	13	0	0	0	1	139	0	0	0	0	0	0
PCT7706	ED	821	189	0	0	2	187	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	11	22	0	24	0	0	0	1	111	1	0	0	0	0	0
PCT7706	MV	821	341	0	1	4	336	0	1	0	1	0	29	0	0	0	5	0	2	0	0	4	3	0	1	26	33	4	29	0	0	0	0	198	0	0	0	0	0	0
PCT7707	ED	839	200	0	2	3	195	0	0	0	1	0	17	0	0	0	0	0	0	0	0	2	0	0	0	12	20	0	19	0	0	0	0	124	0	0	0	0	0	0
PCT7707	MV	839	379	0	3	4	372	0	1	0	0	0	28	0	0	0	3	1	0	0	0	1	0	0	0	31	31	2	28	0	0	0	0	245	1	0	0	0	0	0
PCT7708	ED	860	181	0	1	3	177	1	1	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	10	15	3	11	0	0	0	0	114	1	0	0	0	0	0
PCT7708	MV	860	400	0	5	4	391	0	2	0	0	1	40	0	0	0	8	0	0	1	0	0	1	0	3	43	26	2	31	1	0	0	0	232	0	0	0	0	0	0
PCT7709	ED	383	85	0	0	2	83	0	0	0	1	0	7	0	0	0	2	0	0	0	0	0	1	0	1	9	4	0	11	1	0	0	0	46	0	0	0	0	0	0
PCT7709	MV	383	174	0	1	3	170	0	0	0	1	0	19	0	0	0	4	0	0	0	0	0	0	0	0	8	11	3	29	0	0	0	0	95	0	0	0	0	0	0
PCT7711	ED	772	162	0	2	1	159	0	0	0	2	0	16	0	0	0	1	0	0	0	0	0	0	0	1	17	5	1	20	0	0	1	0	95	0	0	0	0	0	0
PCT7711	MV	772	344	0	3	8	333	0	0	0	6	0	34	2	0	0	10	0	1	1	0	0	1	1	1	30	16	1	31	0	0	0	1	194	2	0	1	0	0	0
PCT7712	ED	524	131	0	0	1	130	0	2	0	1	0	10	0	0	0	2	0	0	1	0	2	0	0	0	13	7	0	18	0	2	0	1	71	0	0	0	0	0	0
PCT7712	MV	524	230	0	4	4	222	0	1	0	2	4	18	0	0	0	2	0	0	0	0	1	0	0	1	19	10	4	32	3	1	4	1	118	0	0	1	0	0	0
PCT7801	ED	970	230	0	1	3	226	0	0	0	1	0	28	0	0	0	1	0	0	0	0	0	0	1	0	16	5	1	33	0	0	0	0	140	0	0	0	0	0	0
PCT7801	MV	970	424	0	5	6	413	0	0	0	0	0	36	0	0	0	4	0	1	0	0	0	3	0	0	15	16	7	48	0	0	0	0	283	0	0	0	0	0	0
PCT7802	ED	762	205	0	4	3	198	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	15	2	2	30	0	0	0	0	132	1	0	0	0	0	0
PCT7802	MV	762	313	0	3	5	305	0	0	1	1	0	22	0	0	0	2	0	0	1	0	1	1	1	0	10	11	7	37	0	0	1	0	208	1	0	0	0	0	0
PCT7803	ED	823	143	0	0	1	142	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	25	0	0	0	0	91	0	0	0	0	0	0
PCT7803	MV	823	412	0	2	5	405	0	1	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	27	19	3	38	0	0	0	0	276	0	0	0	0	0	0
PCT7804	ED	891	236	0	1	5	230	0	1	0	1	0	23	0	0	1	3	0	0	0	0	1	1	0	0	8	3	0	32	0	0	1	0	155	0	0	0	0	0	0
PCT7804	MV	891	394	0	0	6	388	0	2	1	1	0	40	0	0	0	1	0	0	0	0	2	1	1	0	23	9	0	29	0	0	0	0	278	0	0	0	0	0	0
PCT7805	ED	785	176	0	1	0	175	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	33	0	1	0	0	118	0	0	0	0	0	0
PCT7805	MV	785	348	0	5	6	337	0	3	0	2	0	31	0	0	0	2	0	0	0	0	1	1	0	0	16	7	3	34	0	0	0	0	236	1	0	0	0	0	0
PCT7806	ED	699	163	0	2	4	157	0	0	0	2	0	15	0	0	0	0	1	0	0	0	0	1	0	1	9	0	4	35	0	0	0	0	89	0	0	0	0	0	0
PCT7806	MV	699	283	0	2	4	277	0	0	1	1	0	26	0	0	0	2	0	0	0	0	3	0	0	1	12	10	4	43	0	0	0	0	173	1	0	0	0	0	0
PCT7807	ED	796	228	0	0	5	223	0	1	0	0	0	28	0	0	0	1	0	0	0	0	0	1	0	0	6	2	1	45	0	0	0	0	138	0	0	0	0	0	0
PCT7807	MV	796	273	0	0	6	267	1	0	0	1	0	31	0	0	0	1	0	0	1	1	0	2	0	1	15	5	5	37	0	0	0	0	166	0	0	0	0	0	0
PCT7808	ED	655	178	0	3	2	173	0	2	0	0	0	13	0	0	0	0	0	0	0	0	3	1	0	3	11	1	2	17	0	0	0	1	119	0	0	0	0	0	0
PCT7808	MV	655	243	0	3	4	236	0	0	1	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	16	4	3	47	0	0	0	0	136	0	0	0	0	0	0
PCT7809	ED	742	160	0	5	2	153	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	1	6	2	3	24	0	0	0	0	97	0	0	0	0	0	0
PCT7809	MV	742	267	0	4	2	261	0	3	0	0	0	25	0	0	0	3	0	0	0	0	1	0	0	1	11	2	3	33	0	0	0	0	179	0	0	0	0	0	0
PCT7811	ED	726	186	0	0	5	181	0	0	0	3	0	11	0	0	0	2	1	0	0	0	0	0	0	1	8	4	1	45	0	0	0	0	105	0	0	0	0	0	0
PCT7811	MV	726	243	0	1	6	236	0	0	0	2	0	24	0	0	0	1	1	0	0	0	1	0	0	0	16	5	3	48	0	1	0	0	133	1	0	0	0	0	0
PCT7812	ED	843	207	0	2	3	202	0	0	0	2	1	19	0	0	0	3	0	0	0	0	0	0	0	0	19	13	1	42	0	0	0	0	102	0	0	0	0	0	0
PCT7812	MV	843	292	0	5	4	283	0	1	1	3	0	26	0	0	0	4	0	0	0	0	1	0	0	1	19	5	2	33	1	0	0	0	186	0	0	0	0	0	0
PCT7813	ED	988	251	0	0	9	242	0	1	0	0	1	21	0	0	0	1	0	0	0	0	1	0	0	1	16	2	1	53	0	0	0	0	142	2	0	0	0	0	0
PCT7813	MV	988	362	0	5	7	350	0	0	0	2	0	39	0	1	0	0	3	0	0	0	1	2	0	0	13	8	3	56	0	0	1	0	220	1	0	0	0	0	0
PCT7814	ED	892	173	0	5	6	162	0	1	0	1	0	14	2	0	0	1	1	0	0	0	0	0	1	2	11	6	1	35	0	1	0	4	80	1	0	0	0	0	0
PCT7814	MV	892	223	0	3	3	217	0	0	0	1	0	24	0	0	1	6	0	0	0	0	1	1	2	0	18	5	4	28	0	0	0	0	126	0	0	0	0	0	0
PCT7815	ED	914	178	0	0	3	175	0	0	0	1	0	7	0	0	0	2	0	0	0	0	0	0	1	1	4	6	0	21	0	0	0	0	131	1	0	0	0	0	0
PCT7815	MV	914	407	0	3	2	402	0	3	1	1	0	32	0	0	0	5	0	0	0	0	0	3	0	0	19	4	6	45	0	1	0	0	282	0	0	0	0	0	0
PCT7816	ED	858	202	0	0	1	201	0	0	0	2	0	24	0	0	0	0	0	0	1	0	1	0	0	0	12	6	1	27	0	0	0	0	127	0	0	0	0	0	0
PCT7816	MV	858	390	0	1	6	383	0	0	0	1	1	44	0	0	0	1	0	0	0	1	0	0	0	0	11	8	0	26	0	0	0	0	290	0	0	0	0	0	0
PCT7817	ED	795	215	0	0	0	215	0	1	1	1	0	17	0	0	0	2	0	0	1	0	0	0	0	1	13	2	1	32	0	0	0	0	143	0	0	0	0	0	0
PCT7817	MV	795	309	0	0	7	302	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	18	4	3	58	0	0	0	1	189	0	0	0	0	0	0
PCT7818	ED	823	172	0	1	2	169	0	0	1	1	0	19	0	0	0	0	0	0	0	0	0	0	0	1	9	2	3	23	0	0	0	0	110	0	0	0	0	0	0
PCT7818	MV	823	335	0	5	3	327	0	1	1	0	0	38	0	0	0	3	0	0	0	0	0	2	0	1	13	3	2	51	0	0	0	0	212	0	0	0	0	0	0
PCT7819	ED	760	169	0	4	3	162	0	1	1	0	0	15	0	0	0	1	0	0	0	0	0	2	0	0	6	5	1	37	0	0	0	0	93	0	0	0	0	0	0
PCT7819	MV	760	297	0	7	7	283	1	0	0	3	2	26	0	0	0	5	0	0	1	0	4	1	0	0	20	5	6	39	0	0	0	0	170	0	0	0	0	0	0
PCT7821	ED	947	229	0	0	4	225	0	0	0	0	0	22	0	0	0	1	0	0	2	0	0	1	0	0	10	0	3	32	0	0	2	0	152	0	0	0	0	0	0
PCT7821	MV	947	439	0	2	10	427	0	1	0	1	0	39	0	0	0	2	0	0	1	0	1	2	1	0	25	15	5	48	0	0	0	0	286	0	0	0	0	0	0
PCT7822	ED	927	244	0	0	1	243	0	0	0	0	0	21	0	0	0	1	0	0	0	0	1	0	1	1	10	8	5	46	0	0	0	0	149	0	0	0	0	0	0
PCT7822	MV	927	343	0	5	11	327	1	1	1	0	0	22	0	0	0	2	0	0	0	0	1	0	0	0	10	16	3	31	0	0	0	0	238	0	0	1	0	0	0
PCT7823	ED	857	237	0	2	3	232	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	38	0	1	0	0	159	0	0	0	0	0	0
PCT7823	MV	857	347	0	4	3	340	0	4	0	0	0	19	0	0	1	2	0	0	0	0	0	1	0	0	23	6	3	38	0	0	0	0	243	0	0	0	0	0	0
PCT7824	ED	756	170	0	1	1	168	1	1	0	0	0	8	0	0	0	1	0	0	0	1	1	0	1	0	12	5	1	26	0	0	0	2	108	0	0	0	0	0	0
PCT7824	MV	756	274	0	2	3	269	0	1	0	0	0	32	0	1	0	4	0	0	0	0	0	1	1	0	18	5	2	38	0	0	0	0	166	0	0	0	0	0	0
PCT7825	ED	580	160	0	3	3	154	0	0	0	0	0	14	1	0	0	1	0	0	1	0	0	2	0	0	7	4	1	28	0	0	0	0	95	0	0	0	0	0	0
PCT7825	MV	580	215	0	4	3	208	0	1	0	1	0	13	0	1	0	1	0	0	0	0	0	0	0	0	16	8	3	37	0	1	0	0	126	0	0	0	0	0	0
PCT7826	ED	665	214	0	1	3	210	0	1	0	1	0	29	0	0	0	0	1	0	0	0	0	0	0	1	11	6	1	45	0	0	0	0	113	1	0	0	0	0	0
PCT7826	MV	665	194	0	1	4	189	0	1	0	0	0	15	0	0	0	1	0	0	0	0	1	0	1	0	12	7	0	48	0	0	0	1	102	0	0	0	0	0	0
PCT7827	ED	828	199	0	4	10	185	0	2	0	0	1	19	0	0	0	0	1	0	0	0	1	0	0	2	12	3	4	49	0	0	0	0	91	0	0	0	0	0	0
PCT7827	MV	828	252	0	5	3	244	1	2	0	1	0	23	1	0	0	5	0	0	0	0	0	2	0	1	18	8	3	62	0	0	0	0	117	0	0	0	0	0	0
PCT7828	ED	976	205	0	1	1	203	0	0	0	1	0	19	0	0	0	1	1	0	0	0	2	0	0	2	7	8	0	20	1	0	1	0	139	1	0	0	0	0	0
PCT7828	MV	976	397	0	1	8	388	1	1	1	1	0	36	0	0	0	8	0	1	0	0	0	1	0	1	15	14	2	35	0	0	0	1	269	0	0	1	0	0	0
PCT7829	ED	882	199	0	0	1	198	0	3	0	0	0	25	0	0	0	1	0	0	1	0	1	0	0	1	9	6	0	26	0	0	0	0	125	0	0	0	0	0	0
PCT7829	MV	882	391	0	2	10	379	0	1	1	0	0	29	0	0	0	1	0	0	1	0	0	1	0	1	14	17	1	28	0	0	0	0	284	0	0	0	0	0	0
PCT7831	ED	828	202	0	0	4	198	0	1	0	0	0	17	0	1	0	0	0	0	0	0	1	0	0	1	6	2	1	26	0	0	0	0	140	2	0	0	0	0	0
PCT7831	MV	828	369	0	1	3	365	0	0	1	0	1	34	0	0	0	3	0	0	0	0	0	1	0	1	15	6	1	31	0	0	1	0	269	1	0	0	0	0	0
PCT7832	ED	781	162	0	0	2	160	1	1	0	0	0	17	0	1	0	1	0	0	0	0	0	0	0	1	6	7	1	17	0	0	0	0	106	1	0	0	0	0	0
PCT7832	MV	781	343	0	4	0	339	1	1	0	1	0	31	1	0	0	1	0	0	0	0	1	0	0	0	16	11	3	31	0	0	0	0	241	0	0	0	0	0	0
PCT7833	ED	745	182	0	1	3	178	0	1	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	9	4	5	40	0	0	0	0	99	0	0	0	0	0	0
PCT7833	MV	745	271	0	5	4	262	0	1	1	0	0	21	0	0	0	3	0	0	0	0	0	1	0	0	11	7	2	68	0	0	0	0	147	0	0	0	0	0	0
PCT7834	ED	836	225	0	1	3	221	1	2	0	2	0	24	0	0	0	0	0	0	0	0	1	0	0	1	9	5	0	57	0	1	0	0	118	0	0	0	0	0	0
PCT7834	MV	836	288	0	2	6	280	0	2	0	2	0	36	0	2	0	0	0	0	0	0	0	1	0	0	12	2	3	72	0	0	0	0	148	0	0	0	0	0	0
PCT7835	ED	808	175	0	1	5	169	0	0	0	0	0	12	0	0	0	1	0	0	0	0	1	0	1	0	16	6	3	20	0	0	0	0	108	1	0	0	0	0	0
PCT7835	MV	808	338	0	4	4	330	0	1	0	1	0	21	0	1	0	8	0	0	0	0	0	1	0	0	22	17	4	32	0	0	0	0	222	0	0	0	0	0	0
PCT7836	ED	979	199	0	1	1	197	0	0	1	0	1	26	0	0	0	2	1	0	0	0	1	1	0	1	10	5	0	24	0	0	0	0	124	0	0	0	0	0	0
PCT7836	MV	979	421	0	4	5	412	0	0	0	0	0	27	0	0	0	4	0	0	1	0	2	2	2	0	24	25	5	41	0	0	0	0	279	0	0	0	0	0	0
PCT7837	ED	883	237	0	0	2	235	1	2	0	0	0	19	0	1	0	0	1	0	0	0	0	0	1	1	10	7	0	34	0	0	0	0	158	0	0	0	0	0	0
PCT7837	MV	883	339	0	1	3	335	0	1	0	0	1	27	0	0	0	2	0	0	0	0	1	1	0	1	28	11	5	30	0	0	0	1	226	0	0	0	0	0	0
PCT7838	ED	891	210	0	0	2	208	0	1	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	4	10	0	21	0	0	0	0	156	0	0	0	0	0	0
PCT7838	MV	891	413	0	5	6	402	1	2	0	0	1	33	0	0	0	4	0	0	1	0	0	1	0	0	17	13	4	42	0	0	0	0	282	1	0	0	0	0	0
PCT7839	ED	830	172	0	1	6	165	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	2	8	4	0	24	0	0	0	0	109	0	0	0	0	0	0
PCT7839	MV	830	389	0	3	6	380	0	2	0	0	0	37	0	0	0	2	0	1	1	0	0	1	1	1	20	17	4	38	0	0	0	0	254	1	0	0	0	0	0
PCT7841	ED	898	240	0	1	4	235	1	3	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	9	5	4	41	0	0	0	2	140	0	0	0	0	0	0
PCT7841	MV	898	353	0	1	7	345	1	0	0	2	0	31	0	0	0	1	0	0	0	0	1	1	0	0	12	7	5	59	0	0	0	0	225	0	0	0	0	0	0
PCT7842	ED	873	214	0	2	2	210	0	1	0	0	0	29	0	0	0	1	1	1	0	0	1	2	0	0	12	4	2	34	0	0	0	0	122	0	0	0	0	0	0
PCT7842	MV	873	308	0	1	3	304	0	1	0	1	0	34	0	0	0	1	0	0	0	0	1	1	0	1	15	16	4	59	0	0	0	0	170	0	0	0	0	0	0
PCT7843	ED	751	182	0	0	0	182	0	1	0	2	0	19	0	0	0	1	0	0	0	0	1	0	2	0	14	3	2	35	0	0	0	1	101	0	0	0	0	0	0
PCT7843	MV	751	267	0	2	8	257	0	1	0	2	0	22	0	0	0	1	0	0	0	0	4	2	0	0	18	15	6	40	0	1	0	0	144	1	0	0	0	0	0
PCT7844	ED	635	160	0	0	5	155	0	1	0	1	0	20	0	0	0	1	1	0	0	0	0	1	0	0	8	7	2	33	0	0	0	0	80	0	0	0	0	0	0
PCT7844	MV	635	245	0	3	6	236	1	1	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	1	9	6	5	65	0	0	0	1	121	1	0	0	0	0	0
PCT7845	ED	803	202	0	2	5	195	0	2	0	3	0	16	0	0	0	1	0	0	0	0	1	0	0	0	8	6	2	25	0	0	0	0	131	0	0	0	0	0	0
PCT7845	MV	803	314	0	1	7	306	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	18	6	1	27	0	0	0	0	228	0	0	0	0	0	0
PCT7846	ED	871	221	0	1	8	212	1	2	0	0	0	15	0	0	0	2	0	0	0	0	0	2	0	0	11	16	2	35	0	0	0	0	125	1	0	0	0	0	0
PCT7846	MV	871	330	0	2	6	322	0	0	0	1	0	22	1	0	0	6	0	1	0	0	1	0	0	0	23	17	3	23	0	0	0	0	223	1	0	0	0	0	0
PCT7847	ED	878	207	0	0	0	207	0	0	0	0	0	17	1	0	0	4	1	0	0	0	0	0	0	1	12	6	0	36	0	0	0	1	128	0	0	0	0	0	0
PCT7847	MV	878	358	0	3	12	343	0	0	0	1	0	41	0	0	0	2	0	0	0	0	2	1	0	0	21	11	3	44	0	0	0	1	216	0	0	0	0	0	0
