area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	052:JOSH JONES	053:J. BRIBIESCA	054:GLORIA ESTELA LA RIVA	055:PETER Y LIU	056:ANTONIO VILLARAIGOSA	057:YVONNE GIRARD	058:ROBERT DAVIDSON GRIFFIS	059:SHUBHAM GOEL	060:TRAVIS ALLEN	061:AKINYEMI AGBEDE	062:JOHNNY WATTENBURG	063:NICKOLAS WILDSTAR	064:DESMOND SILVEIRA	065:MICHAEL SHELLENBERGER	066:ZOLTAN ISTVAN	067:CHRISTOPHER N. CARLSON	068:THOMAS JEFFERSON CARES	069:JOHN CHIANG	070:JOHN H. COX	071:AMANDA RENTERIA	072:DELAINE EASTIN	073:JEFFREY EDWARD TAYLOR	074:KLEMENT TINAJ	075:HAKAN ''HAWK'' MIKADO	076:ALBERT CAESAR MEZZETTI	077:GAVIN NEWSOM	078:ROBERT C. NEWMAN, II	189:K. PEARCE	190:VERONIKA FIMBRES	191:ARMANDO M. ARREOLA	192:ARMAN SOLTANI	193:PETER CRAWFORD VALENTINO
PCT7026	MV	971	350	0	10	9	331	1	0	0	1	5	16	0	0	0	16	0	0	0	1	1	0	0	1	80	14	4	6	0	0	0	0	185	0	0	0	0	0	0
PCT7027	ED	845	136	0	0	9	127	0	0	0	1	1	13	0	1	0	1	1	0	0	1	0	0	0	0	8	6	0	8	0	0	0	0	86	0	0	0	0	0	0
PCT7027	MV	845	271	0	10	5	256	0	1	1	1	0	20	0	0	0	12	0	0	1	0	0	0	0	0	39	18	5	12	0	1	0	0	145	0	0	0	0	0	0
PCT7028	ED	835	157	0	3	1	153	0	0	0	1	0	19	0	0	0	1	0	0	0	0	1	0	1	2	8	0	0	14	1	0	0	1	104	0	0	0	0	0	0
PCT7028	MV	835	180	0	9	1	170	0	0	1	1	0	26	0	0	0	5	0	0	0	0	2	3	0	1	17	0	2	13	0	0	0	0	99	0	0	0	0	0	0
PCT7029	ED	855	115	0	1	2	112	0	0	0	2	0	12	0	0	1	1	1	0	0	0	0	0	0	3	5	0	0	4	0	0	0	1	81	1	0	0	0	0	0
PCT7029	MV	855	166	0	6	2	158	0	0	0	1	1	10	1	0	0	4	2	0	0	0	0	0	0	3	10	5	4	7	2	0	0	0	108	0	0	0	0	0	0
PCT7030	ED	729	94	0	1	4	89	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	2	1	11	10	2	6	0	0	0	1	42	1	0	0	0	0	0
PCT7030	MV	729	277	0	9	8	260	0	0	0	0	4	2	1	1	0	14	0	0	0	0	0	0	0	1	78	20	1	7	1	0	3	0	126	1	0	0	0	0	0
PCT7031	ED	611	50	0	1	1	48	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	2	0	6	0	0	0	0	34	0	0	0	0	0	0
PCT7031	MV	611	224	0	7	3	214	0	0	1	1	2	15	0	0	0	11	0	0	0	0	0	0	0	1	34	14	0	10	1	0	0	1	123	0	0	0	0	0	0
PCT7032	ED	867	126	0	3	8	115	0	4	0	1	1	15	0	0	0	2	1	0	0	0	0	1	0	1	4	2	1	10	2	0	0	0	70	0	0	0	0	0	0
PCT7032	MV	867	238	0	11	7	220	0	0	0	1	0	15	0	0	0	17	1	0	0	0	0	0	0	2	27	7	2	10	0	0	0	0	138	0	0	0	0	0	0
PCT7033	ED	765	135	0	2	2	131	3	0	1	1	0	18	1	0	0	3	1	0	0	1	0	0	0	1	5	3	6	17	1	0	2	0	67	0	0	0	0	0	0
PCT7033	MV	765	181	0	7	5	169	0	0	0	1	0	13	0	0	0	2	1	0	1	0	0	1	0	0	15	3	1	9	0	0	0	1	121	0	0	0	0	0	0
PCT7034	ED	914	97	0	10	3	84	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	5	3	3	4	0	1	1	0	59	2	0	0	0	0	0
PCT7034	MV	914	154	0	4	5	145	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	4	3	3	1	6	0	0	0	0	120	0	0	0	0	0	0
PCT7035	ED	553	73	0	1	1	71	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	3	0	2	5	0	0	0	0	53	1	0	0	0	0	0
PCT7035	MV	553	170	0	5	1	164	0	1	0	0	3	12	0	0	0	3	2	0	0	0	0	0	0	0	6	8	1	10	0	0	0	0	118	0	0	0	0	0	0
PCT7036	ED	898	52	0	1	1	50	0	1	0	2	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	2	0	0	1	0	25	0	0	0	0	0	0
PCT7036	MV	898	265	0	13	6	246	0	0	0	0	3	25	1	0	0	10	0	0	0	0	0	0	0	2	26	28	3	12	0	2	0	0	134	0	0	0	0	0	0
PCT7037	ED	730	73	0	10	2	61	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	1	1	3	1	0	0	0	0	1	0	48	0	0	0	0	0	0
PCT7037	MV	730	64	0	3	3	58	0	0	0	0	1	8	0	0	0	3	0	0	0	0	0	0	0	0	5	4	0	4	0	0	1	0	32	0	0	0	0	0	0
PCT7038	ED	880	84	0	0	2	82	0	0	0	1	0	15	0	0	0	4	0	0	0	0	0	0	0	1	7	3	1	1	0	1	0	1	47	0	0	0	0	0	0
PCT7038	MV	880	255	0	14	8	233	0	0	1	0	1	12	0	0	0	9	0	0	0	0	0	1	0	2	46	14	2	13	0	0	0	0	132	0	0	0	0	0	0
PCT7039	ED	768	111	0	2	2	107	0	0	0	1	0	5	0	0	0	6	0	0	0	0	1	0	2	0	10	11	4	7	0	0	0	1	59	0	0	0	0	0	0
PCT7039	MV	768	225	0	7	4	214	0	2	0	2	2	17	0	0	0	18	0	1	1	0	1	0	0	0	35	18	0	6	0	0	0	1	110	0	0	0	0	0	0
PCT7041	MV	60	24	0	0	1	23	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	13	0	0	0	0	0	0
PCT7042	ED	632	75	0	2	1	72	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	7	3	0	7	0	0	1	0	43	0	0	0	0	0	0
PCT7042	MV	632	191	0	4	5	182	0	0	0	1	0	15	0	0	0	7	0	0	0	0	0	0	0	1	31	15	1	16	0	0	0	0	95	0	0	0	0	0	0
PCT7043	ED	915	97	0	2	3	92	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	12	0	0	1	0	50	1	0	0	0	0	0
PCT7043	MV	915	282	0	8	2	272	0	0	0	1	3	35	0	0	0	11	0	0	0	0	0	0	1	1	36	9	0	25	0	1	0	0	149	0	0	0	0	0	0
PCT7044	ED	805	86	0	4	4	78	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	59	0	0	0	0	0	0
PCT7044	MV	805	125	0	8	3	114	0	0	0	1	0	9	0	0	0	9	3	0	0	0	1	0	0	2	11	4	3	4	0	0	1	0	66	0	0	0	0	0	0
PCT7045	ED	763	87	0	1	6	80	0	0	1	0	1	8	0	0	0	4	0	1	0	0	0	0	0	0	9	6	0	6	0	0	0	0	44	0	0	0	0	0	0
PCT7045	MV	763	282	0	12	11	259	0	1	0	0	1	18	0	0	0	25	0	0	0	0	0	0	0	0	63	17	2	11	0	3	0	0	118	0	0	0	0	0	0
PCT7046	ED	385	54	0	0	1	53	2	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6	3	1	3	0	0	0	0	32	0	0	0	0	0	0
PCT7046	MV	385	136	0	1	3	132	0	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	1	16	11	0	8	0	0	0	0	69	0	0	0	0	0	0
PCT7047	ED	781	68	0	3	3	62	0	1	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	1	3	1	0	10	0	0	0	0	36	0	0	0	0	0	0
PCT7047	MV	781	298	0	13	8	277	0	1	2	1	1	19	1	0	0	17	0	0	0	0	1	1	0	4	42	13	0	20	0	0	0	0	149	5	0	0	0	0	0
PCT7048	ED	815	94	0	0	1	93	0	0	0	1	0	9	0	0	0	1	0	0	0	0	1	2	0	0	6	1	3	3	1	0	0	1	63	1	0	0	0	0	0
PCT7048	MV	815	248	0	15	8	225	0	2	0	0	0	4	0	0	0	12	1	0	0	0	1	0	1	0	49	6	4	5	1	1	0	0	138	0	0	0	0	0	0
PCT7049	ED	751	108	0	1	0	107	1	2	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	22	8	1	1	0	0	0	0	59	0	0	0	0	0	0
PCT7049	MV	751	241	0	12	7	222	0	0	0	0	3	8	1	0	0	17	0	0	0	0	0	0	0	4	46	19	0	2	0	0	0	0	122	0	0	0	0	0	0
PCT7051	ED	839	70	0	3	3	64	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	9	4	0	3	1	3	0	0	36	0	0	0	0	0	0
PCT7051	MV	839	302	0	14	5	283	0	0	1	0	2	11	1	0	0	15	0	0	1	0	0	0	1	1	61	23	6	10	0	0	0	0	141	9	0	0	0	0	0
PCT7052	ED	806	120	0	3	2	115	0	0	0	1	1	10	0	0	0	2	0	0	0	0	0	0	0	0	18	3	2	5	0	1	0	1	70	1	0	0	0	0	0
PCT7052	MV	806	278	0	4	6	268	0	0	0	0	2	9	0	0	0	23	0	0	0	0	3	1	0	2	44	23	0	10	0	0	0	0	151	0	0	0	0	0	0
PCT7053	ED	548	44	0	1	1	42	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	7	1	2	3	0	0	0	0	24	0	0	0	0	0	0
PCT7053	MV	548	205	0	4	1	200	1	1	0	0	3	18	0	0	0	9	0	0	0	0	2	0	0	0	23	14	2	5	0	0	0	0	122	0	0	0	0	0	0
PCT7054	ED	1024	141	0	12	1	128	0	1	0	1	0	11	0	0	0	2	1	0	0	1	1	0	0	1	6	3	3	12	0	0	0	2	83	0	0	0	0	0	0
PCT7054	MV	1024	275	0	8	8	259	0	0	0	2	0	25	0	0	0	15	1	0	0	0	0	0	0	1	19	4	1	20	0	0	0	1	170	0	0	0	0	0	0
PCT7055	ED	699	83	0	0	4	79	0	0	0	1	0	7	0	0	0	2	0	0	0	0	0	1	0	1	8	2	1	8	0	0	0	0	48	0	0	0	0	0	0
PCT7055	MV	699	256	0	1	5	250	0	2	0	1	1	15	0	0	0	20	1	0	0	0	1	2	0	0	46	8	0	16	0	0	0	0	136	1	0	0	0	0	0
PCT7101	MV	141	83	0	1	1	81	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	10	0	0	0	0	51	0	0	0	0	0	0
PCT7201	ED	900	147	0	2	2	143	0	0	0	0	0	17	0	0	0	1	0	0	2	0	1	0	0	1	14	11	3	6	0	2	0	0	83	2	0	0	0	0	0
PCT7201	MV	900	333	0	3	8	322	0	0	0	1	0	30	0	0	0	6	0	0	0	0	2	0	0	0	21	35	5	28	0	1	0	0	193	0	0	0	0	0	0
PCT7202	ED	830	138	0	0	0	138	0	0	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	1	14	15	2	13	0	1	0	0	72	1	0	0	0	0	0
PCT7202	MV	830	271	0	0	6	265	0	0	0	0	0	30	1	1	0	7	0	0	0	0	1	0	0	0	14	54	5	10	0	0	0	0	142	0	0	0	0	0	0
PCT7203	ED	867	174	0	0	2	172	0	0	0	0	0	23	0	0	0	2	0	0	1	0	0	0	0	3	6	15	3	16	0	0	0	1	102	0	0	0	0	0	0
PCT7203	MV	867	243	0	2	4	237	0	0	1	1	0	27	0	0	0	3	0	0	0	0	0	0	0	1	12	13	3	17	0	0	0	0	159	0	0	0	0	0	0
PCT7204	ED	888	157	0	3	2	152	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	1	0	2	13	12	3	10	0	2	0	0	92	1	0	0	0	0	0
PCT7204	MV	888	340	0	0	6	334	0	0	0	2	2	40	0	0	0	3	0	0	0	0	0	1	1	0	18	35	7	26	0	1	0	0	196	2	0	0	0	0	0
PCT7205	ED	847	183	0	1	0	182	0	3	0	0	1	14	1	0	0	3	0	0	0	0	0	1	0	1	10	14	0	16	0	0	0	0	118	0	0	0	0	0	0
PCT7205	MV	847	309	0	3	4	302	0	0	0	1	0	50	0	0	0	6	0	0	0	0	1	0	1	0	25	31	3	17	0	0	0	0	167	0	0	0	0	0	0
PCT7206	ED	375	88	0	1	3	84	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	9	0	0	0	0	55	0	0	0	0	0	0
PCT7206	MV	375	124	0	4	0	120	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	8	4	7	0	0	0	0	81	0	0	0	0	0	0
PCT7207	ED	744	119	0	0	2	117	0	1	0	0	0	7	0	0	0	3	0	0	0	0	2	0	0	1	5	6	2	15	1	0	1	0	72	1	0	0	0	0	0
PCT7207	MV	744	231	0	4	4	223	0	0	0	0	0	34	0	0	0	2	1	0	0	0	0	0	1	0	16	16	4	15	0	0	0	0	132	2	0	0	0	0	0
PCT7208	ED	567	76	0	0	2	74	0	1	0	0	0	9	0	0	0	2	1	0	0	0	0	0	0	1	4	2	0	8	0	0	0	0	46	0	0	0	0	0	0
PCT7208	MV	567	206	0	7	2	197	0	0	0	0	1	19	0	1	0	2	0	0	0	0	1	0	0	0	13	16	5	19	0	1	0	0	118	1	0	0	0	0	0
PCT7209	ED	586	69	0	0	1	68	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	1	5	3	4	5	0	0	0	0	41	0	0	0	0	0	0
PCT7209	MV	586	326	0	2	3	321	0	0	0	0	1	20	1	0	0	5	0	0	0	0	0	4	0	1	21	30	2	22	0	1	0	1	212	0	0	0	0	0	0
PCT7301	ED	1002	150	0	12	1	137	0	0	1	0	0	10	0	0	0	6	0	0	0	0	3	1	0	1	16	6	2	12	0	0	0	0	79	0	0	0	0	0	0
PCT7301	MV	1002	299	0	15	14	270	0	1	1	1	0	24	0	0	0	13	0	0	0	0	0	0	1	2	33	26	6	10	0	0	0	0	148	4	0	0	0	0	0
PCT7302	ED	806	121	0	2	3	116	0	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	12	1	14	1	0	0	0	58	0	0	0	0	0	0
PCT7302	MV	806	352	0	11	6	335	0	3	0	0	3	31	0	1	0	10	0	0	0	0	0	0	1	3	38	29	5	18	0	0	1	0	192	0	0	0	0	0	0
PCT7303	ED	986	167	0	1	2	164	0	1	0	1	0	17	0	0	0	2	1	0	0	0	0	0	0	0	13	11	2	19	0	0	0	0	95	2	0	0	0	0	0
PCT7303	MV	986	318	0	9	3	306	0	0	0	0	1	31	0	0	0	9	0	0	0	0	1	1	1	0	27	25	4	25	0	0	0	1	180	0	0	0	0	0	0
PCT7304	ED	972	203	0	0	1	202	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	1	16	15	3	23	0	0	0	0	127	1	0	0	0	0	0
PCT7304	MV	972	330	0	3	6	321	0	1	1	3	0	23	0	0	0	1	0	0	0	0	1	0	1	0	46	28	0	15	0	0	0	1	200	0	0	0	0	0	0
PCT7305	ED	851	171	0	0	2	169	0	0	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	2	14	20	4	26	0	1	0	1	88	0	0	0	0	0	0
PCT7305	MV	851	306	0	2	7	297	0	0	0	0	0	28	0	0	0	14	0	0	0	0	1	1	0	0	18	28	2	30	0	0	0	1	174	0	0	0	0	0	0
PCT7306	ED	1014	179	0	2	5	172	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	2	1	1	18	16	3	23	0	0	0	0	96	0	0	0	0	0	0
PCT7306	MV	1014	302	0	5	11	286	0	0	0	2	2	28	0	0	0	4	0	0	0	0	1	2	1	0	32	26	3	27	0	0	0	0	157	1	0	0	0	0	0
PCT7307	ED	726	143	0	0	3	140	0	4	0	2	0	14	0	0	0	1	0	0	1	0	1	1	0	3	15	9	2	8	0	0	0	1	78	0	0	0	0	0	0
PCT7307	MV	726	226	0	7	8	211	0	1	0	0	0	18	0	0	0	2	0	0	0	0	0	1	0	1	20	19	3	14	1	0	0	0	131	0	0	0	0	0	0
PCT7308	ED	598	133	0	1	0	132	0	1	1	0	0	18	0	0	0	1	0	0	0	0	0	0	0	1	4	10	1	13	0	0	0	0	82	0	0	0	0	0	0
PCT7308	MV	598	204	0	1	1	202	0	0	0	0	0	28	0	0	0	2	0	0	0	0	1	1	0	0	16	15	3	18	0	0	0	2	116	0	0	0	0	0	0
PCT7309	ED	826	160	0	0	0	160	0	0	1	0	0	17	0	0	0	1	0	0	0	0	2	0	1	1	11	11	5	15	1	0	0	0	93	1	0	0	0	0	0
PCT7309	MV	826	209	0	1	6	202	0	2	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	2	13	18	4	17	0	0	0	0	131	0	0	0	0	0	0
PCT7311	ED	901	175	0	2	3	170	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	11	9	2	21	0	0	0	0	108	0	0	0	0	0	0
PCT7311	MV	901	266	0	6	2	258	0	1	0	0	0	18	0	0	0	3	0	0	0	0	0	1	0	0	29	15	6	19	0	0	0	0	166	0	0	0	0	0	0
PCT7312	ED	810	128	0	0	1	127	0	0	0	1	0	14	0	0	0	1	0	0	0	0	0	0	0	0	6	14	1	13	0	0	0	0	77	0	0	0	0	0	0
PCT7312	MV	810	332	0	4	5	323	0	1	0	0	0	27	0	0	0	4	0	0	0	1	0	2	2	1	29	36	3	15	0	0	1	0	199	2	0	0	0	0	0
PCT7313	ED	925	135	0	0	1	134	0	2	0	0	0	11	0	0	0	2	0	0	0	0	0	1	0	0	14	5	1	17	0	0	0	0	81	0	0	0	0	0	0
PCT7313	MV	925	315	0	5	8	302	1	1	0	0	2	25	0	0	0	10	0	0	0	0	2	0	0	2	41	27	1	18	1	0	0	0	171	0	0	0	0	0	0
PCT7314	ED	760	92	0	6	8	78	0	1	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	11	5	4	7	0	0	0	0	42	0	0	0	0	0	0
PCT7314	MV	760	213	0	21	24	168	0	0	1	0	0	5	0	0	0	3	0	1	0	0	0	0	0	1	42	6	2	8	1	0	0	1	96	1	0	0	0	0	0
PCT7315	ED	725	119	0	3	3	113	0	0	0	0	1	17	0	0	0	1	0	0	0	0	0	1	1	1	13	3	0	17	0	0	0	0	58	0	0	0	0	0	0
PCT7315	MV	725	178	0	2	5	171	2	0	0	1	1	15	0	0	0	3	0	0	0	0	2	1	1	0	30	10	1	11	0	0	0	2	91	0	0	0	0	0	0
PCT7316	ED	824	122	0	0	4	118	0	2	0	1	0	18	0	0	0	2	0	0	1	0	0	0	0	0	7	8	1	18	0	0	0	0	60	0	0	0	0	0	0
PCT7316	MV	824	266	0	1	11	254	0	4	1	1	0	24	0	0	0	10	0	0	1	0	0	0	0	1	57	12	3	17	0	0	1	1	121	0	0	0	0	0	0
PCT7317	ED	886	117	0	2	1	114	0	0	0	0	0	16	1	0	0	1	0	0	0	0	0	0	0	1	14	6	2	12	0	0	0	0	61	0	0	0	0	0	0
PCT7317	MV	886	340	0	9	7	324	0	0	1	0	0	44	0	0	0	12	0	0	0	0	0	1	0	2	37	31	6	24	0	0	0	2	163	0	0	1	0	0	0
PCT7318	ED	709	123	0	0	3	120	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	10	9	1	15	0	2	0	0	63	0	0	0	0	0	0
PCT7318	MV	709	243	0	5	8	230	0	0	0	0	0	16	0	1	0	4	0	0	0	0	0	0	2	0	56	9	4	15	0	0	0	0	122	1	0	0	0	0	0
PCT7319	ED	1035	182	0	3	4	175	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	14	12	0	20	0	1	0	0	114	0	0	0	0	0	0
PCT7319	MV	1035	296	0	3	7	286	0	1	0	1	0	20	0	0	0	9	0	0	0	0	1	0	0	0	49	32	3	21	0	0	0	0	148	1	0	0	0	0	0
PCT7321	ED	644	100	0	5	6	89	0	0	0	0	1	7	0	0	0	2	0	0	0	0	0	0	0	2	19	3	0	7	0	0	0	0	47	1	0	0	0	0	0
PCT7321	MV	644	211	0	2	5	204	0	0	0	0	3	8	0	0	0	14	0	0	0	0	0	0	0	1	39	20	3	9	0	1	1	1	104	0	0	0	0	0	0
PCT7322	ED	859	60	0	1	6	53	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	15	2	1	8	0	0	0	0	22	0	0	0	0	0	0
PCT7322	MV	859	304	0	22	24	258	0	0	0	0	1	3	0	0	0	13	1	0	0	1	0	0	0	1	81	9	3	2	1	0	0	0	142	0	0	0	0	0	0
PCT7323	ED	881	146	0	4	3	139	0	0	0	0	0	18	0	0	0	5	0	0	0	0	1	1	0	0	6	6	1	18	0	0	0	0	82	1	0	0	0	0	0
PCT7323	MV	881	273	0	4	8	261	0	0	0	0	1	14	0	0	0	9	0	0	0	0	0	0	0	2	31	16	5	20	0	0	0	0	161	2	0	0	0	0	0
PCT7324	ED	687	125	0	0	2	123	0	0	0	0	2	6	0	1	0	1	0	0	0	0	1	1	0	0	20	10	1	13	0	1	0	0	66	0	0	0	0	0	0
PCT7324	MV	687	198	0	5	6	187	0	0	0	0	0	12	1	0	0	1	0	0	0	1	2	1	0	0	33	12	1	13	0	1	0	1	108	0	0	0	0	0	0
PCT7325	ED	870	150	0	1	4	145	0	1	0	0	1	11	0	0	0	2	0	0	0	0	0	0	0	0	13	6	0	17	0	0	0	0	91	2	0	1	0	0	0
PCT7325	MV	870	276	0	6	6	264	1	1	2	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	39	13	3	23	0	0	0	0	153	0	0	0	0	0	0
PCT7326	ED	853	150	0	1	2	147	1	1	0	0	0	13	0	0	0	2	0	0	0	1	0	0	1	0	18	6	1	15	0	0	0	0	88	0	0	0	0	0	0
PCT7326	MV	853	256	0	5	12	239	0	0	0	0	0	12	0	0	0	10	0	0	0	0	0	1	0	1	44	19	2	23	0	0	0	1	126	0	0	0	0	0	0
PCT7327	ED	684	62	0	3	6	53	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	12	0	0	6	0	2	0	0	27	0	0	0	0	0	0
PCT7327	MV	684	277	0	18	19	240	0	0	0	1	1	5	2	2	0	17	0	0	0	0	0	0	0	3	85	11	1	8	0	0	0	1	103	0	0	0	0	0	0
PCT7328	ED	950	70	0	4	6	60	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	1	14	3	3	7	0	0	0	0	24	0	0	2	0	0	0
PCT7328	MV	950	391	0	19	54	318	0	0	0	0	2	11	0	0	0	24	0	0	4	0	0	1	0	4	103	10	2	5	2	0	0	1	149	0	0	0	0	0	0
PCT7329	ED	610	71	0	0	1	70	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	8	10	0	6	0	0	0	0	38	0	0	0	0	0	0
PCT7329	MV	610	205	0	6	4	195	0	0	1	0	1	17	0	0	0	4	1	0	0	1	1	1	0	0	29	29	4	5	0	0	0	0	100	1	0	0	0	0	0
PCT7331	ED	860	130	0	0	0	130	0	0	1	0	0	23	1	0	0	2	0	0	0	0	0	0	0	1	10	24	4	12	0	0	0	0	51	1	0	0	0	0	0
PCT7331	MV	860	357	0	5	8	344	0	0	0	0	0	65	0	0	0	13	0	0	1	0	0	0	0	1	30	39	1	16	0	0	1	1	176	0	0	0	0	0	0
PCT7332	ED	799	154	0	2	7	145	0	0	0	1	0	18	0	0	0	1	0	0	0	0	0	0	0	1	16	3	0	23	0	0	0	0	82	0	0	0	0	0	0
PCT7332	MV	799	209	0	3	6	200	1	2	0	0	0	15	0	0	0	7	0	0	1	0	1	0	1	0	19	12	7	27	0	0	1	0	106	0	0	0	0	0	0
PCT7333	ED	974	174	0	3	5	166	0	1	0	0	0	17	0	0	0	1	0	0	1	0	1	0	0	0	14	8	4	26	0	0	0	1	92	0	0	0	0	0	0
PCT7333	MV	974	323	0	8	8	307	0	0	0	0	1	20	0	0	0	8	0	0	0	0	1	0	1	1	52	24	3	20	0	0	0	0	176	0	0	0	0	0	0
PCT7334	ED	854	113	0	1	3	109	0	1	0	0	0	9	0	0	0	1	0	0	0	0	1	1	0	0	5	4	1	27	0	0	0	0	59	0	0	0	0	0	0
PCT7334	MV	854	275	0	3	12	260	2	0	0	0	0	20	1	0	0	3	0	0	0	0	0	0	0	1	32	20	5	26	0	0	0	0	149	1	0	0	0	0	0
PCT7335	ED	936	144	0	0	2	142	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	12	8	0	11	0	0	0	0	97	0	0	0	0	0	0
PCT7335	MV	936	354	0	3	8	343	0	1	0	0	0	38	0	0	0	8	0	0	1	0	0	2	0	0	39	32	3	16	0	1	1	0	200	1	0	0	0	0	0
PCT7336	ED	920	155	0	0	4	151	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	8	6	1	21	0	0	0	0	91	0	0	0	0	0	0
PCT7336	MV	920	324	0	4	5	315	1	1	0	0	0	40	0	0	0	9	0	0	0	0	0	1	1	2	19	41	3	26	0	0	0	0	171	0	0	0	0	0	0
PCT7337	ED	825	115	0	1	9	105	0	0	0	1	0	7	0	0	0	1	0	0	0	0	0	0	0	2	16	10	1	11	0	0	1	0	55	0	0	0	0	0	0
PCT7337	MV	825	305	0	8	8	289	0	0	1	0	0	30	1	0	0	9	0	0	0	0	0	0	0	0	41	31	3	25	0	0	0	0	147	1	0	0	0	0	0
PCT7338	ED	884	100	0	6	4	90	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	21	5	1	10	1	1	0	0	44	0	0	0	0	0	0
PCT7338	MV	884	364	0	22	28	314	0	0	1	3	1	12	1	0	0	17	0	0	0	0	1	0	0	0	76	28	1	12	1	2	0	0	158	0	0	0	0	0	0
PCT7339	ED	618	111	0	2	4	105	0	0	0	1	0	15	0	1	0	1	0	0	0	0	0	0	0	0	8	9	4	10	0	0	0	0	56	0	0	0	0	0	0
PCT7339	MV	618	181	0	5	7	169	0	0	0	0	1	12	1	0	0	2	0	0	0	0	2	1	1	1	22	4	0	15	0	0	0	1	106	0	0	0	0	0	0
PCT7341	ED	877	124	0	1	7	116	0	1	0	3	0	14	0	1	0	2	0	0	0	0	1	1	0	1	7	6	3	17	0	0	0	0	59	0	0	0	0	0	0
PCT7341	MV	877	246	0	4	3	239	0	2	0	1	0	21	0	0	0	4	1	1	1	0	1	2	1	0	23	14	7	24	0	2	0	0	131	2	0	1	0	0	0
PCT7342	ED	911	234	0	4	4	226	0	1	0	1	0	16	1	0	0	2	0	0	0	0	2	1	0	3	12	13	3	39	0	0	0	1	131	0	0	0	0	0	0
PCT7342	MV	911	251	0	1	6	244	0	3	0	0	0	22	0	0	0	2	0	0	1	0	0	2	1	0	21	16	5	25	0	0	0	0	145	1	0	0	0	0	0
PCT7343	ED	707	144	0	4	4	136	0	1	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	24	0	1	0	0	86	1	0	0	0	0	0
PCT7343	MV	707	186	0	4	4	178	0	3	0	2	0	10	0	0	0	5	1	0	0	0	2	0	0	0	10	8	4	30	0	0	0	0	103	0	0	0	0	0	0
PCT7344	ED	1039	179	0	0	3	176	0	1	0	4	0	11	0	0	0	5	0	1	0	0	0	0	0	1	16	12	3	21	0	1	0	0	100	0	0	0	0	0	0
PCT7344	MV	1039	334	0	3	8	323	0	1	0	1	0	27	0	0	0	7	2	0	0	0	2	2	2	2	30	21	6	34	0	0	0	0	186	0	0	0	0	0	0
PCT7345	ED	1077	183	0	2	3	178	1	1	0	1	0	14	0	2	0	1	1	0	0	0	2	1	0	0	15	8	2	32	0	0	0	0	97	0	0	0	0	0	0
