area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	174:LILY (ESPINOZA) PLOSKI	175:STEVEN IRELAND	176:TONY K. THURMOND	177:MARSHALL TUCK	198:DOUGLAS I. VIGIL	199:THOMAS L. WILLIAMS
PCT9114	MV	820	273	1	1	59	212	0	14	10	127	61	0	0
PCT9115	ED	873	172	0	1	31	140	0	23	13	72	32	0	0
PCT9115	MV	873	287	2	0	53	232	0	26	18	135	53	0	0
PCT9116	ED	903	193	2	0	48	143	4	20	8	80	31	0	0
PCT9116	MV	903	314	4	0	67	243	1	29	17	138	58	0	0
PCT9117	ED	756	180	2	0	37	141	0	15	8	82	36	0	0
PCT9117	MV	756	285	1	0	67	217	0	19	20	117	61	0	0
PCT9118	ED	923	184	0	0	45	139	1	17	7	75	39	0	0
PCT9118	MV	923	268	0	0	67	201	1	26	26	105	43	0	0
PCT9119	ED	856	152	-2	0	41	113	0	9	5	65	34	0	0
PCT9119	MV	856	323	0	0	59	264	1	28	30	135	70	0	0
PCT9121	ED	890	188	0	0	43	145	2	16	13	75	39	0	0
PCT9121	MV	890	274	0	0	61	213	3	14	11	132	53	0	0
PCT9122	ED	913	131	0	0	37	94	1	6	12	58	17	0	0
PCT9122	MV	913	292	1	0	71	220	1	33	16	126	44	0	0
PCT9123	ED	829	175	0	1	31	143	0	10	17	74	42	0	0
PCT9123	MV	829	270	1	0	46	223	1	29	17	114	62	0	0
PCT9124	ED	832	150	0	0	37	113	0	13	13	54	33	0	0
PCT9124	MV	832	290	1	0	67	222	5	22	21	100	74	0	0
PCT9125	ED	822	159	1	0	33	125	1	12	10	67	35	0	0
PCT9125	MV	822	299	-3	0	61	241	1	23	10	130	77	0	0
PCT9126	ED	945	186	0	0	41	145	0	22	8	77	38	0	0
PCT9126	MV	945	350	0	0	79	271	1	26	27	161	56	0	0
PCT9127	ED	908	209	0	0	52	157	1	28	6	81	41	0	0
PCT9127	MV	908	315	-1	0	77	239	1	30	14	132	62	0	0
PCT9128	ED	805	188	0	0	42	146	0	19	16	69	42	0	0
PCT9128	MV	805	296	0	0	65	231	0	27	33	114	57	0	0
PCT9129	ED	713	173	0	0	37	136	2	15	11	74	34	0	0
PCT9129	MV	713	225	3	0	45	177	0	19	17	88	53	0	0
PCT9131	ED	740	151	0	0	30	121	3	14	8	53	43	0	0
PCT9131	MV	740	274	2	0	54	218	0	28	10	123	57	0	0
PCT9132	ED	827	167	0	0	44	123	1	19	9	71	23	0	0
PCT9132	MV	827	251	0	0	46	205	2	17	8	124	54	0	0
PCT9133	ED	1007	188	0	0	35	153	0	15	5	88	45	0	0
PCT9133	MV	1007	388	1	0	92	295	0	19	23	184	69	0	0
PCT9134	ED	893	132	0	0	32	100	1	14	5	62	18	0	0
PCT9134	MV	893	297	3	0	62	232	2	29	15	123	63	0	0
PCT9135	ED	778	149	0	0	38	111	0	19	13	50	29	0	0
PCT9135	MV	778	269	1	0	44	224	0	21	18	113	72	0	0
PCT9136	ED	894	191	0	0	33	158	2	19	9	94	34	0	0
PCT9136	MV	894	289	4	0	69	216	1	28	15	105	67	0	0
PCT9137	ED	946	201	0	0	42	159	0	20	21	76	42	0	0
PCT9137	MV	946	323	3	0	68	252	1	28	12	144	67	0	0
PCT9138	ED	892	155	-1	0	32	124	1	12	9	62	40	0	0
PCT9138	MV	892	323	-2	0	74	251	1	27	26	139	58	0	0
PCT9139	ED	912	163	-1	0	37	127	2	8	8	81	28	0	0
PCT9139	MV	912	356	1	0	67	288	1	26	32	151	78	0	0
PCT9141	ED	904	168	2	0	34	132	0	18	9	60	45	0	0
PCT9141	MV	904	328	-1	0	54	275	1	22	20	152	80	0	0
PCT9142	ED	921	219	1	0	31	187	3	36	8	98	42	0	0
PCT9142	MV	921	288	-1	1	49	239	0	31	20	135	53	0	0
PCT9143	ED	887	196	0	0	42	154	1	13	10	92	38	0	0
PCT9143	MV	887	315	3	0	59	253	1	23	22	146	61	0	0
PCT9144	ED	931	221	1	0	49	171	2	15	11	99	44	0	0
PCT9144	MV	931	322	-2	0	67	257	1	16	23	136	81	0	0
PCT9145	ED	837	197	0	0	46	151	0	30	9	65	47	0	0
PCT9145	MV	837	282	0	1	53	228	0	21	12	131	64	0	0
PCT9146	ED	866	206	0	1	44	161	1	17	12	93	38	0	0
PCT9146	MV	866	297	-1	0	60	238	2	21	9	147	59	0	0
PCT9147	ED	920	227	1	0	47	179	1	19	7	108	44	0	0
PCT9147	MV	920	318	-2	1	68	251	0	23	15	161	52	0	0
PCT9148	ED	946	226	0	0	46	180	3	20	7	99	51	0	0
PCT9148	MV	946	322	3	2	62	255	1	25	19	140	70	0	0
PCT9149	ED	884	196	0	0	49	147	1	19	13	82	32	0	0
PCT9149	MV	884	296	-1	0	55	242	3	25	8	154	52	0	0
PCT9151	ED	806	152	-1	0	38	115	0	10	4	53	48	0	0
PCT9151	MV	806	267	-1	0	55	213	3	13	14	108	75	0	0
PCT9152	ED	712	67	1	0	15	51	0	9	4	23	15	0	0
PCT9152	MV	712	138	1	0	23	114	2	10	4	61	37	0	0
PCT9201	ED	953	201	0	0	36	165	2	27	11	85	40	0	0
PCT9201	MV	953	229	2	0	42	185	0	20	12	98	55	0	0
PCT9202	ED	908	184	-1	0	48	137	0	21	13	51	52	0	0
PCT9202	MV	908	218	0	0	41	177	1	17	12	92	55	0	0
PCT9203	ED	968	145	0	0	33	112	0	9	10	47	46	0	0
PCT9203	MV	968	300	4	0	71	225	1	18	22	80	104	0	0
PCT9204	ED	809	147	0	0	50	97	1	10	11	36	39	0	0
PCT9204	MV	809	223	-3	1	47	178	0	16	18	65	79	0	0
PCT9205	ED	694	113	0	0	31	82	0	12	8	33	29	0	0
PCT9205	MV	694	201	2	0	54	145	0	12	13	72	48	0	0
PCT9206	ED	887	135	-1	0	32	104	1	14	15	32	42	0	0
PCT9206	MV	887	294	0	0	61	233	2	14	16	84	117	0	0
PCT9207	ED	913	148	0	1	40	107	1	16	9	37	44	0	0
PCT9207	MV	913	249	1	0	64	184	0	7	17	96	64	0	0
PCT9208	ED	936	147	0	0	41	106	2	14	11	40	39	0	0
PCT9208	MV	936	240	-1	0	65	176	1	20	11	84	60	0	0
PCT9209	ED	675	121	-1	0	33	89	0	14	13	35	27	0	0
PCT9209	MV	675	188	0	0	52	136	3	13	9	68	43	0	0
PCT9211	ED	834	130	0	0	40	90	0	7	9	44	30	0	0
PCT9211	MV	834	212	1	0	47	164	1	18	11	74	60	0	0
PCT9212	ED	764	121	0	0	34	87	1	9	6	43	28	0	0
PCT9212	MV	764	205	3	0	49	153	4	19	10	62	58	0	0
PCT9213	ED	890	140	0	0	29	111	0	22	6	47	36	0	0
PCT9213	MV	890	260	2	0	63	195	0	16	14	94	71	0	0
PCT9214	ED	581	92	0	0	29	63	0	5	7	26	25	0	0
PCT9214	MV	581	203	2	0	50	151	1	13	9	68	60	0	0
PCT9215	ED	626	130	0	0	42	88	0	7	13	25	43	0	0
PCT9215	MV	626	170	-1	0	37	134	1	9	7	56	61	0	0
PCT9216	ED	798	134	-1	0	40	95	0	13	7	43	32	0	0
PCT9216	MV	798	206	0	0	54	152	0	12	10	67	63	0	0
PCT9217	ED	684	123	0	0	36	87	1	11	7	43	25	0	0
PCT9217	MV	684	187	3	0	47	137	0	18	13	53	53	0	0
PCT9218	ED	797	119	0	0	37	82	0	9	8	35	30	0	0
PCT9218	MV	797	225	2	0	67	156	0	18	7	68	63	0	0
PCT9219	ED	733	146	0	0	33	113	1	13	7	59	33	0	0
PCT9219	MV	733	187	0	0	38	149	0	13	9	64	63	0	0
PCT9221	ED	641	121	0	0	33	88	1	6	3	29	49	0	0
PCT9221	MV	641	278	1	0	57	220	0	10	17	72	121	0	0
PCT9222	ED	842	139	-1	0	30	110	1	8	11	37	53	0	0
PCT9222	MV	842	268	3	0	64	201	1	14	18	70	98	0	0
PCT9223	ED	606	88	1	0	22	65	0	7	6	20	32	0	0
PCT9223	MV	606	202	1	0	49	152	0	12	12	54	74	0	0
PCT9224	ED	912	171	6	0	34	131	1	8	18	37	67	0	0
PCT9224	MV	912	308	7	0	66	235	0	14	17	110	94	0	0
PCT9225	ED	898	161	0	0	37	124	0	17	5	59	43	0	0
PCT9225	MV	898	243	0	0	72	171	0	10	12	90	59	0	0
PCT9226	ED	905	143	-1	0	44	100	1	9	3	38	49	0	0
PCT9226	MV	905	312	0	0	89	223	2	17	10	114	80	0	0
PCT9227	ED	729	140	0	0	30	110	1	12	10	44	43	0	0
PCT9227	MV	729	304	-1	0	60	245	1	18	11	119	96	0	0
PCT9228	ED	726	175	3	0	38	134	0	8	11	52	63	0	0
PCT9228	MV	726	277	4	0	67	206	0	9	15	71	111	0	0
PCT9229	ED	596	130	-1	0	32	99	0	11	7	45	36	0	0
PCT9229	MV	596	219	-1	0	34	186	0	10	8	90	78	0	0
PCT9231	ED	919	221	-2	0	55	168	1	15	6	86	60	0	0
PCT9231	MV	919	294	-2	0	76	220	0	16	13	97	94	0	0
PCT9232	ED	701	151	0	0	31	120	0	9	10	46	55	0	0
PCT9232	MV	701	274	1	0	48	225	0	24	13	92	96	0	0
PCT9233	ED	774	139	0	1	46	92	0	10	6	18	58	0	0
PCT9233	MV	774	308	2	0	91	215	0	13	14	83	105	0	0
PCT9234	ED	731	131	-1	0	32	100	1	17	7	40	35	0	0
PCT9234	MV	731	281	3	0	66	212	1	15	11	97	88	0	0
PCT9235	ED	842	174	1	0	52	121	0	13	11	47	50	0	0
PCT9235	MV	842	298	-1	0	84	215	0	14	15	81	105	0	0
PCT9236	ED	658	130	0	0	41	89	0	7	4	34	44	0	0
PCT9236	MV	658	207	3	0	46	158	0	9	8	74	67	0	0
PCT9237	ED	880	145	0	0	38	107	1	10	5	43	48	0	0
PCT9237	MV	880	331	-1	0	91	241	2	21	16	99	103	0	0
PCT9238	ED	792	130	0	0	33	97	0	9	12	41	35	0	0
PCT9238	MV	792	271	-1	1	58	213	0	16	16	70	111	0	0
PCT9239	ED	835	117	0	0	33	84	2	5	6	32	39	0	0
PCT9239	MV	835	318	0	0	76	242	0	14	14	100	114	0	0
PCT9241	ED	961	158	1	0	33	124	2	11	4	57	50	0	0
PCT9241	MV	961	322	2	0	70	250	1	15	9	112	113	0	0
PCT9242	ED	940	154	0	0	56	98	1	12	8	46	31	0	0
PCT9242	MV	940	300	3	0	60	237	0	18	22	109	88	0	0
PCT9243	ED	572	135	0	0	34	101	1	9	4	47	40	0	0
PCT9243	MV	572	188	1	0	46	141	1	8	4	69	59	0	0
PCT9244	ED	880	149	1	0	39	109	2	13	7	43	44	0	0
PCT9244	MV	880	269	-1	0	66	204	0	15	7	104	78	0	0
PCT9245	ED	706	128	0	0	28	100	3	9	5	52	31	0	0
PCT9245	MV	706	226	2	0	52	172	1	17	10	81	63	0	0
PCT9246	ED	910	139	0	0	39	100	0	12	8	42	38	0	0
PCT9246	MV	910	299	-1	1	90	209	0	17	13	86	93	0	0
PCT9247	ED	936	151	-1	0	34	118	1	15	9	56	37	0	0
PCT9247	MV	936	303	1	0	61	241	0	22	17	103	99	0	0
PCT9248	ED	898	181	0	1	48	132	2	30	11	46	43	0	0
PCT9248	MV	898	282	6	0	79	197	0	14	6	106	71	0	0
PCT9249	ED	910	187	1	0	53	133	0	13	7	58	55	0	0
PCT9249	MV	910	314	3	0	62	249	2	16	12	107	112	0	0
PCT9251	ED	946	204	0	0	52	152	0	16	9	68	59	0	0
PCT9251	MV	946	342	-1	1	74	268	0	24	12	142	90	0	0
PCT9252	ED	913	140	-1	0	26	115	0	15	6	50	44	0	0
PCT9252	MV	913	352	1	0	74	277	2	24	9	138	104	0	0
PCT9253	ED	751	138	4	0	41	93	0	15	7	46	25	0	0
PCT9253	MV	751	272	0	5	60	207	0	20	8	96	83	0	0
PCT9254	ED	889	168	0	0	38	130	1	14	6	76	33	0	0
PCT9254	MV	889	318	-2	0	75	245	1	22	17	126	79	0	0
PCT9255	ED	545	126	0	0	26	100	1	16	4	53	26	0	0
PCT9255	MV	545	128	1	0	24	103	0	10	5	61	27	0	0
PCT9256	ED	433	77	0	0	19	58	0	8	1	26	23	0	0
PCT9256	MV	433	103	-1	0	27	77	0	8	3	44	22	0	0
PCT9257	MV	312	150	-1	0	24	127	1	16	6	79	25	0	0
PCT9258	ED	699	127	0	0	26	101	0	12	3	58	28	0	0
PCT9258	MV	699	244	-2	0	58	188	0	16	10	97	65	0	0
PCT9401	ED	970	194	-1	0	51	144	3	27	9	81	24	0	0
PCT9401	MV	970	293	-2	0	68	227	1	32	13	142	39	0	0
PCT9402	ED	931	197	0	0	45	152	0	32	11	77	32	0	0
PCT9402	MV	931	307	1	0	75	231	0	33	15	131	52	0	0
PCT9403	ED	853	167	0	0	32	135	0	20	12	82	21	0	0
PCT9403	MV	853	286	2	0	56	228	1	36	20	117	54	0	0
PCT9404	ED	889	153	0	0	37	116	0	18	11	62	25	0	0
PCT9404	MV	889	320	3	0	76	241	0	14	24	146	57	0	0
PCT9405	ED	757	160	-1	0	36	125	1	13	11	56	44	0	0
PCT9405	MV	757	245	1	0	56	188	1	17	17	98	55	0	0
PCT9406	ED	815	179	0	0	36	143	0	16	14	73	40	0	0
PCT9406	MV	815	277	1	1	62	213	4	33	13	110	53	0	0
PCT9407	ED	861	191	1	0	50	140	2	14	12	78	34	0	0
PCT9407	MV	861	284	-1	1	51	233	0	26	10	119	78	0	0
PCT9408	ED	837	187	1	0	46	140	0	14	17	80	29	0	0
PCT9408	MV	837	246	-2	0	41	207	0	22	8	124	53	0	0
PCT9409	ED	565	140	0	0	25	115	1	25	6	52	31	0	0
PCT9409	MV	565	170	2	0	40	128	1	6	6	83	32	0	0
PCT9411	ED	936	175	-1	0	40	136	0	17	12	77	30	0	0
PCT9411	MV	936	261	1	0	47	213	1	26	16	121	49	0	0
PCT9412	ED	843	164	0	0	24	140	3	14	14	81	28	0	0
PCT9412	MV	843	285	0	0	65	220	1	26	16	128	49	0	0
PCT9413	ED	858	172	-1	0	50	123	1	21	11	52	38	0	0
PCT9413	MV	858	310	3	0	78	229	0	28	18	120	63	0	0
PCT9414	ED	862	159	1	0	47	111	1	18	10	53	29	0	0
PCT9414	MV	862	307	1	0	66	240	1	31	20	125	63	0	0
PCT9415	ED	755	121	0	0	21	100	0	12	6	55	27	0	0
PCT9415	MV	755	284	-2	1	63	222	0	31	9	120	62	0	0
PCT9416	ED	962	198	0	1	41	156	2	25	13	75	41	0	0
PCT9416	MV	962	316	3	0	83	230	0	34	22	118	56	0	0
PCT9417	ED	714	117	-1	0	33	85	0	8	7	52	18	0	0
PCT9417	MV	714	286	8	1	45	232	2	26	32	120	52	0	0
PCT9418	ED	753	157	1	0	43	113	0	13	12	63	25	0	0
PCT9418	MV	753	269	0	0	75	194	2	30	13	115	34	0	0
PCT9419	ED	893	167	0	0	46	121	0	11	13	60	37	0	0
PCT9419	MV	893	326	1	0	60	265	1	34	25	126	79	0	0
PCT9421	ED	878	150	-1	0	45	106	2	11	3	62	28	0	0
PCT9421	MV	878	316	-1	0	74	243	3	26	12	139	63	0	0
PCT9422	ED	1010	200	-1	0	51	150	0	19	14	86	31	0	0
PCT9422	MV	1010	358	0	0	80	278	3	30	31	145	69	0	0
PCT9423	ED	853	147	0	0	37	110	0	15	10	60	25	0	0
PCT9423	MV	853	292	-1	0	67	226	0	26	21	112	67	0	0
PCT9424	ED	910	146	1	0	26	119	1	20	4	66	28	0	0
PCT9424	MV	910	331	-1	1	63	268	2	34	17	134	81	0	0
PCT9425	ED	903	136	1	0	34	101	0	15	6	61	19	0	0
PCT9425	MV	903	313	3	1	74	235	1	22	18	137	57	0	0
PCT9426	ED	801	143	-1	0	33	111	0	15	6	51	39	0	0
PCT9426	MV	801	283	1	1	80	201	2	22	24	104	49	0	0
PCT9427	ED	889	129	-1	0	33	97	1	6	8	49	33	0	0
PCT9427	MV	889	333	1	0	82	250	1	22	23	132	72	0	0
PCT9428	ED	892	122	-1	0	34	89	2	15	14	36	22	0	0
PCT9428	MV	892	346	-1	1	68	278	3	38	24	144	69	0	0
PCT9429	ED	866	173	0	0	38	135	0	13	17	73	32	0	0
PCT9429	MV	866	308	0	0	64	244	1	30	21	101	91	0	0
PCT9431	ED	954	152	-1	0	32	121	0	21	11	56	33	0	0
PCT9431	MV	954	352	4	4	71	273	1	26	27	147	72	0	0
PCT9432	ED	901	155	0	0	34	121	0	14	15	62	30	0	0
PCT9432	MV	901	307	0	0	77	230	6	28	15	117	64	0	0
PCT9433	ED	912	155	0	0	38	117	2	18	9	59	29	0	0
PCT9433	MV	912	317	-2	0	100	219	1	21	20	121	56	0	0
PCT9434	ED	963	188	0	0	53	135	2	14	17	62	40	0	0
PCT9434	MV	963	349	-1	1	58	291	0	40	29	144	78	0	0
PCT9435	ED	934	195	0	0	45	150	2	12	16	75	45	0	0
PCT9435	MV	934	320	2	2	83	233	2	27	25	125	54	0	0
PCT9436	ED	941	161	0	0	37	124	1	21	11	61	30	0	0
PCT9436	MV	941	337	0	0	77	260	2	34	18	157	49	0	0
PCT9437	ED	873	170	0	0	33	137	0	20	5	72	40	0	0
PCT9437	MV	873	324	1	0	71	252	0	31	15	126	80	0	0
PCT9438	ED	918	129	1	0	18	110	2	11	9	63	25	0	0
PCT9438	MV	918	336	-1	0	71	266	0	40	32	129	65	0	0
PCT9439	ED	827	126	0	0	27	99	1	16	5	48	29	0	0
PCT9439	MV	827	314	-1	0	75	240	2	33	30	98	77	0	0
PCT9441	ED	939	205	-1	0	43	163	3	29	11	95	25	0	0
PCT9441	MV	939	337	-1	0	66	272	1	25	24	141	81	0	0
PCT9442	ED	970	200	0	0	38	162	2	16	17	94	33	0	0
PCT9442	MV	970	325	0	0	81	244	3	29	24	119	69	0	0
PCT9443	ED	886	138	0	0	23	115	0	16	13	63	23	0	0
PCT9443	MV	886	304	2	0	61	241	2	30	25	133	51	0	0
PCT9444	ED	901	118	-1	0	37	82	1	8	10	37	26	0	0
PCT9444	MV	901	312	-1	1	69	243	2	37	33	114	57	0	0
PCT9445	ED	945	154	0	0	29	125	2	16	14	61	32	0	0
PCT9445	MV	945	342	0	0	70	272	2	21	18	144	87	0	0
PCT9446	ED	1043	164	2	0	37	125	0	12	10	65	38	0	0
PCT9446	MV	1043	417	-3	1	90	329	0	38	24	152	115	0	0
PCT9447	ED	891	171	1	0	37	133	1	13	13	63	43	0	0
PCT9447	MV	891	327	1	0	72	254	1	31	14	128	80	0	0
PCT9448	ED	877	159	0	0	30	129	2	13	18	66	30	0	0
PCT9448	MV	877	307	-2	0	79	230	1	18	21	130	60	0	0
PCT9449	ED	784	97	-1	1	20	77	0	12	7	34	24	0	0
PCT9449	MV	784	302	4	0	67	231	0	26	31	113	61	0	0
PCT9451	ED	414	57	0	0	10	47	1	5	3	29	9	0	0
PCT9451	MV	414	154	3	0	27	124	3	12	14	63	32	0	0
PCT9452	ED	799	175	1	0	31	143	0	14	12	73	44	0	0
PCT9452	MV	799	281	0	1	72	208	0	29	16	107	56	0	0
PCT9453	ED	488	90	0	0	22	68	0	10	8	27	23	0	0
PCT9453	MV	488	175	0	0	31	144	1	17	11	65	50	0	0
PCT9501	MV	149	71	-2	0	21	52	0	5	4	26	17	0	0
PCT9502	MV	233	116	0	0	24	92	1	10	2	49	30	0	0
PCT9503	ED	725	128	-2	0	31	99	1	16	2	46	34	0	0
PCT9503	MV	725	184	0	1	43	140	0	18	6	82	34	0	0
PCT9505	ED	756	147	-2	0	31	118	0	12	9	65	32	0	0
PCT9505	MV	756	274	0	1	62	211	0	24	13	129	45	0	0
PCT9506	ED	771	134	0	0	29	105	1	9	10	48	37	0	0
PCT9506	MV	771	217	1	0	40	176	0	16	14	100	46	0	0
PCT9507	ED	733	170	1	0	33	136	1	15	4	85	31	0	0
PCT9507	MV	733	218	-2	0	43	177	1	22	5	110	39	0	0
PCT9508	ED	784	180	0	0	37	143	0	16	9	84	34	0	0
PCT9508	MV	784	258	3	0	35	220	1	21	11	142	45	0	0
PCT9509	ED	719	165	0	0	38	127	0	12	11	82	22	0	0
PCT9509	MV	719	239	-1	0	58	182	1	16	2	117	46	0	0
PCT9511	ED	600	147	0	0	31	116	1	14	9	72	20	0	0
PCT9511	MV	600	177	2	0	37	138	1	9	6	101	21	0	0
PCT9512	ED	771	161	0	0	39	122	0	14	12	75	21	0	0
PCT9512	MV	771	251	-5	0	49	207	0	23	10	127	47	0	0
PCT9513	ED	864	200	0	0	47	153	0	19	11	94	29	0	0
PCT9513	MV	864	261	5	2	49	205	0	19	2	140	44	0	0
PCT9514	ED	869	229	0	0	55	174	1	31	9	101	32	0	0
PCT9514	MV	869	257	1	0	65	191	0	11	8	118	54	0	0
PCT9515	ED	685	159	0	0	31	128	0	21	3	82	22	0	0
PCT9515	MV	685	243	0	0	58	185	1	21	8	108	47	0	0
PCT9516	ED	864	206	0	1	53	152	1	15	21	84	31	0	0
PCT9516	MV	864	269	1	0	61	207	0	29	15	117	46	0	0
PCT9517	ED	768	197	0	0	46	151	0	28	10	91	22	0	0
PCT9517	MV	768	235	1	0	38	196	1	15	10	120	50	0	0
PCT9518	ED	783	180	1	0	35	144	2	15	7	95	25	0	0
PCT9518	MV	783	242	0	0	52	190	1	22	5	127	35	0	0
PCT9519	ED	850	217	0	0	58	159	0	15	8	100	36	0	0
PCT9519	MV	850	294	-1	0	53	242	1	19	8	144	70	0	0
PCT9521	ED	893	254	0	0	54	200	3	19	11	116	51	0	0
PCT9521	MV	893	290	3	0	50	237	0	14	5	139	79	0	0
PCT9701	ED	665	156	0	0	35	121	1	9	4	77	30	0	0
PCT9701	MV	665	235	0	0	50	185	2	23	9	91	60	0	0
PCT9702	ED	710	194	0	0	45	149	3	16	11	92	27	0	0
PCT9702	MV	710	231	0	0	63	168	1	10	9	102	46	0	0
PCT9703	ED	931	182	1	0	39	142	1	18	14	66	43	0	0
PCT9703	MV	931	373	1	0	81	291	1	30	23	159	78	0	0
PCT9704	ED	942	191	0	0	49	142	0	10	6	87	39	0	0
PCT9704	MV	942	354	-1	0	70	285	0	16	10	168	91	0	0
PCT9705	ED	879	208	1	0	45	162	0	19	10	84	49	0	0
PCT9705	MV	879	309	0	0	59	250	0	17	12	146	75	0	0
PCT9706	MV	51	32	0	0	11	21	0	3	2	12	4	0	0
PCT9707	ED	799	121	0	0	26	95	0	10	6	40	39	0	0
PCT9707	MV	799	355	-4	0	67	292	0	37	20	130	105	0	0
PCT9708	ED	919	193	1	0	51	141	1	16	8	78	38	0	0
PCT9708	MV	919	324	2	0	67	255	1	21	19	142	72	0	0
PCT9709	ED	998	196	1	0	56	139	0	19	15	65	40	0	0
PCT9709	MV	998	355	1	0	85	269	0	18	14	146	91	0	0
PCT9711	ED	625	167	0	0	36	131	2	20	7	57	45	0	0
PCT9711	MV	625	254	0	0	38	216	2	17	11	103	83	0	0
PCT9712	ED	651	134	-1	0	21	114	2	10	5	51	46	0	0
PCT9712	MV	651	288	1	0	60	227	1	16	18	110	82	0	0
PCT9713	ED	930	161	0	0	49	112	1	15	10	49	37	0	0
PCT9713	MV	930	362	1	1	67	293	0	41	21	132	99	0	0
PCT9714	ED	911	154	0	0	31	123	0	14	13	57	39	0	0
PCT9714	MV	911	367	2	0	87	278	0	19	21	128	110	0	0
PCT9715	ED	566	162	0	1	29	132	1	11	12	52	56	0	0
PCT9715	MV	566	218	1	0	43	174	0	10	13	75	76	0	0
PCT9716	ED	928	198	-1	0	54	145	0	16	17	78	34	0	0
PCT9716	MV	928	368	4	0	67	297	0	28	30	155	84	0	0
PCT9717	ED	967	206	-1	0	50	157	1	10	18	74	54	0	0
PCT9717	MV	967	371	6	0	64	301	0	20	16	178	87	0	0
PCT9718	ED	843	183	-2	0	29	156	0	16	12	68	60	0	0
PCT9718	MV	843	385	3	2	57	323	3	34	28	153	105	0	0
PCT9719	ED	863	186	0	0	41	145	0	18	12	66	49	0	0
PCT9719	MV	863	389	1	0	88	300	1	10	22	126	141	0	0
PCT9721	ED	653	182	-1	0	38	145	1	3	17	63	61	0	0
PCT9721	MV	653	250	1	0	61	188	2	9	13	94	70	0	0
PCT9722	ED	593	86	0	0	20	66	0	9	4	27	26	0	0
PCT9722	MV	593	269	-3	0	47	225	2	18	20	101	84	0	0
PCT9723	ED	458	74	0	0	18	56	0	8	9	16	23	0	0
PCT9723	MV	458	198	1	0	40	157	3	6	12	76	60	0	0
PCT9724	ED	950	144	0	0	32	112	0	12	7	50	43	0	0
PCT9724	MV	950	386	-1	0	91	296	0	33	40	133	90	0	0
PCT9725	ED	941	118	-1	1	28	90	0	9	12	22	47	0	0
PCT9725	MV	941	350	0	1	83	266	2	23	31	120	90	0	0
PCT9726	ED	685	83	0	0	13	70	0	8	5	34	23	0	0
PCT9726	MV	685	137	0	0	22	115	1	12	12	67	23	0	0
PCT9727	ED	435	60	1	0	12	47	0	4	6	18	19	0	0
PCT9727	MV	435	205	2	1	38	164	0	13	9	69	73	0	0
PCT9728	ED	906	204	0	0	30	174	1	16	17	74	66	0	0
PCT9728	MV	906	378	-2	0	60	320	1	37	13	135	134	0	0
PCT9729	ED	782	161	1	0	37	123	0	5	12	53	53	0	0
PCT9729	MV	782	304	0	0	64	240	0	14	16	95	115	0	0
PCT9731	ED	529	138	0	0	34	104	1	12	8	43	40	0	0
PCT9731	MV	529	189	0	0	33	156	1	11	13	66	65	0	0
PCT9732	MV	73	43	1	0	5	37	0	2	0	23	12	0	0
PCT9733	MV	224	146	0	0	29	117	0	11	5	61	40	0	0
PCT9734	ED	577	122	0	0	19	103	0	6	3	45	49	0	0
PCT9734	MV	577	261	1	0	56	204	0	19	15	89	81	0	0
PCT9735	ED	782	167	1	0	39	127	2	13	11	53	48	0	0
PCT9735	MV	782	344	0	0	66	278	2	25	27	122	102	0	0
PCT9736	ED	699	145	0	0	31	114	1	12	8	45	48	0	0
PCT9736	MV	699	305	1	1	57	246	0	23	21	139	63	0	0
PCT9737	ED	792	175	-1	0	30	146	0	23	9	63	50	1	0
PCT9737	MV	792	343	-3	1	60	285	1	26	24	155	79	0	0
PCT9738	ED	830	99	0	0	20	79	0	8	7	41	23	0	0
PCT9738	MV	830	263	4	1	40	218	1	18	20	122	57	0	0
PCT9739	ED	826	126	0	1	16	109	0	16	11	53	29	0	0
PCT9739	MV	826	193	-3	0	28	168	0	20	18	98	32	0	0
PCT9741	ED	1022	19	0	0	3	16	0	5	2	9	0	0	0
PCT9741	MV	1022	24	0	0	4	20	0	3	5	11	1	0	0
PCT9742	ED	647	134	0	0	25	109	0	11	9	52	37	0	0
PCT9742	MV	647	187	1	0	37	149	1	10	17	67	54	0	0
PCT9743	ED	1093	172	0	0	31	141	0	27	10	82	22	0	0
PCT9743	MV	1093	317	2	1	47	267	0	36	22	138	71	0	0
PCT9744	ED	902	141	0	1	23	117	0	17	6	61	33	0	0
PCT9744	MV	902	234	1	1	44	188	0	19	17	93	59	0	0
PCT9745	ED	934	141	0	0	28	113	1	20	11	50	31	0	0
PCT9745	MV	934	205	-1	0	29	177	0	27	16	73	61	0	0
PCT9746	ED	867	192	0	0	38	154	1	17	15	66	55	0	0
PCT9746	MV	867	334	2	0	66	266	1	29	22	132	82	0	0
PCT9747	ED	940	198	0	0	30	168	0	19	9	87	53	0	0
PCT9747	MV	940	323	0	0	63	260	1	30	23	164	42	0	0
PCT9748	ED	913	164	0	0	44	120	2	17	8	62	31	0	0
PCT9748	MV	913	342	3	1	64	274	0	29	24	146	75	0	0
PCT9749	ED	893	143	-1	0	37	107	2	13	18	60	14	0	0
PCT9749	MV	893	266	0	0	43	223	2	39	25	121	36	0	0
PCT9751	ED	977	157	-1	0	33	125	1	16	13	55	40	0	0
