area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	172:NIKI JUDITH SOLIS	173:JEFFREY S. ROSS
PCT7642	MV	909	268	0	0	0	112	156	2	68	86
PCT7643	ED	871	99	0	0	0	39	60	1	24	35
PCT7643	MV	871	355	2	0	1	63	289	0	79	210
PCT7644	ED	1082	156	-2	0	0	44	114	0	44	70
PCT7644	MV	1082	291	1	0	1	66	223	0	76	147
PCT7645	ED	631	63	0	0	0	12	51	1	19	31
PCT7645	MV	631	241	-3	0	0	48	196	0	60	136
PCT7646	ED	1035	110	0	0	0	36	74	2	33	39
PCT7646	MV	1035	326	0	0	0	69	257	0	74	183
PCT7647	ED	1027	107	0	0	0	21	86	2	49	35
PCT7647	MV	1027	185	0	0	0	34	151	0	74	77
PCT7648	MV	2	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	0	19	77	5	34	38
PCT7649	MV	877	234	2	0	0	44	188	1	63	124
PCT7651	ED	555	48	0	0	0	7	41	2	20	19
PCT7651	MV	555	155	0	0	0	26	129	0	50	79
PCT7652	ED	580	68	-1	0	0	20	49	0	19	30
PCT7652	MV	580	163	-3	0	0	37	129	0	50	79
PCT7653	ED	1092	137	1	0	0	33	103	0	43	60
PCT7653	MV	1092	321	0	0	0	65	256	2	92	162
PCT7701	ED	1012	225	0	0	0	61	164	3	79	82
PCT7701	MV	1012	383	2	0	1	92	288	1	114	173
PCT7702	ED	704	117	0	0	0	23	94	0	23	71
PCT7702	MV	704	302	-1	0	1	60	242	1	71	170
PCT7703	MV	172	66	1	0	1	18	46	1	16	29
PCT7704	ED	977	208	0	0	0	50	158	4	57	97
PCT7704	MV	977	396	1	0	0	74	321	2	97	222
PCT7705	ED	547	123	0	0	0	27	96	1	23	72
PCT7705	MV	547	227	0	0	0	43	184	0	62	122
PCT7706	ED	821	189	0	0	0	29	160	0	60	100
PCT7706	MV	821	341	0	0	1	63	277	3	100	174
PCT7707	ED	839	200	1	0	0	43	156	0	62	94
PCT7707	MV	839	379	-1	0	0	83	297	0	82	215
PCT7708	ED	860	181	1	0	0	44	136	1	51	84
PCT7708	MV	860	400	-1	0	0	56	345	0	102	243
PCT7709	ED	383	85	1	0	0	22	62	0	37	25
PCT7709	MV	383	174	0	0	0	32	142	0	79	63
PCT7711	ED	772	162	0	0	0	39	123	0	61	62
PCT7711	MV	772	344	0	0	0	58	286	1	96	189
PCT7712	ED	524	131	0	0	0	25	106	0	63	43
PCT7712	MV	524	230	-1	0	0	38	193	4	86	103
PCT7801	ED	970	230	1	0	0	50	179	0	79	100
PCT7801	MV	970	424	-2	0	0	66	360	0	107	253
PCT7802	ED	762	205	-1	0	0	50	156	1	59	96
PCT7802	MV	762	313	2	0	0	63	248	0	92	156
PCT7803	ED	823	143	0	0	0	32	111	0	59	52
PCT7803	MV	823	412	-1	0	1	69	343	0	108	235
PCT7804	ED	891	236	0	0	0	38	198	2	96	100
PCT7804	MV	891	394	0	0	0	70	324	2	98	224
PCT7805	ED	785	176	1	0	0	28	147	0	78	69
PCT7805	MV	785	348	-1	0	0	70	279	0	99	180
PCT7806	ED	699	163	0	0	0	37	126	0	71	55
PCT7806	MV	699	283	3	0	0	58	222	0	81	141
PCT7807	ED	796	228	2	0	0	44	182	0	93	89
PCT7807	MV	796	273	0	0	0	58	215	2	99	114
PCT7808	ED	655	178	0	0	0	35	143	1	50	92
PCT7808	MV	655	243	0	0	0	45	198	0	96	102
PCT7809	ED	742	160	-1	0	0	33	128	0	71	57
PCT7809	MV	742	267	0	0	0	46	221	0	97	124
PCT7811	ED	726	186	-1	0	0	31	156	0	88	68
PCT7811	MV	726	243	1	0	0	43	199	0	98	101
PCT7812	ED	843	207	0	0	0	46	161	0	75	86
PCT7812	MV	843	292	-2	0	0	47	247	4	99	144
PCT7813	ED	988	251	-1	0	0	65	187	2	95	90
PCT7813	MV	988	362	1	0	0	68	293	0	132	161
PCT7814	ED	892	173	-1	0	0	34	140	2	92	46
PCT7814	MV	892	223	1	0	1	33	188	1	91	96
PCT7815	ED	914	178	-1	0	0	47	132	0	61	71
PCT7815	MV	914	407	0	0	1	73	333	0	132	201
PCT7816	ED	858	202	1	0	0	34	167	1	77	89
PCT7816	MV	858	390	0	0	0	74	316	0	103	213
PCT7817	ED	795	215	-1	0	0	37	179	1	84	94
PCT7817	MV	795	309	2	0	0	42	265	0	117	148
PCT7818	ED	823	172	0	0	0	39	133	1	63	69
PCT7818	MV	823	335	0	0	0	61	274	1	115	158
PCT7819	ED	760	169	0	0	0	33	136	0	73	63
PCT7819	MV	760	297	1	0	0	55	241	0	108	133
PCT7821	ED	947	229	0	0	0	52	177	0	83	94
PCT7821	MV	947	439	0	0	0	71	368	1	139	228
PCT7822	ED	927	244	0	0	0	45	199	0	96	103
PCT7822	MV	927	343	1	0	0	48	294	1	120	173
PCT7823	ED	857	237	0	0	0	44	193	2	111	80
PCT7823	MV	857	347	1	0	0	60	286	0	132	154
PCT7824	ED	756	170	0	0	0	34	136	2	68	66
PCT7824	MV	756	274	3	0	1	42	228	0	102	126
PCT7825	ED	580	160	-1	0	0	35	126	0	62	64
PCT7825	MV	580	215	0	0	0	39	176	0	83	93
PCT7826	ED	665	214	0	0	0	49	165	2	89	74
PCT7826	MV	665	194	-2	0	0	42	154	0	87	67
PCT7827	ED	828	199	0	0	0	39	160	0	104	56
PCT7827	MV	828	252	0	0	0	37	215	1	110	104
PCT7828	ED	976	205	2	0	0	51	152	0	73	79
PCT7828	MV	976	397	-1	0	0	78	320	1	128	191
PCT7829	ED	882	199	0	0	0	37	162	0	66	96
PCT7829	MV	882	391	-1	0	0	70	322	0	95	227
PCT7831	ED	828	202	1	0	0	42	159	0	71	88
PCT7831	MV	828	369	1	0	0	66	302	0	105	197
PCT7832	ED	781	162	-1	0	0	32	131	2	49	80
PCT7832	MV	781	343	-1	0	0	64	280	0	101	179
PCT7833	ED	745	182	-1	0	0	48	135	0	83	52
PCT7833	MV	745	271	0	0	0	46	225	0	123	102
PCT7834	ED	836	225	-1	0	0	53	173	1	110	62
PCT7834	MV	836	288	-1	0	0	50	239	1	131	107
PCT7835	ED	808	175	0	0	0	36	139	3	66	70
PCT7835	MV	808	338	-1	0	0	55	284	1	102	181
PCT7836	ED	979	199	0	0	0	29	170	2	79	89
PCT7836	MV	979	421	0	0	0	79	342	4	146	192
PCT7837	ED	883	237	1	0	0	43	193	0	75	118
PCT7837	MV	883	339	0	0	0	80	259	0	65	194
PCT7838	ED	891	210	0	0	0	41	169	0	60	109
PCT7838	MV	891	413	1	0	1	66	345	0	121	224
PCT7839	ED	830	172	-2	0	0	46	128	0	38	90
PCT7839	MV	830	389	1	0	0	66	322	0	104	218
PCT7841	ED	898	240	0	0	0	63	177	2	77	98
PCT7841	MV	898	353	0	0	1	69	283	1	122	160
PCT7842	ED	873	214	0	0	0	34	180	0	94	86
PCT7842	MV	873	308	2	0	0	52	254	0	124	130
PCT7843	ED	751	182	-1	0	0	33	150	1	86	63
PCT7843	MV	751	267	0	0	0	52	215	0	103	112
PCT7844	ED	635	160	1	0	0	33	126	0	79	47
PCT7844	MV	635	245	-1	0	0	40	206	1	115	90
PCT7845	ED	803	202	-1	0	0	49	154	0	59	95
PCT7845	MV	803	314	-1	0	0	58	257	0	87	170
PCT7846	ED	871	221	-1	0	0	53	169	2	55	112
PCT7846	MV	871	330	3	0	0	62	265	1	83	181
PCT7847	ED	878	207	0	0	0	46	161	1	68	92
PCT7847	MV	878	358	-2	0	1	68	291	0	114	177
PCT7848	ED	838	209	-2	0	0	38	173	1	71	101
PCT7848	MV	838	346	-2	0	1	58	289	2	109	178
PCT7849	ED	904	237	-1	0	0	55	183	1	91	91
PCT7849	MV	904	353	0	0	0	64	289	0	117	172
PCT7851	ED	493	118	0	0	0	35	83	0	23	60
PCT7851	MV	493	204	0	0	0	32	172	0	49	123
PCT7852	ED	634	104	0	0	0	22	82	0	25	57
PCT7852	MV	634	303	0	0	0	46	257	0	83	174
PCT7853	ED	837	180	0	0	0	42	138	2	46	90
PCT7853	MV	837	333	0	0	0	44	289	0	78	211
PCT7854	ED	874	216	0	0	0	49	167	1	78	88
PCT7854	MV	874	346	0	0	0	64	282	0	104	178
PCT7855	ED	949	259	0	0	0	47	212	0	91	121
PCT7855	MV	949	359	-2	0	0	77	284	0	117	167
PCT7856	ED	790	204	1	0	0	33	170	1	79	90
PCT7856	MV	790	312	-1	0	0	62	251	2	96	153
PCT7857	ED	913	226	0	0	0	53	173	1	99	73
PCT7857	MV	913	350	0	0	0	77	273	0	129	144
PCT7858	ED	743	192	0	0	0	41	151	0	95	56
PCT7858	MV	743	252	1	0	0	32	219	0	115	104
PCT7859	ED	879	219	0	0	0	47	172	1	67	104
PCT7859	MV	879	352	0	0	0	66	286	0	92	194
PCT7861	ED	835	184	0	0	0	33	151	2	71	78
PCT7861	MV	835	367	0	0	1	60	306	0	106	200
PCT7862	ED	850	237	0	0	0	45	192	0	88	104
PCT7862	MV	850	323	-1	0	0	55	269	1	93	175
PCT7863	ED	870	237	0	0	0	41	196	2	108	86
PCT7863	MV	870	302	0	0	0	49	253	0	118	135
PCT7864	ED	773	188	0	0	0	33	155	0	85	70
PCT7864	MV	773	284	-2	0	1	53	232	0	103	129
PCT7865	ED	808	178	0	0	0	41	137	0	73	64
PCT7865	MV	808	310	0	0	1	56	253	0	126	127
PCT7866	ED	816	184	0	0	0	41	143	0	49	94
PCT7866	MV	816	389	0	0	0	61	328	0	84	244
PCT7867	ED	932	209	0	0	0	58	151	3	62	86
PCT7867	MV	932	385	3	0	1	58	323	2	134	187
PCT7868	ED	860	218	0	0	0	34	184	3	79	102
PCT7868	MV	860	324	1	0	0	48	275	1	80	194
PCT7869	ED	842	219	1	0	0	40	178	0	81	97
PCT7869	MV	842	376	-1	0	0	67	310	1	120	189
PCT7871	ED	882	240	-3	0	3	51	189	0	81	108
PCT7871	MV	882	364	1	0	0	57	306	3	103	200
PCT7872	ED	864	242	0	0	0	68	174	0	78	96
PCT7872	MV	864	369	0	0	0	86	283	0	121	162
PCT7873	ED	841	231	0	0	0	43	188	1	95	92
PCT7873	MV	841	387	0	0	0	53	334	1	117	216
PCT7874	ED	453	85	0	0	0	14	71	0	30	41
PCT7874	MV	453	174	1	0	0	26	147	1	58	88
PCT7875	ED	615	127	0	0	0	23	104	1	60	43
PCT7875	MV	615	203	-2	0	0	41	164	1	83	80
PCT7876	ED	491	101	0	0	0	23	78	0	40	38
PCT7876	MV	491	148	-1	0	0	41	108	0	44	64
PCT7901	ED	466	87	-1	0	0	29	59	2	36	21
PCT7901	MV	466	133	0	0	0	27	106	0	53	53
PCT7902	ED	921	188	0	0	0	34	154	3	99	52
PCT7902	MV	921	259	0	0	0	46	213	2	121	90
PCT7903	ED	819	144	0	0	1	36	107	1	69	37
PCT7903	MV	819	244	0	0	0	41	203	0	114	89
PCT7904	ED	846	137	0	0	0	26	111	0	70	41
PCT7904	MV	846	248	-1	0	0	38	211	0	95	116
PCT7905	ED	821	199	1	0	0	43	155	2	88	65
PCT7905	MV	821	275	3	0	0	43	229	1	103	125
PCT7906	ED	769	164	1	0	0	43	120	1	73	46
PCT7906	MV	769	214	-1	0	0	44	171	0	90	81
PCT7907	ED	926	201	2	0	0	31	168	1	114	53
PCT7907	MV	926	286	1	0	0	43	242	1	134	107
PCT7908	ED	936	191	0	0	0	33	158	2	90	66
PCT7908	MV	936	267	0	0	0	34	233	2	119	112
PCT7909	ED	726	190	0	0	0	25	165	2	118	45
PCT7909	MV	726	221	0	0	0	39	182	0	110	72
PCT7911	ED	849	192	0	0	0	37	155	3	90	62
PCT7911	MV	849	250	1	0	0	48	201	1	112	88
PCT7912	ED	1036	215	2	0	0	50	163	2	112	49
PCT7912	MV	1036	314	4	0	0	60	250	0	125	125
PCT7913	ED	887	240	0	0	0	42	198	2	127	69
PCT7913	MV	887	244	-1	0	1	33	211	0	124	87
PCT7914	ED	833	208	0	0	0	36	172	3	110	59
PCT7914	MV	833	253	1	0	0	39	213	2	145	66
PCT7915	ED	802	213	0	0	1	52	160	0	111	49
PCT7915	MV	802	222	1	0	0	34	187	0	115	72
PCT7916	ED	887	215	0	0	0	42	173	1	115	57
PCT7916	MV	887	289	0	0	0	37	252	0	144	108
PCT7917	ED	983	254	-1	0	0	56	199	2	147	50
PCT7917	MV	983	287	0	0	2	35	250	3	153	94
PCT7918	ED	790	191	0	0	0	42	149	4	97	48
PCT7918	MV	790	234	-1	0	0	37	198	0	121	77
PCT7919	ED	857	217	0	0	1	40	176	1	110	65
PCT7919	MV	857	241	0	0	0	36	205	0	128	77
PCT7921	ED	883	151	-1	0	1	28	123	5	78	40
PCT7921	MV	883	210	0	0	0	32	178	0	88	90
PCT7922	ED	797	182	1	0	0	37	144	1	97	46
PCT7922	MV	797	241	1	0	0	33	207	1	115	91
PCT7923	ED	863	202	0	0	0	37	165	2	106	57
PCT7923	MV	863	241	0	0	0	33	208	1	128	79
PCT7924	ED	806	172	1	0	0	29	142	3	96	43
PCT7924	MV	806	247	0	0	0	24	223	0	133	90
PCT7925	ED	570	114	0	0	0	20	94	0	73	21
PCT7925	MV	570	191	0	0	0	30	161	0	96	65
PCT7926	ED	768	177	0	0	0	30	147	2	92	53
PCT7926	MV	768	296	0	0	2	56	238	2	113	123
PCT7927	ED	733	187	0	0	0	35	152	3	96	53
PCT7927	MV	733	289	-1	0	0	44	246	1	125	120
PCT7928	ED	899	253	-1	0	0	49	205	2	120	83
PCT7928	MV	899	297	2	0	0	34	261	0	136	125
PCT7929	ED	840	200	-1	0	0	46	155	0	83	72
PCT7929	MV	840	367	2	0	0	47	318	0	151	167
PCT7931	ED	732	189	0	0	0	44	145	0	69	76
PCT7931	MV	732	317	-1	0	0	54	264	2	126	136
PCT7932	ED	551	112	0	0	0	19	93	1	50	42
PCT7932	MV	551	225	0	0	0	40	185	1	84	100
PCT7933	MV	8	4	0	0	0	0	4	0	1	3
PCT7934	ED	885	195	-4	0	0	45	154	1	106	47
PCT7934	MV	885	328	2	0	0	49	277	2	139	136
PCT7935	ED	938	283	0	0	0	57	226	0	137	89
PCT7935	MV	938	370	2	0	0	56	312	0	164	148
PCT7936	ED	832	246	-1	0	0	47	200	0	134	66
PCT7936	MV	832	326	1	0	0	47	278	0	162	116
PCT7937	ED	874	223	0	0	1	39	183	0	113	70
PCT7937	MV	874	309	0	0	0	44	265	1	127	137
PCT7938	ED	774	162	0	0	0	37	125	1	81	43
PCT7938	MV	774	247	0	0	0	30	217	0	115	102
PCT7939	ED	667	186	2	0	0	41	143	4	85	54
PCT7939	MV	667	230	1	0	0	43	186	0	96	90
PCT7941	ED	728	167	1	0	0	28	138	3	80	55
PCT7941	MV	728	236	1	0	1	38	196	0	115	81
PCT7942	ED	893	166	1	0	0	41	124	0	66	58
PCT7942	MV	893	286	-1	0	0	52	235	2	130	103
PCT7943	ED	887	192	0	0	0	30	162	0	85	77
PCT7943	MV	887	319	2	0	0	43	274	1	130	143
PCT7944	ED	769	201	-1	0	0	33	169	1	97	71
PCT7944	MV	769	235	0	0	1	36	198	1	101	96
PCT7945	ED	897	118	0	0	0	20	98	1	55	42
PCT7945	MV	897	294	3	0	0	49	242	0	134	108
PCT7946	ED	909	134	1	0	0	29	104	1	56	47
PCT7946	MV	909	348	3	0	0	65	280	4	85	191
PCT7947	ED	894	128	-1	0	0	28	101	1	51	49
PCT7947	MV	894	327	-1	0	0	78	250	2	68	180
PCT7948	ED	900	165	0	0	0	35	130	1	69	60
PCT7948	MV	900	313	-2	0	0	60	255	3	99	153
PCT7949	ED	552	78	3	0	0	20	55	0	31	24
PCT7949	MV	552	224	0	0	0	44	180	1	44	135
PCT7951	ED	830	97	0	0	0	17	80	0	37	43
PCT7951	MV	830	341	0	0	0	64	277	2	96	179
PCT7952	ED	823	100	0	0	0	24	76	2	38	36
PCT7952	MV	823	288	-1	0	0	50	239	0	78	161
PCT7953	ED	795	103	-2	0	0	19	86	1	44	41
PCT7953	MV	795	294	0	0	0	56	238	0	80	158
PCT7955	ED	854	116	0	0	0	20	96	0	46	50
PCT7955	MV	854	320	0	0	0	61	259	0	86	173
PCT7956	ED	779	101	0	0	0	39	62	1	31	30
PCT7956	MV	779	247	3	0	0	35	209	0	56	153
PCT7957	ED	623	97	1	0	0	23	73	3	35	35
PCT7957	MV	623	217	0	0	0	45	172	1	59	112
PCT7958	MV	263	104	0	0	0	18	86	1	26	59
PCT7959	ED	695	110	0	0	0	22	88	1	57	30
PCT7959	MV	695	190	0	0	0	32	158	3	68	87
PCT9001	MV	257	101	2	0	0	11	88	2	28	58
PCT9101	ED	833	190	0	0	0	48	142	1	66	75
PCT9101	MV	833	323	0	0	0	65	258	0	84	174
PCT9102	ED	950	182	-1	0	0	45	138	0	66	72
PCT9102	MV	950	335	4	0	0	58	273	0	94	179
PCT9103	ED	924	174	0	0	0	36	138	1	53	84
PCT9103	MV	924	302	0	0	0	68	234	4	77	153
PCT9104	ED	937	176	0	0	0	46	130	3	80	47
PCT9104	MV	937	332	0	0	0	64	268	0	107	161
PCT9105	ED	888	191	1	0	0	49	141	1	44	96
PCT9105	MV	888	339	-1	0	0	53	287	3	97	187
PCT9106	ED	907	213	1	0	0	48	164	0	57	107
PCT9106	MV	907	334	4	0	0	64	266	0	99	167
PCT9107	ED	806	164	0	0	0	40	124	0	54	70
PCT9107	MV	806	246	1	0	0	50	195	1	95	99
PCT9108	ED	761	185	-1	0	0	37	149	1	78	70
PCT9108	MV	761	220	-1	0	0	39	182	0	69	113
PCT9109	ED	848	205	-1	0	0	57	149	2	67	80
PCT9109	MV	848	285	4	0	0	49	232	0	78	154
PCT9111	ED	756	150	0	0	0	37	113	0	57	56
PCT9111	MV	756	226	-1	0	0	37	190	1	83	106
PCT9112	ED	918	211	0	0	0	42	169	1	75	93
PCT9112	MV	918	295	0	0	1	57	237	1	100	136
PCT9113	ED	959	231	0	0	0	53	178	1	78	99
PCT9113	MV	959	351	1	0	0	76	274	0	94	180
PCT9114	ED	820	170	0	0	0	51	119	1	58	60
PCT9114	MV	820	273	1	0	0	55	217	0	89	128
PCT9115	ED	873	172	0	0	0	35	137	0	71	66
PCT9115	MV	873	287	2	0	0	48	237	2	116	119
PCT9116	ED	903	193	2	0	0	36	155	4	87	64
PCT9116	MV	903	314	4	0	1	58	251	2	108	141
PCT9117	ED	756	180	2	0	0	32	146	0	61	85
PCT9117	MV	756	285	1	0	1	60	223	0	64	159
PCT9118	ED	923	184	0	0	0	49	135	1	54	80
PCT9118	MV	923	268	0	0	0	62	206	0	70	136
PCT9119	ED	856	152	-2	0	0	41	113	0	52	61
PCT9119	MV	856	323	0	0	0	49	274	0	102	172
PCT9121	ED	890	188	0	0	0	43	145	1	62	82
PCT9121	MV	890	274	0	0	0	52	222	3	81	138
PCT9122	ED	913	131	0	0	0	29	102	0	43	59
PCT9122	MV	913	292	1	0	0	65	226	0	78	148
PCT9123	ED	829	175	0	0	0	36	139	0	63	76
PCT9123	MV	829	270	1	0	0	46	223	2	85	136
PCT9124	ED	832	150	0	0	0	39	111	0	47	64
PCT9124	MV	832	290	1	0	0	62	227	2	78	147
PCT9125	ED	822	159	1	0	0	39	119	2	56	61
PCT9125	MV	822	299	-3	0	0	60	242	0	93	149
PCT9126	ED	945	186	0	0	0	46	140	0	65	75
PCT9126	MV	945	350	0	0	0	84	266	1	104	161
PCT9127	ED	908	209	0	0	0	52	157	0	61	96
PCT9127	MV	908	315	-1	0	0	62	254	0	91	163
PCT9128	ED	805	188	0	0	0	40	148	0	68	80
PCT9128	MV	805	296	0	0	0	64	232	0	79	153
PCT9129	ED	713	173	0	0	0	36	137	2	56	79
PCT9129	MV	713	225	3	0	0	49	173	0	65	108
PCT9131	ED	740	151	0	0	0	32	119	1	67	51
PCT9131	MV	740	274	2	0	1	46	225	0	88	137
PCT9132	ED	827	167	0	0	0	43	124	1	73	50
PCT9132	MV	827	251	0	0	0	51	200	2	78	120
PCT9133	ED	1007	188	0	0	0	36	152	0	68	84
PCT9133	MV	1007	388	1	0	1	72	314	1	139	174
PCT9134	ED	893	132	0	0	0	36	96	1	57	38
PCT9134	MV	893	297	3	0	1	52	241	2	101	138
PCT9135	ED	778	149	0	0	0	35	114	1	51	62
PCT9135	MV	778	269	1	0	0	47	221	2	88	131
PCT9136	ED	894	191	0	0	0	38	153	1	74	78
PCT9136	MV	894	289	4	0	0	67	218	1	94	123
PCT9137	ED	946	201	0	0	0	55	146	0	69	77
PCT9137	MV	946	323	3	0	0	77	243	1	90	152
PCT9138	ED	892	155	-1	0	0	42	114	0	45	69
PCT9138	MV	892	323	-2	0	0	61	264	5	84	175
PCT9139	ED	912	163	-1	0	0	45	119	1	48	70
PCT9139	MV	912	356	1	0	0	62	293	1	93	199
PCT9141	ED	904	168	2	0	0	37	129	0	64	65
PCT9141	MV	904	328	-1	0	0	52	277	0	99	178
PCT9142	ED	921	219	1	0	0	37	181	2	98	81
PCT9142	MV	921	288	-1	0	0	52	237	1	97	139
PCT9143	ED	887	196	0	0	0	46	150	1	69	80
PCT9143	MV	887	315	3	0	0	64	248	0	83	165
PCT9144	ED	931	221	1	0	0	58	162	1	79	82
PCT9144	MV	931	322	-2	0	0	69	255	1	74	180
PCT9145	ED	837	197	0	0	0	46	151	0	66	85
PCT9145	MV	837	282	0	0	0	55	227	0	82	145
PCT9146	ED	866	206	0	0	0	48	158	1	81	76
PCT9146	MV	866	297	-1	0	0	61	237	1	115	121
PCT9147	ED	920	227	1	0	0	38	188	1	95	92
PCT9147	MV	920	318	-2	0	0	75	245	1	106	138
PCT9148	ED	946	226	0	0	0	46	180	1	87	92
PCT9148	MV	946	322	3	0	0	51	268	1	100	167
PCT9149	ED	884	196	0	0	0	39	157	1	78	78
PCT9149	MV	884	296	-1	0	0	52	245	2	103	140
PCT9151	ED	806	152	-1	0	0	35	118	0	50	68
PCT9151	MV	806	267	-1	0	0	62	206	1	64	141
PCT9152	ED	712	67	1	0	0	14	52	0	30	22
PCT9152	MV	712	138	1	0	0	20	117	1	56	60
PCT9201	ED	953	201	0	0	0	36	165	1	97	67
PCT9201	MV	953	229	2	0	0	50	177	2	79	96
PCT9202	ED	908	184	-1	0	0	42	143	0	56	87
PCT9202	MV	908	218	0	0	0	46	172	0	84	88
PCT9203	ED	968	145	0	0	0	42	103	1	34	68
PCT9203	MV	968	300	4	0	0	61	235	0	58	177
PCT9204	ED	809	147	0	0	0	46	101	1	36	64
PCT9204	MV	809	223	-3	0	0	50	176	0	41	135
PCT9205	ED	694	113	0	0	0	37	76	0	31	45
PCT9205	MV	694	201	2	0	0	57	142	0	38	104
PCT9206	ED	887	135	-1	0	0	28	108	0	32	76
PCT9206	MV	887	294	0	0	0	56	238	1	62	175
PCT9207	ED	913	148	0	0	0	39	109	1	27	81
PCT9207	MV	913	249	1	0	0	52	196	0	40	156
PCT9208	ED	936	147	0	0	0	43	104	2	28	74
PCT9208	MV	936	240	-1	0	0	62	179	0	57	122
PCT9209	ED	675	121	-1	0	0	43	79	0	27	52
PCT9209	MV	675	188	0	0	0	46	142	2	22	118
PCT9211	ED	834	130	0	0	0	31	99	0	30	69
PCT9211	MV	834	212	1	0	0	49	162	2	45	115
PCT9212	ED	764	121	0	0	0	32	89	0	30	59
PCT9212	MV	764	205	3	0	0	52	150	1	46	103
PCT9213	ED	890	140	0	0	0	35	105	0	39	66
PCT9213	MV	890	260	2	0	0	70	188	1	62	125
PCT9214	ED	581	92	0	0	0	35	57	0	18	39
PCT9214	MV	581	203	2	0	0	50	151	1	36	114
PCT9215	ED	626	130	0	0	0	44	86	0	21	65
PCT9215	MV	626	170	-1	0	0	31	140	0	23	117
PCT9216	ED	798	134	-1	0	0	37	98	0	25	73
PCT9216	MV	798	206	0	0	0	55	151	0	36	115
PCT9217	ED	684	123	0	0	0	32	91	0	33	58
PCT9217	MV	684	187	3	0	0	44	140	0	46	94
PCT9218	ED	797	119	0	0	0	30	89	1	29	59
PCT9218	MV	797	225	2	0	1	60	162	0	42	120
PCT9219	ED	733	146	0	0	0	37	109	1	41	67
PCT9219	MV	733	187	0	0	1	39	147	0	46	101
PCT9221	ED	641	121	0	0	0	34	87	1	17	69
PCT9221	MV	641	278	1	0	1	50	226	0	37	189
PCT9222	ED	842	139	-1	0	0	36	104	1	19	84
PCT9222	MV	842	268	3	0	0	57	208	0	41	167
PCT9223	ED	606	88	1	0	0	19	68	0	20	48
PCT9223	MV	606	202	1	0	0	43	158	0	28	130
PCT9224	ED	912	171	6	0	0	45	120	1	45	74
PCT9224	MV	912	308	7	0	0	67	234	1	68	165
PCT9225	ED	898	161	0	0	0	34	127	1	40	86
PCT9225	MV	898	243	0	0	0	56	187	0	54	133
PCT9226	ED	905	143	-1	0	0	37	107	1	29	77
PCT9226	MV	905	312	0	0	0	82	230	2	62	166
PCT9227	ED	729	140	0	0	0	30	110	1	35	74
PCT9227	MV	729	304	-1	0	0	60	245	0	50	195
PCT9228	ED	726	175	3	0	0	44	128	0	34	94
PCT9228	MV	726	277	4	0	0	56	217	0	45	172
PCT9229	ED	596	130	-1	0	0	31	100	0	29	71
PCT9229	MV	596	219	-1	0	0	36	184	0	32	152
PCT9231	ED	919	221	-2	0	0	45	178	0	52	126
PCT9231	MV	919	294	-2	0	0	54	242	0	77	165
PCT9232	ED	701	151	0	0	0	37	114	2	39	73
PCT9232	MV	701	274	1	0	0	52	221	1	46	174
PCT9233	ED	774	139	0	0	0	47	92	0	17	75
PCT9233	MV	774	308	2	0	0	72	234	0	52	182
PCT9234	ED	731	131	-1	0	0	33	99	0	25	74
PCT9234	MV	731	281	3	0	0	49	229	0	46	183
PCT9235	ED	842	174	1	0	0	42	131	0	40	91
PCT9235	MV	842	298	-1	0	1	62	236	1	54	181
PCT9236	ED	658	130	0	0	0	39	91	0	19	72
PCT9236	MV	658	207	3	0	0	44	160	0	38	122
PCT9237	ED	880	145	0	0	0	36	109	1	36	72
PCT9237	MV	880	331	-1	0	0	86	246	2	55	189
PCT9238	ED	792	130	0	0	0	37	93	0	25	68
PCT9238	MV	792	271	-1	0	0	57	215	1	45	169
PCT9239	ED	835	117	0	0	0	31	86	2	20	64
PCT9239	MV	835	318	0	0	0	63	255	0	56	199
PCT9241	ED	961	158	1	0	0	31	126	1	39	86
PCT9241	MV	961	322	2	0	0	51	269	1	65	203
PCT9242	ED	940	154	0	0	0	53	101	0	31	70
PCT9242	MV	940	300	3	0	0	54	243	1	74	168
PCT9243	ED	572	135	0	0	0	36	99	1	31	67
PCT9243	MV	572	188	1	0	0	43	144	0	48	96
PCT9244	ED	880	149	1	0	0	35	113	2	35	76
PCT9244	MV	880	269	-1	0	0	70	200	0	66	134
PCT9245	ED	706	128	0	0	0	34	94	2	25	67
PCT9245	MV	706	226	2	0	1	52	171	1	53	117
PCT9246	ED	910	139	0	0	0	44	95	0	29	66
PCT9246	MV	910	299	-1	0	0	86	214	1	77	136
PCT9247	ED	936	151	-1	0	0	33	119	1	48	70
PCT9247	MV	936	303	1	0	0	59	243	0	82	161
PCT9248	ED	898	181	0	0	0	54	127	0	63	64
PCT9248	MV	898	282	6	0	0	62	214	0	76	138
PCT9249	ED	910	187	1	0	0	49	137	0	50	87
PCT9249	MV	910	314	3	0	0	58	253	1	68	184
PCT9251	ED	946	204	0	0	0	45	159	0	46	113
PCT9251	MV	946	342	-1	0	0	69	274	0	80	194
PCT9252	ED	913	140	-1	0	0	34	107	0	51	56
PCT9252	MV	913	352	1	0	0	60	291	2	93	196
PCT9253	ED	751	138	4	0	0	35	99	1	39	59
PCT9253	MV	751	272	0	0	0	59	213	0	56	157
PCT9254	ED	889	168	0	0	0	34	134	1	59	74
