area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	36:YES	37:NO
ALL	TO	495050	206340	0	119	4670	201551	36666	164885
ALL	ED	495050	59414	0	32	1301	58081	10092	47989
ALL	MV	495050	146926	0	87	3369	143470	26574	116896
PCT1101	ED	557	54	0	0	1	53	14	39
PCT1101	MV	557	166	0	0	1	165	44	121
PCT1101	TO	557	220	0	0	2	218	58	160
PCT1102	ED	994	145	0	0	2	143	29	114
PCT1102	MV	994	304	0	0	5	299	75	224
PCT1102	TO	994	449	0	0	7	442	104	338
PCT1103	ED	962	111	0	0	1	110	18	92
PCT1103	MV	962	283	0	0	3	280	74	206
PCT1103	TO	962	394	0	0	4	390	92	298
PCT1104	ED	1012	109	0	0	4	105	20	85
PCT1104	MV	1012	271	0	0	4	267	65	202
PCT1104	TO	1012	380	0	0	8	372	85	287
PCT1106	ED	1505	168	0	0	2	166	42	124
PCT1106	MV	1505	435	0	0	9	426	97	329
PCT1106	TO	1505	603	0	0	11	592	139	453
PCT1108	ED	908	95	0	0	0	95	13	82
PCT1108	MV	908	272	0	0	8	264	34	230
PCT1108	TO	908	367	0	0	8	359	47	312
PCT1109	ED	805	93	0	0	2	91	20	71
PCT1109	MV	805	233	0	0	6	227	41	186
PCT1109	TO	805	326	0	0	8	318	61	257
PCT1111	ED	1025	106	0	0	1	105	24	81
PCT1111	MV	1025	303	0	0	8	295	87	208
PCT1111	TO	1025	409	0	0	9	400	111	289
PCT1112	ED	770	65	0	0	1	64	16	48
PCT1112	MV	770	217	0	1	2	214	51	163
PCT1112	TO	770	282	0	1	3	278	67	211
PCT1114	ED	1741	129	0	0	4	125	31	94
PCT1114	MV	1741	501	0	1	14	486	109	377
PCT1114	TO	1741	630	0	1	18	611	140	471
PCT1115	ED	1838	165	0	0	4	161	34	127
PCT1115	MV	1838	467	0	0	8	459	136	323
PCT1115	TO	1838	632	0	0	12	620	170	450
PCT1117	ED	1771	155	0	0	4	151	42	109
PCT1117	MV	1771	443	0	0	13	430	90	340
PCT1117	TO	1771	598	0	0	17	581	132	449
PCT1118	ED	1057	99	0	0	2	97	13	84
PCT1118	MV	1057	319	0	0	10	309	58	251
PCT1118	TO	1057	418	0	0	12	406	71	335
PCT1119	ED	771	66	0	1	0	65	9	56
PCT1119	MV	771	226	0	0	10	216	42	174
PCT1119	TO	771	292	0	1	10	281	51	230
PCT1122	ED	638	48	0	0	2	46	12	34
PCT1122	MV	638	188	0	0	2	186	41	145
PCT1122	TO	638	236	0	0	4	232	53	179
PCT1124	ED	812	64	0	0	2	62	14	48
PCT1124	MV	812	188	0	0	3	185	60	125
PCT1124	TO	812	252	0	0	5	247	74	173
PCT1125	ED	1064	48	0	0	0	48	16	32
PCT1125	MV	1064	271	0	0	6	265	70	195
PCT1125	TO	1064	319	0	0	6	313	86	227
PCT1126	ED	1676	121	0	0	1	120	24	96
PCT1126	MV	1676	442	0	0	7	435	113	322
PCT1126	TO	1676	563	0	0	8	555	137	418
PCT1127	ED	1827	157	0	0	3	154	35	119
PCT1127	MV	1827	488	0	0	14	474	109	365
PCT1127	TO	1827	645	0	0	17	628	144	484
PCT1129	ED	1018	85	0	1	5	79	27	52
PCT1129	MV	1018	253	0	0	4	249	59	190
PCT1129	TO	1018	338	0	1	9	328	86	242
PCT1131	ED	836	49	0	0	2	47	13	34
PCT1131	MV	836	226	0	0	3	223	60	163
PCT1131	TO	836	275	0	0	5	270	73	197
PCT1132	ED	1010	47	0	0	1	46	10	36
PCT1132	MV	1010	312	0	0	7	305	89	216
PCT1132	TO	1010	359	0	0	8	351	99	252
PCT1133	ED	857	49	0	0	0	49	8	41
PCT1133	MV	857	255	0	0	7	248	48	200
PCT1133	TO	857	304	0	0	7	297	56	241
PCT1134	ED	762	70	0	0	2	68	9	59
PCT1134	MV	762	215	0	0	6	209	40	169
PCT1134	TO	762	285	0	0	8	277	49	228
PCT1135	ED	554	46	0	0	1	45	8	37
PCT1135	MV	554	195	0	1	7	187	50	137
PCT1135	TO	554	241	0	1	8	232	58	174
PCT1136	ED	847	53	0	0	1	52	12	40
PCT1136	MV	847	248	0	0	2	246	60	186
PCT1136	TO	847	301	0	0	3	298	72	226
PCT1141	ED	1042	103	0	0	1	102	27	75
PCT1141	MV	1042	306	0	0	9	297	66	231
PCT1141	TO	1042	409	0	0	10	399	93	306
PCT1143	ED	1024	109	0	0	2	107	22	85
PCT1143	MV	1024	254	0	0	8	246	62	184
PCT1143	TO	1024	363	0	0	10	353	84	269
PCT1144	ED	1804	177	0	0	4	173	32	141
PCT1144	MV	1804	514	0	0	15	499	97	402
PCT1144	TO	1804	691	0	0	19	672	129	543
PCT1145	ED	894	83	0	0	3	80	7	73
PCT1145	MV	894	297	0	0	6	291	52	239
PCT1145	TO	894	380	0	0	9	371	59	312
PCT1146	ED	1008	83	0	0	1	82	17	65
PCT1146	MV	1008	275	0	0	5	270	62	208
PCT1146	TO	1008	358	0	0	6	352	79	273
PCT1147	ED	868	89	0	0	4	85	20	65
PCT1147	MV	868	235	0	0	5	230	72	158
PCT1147	TO	868	324	0	0	9	315	92	223
PCT1148	ED	1002	100	0	0	5	95	18	77
PCT1148	MV	1002	269	0	0	10	259	88	171
PCT1148	TO	1002	369	0	0	15	354	106	248
PCT1149	ED	911	90	0	0	2	88	18	70
PCT1149	MV	911	237	0	1	4	232	49	183
PCT1149	TO	911	327	0	1	6	320	67	253
PCT1151	ED	0	0	0	0	0	0	0	0
PCT1151	MV	0	0	0	0	0	0	0	0
PCT1151	TO	0	0	0	0	0	0	0	0
PCT1152	ED	1815	155	0	0	2	153	32	121
PCT1152	MV	1815	499	0	1	10	488	126	362
PCT1152	TO	1815	654	0	1	12	641	158	483
PCT1154	ED	0	0	0	0	0	0	0	0
PCT1154	MV	0	0	0	0	0	0	0	0
PCT1154	TO	0	0	0	0	0	0	0	0
PCT7001	ED	752	59	0	0	1	58	5	53
PCT7001	MV	752	232	0	0	1	231	39	192
PCT7001	TO	752	291	0	0	2	289	44	245
PCT7002	ED	659	61	0	0	1	60	10	50
PCT7002	MV	659	151	0	0	3	148	33	115
PCT7002	TO	659	212	0	0	4	208	43	165
PCT7003	ED	1755	233	0	0	2	231	42	189
PCT7003	MV	1755	606	0	0	12	594	69	525
PCT7003	TO	1755	839	0	0	14	825	111	714
PCT7005	ED	850	124	0	0	2	122	11	111
PCT7005	MV	850	280	0	0	1	279	32	247
PCT7005	TO	850	404	0	0	3	401	43	358
PCT7006	ED	921	135	0	1	1	133	18	115
PCT7006	MV	921	263	0	1	6	256	40	216
PCT7006	TO	921	398	0	2	7	389	58	331
PCT7007	ED	1821	269	0	1	5	263	28	235
PCT7007	MV	1821	608	0	0	7	601	83	518
PCT7007	TO	1821	877	0	1	12	864	111	753
PCT7009	ED	874	74	0	0	3	71	14	57
PCT7009	MV	874	317	0	0	5	312	55	257
PCT7009	TO	874	391	0	0	8	383	69	314
PCT7011	ED	951	87	0	0	1	86	14	72
PCT7011	MV	951	168	0	0	1	167	27	140
PCT7011	TO	951	255	0	0	2	253	41	212
PCT7012	ED	1165	149	0	0	1	148	35	113
PCT7012	MV	1165	366	0	0	3	363	61	302
PCT7012	TO	1165	515	0	0	4	511	96	415
PCT7013	ED	1033	93	0	0	2	91	17	74
PCT7013	MV	1033	283	0	0	9	274	51	223
PCT7013	TO	1033	376	0	0	11	365	68	297
PCT7014	ED	1388	136	0	0	0	136	20	116
PCT7014	MV	1388	417	0	1	10	406	67	339
PCT7014	TO	1388	553	0	1	10	542	87	455
PCT7015	ED	104	1	0	0	0	1	0	1
PCT7015	MV	104	25	0	0	1	24	7	17
PCT7015	TO	104	26	0	0	1	25	7	18
PCT7016	ED	912	75	0	0	1	74	18	56
PCT7016	MV	912	174	0	0	9	165	49	116
PCT7016	TO	912	249	0	0	10	239	67	172
PCT7017	ED	781	50	0	0	3	47	12	35
PCT7017	MV	781	143	0	1	6	136	25	111
PCT7017	TO	781	193	0	1	9	183	37	146
PCT7019	ED	1908	121	0	1	2	118	30	88
PCT7019	MV	1908	558	0	2	16	540	152	388
PCT7019	TO	1908	679	0	3	18	658	182	476
PCT7021	ED	955	96	0	0	6	90	30	60
PCT7021	MV	955	212	0	0	8	204	47	157
PCT7021	TO	955	308	0	0	14	294	77	217
PCT7022	ED	943	94	0	0	4	90	18	72
PCT7022	MV	943	215	0	0	9	206	45	161
PCT7022	TO	943	309	0	0	13	296	63	233
PCT7024	ED	448	39	0	1	2	36	15	21
PCT7024	MV	448	34	0	0	0	34	16	18
PCT7024	TO	448	73	0	1	2	70	31	39
PCT7025	ED	473	34	0	0	1	33	7	26
PCT7025	MV	473	58	0	0	0	58	19	39
PCT7025	TO	473	92	0	0	1	91	26	65
PCT7026	ED	1009	56	0	0	1	55	13	42
PCT7026	MV	1009	303	0	1	8	294	82	212
PCT7026	TO	1009	359	0	1	9	349	95	254
PCT7027	ED	883	86	0	0	3	83	18	65
PCT7027	MV	883	230	0	0	8	222	59	163
PCT7027	TO	883	316	0	0	11	305	77	228
PCT7028	ED	849	114	0	0	2	112	22	90
PCT7028	MV	849	168	0	1	2	165	43	122
PCT7028	TO	849	282	0	1	4	277	65	212
PCT7029	ED	1812	146	0	0	7	139	35	104
PCT7029	MV	1812	385	0	0	11	374	99	275
PCT7029	TO	1812	531	0	0	18	513	134	379
PCT7030	ED	787	54	0	0	0	54	14	40
PCT7030	MV	787	243	0	0	9	234	50	184
PCT7030	TO	787	297	0	0	9	288	64	224
PCT7031	ED	680	37	0	0	0	37	6	31
PCT7031	MV	680	210	0	0	5	205	65	140
PCT7031	TO	680	247	0	0	5	242	71	171
PCT7032	ED	876	70	0	0	4	66	18	48
PCT7032	MV	876	212	0	0	2	210	71	139
PCT7032	TO	876	282	0	0	6	276	89	187
PCT7033	ED	770	88	0	0	3	85	22	63
PCT7033	MV	770	164	0	0	5	159	41	118
PCT7033	TO	770	252	0	0	8	244	63	181
PCT7034	ED	954	61	0	0	3	58	19	39
PCT7034	MV	954	119	0	0	6	113	40	73
PCT7034	TO	954	180	0	0	9	171	59	112
PCT7035	ED	681	46	0	0	2	44	13	31
PCT7035	MV	681	181	0	0	4	177	31	146
PCT7035	TO	681	227	0	0	6	221	44	177
PCT7037	ED	1676	80	0	1	4	75	25	50
PCT7037	MV	1676	268	0	0	8	260	76	184
PCT7037	TO	1676	348	0	1	12	335	101	234
PCT7038	ED	924	49	0	0	3	46	18	28
PCT7038	MV	924	244	0	0	4	240	62	178
PCT7038	TO	924	293	0	0	7	286	80	206
PCT7039	ED	830	84	0	0	3	81	16	65
PCT7039	MV	830	197	0	0	6	191	47	144
PCT7039	TO	830	281	0	0	9	272	63	209
PCT7041	ED	60	0	0	0	0	0	0	0
PCT7041	MV	60	13	0	0	0	13	4	9
PCT7041	TO	60	13	0	0	0	13	4	9
PCT7042	ED	1069	92	0	0	4	88	24	64
PCT7042	MV	1069	266	0	0	4	262	67	195
PCT7042	TO	1069	358	0	0	8	350	91	259
PCT7043	ED	961	61	0	0	1	60	16	44
PCT7043	MV	961	228	0	0	4	224	54	170
PCT7043	TO	961	289	0	0	5	284	70	214
PCT7044	ED	844	42	0	0	0	42	15	27
PCT7044	MV	844	115	0	0	2	113	45	68
PCT7044	TO	844	157	0	0	2	155	60	95
PCT7045	ED	783	49	0	0	1	48	9	39
PCT7045	MV	783	243	0	0	12	231	55	176
PCT7045	TO	783	292	0	0	13	279	64	215
PCT7047	ED	1727	102	0	0	4	98	19	79
PCT7047	MV	1727	509	0	1	20	488	147	341
PCT7047	TO	1727	611	0	1	24	586	166	420
PCT7048	ED	870	53	0	0	0	53	13	40
PCT7048	MV	870	209	0	0	4	205	63	142
PCT7048	TO	870	262	0	0	4	258	76	182
PCT7049	ED	815	68	0	0	2	66	20	46
PCT7049	MV	815	200	0	0	10	190	51	139
PCT7049	TO	815	268	0	0	12	256	71	185
