area_id	subtotal_type	party	RSReg	RSCst	RSCnt	RSPnd	RSCha
PCT1108	MV	NPP	224	85	84	0	1
PCT1109	TO	ALL	805	330	326
PCT1109	TO	*
PCT1109	ED	ALL	180	93	93
PCT1109	ED	*
PCT1109	MV	ALL	625	237	233	0	3
PCT1109	MV	AI	8	3	3	0	0
PCT1109	MV	DEM	344	129	128	0	1
PCT1109	MV	GRN	3	3	3	0	0
PCT1109	MV	LIB	1	0	0	0	0
PCT1109	MV	PF	4	2	2	0	0
PCT1109	MV	REP	34	14	14	0	0
PCT1109	MV	NPP	231	86	84	0	2
PCT1111	TO	ALL	1025	416	406
PCT1111	TO	*
PCT1111	ED	ALL	229	106	106
PCT1111	ED	*
PCT1111	MV	ALL	796	310	300	0	7
PCT1111	MV	AI	8	4	4	0	0
PCT1111	MV	DEM	408	157	151	0	6
PCT1111	MV	GRN	8	2	2	0	0
PCT1111	MV	LIB	3	1	1	0	0
PCT1111	MV	PF	3	1	1	0	0
PCT1111	MV	REP	43	20	20	0	0
PCT1111	MV	NPP	323	125	124	0	1
PCT1112	TO	ALL	770	290	286
PCT1112	TO	*
PCT1112	ED	ALL	184	65	65
PCT1112	ED	*
PCT1112	MV	ALL	586	225	221	0	3
PCT1112	MV	AI	5	1	1	0	0
PCT1112	MV	DEM	295	123	121	0	2
PCT1112	MV	GRN	1	0	0	0	0
PCT1112	MV	LIB	4	0	0	0	0
PCT1112	MV	PF	2	1	1	0	0
PCT1112	MV	REP	26	11	11	0	0
PCT1112	MV	NPP	253	89	88	0	1
PCT1114	TO	ALL	1741	641	627
PCT1114	TO	*
PCT1114	ED	ALL	378	129	129
PCT1114	ED	*
PCT1114	MV	ALL	1363	512	498	0	11
PCT1114	MV	AI	31	9	9	0	0
PCT1114	MV	DEM	707	258	251	0	7
PCT1114	MV	GRN	9	7	7	0	0
PCT1114	MV	LIB	6	1	1	0	0
PCT1114	MV	PF	9	2	2	0	0
PCT1114	MV	REP	91	35	35	0	0
PCT1114	MV	NPP	510	200	196	0	4
PCT1115	TO	ALL	1838	638	632
PCT1115	TO	*
PCT1115	ED	ALL	458	165	165
PCT1115	ED	*
PCT1115	MV	ALL	1380	473	467	0	5
PCT1115	MV	AI	21	6	6	0	0
PCT1115	MV	DEM	733	261	257	0	4
PCT1115	MV	GRN	7	2	2	0	0
PCT1115	MV	LIB	12	2	2	0	0
PCT1115	MV	PF	6	0	0	0	0
PCT1115	MV	REP	70	31	31	0	0
PCT1115	MV	NPP	531	171	170	0	1
PCT1117	TO	ALL	1771	607	597
PCT1117	TO	*
PCT1117	ED	ALL	464	155	155
PCT1117	ED	*
PCT1117	MV	ALL	1307	452	442	0	7
PCT1117	MV	AI	20	7	6	0	1
PCT1117	MV	DEM	710	265	261	0	4
PCT1117	MV	GRN	4	1	1	0	0
PCT1117	MV	LIB	6	2	2	0	0
PCT1117	MV	PF	7	2	2	0	0
PCT1117	MV	REP	54	22	22	0	0
PCT1117	MV	NPP	506	153	151	0	2
PCT1118	TO	ALL	1057	430	419
PCT1118	TO	*
PCT1118	ED	ALL	252	99	99
PCT1118	ED	*
PCT1118	MV	ALL	805	331	320	0	8
PCT1118	MV	AI	15	4	3	0	1
PCT1118	MV	DEM	437	170	166	0	4
PCT1118	MV	GRN	5	3	3	0	0
PCT1118	MV	LIB	4	0	0	0	0
PCT1118	MV	PF	1	1	1	0	0
PCT1118	MV	REP	26	12	12	0	0
PCT1118	MV	NPP	317	141	138	0	3
PCT1119	TO	ALL	771	296	293
PCT1119	TO	*
PCT1119	ED	ALL	162	67	67
PCT1119	ED	*
PCT1119	MV	ALL	609	229	226	0	2
PCT1119	MV	AI	7	1	1	0	0
PCT1119	MV	DEM	363	143	143	0	0
PCT1119	MV	GRN	1	0	0	0	0
PCT1119	MV	LIB	4	0	0	0	0
PCT1119	MV	PF	7	2	1	0	1
PCT1119	MV	REP	28	10	10	0	0
PCT1119	MV	NPP	199	73	72	0	1
PCT1122	TO	ALL	638	242	237
PCT1122	TO	*
PCT1122	ED	ALL	122	49	49
PCT1122	ED	*
PCT1122	MV	ALL	516	193	188	0	4
PCT1122	MV	AI	9	4	4	0	0
PCT1122	MV	DEM	259	104	103	0	1
PCT1122	MV	GRN	0	0	0	0	0
PCT1122	MV	LIB	1	1	1	0	0
PCT1122	MV	PF	1	1	1	0	0
PCT1122	MV	REP	33	18	18	0	0
PCT1122	MV	NPP	213	65	62	0	3
PCT1124	TO	ALL	812	254	252
PCT1124	TO	*
PCT1124	ED	ALL	225	64	64
PCT1124	ED	*
PCT1124	MV	ALL	587	190	188	0	2
PCT1124	MV	AI	12	1	1	0	0
PCT1124	MV	DEM	321	100	98	0	2
PCT1124	MV	GRN	2	0	0	0	0
PCT1124	MV	LIB	5	3	3	0	0
PCT1124	MV	PF	6	1	1	0	0
PCT1124	MV	REP	23	15	15	0	0
PCT1124	MV	NPP	218	70	70	0	0
PCT1125	TO	ALL	1064	323	318
PCT1125	TO	*
PCT1125	ED	ALL	225	48	48
PCT1125	ED	*
PCT1125	MV	ALL	839	275	270	0	3
PCT1125	MV	AI	8	0	0	0	0
PCT1125	MV	DEM	458	156	156	0	0
PCT1125	MV	GRN	4	0	0	0	0
PCT1125	MV	LIB	7	0	0	0	0
PCT1125	MV	PF	5	1	1	0	0
PCT1125	MV	REP	47	17	16	0	1
PCT1125	MV	NPP	310	101	99	0	2
PCT1126	TO	ALL	1676	574	563
PCT1126	TO	*
PCT1126	ED	ALL	390	122	122
PCT1126	ED	*
PCT1126	MV	ALL	1286	452	441	1	7
PCT1126	MV	AI	20	4	4	0	0
PCT1126	MV	DEM	708	264	260	1	3
PCT1126	MV	GRN	2	0	0	0	0
PCT1126	MV	LIB	7	2	2	0	0
PCT1126	MV	PF	10	7	5	0	2
PCT1126	MV	REP	70	20	20	0	0
PCT1126	MV	NPP	469	155	153	0	2
PCT1127	TO	ALL	1827	656	646
PCT1127	TO	*
PCT1127	ED	ALL	425	157	157
PCT1127	ED	*
PCT1127	MV	ALL	1402	499	489	0	7
PCT1127	MV	AI	30	6	6	0	0
PCT1127	MV	DEM	735	270	265	0	5
PCT1127	MV	GRN	5	1	1	0	0
PCT1127	MV	LIB	5	0	0	0	0
PCT1127	MV	PF	10	4	4	0	0
PCT1127	MV	REP	98	42	42	0	0
PCT1127	MV	NPP	519	176	174	0	2
PCT1129	TO	ALL	1018	343	339
PCT1129	TO	*
PCT1129	ED	ALL	266	86	86
PCT1129	ED	*
PCT1129	MV	ALL	752	257	253	0	4
PCT1129	MV	AI	6	0	0	0	0
PCT1129	MV	DEM	402	150	147	0	3
PCT1129	MV	GRN	3	3	2	0	1
PCT1129	MV	LIB	2	0	0	0	0
PCT1129	MV	PF	5	1	1	0	0
PCT1129	MV	REP	61	16	16	0	0
PCT1129	MV	NPP	273	87	87	0	0
PCT1131	TO	ALL	836	281	276
PCT1131	TO	*
PCT1131	ED	ALL	198	49	49
PCT1131	ED	*
PCT1131	MV	ALL	638	232	227	0	5
PCT1131	MV	AI	6	2	2	0	0
PCT1131	MV	DEM	326	120	117	0	3
PCT1131	MV	GRN	1	0	0	0	0
PCT1131	MV	LIB	1	0	0	0	0
PCT1131	MV	PF	2	1	1	0	0
PCT1131	MV	REP	51	19	19	0	0
PCT1131	MV	NPP	251	90	88	0	2
PCT1132	TO	ALL	1010	369	359
PCT1132	TO	*
PCT1132	ED	ALL	204	47	47
PCT1132	ED	*
PCT1132	MV	ALL	806	322	312	0	10
PCT1132	MV	AI	8	5	5	0	0
PCT1132	MV	DEM	416	162	157	0	5
PCT1132	MV	GRN	3	0	0	0	0
PCT1132	MV	LIB	7	3	3	0	0
PCT1132	MV	PF	5	1	1	0	0
PCT1132	MV	REP	52	20	20	0	0
PCT1132	MV	NPP	315	131	126	0	5
PCT1133	TO	ALL	857	310	304
PCT1133	TO	*
PCT1133	ED	ALL	190	49	49
PCT1133	ED	*
PCT1133	MV	ALL	667	261	255	0	6
PCT1133	MV	AI	8	2	2	0	0
PCT1133	MV	DEM	376	157	155	0	2
PCT1133	MV	GRN	4	0	0	0	0
PCT1133	MV	LIB	4	1	1	0	0
PCT1133	MV	PF	3	0	0	0	0
PCT1133	MV	REP	49	20	20	0	0
PCT1133	MV	NPP	223	81	77	0	4
PCT1134	TO	ALL	762	296	285
PCT1134	TO	*
PCT1134	ED	ALL	216	70	70
PCT1134	ED	*
PCT1134	MV	ALL	546	226	215	0	9
PCT1134	MV	AI	6	3	3	0	0
PCT1134	MV	DEM	282	120	114	0	6
PCT1134	MV	GRN	2	1	1	0	0
PCT1134	MV	LIB	1	1	1	0	0
PCT1134	MV	PF	1	1	1	0	0
PCT1134	MV	REP	42	21	21	0	0
PCT1134	MV	NPP	212	79	76	0	3
PCT1135	TO	ALL	554	243	241
PCT1135	TO	*
PCT1135	ED	ALL	105	46	46
PCT1135	ED	*
PCT1135	MV	ALL	449	197	195	0	2
PCT1135	MV	AI	11	5	5	0	0
PCT1135	MV	DEM	242	108	108	0	0
PCT1135	MV	GRN	0	0	0	0	0
PCT1135	MV	LIB	2	0	0	0	0
PCT1135	MV	PF	0	0	0	0	0
PCT1135	MV	REP	27	14	14	0	0
PCT1135	MV	NPP	167	70	68	0	2
PCT1136	TO	ALL	847	303	299
PCT1136	TO	*
PCT1136	ED	ALL	171	53	53
PCT1136	ED	*
PCT1136	MV	ALL	676	250	246	0	1
PCT1136	MV	AI	7	2	2	0	0
PCT1136	MV	DEM	386	152	151	0	1
PCT1136	MV	GRN	2	1	1	0	0
PCT1136	MV	LIB	4	0	0	0	0
PCT1136	MV	PF	3	1	1	0	0
PCT1136	MV	REP	54	19	19	0	0
PCT1136	MV	NPP	220	75	75	0	0
PCT1141	TO	ALL	1042	419	411
PCT1141	TO	*
PCT1141	ED	ALL	252	103	103
PCT1141	ED	*
PCT1141	MV	ALL	790	316	308	0	7
PCT1141	MV	AI	10	4	4	0	0
PCT1141	MV	DEM	437	176	175	0	1
PCT1141	MV	GRN	8	2	2	0	0
PCT1141	MV	LIB	6	3	3	0	0
PCT1141	MV	PF	5	2	2	0	0
PCT1141	MV	REP	34	13	12	0	1
PCT1141	MV	NPP	290	116	111	0	5
PCT1143	TO	ALL	1024	369	366
PCT1143	TO	*
PCT1143	ED	ALL	263	110	110
PCT1143	ED	*
PCT1143	MV	ALL	761	259	256	0	2
PCT1143	MV	AI	19	6	6	0	0
PCT1143	MV	DEM	400	132	132	0	0
PCT1143	MV	GRN	3	1	1	0	0
PCT1143	MV	LIB	5	1	1	0	0
PCT1143	MV	PF	6	0	0	0	0
PCT1143	MV	REP	50	17	17	0	0
PCT1143	MV	NPP	278	102	100	0	2
PCT1144	TO	ALL	1804	699	691
PCT1144	TO	*
PCT1144	ED	ALL	440	177	177
PCT1144	ED	*
PCT1144	MV	ALL	1364	522	514	0	8
PCT1144	MV	AI	24	6	6	0	0
PCT1144	MV	DEM	771	309	304	0	5
PCT1144	MV	GRN	9	2	2	0	0
PCT1144	MV	LIB	10	2	2	0	0
PCT1144	MV	PF	7	4	4	0	0
PCT1144	MV	REP	92	40	40	0	0
PCT1144	MV	NPP	451	159	156	0	3
PCT1145	TO	ALL	894	391	379
PCT1145	TO	*
PCT1145	ED	ALL	181	83	83
PCT1145	ED	*
PCT1145	MV	ALL	713	308	296	0	9
PCT1145	MV	AI	16	4	4	0	0
PCT1145	MV	DEM	437	200	194	0	6
PCT1145	MV	GRN	10	5	5	0	0
PCT1145	MV	LIB	0	0	0	0	0
PCT1145	MV	PF	6	2	2	0	0
PCT1145	MV	REP	31	16	16	0	0
PCT1145	MV	NPP	213	81	78	0	3
PCT1146	TO	ALL	1008	365	359
PCT1146	TO	*
PCT1146	ED	ALL	231	84	84
PCT1146	ED	*
PCT1146	MV	ALL	777	281	275	0	5
PCT1146	MV	AI	17	3	3	0	0
PCT1146	MV	DEM	420	175	171	0	4
PCT1146	MV	GRN	8	1	1	0	0
PCT1146	MV	LIB	4	0	0	0	0
PCT1146	MV	PF	7	0	0	0	0
PCT1146	MV	REP	46	17	17	0	0
PCT1146	MV	NPP	275	85	84	0	1
PCT1147	TO	ALL	868	336	324
PCT1147	TO	*
PCT1147	ED	ALL	239	89	89
PCT1147	ED	*
PCT1147	MV	ALL	629	247	235	0	12
PCT1147	MV	AI	9	4	2	0	2
PCT1147	MV	DEM	360	142	135	0	7
PCT1147	MV	GRN	13	8	8	0	0
PCT1147	MV	LIB	2	0	0	0	0
PCT1147	MV	PF	3	1	1	0	0
PCT1147	MV	REP	35	12	12	0	0
PCT1147	MV	NPP	207	80	77	0	3
PCT1148	TO	ALL	1002	377	369
PCT1148	TO	*
PCT1148	ED	ALL	240	100	100
PCT1148	ED	*
PCT1148	MV	ALL	762	277	269	0	7
PCT1148	MV	AI	10	2	2	0	0
PCT1148	MV	DEM	412	155	150	0	5
PCT1148	MV	GRN	3	1	1	0	0
PCT1148	MV	LIB	2	2	2	0	0
PCT1148	MV	PF	6	0	0	0	0
PCT1148	MV	REP	36	15	14	0	1
PCT1148	MV	NPP	293	102	101	0	1
PCT1149	TO	ALL	911	336	329
PCT1149	TO	*
PCT1149	ED	ALL	255	90	90
PCT1149	ED	*
PCT1149	MV	ALL	656	246	239	0	6
PCT1149	MV	AI	11	3	2	0	1
PCT1149	MV	DEM	372	150	147	0	3
PCT1149	MV	GRN	5	3	3	0	0
PCT1149	MV	LIB	1	0	0	0	0
PCT1149	MV	PF	3	1	1	0	0
PCT1149	MV	REP	38	21	21	0	0
PCT1149	MV	NPP	226	68	66	0	2
PCT1151	TO	ALL	0	0	0
PCT1151	TO	*
PCT1151	ED	ALL	0	0	0
PCT1151	ED	*
PCT1151	MV	ALL	0	0	0	0	0
PCT1151	MV	AI	0	0	0	0	0
PCT1151	MV	DEM	0	0	0	0	0
PCT1151	MV	GRN	0	0	0	0	0
PCT1151	MV	LIB	0	0	0	0	0
PCT1151	MV	PF	0	0	0	0	0
PCT1151	MV	REP	0	0	0	0	0
PCT1151	MV	NPP	0	0	0	0	0
PCT1152	TO	ALL	1815	659	652
PCT1152	TO	*
PCT1152	ED	ALL	440	155	155
PCT1152	ED	*
PCT1152	MV	ALL	1375	504	497	0	3
PCT1152	MV	AI	24	8	8	0	0
PCT1152	MV	DEM	726	280	280	0	0
PCT1152	MV	GRN	5	2	2	0	0
PCT1152	MV	LIB	7	2	2	0	0
PCT1152	MV	PF	6	1	1	0	0
PCT1152	MV	REP	95	35	35	0	0
PCT1152	MV	NPP	512	176	173	0	3
PCT1154	TO	ALL	0	0	0
PCT1154	TO	*
PCT1154	ED	ALL	0	0	0
PCT1154	ED	*
PCT1154	MV	ALL	0	0	0	0	0
PCT1154	MV	AI	0	0	0	0	0
PCT1154	MV	DEM	0	0	0	0	0
PCT1154	MV	GRN	0	0	0	0	0
PCT1154	MV	LIB	0	0	0	0	0
PCT1154	MV	PF	0	0	0	0	0
PCT1154	MV	REP	0	0	0	0	0
PCT1154	MV	NPP	0	0	0	0	0
PCT7001	TO	ALL	752	300	290
PCT7001	TO	*
PCT7001	ED	ALL	136	59	59
PCT7001	ED	*
PCT7001	MV	ALL	616	241	231	0	6
PCT7001	MV	AI	5	0	0	0	0
PCT7001	MV	DEM	379	164	159	0	5
PCT7001	MV	GRN	8	6	6	0	0
PCT7001	MV	LIB	2	1	1	0	0
PCT7001	MV	PF	1	0	0	0	0
PCT7001	MV	REP	26	7	6	0	1
PCT7001	MV	NPP	195	63	63	0	0
PCT7002	TO	ALL	659	218	212
PCT7002	TO	*
PCT7002	ED	ALL	151	61	61
PCT7002	ED	*
PCT7002	MV	ALL	508	157	151	0	5
PCT7002	MV	AI	13	5	5	0	0
PCT7002	MV	DEM	300	101	99	0	2
PCT7002	MV	GRN	2	0	0	0	0
PCT7002	MV	LIB	6	1	1	0	0
PCT7002	MV	PF	2	0	0	0	0
PCT7002	MV	REP	28	10	9	0	1
PCT7002	MV	NPP	157	40	38	0	2
PCT7003	TO	ALL	1755	856	839
PCT7003	TO	*
PCT7003	ED	ALL	375	233	233
PCT7003	ED	*
PCT7003	MV	ALL	1380	623	606	0	15
PCT7003	MV	AI	17	6	6	0	0
PCT7003	MV	DEM	903	435	422	0	13
PCT7003	MV	GRN	13	6	6	0	0
PCT7003	MV	LIB	13	1	1	0	0
PCT7003	MV	PF	2	2	2	0	0
PCT7003	MV	REP	71	37	36	0	1
PCT7003	MV	NPP	361	136	135	0	1
PCT7005	TO	ALL	850	409	404
PCT7005	TO	*
PCT7005	ED	ALL	213	124	124
PCT7005	ED	*
PCT7005	MV	ALL	637	285	280	0	3
PCT7005	MV	AI	9	2	2	0	0
PCT7005	MV	DEM	439	203	200	0	3
PCT7005	MV	GRN	4	2	2	0	0
PCT7005	MV	LIB	3	1	1	0	0
PCT7005	MV	PF	1	0	0	0	0
PCT7005	MV	REP	18	10	10	0	0
PCT7005	MV	NPP	163	67	67	0	0
PCT7006	TO	ALL	921	403	399
PCT7006	TO	*
PCT7006	ED	ALL	242	135	135
PCT7006	ED	*
PCT7006	MV	ALL	679	268	264	0	2
PCT7006	MV	AI	6	2	2	0	0
PCT7006	MV	DEM	451	179	178	0	1
PCT7006	MV	GRN	3	3	3	0	0
PCT7006	MV	LIB	4	1	1	0	0
PCT7006	MV	PF	4	3	3	0	0
PCT7006	MV	REP	16	5	5	0	0
PCT7006	MV	NPP	195	75	74	0	1
PCT7007	TO	ALL	1821	895	876
PCT7007	TO	*
PCT7007	ED	ALL	421	269	269
PCT7007	ED	*
PCT7007	MV	ALL	1400	626	607	0	16
PCT7007	MV	AI	22	7	6	0	1
PCT7007	MV	DEM	922	435	424	0	11
PCT7007	MV	GRN	13	7	7	0	0
PCT7007	MV	LIB	7	4	4	0	0
PCT7007	MV	PF	2	0	0	0	0
PCT7007	MV	REP	64	30	30	0	0
PCT7007	MV	NPP	370	143	139	0	4
PCT7009	TO	ALL	874	398	390
PCT7009	TO	*
PCT7009	ED	ALL	160	74	74
PCT7009	ED	*
PCT7009	MV	ALL	714	324	316	0	5
PCT7009	MV	AI	11	2	1	0	1
PCT7009	MV	DEM	453	214	211	0	3
PCT7009	MV	GRN	9	3	3	0	0
PCT7009	MV	LIB	6	2	2	0	0
PCT7009	MV	PF	2	0	0	0	0
PCT7009	MV	REP	27	9	9	0	0
PCT7009	MV	NPP	206	94	93	0	1
PCT7011	TO	ALL	951	262	253
PCT7011	TO	*
PCT7011	ED	ALL	310	85	85
PCT7011	ED	*
PCT7011	MV	ALL	641	177	168	0	8
PCT7011	MV	AI	7	3	3	0	0
PCT7011	MV	DEM	425	132	128	0	4
PCT7011	MV	GRN	3	1	1	0	0
PCT7011	MV	LIB	4	1	1	0	0
PCT7011	MV	PF	11	2	2	0	0
PCT7011	MV	REP	20	8	7	0	1
PCT7011	MV	NPP	171	30	27	0	3
PCT7012	TO	ALL	1165	524	512
PCT7012	TO	*
PCT7012	ED	ALL	266	149	149
PCT7012	ED	*
PCT7012	MV	ALL	899	375	363	0	7
PCT7012	MV	AI	15	5	5	0	0
PCT7012	MV	DEM	597	251	247	0	4
PCT7012	MV	GRN	7	5	5	0	0
PCT7012	MV	LIB	5	1	1	0	0
PCT7012	MV	PF	0	0	0	0	0
PCT7012	MV	REP	44	23	23	0	0
PCT7012	MV	NPP	231	90	87	0	3
PCT7013	TO	ALL	1033	380	376
PCT7013	TO	*
PCT7013	ED	ALL	172	93	93
PCT7013	ED	*
PCT7013	MV	ALL	861	287	283	0	4
PCT7013	MV	AI	20	6	6	0	0
PCT7013	MV	DEM	533	198	195	0	3
PCT7013	MV	GRN	2	0	0	0	0
PCT7013	MV	LIB	9	0	0	0	0
PCT7013	MV	PF	1	0	0	0	0
PCT7013	MV	REP	37	6	6	0	0
PCT7013	MV	NPP	259	77	76	0	1
PCT7014	TO	ALL	1388	564	552
PCT7014	TO	*
PCT7014	ED	ALL	190	136	136
PCT7014	ED	*
PCT7014	MV	ALL	1198	428	416	0	10
PCT7014	MV	AI	19	9	9	0	0
PCT7014	MV	DEM	752	294	287	0	7
PCT7014	MV	GRN	6	4	4	0	0
PCT7014	MV	LIB	9	1	1	0	0
PCT7014	MV	PF	3	0	0	0	0
PCT7014	MV	REP	55	15	15	0	0
PCT7014	MV	NPP	354	105	102	0	3
PCT7015	TO	ALL	104	26	26
PCT7015	TO	*
PCT7015	ED	ALL	0	1	1
PCT7015	ED	*
PCT7015	MV	ALL	125	25	25	0	0
PCT7015	MV	AI	7	1	1	0	0
PCT7015	MV	DEM	69	15	15	0	0
PCT7015	MV	GRN	1	1	1	0	0
PCT7015	MV	LIB	1	0	0	0	0
PCT7015	MV	PF	1	0	0	0	0
PCT7015	MV	REP	8	4	4	0	0
PCT7015	MV	NPP	38	4	4	0	0
PCT7016	TO	ALL	912	251	248
PCT7016	TO	*
PCT7016	ED	ALL	297	75	75
PCT7016	ED	*
PCT7016	MV	ALL	615	176	173	0	2
PCT7016	MV	AI	14	4	4	0	0
PCT7016	MV	DEM	316	88	87	0	1
PCT7016	MV	GRN	3	1	1	0	0
PCT7016	MV	LIB	3	2	2	0	0
PCT7016	MV	PF	7	3	3	0	0
PCT7016	MV	REP	32	7	7	0	0
PCT7016	MV	NPP	240	71	70	0	1
PCT7017	TO	ALL	781	195	191
PCT7017	TO	*
PCT7017	ED	ALL	271	49	49
PCT7017	ED	*
PCT7017	MV	ALL	510	146	142	0	2
PCT7017	MV	AI	9	0	0	0	0
PCT7017	MV	DEM	336	107	107	0	0
PCT7017	MV	GRN	3	2	2	0	0
PCT7017	MV	LIB	2	0	0	0	0
PCT7017	MV	PF	8	1	1	0	0
PCT7017	MV	REP	16	4	4	0	0
PCT7017	MV	NPP	136	32	30	0	2
PCT7019	TO	ALL	1908	701	675
PCT7019	TO	*
PCT7019	ED	ALL	420	121	121
PCT7019	ED	*
PCT7019	MV	ALL	1488	580	554	0	22
PCT7019	MV	AI	19	5	5	0	0
PCT7019	MV	DEM	812	344	326	0	18
PCT7019	MV	GRN	7	5	5	0	0
PCT7019	MV	LIB	10	2	2	0	0
PCT7019	MV	PF	10	3	3	0	0
PCT7019	MV	REP	69	23	23	0	0
PCT7019	MV	NPP	561	198	194	0	4
PCT7021	TO	ALL	955	311	308
PCT7021	TO	*
PCT7021	ED	ALL	319	96	96
PCT7021	ED	*
PCT7021	MV	ALL	636	215	212	0	3
PCT7021	MV	AI	14	5	5	0	0
PCT7021	MV	DEM	391	140	137	0	3
PCT7021	MV	GRN	6	3	3	0	0
PCT7021	MV	LIB	3	1	1	0	0
PCT7021	MV	PF	6	1	1	0	0
PCT7021	MV	REP	19	7	7	0	0
PCT7021	MV	NPP	197	58	58	0	0
PCT7022	TO	ALL	943	313	310
PCT7022	TO	*
PCT7022	ED	ALL	301	94	94
PCT7022	ED	*
PCT7022	MV	ALL	642	219	216	0	3
PCT7022	MV	AI	7	3	3	0	0
PCT7022	MV	DEM	400	149	146	0	3
PCT7022	MV	GRN	5	1	1	0	0
PCT7022	MV	LIB	3	0	0	0	0
PCT7022	MV	PF	7	1	1	0	0
PCT7022	MV	REP	27	10	10	0	0
PCT7022	MV	NPP	193	55	55	0	0
PCT7024	TO	ALL	448	74	73
PCT7024	TO	*
PCT7024	ED	ALL	188	39	39
PCT7024	ED	*
PCT7024	MV	ALL	260	35	34	0	1
PCT7024	MV	AI	9	1	1	0	0
PCT7024	MV	DEM	178	28	27	0	1
PCT7024	MV	GRN	0	0	0	0	0
PCT7024	MV	LIB	0	0	0	0	0
PCT7024	MV	PF	7	1	1	0	0
PCT7024	MV	REP	6	0	0	0	0
PCT7024	MV	NPP	60	5	5	0	0
PCT7025	TO	ALL	473	96	92
PCT7025	TO	*
PCT7025	ED	ALL	167	34	34
PCT7025	ED	*
PCT7025	MV	ALL	306	62	58	0	4
PCT7025	MV	AI	5	1	1	0	0
PCT7025	MV	DEM	196	44	40	0	4
PCT7025	MV	GRN	3	0	0	0	0
PCT7025	MV	LIB	0	0	0	0	0
PCT7025	MV	PF	5	0	0	0	0
PCT7025	MV	REP	11	0	0	0	0
PCT7025	MV	NPP	86	17	17	0	0
PCT7026	TO	ALL	1009	367	358
PCT7026	TO	*
PCT7026	ED	ALL	229	57	57
PCT7026	ED	*
PCT7026	MV	ALL	780	310	301	0	6
PCT7026	MV	AI	8	3	3	0	0
PCT7026	MV	DEM	380	161	159	0	2
