area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	1:JOEL VENTRESCA	2:WILMA PANG	3:ROBERT L. JORDAN, JR.	4:PAUL YBARRA ROBERTSON	5:ELLEN LEE ZHOU	6:LONDON N. BREED	53:MARC ROTH
PCT7208	ED	560	36	0	0	3	0	33	3	1	4	0	0	2	23	0
PCT7208	MV	560	103	0	0	7	0	96	0	10	2	1	8	11	64	0
PCT7208	TO	560	139	0	0	10	0	129	3	11	6	1	8	13	87	0
PCT7301	ED	1993	161	0	0	17	0	144	1	12	10	4	5	16	96	0
PCT7301	MV	1993	298	0	1	29	0	268	0	11	9	15	8	39	186	0
PCT7301	TO	1993	459	0	1	46	0	412	1	23	19	19	13	55	282	0
PCT7302	ED	838	81	0	0	9	0	72	0	2	2	1	3	11	53	0
PCT7302	MV	838	199	0	0	11	0	188	0	9	7	2	5	28	137	0
PCT7302	TO	838	280	0	0	20	0	260	0	11	9	3	8	39	190	0
PCT7305	ED	1633	161	0	0	19	0	142	4	14	9	4	7	22	82	0
PCT7305	MV	1633	249	0	0	23	0	226	0	21	5	3	12	22	163	0
PCT7305	TO	1633	410	0	0	42	0	368	4	35	14	7	19	44	245	0
PCT7306	ED	2083	166	0	0	24	0	142	2	8	4	2	4	20	102	0
PCT7306	MV	2083	260	0	2	27	0	231	0	13	6	9	12	52	139	0
PCT7306	TO	2083	426	0	2	51	0	373	2	21	10	11	16	72	241	0
PCT7308	ED	614	75	0	0	5	0	70	1	7	0	2	1	7	52	0
PCT7308	MV	614	94	0	0	15	0	79	0	4	3	1	9	8	54	0
PCT7308	TO	614	169	0	0	20	0	149	1	11	3	3	10	15	106	0
PCT7311	ED	866	89	0	0	11	0	78	3	7	2	0	4	6	56	0
PCT7311	MV	866	123	0	0	10	0	113	0	8	5	1	9	14	76	0
PCT7311	TO	866	212	0	0	21	0	191	3	15	7	1	13	20	132	0
PCT7312	ED	801	69	0	1	5	0	63	1	3	2	2	5	7	43	0
PCT7312	MV	801	157	0	0	9	0	148	0	7	1	2	6	18	114	0
PCT7312	TO	801	226	0	1	14	0	211	1	10	3	4	11	25	157	0
PCT7314	ED	1749	106	0	1	7	0	98	0	12	7	0	3	17	59	0
PCT7314	MV	1749	286	0	1	33	0	252	0	16	13	5	10	68	140	0
PCT7314	TO	1749	392	0	2	40	0	350	0	28	20	5	13	85	199	0
PCT7315	ED	1584	130	0	0	14	0	116	2	15	7	3	6	8	75	0
PCT7315	MV	1584	200	0	1	19	0	180	0	6	8	6	7	40	113	0
PCT7315	TO	1584	330	0	1	33	0	296	2	21	15	9	13	48	188	0
PCT7317	ED	875	59	0	0	6	0	53	0	7	1	1	2	2	40	0
PCT7317	MV	875	187	0	0	16	0	171	0	10	2	2	13	23	121	0
PCT7317	TO	875	246	0	0	22	0	224	0	17	3	3	15	25	161	0
PCT7318	ED	1567	109	0	0	8	0	101	3	10	4	0	6	11	67	0
PCT7318	MV	1567	237	0	1	22	0	214	0	13	9	4	18	28	142	0
PCT7318	TO	1567	346	0	1	30	0	315	3	23	13	4	24	39	209	0
PCT7321	ED	1533	57	0	0	5	0	52	2	1	1	0	0	23	25	0
PCT7321	MV	1533	270	0	5	34	0	231	0	4	11	1	4	84	127	0
PCT7321	TO	1533	327	0	5	39	0	283	2	5	12	1	4	107	152	0
PCT7323	ED	1967	149	0	0	13	0	136	4	13	7	3	6	15	88	0
PCT7323	MV	1967	244	0	0	26	0	218	0	19	3	5	13	37	141	0
PCT7323	TO	1967	393	0	0	39	0	354	4	32	10	8	19	52	229	0
PCT7325	ED	1588	104	0	0	11	0	93	3	8	7	2	5	9	59	0
PCT7325	MV	1588	202	0	0	16	0	186	0	17	8	2	8	29	122	0
PCT7325	TO	1588	306	0	0	27	0	279	3	25	15	4	13	38	181	0
PCT7326	ED	1709	123	0	0	14	0	109	4	4	8	5	4	16	68	0
PCT7326	MV	1709	285	0	0	25	0	260	0	12	3	4	18	47	176	0
PCT7326	TO	1709	408	0	0	39	0	369	4	16	11	9	22	63	244	0
PCT7327	ED	668	26	0	0	1	0	25	0	2	0	0	0	4	19	0
PCT7327	MV	668	166	0	3	27	0	136	0	2	2	6	2	70	54	0
PCT7327	TO	668	192	0	3	28	0	161	0	4	2	6	2	74	73	0
PCT7328	ED	985	33	0	0	0	0	33	1	1	1	2	2	12	14	0
PCT7328	MV	985	237	0	3	38	0	196	0	3	4	6	7	68	108	0
PCT7328	TO	985	270	0	3	38	0	229	1	4	5	8	9	80	122	0
PCT7329	ED	638	31	0	0	5	0	26	0	1	2	0	1	1	21	0
PCT7329	MV	638	120	0	0	14	0	106	0	5	6	6	10	17	62	0
PCT7329	TO	638	151	0	0	19	0	132	0	6	8	6	11	18	83	0
PCT7331	ED	850	102	0	0	6	0	96	3	6	3	2	14	13	55	0
PCT7331	MV	850	181	0	0	16	0	165	0	10	5	3	20	21	106	0
PCT7331	TO	850	283	0	0	22	0	261	3	16	8	5	34	34	161	0
PCT7332	ED	1601	145	0	3	21	0	121	6	19	4	2	6	16	68	0
PCT7332	MV	1601	222	0	4	27	0	191	0	7	3	4	7	40	130	0
PCT7332	TO	1601	367	0	7	48	0	312	6	26	7	6	13	56	198	0
PCT7333	ED	1930	151	0	0	21	0	130	4	12	4	1	3	15	91	0
PCT7333	MV	1930	265	0	0	23	0	242	0	16	5	3	22	39	157	0
PCT7333	TO	1930	416	0	0	44	0	372	4	28	9	4	25	54	248	0
PCT7336	ED	2021	168	0	0	24	0	144	4	17	5	3	7	17	91	0
PCT7336	MV	2021	268	0	0	24	0	244	0	11	2	5	18	27	181	0
PCT7336	TO	2021	436	0	0	48	0	388	4	28	7	8	25	44	272	0
PCT7338	ED	1783	120	0	0	13	0	107	1	10	1	3	4	17	71	0
PCT7338	MV	1783	355	0	4	23	0	328	0	14	10	7	5	82	210	0
PCT7338	TO	1783	475	0	4	36	0	435	1	24	11	10	9	99	281	0
PCT7339	ED	1588	131	0	0	12	0	119	6	9	2	1	11	8	82	0
PCT7339	MV	1588	224	0	0	17	0	207	0	18	3	6	8	29	143	0
PCT7339	TO	1588	355	0	0	29	0	326	6	27	5	7	19	37	225	0
PCT7342	ED	909	132	0	0	15	0	117	7	8	9	4	4	11	74	0
PCT7342	MV	909	113	0	0	16	0	97	0	8	1	0	8	9	71	0
PCT7342	TO	909	245	0	0	31	0	214	7	16	10	4	12	20	145	0
PCT7343	ED	706	65	0	0	8	0	57	1	7	0	1	0	9	39	0
PCT7343	MV	706	65	0	0	12	0	53	0	5	0	2	3	9	34	0
PCT7343	TO	706	130	0	0	20	0	110	1	12	0	3	3	18	73	0
PCT7344	ED	1052	93	0	0	13	0	80	7	9	1	2	4	5	52	0
PCT7344	MV	1052	157	0	0	12	0	145	0	8	7	2	10	27	91	0
PCT7344	TO	1052	250	0	0	25	0	225	7	17	8	4	14	32	143	0
PCT7346	ED	879	83	0	0	10	0	73	2	9	1	2	6	8	45	0
PCT7346	MV	879	89	0	0	8	0	81	0	11	2	5	10	7	46	0
PCT7346	TO	879	172	0	0	18	0	154	2	20	3	7	16	15	91	0
PCT7348	ED	1826	121	0	0	14	0	107	2	8	1	4	5	16	71	0
PCT7348	MV	1826	257	0	0	27	0	230	0	25	11	7	13	28	146	0
PCT7348	TO	1826	378	0	0	41	0	337	2	33	12	11	18	44	217	0
PCT7502	ED	779	66	0	0	4	0	62	0	6	2	1	4	8	41	0
PCT7502	MV	779	124	0	0	13	0	111	0	11	1	0	3	15	81	0
PCT7502	TO	779	190	0	0	17	0	173	0	17	3	1	7	23	122	0
PCT7503	ED	725	56	0	0	5	0	51	2	3	1	0	1	3	41	0
PCT7503	MV	725	96	0	0	12	0	84	0	1	1	2	2	9	69	0
PCT7503	TO	725	152	0	0	17	0	135	2	4	2	2	3	12	110	0
PCT7504	ED	1019	95	0	0	11	0	84	0	4	0	0	2	5	73	0
PCT7504	MV	1019	142	0	3	8	0	131	0	6	0	2	4	11	108	0
PCT7504	TO	1019	237	0	3	19	0	215	0	10	0	2	6	16	181	0
PCT7505	ED	851	78	0	0	4	0	74	0	6	0	0	1	5	62	0
PCT7505	MV	851	250	0	1	17	0	232	0	12	4	4	5	34	173	0
PCT7505	TO	851	328	0	1	21	0	306	0	18	4	4	6	39	235	0
PCT7506	ED	1913	135	0	0	11	0	124	2	4	3	3	2	7	103	0
PCT7506	MV	1913	285	0	2	40	0	243	0	15	4	7	10	51	156	0
PCT7506	TO	1913	420	0	2	51	0	367	2	19	7	10	12	58	259	0
PCT7508	ED	720	75	0	0	8	0	67	3	7	0	2	3	13	39	0
PCT7508	MV	720	159	0	1	16	0	142	0	10	2	1	6	31	92	0
PCT7508	TO	720	234	0	1	24	0	209	3	17	2	3	9	44	131	0
PCT7509	ED	914	100	0	0	9	0	91	5	4	2	2	1	13	64	0
PCT7509	MV	914	164	0	0	16	0	148	0	8	4	5	7	18	106	0
PCT7509	TO	914	264	0	0	25	0	239	5	12	6	7	8	31	170	0
PCT7512	ED	588	58	0	0	2	0	56	0	2	1	2	1	19	31	0
PCT7512	MV	588	117	0	0	5	0	112	0	5	3	3	5	31	65	0
PCT7512	TO	588	175	0	0	7	0	168	0	7	4	5	6	50	96	0
PCT7513	ED	784	79	0	2	10	0	67	3	3	0	0	1	3	57	0
PCT7513	MV	784	108	0	0	9	0	99	0	3	4	2	1	32	57	0
PCT7513	TO	784	187	0	2	19	0	166	3	6	4	2	2	35	114	0
PCT7514	ED	901	54	0	0	1	0	53	0	0	0	0	0	3	50	0
PCT7514	MV	901	141	0	3	6	0	132	0	1	2	3	2	25	99	0
PCT7514	TO	901	195	0	3	7	0	185	0	1	2	3	2	28	149	0
PCT7515	ED	852	70	0	1	4	0	65	3	1	1	0	0	3	57	0
PCT7515	MV	852	101	0	0	13	0	88	0	2	0	2	1	9	74	0
PCT7515	TO	852	171	0	1	17	0	153	3	3	1	2	1	12	131	0
PCT7516	ED	906	89	0	0	4	0	85	1	7	2	0	2	13	60	0
PCT7516	MV	906	189	0	1	15	0	173	0	10	5	1	4	39	114	0
PCT7516	TO	906	278	0	1	19	0	258	1	17	7	1	6	52	174	0
PCT7518	ED	1754	221	0	0	46	0	175	5	24	6	1	2	16	121	0
PCT7518	MV	1754	218	0	0	40	0	178	0	13	9	0	6	13	137	0
PCT7518	TO	1754	439	0	0	86	0	353	5	37	15	1	8	29	258	0
PCT7519	ED	709	88	0	0	19	0	69	1	3	0	2	1	8	54	0
PCT7519	MV	709	76	0	0	9	0	67	0	7	3	1	4	6	46	0
PCT7519	TO	709	164	0	0	28	0	136	1	10	3	3	5	14	100	0
PCT7521	ED	761	98	0	0	9	0	89	4	5	3	2	0	2	73	0
PCT7521	MV	761	94	0	0	14	0	80	0	4	1	1	4	3	67	0
PCT7521	TO	761	192	0	0	23	0	169	4	9	4	3	4	5	140	0
PCT7522	ED	1464	203	0	0	48	0	155	6	8	4	4	4	10	119	0
PCT7522	MV	1464	158	0	0	27	0	131	0	9	5	2	2	7	106	0
PCT7522	TO	1464	361	0	0	75	0	286	6	17	9	6	6	17	225	0
PCT7524	ED	606	75	0	0	9	0	66	0	6	0	3	0	4	53	0
PCT7524	MV	606	60	0	0	7	0	53	0	3	1	0	0	4	45	0
PCT7524	TO	606	135	0	0	16	0	119	0	9	1	3	0	8	98	0
PCT7525	ED	762	67	0	0	8	0	59	2	0	1	2	1	3	50	0
PCT7525	MV	762	79	0	0	7	0	72	0	1	1	3	2	10	55	0
PCT7525	TO	762	146	0	0	15	0	131	2	1	2	5	3	13	105	0
PCT7526	ED	974	93	0	1	18	0	74	2	12	1	0	1	12	46	0
PCT7526	MV	974	127	0	0	9	0	118	0	10	1	0	4	11	92	0
PCT7526	TO	974	220	0	1	27	0	192	2	22	2	0	5	23	138	0
PCT7527	ED	689	92	0	0	11	0	81	2	4	1	1	3	16	54	0
PCT7527	MV	689	95	0	0	8	0	87	0	6	2	0	3	11	65	0
PCT7527	TO	689	187	0	0	19	0	168	2	10	3	1	6	27	119	0
PCT7529	ED	906	137	0	0	26	0	111	6	10	5	1	2	6	81	0
PCT7529	MV	906	121	0	0	19	0	102	0	9	1	1	2	6	83	0
PCT7529	TO	906	258	0	0	45	0	213	6	19	6	2	4	12	164	0
PCT7531	ED	839	74	0	0	13	0	61	4	7	3	1	0	5	41	0
PCT7531	MV	839	86	0	0	17	0	69	0	9	1	0	2	3	54	0
PCT7531	TO	839	160	0	0	30	0	130	4	16	4	1	2	8	95	0
PCT7532	ED	792	90	0	0	10	0	80	2	5	4	0	4	15	50	0
PCT7532	MV	792	109	0	0	8	0	101	0	10	2	2	2	18	67	0
PCT7532	TO	792	199	0	0	18	0	181	2	15	6	2	6	33	117	0
PCT7533	ED	936	168	0	0	30	0	138	7	19	4	2	0	13	93	0
PCT7533	MV	936	100	0	0	20	0	80	0	9	1	0	7	11	52	0
PCT7533	TO	936	268	0	0	50	0	218	7	28	5	2	7	24	145	0
PCT7534	ED	881	116	0	0	31	0	85	4	9	3	1	2	3	63	0
PCT7534	MV	881	85	0	1	21	0	63	0	6	0	1	2	3	51	0
PCT7534	TO	881	201	0	1	52	0	148	4	15	3	2	4	6	114	0
PCT7536	ED	1594	242	0	0	59	0	183	8	16	9	2	5	13	130	0
PCT7536	MV	1594	229	0	1	35	0	193	0	10	2	1	2	16	162	0
PCT7536	TO	1594	471	0	1	94	0	376	8	26	11	3	7	29	292	0
PCT7537	ED	1472	217	0	0	49	0	168	3	17	5	1	7	12	123	0
PCT7537	MV	1472	179	0	1	28	0	150	0	15	0	1	4	11	119	0
PCT7537	TO	1472	396	0	1	77	0	318	3	32	5	2	11	23	242	0
PCT7539	ED	906	180	0	0	43	0	137	4	9	5	2	2	6	109	0
PCT7539	MV	906	84	0	1	19	0	64	0	9	0	0	3	2	50	0
PCT7539	TO	906	264	0	1	62	0	201	4	18	5	2	5	8	159	0
PCT7541	ED	769	100	0	0	28	0	72	2	4	4	2	6	2	52	0
PCT7541	MV	769	100	0	0	17	0	83	0	3	2	0	4	11	63	0
PCT7541	TO	769	200	0	0	45	0	155	2	7	6	2	10	13	115	0
PCT7543	ED	1718	204	0	0	44	0	160	5	9	6	2	3	13	122	0
PCT7543	MV	1718	201	0	0	34	0	167	0	14	5	0	3	13	132	0
PCT7543	TO	1718	405	0	0	78	0	327	5	23	11	2	6	26	254	0
PCT7544	ED	892	112	0	0	30	0	82	2	7	1	0	5	7	60	0
PCT7544	MV	892	119	0	1	20	0	98	0	5	1	0	2	7	83	0
PCT7544	TO	892	231	0	1	50	0	180	2	12	2	0	7	14	143	0
PCT7545	ED	877	110	0	0	22	0	88	9	6	2	0	3	10	58	0
PCT7545	MV	877	115	0	0	18	0	97	0	5	6	1	3	8	74	0
PCT7545	TO	877	225	0	0	40	0	185	9	11	8	1	6	18	132	0
PCT7546	ED	1900	271	0	0	64	0	207	7	10	5	1	4	13	167	0
PCT7546	MV	1900	248	0	0	46	0	202	0	23	5	1	9	6	158	0
PCT7546	TO	1900	519	0	0	110	0	409	7	33	10	2	13	19	325	0
PCT7548	ED	1027	149	0	0	25	0	124	3	5	6	0	2	7	101	0
PCT7548	MV	1027	140	0	1	23	0	116	0	17	6	0	5	4	84	0
PCT7548	TO	1027	289	0	1	48	0	240	3	22	12	0	7	11	185	0
PCT7549	ED	799	99	0	0	19	0	80	3	8	3	0	2	4	60	0
PCT7549	MV	799	135	0	0	23	0	112	0	11	2	0	6	16	77	0
PCT7549	TO	799	234	0	0	42	0	192	3	19	5	0	8	20	137	0
PCT7552	ED	685	97	0	0	12	0	85	2	3	2	0	0	4	74	0
PCT7552	MV	685	86	0	0	8	0	78	0	3	2	0	5	6	62	0
PCT7552	TO	685	183	0	0	20	0	163	2	6	4	0	5	10	136	0
PCT7553	MV	182	33	0	0	2	0	31	0	2	0	1	0	3	25	0
PCT7553	TO	182	33	0	0	2	0	31	0	2	0	1	0	3	25	0
PCT7554	ED	795	107	0	0	18	0	89	1	4	2	0	3	7	72	0
PCT7554	MV	795	128	0	0	10	0	118	0	6	1	0	2	8	101	0
PCT7554	TO	795	235	0	0	28	0	207	1	10	3	0	5	15	173	0
PCT7555	ED	1584	271	0	0	30	0	241	9	16	4	4	4	15	189	0
PCT7555	MV	1584	228	0	0	31	0	197	0	16	4	1	8	13	155	0
PCT7555	TO	1584	499	0	0	61	0	438	9	32	8	5	12	28	344	0
PCT7556	ED	958	113	0	0	18	0	95	1	5	7	0	2	6	74	0
PCT7556	MV	958	151	0	0	20	0	131	0	10	0	0	3	11	107	0
PCT7556	TO	958	264	0	0	38	0	226	1	15	7	0	5	17	181	0
PCT7601	ED	677	61	0	0	7	0	54	1	7	4	2	3	6	31	0
PCT7601	MV	677	82	0	0	5	0	77	0	3	2	1	4	6	61	0
PCT7601	TO	677	143	0	0	12	0	131	1	10	6	3	7	12	92	0
PCT7602	ED	1659	137	0	1	17	0	119	4	14	5	1	6	12	77	0
PCT7602	MV	1659	187	0	1	30	0	156	0	13	7	3	4	24	105	0
PCT7602	TO	1659	324	0	2	47	0	275	4	27	12	4	10	36	182	0
PCT7605	ED	1508	75	0	0	4	0	71	0	3	2	4	0	9	53	0
PCT7605	MV	1508	318	0	5	33	0	280	0	20	10	3	9	43	195	0
PCT7605	TO	1508	393	0	5	37	0	351	0	23	12	7	9	52	248	0
PCT7606	ED	887	62	0	0	7	0	55	1	4	3	0	2	5	40	0
PCT7606	MV	887	78	0	0	3	0	75	0	9	1	3	3	9	50	0
PCT7606	TO	887	140	0	0	10	0	130	1	13	4	3	5	14	90	0
PCT7607	ED	900	65	0	0	6	0	59	1	3	7	1	2	5	40	0
PCT7607	MV	900	131	0	0	10	0	121	0	5	2	3	6	10	95	0
PCT7607	TO	900	196	0	0	16	0	180	1	8	9	4	8	15	135	0
PCT7608	ED	1300	80	0	0	7	0	73	2	9	4	1	5	8	44	0
PCT7608	MV	1300	174	0	1	16	0	157	0	12	5	5	9	19	107	0
PCT7608	TO	1300	254	0	1	23	0	230	2	21	9	6	14	27	151	0
PCT7611	ED	763	38	0	0	3	0	35	3	3	2	1	2	6	18	0
PCT7611	MV	763	135	0	5	11	0	119	0	6	1	4	1	25	82	0
PCT7611	TO	763	173	0	5	14	0	154	3	9	3	5	3	31	100	0
PCT7613	ED	1421	101	0	2	17	0	82	2	10	4	3	2	15	46	0
PCT7613	MV	1421	210	0	2	14	0	194	0	19	1	4	4	52	114	0
PCT7613	TO	1421	311	0	4	31	0	276	2	29	5	7	6	67	160	0
PCT7614	ED	932	56	0	0	8	0	48	2	8	1	2	4	3	28	0
PCT7614	MV	932	94	0	0	13	0	81	0	7	1	4	3	11	55	0
PCT7614	TO	932	150	0	0	21	0	129	2	15	2	6	7	14	83	0
PCT7615	ED	745	41	0	0	4	0	37	0	3	2	0	4	5	23	0
PCT7615	MV	745	108	0	0	6	0	102	0	9	2	5	4	21	61	0
PCT7615	TO	745	149	0	0	10	0	139	0	12	4	5	8	26	84	0
PCT7616	ED	1246	58	0	0	6	0	52	1	4	2	0	2	4	39	0
PCT7616	MV	1246	143	0	0	6	0	137	0	19	0	0	4	7	107	0
PCT7616	TO	1246	201	0	0	12	0	189	1	23	2	0	6	11	146	0
PCT7617	ED	737	32	0	0	3	0	29	1	7	1	1	0	3	16	0
PCT7617	MV	737	121	0	1	8	0	112	0	8	3	3	4	15	79	0
PCT7617	TO	737	153	0	1	11	0	141	1	15	4	4	4	18	95	0
PCT7618	ED	873	54	0	0	11	0	43	2	6	1	0	4	4	26	0
PCT7618	MV	873	115	0	1	14	0	100	0	13	1	1	4	13	68	0
PCT7618	TO	873	169	0	1	25	0	143	2	19	2	1	8	17	94	0
PCT7619	ED	1055	64	0	0	10	0	54	1	8	3	0	0	8	34	0
PCT7619	MV	1055	142	0	1	14	0	127	0	13	2	0	10	23	79	0
PCT7619	TO	1055	206	0	1	24	0	181	1	21	5	0	10	31	113	0
PCT7621	ED	1064	60	0	0	6	0	54	4	3	0	0	1	10	36	0
PCT7621	MV	1064	133	0	0	13	0	120	0	14	3	3	5	16	79	0
PCT7621	TO	1064	193	0	0	19	0	174	4	17	3	3	6	26	115	0
PCT7622	ED	923	45	0	0	3	0	42	0	2	1	1	1	5	32	0
PCT7622	MV	923	88	0	1	9	0	78	0	5	2	0	8	4	59	0
PCT7622	TO	923	133	0	1	12	0	120	0	7	3	1	9	9	91	0
PCT7623	ED	965	68	0	0	11	0	57	4	2	3	0	1	7	40	0
PCT7623	MV	965	97	0	0	11	0	86	0	11	0	1	4	13	57	0
PCT7623	TO	965	165	0	0	22	0	143	4	13	3	1	5	20	97	0
PCT7624	ED	835	47	0	0	1	0	46	4	1	1	1	4	4	31	0
PCT7624	MV	835	103	0	3	10	0	90	0	4	1	2	0	18	65	0
PCT7624	TO	835	150	0	3	11	0	136	4	5	2	3	4	22	96	0
PCT7625	ED	809	23	0	0	0	0	23	1	1	1	1	1	3	15	0
PCT7625	MV	809	320	0	4	15	0	301	0	9	8	4	7	67	206	0
PCT7625	TO	809	343	0	4	15	0	324	1	10	9	5	8	70	221	0
PCT7626	ED	1037	47	0	0	10	0	37	0	1	0	0	2	2	32	0
PCT7626	MV	1037	158	0	1	21	0	136	0	3	2	2	8	18	103	0
PCT7626	TO	1037	205	0	1	31	0	173	0	4	2	2	10	20	135	0
PCT7628	ED	933	69	0	0	10	0	59	6	4	1	1	1	3	43	0
PCT7628	MV	933	82	0	0	16	0	66	0	6	3	0	3	10	44	0
PCT7628	TO	933	151	0	0	26	0	125	6	10	4	1	4	13	87	0
PCT7629	ED	847	63	0	0	5	0	58	4	2	2	1	4	2	43	0
PCT7629	MV	847	79	0	1	8	0	70	0	6	2	2	2	8	50	0
PCT7629	TO	847	142	0	1	13	0	128	4	8	4	3	6	10	93	0
PCT7632	ED	1112	61	0	0	8	0	53	4	4	1	1	2	4	37	0
PCT7632	MV	1112	124	0	0	18	0	106	0	6	3	1	6	8	82	0
PCT7632	TO	1112	185	0	0	26	0	159	4	10	4	2	8	12	119	0
PCT7633	ED	1902	109	0	0	9	0	100	5	8	1	2	2	12	70	0
PCT7633	MV	1902	288	0	2	25	0	261	0	15	6	0	7	39	194	0
PCT7633	TO	1902	397	0	2	34	0	361	5	23	7	2	9	51	264	0
PCT7634	ED	864	63	0	0	6	0	57	0	4	1	1	5	12	34	0
PCT7634	MV	864	169	0	2	8	0	159	0	9	0	4	5	21	120	0
PCT7634	TO	864	232	0	2	14	0	216	0	13	1	5	10	33	154	0
PCT7635	ED	821	41	0	0	2	0	39	1	3	0	0	0	2	33	0
PCT7635	MV	821	81	0	0	4	0	77	0	4	2	0	4	7	60	0
PCT7635	TO	821	122	0	0	6	0	116	1	7	2	0	4	9	93	0
PCT7636	ED	945	59	0	0	12	0	47	0	3	1	2	0	3	38	0
PCT7636	MV	945	116	0	2	13	0	101	0	12	2	2	3	15	67	0
PCT7636	TO	945	175	0	2	25	0	148	0	15	3	4	3	18	105	0
PCT7637	ED	841	44	0	0	3	0	41	1	6	2	0	1	7	24	0
PCT7637	MV	841	131	0	0	15	0	116	0	9	2	1	10	22	72	0
PCT7637	TO	841	175	0	0	18	0	157	1	15	4	1	11	29	96	0
PCT7638	ED	1467	67	0	0	5	0	62	2	5	2	1	7	22	23	0
PCT7638	MV	1467	239	0	0	25	0	214	0	22	3	3	23	60	103	0
PCT7638	TO	1467	306	0	0	30	0	276	2	27	5	4	30	82	126	0
PCT7639	ED	1935	103	0	0	11	0	92	4	10	4	0	9	11	54	0
PCT7639	MV	1935	314	0	0	28	0	286	0	26	8	7	26	52	167	0
PCT7639	TO	1935	417	0	0	39	0	378	4	36	12	7	35	63	221	0
PCT7642	ED	946	60	0	0	2	0	58	0	4	0	1	9	11	33	0
PCT7642	MV	946	82	0	1	5	0	76	0	8	1	2	7	22	36	0
PCT7642	TO	946	142	0	1	7	0	134	0	12	1	3	16	33	69	0
PCT7643	ED	927	69	0	1	0	0	68	1	4	0	2	2	7	52	0
PCT7643	MV	927	180	0	0	10	0	170	0	15	1	3	4	41	106	0
PCT7643	TO	927	249	0	1	10	0	238	1	19	1	5	6	48	158	0
PCT7644	ED	1111	60	0	0	1	0	59	1	3	1	0	1	5	48	0
PCT7644	MV	1111	111	0	0	9	0	102	0	11	0	2	2	12	75	0
PCT7644	TO	1111	171	0	0	10	0	161	1	14	1	2	3	17	123	0
PCT7645	ED	626	28	0	1	1	0	26	0	5	1	0	5	5	10	0
PCT7645	MV	626	119	0	0	24	0	95	0	7	1	1	16	19	51	0
PCT7645	TO	626	147	0	1	25	0	121	0	12	2	1	21	24	61	0
PCT7646	ED	1090	41	0	0	6	0	35	1	1	1	0	0	4	28	0
PCT7646	MV	1090	172	0	0	10	0	162	0	11	6	0	6	23	116	0
PCT7646	TO	1090	213	0	0	16	0	197	1	12	7	0	6	27	144	0
PCT7647	ED	968	43	0	0	7	0	36	0	6	2	1	2	0	25	0
PCT7647	MV	968	58	0	3	2	0	53	0	5	0	1	4	3	40	0
PCT7647	TO	968	101	0	3	9	0	89	0	11	2	2	6	3	65	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	888	44	0	0	7	0	37	1	3	0	0	3	1	29	0
PCT7649	MV	888	114	0	0	8	0	106	0	5	4	1	4	17	75	0
PCT7649	TO	888	158	0	0	15	0	143	1	8	4	1	7	18	104	0
PCT7651	ED	830	29	0	0	1	0	28	0	1	0	0	3	2	22	0
PCT7651	MV	830	113	0	1	14	0	98	0	2	2	0	3	15	76	0
PCT7651	TO	830	142	0	1	15	0	126	0	3	2	0	6	17	98	0
PCT7652	ED	596	38	0	0	3	0	35	0	6	2	1	2	1	23	0
PCT7652	MV	596	78	0	0	8	0	70	0	2	0	0	2	9	57	0
PCT7652	TO	596	116	0	0	11	0	105	0	8	2	1	4	10	80	0
PCT7653	ED	1373	52	0	0	2	0	50	0	1	0	1	2	4	42	0
PCT7653	MV	1373	149	0	0	9	0	140	0	7	4	0	5	27	97	0
PCT7653	TO	1373	201	0	0	11	0	190	0	8	4	1	7	31	139	0
PCT7655	ED	1150	39	0	0	3	0	36	1	4	0	0	0	5	26	0
PCT7655	MV	1150	149	0	0	14	0	135	0	8	0	0	3	29	95	0
PCT7655	TO	1150	188	0	0	17	0	171	1	12	0	0	3	34	121	0
PCT7701	ED	1035	114	0	0	18	0	96	1	12	2	1	1	10	69	0
PCT7701	MV	1035	156	0	1	21	0	134	0	14	1	2	5	13	99	0
PCT7701	TO	1035	270	0	1	39	0	230	1	26	3	3	6	23	168	0
PCT7703	MV	178	32	0	0	3	0	29	0	1	1	3	0	1	23	0
PCT7703	TO	178	32	0	0	3	0	29	0	1	1	3	0	1	23	0
PCT7704	ED	1723	202	0	1	16	0	185	8	7	12	3	9	24	122	0
PCT7704	MV	1723	298	0	1	38	0	259	0	22	6	3	12	44	172	0
PCT7704	TO	1723	500	0	2	54	0	444	8	29	18	6	21	68	294	0
PCT7705	ED	570	67	0	0	3	0	64	1	1	3	0	1	10	48	0
PCT7705	MV	570	120	0	0	19	0	101	0	8	1	1	9	16	66	0
PCT7705	TO	570	187	0	0	22	0	165	1	9	4	1	10	26	114	0
PCT7706	ED	839	120	0	1	5	0	114	2	14	3	0	6	18	71	0
PCT7706	MV	839	146	0	0	24	0	122	0	8	0	1	6	14	93	0
PCT7706	TO	839	266	0	1	29	0	236	2	22	3	1	12	32	164	0
PCT7707	ED	861	119	0	0	10	0	109	4	10	2	0	7	9	77	0
PCT7707	MV	861	170	0	1	15	0	154	0	18	7	4	9	9	107	0
PCT7707	TO	861	289	0	1	25	0	263	4	28	9	4	16	18	184	0
