area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	24:JOSÉ CISNEROS
PCT7616	MV	1246	143	0	0	30	0	113	0	113
PCT7616	TO	1246	201	0	0	47	0	154	0	154
PCT7617	ED	737	32	0	0	7	0	25	1	24
PCT7617	MV	737	121	0	0	25	0	96	0	96
PCT7617	TO	737	153	0	0	32	0	121	1	120
PCT7618	ED	873	54	0	0	14	0	40	0	40
PCT7618	MV	873	115	0	0	28	0	87	0	87
PCT7618	TO	873	169	0	0	42	0	127	0	127
PCT7619	ED	1055	64	0	0	15	0	49	0	49
PCT7619	MV	1055	142	0	0	33	0	109	0	109
PCT7619	TO	1055	206	0	0	48	0	158	0	158
PCT7621	ED	1064	60	0	0	13	0	47	1	46
PCT7621	MV	1064	133	0	0	25	0	108	0	108
PCT7621	TO	1064	193	0	0	38	0	155	1	154
PCT7622	ED	923	45	0	0	13	0	32	0	32
PCT7622	MV	923	88	0	0	19	0	69	0	69
PCT7622	TO	923	133	0	0	32	0	101	0	101
PCT7623	ED	965	68	0	0	16	0	52	1	51
PCT7623	MV	965	97	0	0	19	0	78	0	78
PCT7623	TO	965	165	0	0	35	0	130	1	129
PCT7624	ED	835	47	0	0	6	0	41	0	41
PCT7624	MV	835	103	0	0	21	0	82	0	82
PCT7624	TO	835	150	0	0	27	0	123	0	123
PCT7625	ED	809	23	0	0	3	0	20	1	19
PCT7625	MV	809	320	0	0	73	0	247	0	247
PCT7625	TO	809	343	0	0	76	0	267	1	266
PCT7626	ED	1037	47	0	0	12	0	35	0	35
PCT7626	MV	1037	158	0	0	40	0	118	0	118
PCT7626	TO	1037	205	0	0	52	0	153	0	153
PCT7628	ED	933	69	0	0	13	0	56	1	55
PCT7628	MV	933	82	0	0	29	0	53	0	53
PCT7628	TO	933	151	0	0	42	0	109	1	108
PCT7629	ED	847	63	0	0	11	0	52	1	51
PCT7629	MV	847	79	0	0	22	0	57	0	57
PCT7629	TO	847	142	0	0	33	0	109	1	108
PCT7632	ED	1112	61	0	0	13	0	48	1	47
PCT7632	MV	1112	124	0	0	39	0	85	0	85
PCT7632	TO	1112	185	0	0	52	0	133	1	132
PCT7633	ED	1902	109	0	0	28	0	81	1	80
PCT7633	MV	1902	288	0	0	68	0	220	0	220
PCT7633	TO	1902	397	0	0	96	0	301	1	300
PCT7634	ED	864	63	0	0	17	0	46	0	46
PCT7634	MV	864	169	0	0	30	0	139	0	139
PCT7634	TO	864	232	0	0	47	0	185	0	185
PCT7635	ED	821	41	0	0	7	0	34	0	34
PCT7635	MV	821	81	0	0	14	0	67	0	67
PCT7635	TO	821	122	0	0	21	0	101	0	101
PCT7636	ED	945	59	0	0	12	0	47	1	46
PCT7636	MV	945	116	0	0	38	0	78	0	78
PCT7636	TO	945	175	0	0	50	0	125	1	124
PCT7637	ED	841	44	0	0	9	0	35	0	35
PCT7637	MV	841	131	0	0	28	0	103	0	103
PCT7637	TO	841	175	0	0	37	0	138	0	138
PCT7638	ED	1467	67	0	0	23	0	44	0	44
PCT7638	MV	1467	239	0	0	71	0	168	0	168
PCT7638	TO	1467	306	0	0	94	0	212	0	212
PCT7639	ED	1935	103	0	0	29	0	74	0	74
PCT7639	MV	1935	314	0	0	87	0	227	0	227
PCT7639	TO	1935	417	0	0	116	0	301	0	301
PCT7642	ED	946	60	0	0	15	0	45	0	45
PCT7642	MV	946	82	0	0	32	0	50	0	50
PCT7642	TO	946	142	0	0	47	0	95	0	95
PCT7643	ED	927	69	0	0	8	0	61	0	61
PCT7643	MV	927	180	0	0	42	0	138	0	138
PCT7643	TO	927	249	0	0	50	0	199	0	199
PCT7644	ED	1111	60	0	0	4	0	56	0	56
PCT7644	MV	1111	111	0	0	22	0	89	0	89
PCT7644	TO	1111	171	0	0	26	0	145	0	145
PCT7645	ED	626	28	0	0	6	0	22	0	22
PCT7645	MV	626	119	0	0	41	0	78	0	78
PCT7645	TO	626	147	0	0	47	0	100	0	100
PCT7646	ED	1090	41	0	0	12	0	29	1	28
PCT7646	MV	1090	172	0	0	38	0	134	0	134
PCT7646	TO	1090	213	0	0	50	0	163	1	162
PCT7647	ED	968	43	0	0	9	0	34	1	33
PCT7647	MV	968	58	0	0	11	0	47	0	47
PCT7647	TO	968	101	0	0	20	0	81	1	80
PCT7648	MV	2	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0
PCT7649	ED	888	44	0	0	9	0	35	0	35
PCT7649	MV	888	114	0	0	21	0	93	0	93
PCT7649	TO	888	158	0	0	30	0	128	0	128
PCT7651	ED	830	29	0	0	4	0	25	0	25
PCT7651	MV	830	113	0	0	26	0	87	0	87
PCT7651	TO	830	142	0	0	30	0	112	0	112
PCT7652	ED	596	38	0	0	10	0	28	0	28
PCT7652	MV	596	78	0	0	19	0	59	0	59
PCT7652	TO	596	116	0	0	29	0	87	0	87
PCT7653	ED	1373	52	0	0	9	0	43	0	43
PCT7653	MV	1373	149	0	0	30	0	119	0	119
PCT7653	TO	1373	201	0	0	39	0	162	0	162
PCT7655	ED	1150	39	0	0	17	0	22	0	22
PCT7655	MV	1150	149	0	0	32	0	117	0	117
PCT7655	TO	1150	188	0	0	49	0	139	0	139
PCT7701	ED	1035	114	0	0	33	0	81	0	81
PCT7701	MV	1035	156	0	0	36	0	120	0	120
PCT7701	TO	1035	270	0	0	69	0	201	0	201
PCT7703	MV	178	32	0	0	3	0	29	0	29
PCT7703	TO	178	32	0	0	3	0	29	0	29
PCT7704	ED	1723	202	0	0	43	0	159	1	158
PCT7704	MV	1723	298	0	0	62	0	236	0	236
PCT7704	TO	1723	500	0	0	105	0	395	1	394
PCT7705	ED	570	67	0	0	10	0	57	0	57
PCT7705	MV	570	120	0	0	26	0	94	0	94
PCT7705	TO	570	187	0	0	36	0	151	0	151
PCT7706	ED	839	120	0	0	14	0	106	1	105
PCT7706	MV	839	146	0	0	41	0	105	0	105
PCT7706	TO	839	266	0	0	55	0	211	1	210
PCT7707	ED	861	119	0	0	17	0	102	2	100
PCT7707	MV	861	170	0	0	36	0	134	0	134
PCT7707	TO	861	289	0	0	53	0	236	2	234
PCT7708	ED	881	92	0	0	20	0	72	0	72
PCT7708	MV	881	180	0	0	34	0	146	0	146
PCT7708	TO	881	272	0	0	54	0	218	0	218
PCT7709	ED	395	65	0	0	19	0	46	0	46
PCT7709	MV	395	68	0	0	13	0	55	0	55
PCT7709	TO	395	133	0	0	32	0	101	0	101
PCT7712	ED	1308	145	0	0	29	0	116	0	116
PCT7712	MV	1308	184	0	0	56	0	128	0	128
PCT7712	TO	1308	329	0	0	85	0	244	0	244
PCT7801	ED	968	110	0	0	20	0	90	0	90
PCT7801	MV	968	170	0	0	33	0	137	0	137
PCT7801	TO	968	280	0	0	53	0	227	0	227
PCT7802	ED	788	107	0	0	20	0	87	1	86
PCT7802	MV	788	137	0	0	29	0	108	0	108
PCT7802	TO	788	244	0	0	49	0	195	1	194
PCT7803	ED	822	67	0	0	15	0	52	0	52
PCT7803	MV	822	200	0	0	29	0	171	0	171
PCT7803	TO	822	267	0	0	44	0	223	0	223
PCT7805	ED	1683	205	0	0	31	0	174	2	172
PCT7805	MV	1683	304	0	0	58	0	246	0	246
PCT7805	TO	1683	509	0	0	89	0	420	2	418
PCT7807	ED	796	125	0	0	30	0	95	0	95
PCT7807	MV	796	106	0	0	27	0	79	0	79
PCT7807	TO	796	231	0	0	57	0	174	0	174
PCT7808	ED	1377	206	0	0	51	0	155	1	154
PCT7808	MV	1377	169	0	0	36	0	133	0	133
PCT7808	TO	1377	375	0	0	87	0	288	1	287
PCT7809	ED	770	89	0	0	20	0	69	0	69
PCT7809	MV	770	115	0	0	27	0	88	0	88
PCT7809	TO	770	204	0	0	47	0	157	0	157
PCT7811	ED	726	97	0	0	18	0	79	0	79
PCT7811	MV	726	62	0	0	20	0	42	0	42
PCT7811	TO	726	159	0	0	38	0	121	0	121
PCT7812	ED	871	107	0	0	28	0	79	0	79
PCT7812	MV	871	119	0	0	31	0	88	0	88
PCT7812	TO	871	226	0	0	59	0	167	0	167
PCT7813	ED	1037	153	0	0	38	0	115	2	113
PCT7813	MV	1037	155	0	0	26	0	129	0	129
PCT7813	TO	1037	308	0	0	64	0	244	2	242
PCT7814	ED	887	80	0	0	23	0	57	0	57
PCT7814	MV	887	91	0	1	27	0	63	0	63
PCT7814	TO	887	171	0	1	50	0	120	0	120
PCT7815	ED	1779	189	0	0	30	0	159	0	159
PCT7815	MV	1779	316	0	0	54	0	262	0	262
PCT7815	TO	1779	505	0	0	84	0	421	0	421
PCT7817	ED	1641	225	0	0	47	0	178	1	177
PCT7817	MV	1641	267	0	0	68	0	199	0	199
PCT7817	TO	1641	492	0	0	115	0	377	1	376
PCT7819	ED	1585	181	0	0	50	0	131	3	128
PCT7819	MV	1585	222	0	0	50	0	172	0	172
PCT7819	TO	1585	403	0	0	100	0	303	3	300
PCT7821	ED	965	134	0	0	24	0	110	0	110
PCT7821	MV	965	156	0	0	30	0	126	0	126
PCT7821	TO	965	290	0	0	54	0	236	0	236
PCT7822	ED	1748	263	0	0	50	0	213	1	212
PCT7822	MV	1748	289	0	0	65	0	224	0	224
PCT7822	TO	1748	552	0	0	115	0	437	1	436
PCT7824	ED	1353	175	0	0	30	0	145	0	145
PCT7824	MV	1353	168	0	0	40	0	128	0	128
PCT7824	TO	1353	343	0	0	70	0	273	0	273
PCT7826	ED	661	108	0	0	24	0	84	2	82
PCT7826	MV	661	60	0	0	16	0	44	0	44
PCT7826	TO	661	168	0	0	40	0	128	2	126
PCT7828	ED	997	105	0	0	16	0	89	0	89
PCT7828	MV	997	137	0	0	29	0	108	0	108
PCT7828	TO	997	242	0	0	45	0	197	0	197
PCT7829	ED	884	112	0	0	17	0	95	0	95
PCT7829	MV	884	155	0	0	36	0	119	0	119
PCT7829	TO	884	267	0	0	53	0	214	0	214
PCT7832	ED	773	77	0	0	14	0	63	0	63
PCT7832	MV	773	155	0	0	32	0	123	0	123
PCT7832	TO	773	232	0	0	46	0	186	0	186
PCT7834	ED	1593	199	0	0	59	0	140	0	140
PCT7834	MV	1593	197	0	0	50	0	147	0	147
PCT7834	TO	1593	396	0	0	109	0	287	0	287
PCT7835	ED	847	77	0	0	10	0	67	1	66
PCT7835	MV	847	141	0	0	25	0	116	0	116
PCT7835	TO	847	218	0	0	35	0	183	1	182
PCT7836	ED	1011	109	0	0	16	0	93	1	92
PCT7836	MV	1011	178	0	0	32	0	146	0	146
PCT7836	TO	1011	287	0	0	48	0	239	1	238
PCT7837	ED	1784	239	0	0	47	0	192	0	192
PCT7837	MV	1784	306	0	0	62	0	244	0	244
PCT7837	TO	1784	545	0	0	109	0	436	0	436
PCT7839	ED	1718	176	0	0	33	0	143	2	141
PCT7839	MV	1718	328	0	0	75	0	253	0	253
PCT7839	TO	1718	504	0	0	108	0	396	2	394
PCT7841	ED	1778	277	0	0	61	0	216	0	216
PCT7841	MV	1778	215	0	0	42	0	173	0	173
PCT7841	TO	1778	492	0	0	103	0	389	0	389
PCT7843	ED	719	108	0	0	25	0	83	1	82
PCT7843	MV	719	92	0	0	30	0	62	0	62
PCT7843	TO	719	200	0	0	55	0	145	1	144
PCT7844	ED	630	77	0	0	11	0	66	0	66
PCT7844	MV	630	84	0	0	27	0	57	0	57
PCT7844	TO	630	161	0	0	38	0	123	0	123
PCT7845	ED	870	107	0	0	20	0	87	1	86
PCT7845	MV	870	142	0	0	25	0	117	0	117
PCT7845	TO	870	249	0	0	45	0	204	1	203
PCT7846	ED	888	103	0	0	22	0	81	0	81
PCT7846	MV	888	124	0	0	33	0	91	0	91
PCT7846	TO	888	227	0	0	55	0	172	0	172
PCT7847	ED	1718	225	0	0	45	0	180	0	180
PCT7847	MV	1718	257	0	0	64	0	193	0	193
PCT7847	TO	1718	482	0	0	109	0	373	0	373
PCT7849	ED	887	126	0	0	25	0	101	1	100
PCT7849	MV	887	142	0	0	30	0	112	0	112
PCT7849	TO	887	268	0	0	55	0	213	1	212
PCT7852	ED	1153	130	0	0	30	0	100	2	98
PCT7852	MV	1153	235	0	0	33	0	202	0	202
PCT7852	TO	1153	365	0	0	63	0	302	2	300
PCT7853	ED	1736	183	0	1	33	0	149	0	149
PCT7853	MV	1736	280	0	0	55	0	225	0	225
PCT7853	TO	1736	463	0	1	88	0	374	0	374
PCT7854	ED	866	109	0	0	27	0	82	1	81
PCT7854	MV	866	129	0	0	36	0	93	0	93
PCT7854	TO	866	238	0	0	63	0	175	1	174
PCT7855	ED	1775	243	0	0	49	0	194	1	193
PCT7855	MV	1775	239	0	0	61	0	178	0	178
PCT7855	TO	1775	482	0	0	110	0	372	1	371
PCT7858	ED	1646	199	0	0	50	0	149	0	149
PCT7858	MV	1646	205	0	0	47	0	158	0	158
PCT7858	TO	1646	404	0	0	97	0	307	0	307
PCT7861	ED	854	111	0	0	31	0	80	0	80
PCT7861	MV	854	139	0	0	29	0	110	0	110
PCT7861	TO	854	250	0	0	60	0	190	0	190
PCT7862	ED	857	132	0	0	11	0	121	1	120
PCT7862	MV	857	120	0	0	28	0	92	0	92
PCT7862	TO	857	252	0	0	39	0	213	1	212
PCT7863	ED	881	127	0	0	25	0	102	0	102
PCT7863	MV	881	98	0	0	16	0	82	0	82
PCT7863	TO	881	225	0	0	41	0	184	0	184
PCT7864	ED	804	96	0	0	14	0	82	1	81
PCT7864	MV	804	112	0	0	36	0	76	0	76
PCT7864	TO	804	208	0	0	50	0	158	1	157
PCT7866	ED	822	113	0	0	17	0	96	0	96
PCT7866	MV	822	193	0	0	48	0	145	0	145
PCT7866	TO	822	306	0	0	65	0	241	0	241
PCT7867	ED	969	124	0	0	22	0	102	0	102
PCT7867	MV	969	144	0	0	22	0	122	0	122
PCT7867	TO	969	268	0	0	44	0	224	0	224
PCT7868	ED	870	117	0	0	16	0	101	0	101
PCT7868	MV	870	128	0	1	24	0	103	0	103
PCT7868	TO	870	245	0	1	40	0	204	0	204
PCT7869	ED	863	109	0	0	10	0	99	2	97
PCT7869	MV	863	147	0	0	35	0	112	0	112
PCT7869	TO	863	256	0	0	45	0	211	2	209
PCT7871	ED	877	124	0	0	27	0	97	3	94
PCT7871	MV	877	133	0	0	27	0	106	0	106
PCT7871	TO	877	257	0	0	54	0	203	3	200
PCT7872	ED	863	134	0	0	18	0	116	0	116
PCT7872	MV	863	145	0	0	32	0	113	0	113
PCT7872	TO	863	279	0	0	50	0	229	0	229
PCT7873	ED	1688	226	0	0	45	0	181	1	180
PCT7873	MV	1688	277	0	0	80	0	197	0	197
PCT7873	TO	1688	503	0	0	125	0	378	1	377
PCT7874	ED	474	54	0	0	10	0	44	0	44
PCT7874	MV	474	56	0	0	11	0	45	0	45
PCT7874	TO	474	110	0	0	21	0	89	0	89
PCT7875	ED	624	62	0	0	13	0	49	1	48
PCT7875	MV	624	81	0	1	18	0	62	0	62
PCT7875	TO	624	143	0	1	31	0	111	1	110
PCT7876	ED	523	49	0	0	9	0	40	0	40
PCT7876	MV	523	93	0	0	24	0	69	0	69
PCT7876	TO	523	142	0	0	33	0	109	0	109
PCT7902	ED	1729	159	0	0	46	0	113	1	112
PCT7902	MV	1729	184	0	0	48	0	136	0	136
PCT7902	TO	1729	343	0	0	94	0	249	1	248
PCT7903	ED	826	102	0	0	30	0	72	2	70
PCT7903	MV	826	83	0	0	26	0	57	0	57
PCT7903	TO	826	185	0	0	56	0	129	2	127
PCT7905	ED	880	114	0	0	23	0	91	0	91
PCT7905	MV	880	114	0	0	32	0	82	0	82
PCT7905	TO	880	228	0	0	55	0	173	0	173
PCT7906	ED	757	75	0	0	20	0	55	1	54
PCT7906	MV	757	66	0	0	13	0	53	0	53
PCT7906	TO	757	141	0	0	33	0	108	1	107
PCT7908	ED	1907	203	0	0	55	0	148	4	144
PCT7908	MV	1907	223	0	0	45	0	178	0	178
PCT7908	TO	1907	426	0	0	100	0	326	4	322
PCT7909	ED	718	96	0	0	27	0	69	0	69
PCT7909	MV	718	68	0	0	15	0	53	0	53
PCT7909	TO	718	164	0	0	42	0	122	0	122
PCT7911	ED	845	91	0	0	25	0	66	0	66
PCT7911	MV	845	82	0	0	25	0	57	0	57
PCT7911	TO	845	173	0	0	50	0	123	0	123
PCT7912	ED	1940	230	0	0	65	0	165	1	164
PCT7912	MV	1940	196	0	0	49	0	147	0	147
PCT7912	TO	1940	426	0	0	114	0	312	1	311
PCT7915	ED	1692	200	0	0	60	0	140	0	140
PCT7915	MV	1692	142	0	0	35	0	107	0	107
PCT7915	TO	1692	342	0	0	95	0	247	0	247
PCT7916	ED	842	119	0	0	31	0	88	0	88
PCT7916	MV	842	85	0	0	19	0	66	0	66
PCT7916	TO	842	204	0	0	50	0	154	0	154
PCT7917	ED	1823	232	0	1	73	0	158	1	157
PCT7917	MV	1823	178	0	0	55	0	123	0	123
PCT7917	TO	1823	410	0	1	128	0	281	1	280
PCT7918	ED	798	96	0	0	25	0	71	3	68
PCT7918	MV	798	61	0	0	15	0	46	0	46
PCT7918	TO	798	157	0	0	40	0	117	3	114
PCT7921	ED	1729	157	0	0	38	0	119	1	118
PCT7921	MV	1729	191	0	0	41	0	150	0	150
PCT7921	TO	1729	348	0	0	79	0	269	1	268
PCT7923	ED	1708	173	0	0	47	0	126	1	125
PCT7923	MV	1708	196	0	0	44	0	152	0	152
PCT7923	TO	1708	369	0	0	91	0	278	1	277
PCT7925	ED	530	58	0	0	16	0	42	0	42
PCT7925	MV	530	66	0	0	22	0	44	0	44
PCT7925	TO	530	124	0	0	38	0	86	0	86
PCT7926	ED	783	114	0	0	24	0	90	1	89
PCT7926	MV	783	85	0	0	23	0	62	0	62
PCT7926	TO	783	199	0	0	47	0	152	1	151
PCT7928	ED	1661	261	0	0	65	0	196	2	194
PCT7928	MV	1661	203	0	0	40	0	163	0	163
PCT7928	TO	1661	464	0	0	105	0	359	2	357
PCT7929	ED	830	117	0	0	23	0	94	1	93
PCT7929	MV	830	139	0	0	25	0	114	0	114
PCT7929	TO	830	256	0	0	48	0	208	1	207
PCT7931	ED	742	96	0	0	15	0	81	1	80
PCT7931	MV	742	122	0	0	22	0	100	0	100
PCT7931	TO	742	218	0	0	37	0	181	1	180
PCT7932	ED	547	68	0	0	18	0	50	0	50
PCT7932	MV	547	79	0	0	20	0	59	0	59
PCT7932	TO	547	147	0	0	38	0	109	0	109
PCT7933	MV	7	2	0	0	1	0	1	0	1
PCT7933	TO	7	2	0	0	1	0	1	0	1
PCT7934	ED	866	93	0	0	26	0	67	0	67
PCT7934	MV	866	124	0	1	25	0	98	0	98
PCT7934	TO	866	217	0	1	51	0	165	0	165
PCT7935	ED	927	131	0	0	22	0	109	1	108
PCT7935	MV	927	142	0	0	32	0	110	0	110
PCT7935	TO	927	273	0	0	54	0	219	1	218
PCT7936	ED	1508	285	0	0	69	0	216	0	216
PCT7936	MV	1508	190	0	0	41	0	149	0	149
PCT7936	TO	1508	475	0	0	110	0	365	0	365
PCT7937	ED	899	108	0	0	25	0	83	0	83
PCT7937	MV	899	97	0	0	24	0	73	0	73
PCT7937	TO	899	205	0	0	49	0	156	0	156
PCT7938	ED	758	80	0	0	16	0	64	2	62
PCT7938	MV	758	91	0	0	20	0	71	0	71
PCT7938	TO	758	171	0	0	36	0	135	2	133
PCT7941	ED	752	95	0	0	21	0	74	1	73
PCT7941	MV	752	100	0	0	19	0	81	0	81
PCT7941	TO	752	195	0	0	40	0	155	1	154
PCT7942	ED	923	71	0	0	14	0	57	0	57
PCT7942	MV	923	124	0	0	19	0	105	0	105
PCT7942	TO	923	195	0	0	33	0	162	0	162
PCT7943	ED	1675	216	0	0	51	0	165	4	161
PCT7943	MV	1675	216	0	0	38	0	178	0	178
PCT7943	TO	1675	432	0	0	89	0	343	4	339
PCT7945	ED	940	51	0	0	13	0	38	0	38
PCT7945	MV	940	115	0	0	22	0	93	0	93
PCT7945	TO	940	166	0	0	35	0	131	0	131
PCT7946	ED	1553	111	0	0	18	0	93	1	92
PCT7946	MV	1553	268	0	0	57	0	211	0	211
PCT7946	TO	1553	379	0	0	75	0	304	1	303
PCT7947	ED	960	51	0	0	16	0	35	0	35
PCT7947	MV	960	157	0	0	38	0	119	0	119
PCT7947	TO	960	208	0	0	54	0	154	0	154
PCT7948	ED	918	75	0	0	20	0	55	0	55
PCT7948	MV	918	146	0	0	33	0	113	0	113
PCT7948	TO	918	221	0	0	53	0	168	0	168
PCT7951	ED	1818	99	0	0	14	0	85	1	84
PCT7951	MV	1818	312	0	1	81	0	230	0	230
PCT7951	TO	1818	411	0	1	95	0	315	1	314
PCT7953	ED	824	69	0	0	11	0	58	1	57
PCT7953	MV	824	132	0	0	34	0	98	0	98
PCT7953	TO	824	201	0	0	45	0	156	1	155
PCT7954	MV	1	1	0	0	0	0	1	0	1
PCT7954	TO	1	1	0	0	0	0	1	0	1
PCT7956	ED	1759	85	0	0	19	0	66	0	66
PCT7956	MV	1759	244	0	0	59	0	185	0	185
PCT7956	TO	1759	329	0	0	78	0	251	0	251
PCT7957	ED	665	60	0	0	13	0	47	0	47
PCT7957	MV	665	103	0	0	20	0	83	0	83
PCT7957	TO	665	163	0	0	33	0	130	0	130
PCT7958	MV	301	53	0	0	22	0	31	0	31
PCT7958	TO	301	53	0	0	22	0	31	0	31
PCT7959	ED	1198	94	0	0	26	0	68	1	67
PCT7959	MV	1198	147	0	0	29	0	118	0	118
PCT7959	TO	1198	241	0	0	55	0	186	1	185
PCT9001	MV	286	50	0	0	5	0	45	0	45
PCT9001	TO	286	50	0	0	5	0	45	0	45
PCT9103	ED	946	99	0	0	21	0	78	1	77
PCT9103	MV	946	124	0	0	39	0	85	0	85
PCT9103	TO	946	223	0	0	60	0	163	1	162
PCT9104	ED	993	83	0	0	23	0	60	0	60
PCT9104	MV	993	142	0	0	37	0	105	0	105
PCT9104	TO	993	225	0	0	60	0	165	0	165
PCT9105	ED	1747	185	0	0	41	0	144	2	142
PCT9105	MV	1747	233	0	0	55	0	178	0	178
PCT9105	TO	1747	418	0	0	96	0	322	2	320
PCT9106	ED	935	109	0	0	18	0	91	0	91
PCT9106	MV	935	112	0	0	24	0	88	0	88
PCT9106	TO	935	221	0	0	42	0	179	0	179
PCT9109	ED	1651	202	0	0	47	0	155	0	155
PCT9109	MV	1651	174	0	0	42	0	132	0	132
PCT9109	TO	1651	376	0	0	89	0	287	0	287
PCT9111	ED	809	82	0	0	16	0	66	0	66
PCT9111	MV	809	97	0	0	20	0	77	0	77
PCT9111	TO	809	179	0	0	36	0	143	0	143
PCT9113	ED	997	132	0	0	27	0	105	0	105
PCT9113	MV	997	127	0	0	28	0	99	0	99
PCT9113	TO	997	259	0	0	55	0	204	0	204
PCT9114	ED	1806	173	0	0	47	0	126	3	123
PCT9114	MV	1806	209	0	0	48	0	161	0	161
PCT9114	TO	1806	382	0	0	95	0	287	3	284
PCT9116	ED	1822	194	0	0	58	0	136	3	133
PCT9116	MV	1822	221	0	0	64	0	157	0	157
PCT9116	TO	1822	415	0	0	122	0	293	3	290
PCT9117	ED	1691	201	0	0	45	0	156	1	155
PCT9117	MV	1691	277	0	0	74	0	203	0	203
PCT9117	TO	1691	478	0	0	119	0	359	1	358
PCT9118	ED	1938	171	0	0	47	0	124	0	124
PCT9118	MV	1938	252	0	0	67	0	185	0	185
PCT9118	TO	1938	423	0	0	114	0	309	0	309
PCT9119	ED	899	77	0	0	19	0	58	0	58
PCT9119	MV	899	139	0	0	23	0	116	0	116
PCT9119	TO	899	216	0	0	42	0	174	0	174
PCT9122	ED	1865	148	0	0	36	0	112	2	110
PCT9122	MV	1865	272	0	0	72	0	200	0	200
PCT9122	TO	1865	420	0	0	108	0	312	2	310
PCT9124	ED	1843	178	0	0	45	0	133	1	132
PCT9124	MV	1843	258	0	0	76	0	182	0	182
PCT9124	TO	1843	436	0	0	121	0	315	1	314
PCT9125	ED	879	83	0	0	19	0	64	1	63
PCT9125	MV	879	114	0	0	28	0	86	0	86
PCT9125	TO	879	197	0	0	47	0	150	1	149
PCT9127	ED	1974	213	0	0	38	0	175	0	175
PCT9127	MV	1974	299	0	1	88	0	210	0	210
PCT9127	TO	1974	512	0	1	126	0	385	0	385
PCT9128	ED	814	102	0	0	20	0	82	1	81
PCT9128	MV	814	113	0	0	25	0	88	0	88
PCT9128	TO	814	215	0	0	45	0	170	1	169
PCT9129	ED	1459	128	0	0	19	0	109	3	106
PCT9129	MV	1459	193	0	0	57	0	136	0	136
PCT9129	TO	1459	321	0	0	76	0	245	3	242
PCT9132	ED	805	80	0	0	26	0	54	1	53
PCT9132	MV	805	86	0	0	26	0	60	0	60
PCT9132	TO	805	166	0	0	52	0	114	1	113
PCT9133	ED	1984	203	0	0	40	0	163	0	163
PCT9133	MV	1984	263	0	0	57	0	206	0	206
PCT9133	TO	1984	466	0	0	97	0	369	0	369
PCT9134	ED	891	60	0	0	20	0	40	1	39
PCT9134	MV	891	117	0	0	27	0	90	0	90
PCT9134	TO	891	177	0	0	47	0	130	1	129
PCT9135	ED	802	90	0	0	21	0	69	0	69
PCT9135	MV	802	130	0	0	29	0	101	0	101
PCT9135	TO	802	220	0	0	50	0	170	0	170
PCT9136	ED	900	97	0	0	21	0	76	1	75
PCT9136	MV	900	106	0	0	32	0	74	0	74
PCT9136	TO	900	203	0	0	53	0	150	1	149
PCT9137	ED	999	90	0	0	17	0	73	2	71
PCT9137	MV	999	129	0	0	36	0	93	0	93
PCT9137	TO	999	219	0	0	53	0	166	2	164
PCT9138	ED	929	69	0	0	13	0	56	0	56
PCT9138	MV	929	126	0	0	20	0	106	0	106
PCT9138	TO	929	195	0	0	33	0	162	0	162
PCT9139	ED	986	83	0	0	17	0	66	0	66
PCT9139	MV	986	150	0	0	28	0	122	0	122
PCT9139	TO	986	233	0	0	45	0	188	0	188
PCT9141	ED	1803	188	0	0	45	0	143	2	141
PCT9141	MV	1803	269	0	0	66	0	203	0	203
PCT9141	TO	1803	457	0	0	111	0	346	2	344
PCT9143	ED	895	103	0	0	28	0	75	1	74
PCT9143	MV	895	138	0	0	34	0	104	0	104
PCT9143	TO	895	241	0	0	62	0	179	1	178
PCT9144	ED	958	121	0	0	43	0	78	3	75
PCT9144	MV	958	139	0	0	32	0	107	0	107
PCT9144	TO	958	260	0	0	75	0	185	3	182
PCT9145	ED	851	89	0	0	15	0	74	0	74
PCT9145	MV	851	101	0	0	34	0	67	0	67
PCT9145	TO	851	190	0	0	49	0	141	0	141
PCT9146	ED	1837	209	0	0	44	0	165	2	163
PCT9146	MV	1837	208	0	0	70	0	138	0	138
PCT9146	TO	1837	417	0	0	114	0	303	2	301
PCT9149	ED	957	134	0	0	34	0	100	1	99
PCT9149	MV	957	108	0	0	25	0	83	0	83
PCT9149	TO	957	242	0	0	59	0	183	1	182
PCT9152	ED	1630	123	0	0	16	0	107	3	104
PCT9152	MV	1630	179	0	0	42	0	137	0	137
PCT9152	TO	1630	302	0	0	58	0	244	3	241
PCT9201	ED	950	76	0	0	19	0	57	1	56
PCT9201	MV	950	74	0	0	17	0	57	0	57
PCT9201	TO	950	150	0	0	36	0	114	1	113
PCT9202	ED	977	78	0	0	15	0	63	0	63
PCT9202	MV	977	76	0	0	19	0	57	0	57
PCT9202	TO	977	154	0	0	34	0	120	0	120
PCT9203	ED	984	51	0	0	18	0	33	0	33
PCT9203	MV	984	118	0	0	36	0	82	0	82
PCT9203	TO	984	169	0	0	54	0	115	0	115
PCT9204	ED	855	83	0	0	19	0	64	1	63
PCT9204	MV	855	99	0	0	30	0	69	0	69
PCT9204	TO	855	182	0	0	49	0	133	1	132
PCT9205	ED	1484	103	0	0	19	0	84	1	83
PCT9205	MV	1484	165	0	0	37	0	128	0	128
PCT9205	TO	1484	268	0	0	56	0	212	1	211
