area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	15:SUZY LOFTUS	16:LEIF DAUTCH	17:NANCY TUNG	18:CHESA BOUDIN
PCT7529	ED	906	137	0	0	9	0	128	1	29	9	7	82
PCT7529	MV	906	210	0	0	16	0	194	0	72	17	18	87
PCT7529	TO	906	347	0	0	25	0	322	1	101	26	25	169
PCT7531	ED	839	74	0	0	3	0	71	0	17	2	2	50
PCT7531	MV	839	223	0	0	9	0	214	0	72	14	20	108
PCT7531	TO	839	297	0	0	12	0	285	0	89	16	22	158
PCT7532	ED	792	90	0	0	3	0	87	1	20	13	8	45
PCT7532	MV	792	194	0	1	11	0	182	0	51	28	27	76
PCT7532	TO	792	284	0	1	14	0	269	1	71	41	35	121
PCT7533	ED	936	168	0	0	7	0	161	1	33	18	8	101
PCT7533	MV	936	230	0	1	17	0	212	0	62	25	18	107
PCT7533	TO	936	398	0	1	24	0	373	1	95	43	26	208
PCT7534	ED	881	116	0	0	3	0	113	0	29	4	10	70
PCT7534	MV	881	149	0	0	8	0	141	0	47	13	12	69
PCT7534	TO	881	265	0	0	11	0	254	0	76	17	22	139
PCT7536	ED	1594	242	0	0	7	0	235	3	50	19	5	158
PCT7536	MV	1594	418	0	0	22	0	396	0	126	45	24	201
PCT7536	TO	1594	660	0	0	29	0	631	3	176	64	29	359
PCT7537	ED	1472	217	0	0	10	0	207	1	51	16	10	129
PCT7537	MV	1472	373	0	0	21	0	352	0	126	26	23	177
PCT7537	TO	1472	590	0	0	31	0	559	1	177	42	33	306
PCT7539	ED	906	180	0	0	5	0	175	1	42	6	9	117
PCT7539	MV	906	169	0	0	12	0	157	0	52	16	7	82
PCT7539	TO	906	349	0	0	17	0	332	1	94	22	16	199
PCT7541	ED	769	100	0	0	4	0	96	2	19	7	6	62
PCT7541	MV	769	198	0	0	13	0	185	0	63	23	27	72
PCT7541	TO	769	298	0	0	17	0	281	2	82	30	33	134
PCT7543	ED	1718	204	0	0	6	0	198	2	50	13	16	117
PCT7543	MV	1718	463	0	2	19	0	442	0	145	34	30	233
PCT7543	TO	1718	667	0	2	25	0	640	2	195	47	46	350
PCT7544	ED	892	112	0	1	3	0	108	0	34	7	8	59
PCT7544	MV	892	229	0	0	14	0	215	0	59	22	25	109
PCT7544	TO	892	341	0	1	17	0	323	0	93	29	33	168
PCT7545	ED	877	110	0	1	5	0	104	0	24	11	6	63
PCT7545	MV	877	205	0	0	18	0	187	0	60	25	25	77
PCT7545	TO	877	315	0	1	23	0	291	0	84	36	31	140
PCT7546	ED	1900	271	0	0	11	0	260	0	67	32	15	146
PCT7546	MV	1900	545	0	0	21	0	524	0	155	41	38	290
PCT7546	TO	1900	816	0	0	32	0	784	0	222	73	53	436
PCT7548	ED	1027	149	0	0	7	0	142	0	47	12	6	77
PCT7548	MV	1027	220	0	1	12	0	207	0	79	23	15	90
PCT7548	TO	1027	369	0	1	19	0	349	0	126	35	21	167
PCT7549	ED	799	99	0	0	3	0	96	0	32	4	6	54
PCT7549	MV	799	247	0	0	17	0	230	0	65	33	24	108
PCT7549	TO	799	346	0	0	20	0	326	0	97	37	30	162
PCT7552	ED	685	97	0	0	3	0	94	0	29	7	8	50
PCT7552	MV	685	177	0	0	6	0	171	0	68	17	18	68
PCT7552	TO	685	274	0	0	9	0	265	0	97	24	26	118
PCT7553	MV	182	66	0	0	5	0	61	0	19	7	8	27
PCT7553	TO	182	66	0	0	5	0	61	0	19	7	8	27
PCT7554	ED	795	107	0	0	6	0	101	1	46	4	4	46
PCT7554	MV	795	218	0	1	13	0	204	0	93	23	17	71
PCT7554	TO	795	325	0	1	19	0	305	1	139	27	21	117
PCT7555	ED	1584	271	0	0	11	0	260	1	101	20	14	124
PCT7555	MV	1584	482	0	1	24	0	457	0	172	48	34	203
PCT7555	TO	1584	753	0	1	35	0	717	1	273	68	48	327
PCT7556	ED	958	113	0	0	2	0	111	0	41	10	12	48
PCT7556	MV	958	356	0	0	22	0	334	0	158	31	32	113
PCT7556	TO	958	469	0	0	24	0	445	0	199	41	44	161
PCT7601	ED	677	61	0	0	4	0	57	1	16	6	6	28
PCT7601	MV	677	128	0	0	8	0	120	0	33	25	20	42
PCT7601	TO	677	189	0	0	12	0	177	1	49	31	26	70
PCT7602	ED	1659	137	0	0	6	0	131	0	30	19	12	70
PCT7602	MV	1659	289	0	0	18	0	271	0	63	54	48	106
PCT7602	TO	1659	426	0	0	24	0	402	0	93	73	60	176
PCT7605	ED	1508	75	0	0	2	0	73	2	15	17	9	30
PCT7605	MV	1508	392	0	9	26	0	357	0	67	106	70	114
PCT7605	TO	1508	467	0	9	28	0	430	2	82	123	79	144
PCT7606	ED	887	62	0	0	2	0	60	0	15	10	9	26
PCT7606	MV	887	121	0	0	5	0	116	0	30	31	14	41
PCT7606	TO	887	183	0	0	7	0	176	0	45	41	23	67
PCT7607	ED	900	65	0	1	5	0	59	0	9	10	9	31
PCT7607	MV	900	175	0	1	14	0	160	0	41	37	29	53
PCT7607	TO	900	240	0	2	19	0	219	0	50	47	38	84
PCT7608	ED	1300	80	0	0	2	0	78	0	20	10	16	32
PCT7608	MV	1300	215	0	0	23	0	192	0	38	53	51	50
PCT7608	TO	1300	295	0	0	25	0	270	0	58	63	67	82
PCT7611	ED	763	38	0	0	0	0	38	1	10	10	4	13
PCT7611	MV	763	159	0	6	22	0	131	0	33	31	34	33
PCT7611	TO	763	197	0	6	22	0	169	1	43	41	38	46
PCT7613	ED	1421	101	0	0	3	0	98	2	28	16	13	39
PCT7613	MV	1421	290	0	3	26	0	261	0	66	73	56	66
PCT7613	TO	1421	391	0	3	29	0	359	2	94	89	69	105
PCT7614	ED	932	56	0	0	7	0	49	0	12	8	7	22
PCT7614	MV	932	134	0	0	8	0	126	0	26	26	27	47
PCT7614	TO	932	190	0	0	15	0	175	0	38	34	34	69
PCT7615	ED	745	41	0	0	6	0	35	0	8	6	8	13
PCT7615	MV	745	132	0	1	8	0	123	0	29	31	30	33
PCT7615	TO	745	173	0	1	14	0	158	0	37	37	38	46
PCT7616	ED	1246	58	0	0	1	0	57	0	14	9	6	28
PCT7616	MV	1246	260	0	2	19	0	239	0	83	43	35	78
PCT7616	TO	1246	318	0	2	20	0	296	0	97	52	41	106
PCT7617	ED	737	32	0	0	2	0	30	0	4	4	4	18
PCT7617	MV	737	166	0	3	13	0	150	0	38	30	38	44
PCT7617	TO	737	198	0	3	15	0	180	0	42	34	42	62
PCT7618	ED	873	54	0	0	2	0	52	0	13	6	9	24
PCT7618	MV	873	196	0	0	17	0	179	0	42	31	36	70
PCT7618	TO	873	250	0	0	19	0	231	0	55	37	45	94
PCT7619	ED	1055	64	0	0	2	0	62	0	15	4	6	37
PCT7619	MV	1055	240	0	0	15	0	225	0	56	57	32	80
PCT7619	TO	1055	304	0	0	17	0	287	0	71	61	38	117
PCT7621	ED	1064	60	0	0	2	0	58	0	19	4	15	20
PCT7621	MV	1064	214	0	1	13	0	200	0	57	33	54	56
PCT7621	TO	1064	274	0	1	15	0	258	0	76	37	69	76
PCT7622	ED	923	45	0	0	2	0	43	0	12	8	9	14
PCT7622	MV	923	130	0	1	14	0	115	0	28	25	21	41
PCT7622	TO	923	175	0	1	16	0	158	0	40	33	30	55
PCT7623	ED	965	68	0	1	4	0	63	0	12	8	7	36
PCT7623	MV	965	148	0	0	12	0	136	0	22	32	31	51
PCT7623	TO	965	216	0	1	16	0	199	0	34	40	38	87
PCT7624	ED	835	47	0	1	3	0	43	0	11	10	4	18
PCT7624	MV	835	143	0	3	15	0	125	0	22	40	20	43
PCT7624	TO	835	190	0	4	18	0	168	0	33	50	24	61
PCT7625	ED	809	23	0	0	0	0	23	0	8	3	5	7
PCT7625	MV	809	369	0	6	39	0	324	0	99	103	62	60
PCT7625	TO	809	392	0	6	39	0	347	0	107	106	67	67
PCT7626	ED	1037	47	0	0	3	0	44	0	18	8	11	7
PCT7626	MV	1037	261	0	1	20	0	240	0	73	49	57	61
PCT7626	TO	1037	308	0	1	23	0	284	0	91	57	68	68
PCT7628	ED	933	69	0	0	4	0	65	0	18	6	4	37
PCT7628	MV	933	193	0	0	17	0	176	0	47	23	32	74
PCT7628	TO	933	262	0	0	21	0	241	0	65	29	36	111
PCT7629	ED	847	63	0	0	2	0	61	0	12	12	5	32
PCT7629	MV	847	151	0	1	15	0	135	0	43	35	16	41
PCT7629	TO	847	214	0	1	17	0	196	0	55	47	21	73
PCT7632	ED	1112	61	0	0	2	0	59	1	13	5	10	30
PCT7632	MV	1112	210	0	0	13	0	197	0	46	34	34	83
PCT7632	TO	1112	271	0	0	15	0	256	1	59	39	44	113
PCT7633	ED	1902	109	0	0	4	0	105	0	23	21	17	44
PCT7633	MV	1902	439	0	4	28	0	407	0	112	100	90	105
PCT7633	TO	1902	548	0	4	32	0	512	0	135	121	107	149
PCT7634	ED	864	63	0	0	2	0	61	0	17	9	14	21
PCT7634	MV	864	227	0	2	12	0	213	0	57	55	51	50
PCT7634	TO	864	290	0	2	14	0	274	0	74	64	65	71
PCT7635	ED	821	41	0	0	1	0	40	0	12	6	7	15
PCT7635	MV	821	179	0	0	10	0	169	0	47	35	26	61
PCT7635	TO	821	220	0	0	11	0	209	0	59	41	33	76
PCT7636	ED	945	59	0	0	4	0	55	1	16	4	12	22
PCT7636	MV	945	181	0	2	21	0	158	0	52	29	42	35
PCT7636	TO	945	240	0	2	25	0	213	1	68	33	54	57
PCT7637	ED	841	44	0	0	2	0	42	0	9	9	11	13
PCT7637	MV	841	213	0	0	22	0	191	0	62	50	50	29
PCT7637	TO	841	257	0	0	24	0	233	0	71	59	61	42
PCT7638	ED	1467	67	0	0	2	0	65	0	11	20	24	10
PCT7638	MV	1467	412	0	1	41	0	370	0	133	86	105	46
PCT7638	TO	1467	479	0	1	43	0	435	0	144	106	129	56
PCT7639	ED	1935	103	0	0	4	0	99	0	32	18	19	30
PCT7639	MV	1935	517	0	1	48	0	468	0	141	107	135	85
PCT7639	TO	1935	620	0	1	52	0	567	0	173	125	154	115
PCT7642	ED	946	60	0	0	2	0	58	0	18	10	15	15
PCT7642	MV	946	187	0	0	20	0	167	0	40	43	37	47
PCT7642	TO	946	247	0	0	22	0	225	0	58	53	52	62
PCT7643	ED	927	69	0	0	3	0	66	0	17	16	12	21
PCT7643	MV	927	283	0	3	23	0	257	0	73	57	64	63
PCT7643	TO	927	352	0	3	26	0	323	0	90	73	76	84
PCT7644	ED	1111	60	0	0	3	0	57	1	16	9	14	17
PCT7644	MV	1111	213	0	0	16	0	197	0	71	35	41	50
PCT7644	TO	1111	273	0	0	19	0	254	1	87	44	55	67
PCT7645	ED	626	28	0	0	3	0	25	0	5	5	9	6
PCT7645	MV	626	189	0	0	19	0	170	0	61	42	42	25
PCT7645	TO	626	217	0	0	22	0	195	0	66	47	51	31
PCT7646	ED	1090	41	0	0	3	0	38	0	12	2	5	19
PCT7646	MV	1090	283	0	0	22	0	261	0	97	50	55	59
PCT7646	TO	1090	324	0	0	25	0	299	0	109	52	60	78
PCT7647	ED	968	43	0	0	1	0	42	0	11	5	7	19
PCT7647	MV	968	81	0	2	9	0	70	0	19	13	12	26
PCT7647	TO	968	124	0	2	10	0	112	0	30	18	19	45
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	888	44	0	0	2	0	42	0	17	5	6	14
PCT7649	MV	888	168	0	0	15	0	153	0	45	40	26	42
PCT7649	TO	888	212	0	0	17	0	195	0	62	45	32	56
PCT7651	ED	830	29	0	0	0	0	29	0	7	7	6	9
PCT7651	MV	830	173	0	1	10	0	162	0	45	33	48	36
PCT7651	TO	830	202	0	1	10	0	191	0	52	40	54	45
PCT7652	ED	596	38	0	0	1	0	37	0	8	7	6	16
PCT7652	MV	596	124	0	0	10	0	114	0	43	20	21	30
PCT7652	TO	596	162	0	0	11	0	151	0	51	27	27	46
PCT7653	ED	1373	52	0	0	3	0	49	0	17	8	10	14
PCT7653	MV	1373	298	0	0	20	0	278	0	84	49	73	72
PCT7653	TO	1373	350	0	0	23	0	327	0	101	57	83	86
PCT7655	ED	1150	39	0	0	2	0	37	0	9	6	8	14
PCT7655	MV	1150	229	0	0	14	0	215	0	75	43	56	41
PCT7655	TO	1150	268	0	0	16	0	252	0	84	49	64	55
PCT7701	ED	1035	114	0	1	6	0	107	1	33	9	19	45
PCT7701	MV	1035	322	0	0	25	0	297	0	89	43	66	99
PCT7701	TO	1035	436	0	1	31	0	404	1	122	52	85	144
PCT7703	MV	178	36	0	0	4	0	32	0	11	5	8	8
PCT7703	TO	178	36	0	0	4	0	32	0	11	5	8	8
PCT7704	ED	1723	202	0	0	13	0	189	0	74	28	36	51
PCT7704	MV	1723	441	0	0	24	0	417	0	149	57	132	79
PCT7704	TO	1723	643	0	0	37	0	606	0	223	85	168	130
PCT7705	ED	570	67	0	0	2	0	65	0	33	5	17	10
PCT7705	MV	570	176	0	0	10	0	166	0	78	19	41	28
PCT7705	TO	570	243	0	0	12	0	231	0	111	24	58	38
PCT7706	ED	839	120	0	1	0	0	119	0	43	25	21	30
PCT7706	MV	839	268	0	0	22	0	246	0	107	40	52	47
PCT7706	TO	839	388	0	1	22	0	365	0	150	65	73	77
PCT7707	ED	861	119	0	0	2	0	117	1	49	14	23	30
PCT7707	MV	861	263	0	0	15	0	248	0	90	34	67	57
PCT7707	TO	861	382	0	0	17	0	365	1	139	48	90	87
PCT7708	ED	881	92	0	0	0	0	92	0	30	19	11	32
PCT7708	MV	881	304	0	0	19	0	285	0	104	38	78	65
PCT7708	TO	881	396	0	0	19	0	377	0	134	57	89	97
PCT7709	ED	395	65	0	0	2	0	63	0	13	3	8	39
PCT7709	MV	395	118	0	1	6	0	111	0	43	7	21	40
PCT7709	TO	395	183	0	1	8	0	174	0	56	10	29	79
PCT7712	ED	1308	145	0	0	3	0	142	0	28	18	18	78
PCT7712	MV	1308	333	0	0	35	0	298	0	90	40	78	90
PCT7712	TO	1308	478	0	0	38	0	440	0	118	58	96	168
PCT7801	ED	968	110	0	0	0	0	110	0	43	12	8	47
PCT7801	MV	968	271	0	0	14	0	257	0	120	23	29	85
PCT7801	TO	968	381	0	0	14	0	367	0	163	35	37	132
PCT7802	ED	788	107	0	0	3	0	104	0	33	6	6	59
PCT7802	MV	788	232	0	0	16	0	216	0	95	30	27	64
PCT7802	TO	788	339	0	0	19	0	320	0	128	36	33	123
PCT7803	ED	822	67	0	0	2	0	65	0	25	9	6	25
PCT7803	MV	822	319	0	0	14	0	305	0	132	49	28	96
PCT7803	TO	822	386	0	0	16	0	370	0	157	58	34	121
PCT7805	ED	1683	205	0	0	4	0	201	0	62	20	23	96
PCT7805	MV	1683	533	0	0	34	0	499	0	215	58	47	179
PCT7805	TO	1683	738	0	0	38	0	700	0	277	78	70	275
PCT7807	ED	796	125	0	0	4	0	121	1	34	13	14	59
PCT7807	MV	796	215	0	0	10	0	205	0	60	24	16	105
PCT7807	TO	796	340	0	0	14	0	326	1	94	37	30	164
PCT7808	ED	1377	206	0	0	7	0	199	0	52	13	23	111
PCT7808	MV	1377	317	0	0	19	0	298	0	88	42	32	136
PCT7808	TO	1377	523	0	0	26	0	497	0	140	55	55	247
PCT7809	ED	770	89	0	0	5	0	84	0	23	3	1	57
PCT7809	MV	770	203	0	1	9	0	193	0	47	26	26	94
PCT7809	TO	770	292	0	1	14	0	277	0	70	29	27	151
PCT7811	ED	726	97	0	0	5	0	92	0	27	5	5	55
PCT7811	MV	726	164	0	0	7	0	157	0	44	10	19	84
PCT7811	TO	726	261	0	0	12	0	249	0	71	15	24	139
PCT7812	ED	871	107	0	0	6	0	101	0	26	10	12	53
PCT7812	MV	871	173	0	0	10	0	163	0	52	26	24	61
PCT7812	TO	871	280	0	0	16	0	264	0	78	36	36	114
PCT7813	ED	1037	153	0	0	4	0	149	1	30	13	12	93
PCT7813	MV	1037	273	0	1	10	0	262	0	76	33	26	127
PCT7813	TO	1037	426	0	1	14	0	411	1	106	46	38	220
PCT7814	ED	887	80	0	1	5	0	74	0	8	7	7	52
PCT7814	MV	887	184	0	2	12	0	170	0	37	18	27	88
PCT7814	TO	887	264	0	3	17	0	244	0	45	25	34	140
PCT7815	ED	1779	189	0	0	11	0	178	0	58	21	11	88
PCT7815	MV	1779	513	0	0	29	0	484	0	203	69	44	168
PCT7815	TO	1779	702	0	0	40	0	662	0	261	90	55	256
PCT7817	ED	1641	225	0	0	6	0	219	0	61	27	9	122
PCT7817	MV	1641	518	0	0	26	0	492	0	154	56	44	238
PCT7817	TO	1641	743	0	0	32	0	711	0	215	83	53	360
PCT7819	ED	1585	181	0	1	3	0	177	1	39	13	13	111
PCT7819	MV	1585	419	0	0	13	0	406	0	109	55	55	187
PCT7819	TO	1585	600	0	1	16	0	583	1	148	68	68	298
PCT7821	ED	965	134	0	0	3	0	131	0	46	15	14	56
PCT7821	MV	965	326	0	0	18	0	308	0	124	36	36	112
PCT7821	TO	965	460	0	0	21	0	439	0	170	51	50	168
PCT7822	ED	1748	263	0	1	7	0	255	1	61	27	21	145
PCT7822	MV	1748	522	0	0	27	0	495	0	182	64	48	201
PCT7822	TO	1748	785	0	1	34	0	750	1	243	91	69	346
PCT7824	ED	1353	175	0	0	7	0	168	0	53	27	7	81
PCT7824	MV	1353	336	0	1	17	0	318	0	100	34	25	159
PCT7824	TO	1353	511	0	1	24	0	486	0	153	61	32	240
PCT7826	ED	661	108	0	0	2	0	106	0	36	10	6	54
PCT7826	MV	661	119	0	0	9	0	110	0	37	13	7	53
PCT7826	TO	661	227	0	0	11	0	216	0	73	23	13	107
PCT7828	ED	997	105	0	0	6	0	99	0	36	8	14	41
PCT7828	MV	997	229	0	0	17	0	212	0	73	28	27	84
PCT7828	TO	997	334	0	0	23	0	311	0	109	36	41	125
PCT7829	ED	884	112	0	0	1	0	111	0	49	11	7	44
PCT7829	MV	884	297	0	0	13	0	284	0	110	48	31	95
PCT7829	TO	884	409	0	0	14	0	395	0	159	59	38	139
PCT7832	ED	773	77	0	0	2	0	75	0	32	5	11	27
PCT7832	MV	773	236	0	1	6	0	229	0	91	28	20	90
PCT7832	TO	773	313	0	1	8	0	304	0	123	33	31	117
PCT7834	ED	1593	199	0	1	8	0	190	1	36	17	8	128
PCT7834	MV	1593	403	0	1	28	0	374	0	116	42	27	189
PCT7834	TO	1593	602	0	2	36	0	564	1	152	59	35	317
PCT7835	ED	847	77	0	0	5	0	72	0	25	9	9	29
PCT7835	MV	847	193	0	0	10	0	183	0	59	32	27	65
PCT7835	TO	847	270	0	0	15	0	255	0	84	41	36	94
PCT7836	ED	1011	109	0	0	4	0	105	0	43	11	9	42
PCT7836	MV	1011	273	0	0	18	0	255	0	88	33	51	83
PCT7836	TO	1011	382	0	0	22	0	360	0	131	44	60	125
PCT7837	ED	1784	239	0	0	4	0	235	0	88	21	21	105
PCT7837	MV	1784	556	0	1	29	0	526	0	243	67	61	155
PCT7837	TO	1784	795	0	1	33	0	761	0	331	88	82	260
PCT7839	ED	1718	176	0	0	1	0	175	0	58	16	15	86
PCT7839	MV	1718	563	0	1	31	0	531	0	230	62	49	190
PCT7839	TO	1718	739	0	1	32	0	706	0	288	78	64	276
PCT7841	ED	1778	277	0	0	7	0	270	0	79	19	22	150
PCT7841	MV	1778	390	0	0	22	0	368	0	121	43	33	171
PCT7841	TO	1778	667	0	0	29	0	638	0	200	62	55	321
PCT7843	ED	719	108	0	0	2	0	106	0	28	7	3	68
PCT7843	MV	719	184	0	0	15	0	169	0	60	18	14	77
PCT7843	TO	719	292	0	0	17	0	275	0	88	25	17	145
PCT7844	ED	630	77	0	0	2	0	75	1	19	4	3	48
PCT7844	MV	630	158	0	0	4	0	154	0	39	15	13	87
PCT7844	TO	630	235	0	0	6	0	229	1	58	19	16	135
PCT7845	ED	870	107	0	0	2	0	105	0	42	8	16	39
PCT7845	MV	870	251	0	1	13	0	237	0	101	28	24	84
PCT7845	TO	870	358	0	1	15	0	342	0	143	36	40	123
PCT7846	ED	888	103	0	0	4	0	99	1	35	12	9	42
PCT7846	MV	888	231	0	0	18	0	213	0	88	33	19	73
PCT7846	TO	888	334	0	0	22	0	312	1	123	45	28	115
PCT7847	ED	1718	225	0	0	3	0	222	0	86	34	12	90
PCT7847	MV	1718	400	0	0	25	0	375	0	145	47	29	154
PCT7847	TO	1718	625	0	0	28	0	597	0	231	81	41	244
PCT7849	ED	887	126	0	0	2	0	124	0	39	12	9	64
PCT7849	MV	887	217	0	0	17	0	200	0	77	17	26	80
PCT7849	TO	887	343	0	0	19	0	324	0	116	29	35	144
PCT7852	ED	1153	130	0	0	6	0	124	0	48	17	29	30
PCT7852	MV	1153	370	0	2	19	0	349	0	131	50	75	93
PCT7852	TO	1153	500	0	2	25	0	473	0	179	67	104	123
PCT7853	ED	1736	183	0	0	6	0	177	1	57	32	14	73
PCT7853	MV	1736	432	0	0	23	0	409	0	180	71	40	118
PCT7853	TO	1736	615	0	0	29	0	586	1	237	103	54	191
PCT7854	ED	866	109	0	0	4	0	105	0	35	7	5	58
PCT7854	MV	866	269	0	1	23	0	245	0	112	27	19	87
PCT7854	TO	866	378	0	1	27	0	350	0	147	34	24	145
PCT7855	ED	1775	243	0	0	6	0	237	0	73	20	17	127
PCT7855	MV	1775	393	0	0	27	0	366	0	144	47	38	137
PCT7855	TO	1775	636	0	0	33	0	603	0	217	67	55	264
PCT7858	ED	1646	199	0	0	5	0	194	1	47	12	13	121
PCT7858	MV	1646	400	0	0	18	0	382	0	132	40	42	168
PCT7858	TO	1646	599	0	0	23	0	576	1	179	52	55	289
PCT7861	ED	854	111	0	0	5	0	106	0	39	10	11	46
PCT7861	MV	854	215	0	0	13	0	202	0	82	28	27	65
PCT7861	TO	854	326	0	0	18	0	308	0	121	38	38	111
PCT7862	ED	857	132	0	0	2	0	130	0	54	14	11	51
PCT7862	MV	857	242	0	0	13	0	229	0	94	22	23	90
PCT7862	TO	857	374	0	0	15	0	359	0	148	36	34	141
PCT7863	ED	881	127	0	0	4	0	123	1	36	13	7	66
PCT7863	MV	881	189	0	0	7	0	182	0	71	18	17	76
PCT7863	TO	881	316	0	0	11	0	305	1	107	31	24	142
PCT7864	ED	804	96	0	0	0	0	96	0	29	6	8	53
PCT7864	MV	804	228	0	0	16	0	212	0	84	30	26	72
PCT7864	TO	804	324	0	0	16	0	308	0	113	36	34	125
PCT7866	ED	822	113	0	0	4	0	109	0	42	21	13	33
PCT7866	MV	822	267	0	0	24	0	243	0	96	43	53	51
PCT7866	TO	822	380	0	0	28	0	352	0	138	64	66	84
PCT7867	ED	969	124	0	0	5	0	119	1	44	10	12	52
PCT7867	MV	969	286	0	0	15	0	271	0	102	38	35	96
PCT7867	TO	969	410	0	0	20	0	390	1	146	48	47	148
PCT7868	ED	870	117	0	0	5	0	112	0	52	11	11	38
PCT7868	MV	870	233	0	1	14	0	218	0	88	36	29	65
PCT7868	TO	870	350	0	1	19	0	330	0	140	47	40	103
PCT7869	ED	863	109	0	0	2	0	107	0	44	3	8	52
PCT7869	MV	863	290	0	0	25	0	265	0	101	30	36	98
PCT7869	TO	863	399	0	0	27	0	372	0	145	33	44	150
PCT7871	ED	877	124	0	0	3	0	121	0	44	12	15	50
PCT7871	MV	877	191	0	0	16	0	175	0	71	14	16	74
PCT7871	TO	877	315	0	0	19	0	296	0	115	26	31	124
PCT7872	ED	863	134	0	0	5	0	129	0	37	16	14	62
PCT7872	MV	863	288	0	2	22	0	264	0	89	34	34	107
PCT7872	TO	863	422	0	2	27	0	393	0	126	50	48	169
PCT7873	ED	1688	226	0	0	5	0	221	0	67	12	24	118
PCT7873	MV	1688	523	0	0	37	0	486	0	165	51	62	208
PCT7873	TO	1688	749	0	0	42	0	707	0	232	63	86	326
PCT7874	ED	474	54	0	0	2	0	52	0	19	3	4	26
PCT7874	MV	474	118	0	0	9	0	109	0	42	9	18	40
PCT7874	TO	474	172	0	0	11	0	161	0	61	12	22	66
PCT7875	ED	624	62	0	0	2	0	60	0	16	8	6	30
PCT7875	MV	624	146	0	0	10	0	136	0	44	19	22	51
PCT7875	TO	624	208	0	0	12	0	196	0	60	27	28	81
PCT7876	ED	523	49	0	0	4	0	45	1	10	6	4	24
PCT7876	MV	523	143	0	0	10	0	133	0	42	20	23	48
PCT7876	TO	523	192	0	0	14	0	178	1	52	26	27	72
PCT7902	ED	1729	159	0	1	1	0	157	0	22	15	14	106
PCT7902	MV	1729	310	0	3	17	0	290	0	59	39	49	143
PCT7902	TO	1729	469	0	4	18	0	447	0	81	54	63	249
PCT7903	ED	826	102	0	0	4	0	98	0	16	7	10	65
PCT7903	MV	826	168	0	1	14	0	153	0	38	24	19	72
PCT7903	TO	826	270	0	1	18	0	251	0	54	31	29	137
PCT7905	ED	880	114	0	0	3	0	111	1	28	7	11	64
PCT7905	MV	880	217	0	2	14	0	201	0	60	24	32	85
PCT7905	TO	880	331	0	2	17	0	312	1	88	31	43	149
PCT7906	ED	757	75	0	0	7	0	68	0	12	5	5	46
PCT7906	MV	757	92	0	0	8	0	84	0	26	10	14	34
PCT7906	TO	757	167	0	0	15	0	152	0	38	15	19	80
PCT7908	ED	1907	203	0	0	5	0	198	2	42	8	16	130
PCT7908	MV	1907	300	0	0	27	0	273	0	90	37	42	104
PCT7908	TO	1907	503	0	0	32	0	471	2	132	45	58	234
PCT7909	ED	718	96	0	0	1	0	95	0	16	6	2	71
PCT7909	MV	718	165	0	0	10	0	155	0	43	15	13	84
PCT7909	TO	718	261	0	0	11	0	250	0	59	21	15	155
PCT7911	ED	845	91	0	0	4	0	87	1	25	7	5	49
PCT7911	MV	845	177	0	0	12	0	165	0	34	18	15	98
PCT7911	TO	845	268	0	0	16	0	252	1	59	25	20	147
PCT7912	ED	1940	230	0	0	10	0	220	1	28	20	10	161
PCT7912	MV	1940	399	0	0	29	0	370	0	98	39	45	188
PCT7912	TO	1940	629	0	0	39	0	590	1	126	59	55	349
PCT7915	ED	1692	200	0	1	4	0	195	1	42	17	11	124
PCT7915	MV	1692	340	0	1	24	0	315	0	108	23	28	156
PCT7915	TO	1692	540	0	2	28	0	510	1	150	40	39	280
PCT7916	ED	842	119	0	0	2	0	117	0	16	9	14	78
PCT7916	MV	842	187	0	0	8	0	179	0	49	22	18	90
PCT7916	TO	842	306	0	0	10	0	296	0	65	31	32	168
PCT7917	ED	1823	232	0	3	9	0	220	1	32	14	9	164
PCT7917	MV	1823	269	0	1	21	0	247	0	71	34	31	111
PCT7917	TO	1823	501	0	4	30	0	467	1	103	48	40	275
PCT7918	ED	798	96	0	0	0	0	96	2	17	12	3	62
PCT7918	MV	798	156	0	1	7	0	148	0	49	10	10	79
PCT7918	TO	798	252	0	1	7	0	244	2	66	22	13	141
PCT7921	ED	1729	157	0	0	7	0	150	4	23	10	12	101
PCT7921	MV	1729	349	0	2	22	0	325	0	91	34	38	162
PCT7921	TO	1729	506	0	2	29	0	475	4	114	44	50	263
PCT7923	ED	1708	173	0	0	3	0	170	0	31	8	8	123
PCT7923	MV	1708	258	0	0	19	0	239	0	52	42	34	111
PCT7923	TO	1708	431	0	0	22	0	409	0	83	50	42	234
PCT7925	ED	530	58	0	0	2	0	56	0	5	3	5	43
PCT7925	MV	530	129	0	0	5	0	124	0	34	17	13	60
PCT7925	TO	530	187	0	0	7	0	180	0	39	20	18	103
PCT7926	ED	783	114	0	0	3	0	111	0	23	7	7	74
PCT7926	MV	783	136	0	1	6	0	129	0	31	16	11	71
PCT7926	TO	783	250	0	1	9	0	240	0	54	23	18	145
PCT7928	ED	1661	261	0	0	5	0	256	4	49	12	19	172
PCT7928	MV	1661	440	0	0	13	0	427	0	116	53	29	229
