area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	15:SUZY LOFTUS	16:LEIF DAUTCH	17:NANCY TUNG	18:CHESA BOUDIN
PCT7928	TO	1661	701	0	0	18	0	683	4	165	65	48	401
PCT7929	ED	830	117	0	0	2	0	115	2	34	8	6	65
PCT7929	MV	830	270	0	0	15	0	255	0	76	33	27	119
PCT7929	TO	830	387	0	0	17	0	370	2	110	41	33	184
PCT7931	ED	742	96	0	1	5	0	90	0	22	4	7	57
PCT7931	MV	742	249	0	1	11	0	237	0	72	32	26	107
PCT7931	TO	742	345	0	2	16	0	327	0	94	36	33	164
PCT7932	ED	547	68	0	0	2	0	66	0	7	11	7	41
PCT7932	MV	547	154	0	0	13	0	141	0	38	16	31	56
PCT7932	TO	547	222	0	0	15	0	207	0	45	27	38	97
PCT7933	MV	7	4	0	0	0	0	4	0	0	2	1	1
PCT7933	TO	7	4	0	0	0	0	4	0	0	2	1	1
PCT7934	ED	866	93	0	0	0	0	93	0	14	6	5	68
PCT7934	MV	866	249	0	1	16	0	232	0	63	23	18	128
PCT7934	TO	866	342	0	1	16	0	325	0	77	29	23	196
PCT7935	ED	927	131	0	0	2	0	129	2	26	13	8	80
PCT7935	MV	927	255	0	0	19	0	236	0	78	21	17	120
PCT7935	TO	927	386	0	0	21	0	365	2	104	34	25	200
PCT7936	ED	1508	285	0	0	7	0	278	0	58	12	13	195
PCT7936	MV	1508	318	0	2	19	0	297	0	88	14	42	153
PCT7936	TO	1508	603	0	2	26	0	575	0	146	26	55	348
PCT7937	ED	899	108	0	0	4	0	104	0	24	4	4	72
PCT7937	MV	899	252	0	0	12	0	240	0	80	25	23	112
PCT7937	TO	899	360	0	0	16	0	344	0	104	29	27	184
PCT7938	ED	758	80	0	0	2	0	78	1	16	3	9	49
PCT7938	MV	758	177	0	1	9	0	167	0	50	21	26	70
PCT7938	TO	758	257	0	1	11	0	245	1	66	24	35	119
PCT7941	ED	752	95	0	0	0	0	95	0	25	7	5	58
PCT7941	MV	752	175	0	0	9	0	166	1	45	14	18	88
PCT7941	TO	752	270	0	0	9	0	261	1	70	21	23	146
PCT7942	ED	923	71	0	0	0	0	71	0	18	7	7	39
PCT7942	MV	923	210	0	1	9	0	200	0	51	26	25	98
PCT7942	TO	923	281	0	1	9	0	271	0	69	33	32	137
PCT7943	ED	1675	216	0	1	6	0	209	1	53	21	14	120
PCT7943	MV	1675	437	0	1	24	0	412	0	122	55	62	173
PCT7943	TO	1675	653	0	2	30	0	621	1	175	76	76	293
PCT7945	ED	940	51	0	0	2	0	49	0	11	5	5	28
PCT7945	MV	940	210	0	1	13	0	196	0	60	27	27	82
PCT7945	TO	940	261	0	1	15	0	245	0	71	32	32	110
PCT7946	ED	1553	111	0	0	1	0	110	1	23	14	17	55
PCT7946	MV	1553	413	0	2	26	0	385	0	82	77	129	97
PCT7946	TO	1553	524	0	2	27	0	495	1	105	91	146	152
PCT7947	ED	960	51	0	0	3	0	48	0	12	3	10	23
PCT7947	MV	960	263	0	1	25	0	237	0	59	53	92	33
PCT7947	TO	960	314	0	1	28	0	285	0	71	56	102	56
PCT7948	ED	918	75	0	1	6	0	68	0	13	10	9	36
PCT7948	MV	918	259	0	0	20	0	239	0	79	47	58	55
PCT7948	TO	918	334	0	1	26	0	307	0	92	57	67	91
PCT7951	ED	1818	99	0	0	2	0	97	1	23	9	24	40
PCT7951	MV	1818	521	0	1	59	0	461	0	96	79	183	103
PCT7951	TO	1818	620	0	1	61	0	558	1	119	88	207	143
PCT7953	ED	824	69	0	0	5	0	64	1	17	5	12	29
PCT7953	MV	824	203	0	2	20	0	181	0	57	27	71	26
PCT7953	TO	824	272	0	2	25	0	245	1	74	32	83	55
PCT7954	MV	1	1	0	0	0	0	1	0	0	0	0	1
PCT7954	TO	1	1	0	0	0	0	1	0	0	0	0	1
PCT7956	ED	1759	85	0	1	3	0	81	2	19	15	25	20
PCT7956	MV	1759	357	0	1	36	0	320	0	76	55	127	62
PCT7956	TO	1759	442	0	2	39	0	401	2	95	70	152	82
PCT7957	ED	665	60	0	0	3	0	57	0	24	5	9	19
PCT7957	MV	665	180	0	1	12	0	167	0	73	24	35	35
PCT7957	TO	665	240	0	1	15	0	224	0	97	29	44	54
PCT7958	MV	301	73	0	1	12	0	60	0	9	14	25	12
PCT7958	TO	301	73	0	1	12	0	60	0	9	14	25	12
PCT7959	ED	1198	94	0	0	5	0	89	2	17	6	6	58
PCT7959	MV	1198	239	0	0	15	0	224	0	44	30	45	105
PCT7959	TO	1198	333	0	0	20	0	313	2	61	36	51	163
PCT9001	MV	286	69	0	1	4	0	64	0	14	8	23	19
PCT9001	TO	286	69	0	1	4	0	64	0	14	8	23	19
PCT9103	ED	946	99	0	0	5	0	94	2	28	7	28	29
PCT9103	MV	946	222	0	2	27	0	193	0	58	26	59	50
PCT9103	TO	946	321	0	2	32	0	287	2	86	33	87	79
PCT9104	ED	993	83	0	0	3	0	80	1	21	15	11	32
PCT9104	MV	993	226	0	1	19	0	206	0	61	34	45	66
PCT9104	TO	993	309	0	1	22	0	286	1	82	49	56	98
PCT9105	ED	1747	185	0	0	8	0	177	0	49	16	44	68
PCT9105	MV	1747	369	0	0	41	0	328	0	120	49	76	83
PCT9105	TO	1747	554	0	0	49	0	505	0	169	65	120	151
PCT9106	ED	935	109	0	0	2	0	107	0	31	13	24	39
PCT9106	MV	935	257	0	0	25	0	232	0	91	40	44	57
PCT9106	TO	935	366	0	0	27	0	339	0	122	53	68	96
PCT9109	ED	1651	202	0	1	1	0	200	1	70	23	34	72
PCT9109	MV	1651	375	0	2	32	0	341	0	113	43	68	117
PCT9109	TO	1651	577	0	3	33	0	541	1	183	66	102	189
PCT9111	ED	809	82	0	0	4	0	78	0	30	5	17	26
PCT9111	MV	809	150	0	0	12	0	138	0	43	16	38	41
PCT9111	TO	809	232	0	0	16	0	216	0	73	21	55	67
PCT9113	ED	997	132	0	0	2	0	130	1	41	8	24	56
PCT9113	MV	997	245	0	0	12	0	233	0	99	19	42	73
PCT9113	TO	997	377	0	0	14	0	363	1	140	27	66	129
PCT9114	ED	1806	173	0	0	5	0	168	0	46	21	27	74
PCT9114	MV	1806	449	0	3	37	0	409	0	109	70	87	143
PCT9114	TO	1806	622	0	3	42	0	577	0	155	91	114	217
PCT9116	ED	1822	194	0	1	7	0	186	0	44	17	21	104
PCT9116	MV	1822	334	0	0	36	0	298	0	95	45	83	75
PCT9116	TO	1822	528	0	1	43	0	484	0	139	62	104	179
PCT9117	ED	1691	201	0	0	9	0	192	2	66	20	37	67
PCT9117	MV	1691	465	0	2	41	0	422	0	149	59	102	112
PCT9117	TO	1691	666	0	2	50	0	614	2	215	79	139	179
PCT9118	ED	1938	171	0	0	4	0	167	0	54	22	32	59
PCT9118	MV	1938	429	0	0	24	0	405	0	103	77	121	104
PCT9118	TO	1938	600	0	0	28	0	572	0	157	99	153	163
PCT9119	ED	899	77	0	0	7	0	70	0	28	9	9	24
PCT9119	MV	899	266	0	0	17	0	249	0	67	37	70	75
PCT9119	TO	899	343	0	0	24	0	319	0	95	46	79	99
PCT9122	ED	1865	148	0	0	3	0	145	1	39	21	28	56
PCT9122	MV	1865	459	0	0	27	0	432	0	118	69	149	96
PCT9122	TO	1865	607	0	0	30	0	577	1	157	90	177	152
PCT9124	ED	1843	178	0	0	5	0	173	1	47	18	29	78
PCT9124	MV	1843	453	0	0	40	0	413	0	94	62	129	128
PCT9124	TO	1843	631	0	0	45	0	586	1	141	80	158	206
PCT9125	ED	879	83	0	1	4	0	78	0	20	12	12	34
PCT9125	MV	879	219	0	0	14	0	205	0	82	21	50	52
PCT9125	TO	879	302	0	1	18	0	283	0	102	33	62	86
PCT9127	ED	1974	213	0	0	3	0	210	1	61	16	41	91
PCT9127	MV	1974	550	0	0	51	0	499	0	153	73	131	142
PCT9127	TO	1974	763	0	0	54	0	709	1	214	89	172	233
PCT9128	ED	814	102	0	0	4	0	98	1	37	6	13	41
PCT9128	MV	814	164	0	0	16	0	148	0	40	22	47	39
PCT9128	TO	814	266	0	0	20	0	246	1	77	28	60	80
PCT9129	ED	1459	128	0	0	4	0	124	0	32	12	23	57
PCT9129	MV	1459	367	0	0	30	0	337	0	98	45	97	97
PCT9129	TO	1459	495	0	0	34	0	461	0	130	57	120	154
PCT9132	ED	805	80	0	0	3	0	77	1	22	4	9	41
PCT9132	MV	805	141	0	1	12	0	128	0	53	22	27	26
PCT9132	TO	805	221	0	1	15	0	205	1	75	26	36	67
PCT9133	ED	1984	203	0	0	5	0	198	0	62	21	17	98
PCT9133	MV	1984	437	0	2	32	0	403	0	124	55	98	126
PCT9133	TO	1984	640	0	2	37	0	601	0	186	76	115	224
PCT9134	ED	891	60	0	0	3	0	57	0	17	8	13	19
PCT9134	MV	891	225	0	0	20	0	205	0	76	30	37	62
PCT9134	TO	891	285	0	0	23	0	262	0	93	38	50	81
PCT9135	ED	802	90	0	0	3	0	87	1	24	16	16	30
PCT9135	MV	802	205	0	0	18	0	187	0	55	35	34	63
PCT9135	TO	802	295	0	0	21	0	274	1	79	51	50	93
PCT9136	ED	900	97	0	0	6	0	91	0	25	4	21	41
PCT9136	MV	900	212	0	0	18	0	194	0	43	32	50	69
PCT9136	TO	900	309	0	0	24	0	285	0	68	36	71	110
PCT9137	ED	999	90	0	0	4	0	86	0	18	12	18	38
PCT9137	MV	999	236	0	1	15	0	220	0	48	28	75	69
PCT9137	TO	999	326	0	1	19	0	306	0	66	40	93	107
PCT9138	ED	929	69	0	0	3	0	66	0	13	7	24	22
PCT9138	MV	929	253	0	1	19	0	233	0	62	32	77	62
PCT9138	TO	929	322	0	1	22	0	299	0	75	39	101	84
PCT9139	ED	986	83	0	0	1	0	82	0	24	9	19	30
PCT9139	MV	986	213	0	2	14	0	197	0	40	41	66	50
PCT9139	TO	986	296	0	2	15	0	279	0	64	50	85	80
PCT9141	ED	1803	188	0	0	7	0	181	1	55	22	35	68
PCT9141	MV	1803	437	0	3	40	0	394	0	105	46	131	112
PCT9141	TO	1803	625	0	3	47	0	575	1	160	68	166	180
PCT9143	ED	895	103	0	0	5	0	98	0	35	7	19	37
PCT9143	MV	895	197	0	0	19	0	178	0	47	30	48	53
PCT9143	TO	895	300	0	0	24	0	276	0	82	37	67	90
PCT9144	ED	958	121	0	0	7	0	114	0	28	7	23	56
PCT9144	MV	958	254	0	0	16	0	238	0	69	38	70	61
PCT9144	TO	958	375	0	0	23	0	352	0	97	45	93	117
PCT9145	ED	851	89	0	0	3	0	86	2	19	11	18	36
PCT9145	MV	851	216	0	0	18	0	198	0	61	21	41	75
PCT9145	TO	851	305	0	0	21	0	284	2	80	32	59	111
PCT9146	ED	1837	209	0	0	6	0	203	0	50	20	39	94
PCT9146	MV	1837	323	0	0	31	0	292	0	84	40	70	98
PCT9146	TO	1837	532	0	0	37	0	495	0	134	60	109	192
PCT9149	ED	957	134	0	0	3	0	131	0	30	14	19	68
PCT9149	MV	957	163	0	0	7	0	156	0	40	27	33	56
PCT9149	TO	957	297	0	0	10	0	287	0	70	41	52	124
PCT9152	ED	1630	123	0	0	1	0	122	0	44	11	17	50
PCT9152	MV	1630	274	0	0	24	0	250	0	99	38	40	73
PCT9152	TO	1630	397	0	0	25	0	372	0	143	49	57	123
PCT9201	ED	950	76	0	0	2	0	74	0	26	9	5	34
PCT9201	MV	950	156	0	1	11	0	144	0	54	24	18	48
PCT9201	TO	950	232	0	1	13	0	218	0	80	33	23	82
PCT9202	ED	977	78	0	0	1	0	77	1	28	13	5	30
PCT9202	MV	977	170	0	0	19	0	151	0	56	20	27	48
PCT9202	TO	977	248	0	0	20	0	228	1	84	33	32	78
PCT9203	ED	984	51	0	0	5	0	46	0	19	17	3	7
PCT9203	MV	984	199	0	1	13	0	185	0	82	49	33	21
PCT9203	TO	984	250	0	1	18	0	231	0	101	66	36	28
PCT9204	ED	855	83	0	0	9	0	74	1	40	16	9	8
PCT9204	MV	855	174	0	1	11	0	162	0	79	38	33	12
PCT9204	TO	855	257	0	1	20	0	236	1	119	54	42	20
PCT9205	ED	1484	103	0	0	1	0	102	1	31	21	19	30
PCT9205	MV	1484	270	0	0	14	0	256	0	93	56	52	55
PCT9205	TO	1484	373	0	0	15	0	358	1	124	77	71	85
PCT9208	ED	1935	136	0	0	11	0	125	1	43	32	21	28
PCT9208	MV	1935	398	0	0	28	0	370	0	128	98	90	54
PCT9208	TO	1935	534	0	0	39	0	495	1	171	130	111	82
PCT9209	ED	742	65	0	0	4	0	61	0	20	12	13	16
PCT9209	MV	742	161	0	1	13	0	147	0	49	42	33	23
PCT9209	TO	742	226	0	1	17	0	208	0	69	54	46	39
PCT9211	ED	1788	140	0	0	9	0	131	2	40	34	28	27
PCT9211	MV	1788	399	0	0	35	0	364	0	123	109	79	53
PCT9211	TO	1788	539	0	0	44	0	495	2	163	143	107	80
PCT9213	ED	927	67	0	0	3	0	64	0	15	19	12	18
PCT9213	MV	927	210	0	0	16	0	194	0	72	53	25	44
PCT9213	TO	927	277	0	0	19	0	258	0	87	72	37	62
PCT9214	ED	633	52	0	0	2	0	50	1	19	12	10	8
PCT9214	MV	633	155	0	0	15	0	140	0	52	43	33	12
PCT9214	TO	633	207	0	0	17	0	190	1	71	55	43	20
PCT9215	ED	641	58	0	0	2	0	56	1	23	9	15	8
PCT9215	MV	641	138	0	0	11	0	127	0	48	37	30	12
PCT9215	TO	641	196	0	0	13	0	183	1	71	46	45	20
PCT9216	ED	818	58	0	0	3	0	55	1	22	10	10	12
PCT9216	MV	818	149	0	0	10	0	139	0	59	33	20	27
PCT9216	TO	818	207	0	0	13	0	194	1	81	43	30	39
PCT9217	ED	704	47	0	0	2	0	45	0	19	10	7	9
PCT9217	MV	704	128	0	0	10	0	118	0	41	29	26	22
PCT9217	TO	704	175	0	0	12	0	163	0	60	39	33	31
PCT9218	ED	805	66	0	0	3	0	63	0	24	14	15	10
PCT9218	MV	805	127	0	0	10	0	117	0	38	49	23	7
PCT9218	TO	805	193	0	0	13	0	180	0	62	63	38	17
PCT9219	ED	1727	142	0	0	6	0	136	0	53	30	14	39
PCT9219	MV	1727	235	0	0	26	0	209	0	80	39	43	47
PCT9219	TO	1727	377	0	0	32	0	345	0	133	69	57	86
PCT9221	ED	638	59	0	0	2	0	57	0	37	7	7	6
PCT9221	MV	638	210	0	0	13	0	197	0	115	37	28	17
PCT9221	TO	638	269	0	0	15	0	254	0	152	44	35	23
PCT9222	ED	886	63	0	0	4	0	59	0	26	10	8	15
PCT9222	MV	886	234	0	0	13	0	221	0	92	66	34	29
PCT9222	TO	886	297	0	0	17	0	280	0	118	76	42	44
PCT9223	ED	651	39	0	1	1	0	37	0	16	14	3	4
PCT9223	MV	651	139	0	0	12	0	127	0	49	40	23	15
PCT9223	TO	651	178	0	1	13	0	164	0	65	54	26	19
PCT9224	ED	928	77	0	0	9	0	68	0	33	14	14	7
PCT9224	MV	928	240	0	1	23	0	216	0	74	47	43	52
PCT9224	TO	928	317	0	1	32	0	284	0	107	61	57	59
PCT9226	ED	892	70	0	0	6	0	64	0	25	19	12	8
PCT9226	MV	892	208	0	0	28	0	180	0	66	40	35	39
PCT9226	TO	892	278	0	0	34	0	244	0	91	59	47	47
PCT9227	ED	713	72	0	0	2	0	70	1	30	8	14	17
PCT9227	MV	713	249	0	0	26	0	223	0	83	41	50	49
PCT9227	TO	713	321	0	0	28	0	293	1	113	49	64	66
PCT9228	ED	740	77	0	0	1	0	76	0	35	16	11	14
PCT9228	MV	740	211	0	1	10	0	200	0	102	23	40	35
PCT9228	TO	740	288	0	1	11	0	276	0	137	39	51	49
PCT9229	ED	574	80	0	0	1	0	79	0	36	13	16	14
PCT9229	MV	574	155	0	0	9	0	146	0	73	23	18	32
PCT9229	TO	574	235	0	0	10	0	225	0	109	36	34	46
PCT9231	ED	954	122	0	0	4	0	118	0	51	11	13	43
PCT9231	MV	954	238	0	1	23	0	214	0	90	33	31	60
PCT9231	TO	954	360	0	1	27	0	332	0	141	44	44	103
PCT9232	ED	716	74	0	0	3	0	71	0	26	14	7	24
PCT9232	MV	716	184	0	1	13	0	170	0	75	31	37	27
PCT9232	TO	716	258	0	1	16	0	241	0	101	45	44	51
PCT9233	ED	814	62	0	0	3	0	59	0	27	10	10	12
PCT9233	MV	814	231	0	0	23	0	208	0	109	34	30	35
PCT9233	TO	814	293	0	0	26	0	267	0	136	44	40	47
PCT9234	ED	747	56	0	0	0	0	56	0	28	12	5	11
PCT9234	MV	747	200	0	0	13	0	187	0	91	29	39	28
PCT9234	TO	747	256	0	0	13	0	243	0	119	41	44	39
PCT9235	ED	1439	127	0	0	4	0	123	0	46	13	28	36
PCT9235	MV	1439	361	0	1	34	0	326	0	163	59	54	50
PCT9235	TO	1439	488	0	1	38	0	449	0	209	72	82	86
PCT9236	ED	659	53	0	0	1	0	52	0	36	3	6	7
PCT9236	MV	659	178	0	1	20	0	157	0	85	26	22	24
PCT9236	TO	659	231	0	1	21	0	209	0	121	29	28	31
PCT9237	ED	874	60	0	0	2	0	58	1	25	8	7	17
PCT9237	MV	874	239	0	0	25	0	214	0	102	49	31	32
PCT9237	TO	874	299	0	0	27	0	272	1	127	57	38	49
PCT9238	ED	1769	122	0	0	10	0	112	0	45	21	18	28
PCT9238	MV	1769	361	0	0	34	0	327	0	127	61	83	56
PCT9238	TO	1769	483	0	0	44	0	439	0	172	82	101	84
PCT9239	ED	866	64	0	0	2	0	62	0	31	13	11	7
PCT9239	MV	866	242	0	0	23	0	219	0	104	57	30	28
PCT9239	TO	866	306	0	0	25	0	281	0	135	70	41	35
PCT9241	ED	968	78	0	0	1	0	77	1	26	22	14	14
PCT9241	MV	968	189	0	0	19	0	170	0	66	44	34	26
PCT9241	TO	968	267	0	0	20	0	247	1	92	66	48	40
PCT9242	ED	1845	122	0	0	6	0	116	0	32	25	16	43
PCT9242	MV	1845	338	0	0	30	0	308	0	130	69	58	51
PCT9242	TO	1845	460	0	0	36	0	424	0	162	94	74	94
PCT9244	ED	881	75	0	1	2	0	72	0	37	13	11	11
PCT9244	MV	881	172	0	1	14	0	157	0	84	23	21	29
PCT9244	TO	881	247	0	2	16	0	229	0	121	36	32	40
PCT9245	ED	1081	104	0	0	3	0	101	0	34	24	17	26
PCT9245	MV	1081	239	0	0	15	0	224	0	95	35	43	51
PCT9245	TO	1081	343	0	0	18	0	325	0	129	59	60	77
PCT9248	ED	870	68	0	0	2	0	66	0	26	15	6	19
PCT9248	MV	870	180	0	0	22	0	158	0	61	32	22	43
PCT9248	TO	870	248	0	0	24	0	224	0	87	47	28	62
PCT9251	ED	1887	220	0	0	5	0	215	0	82	30	37	66
PCT9251	MV	1887	476	0	1	29	0	446	0	202	65	67	112
PCT9251	TO	1887	696	0	1	34	0	661	0	284	95	104	178
PCT9252	ED	918	56	0	0	3	0	53	0	19	7	10	17
PCT9252	MV	918	248	0	1	25	0	222	0	87	36	49	50
PCT9252	TO	918	304	0	1	28	0	275	0	106	43	59	67
PCT9253	ED	752	63	0	0	4	0	59	0	21	14	11	13
PCT9253	MV	752	203	0	0	23	0	180	0	63	45	28	44
PCT9253	TO	752	266	0	0	27	0	239	0	84	59	39	57
PCT9255	ED	1236	119	0	0	3	0	116	1	43	17	9	46
PCT9255	MV	1236	266	0	1	19	0	246	0	70	53	45	78
PCT9255	TO	1236	385	0	1	22	0	362	1	113	70	54	124
PCT9256	ED	1373	112	0	0	3	0	109	0	36	8	13	52
PCT9256	MV	1373	350	0	0	25	0	325	0	130	54	51	90
PCT9256	TO	1373	462	0	0	28	0	434	0	166	62	64	142
PCT9257	MV	311	98	0	0	5	0	93	0	31	12	15	35
PCT9257	TO	311	98	0	0	5	0	93	0	31	12	15	35
PCT9401	ED	1015	120	0	0	6	0	114	0	46	6	10	52
PCT9401	MV	1015	201	0	0	15	0	186	0	41	25	37	83
PCT9401	TO	1015	321	0	0	21	0	300	0	87	31	47	135
PCT9402	ED	988	140	0	1	11	0	128	0	33	12	19	64
PCT9402	MV	988	244	0	2	18	0	224	0	47	34	47	96
PCT9402	TO	988	384	0	3	29	0	352	0	80	46	66	160
PCT9404	ED	1814	161	0	0	3	0	158	0	36	19	28	75
PCT9404	MV	1814	451	0	1	34	0	416	0	115	41	136	124
PCT9404	TO	1814	612	0	1	37	0	574	0	151	60	164	199
PCT9405	ED	770	89	0	0	2	0	87	2	28	9	24	24
PCT9405	MV	770	194	0	1	18	0	175	0	40	22	70	43
PCT9405	TO	770	283	0	1	20	0	262	2	68	31	94	67
PCT9406	ED	873	110	0	0	3	0	107	0	40	10	21	36
PCT9406	MV	873	197	0	0	16	0	181	0	46	24	56	55
PCT9406	TO	873	307	0	0	19	0	288	0	86	34	77	91
PCT9407	ED	887	96	0	0	3	0	93	0	31	8	18	36
PCT9407	MV	887	207	0	2	16	0	189	0	52	23	65	49
PCT9407	TO	887	303	0	2	19	0	282	0	83	31	83	85
PCT9408	ED	834	93	0	0	8	0	85	0	16	11	20	38
PCT9408	MV	834	178	0	0	9	0	169	0	47	22	31	69
PCT9408	TO	834	271	0	0	17	0	254	0	63	33	51	107
PCT9409	ED	591	89	0	0	1	0	88	0	29	10	4	45
PCT9409	MV	591	110	0	0	5	0	105	0	31	11	28	35
PCT9409	TO	591	199	0	0	6	0	193	0	60	21	32	80
PCT9411	ED	1842	165	0	0	5	0	160	0	48	21	21	70
PCT9411	MV	1842	447	0	1	38	0	408	0	110	45	101	152
PCT9411	TO	1842	612	0	1	43	0	568	0	158	66	122	222
PCT9413	ED	920	88	0	0	5	0	83	0	21	9	24	29
PCT9413	MV	920	239	0	2	34	0	203	0	63	18	62	60
PCT9413	TO	920	327	0	2	39	0	286	0	84	27	86	89
PCT9415	ED	779	56	0	0	1	0	55	0	14	4	13	24
PCT9415	MV	779	222	0	0	19	0	203	0	53	19	82	49
PCT9415	TO	779	278	0	0	20	0	258	0	67	23	95	73
PCT9416	ED	988	118	0	0	3	0	115	0	44	11	17	43
PCT9416	MV	988	249	0	0	10	0	239	0	66	42	78	53
PCT9416	TO	988	367	0	0	13	0	354	0	110	53	95	96
PCT9418	ED	1561	161	0	0	4	0	157	2	43	12	41	59
PCT9418	MV	1561	436	0	2	44	0	390	0	106	53	158	73
PCT9418	TO	1561	597	0	2	48	0	547	2	149	65	199	132
PCT9419	ED	1790	130	0	0	5	0	125	1	40	14	33	37
PCT9419	MV	1790	507	0	2	50	0	455	0	135	67	159	94
PCT9419	TO	1790	637	0	2	55	0	580	1	175	81	192	131
PCT9421	ED	917	65	0	0	8	0	57	0	16	4	17	20
PCT9421	MV	917	253	0	0	21	0	232	0	63	30	80	59
PCT9421	TO	917	318	0	0	29	0	289	0	79	34	97	79
PCT9422	ED	1068	100	0	0	1	0	99	1	20	10	26	42
PCT9422	MV	1068	219	0	2	13	0	204	0	58	39	74	33
PCT9422	TO	1068	319	0	2	14	0	303	1	78	49	100	75
PCT9423	ED	906	70	0	0	3	0	67	1	25	7	9	25
PCT9423	MV	906	193	0	0	12	0	181	0	62	25	35	59
PCT9423	TO	906	263	0	0	15	0	248	1	87	32	44	84
PCT9424	ED	1949	142	0	0	6	0	136	0	27	19	34	56
PCT9424	MV	1949	497	0	4	35	0	458	0	115	83	161	99
PCT9424	TO	1949	639	0	4	41	0	594	0	142	102	195	155
PCT9426	ED	832	61	0	0	5	0	56	0	7	12	16	21
PCT9426	MV	832	234	0	1	29	0	204	0	53	26	86	39
PCT9426	TO	832	295	0	1	34	0	260	0	60	38	102	60
PCT9427	ED	964	78	0	0	2	0	76	0	24	12	25	15
PCT9427	MV	964	260	0	1	19	0	240	0	49	41	114	36
PCT9427	TO	964	338	0	1	21	0	316	0	73	53	139	51
PCT9431	ED	1914	176	0	0	3	0	173	0	49	24	52	48
PCT9431	MV	1914	485	0	2	40	0	443	0	116	62	198	67
PCT9431	TO	1914	661	0	2	43	0	616	0	165	86	250	115
PCT9432	ED	943	76	0	0	1	0	75	0	24	9	23	19
PCT9432	MV	943	224	0	1	11	0	212	0	45	30	87	50
PCT9432	TO	943	300	0	1	12	0	287	0	69	39	110	69
PCT9433	ED	1923	120	0	0	7	0	113	2	29	19	22	41
PCT9433	MV	1923	433	0	1	50	0	382	0	85	61	172	64
PCT9433	TO	1923	553	0	1	57	0	495	2	114	80	194	105
PCT9434	ED	982	97	0	0	6	0	91	2	27	6	15	41
PCT9434	MV	982	251	0	1	20	0	230	0	58	35	72	65
PCT9434	TO	982	348	0	1	26	0	321	2	85	41	87	106
PCT9436	ED	1057	94	0	0	4	0	90	0	28	13	25	24
PCT9436	MV	1057	250	0	0	18	0	232	0	75	35	70	52
PCT9436	TO	1057	344	0	0	22	0	322	0	103	48	95	76
PCT9437	ED	908	76	0	0	4	0	72	0	22	6	18	26
PCT9437	MV	908	181	0	2	8	0	171	0	48	27	73	23
PCT9437	TO	908	257	0	2	12	0	243	0	70	33	91	49
PCT9439	ED	1863	124	0	0	5	0	119	1	30	25	26	37
PCT9439	MV	1863	480	0	5	49	0	426	0	117	56	158	95
PCT9439	TO	1863	604	0	5	54	0	545	1	147	81	184	132
PCT9441	ED	985	100	0	0	4	0	96	1	27	12	14	42
PCT9441	MV	985	273	0	0	23	0	250	0	58	46	82	64
PCT9441	TO	985	373	0	0	27	0	346	1	85	58	96	106
PCT9442	ED	2015	196	0	0	6	0	190	0	60	23	39	68
PCT9442	MV	2015	487	0	2	33	0	452	0	124	77	150	101
PCT9442	TO	2015	683	0	2	39	0	642	0	184	100	189	169
PCT9443	ED	1908	136	0	0	6	0	130	0	43	18	37	32
PCT9443	MV	1908	488	0	1	38	0	449	0	116	71	157	105
PCT9443	TO	1908	624	0	1	44	0	579	0	159	89	194	137
PCT9445	ED	971	72	0	0	4	0	68	0	23	4	18	23
PCT9445	MV	971	276	0	1	29	0	246	0	77	30	80	59
PCT9445	TO	971	348	0	1	33	0	314	0	100	34	98	82
PCT9446	ED	1940	185	0	0	6	0	179	0	66	31	29	53
PCT9446	MV	1940	429	0	1	38	0	390	0	92	52	146	100
PCT9446	TO	1940	614	0	1	44	0	569	0	158	83	175	153
PCT9447	ED	889	88	0	1	1	0	86	0	36	9	14	27
PCT9447	MV	889	176	0	1	12	0	163	0	51	33	51	28
PCT9447	TO	889	264	0	2	13	0	249	0	87	42	65	55
PCT9448	ED	936	76	0	0	3	0	73	1	21	8	14	29
PCT9448	MV	936	166	0	0	15	0	151	0	39	26	54	32
PCT9448	TO	936	242	0	0	18	0	224	1	60	34	68	61
PCT9449	ED	862	74	0	0	5	0	69	0	17	9	25	18
PCT9449	MV	862	240	0	3	18	0	219	0	46	25	98	50
PCT9449	TO	862	314	0	3	23	0	288	0	63	34	123	68
PCT9451	ED	437	32	0	0	1	0	31	0	11	3	12	5
PCT9451	MV	437	128	0	0	8	0	120	0	38	27	47	8
PCT9451	TO	437	160	0	0	9	0	151	0	49	30	59	13
PCT9453	ED	520	44	0	0	0	0	44	0	16	4	11	13
PCT9453	MV	520	141	0	0	16	0	125	0	45	18	33	29
PCT9453	TO	520	185	0	0	16	0	169	0	61	22	44	42
PCT9501	MV	147	58	0	0	6	0	52	0	20	9	9	14
PCT9501	TO	147	58	0	0	6	0	52	0	20	9	9	14
PCT9502	MV	253	71	0	0	3	0	68	0	24	5	13	26
PCT9502	TO	253	71	0	0	3	0	68	0	24	5	13	26
PCT9503	ED	667	61	0	0	0	0	61	0	22	6	6	27
PCT9503	MV	667	153	0	3	15	0	135	0	62	13	16	44
PCT9503	TO	667	214	0	3	15	0	196	0	84	19	22	71
PCT9505	ED	760	97	0	0	5	0	92	0	45	10	7	30
PCT9505	MV	760	213	0	0	16	0	197	0	70	29	23	75
PCT9505	TO	760	310	0	0	21	0	289	0	115	39	30	105
