area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	26:JENNY LAM	27:KIRSTEN STROBEL	28:ROBERT K. COLEMAN
PCT7548	MV	1027	322	0	1	75	246	0	190	36	20
PCT7548	TO	1027	520	0	1	128	391	0	295	65	31
PCT7549	ED	799	135	0	0	30	105	0	73	26	6
PCT7549	MV	799	285	0	0	69	216	0	173	33	10
PCT7549	TO	799	420	0	0	99	321	0	246	59	16
PCT7552	ED	685	136	0	0	30	106	0	79	21	6
PCT7552	MV	685	213	0	1	40	172	0	136	27	9
PCT7552	TO	685	349	0	1	70	278	0	215	48	15
PCT7553	ED	182	1	0	0	0	1	0	1	0	0
PCT7553	MV	182	81	0	1	17	63	0	50	7	6
PCT7553	TO	182	82	0	1	17	64	0	51	7	6
PCT7554	ED	795	135	0	1	36	98	0	72	20	6
PCT7554	MV	795	313	0	3	78	232	0	194	26	12
PCT7554	TO	795	448	0	4	114	330	0	266	46	18
PCT7555	ED	1584	340	0	0	57	283	0	201	55	27
PCT7555	MV	1584	565	0	1	135	429	0	333	56	40
PCT7555	TO	1584	905	0	1	192	712	0	534	111	67
PCT7556	ED	958	147	0	0	47	100	0	72	20	8
PCT7556	MV	958	400	0	1	74	325	0	262	44	19
PCT7556	TO	958	547	0	1	121	425	0	334	64	27
PCT7601	ED	677	81	0	2	22	57	0	25	13	19
PCT7601	MV	677	150	0	2	24	124	0	81	19	24
PCT7601	TO	677	231	0	4	46	181	0	106	32	43
PCT7602	ED	1659	174	0	0	45	129	0	77	26	26
PCT7602	MV	1659	381	0	2	82	297	0	206	45	46
PCT7602	TO	1659	555	0	2	127	426	0	283	71	72
PCT7605	ED	1508	115	0	2	13	100	0	50	23	27
PCT7605	MV	1508	444	0	10	52	382	0	249	65	68
PCT7605	TO	1508	559	0	12	65	482	0	299	88	95
PCT7606	ED	887	75	0	0	14	61	0	26	21	14
PCT7606	MV	887	179	0	0	37	142	0	93	21	28
PCT7606	TO	887	254	0	0	51	203	0	119	42	42
PCT7607	ED	900	86	0	1	18	67	0	42	10	15
PCT7607	MV	900	236	0	1	56	179	0	121	31	27
PCT7607	TO	900	322	0	2	74	246	0	163	41	42
PCT7608	ED	1300	102	0	1	17	84	0	52	16	16
PCT7608	MV	1300	278	0	1	38	239	0	159	38	42
PCT7608	TO	1300	380	0	2	55	323	0	211	54	58
PCT7611	ED	763	65	0	0	10	55	0	30	6	19
PCT7611	MV	763	189	0	3	33	153	0	97	22	34
PCT7611	TO	763	254	0	3	43	208	0	127	28	53
PCT7613	ED	1421	139	0	0	28	111	0	56	33	22
PCT7613	MV	1421	374	0	2	63	309	0	213	49	47
PCT7613	TO	1421	513	0	2	91	420	0	269	82	69
PCT7614	ED	932	83	0	0	16	67	0	35	16	16
PCT7614	MV	932	188	0	0	34	154	0	96	32	26
PCT7614	TO	932	271	0	0	50	221	0	131	48	42
PCT7615	ED	745	61	0	0	13	48	0	27	12	9
PCT7615	MV	745	153	0	2	24	127	0	90	14	23
PCT7615	TO	745	214	0	2	37	175	0	117	26	32
PCT7616	ED	1246	90	0	0	20	70	0	55	10	5
PCT7616	MV	1246	349	0	1	66	282	0	217	42	23
PCT7616	TO	1246	439	0	1	86	352	0	272	52	28
PCT7617	ED	737	49	0	0	11	38	0	18	11	9
PCT7617	MV	737	197	0	5	32	160	0	109	24	27
PCT7617	TO	737	246	0	5	43	198	0	127	35	36
PCT7618	ED	873	82	0	0	20	62	0	38	13	11
PCT7618	MV	873	239	0	1	49	189	0	139	27	23
PCT7618	TO	873	321	0	1	69	251	0	177	40	34
PCT7619	ED	1055	89	0	0	21	68	0	41	17	10
PCT7619	MV	1055	300	0	2	68	230	0	159	35	36
PCT7619	TO	1055	389	0	2	89	298	0	200	52	46
PCT7621	ED	1064	89	0	0	17	72	0	53	10	9
PCT7621	MV	1064	290	0	1	41	248	0	196	26	26
PCT7621	TO	1064	379	0	1	58	320	0	249	36	35
PCT7622	ED	923	68	0	1	11	56	0	26	10	20
PCT7622	MV	923	157	0	1	27	129	0	87	17	25
PCT7622	TO	923	225	0	2	38	185	0	113	27	45
PCT7623	ED	965	81	0	0	14	67	0	32	25	10
PCT7623	MV	965	188	0	1	24	163	0	114	21	28
PCT7623	TO	965	269	0	1	38	230	0	146	46	38
PCT7624	ED	835	60	0	1	7	52	0	30	10	12
PCT7624	MV	835	175	0	1	28	146	0	93	26	27
PCT7624	TO	835	235	0	2	35	198	0	123	36	39
PCT7625	ED	809	40	0	0	4	36	0	22	5	9
PCT7625	MV	809	401	0	8	72	321	0	248	35	38
PCT7625	TO	809	441	0	8	76	357	0	270	40	47
PCT7626	ED	1037	61	0	0	9	52	0	43	5	4
PCT7626	MV	1037	298	0	0	61	237	0	190	26	21
PCT7626	TO	1037	359	0	0	70	289	0	233	31	25
PCT7628	ED	933	98	0	0	22	76	0	44	16	16
PCT7628	MV	933	233	0	2	59	172	0	113	34	25
PCT7628	TO	933	331	0	2	81	248	0	157	50	41
PCT7629	ED	847	73	0	0	15	58	0	30	19	9
PCT7629	MV	847	187	0	0	50	137	0	108	11	18
PCT7629	TO	847	260	0	0	65	195	0	138	30	27
PCT7632	ED	1112	94	0	0	23	71	0	37	20	14
PCT7632	MV	1112	258	0	0	54	204	0	160	22	22
PCT7632	TO	1112	352	0	0	77	275	0	197	42	36
PCT7633	ED	1902	153	0	1	24	128	0	89	22	17
PCT7633	MV	1902	516	0	3	95	418	0	318	60	40
PCT7633	TO	1902	669	0	4	119	546	0	407	82	57
PCT7634	ED	864	86	0	0	13	73	0	43	11	19
PCT7634	MV	864	254	0	1	44	209	0	147	35	27
PCT7634	TO	864	340	0	1	57	282	0	190	46	46
PCT7635	ED	821	60	0	0	8	52	0	33	13	6
PCT7635	MV	821	219	0	1	37	181	0	132	37	12
PCT7635	TO	821	279	0	1	45	233	0	165	50	18
PCT7636	ED	945	79	0	1	21	57	0	43	9	5
PCT7636	MV	945	233	0	3	50	180	0	141	28	11
PCT7636	TO	945	312	0	4	71	237	0	184	37	16
PCT7637	ED	841	56	0	0	6	50	0	39	5	6
PCT7637	MV	841	235	0	1	41	193	0	157	24	12
PCT7637	TO	841	291	0	1	47	243	0	196	29	18
PCT7638	ED	1467	89	0	0	18	71	0	49	12	10
PCT7638	MV	1467	461	0	1	89	371	0	295	40	36
PCT7638	TO	1467	550	0	1	107	442	0	344	52	46
PCT7639	ED	1935	136	0	0	29	107	0	75	20	12
PCT7639	MV	1935	595	0	1	129	465	0	348	69	48
PCT7639	TO	1935	731	0	1	158	572	0	423	89	60
PCT7642	ED	946	68	0	0	13	55	0	30	14	11
PCT7642	MV	946	207	0	0	37	170	0	102	30	38
PCT7642	TO	946	275	0	0	50	225	0	132	44	49
PCT7643	ED	927	86	0	0	12	74	0	41	17	16
PCT7643	MV	927	308	0	3	56	249	0	198	26	25
PCT7643	TO	927	394	0	3	68	323	0	239	43	41
PCT7644	ED	1111	87	0	1	9	77	0	53	11	13
PCT7644	MV	1111	249	0	0	42	207	0	166	24	17
PCT7644	TO	1111	336	0	1	51	284	0	219	35	30
PCT7645	ED	626	42	0	0	7	35	0	21	8	6
PCT7645	MV	626	218	0	0	55	163	0	121	29	13
PCT7645	TO	626	260	0	0	62	198	0	142	37	19
PCT7646	ED	1090	60	0	0	10	50	0	37	10	3
PCT7646	MV	1090	347	0	1	63	283	0	243	21	19
PCT7646	TO	1090	407	0	1	73	333	0	280	31	22
PCT7647	ED	968	57	0	0	11	46	0	26	13	7
PCT7647	MV	968	136	0	1	19	116	0	76	23	17
PCT7647	TO	968	193	0	1	30	162	0	102	36	24
PCT7648	ED	2	0	0	0	0	0	0	0	0	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0	0
PCT7649	ED	888	58	0	0	13	45	0	27	9	9
PCT7649	MV	888	213	0	1	38	174	0	130	23	21
PCT7649	TO	888	271	0	1	51	219	0	157	32	30
PCT7651	ED	830	50	0	0	9	41	0	25	6	10
PCT7651	MV	830	207	0	1	34	172	0	135	24	13
PCT7651	TO	830	257	0	1	43	213	0	160	30	23
PCT7652	ED	596	48	0	0	7	41	0	25	9	7
PCT7652	MV	596	152	0	0	33	119	0	94	13	12
PCT7652	TO	596	200	0	0	40	160	0	119	22	19
PCT7653	ED	1373	79	0	0	13	66	0	48	14	4
PCT7653	MV	1373	367	0	1	55	311	0	243	45	23
PCT7653	TO	1373	446	0	1	68	377	0	291	59	27
PCT7655	ED	1150	62	0	0	17	45	0	29	13	3
PCT7655	MV	1150	270	0	2	54	214	0	150	36	28
PCT7655	TO	1150	332	0	2	71	259	0	179	49	31
PCT7701	ED	1035	139	0	0	38	101	0	67	21	13
PCT7701	MV	1035	372	0	0	84	288	0	228	36	24
PCT7701	TO	1035	511	0	0	122	389	0	295	57	37
PCT7703	ED	178	1	0	0	0	1	0	0	1	0
PCT7703	MV	178	55	0	1	11	43	0	30	8	5
PCT7703	TO	178	56	0	1	11	44	0	30	9	5
PCT7704	ED	1723	249	0	0	37	212	0	137	48	27
PCT7704	MV	1723	632	0	3	108	521	0	421	57	43
PCT7704	TO	1723	881	0	3	145	733	0	558	105	70
PCT7705	ED	570	91	0	0	16	75	0	55	9	11
PCT7705	MV	570	219	0	1	34	184	0	138	27	19
PCT7705	TO	570	310	0	1	50	259	0	193	36	30
PCT7706	ED	839	151	0	2	15	134	0	85	28	21
PCT7706	MV	839	337	0	0	58	279	0	224	36	19
PCT7706	TO	839	488	0	2	73	413	0	309	64	40
PCT7707	ED	861	139	0	0	24	115	0	84	14	17
PCT7707	MV	861	345	0	0	56	289	0	222	40	27
PCT7707	TO	861	484	0	0	80	404	0	306	54	44
PCT7708	ED	881	116	0	0	18	98	0	71	13	14
PCT7708	MV	881	359	0	0	54	305	0	231	39	35
PCT7708	TO	881	475	0	0	72	403	0	302	52	49
PCT7709	ED	395	75	0	0	15	60	0	38	16	6
PCT7709	MV	395	150	0	0	20	130	0	100	14	16
PCT7709	TO	395	225	0	0	35	190	0	138	30	22
PCT7712	ED	1308	198	0	0	37	161	0	105	32	24
PCT7712	MV	1308	454	0	1	93	360	0	288	42	30
PCT7712	TO	1308	652	0	1	130	521	0	393	74	54
PCT7801	ED	968	138	0	0	29	109	0	77	19	13
PCT7801	MV	968	367	0	1	84	282	0	227	37	18
PCT7801	TO	968	505	0	1	113	391	0	304	56	31
PCT7802	ED	788	131	0	1	34	96	0	73	16	7
PCT7802	MV	788	275	0	0	70	205	0	156	30	19
PCT7802	TO	788	406	0	1	104	301	0	229	46	26
PCT7803	ED	822	85	0	0	19	66	0	53	12	1
PCT7803	MV	822	373	0	2	80	291	0	218	52	21
PCT7803	TO	822	458	0	2	99	357	0	271	64	22
PCT7805	ED	1683	283	0	0	54	229	0	162	50	17
PCT7805	MV	1683	631	0	0	151	480	0	377	71	32
PCT7805	TO	1683	914	0	0	205	709	0	539	121	49
PCT7807	ED	796	155	0	0	39	116	0	71	30	15
PCT7807	MV	796	243	0	0	61	182	0	143	25	14
PCT7807	TO	796	398	0	0	100	298	0	214	55	29
PCT7808	ED	1377	243	0	0	58	185	0	132	33	20
PCT7808	MV	1377	461	0	0	101	360	0	282	52	26
PCT7808	TO	1377	704	0	0	159	545	0	414	85	46
PCT7809	ED	770	112	0	0	23	89	0	56	23	10
PCT7809	MV	770	249	0	0	53	196	0	157	23	16
PCT7809	TO	770	361	0	0	76	285	0	213	46	26
PCT7811	ED	726	126	0	0	38	88	0	51	25	12
PCT7811	MV	726	199	0	0	54	145	0	113	20	12
PCT7811	TO	726	325	0	0	92	233	0	164	45	24
PCT7812	ED	871	132	0	0	32	100	0	63	21	16
PCT7812	MV	871	286	0	1	74	211	0	168	27	16
PCT7812	TO	871	418	0	1	106	311	0	231	48	32
PCT7813	ED	1037	179	0	0	37	142	0	100	25	17
PCT7813	MV	1037	348	0	1	64	283	0	223	40	20
PCT7813	TO	1037	527	0	1	101	425	0	323	65	37
PCT7814	ED	887	122	0	0	27	95	0	62	21	12
PCT7814	MV	887	215	0	2	43	170	0	125	37	8
PCT7814	TO	887	337	0	2	70	265	0	187	58	20
PCT7815	ED	1779	231	0	0	57	174	0	112	35	27
PCT7815	MV	1779	661	0	1	130	530	0	413	74	43
PCT7815	TO	1779	892	0	1	187	704	0	525	109	70
PCT7817	ED	1641	291	0	0	70	221	0	153	42	26
PCT7817	MV	1641	588	0	0	137	451	0	348	62	41
PCT7817	TO	1641	879	0	0	207	672	0	501	104	67
PCT7819	ED	1585	230	0	1	60	169	0	109	39	21
PCT7819	MV	1585	499	0	3	90	406	0	301	64	41
PCT7819	TO	1585	729	0	4	150	575	0	410	103	62
PCT7821	ED	965	168	0	0	36	132	0	84	33	15
PCT7821	MV	965	371	0	2	78	291	0	235	38	18
PCT7821	TO	965	539	0	2	114	423	0	319	71	33
PCT7822	ED	1748	322	0	0	57	265	0	187	50	28
PCT7822	MV	1748	628	0	1	128	499	0	377	74	48
PCT7822	TO	1748	950	0	1	185	764	0	564	124	76
PCT7824	ED	1353	243	0	0	51	192	0	131	43	18
PCT7824	MV	1353	418	0	2	94	322	0	254	47	21
PCT7824	TO	1353	661	0	2	145	514	0	385	90	39
PCT7826	ED	661	139	0	0	32	107	0	70	26	11
PCT7826	MV	661	175	0	0	50	125	0	93	17	15
PCT7826	TO	661	314	0	0	82	232	0	163	43	26
PCT7828	ED	997	132	0	0	29	103	0	70	20	13
PCT7828	MV	997	327	0	0	68	259	0	203	34	22
PCT7828	TO	997	459	0	0	97	362	0	273	54	35
PCT7829	ED	884	134	0	0	22	112	0	85	15	12
PCT7829	MV	884	346	0	0	78	268	0	209	34	25
PCT7829	TO	884	480	0	0	100	380	0	294	49	37
PCT7832	ED	773	103	0	0	19	84	0	67	14	3
PCT7832	MV	773	290	0	0	63	227	0	171	43	13
PCT7832	TO	773	393	0	0	82	311	0	238	57	16
PCT7834	ED	1593	279	0	1	79	199	0	126	47	26
PCT7834	MV	1593	474	0	0	134	340	0	270	44	26
PCT7834	TO	1593	753	0	1	213	539	0	396	91	52
PCT7835	ED	847	97	0	0	16	81	0	50	16	15
PCT7835	MV	847	289	0	0	65	224	0	163	38	23
PCT7835	TO	847	386	0	0	81	305	0	213	54	38
PCT7836	ED	1011	131	0	0	24	107	0	65	26	16
PCT7836	MV	1011	377	0	1	74	302	0	217	48	37
PCT7836	TO	1011	508	0	1	98	409	0	282	74	53
PCT7837	ED	1784	281	0	0	50	231	0	156	51	24
PCT7837	MV	1784	675	0	1	155	519	0	407	70	42
PCT7837	TO	1784	956	0	1	205	750	0	563	121	66
PCT7839	ED	1718	238	0	0	54	184	0	134	32	18
PCT7839	MV	1718	681	0	0	155	526	0	413	67	46
PCT7839	TO	1718	919	0	0	209	710	0	547	99	64
PCT7841	ED	1778	331	0	0	80	251	0	179	50	22
PCT7841	MV	1778	565	0	0	129	436	0	337	60	39
PCT7841	TO	1778	896	0	0	209	687	0	516	110	61
PCT7843	ED	719	148	0	0	38	110	0	78	22	10
PCT7843	MV	719	226	0	1	62	163	0	122	21	20
PCT7843	TO	719	374	0	1	100	273	0	200	43	30
PCT7844	ED	630	105	0	0	23	82	0	53	20	9
PCT7844	MV	630	199	0	1	57	141	0	108	16	17
PCT7844	TO	630	304	0	1	80	223	0	161	36	26
PCT7845	ED	870	137	0	0	27	110	0	68	26	16
PCT7845	MV	870	298	0	0	56	242	0	190	30	22
PCT7845	TO	870	435	0	0	83	352	0	258	56	38
PCT7846	ED	888	122	0	0	26	96	0	61	22	13
PCT7846	MV	888	307	0	3	63	241	0	185	36	20
PCT7846	TO	888	429	0	3	89	337	0	246	58	33
PCT7847	ED	1718	274	0	0	62	212	0	142	39	31
PCT7847	MV	1718	593	0	1	132	460	0	361	56	43
PCT7847	TO	1718	867	0	1	194	672	0	503	95	74
PCT7849	ED	887	165	0	0	37	128	0	92	25	11
PCT7849	MV	887	314	0	0	63	251	0	190	32	29
PCT7849	TO	887	479	0	0	100	379	0	282	57	40
PCT7852	ED	1153	158	0	0	25	133	0	95	25	13
PCT7852	MV	1153	479	0	0	88	391	0	316	44	31
PCT7852	TO	1153	637	0	0	113	524	0	411	69	44
PCT7853	ED	1736	229	0	1	40	188	0	131	33	24
PCT7853	MV	1736	605	0	0	108	497	0	384	62	51
PCT7853	TO	1736	834	0	1	148	685	0	515	95	75
PCT7854	ED	866	127	0	1	35	91	0	57	19	15
PCT7854	MV	866	314	0	0	87	227	0	187	25	15
PCT7854	TO	866	441	0	1	122	318	0	244	44	30
PCT7855	ED	1775	307	0	0	58	249	0	188	42	19
PCT7855	MV	1775	600	0	0	128	472	0	373	56	43
PCT7855	TO	1775	907	0	0	186	721	0	561	98	62
PCT7858	ED	1646	251	0	0	75	176	0	119	33	24
PCT7858	MV	1646	530	0	2	137	391	0	295	60	36
PCT7858	TO	1646	781	0	2	212	567	0	414	93	60
PCT7861	ED	854	131	0	0	27	104	0	63	19	22
PCT7861	MV	854	310	0	0	65	245	0	190	32	23
PCT7861	TO	854	441	0	0	92	349	0	253	51	45
PCT7862	ED	857	155	0	0	25	130	0	94	23	13
PCT7862	MV	857	275	0	2	60	213	0	163	37	13
PCT7862	TO	857	430	0	2	85	343	0	257	60	26
PCT7863	ED	881	155	0	1	30	124	0	81	28	15
PCT7863	MV	881	264	0	1	57	206	0	164	18	24
PCT7863	TO	881	419	0	2	87	330	0	245	46	39
PCT7864	ED	804	127	0	1	16	110	0	78	18	14
PCT7864	MV	804	267	0	2	50	215	0	168	25	22
PCT7864	TO	804	394	0	3	66	325	0	246	43	36
PCT7866	ED	822	129	0	0	19	110	0	78	14	18
PCT7866	MV	822	357	0	2	66	289	0	234	32	23
PCT7866	TO	822	486	0	2	85	399	0	312	46	41
PCT7867	ED	969	149	0	0	28	121	0	87	19	15
PCT7867	MV	969	366	0	1	75	290	0	213	46	31
PCT7867	TO	969	515	0	1	103	411	0	300	65	46
PCT7868	ED	870	151	0	1	19	131	0	97	15	19
PCT7868	MV	870	268	0	3	43	222	0	163	39	20
PCT7868	TO	870	419	0	4	62	353	0	260	54	39
PCT7869	ED	863	146	0	1	14	131	0	92	30	9
PCT7869	MV	863	355	0	2	87	266	0	200	38	28
PCT7869	TO	863	501	0	3	101	397	0	292	68	37
PCT7871	ED	877	151	0	0	34	117	0	75	27	15
PCT7871	MV	877	303	0	1	47	255	0	203	35	17
PCT7871	TO	877	454	0	1	81	372	0	278	62	32
PCT7872	ED	863	157	0	0	24	133	0	88	26	19
PCT7872	MV	863	333	0	0	75	258	0	199	34	25
PCT7872	TO	863	490	0	0	99	391	0	287	60	44
PCT7873	ED	1688	279	0	1	59	219	0	136	50	33
PCT7873	MV	1688	618	0	2	137	479	0	355	65	59
PCT7873	TO	1688	897	0	3	196	698	0	491	115	92
PCT7874	ED	474	68	0	0	13	55	0	41	10	4
PCT7874	MV	474	143	0	0	24	119	0	99	7	13
PCT7874	TO	474	211	0	0	37	174	0	140	17	17
PCT7875	ED	624	82	0	0	22	60	0	42	9	9
PCT7875	MV	624	182	0	0	44	138	0	96	27	15
PCT7875	TO	624	264	0	0	66	198	0	138	36	24
PCT7876	ED	523	68	0	0	9	59	0	38	11	10
PCT7876	MV	523	182	0	0	41	141	0	105	19	17
PCT7876	TO	523	250	0	0	50	200	0	143	30	27
PCT7902	ED	1729	212	0	0	69	143	0	87	30	26
PCT7902	MV	1729	392	0	3	85	304	0	223	40	41
PCT7902	TO	1729	604	0	3	154	447	0	310	70	67
PCT7903	ED	826	112	0	0	35	77	0	37	21	19
PCT7903	MV	826	219	0	3	46	170	0	121	22	27
PCT7903	TO	826	331	0	3	81	247	0	158	43	46
PCT7905	ED	880	135	0	0	34	101	0	70	16	15
PCT7905	MV	880	262	0	1	68	193	0	147	28	18
PCT7905	TO	880	397	0	1	102	294	0	217	44	33
PCT7906	ED	757	104	0	0	29	75	0	45	16	14
PCT7906	MV	757	175	0	0	37	138	0	114	15	9
PCT7906	TO	757	279	0	0	66	213	0	159	31	23
PCT7908	ED	1907	266	0	0	85	181	0	108	43	30
PCT7908	MV	1907	515	0	2	106	407	0	312	59	36
PCT7908	TO	1907	781	0	2	191	588	0	420	102	66
PCT7909	ED	718	120	0	0	28	92	0	59	18	15
PCT7909	MV	718	199	0	2	43	154	0	120	24	10
PCT7909	TO	718	319	0	2	71	246	0	179	42	25
PCT7911	ED	845	122	0	0	32	90	0	53	24	13
PCT7911	MV	845	197	0	3	43	151	0	101	29	21
PCT7911	TO	845	319	0	3	75	241	0	154	53	34
PCT7912	ED	1940	320	0	0	85	235	0	152	47	36
PCT7912	MV	1940	489	0	0	107	382	0	289	47	46
PCT7912	TO	1940	809	0	0	192	617	0	441	94	82
PCT7915	ED	1692	283	0	2	81	200	0	122	48	30
PCT7915	MV	1692	427	0	3	111	313	0	248	35	30
PCT7915	TO	1692	710	0	5	192	513	0	370	83	60
PCT7916	ED	842	145	0	0	41	104	0	69	23	12
PCT7916	MV	842	237	0	2	57	178	0	140	18	20
PCT7916	TO	842	382	0	2	98	282	0	209	41	32
PCT7917	ED	1823	298	0	2	78	218	0	139	53	26
PCT7917	MV	1823	460	0	1	108	351	0	259	44	48
PCT7917	TO	1823	758	0	3	186	569	0	398	97	74
PCT7918	ED	798	129	0	0	35	94	0	57	22	15
PCT7918	MV	798	194	0	0	46	148	0	118	17	13
PCT7918	TO	798	323	0	0	81	242	0	175	39	28
PCT7921	ED	1729	220	0	1	52	167	0	107	31	29
PCT7921	MV	1729	437	0	2	81	354	0	273	43	38
PCT7921	TO	1729	657	0	3	133	521	0	380	74	67
PCT7923	ED	1708	233	0	0	73	160	0	95	39	26
PCT7923	MV	1708	433	0	2	102	329	0	221	64	44
PCT7923	TO	1708	666	0	2	175	489	0	316	103	70
PCT7925	ED	530	74	0	0	25	49	0	28	11	10
PCT7925	MV	530	165	0	0	40	125	0	85	20	20
PCT7925	TO	530	239	0	0	65	174	0	113	31	30
PCT7926	ED	783	143	0	0	37	106	0	73	20	13
PCT7926	MV	783	233	0	1	68	164	0	123	22	19
PCT7926	TO	783	376	0	1	105	270	0	196	42	32
PCT7928	ED	1661	310	0	0	82	228	0	153	50	25
PCT7928	MV	1661	533	0	0	109	424	0	328	57	39
PCT7928	TO	1661	843	0	0	191	652	0	481	107	64
PCT7929	ED	830	151	0	0	38	113	0	78	18	17
PCT7929	MV	830	311	0	2	53	256	0	190	36	30
PCT7929	TO	830	462	0	2	91	369	0	268	54	47
PCT7931	ED	742	116	0	0	20	96	0	66	20	10
PCT7931	MV	742	284	0	0	54	230	0	170	38	22
PCT7931	TO	742	400	0	0	74	326	0	236	58	32
PCT7932	ED	547	84	0	0	21	63	0	43	11	9
PCT7932	MV	547	177	0	0	35	142	0	118	15	9
PCT7932	TO	547	261	0	0	56	205	0	161	26	18
PCT7933	ED	7	0	0	0	0	0	0	0	0	0
PCT7933	MV	7	4	0	0	1	3	0	3	0	0
PCT7933	TO	7	4	0	0	1	3	0	3	0	0
PCT7934	ED	866	125	0	0	31	94	0	67	8	19
PCT7934	MV	866	304	0	1	71	232	0	175	34	23
PCT7934	TO	866	429	0	1	102	326	0	242	42	42
PCT7935	ED	927	173	0	0	42	131	0	96	24	11
PCT7935	MV	927	311	0	0	72	239	0	168	45	26
PCT7935	TO	927	484	0	0	114	370	0	264	69	37
PCT7936	ED	1508	340	0	0	85	255	0	176	53	26
PCT7936	MV	1508	452	0	2	97	353	0	250	62	41
PCT7936	TO	1508	792	0	2	182	608	0	426	115	67
PCT7937	ED	899	155	0	0	49	106	0	79	18	9
PCT7937	MV	899	300	0	1	49	250	0	201	25	24
PCT7937	TO	899	455	0	1	98	356	0	280	43	33
PCT7938	ED	758	114	0	1	27	86	0	55	20	11
PCT7938	MV	758	203	0	0	43	160	0	126	24	10
PCT7938	TO	758	317	0	1	70	246	0	181	44	21
PCT7941	ED	752	117	0	0	28	89	0	68	11	10
PCT7941	MV	752	224	0	0	60	164	0	125	23	16
PCT7941	TO	752	341	0	0	88	253	0	193	34	26
PCT7942	ED	923	93	0	0	19	74	0	46	11	17
PCT7942	MV	923	270	0	3	56	211	0	154	27	30
PCT7942	TO	923	363	0	3	75	285	0	200	38	47
PCT7943	ED	1675	262	0	1	53	208	0	139	43	26
PCT7943	MV	1675	514	0	2	104	408	0	320	53	35
PCT7943	TO	1675	776	0	3	157	616	0	459	96	61
PCT7945	ED	940	66	0	0	8	58	0	34	16	8
PCT7945	MV	940	264	0	2	43	219	0	161	38	20
PCT7945	TO	940	330	0	2	51	277	0	195	54	28
PCT7946	ED	1553	132	0	0	20	112	0	80	15	17
PCT7946	MV	1553	468	0	0	76	392	0	290	54	48
PCT7946	TO	1553	600	0	0	96	504	0	370	69	65
PCT7947	ED	960	71	0	0	15	56	0	29	8	19
PCT7947	MV	960	290	0	1	44	245	0	180	38	27
PCT7947	TO	960	361	0	1	59	301	0	209	46	46
PCT7948	ED	918	94	0	0	18	76	0	48	16	12
PCT7948	MV	918	291	0	1	47	243	0	178	37	28
PCT7948	TO	918	385	0	1	65	319	0	226	53	40
PCT7951	ED	1818	137	0	1	25	111	0	73	19	19
PCT7951	MV	1818	588	0	4	102	482	0	370	73	39
PCT7951	TO	1818	725	0	5	127	593	0	443	92	58
PCT7953	ED	824	83	0	0	11	72	0	50	11	11
PCT7953	MV	824	246	0	2	35	209	0	166	24	19
PCT7953	TO	824	329	0	2	46	281	0	216	35	30
PCT7954	ED	1	0	0	0	0	0	0	0	0	0
PCT7954	MV	1	1	0	0	0	1	0	1	0	0
PCT7954	TO	1	1	0	0	0	1	0	1	0	0
PCT7956	ED	1759	120	0	0	15	105	0	62	21	22
PCT7956	MV	1759	463	0	3	80	380	0	301	43	36
PCT7956	TO	1759	583	0	3	95	485	0	363	64	58
PCT7957	ED	665	74	0	0	14	60	0	37	11	12
PCT7957	MV	665	209	0	1	54	154	0	109	25	20
PCT7957	TO	665	283	0	1	68	214	0	146	36	32
PCT7958	ED	301	6	0	0	3	3	0	3	0	0
PCT7958	MV	301	91	0	0	14	77	0	59	13	5
PCT7958	TO	301	97	0	0	17	80	0	62	13	5
PCT7959	ED	1198	127	0	0	31	96	0	52	25	19
PCT7959	MV	1198	279	0	2	43	234	0	168	42	24
PCT7959	TO	1198	406	0	2	74	330	0	220	67	43
PCT9001	ED	286	3	0	0	1	2	0	1	1	0
PCT9001	MV	286	91	0	0	8	83	0	65	10	8
PCT9001	TO	286	94	0	0	9	85	0	66	11	8
PCT9103	ED	946	125	0	0	15	110	0	76	19	15
PCT9103	MV	946	255	0	1	53	201	0	156	32	13
PCT9103	TO	946	380	0	1	68	311	0	232	51	28
PCT9104	ED	993	100	0	0	27	73	0	37	22	14
PCT9104	MV	993	293	0	0	55	238	0	178	39	21
PCT9104	TO	993	393	0	0	82	311	0	215	61	35
PCT9105	ED	1747	223	0	0	46	177	0	132	29	16
PCT9105	MV	1747	514	0	1	99	414	0	316	63	35
PCT9105	TO	1747	737	0	1	145	591	0	448	92	51
PCT9106	ED	935	135	0	0	22	113	0	81	18	14
PCT9106	MV	935	296	0	1	66	229	0	180	33	16
PCT9106	TO	935	431	0	1	88	342	0	261	51	30
PCT9109	ED	1651	245	0	0	46	199	0	138	30	31
PCT9109	MV	1651	438	0	2	86	350	0	257	52	41
PCT9109	TO	1651	683	0	2	132	549	0	395	82	72
PCT9111	ED	809	105	0	0	18	87	0	64	12	11
PCT9111	MV	809	209	0	1	44	164	0	130	12	22
PCT9111	TO	809	314	0	1	62	251	0	194	24	33
PCT9113	ED	997	164	0	0	22	142	0	93	26	23
PCT9113	MV	997	317	0	1	66	250	0	198	31	21
PCT9113	TO	997	481	0	1	88	392	0	291	57	44
