County	Eligible	Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
Shasta	134230	102185	23536	48498	4562	379	1284	372	106	284	23164
Percent		0.7612679600715637	0.23032735288143158	0.47460976243019104	0.044644515961408615	0.003708959324285388	0.01256544515490532	0.00364045612514019	0.0010373342083767056	0.0027792728506028652	0.22668689489364624

Sierra	2618	2127	602	866	139	18	32	4	2	32	432
Percent		0.8124522566795349	0.2830277383327484	0.4071462154388428	0.0653502568602562	0.008462623693048954	0.015044664032757282	0.0018805830040946603	0.0009402915020473301	0.015044664032757282	0.2031029611825943

Siskiyou	34525	27584	8191	10754	1384	187	358	142	158	78	6332
Percent		0.7989572882652283	0.29694750905036926	0.3898636996746063	0.050174012780189514	0.00677929213270545	0.012978537939488888	0.005147911608219147	0.005727958399802446	0.0028277263045310974	0.22955337166786194

Solano	294344	240780	111929	52641	7877	912	2153	975	1297	1577	61419
Percent		0.8180224299430847	0.46486005187034607	0.2186269611120224	0.03271451219916344	0.0037876900751143694	0.008941772393882275	0.004049339797347784	0.005386659875512123	0.006549547426402569	0.25508347153663635

Sonoma	346390	276434	147838	49300	7727	2601	2603	837	1698	1292	62538
Percent		0.7980426549911499	0.5348039865493774	0.17834274470806122	0.027952423319220543	0.009409117512404919	0.009416352957487106	0.0030278475023806095	0.0061425152234733105	0.004673810210078955	0.22623121738433838

Stanislaus	348765	260750	98145	91060	8820	698	2308	1122	1542	2293	54762
Percent		0.7476381063461304	0.37639501690864563	0.34922340512275696	0.033825501799583435	0.0026768934912979603	0.008851390331983566	0.004302971996366978	0.005913710221648216	0.008793863467872143	0.21001726388931274

Sutter	60805	47664	14292	18879	1754	102	451	186	338	1419	10243
Percent		0.7838829159736633	0.2998489439487457	0.39608508348464966	0.03679926320910454	0.002139979973435402	0.009462067857384682	0.003902316326275468	0.007091305684298277	0.029770895838737488	0.21490013599395752

Tehama	44216	34518	8525	15185	1795	88	417	143	20	95	8250
Percent		0.7806676030158997	0.24697259068489075	0.43991541862487793	0.05200185254216194	0.0025493944995105267	0.012080653570592403	0.004142765887081623	0.0005794078460894525	0.0027521871961653233	0.23900572955608368

Trinity	11379	7780	2441	2583	396	91	112	50	129	86	1892
Percent		0.6837156414985657	0.313753217458725	0.3320051431655884	0.05089974403381348	0.011696658097207546	0.014395887032151222	0.006426735315471888	0.0165809765458107	0.011053984984755516	0.24318766593933105

Tulare	268041	180412	57673	68607	6343	509	1669	789	1649	628	42545
Percent		0.6730761528015137	0.3196738660335541	0.3802795708179474	0.035158414393663406	0.002821320202201605	0.009251047857105732	0.004373323172330856	0.009140190668404102	0.0034809214994311333	0.23582133650779724

Tuolumne	40753	32028	9360	13546	1427	167	418	113	7	55	6935
Percent		0.7859053611755371	0.2922442853450775	0.4229424297809601	0.04455476626753807	0.005214187782257795	0.013051080517470837	0.0035281628370285034	0.00021855876548215747	0.001717247418127954	0.21652927994728088

Ventura	547005	456831	185958	133347	13067	1808	4181	1527	5103	5141	106699
Percent		0.8351495862007141	0.40706080198287964	0.29189568758010864	0.028603576123714447	0.0039576999843120575	0.009152181446552277	0.003342592855915427	0.011170432902872562	0.011253614909946918	0.2335633933544159

Yolo	152034	114780	55289	22584	3489	759	1095	481	598	452	30033
Percent		0.754962682723999	0.48169541358947754	0.19675901532173157	0.030397281050682068	0.006612650118768215	0.00953998975455761	0.004190625622868538	0.005209967028349638	0.003937968518584967	0.26165708899497986

Yuba	50853	35828	9850	13288	1878	152	479	227	347	150	9457
Percent		0.7045405507087708	0.274924635887146	0.37088310718536377	0.052417103201150894	0.0042424919083714485	0.013369431719183922	0.006335826590657234	0.009685162454843521	0.004186669830232859	0.26395556330680847

State Total	25236113	20428270	9109939	4842603	600220	89764	176065	94016	102884	121008	5291771
Percent		0.8094856142997742	0.44594764709472656	0.2370539903640747	0.029381832107901573	0.004394106566905975	0.008618693798780441	0.004602249711751938	0.005036354064941406	0.005923556163907051	0.25904157757759094
