contest_id2	contest_id1	district_id
1	0001	0
10	0104	0
11	0105	0
12	0106	0
13	1020	CONG12
14	1030	CONG13
15	1040	CONG14
16	1130	SEN11
17	1210	ASSM19
18	1310	ASSM17
19	2200	CITY1
2	0002	0
20	2318	CITY1
21	2321	CITY1
22	3000	ASSM19
23	3010	ASSM17
24	3110	ASSM17
3	0003	0
4	0004	0
5	0005	0
6	0006	0
7	0100	0
8	0101	0
9	0102	0
