contest_id2	cand_id2	contest_id1	cand_id1	cand_seq	cand_name2	cand_name1
403	4812	1310	001		DAVID CHIU	DAVID CHIU*
403	4813	1310	002		ALEJANDRO FERNANDEZ	ALEJANDRO FERNANDEZ
404	4814	1210	002		KEITH BOGDON	KEITH BOGDON
404	4815	1210	003		DAVID ERNST	DAVID ERNST
404	4816	1210	001		PHIL TING	PHIL TING*
443	3793	2280	001		CURTIS KARNOW	CURTIS KARNOW
443	3794	2280	002		MARIA EVANGELISTA	MARIA EVANGELISTA
444	4800	1020	006		MICHAEL GOLDSTEIN	MICHAEL GOLDSTEIN
444	4801	1020	005		SHAHID BUTTAR	SHAHID BUTTAR
444	4802	1020	003		BARRY HERMANSON	BARRY HERMANSON
444	4803	1020	002		STEPHEN JAFFE	STEPHEN JAFFE
444	4804	1020	004		RYAN A. KHOJASTEH	RYAN A. KHOJASTEH
444	4805	1020	001		NANCY PELOSI	NANCY PELOSI*
444	4806	1020	007		LISA REMMER	LISA A. REMMER
445	4810	1040	001		JACKIE SPEIER	JACKIE SPEIER*
445	4811	1040	002		CRISTINA OSMEÑA	CRISTINA OSMENA
451	4808	1050	001		BARBARA LEE	BARBARA LEE
553	4857	4000	037		CHRISTOPHER N. CARLSON	CHRISTOPHER N CARLSON
553	4858	4000	031		AKINYEMI AGBEDE	AKINYEMI AGBEDE
553	4859	4000	001		GLORIA ESTELA LA RIVA	GLORIA ESTELA LA RIVA
553	4860	4000	030		TRAVIS ALLEN	TRAVIS ALLEN
553	4861	4000	023		J. BRIBIESCA	J BRIBIESCA
553	4862	4000	012		JOHN H. COX	JOHN H COX
553	4863	4000	010		THOMAS JEFFERSON CARES	THOMAS JEFFERSON CARES
553	4864	4000	029		SHUBHAM GOEL	SHUBHAM GOEL
553	4865	4000	027		YVONNE GIRARD	YVONNE GIRARD
553	4866	4000	015		JOHN CHIANG	JOHN CHIANG
553	4867	4000	018		HAKAN "HAWK" MIKADO	HAKAN "HAWK" MIKADO
553	4868	4000	036		ZOLTAN ISTVAN	ZOLTAN ISTVAN
553	4869	4000	034		DESMOND SILVEIRA	DESMOND SILVEIRA
553	4870	4000	014		DELAINE EASTIN	DELAINE EASTIN
553	4871	4000	033		NICKOLAS WILDSTAR	NICKOLAS WILDSTAR
553	4872	4000	022		JOSH JONES	JOSH JONES
553	4873	4000	028		ROBERT DAVIDSON GRIFFIS	ROBERT DAVIDSON GRIFFIS
553	4874	4000	020		ALBERT CAESAR MEZZETTI	ALBERT CAESAR MEZZETTI
553	4875	4000	008		GAVIN NEWSOM	GAVIN NEWSOM
553	4876	4000	025		PETER Y LIU	PETER Y LIU
553	4877	4000	013		AMANDA RENTERIA	AMANDA RENTERIA
553	4878	4000	035		MICHAEL SHELLENBERGER	MICHAEL SHELLENBERGER
553	4879	4000	019		JEFFREY EDWARD TAYLOR	JEFFREY EDWARD TAYLOR
553	4880	4000	017		KLEMENT TINAJ	KLEMENT TINAJ
553	4881	4000	032		JOHNNY WATTENBURG	JOHNNY WATTENBURG
553	4882	4000	021		ROBERT C. NEWMAN, II	ROBERT C NEWMAN
553	4883	4000	026		ANTONIO VILLARAIGOSA	ANTONIO VILLARAIGOSA
554	4884	4010	010		JEFF BLEICH	JEFF BLEICH
554	4885	4010	014		DAVID FENNELL	DAVID FENNELL
554	4886	4010	013		TIM FERREIRA	TIM FERREIRA
554	4887	4010	012		CAMERON GHARABIKLOU	CAMERON GHARABIKLOU
554	4888	4010	005		COLE HARRIS	COLE HARRIS
554	4889	4010	007		DAVID R. HERNANDEZ	DAVID R HERNANDEZ
554	4890	4010	006		ED HERNANDEZ	ED HERNANDEZ
554	4891	4010	002		ELENI KOUNALAKIS	ELENI KOUNALAKIS
554	4892	4010	009		GAYLE MCLAUGHLIN	GAYLE MCLAUGHLIN
554	4893	4010	008		LYDIA ORTEGA	LYDIA ORTEGA
554	4894	4010	004		DANNY THOMAS	DANNY THOMAS
555	4895	4050	003		DAVE JONES	DAVE JONES
555	4896	4050	004		ERIC EARLY	ERIC EARLY
555	4897	4050	002		STEVEN C BAILEY	STEVEN BAILEY
555	4898	4050	005		XAVIER BECERRA	XAVIER BECERRA
557	4899	4020	007		MICHAEL FEINSTEIN	MICHAEL FEINSTEIN
557	4900	4020	004		GAIL K. LIGHTFOOT	GAIL K LIGHTFOOT
557	4901	4020	008		RUBEN MAJOR	RUBEN MAJOR
557	4902	4020	009		MARK P. MEUSER	MARK P MEUSER
557	4903	4020	003		ALEX PADILLA	ALEX PADILLA
557	4904	4020	006		RAUL RODRIGUEZ JR	RAUL RODRIGUEZ JR
557	4905	4020	005		ERIK RYDBERG	ERIK RYDBERG
557	4906	4020	001		C.T. WEBER	C T. WEBER
558	4907	4030	001		MARY LOU FINLEY	MARY LOU FINLEY
558	4908	4030	003		KONSTANTINOS RODITIS	KONSTANTINOS RODITIS
558	4909	4030	002		BETTY T. YEE	BETTY T YEE
559	4910	4040	004		KEVIN AKIN	KEVIN AKIN
559	4911	4040	007		GREG CONLON	GREG CONLON
559	4912	4040	006		JACK M. GUERRERO	JACK M GUERRERO
559	4913	4040	001		FIONA MA	FIONA MA
559	4914	4040	005		VIVEK VISWANATHAN	VIVEK VISWANATHAN
563	3706	4080	005		STEVEN IRELAND	STEVEN IRELAND
563	3707	4080	004		LILY (ESPINOZA) PLOSKI	LILY (ESPINOZA) PLOSKI
563	3832	4080	002		TONY K. THURMOND	TONY K. THURMOND
563	3833	4080	003		MARSHALL TUCK	MARSHALL TUCK
597	3782	5108	001		JEFF SHEEHY	JEFF SHEEHY
597	3783	5108	004		RAFAEL MANDELMAN	RAFAEL MANDELMAN
597	3784	5108	006		LAWRENCE "STARK" DAGESSE	LAWRENCE "STARK" DAGESSE
598	3785	5000	001		RICHIE GREENBERG	RICHIE GREENBERG
598	3786	5000	003		MARK LENO	MARK LENO
598	3787	5000	002		ANGELA ALIOTO	ANGELA ALIOTO
598	3788	5000	007		JANE KIM	JANE KIM
598	3789	5000	009		ELLEN LEE ZHOU	ELLEN LEE ZHOU
598	3790	5000	004		AMY FARAH WEISS	AMY FARAH WEISS
598	4969	5000	015		MICHELLE BRAVO	MICHELLE BRAVO
598	4970	5000	024		LONDON BREED	LONDON BREED
599	3791	2230	002		PHOENIX STREETS	PHOENIX STREETS
599	3792	2230	001		ANDREW Y.S. CHENG	ANDREW Y. S. CHENG
600	3795	2302	001		CYNTHIA MING-MEI LEE	CYNTHIA MING-MEI LEE
600	3796	2302	002		ELIZABETH ZAREH	ELIZABETH ZAREH
600	3797	2302	003		KWIXUAN H. MALOOF	KWIXUAN H MALOOF
601	3798	2306	001		JEFFREY S. ROSS	JEFFREY S. ROSS
601	3799	2306	002		NIKI JUDITH SOLIS	NIKI JUDITH SOLIS
605	4825	1010	011		KEVIN DE LEON	KEVIN DE LEON
605	4826	1010	006		ARUN K. BHUMITRA	ARUN K BHUMITRA
605	4827	1010	008		JOHN "JACK" CREW	JOHN "JACK" CREW
605	4828	1010	009		ERIN CRUZ	ERIN CRUZ
605	4829	1010	010		ROQUE "ROCKY" DE LA FUENTE	ROQUE "ROCKY" DE LA FUENTE
605	4830	1010	007		JAMES P BRADLEY	JAMES P BRADLEY
605	4831	1010	012		ADRIENNE NICOLE EDWARDS	ADRIENNE NICOLE EDWARDS
605	4832	1010	003		DIANNE FEINSTEIN	DIANNE FEINSTEIN*
605	4833	1010	013		COLLEEN SHEA FERNALD	COLLEEN SHEA FERNALD
605	4834	1010	014		RASH BIHARI GHOSH	RASH BIHARI GHOSH
605	4835	1010	015		TIM GILDERSLEEVE	TIM GILDERSLEEVE
605	4836	1010	031		MICHAEL FAHMY GIRGIS	MICHAEL FAHMY GIRGIS
605	4837	1010	002		DON J. GRUNDMANN	DON J GRUNDMANN
605	4838	1010	021		JASON M. HANANIA	JASON M HANANIA
605	4839	1010	017		PAT HARRIS	PAT HARRIS
605	4840	1010	020		ALISON HARTSON	ALISON HARTSON
605	4841	1010	004		DAVID HILDEBRAND	DAVID HILDEBRAND
605	4842	1010	028		JERRY JOSEPH LAWS	JERRY JOSEPH LAWS
605	4843	1010	030		PATRICK LITTLE	PATRICK LITTLE
605	4844	1010	005		DAVID MOORE	DAVID MOORE
605	4845	1010	023		KEVIN MOTTUS	KEVIN MOTTUS
605	4846	1010	022		LEE OLSON	LEE OLSON
605	4847	1010	025		MARIO NABLIBA	MARIO NABLIBA
605	4848	1010	027		TOM PALZER	TOM PALZER
605	4849	1010	001		JOHN THOMPSON PARKER	JOHN THOMPSON PARKER
605	4850	1010	029		HERBERT G. PETERS	HERBERT G PETERS
605	4852	1010	026		GERALD PLUMMER	GERALD PLUMMER
605	4853	1010	016		DERRICK MICHAEL REID	DERRICK MICHAEL REID
605	4854	1010	032		LING LING SHI	LING LING SHI
605	4855	1010	018		PAUL A TAYLOR	PAUL A TAYLOR
605	4856	1010	019		DONNIE O. TURNER	DONNIE O TURNER
607	4817	4070	005		MARK BURNS	MARK BURNS
