contest_id2	contest_id1	district_id
1c0b6535-0a11-4c7e-9075-233f0a5fc211	5020	CITY1
334	5000	CITY1
342	9001	CITY1
343	9002	CITY1
344	9003	CITY1
345	9004	CITY1
346	9005	CITY1
351	8560	CITY1
354	9006	CITY1
361	8525	0
479e7108-5b99-4821-966a-b78eabcfc581	5070	CITY1
91e909f7-cfae-4478-952a-dd0ff37dd9ce	5105	SUPV5
aa114170-bb7f-477a-ac90-f5b343adcd1a	5010	CITY1
e56eaea1-da96-41f9-8d4b-a3f1733480bd	5040	CITY1
f0f07583-b641-47d3-9b9f-1c51dc824513	5050	CITY1
